"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","identifiedBy","individualCount","infraspecificEpithet","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","minimumElevationInMeters","maximumElevationInMeters","sex"
"152","2019-11-13 11:17:22-03","USP","SPF","60052","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus","(Backeb. & Voll) Byles & G.D.Rowley","1987","05","08","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557",NA,"auto","Anônimo",NA,NA,"Zappi, DC","CFSC10125",NA,NA,"SPF00060052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-05 13:53:44-03","UNIRIO","HUNI","675","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2008","06",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Natural Municipal de Grumari (PNM Grumari)","-43.533056","-23.048611",NA,"Habitat: Restinga",NA,"A.A. Barros",NA,NA,"L.A. Mello","6",NA,NA,"HUNI00000675",NA,NA,NA,"43º31'59''W","23º2'55''S",NA,NA,NA,NA,NA,NA
"154","2019-10-03 10:03:30-03","UFSCar","SORO","4488","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","2010","11","17","Brasil","Bahia","Sul da Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-10-03 10:03:30-03","UFSCar","SORO","2656","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Buining & Brederoo) Ritter(Lem.) Byles & Rowley","2011","11","06","Brasil","Rio de Janeiro","Arraial do Cabo","S79-ADC","-42.016667","-22.95",NA,NA,NA,NA,NA,NA,"Moraes, E.M.; Franco, F.F.; Jojima, C.L.",NA,NA,NA,NA,NA,NA,NA,"42°01'W","22°57'S",NA,NA,NA,NA,NA,NA
"156","2019-10-03 10:03:30-03","UFSCar","SORO","4903","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae",NA,"2011","11","10","Brasil","Espirito Santo","Guriri",NA,"-39.747444","-18.755056",NA,NA,NA,NA,NA,NA,"Marsola, E. M.; Franco, F.F.; Jojima, C.L.",NA,NA,NA,NA,NA,NA,NA,"39°44'50,8W","18°45'18,2S",NA,NA,NA,NA,NA,NA
"157","2019-10-03 10:03:30-03","UFSCar","SORO","6295","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae",NA,"2018","08","25","Brasil","Rio de Janeiro","Rio das Ostras",NA,"-41.899306","-22.493556",NA,NA,NA,NA,NA,NA,"Moraes, E.M.; Leite, F.M.; Telhe, M.C.; Franco, F.F.",NA,NA,NA,NA,NA,NA,NA,"41°53'57,5W","22°29'36,8S",NA,NA,NA,NA,NA,NA
"158","2019-10-03 10:03:30-03","UFSCar","SORO","6303","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae brasiliensis",NA,"2018","08","24","Brasil","Espírito Santo","Vila Velha",NA,"-40.326056","-20.403444",NA,NA,NA,NA,NA,"brasiliensis","Moraes, E.M.; Leite, F.M.; Telhe, M.C.; Franco, F.F.",NA,NA,NA,NA,NA,NA,NA,"40°19'33,8W","20°24'12,4S",NA,NA,NA,NA,NA,NA
"159","2019-10-03 10:03:30-03","UFSCar","SORO","4558","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus","Pilosocereus floccosus",NA,"2011",NA,NA,"Brasil","Minas Gerais","Conselheiro da Mata",NA,"-44.027611","-18.299972",NA,NA,NA,NA,NA,NA,"Moraes, E. M.; Perez, M. F.; Bonatelli, I. A. S.; Franco, F. F.",NA,NA,NA,NA,NA,NA,NA,"44°01'39,4''W","18°17'59,9''S",NA,NA,NA,NA,NA,NA
"160","2019-10-03 10:03:30-03","UFSCar","SORO","4535","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","floccosus quadricostatus","Pilosocereus floccosus quadricostatus","(Ritter) Zappi","2015","04",NA,"Brasil","Minas Gerais","Pedra Azul",NA,"-41.244778","-16.053056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41°14'41,2W","16°03'11S",NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","macrogonus","Cereus macrogonus","Salm-Dyck",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Loco haud accuratius addicto.",NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou, AFM","s.n.","Southern America",NA,NA,"P04P2N0040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","warmingii","Cereus warmingii","K.Schum.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Prope Copacabana in provincia Rio de Janeiro haud infrequens.",NA,NA,NA,"Floret Junio.; Habitat in Restingas.; HABITAT: Habitat in Restingas.",NA,NA,NA,NA,"Warming, JEB","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2017-09-11 17:09:07-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cactaceae","Cereus","warmingii","Cereus warmingii","K.Schum.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Loco haud accuratius addicto ejusdem provinciae.",NA,NA,NA,NA,NA,NA,NA,NA,"Neves Armond, AF","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-04-05 12:31:29-03","UNIVASF","HVASF","12480","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & Rowley","2011","09","23","Brasil","Rio de Janeiro","Armação dos Búzios","Praia Brava, inicio da trilha para praia do Olho do Boi",NA,NA,NA,"Cacto com hábito arbustivo e cerca de 3 metros de altura. Tronco principal curto e muito ramificado. Flores brancas presentes. Confirmação da identificação por foto realizada por D. Zappi (26/09/2011).",NA,"M.V. Meiado",NA,NA,"M.V. Meiado","716","América do Sul",NA,"HVASF012480",NA,"2011","09","9999.000000","9999.000000",NA,"23",NA,"19","19","U"
"165","2020-10-22 10:12:34-03","IBt","SP","344086","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","arrabidae","Pilosocereus arrabidae","(Lem.) Byles & G.D.Rowley","1999","11","27","Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749","25964",NA,"auto",NA,NA,NA,"Zappi, DC","476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
