"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","fieldNumber","typeStatus","individualCount"
"149","2020-12-17 22:33:01-03","UFSC","FLOR","41102","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Cadorin, T.J.","Cadorin, T.J.; Grosch, B.; Zimmermann, R. & Lopes, C.P.","2669","2010","06","19","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa, Ilha de Santa Catarina.","-48.475556","-27.576667","48º28'32''W","27º34'36''S","444","444","FLOR0041102",NA,"2010","08","25","epífita, abaixo de 4m; IFFSC e8004b Habitat: Floresta Ombrófila Densa, estádio sucessivo avançado, interior do fragmento",NA,"Pandanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-17 22:33:01-03","UFSC","FLOR","54469","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera","(Hand.-Mazz.) Harling","Mello, A.S.","Nuernberg, A.; Mello, A.S.; Weber, P. & Lufchitz, A.","659","2012","03","08","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico (ARIE) Costeira de Zimbros. Coordenadas aproximadas.","-48.5525","-27.1875","48º33'9''W","27º11'15''S","2","2","FLOR0054469",NA,"2012","03","08","herbácea Habitat: Floresta Ombrófila Densa Submontana",NA,"Pandanales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-17 22:33:01-03","UFSC","FLOR","1494","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Reitz, R.","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","6769","1966","06","22","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","FLOR0001494",NA,"1967",NA,NA,"fruto imaturo verde Habitat: mata",NA,"Pandanales",NA,NA,"reitzii","27000","auto",NA,NA,NA,NA,NA,NA
"152","2020-12-17 22:33:01-03","UFSC","FLOR","1493","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Reitz, R.","Klein, R.M.; Bresolin, A.","6738","1966","05","25","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"200","200","FLOR0001493",NA,"1967",NA,NA,"fruto imaturo verde Habitat: mata",NA,"Pandanales",NA,NA,"reitzii","27000","auto",NA,NA,NA,NA,NA,NA
"153","2020-12-17 22:33:01-03","UFSC","FLOR","2924","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Klein, R.M.","Klein, R.M.","9587","1971","06","25","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"200","200","FLOR0002924",NA,"1971",NA,NA,"fruto imaturo verde Habitat: rupestre, da mata",NA,"Pandanales",NA,NA,"reitzii","13751","auto",NA,NA,NA,NA,NA,NA
"154","2020-12-17 22:33:01-03","UFSC","FLOR","1494","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Reitz, R.","Klein, R.M.; Souza Sobrinho, R.J. de & Bresolin, A.","6769","1966","06","22","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","FLOR0001494",NA,"1967",NA,NA,"fruto imaturo verde Habitat: mata",NA,"Pandanales",NA,NA,"reitzii","27000","auto",NA,NA,NA,NA,NA,NA
"155","2020-12-17 22:33:01-03","UFSC","FLOR","1493","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Reitz, R.","Klein, R.M.; Bresolin, A.","6738","1966","05","25","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"200","200","FLOR0001493",NA,"1967",NA,NA,"fruto imaturo verde Habitat: mata",NA,"Pandanales",NA,NA,"reitzii","27000","auto",NA,NA,NA,NA,NA,NA
"156","2020-12-17 22:33:01-03","UFSC","FLOR","2924","PreservedSpecimen","Plantae","Cyclanthaceae","Asplundia","polymera","Asplundia polymera reitzii","Harling","Klein, R.M.","Klein, R.M.","9587","1971","06","25","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"200","200","FLOR0002924",NA,"1971",NA,NA,"fruto imaturo verde Habitat: rupestre, da mata",NA,"Pandanales",NA,NA,"reitzii","13751","auto",NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:03:22-03","IBt","SP","159800","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","De-Grande, DA; Lopes, EA; Barros, F","254b","1979","02","22","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de acesso à captação de água, próximo ao Rio Pereque","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:03:22-03","IBt","SP","294091","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Nicolau, SA; Souza Franco, AC","843","1994","04","03","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:03:22-03","IBt","SP","308562","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Rapini, A; Nicolau, SA","259","1997","04","06","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:03:22-03","IBt","SP","288664","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Nicolau, SA; et al.","925","1995","09","08","Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Ribeirão Grande, trilha da cachoeira","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"161","2019-11-21 10:03:22-03","IBt","SP","465214","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Nicolau, SA; et al.","3625","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju. Trilha encosta, paralela a da caixa d'água","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,"24176","auto",NA,NA,NA,NA,NA,NA
"162","2019-11-21 10:03:22-03","IBt","SP","309252","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Wanderley, MGL; et al.","2203","1997","05","07","Brasil","São Paulo","Ribeirão Grande","Parque Estadual de Intervales, Trilha para Cachoeira da Água Comprida","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,NA,"2017","05",NA,NA,NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-21 10:03:22-03","IBt","SP","474335","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Vieira, TL","198","2014","04","23","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"164","2019-11-21 10:03:22-03","IBt","SP","220840","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Kirizawa, M; Lopes, EA","2026","1988","04","12","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, mata de encosta, picada quinze","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"2017","05","12","No chão, local úmido, inflorescência verde",NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA
"165","2019-11-21 10:03:22-03","IBt","SP","247935","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Kirizawa, M; Lopes, EA","2468","1991","04","23","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Picinguaba, trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
"166","2019-11-21 10:03:22-03","IBt","SP","247939","S","Plantae","Cyclanthaceae","Asplundia","brachypus","Asplundia brachypus","(Drude) Harling","Leal, E","Kirizawa, M; Lopes, EA","2470","1991","04","23","Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Fazenda Picinguaba. Trilha do Corisco, perto do rio Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"2017","05","12",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA
