"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","sex"
"203","2019-11-21 10:12:41-03","IBt","SP","80806","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, JR; Bicalho, HD","10275","1964","06","20",NA,"Brasil","Minas Gerais","Saõ Tomé das Letras, numa capoeira.","-44.8899993896484","-21.9589004516602",NA,"2,5m alt., cálice com operculo apiculado.",NA,NA,"Proença, C","Baependi",NA,NA,NA,NA,"29865","auto","1986",NA,NA,NA,NA,NA,NA
"204","2019-11-21 10:12:41-03","IBt","SP","347779","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Ordones, J; et al.","276","2000","08","20",NA,"Brasil","Minas Gerais","Bocaina.","-43.4075012207031","-20.0746994018555",NA,"Campo, arbusto , flores brancas, próximo agua.",NA,NA,"Kawasaki, ML","Catas Altas",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA
"205","2019-11-21 10:12:41-03","IBt","SP","477046","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Yamamoto, LF","1958","2005","04","20",NA,"Brasil","Minas Gerais","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,"Meireles, LD","Extrema",NA,NA,NA,NA,"15223","auto","2013",NA,NA,NA,NA,NA,NA
"206","2019-11-21 10:12:41-03","IBt","SP","477084","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Yamamoto, LF","1303","2003","05","23",NA,"Brasil","Minas Gerais","Serra do Lopo, Trilha do caseiro","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,"Yamamoto, LF","Extrema",NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA,NA,NA
"207","2019-11-21 10:12:41-03","IBt","SP","145359","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Semir, J; Sazima, M","CFSC5063","1974","07","06",NA,"Brasil","Minas Gerais","Km 127 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro, Diamantina.","-43.7449989318848","-19.513599395752",NA,"Árvore no interior da mata ciliar, só botões.",NA,NA,"Kawasaki, ML","Jaboticatubas",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 10:12:41-03","IBt","SP","166649","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Furlan, A; et al.","CFSC6456","1980","08","23",NA,"Brasil","Minas Gerais","Km 128 ao longo da rodovia Lagoa Santa-Conceição do mato Dentro, Diamantina. Mata ciliar.","-43.7449989318848","-19.513599395752",NA,"Árvore em remanescente de mata ciliar. Botões florais vermelhos e estames alvos.",NA,NA,"Kawasaki, ML","Jaboticatubas",NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"209","2019-11-21 10:12:41-03","IBt","SP","184720","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Henrique, MC; et al.","CFSC5566","1979","08","14",NA,"Brasil","Minas Gerais","Km 122 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro, mata ciliar.","-43.7144012451172","-19.1688995361328",NA,"Árvore ca. 3m alt., flores avlas, odorífera",NA,NA,"Kawasaki, ML","Santana do Riacho",NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"210","2019-11-21 10:12:41-03","IBt","SP","156562","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, JR; Bicalho, HD","10278","1962","06","20",NA,"Brasil","Minas Gerais","Próximo da Estação Coronel Carneiro. Na mata secundária.","-45.2532997131348","-21.6968994140625",NA,"7m alt., cálice com caliptra apiculada.",NA,NA,"Proença, C","Três Corações",NA,NA,NA,NA,"22974","auto","1986",NA,NA,NA,NA,NA,NA
"211","2019-11-21 10:12:41-03","IBt","SP","338061","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Motta, JT","2242","1991","05","03",NA,"Brasil","Paraná","Fazenda Chapada Santo Antonio.","-49.7057991027832","-24.2511005401611",NA,"Arbusto 2m alt., flor alva, em capão no cerrado.",NA,NA,"Kawasaki, ML","Jaguariaíva",NA,NA,"910","910","44368","auto","1999",NA,NA,NA,NA,NA,NA
"212","2019-11-21 10:12:41-03","IBt","SP","330334","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Hatschbach, G; et al.","67070","1997","10","15",NA,"Brasil","Paraná","Rod. BR 151, i 1km S da Ponte do Rio Lambari.","-49.948600769043","-24.5261001586914",NA,"Arbusto 3m alt., fruto maduro nigreescente. Campo limpo, matinha a beira dos peraus,",NA,NA,"Hatschbach, G","Piraí do Sul",NA,NA,NA,NA,"37171","auto","1997",NA,NA,NA,NA,NA,NA
"213","2019-11-21 10:12:41-03","IBt","SP","101869","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, J; Mattos, N","15055","1967","08","26",NA,"Brasil","São Paulo","Fazenda da Guarda, Reserva Florstal. Numa capoeira.","-45.5900001525879","-22.7299995422363",NA,"Arbusto em botões.",NA,NA,"Kawasaki, ML","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1993",NA,NA,NA,NA,NA,NA
"214","2019-11-21 10:12:41-03","IBt","SP","170117","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, JR","15826","1974","04","23",NA,"Brasil","São Paulo","Parque Estadual.","-45.5900001525879","-22.7299995422363",NA,"2m alt., botão branco-esverdeado com ápice avermelhado.",NA,NA,"Proença, C","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1986",NA,NA,NA,NA,NA,NA
"215","2019-11-21 10:12:41-03","IBt","SP","170118","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Mattos, J","15825","1974","04","13",NA,"Brasil","São Paulo","Parque Estadual.","-45.5900001525879","-22.7299995422363",NA,"Brotação do toco, ca. 10cm diam., com 1,5m alt., botões verde-avermelhados.",NA,NA,"Proença, C","Campos do Jordão",NA,NA,NA,NA,"21048","auto","1986",NA,NA,NA,NA,NA,NA
"216","2019-11-21 10:12:41-03","IBt","SP","320941","S","Plantae",NA,NA,"Myrtaceae","Siphoneugena","widgreniana","Siphoneugena widgreniana","O.Berg",NA,"Árbocz, GF","1478","1995","05","30",NA,"Brasil","São Paulo",NA,"-48.3699989318848","-23.0799999237061",NA,"Árvore ca. 8m alt., flores brancas.",NA,NA,"Kawasaki, ML","Pardinho",NA,NA,NA,NA,"14628","auto","1997",NA,NA,NA,NA,NA,NA
"217","2010-08-16 16:42:21-03","GH","HU-HERB","GH 00071037","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","pubescens","Mitranthes pubescens","Burret","Isotype","F. C. Hoehne","32836","1935","3","30","South America","Brazil","São Paulo","Sao Paulo, nativa no Jardim Botânico",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32836",NA,"undetermined"
