"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","class","continentOcean","relatedCatalogItem","relationshipType","fieldNumber","preparationType","infraspecificEpithet","typeStatus"
"93","2019-11-21 10:02:40-03","IBt","SP","287498","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.","Moreira, BA","2005","03","01","Miyagi, PH; Souza, JP; Zandoval, JA","532","1995","02","15","Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, Mamparra, a 2km da sedinha.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"SP052056","SP052056",NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:02:40-03","IBt","SP","277160","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Mello-Silva, R; et al.","899","1994","05","11","Brasil","São Paulo","Tapiraí","Rodovia SP 79, após a saída da cidade em direção a Juquiá, lado esquerdo","-47.5","-23.9599990844727",NA,NA,"900","950",NA,"SP003959","SP003959",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"95","2019-11-21 10:02:40-03","IBt","SP","277328","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Mello-Silva, R; et al.","913","1994","05","11","Brasil","São Paulo","Tapiraí","Rodovia SP 79, após a saída da cidade em direção a Juquiá, lado esquerdo","-47.5","-23.9599990844727",NA,NA,"900","950",NA,"SP003957","SP003957",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"96","2019-11-21 10:02:40-03","IBt","SP","382069","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Wanderley, MGL","2456","2005","05","02","Brasil","São Paulo","Tapiraí","Trilha da Cachoeira do Chá.","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"SP052050","SP052050",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:02:40-03","IBt","SP","382108","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum","(Baker) Lindm.",NA,NA,NA,NA,"Wanderley, MGL","2464","2005","05","02","Brasil","São Paulo","Tapiraí","Trilha do Juquiazinho.&nf;Cultivada no IBT nº 1926.","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,"SP052051","SP052051",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:02:40-03","IBt","SP","25315","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Gehrt, A","s.n.","1930","06","12","Brasil","São Paulo",NA,"Cabeceira do rio Cotia.",NA,NA,NA,NA,NA,NA,NA,"SP052058","SP052058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"paulistanum",NA
"99","2019-11-21 10:02:40-03","IBt","SP","258352","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Wanderley, MGL; et al.","1998","1992","08","25","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,NA,"SP003958","SP003958",NA,NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"100","2019-11-21 10:02:40-03","IBt","SP","258354","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","1999","05","10","Wanderley, MGL; Kirizawa, M; Gomes da Silva, SJ","2000","1992","08","25","Brasil","São Paulo","Ribeirão Grande","Fazenda Intervales, Barra Grande","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"Brácteas alaranjadas. Epífita próxima a rio. Flores alvas. Folhas jovens com estrias transversais","SP001800","SP001800",NA,NA,"25028",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Holotype"
"101","2019-11-21 10:02:40-03","IBt","SP","263569","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Wanderley, MGL; et al.","2060","1992","10","05","Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"SP003956","SP003956",NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"102","2019-11-21 10:02:40-03","IBt","SP","340274","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira",NA,NA,NA,NA,"Kanashiro, S","s.n.","1993","05",NA,"Brasil","São Paulo","Sete Barras","Fazenda Intervales, Saibadela. Coleção do Bromeliário do Instituto de Botânica de SP, sob o nº 374N.","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,NA,"SP052057","SP052057",NA,NA,"34059",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum",NA
"103","2019-11-21 10:02:40-03","IBt","SP","277160","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Mello-Silva, R; et al.","899","1994","05","11","Brasil","São Paulo","Tapiraí","Rodovia SP 79, após a saída da cidade em direção a Juquiá, lado esquerdo","-47.5","-23.9599990844727",NA,NA,"900","950",NA,"SP003959","SP003959",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"104","2019-11-21 10:02:40-03","IBt","SP","277328","S","Plantae","Bromeliaceae","Nidularium","amazonicum","Nidularium amazonicum paulistanum","Wand. & B.A.Moreira","Wanderley, MGL","2000","05","30","Mello-Silva, R; et al.","913","1994","05","11","Brasil","São Paulo","Tapiraí","Rodovia SP 79, após a saída da cidade em direção a Juquiá, lado esquerdo","-47.5","-23.9599990844727",NA,NA,"900","950",NA,"SP003957","SP003957",NA,NA,"41034",NA,"auto",NA,NA,NA,NA,NA,NA,"paulistanum","Paratype"
"105","2019-11-21 10:02:40-03","IBt","SP","351227","S","Plantae","Bromeliaceae","Nidularium","krisgreeniae","Nidularium krisgreeniae","Leme","Vieira, CM; Leme, E","2002","07",NA,"Martinelli, G; et al.","15766","1999","09","30","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho, Estrada entre Ibatinga e Sete Barras, SP-139.","-48.004528","-24.136528","-48.004528","-24.136528","450","850",NA,"SP052466","SP052466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
