"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"927","2020-09-12 05:00:02-03","US","US","2404921","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"G. M. Felippe","45","1962","9","13","Brazil","São Paulo",NA,"Município de Itirapina, 5km da rodovia Washinton Luiz, na estrada Rio Claro-Itirapina.",NA,NA,NA,NA,NA,NA,NA,"US03207683","US03207683_01",NA,NA,NA,NA,"Lamiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"928","2020-09-12 05:00:02-03","US","US","2820548","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"J. Fontella","196","1967","8","3","Brazil","Rio de Janeiro",NA,"Proced. Estado da Guanabara, Instituto Oswaldo Cruz.",NA,NA,NA,NA,NA,NA,NA,"US03207684","US03207684_01",NA,NA,NA,NA,"Lamiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"929","2020-09-12 05:00:02-03","US","US","1618024","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"Y. Mexia","5196","1930","10","21","Brazil","Minas Gerais",NA,"State of Minas Geraes, Viçosa. Road to San Miguel, near km. 4, in open pasture.",NA,NA,NA,NA,"700",NA,NA,"US03207666","US03207666_01",NA,NA,NA,NA,"Lamiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"930","2020-09-12 05:00:02-03","US","US","3082515","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","pedicellatus","Handroanthus pedicellatus","(Bureau & K. Schum. ex Mart.) Mattos",NA,"G. Hatschbach","48146","1984","9","13","Brazil","Minas Gerais",NA,"Corrego 3 Irmãos (mun. Itaobim).",NA,NA,NA,NA,NA,NA,NA,"US03207818","US03207818_01",NA,NA,NA,NA,"Lamiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"931","2020-09-12 05:00:02-03","US","US","USw25500","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.",NA,"Collector unknown","s.n.",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"932","2020-09-12 05:00:02-03","US","US","USw14997","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex DC.) Standl.",NA,"R. Reitz & R. M. Klein","3676",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamiales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA,NA
"933","2020-09-02 16:22:00-03","Cenargen","CEN","63965","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A.DC.) Mattos","F. S. Espírito-Santo","Glocimar Pereira-Silva","10834","2006","07","04","Brasil","MG","MAR DE ESPANHA","Área do UHE Simplício - RJ - MG.","-42.852777","-21.958888","-42.852777","-21.958888","240","240","Área de influência direta (lago).","CEN00063965","CEN00063965","2011","05",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA
"934","2020-09-02 16:22:00-03","Cenargen","CEN","74254","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A.DC.) Mattos","F. S. Espírito-Santo","Gilvane Viana- ASE","897","1984","03","27","Brasil","SE","SALGADO",NA,"-37.4749984741211","-11.0319004058838",NA,NA,NA,NA,"Doação do Herbário Federal de Sergipe. Herbário ASE. ASE 3728","CEN00074254","CEN00074254","2011","05",NA,NA,NA,NA,"Exsicatas","16739","auto",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"935","2020-09-02 16:22:00-03","Cenargen","CEN","26926","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A.DC.) Mattos","F. S. Espírito-Santo","Taciana Barbosa Cavalcanti","2089","1996","10","02","Brasil","GO","IPAMERI","Bacia de inundação do AHE Corumbá.","-48.1596984863281","-17.7219009399414",NA,NA,NA,NA,"Sementes brancas brilhantes. Coleta na copa das árvores semi-inundadas.","CEN00026926","CEN00026926","2011","05",NA,NA,NA,NA,"Exsicatas","102542","auto",NA,NA,NA,"2",NA,NA,NA,NA,NA,NA
"936","2019-06-05 10:33:14-03","UFG","HJ","1565","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Luzia Francisca de Souza","Souza, L.F.","3533","2007","09","14","Brasil","Goiás","Jataí","Zooflora.","-51.714444","-17.881389","51º42'52''W","17º52'53''S","730","730","Cerradão nativo,","HJ00001565","HJ00001565","2018","11","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","2019-12-09 17:29:35-03","UFPR","EFC","58","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Costa, M.",NA,"1968","08","12","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC000058",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","2019-12-09 17:29:34-03","UFPR","EFC","2136","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Bilha, V.","Bilha, V.",NA,"1968","10","22","Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC002136",NA,"1990","03","28",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","2019-12-09 17:29:34-03","UFPR","EFC","502","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Kuniyoshi, Y.S.; Pizani, A.J.","4804","1984","10","01","Brasil","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC000502",NA,NA,NA,NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","2019-12-09 17:29:34-03","UFPR","EFC","225","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Roderjan, C.V.","Roderjan, C.V.","272","1983","09","01","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore cultivada na arborização urbana. __COMMOM_NAME__: Ipê-amarelo","EFC000225",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","2019-12-09 17:29:34-03","UFPR","EFC","699","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Roderjan, C.V.","Ciccarino, L.A.","4","1985","08","22","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Árvore cultivada na arborização urbana. __COMMOM_NAME__: Ipê-amarelo","EFC000699",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","2019-12-09 17:29:34-03","UFPR","EFC","4209","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Biondi, D.","Biondi, D.",NA,"1994","02","18","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC004209",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","2019-12-09 17:29:34-03","UFPR","EFC","2490","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Roderjan, C.V.","Roderjan, C.V.","929","1991","09","22","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC002490",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","2019-12-09 17:29:34-03","UFPR","EFC","4279","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Roderjan, C.V.","1172","1994","08","17","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"__COMMOM_NAME__: Ipê-amarelo","EFC004279",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","2020-01-21 16:15:09-03","USP","SPF","159020","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Mendonça, FB","Mendonça, FB","277","2003","08","08","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira - USPAvProf.Luciano Gualberto, estacionamento dos ba","-46.716666","-23.55","-46.716666","-23.55",NA,NA,NA,"SPF00159020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","2021-03-15 18:26:00-03","USP","SPF","117888","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Garcia, RJF","221","1992","10","14","Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.772404","-23.662841","-46.772404","-23.662841",NA,NA,"mesmo exemplar de Garcia 519; Godoy","SPF00117888",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","2021-03-15 18:26:00-03","USP","SPF","117892","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Garcia, RJF","519","1994","11","16","Brasil","São Paulo","São Paulo","Parque Santo Dias","-46.772404","-23.662841","-46.772404","-23.662841",NA,NA,"mesmo exemplar de Garcia 221","SPF00117892",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","2021-03-15 18:26:00-03","USP","SPF","119408","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Rodal, MJN","Sales, MF","418","1994","10","18","Brasil","Pernambuco",NA,"Serra do Catimbau.","-37.166666","-8.616667","-37.166666","-8.616667","790","790","Brejos de Altitude, complexo caatinga - campo.","SPF00119408",NA,"1994","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","2020-01-21 16:15:09-03","USP","SPF","136867","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Pirani, JR","Pirani, JR","s.n.","1989","08","10","Brasil","São Paulo","São Paulo","Cidade UniversitáriaJardim do Departamento de Botânica, IB-USP","-46.636065","-23.547267","-46.636065","-23.547267",NA,NA,NA,"SPF00136867",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","2020-01-21 16:15:09-03","USP","SPF","139098","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Almeida, RF","Carvalho, A","s.n.","1999","10","04","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira, Canteiro Central da avenida entre FEA e FAU","-46.636065","-23.547267","-46.636065","-23.547267",NA,NA,NA,"SPF00139098",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","2020-01-21 16:15:09-03","USP","SPF","152510","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Castro, RM","743","2001","12","08","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.967486","-21.459562","-42.967486","-21.459562",NA,NA,NA,"SPF00152510",NA,"2002","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","2020-01-21 16:15:09-03","USP","SPF","152545","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Nunes, TS","140","1999","09","20","Brasil","Bahia","Abaíra","Saída de Abaíra","-41.834153","-13.287158","-41.834153","-13.287158",NA,NA,NA,"SPF00152545",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","2020-01-21 16:15:09-03","USP","SPF","159018","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Mendonça, FB","Mendonça, FB","150","2002","09","16","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira - USPRua do Matão, área próxima à Administração da Faculdade de Filosofia, Letras e Ciências Humanas (FF","-46.716666","-23.55","-46.716666","-23.55",NA,NA,NA,"SPF00159018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","2021-03-15 18:26:00-03","USP","SPF","159019","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Mendonça, FB","Mendonça, FB","265","2003","06","26","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira - USPPróximo ao estacionamento do Instituto de Física (IF), próximo à guarita e ao Instituto Ocenanográfico","-46.716666","-23.55","-46.716666","-23.55",NA,NA,"Árvore ca de 5 m de alt. DAP 15cm. Flores amarelas, cealice castanho, p#?#talas amarelas, frutos castanhos dourados.","SPF00159019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2020-01-21 16:15:09-03","USP","SPF","168733","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Zapater, MA","2456","2004","10","14","Argentina","Salta","Salta","Tres Cerritos Calle Los Corolinos.",NA,NA,NA,NA,NA,NA,NA,"SPF00168733",NA,"2008",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2020-01-21 16:15:10-03","USP","SPF","169368","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Ceccantini, GCT","2161",NA,NA,NA,"Brasil","São Paulo",NA,"Estrada entre Tatui e Itapetininga Rodovia SP 127.",NA,NA,NA,NA,NA,NA,NA,"SPF00169368",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","2021-03-15 18:26:00-03","USP","SPF","188950","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Lombardi, JA","5330","2003","08","21","Brasil","Minas Gerais","Salto da Divisa","fazenda Santana","-40.035519","-16.051092","-40.035519","-16.051092","159","159","Árvore derrubada, folíolos cartáceos, botões ocre.","SPF00188950",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","2021-03-15 18:26:00-03","USP","SPF","189679","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Jennings, L","Forzza, RC","4118","2005","08","09","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Trilha do lago dos Espelhos-Monjinho.","-43.883333","-21.716666","-43.883333","-21.716666","1400","1400","Arvoreta 3-4m, cálice com indumento ferrugíneo, corola amarela com guias vermelhos, gineceu verde.","SPF00189679",NA,"2007","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2021-03-15 18:26:00-03","USP","SPF","192651","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Macia, M","7643","2005","10","11","Bolívia","La Paz","Franz Tamayo","Parque Nacional Madidi, Azariamas, Rio San Juan.","-68.667759","-14.203278","-68.667759","-14.203278","881","881","Arbol 8 m, 20 cm DAP; fruto pubescente marron; Bosque semideciduo de Yungas subandino xerico con Oxandra espintana y Erythrochiton fallax; cima. Plantas no alcoholizadas.","SPF00192651",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2021-03-15 18:26:00-03","USP","SPF","194144","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Forzza, RC","4709","2007","07","14","Brasil","Rio de Janeiro","Santa Maria Madalena","Morro da Torre Inselberg com Pitcairnia encholirioides, Vellozia, Alcantarea.","-42.017486","-21.967486","-42.017486","-21.967486","1004","1004","Arvoreta ca. 2m alt., sem folhas, próxima de afloramento. Flores com cálice ferrugíneo; corola amarela com estrias avermelhadas","SPF00194144",NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2021-03-15 18:26:00-03","USP","SPF","194145","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Mansano, VF","442","2007","11","02","Brasil","Espírito Santo","Santa Maria de Jetibá","Estrada para Garrafão, beira da estrada em encosta de barranco, solo com terra vermelha, região tomada por pastagem.","-40.854371","-20.071038","-40.854371","-20.071038","842","842","Arvoreta 2m, flores com cálice com indumento ferrugíneo, corola amarela, face interna do tubo com guias de néctar vináceos","SPF00194145",NA,"2008","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2021-03-15 18:26:00-03","USP","SPF","194990","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Almeida, RF","Queiroz, LP","9969","2004","12","19","Brasil","Bahia","Ruy Barbosa","Serra do OrobóTrilha para o Pátio das OrquídeasFloresta estacional semidecidua","-40.487431","-12.302459","-40.487431","-12.302459","521","521","Árvore, ca. 10 m alt., Folíolos papiráceos com nervira central verde-amarela. Frutos maduros amarronzados. DNA.","SPF00194990",NA,"2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2021-03-15 18:26:00-03","USP","SPF","195377","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Zuntini, AR","154","2007","12","14","Brasil","Espírito Santo","Linhares","Estrada para Alegra, a 6km de AlegreCórrego Jacutinga.","-40.054289","-19.232595","-40.054289","-19.232595","43","43","Árvore, 20m. Forte aroma adocicado. Indivíduo crescendo isolado.","SPF00195377",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2021-03-15 18:26:00-03","USP","SPF","200173","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Freitas, HS","Freitas, HS","214","2008","10","09","Brasil","São Paulo","Areias","Fazenda São DomingosAcesso pelo km 237 da rodovia dos tropeiros (SP 068).","-44.726775","-22.64071","-44.726775","-22.64071","813","813","Árvore 12 m alt., 93 cm de perímetro a altura o peito.; Interior de mata.","SPF00200173",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2021-03-15 18:26:00-03","USP","SPF","205430","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Queiroz, LP","14908","2000","10","26","Brasil","Bahia","Ituaçu","Estrada Ituaçu-Tanhaçu","-41.300546","-13.85601","-41.300546","-13.85601","539","539","Árvore com 3 - 7m alt., ramificação aberta, ramos predominantemente verticais. Folhas raras. Flores com odor suave, cítrico, com cálice verde-claro e corola amarelo-esbranquiçada, garganta internamente branca.","SPF00205430",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2021-03-15 18:26:00-03","USP","SPF","207854","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Gomes, LA","Gomes, LA","325","2012","02","24","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.420765","-11.393169","-37.420765","-11.393169",NA,NA,"Árvore com ca. de 5,5m de altura. Possui flores amarelas e frutos ferrugíneos. Ipê amarelo.; Borda de mata. Mata Atlântica","SPF00207854",NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2019-11-13 11:16:52-03","USP","SPF","229566","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Faria, JEQ","Faria, JEQ","6442","2016","08","16","Brasil","Minas Gerais","Diamantina",NA,"-43.5375","-18.182778","-43.5375","-18.182778","1260","1260",NA,"SPF00229566",NA,"2016","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2020-01-21 16:15:10-03","USP","SPF","44042","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Pompéia, SL","PMSP291","1984","09","21","Brasil","São Paulo","São Paulo","Viveiro Manequinho Lopes","-46.636065","-23.547267","-46.636065","-23.547267",NA,NA,NA,"SPF00044042",NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2020-01-21 16:15:10-03","USP","SPF","47993","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Grotta, AS","s.n.","1967","04","18","Brasil","São Paulo","Campinas","IAC","-47.060655","-22.905464","-47.060655","-22.905464",NA,NA,NA,"SPF00047993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2020-01-21 16:15:10-03","USP","SPF","62857","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Rossi, L","Rossi, L","s.n.","1984","09","04","Brasil","São Paulo","São Paulo","Viveiro Manequinho Lopes","-46.636065","-23.547267","-46.636065","-23.547267",NA,NA,NA,"SPF00062857",NA,"1984","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2021-03-15 18:26:00-03","USP","SPF","195371","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Folli, DA","660","1987","10","22","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Aceiro Catelã enriquecimento linha 06, km 1, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, 14m de altura. Madeira amarelo alaranjada. Casca amarela. Frutos imaturos marrom.","SPF00195371",NA,"2009",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2021-03-15 18:26:00-03","USP","SPF","195369","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Farias, GL","145","1987","07","30","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Aceiro Catelã enriquecimento linha 06, km 1, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, 14m de altura. Madeira amarelo alaranjada. Casca amarela. Botões marrom e flores amarelas.; Mata de tabuleiro","SPF00195369",NA,"2009",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2021-03-15 18:26:00-03","USP","SPF","195373","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Folli, DA","1230","1990","10","19","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Farinha Seca, Km 2.7Mata de tabuleiro.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Arvore de 22m, altura da fuste de 17m com CAP de 80.11cm. Diametro da copa com 4m. Superficie da casa sulcada com descamacão em ripas. Fruto maduro marrom. Seiva incolor.; Mata de Tabuleiro","SPF00195373",NA,"2009",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
