"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"974","2021-03-15 18:26:00-03","USP","SPF","195375","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Folli, DA","4131","2001","11","27","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Flamengo, km 0.01, lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, 4m de altura. Madeira amarela. Casca branca. Botões amarelos e flores amarelas. Frutos maduros marrom e imaturos marrom.; Área Plantada","SPF00195375",NA,"2009","03",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2021-03-15 18:26:00-03","USP","SPF","195372","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Siqueira, GS","348","2007","08","21","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Flamengo, km 0,6","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, 23m de altura. Botões marrons e flores amarelas.; Mata Ciliar","SPF00195372",NA,"2009",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2021-03-15 18:26:00-03","USP","SPF","195370","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Folli, DA","5663","2007","08","21","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Flamengo, Km 0.7Proximo a lagoaMata ciliar.","-40.0722007751465","-19.3910999298096",NA,NA,"68","68","Arvore de 27m, com altura do fuste de 17m e CAP de 138cm. Diametro da copa com 6m. Botão marrom. Flor amarea. Seiva incolor.; Mata ciliar","SPF00195370",NA,"2009",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2021-03-15 18:26:00-03","USP","SPF","195374","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Siqueira, GS","39","2003","10","08","Brasil","Espírito Santo","Linhares","Reserva Natural da CVRDEstrada Flamengo, km 1.1, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Árvore, 4m de altura. Botões amarelos e flores amarelas.","SPF00195374",NA,"2009","03",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2021-03-15 18:26:00-03","USP","SPF","195376","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Zuntini, AR","Zuntini, AR","102","2009","09","14","Brasil","Espírito Santo","Sooretama","Reserva Natural da Companhia do Vale do Rio Doce (#?#Reserva de Linhares#?#)Próximo ao herbário.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"Árvore, 14m DAP=45cm. Flores com cálice tomentoso marrom dourado. Corola amarela, guias de néctar ocre, estiletes e anteras creme. Fruto completamente coberto por tricomas marrom-dourados.","SPF00195376",NA,"2007",NA,NA,NA,NA,NA,NA,"33715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2021-03-15 18:26:00-03","USP","SPF","188823","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Siqueira, AS","s.n.","2005","08","08","Brasil","Minas Gerais","Uberlândia","Capim Branco I","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Árvore ca. 10 m. Flor amarela; Mata ciliar","SPF00188823",NA,"2008",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2020-01-21 16:15:10-03","USP","SPF","182318","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Farney, C","3961","2000","01","12","Brasil","Rio de Janeiro","Arraial do Cabo","Morro do Miranda","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"SPF00182318",NA,"2008",NA,NA,NA,NA,NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2021-03-15 18:26:00-03","USP","SPF","188822","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Braga, JMA","4736","1998","01","09","Brasil","Rio de Janeiro","Mangaratiba","Reserva Ecológica Rio das Pedras, proximidade do centro de visitantes.","-44.040599822998","-22.9596996307373",NA,NA,"70","70","Árvore, ca. 3 m de altura, pêlos acastanhados. Frutos escassos maduros, secos e acastanhados. Planta cultivada","SPF00188822",NA,"2008",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2020-01-21 16:15:10-03","USP","SPF","17645","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Gentry, AH","Hoehne, W","16266","1968","09","13","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada Rio - Santos, km 6","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"SPF00017645",NA,"1987",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2020-01-21 16:15:10-03","USP","SPF","174218","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Trovó, MLO","126","2005","02","16","Brasil","Santa Catarina","Imbituba","BR-101, km 258, na beira da estrada, junto às dunas.","-48.6702995300293","-28.2399997711182",NA,NA,NA,NA,NA,"SPF00174218",NA,"2007",NA,NA,NA,NA,NA,NA,"18719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","2020-01-21 16:15:10-03","USP","SPF","189109","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Rodrigues, EA","237","1994","09","29","Brasil","São Paulo","Bananal","Serra da Bocaina, Alto Vale do Rio Paca (Bracuí)","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,"SPF00189109",NA,"2008",NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","2021-03-15 18:26:00-03","USP","SPF","192367","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Weiser, VL","519","2004","09","20","Brasil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru, trilha para Antiga Raia","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"Árvore ca. 5 m alt.; DAP = 6,4 cm. Flores amarelas reunidas em inflorescência densa.; Cerradão.","SPF00192367",NA,"2007",NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2021-03-15 18:26:00-03","USP","SPF","192368","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Weiser, VL","705","2006","08","23","Brasil","São Paulo","Bauru","Jardim Zoológico Municipal de Bauru, arboreto.","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,"Árvore ca. 7,5 m alt., DAP = 27cm. Folhas decíduas. Flores amarelas reunidas em inflorescência; Flores coletadas em 31/10/2006","SPF00192368",NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","2020-01-21 16:15:09-03","USP","SPF","128783","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Giulietti, AM","1183","1994","08","16","Brasil","São Paulo","Caieiras","Fazenda da Companhia MelhoramentosMata mesófila semidecídua","-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,NA,"SPF00128783",NA,"2008",NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2020-01-21 16:15:10-03","USP","SPF","17993","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Grotta, AS","s.n.","1967","04","18","Brasil","São Paulo","Campinas","Instituto Agronomico","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,"SPF00017993",NA,"2007",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2021-03-15 18:26:00-03","USP","SPF","98104","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Kawasaki, ML","551","1994","08","16","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Rodovia Prefeito Salvador Pacetti","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 6m de alt., flores amarelas com estrias marrons internamente.","SPF00098104",NA,"2007",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2020-01-21 16:15:10-03","USP","SPF","178580","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Rodrigues, EHA","143","1991","08","24","Brasil","São Paulo","Guariba","Fazenda Morumbi","-48.2200012207031","-21.3600006103516",NA,NA,NA,NA,NA,"SPF00178580",NA,"2007",NA,NA,NA,NA,NA,NA,"14687","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2020-01-21 16:15:09-03","USP","SPF","120360","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Pereira-Noronha, MR","1446","1995","08","07","Brasil","São Paulo","Nova Independência","à 10 km da Rodovia da Integração, próximo à Fazenda Volta Grande","-51.4900016784668","-21.1000003814697",NA,NA,NA,NA,NA,"SPF00120360",NA,"2008",NA,NA,NA,NA,NA,NA,"16396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2020-01-21 16:15:10-03","USP","SPF","178578","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Hoehne, W","6208","1967","04","04","Brasil","São Paulo","São Paulo","Cidade Universitária","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00178578",NA,"2008",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2019-11-13 11:16:52-03","USP","SPF","211989","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Pace, MR","Pace, MR","188","2012","06",NA,"Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00211989",NA,"2012","06",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2021-03-15 18:26:00-03","USP","SPF","197075","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Vivas, BM","2","2007","11","05","Brasil","São Paulo","São Paulo","Cidade Universitária Armando de Salles Oliveira, Praça do Relógio.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore de médio porte. Perde suas folhas quando floresce. Pétalas amarelas. Cálice e folhas cobertos por tricomas.","SPF00197075",NA,"2011",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2020-01-21 16:15:10-03","USP","SPF","189110","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Mazzoni-Viveiros, SC","54","1990","05","22","Brasil","São Paulo","São Paulo","Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00189110",NA,"2008",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2020-01-21 16:15:10-03","USP","SPF","178579","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Cavalcanti, FS","10","1976","12","01","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, instituto de Botanica, Jardim Botanico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00178579",NA,"2007",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2021-03-15 18:26:00-03","USP","SPF","116610","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Leitão Filho, HF","34683","1996","02","07","Brasil","São Paulo","Ubatuba","Ilha Anchieta, Restinga da Praia das Palmas","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Altura de 2,50m; frutos castanhos e pilosos","SPF00116610",NA,"2007",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2021-03-15 18:26:00-03","USP","SPF","205075","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Lohmann, LG","Moura, D","901","1996","04","08","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do crasto","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"Árvore. 10 m. flores, frutos deiscentes (sem sementes); Mata","SPF00205075",NA,"2014",NA,NA,NA,NA,NA,NA,"26417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2018-10-08 09:56:49-03","UFSS","REAL","511","S","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Dalprai, V.C.","Dalprai, V.C.","03","2013","11","02","Brasil","Paraná","Pranchita","Linha Nova Esperança, próximo ao centro de eventos","-53.740278","-26.019722","-53.740278","-26.019722",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","2020-03-06 19:08:38-03","UNEMAT","HPAN","2951.1","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Morais, FF; Silva, JV; Viscovini, KKCG","578","2014","10","09","Brasil","Mato Grosso","Cáceres","Cidade Universitária","-57.652578","-16.077161","-57.652578","-16.077161",NA,NA,"Plantas coletadas como atividade didática na disciplina de Sistemática Vegetal no curso de Agronomia do campus de Cáceres da UNEMAT.","HPAN000002951.1",NA,"2015","06","30","Magnoliidae","Lamiales","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","2021-02-26 21:16:37-03","UNEMAT","HPAN","5305","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Carniello, MA; Pedroga, JA; Martins-Silva, RM","1056","2005","10","29","Brasil","Mato Grosso","Cáceres","Comunidade Porto Limão, Cordilheira, solo arenoso, área Intermitente.","-58.010694","-16.145556","-58.010694","-16.145556",NA,NA,NA,NA,NA,"2005","05","26","Magnoliidae","Lamiales","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","2020-03-06 19:08:38-03","UNEMAT","HPAN","5717","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Carniello, MA; Ferreira, AL; Silva, KS","6729","2018","10","30","Brasil","Mato Grosso","Cáceres","UNEMAT - Campus Jane Vanini, fundo do laboratório, Área antropizada.","-57.679861","-16.062417","-57.679861","-16.062417","187","187",NA,NA,NA,"2018","10","30","Magnoliidae","Lamiales","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","2020-03-06 19:08:38-03","UNEMAT","HPAN","5725","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Carniello, MA; Pedroga, JA; Martins-Silva, RM","1056","2005","10","29","Brasil","Mato Grosso","Cáceres","Porto Limão, Cordilheira, solo arenoso, área intermitente.","-58.010694","-16.145556","-58.010694","-16.145556",NA,NA,NA,NA,NA,"2006","05","26","Magnoliidae","Lamiales","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","2020-03-06 19:08:38-03","UNEMAT","HPAN","3095.1","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Carniello, MA; Batista, JS; Santos, TM","4477","2013","09","10","Brasil","Mato Grosso","Cáceres","Assentamento Laranjeira I, propriedade do Genão","-57.558278","-16.555056","-57.558278","-16.555056","167","167","Estudo do conhecimento de moradores do Assentamento Laranjeira I sobre o uso e conservação de plantas presentes nas unidades de pastagem locais: conservação da diversidade biológica e cultural.","HPAN000003095.1",NA,"2013","10","16","Magnoliidae","Lamiales","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","2020-03-06 19:08:38-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Carniello, MA","Carniello, MA","962","2005","04","24","Brasil","Mato Grosso","Cáceres","Porto Limão","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,NA,"2005","06","18","Magnoliidae","Lamiales","América",NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","2020-03-06 19:08:38-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Carniello, MA; Amorim, PRF; Pedroga, JA; Raymundi, LCF","534","2004","10","10","Brasil","Mato Grosso","Cáceres","Porto Limão","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliidae","Lamiales","América",NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","2014-04-04 18:26:47-03","PNFM","IRAI","460","S","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","Cordeiro, J.; Lozano, E.D.","Bez-Batti, E.C.","018","2008","11","04","Brasil","Paraná","Pinhais",NA,NA,NA,NA,NA,NA,NA,"Árvore, aproximadamente 3 m, frutos alongados marrons","IRAI00000460",NA,"2009","01","01","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","2021-04-06 10:30:39-03","UNIVILLE","JOI","18707","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Boff, V.","Boff, V.",NA,"1995","09","08","Brasil","Santa Catarina","Fraiburgo","Coletada em beira de estrada.","-50.9213981628418","-27.0261001586914",NA,NA,NA,NA,"Árvore com flores amarelas. Habitat: Terrestre Habito: Arbórea","JOI018707",NA,"1995","09","08",NA,NA,NA,NA,"24284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","2019-10-07 09:15:37-03","UEFS","HUEFS","3964","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Mattos-Silva, L.A.","1758","1984","09","19","Brasil","Bahia","Santa Cruz Cabrália",NA,"-39.133333","-16.383333","39W8'","16S23'","40","40",NA,"HUEFS0003964","HUEFS0003964","2007","10",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","2019-10-07 09:15:37-03","UEFS","HUEFS","121209","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Paixão, J.L.","1296","2007","08","04","Brasil","Bahia","Amargosa","Serra do Timbó, Mata do Centro Sapucaia, área das Duas Barras.","-39.658611","-13.164722","39W39'31''","13S9'53''",NA,NA,"Mata Atlântica.","HUEFS0121209","HUEFS0121209","2007","10",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","2019-10-07 09:15:37-03","UEFS","HUEFS","118440","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Queiroz, L.P.de","12943","2007","04","13","Brasil","Bahia","Jequié","Morro da Torre.","-40.122222","-13.890833","40W7'20''","13S53'27''","671","671","Floresta estacional com caatinga na base.","HUEFS0118440","HUEFS0118440","2007","10",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","2019-10-07 09:15:37-03","UEFS","HUEFS","119991","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Cardoso, D.","1904","2007","05","22","Brasil","Bahia","Anguera","Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.","-39.183889","-12.161667","39W11'2''","12S9'42''","300","600","Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.","HUEFS0119991","HUEFS0119991","2007","10",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","2019-10-07 09:15:37-03","UEFS","HUEFS","145985","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","A.Popovkin","Popovkin, A.V.","195","2008","02","22","Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-38.048611","-12.017778","38W2'55''","12S1'4''",NA,NA,NA,"HUEFS0145985","HUEFS0145985","2009","05",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","2019-10-07 09:15:37-03","UEFS","HUEFS","178041","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Melo, E.","10502","2011","10","22","Brasil","Bahia","Curaçá","Caminho para Benedito.","-39.497222","-9.000278","39W29'50''","9S0'1''","405","405","Caatinga.","HUEFS0178041","HUEFS0178041","2012","09",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","2019-10-07 09:15:37-03","UEFS","HUEFS","178084","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","M.M.Silva-Castro","Melo, E.","10545","2011","11","03","Brasil","Bahia","Maracás","Estrada para Marcionílio Souza, ca. 12,6 km da cidade.","-40.519722","-13.341667","40W31'11''","13S20'30''","953","953","Mata de cipó.","HUEFS0178084","HUEFS0178084","2012","09",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
