"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","imagecode","stateProvince","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","sex"
"145","2019-05-06 11:54:15-03","UFU","HUFU","67666","S","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Ferreira Junior, C.A.; et al.","788",NA,"Brasil","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço e Ermo dos Geriais. Brumas.",NA,NA,"Arbutivo. Invólucro verde e flores amarelo esverdeadas.; Cerrado. Mata Ciliar.","HUFU00075117",NA,NA,"Sch.Bip. ex Baker","2012","11",NA,"Minas Gerais","28","-43.7144012451172","-19.1688995361328",NA,NA,"Nakajima, J.N.","Santana do Riacho","26557","auto","2013","02",NA,NA,NA,NA,NA,NA,NA
"146","2019-05-06 11:54:15-03","UFU","HUFU","73524","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Tinti, B.V.; et al.","436",NA,"Brasil","PARNA Caparaó., Macieira, Margem trilha do Aurélio.",NA,NA,"Arbusto, 1,7m. Folhas alternas espiraladas, inflorescência aplcial em capítulos com brácteas amarelas. Tricoma em toda a parte vegetativa.","HUFU00071151",NA,NA,"Gardner","2008","01","HUFU00071151","Minas Gerais","22","-41.836667","-20.481667","1838","1838","Nakajima, J.N.","Alto do Caparaó",NA,NA,"2017","04",NA,"-41.836667","-20.481667",NA,NA,NA,NA
"147","2019-05-10 16:39:38-03","UFU","HUFU","77339","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Sevilha, A.C.","6053",NA,"Brasil","sítio 5",NA,NA,"Árvore com 9 m. de altura. Frutos secos marrons.; Floresta estacional semidecidual de encosta. Relevo ondulado em média encosta. Paleozólico vermelho.","HUFU00074897",NA,NA,"Gardner","2016","12",NA,"Minas Gerais","02","-42.349444","-16.059444","577","577","Nakajima, J.N.","Novorizonte",NA,NA,"2019","04",NA,"-42.349444","-16.059444",NA,NA,NA,NA
"148","2019-05-06 11:54:15-03","UFU","HUFU","55437","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Saavedra, M.M.; Forzza, R.C.; Ferreira, F.M.; Ribeiro, R.D. & Avelar, M.G.","339",NA,"Brasil","Parque Estadual Ibitipoca",NA,NA,"Arbusto, ca. 2 m. Folhas discolores, brácteas involucrais verdes, corola creme amarelada, anteras negras, ramos do estilete amarelos.; Mata estacional ao lado da guarita de entrada do parque, seguindo o aceiro.","HUFU00075114",NA,NA,"Gardner","2007","01",NA,"Minas Gerais","23","-43.793098449707","-21.8425006866455",NA,NA,"Borges, R.","Lima Duarte","30417","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-05-06 11:54:15-03","UFU","HUFU","56688","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Souza, V.C.; Souza, J.P.; Foster, W. & Mazine, F.F.","23398",NA,"Brasil","Parque Nacional do Caparaó, Entre o Arrozal e o Rancho dos Cabritos.",NA,NA,"Arbusto, ca. 3 m. Flores amarelas.; Campo de altitude.","HUFU00072214",NA,NA,"Gardner","2000","02","HUFU00072214","Espírito Santo","18","-41.5358009338379","-20.3458003997803",NA,NA,"Nakajima, J.N.","Iúna","32198","auto","2017","07",NA,NA,NA,NA,NA,NA,NA
"150","2019-05-06 11:54:15-03","UFU","HUFU","33251","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Silva, J.H.","15003",NA,"Brasil","Poço D'Anta",NA,NA,"Arbusto, ca. 0,5 m.; Local descampado na mata.","HUFU00075115",NA,NA,"Gardner","1977","03",NA,"Minas Gerais","02","-43.3502998352051","-21.7642002105713",NA,NA,"Nakajima, J.N.","Juíz de Fora","36144","auto","2003","06",NA,NA,NA,NA,NA,NA,NA
"151","2019-05-06 11:54:15-03","UFU","HUFU","7761","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Leitão-Filho, H.F.; Semir, J.; Martins, A.B. & Dutihl, J.J.","2029",NA,"Brasil","Morro do Ferro",NA,NA,"Arbusto, ca. 3 m. Capítulos com flores amarelas.","HUFU00075111",NA,NA,"Gardner","1983","03",NA,"Minas Gerais","08","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Poços de Caldas","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-04 15:42:41-03","IF","SPSF","03189","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"D.Bento Pickel",NA,"América do Sul","Brasil",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Asterales",NA,"1948","02",NA,"SP","12","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"153","2021-03-04 15:42:41-03","IF","SPSF","39523","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"C.de Moura & J.A.Pastore & O.T. Aguiar & F. A. R. D. P. Arzolla & F.E.S.P.Vilela","176","América do Sul","Brasil","Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Árvore 5m, flores amarelas.; GEOGRAFIA: Floresta Ombrófila Densa.;",NA,"Magnoliophyta","Asterales","Gardner","2008","02",NA,"SP","27","-46.536667","-23.362778","1144","1144","M.E.Monge","Mairiporã",NA,NA,"2010","03","30",NA,NA,NA,NA,"Magnoliopsida",NA
"154","2021-03-04 15:42:41-03","IF","SPSF","42633","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"F.A.R.D.P Arzolla & F.E.S.P.Vilela","1350","América do Sul","Brasil","Parque Estadual da Cantareira, Hortolândia",NA,NA,"COLETA: Arbusto 2m, frutos secos da estação anterior.; GEOGRAFIA: Floresta Ombrófila Densa Montana, associação de Mata Baixa e Escrube sobre quartzito.;",NA,"Magnoliophyta","Asterales","Gardner","2009","08",NA,"SP","04","-46.5375","-23.366389","1160","1160","G.A.D.C. Franco","Mairiporã",NA,NA,"2009","11","25",NA,NA,NA,NA,"Magnoliopsida",NA
"155","2021-03-04 15:42:41-03","IF","SPSF","07227","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"M.J.Robim & J.P.M. Carvalho",NA,"América do Sul","Brasil","P.E. de Campos do Jordão",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Asterales",NA,"1984","02",NA,"SP","22","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"156","2021-03-04 15:42:41-03","IF","SPSF","09009","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"M.J.Robim & J.P.M. Carvalho","246","América do Sul","Brasil","P.E. de Campos do Jordão",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Asterales",NA,"1985","03",NA,"SP","01","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Campos do Jordão","21048","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"157","2021-03-04 15:42:41-03","IF","SPSF","19018","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"G.A.D.C. Franco","1333","América do Sul","Brasil","Parque Estadual da Cantareira",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Cachoeira&nf;;",NA,"Magnoliophyta","Asterales","Gardner","1995","05",NA,"SP","08","-46.6300010681152","-23.5400009155273",NA,NA,"J.A.Pastore","São Paulo","53584","auto","2011","10","06",NA,NA,NA,NA,"Magnoliopsida",NA
"158","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Riedel, L","s.n.","Southern America","Brazil","in Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Langsdorff, GH (Baron)","s.n.",NA,"?","ad Campos",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Langsdorff, GH (Baron)","s.n.",NA,"?","ad Campos",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Claussen, P","s.n.","Southern America","Brazil","Cachoeira do Campo",NA,NA,"Habitat in campis Brasiliae centralis.; HABITAT: Habitat in campis Brasiliae centralis.",NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Warming, JEB","s.n.","Southern America","Brazil","in Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Riedel, L","s.n.","Southern America","Brazil","in Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Warming, JEB","s.n.","Southern America","Brazil","Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 16:26:51-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Riedel, L","s.n.","Southern America","Brazil","Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,"Minas Gerais",NA,"-43.67","-19.88",NA,NA,NA,"Caeté",NA,NA,NA,NA,NA,"-43.67","-19.88",NA,NA,NA,NA
"166","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Claussen, P","s.n.","Southern America","Brazil","Habitat in campis Brasiliae centralis, in prov. Minas Geraes ad Cachoeira do Campo",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Warming, JEB","s.n.","Southern America","Brazil","in Serra da Piedade",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Claussen, P","s.n.","Southern America","Brazil","Habitat in campis Brasiliae centralis, in prov. Minas Geraes ad Cachoeira do Campo",NA,NA,NA,NA,NA,NA,"Sch.Bip. ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Gardner, G","4927","Southern America","Brazil","Habitat in prov. Minas Geraes, in silvis ad Villa do Principe",NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-05 12:30:30-03","UNIVASF","HVASF","10399","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"L.A. Souza","294","América do Sul","Brasil","Serra da Fumaça - Trilha para a 1ª cachoeira",NA,NA,"Atbusto. ca. 2m de altura. Solo rupestre. folhas coriáceas discolor enrugadas. flores amarelas, estames amarelos.","HVASF010399",NA,NA,"Gardner","2009","08",NA,"Bahia","09","-40.373055","-10.661666","706","706","R.A.X. Borges","Pindobaçu",NA,NA,"2011","06","17","-40.373055","-10.661666",NA,NA,NA,"U"
"171","2019-11-21 10:01:30-03","IBt","SP","16774","S","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Loefgren, A","CGG2135",NA,"Brasil","Patr. de Sapucahy, Vilella",NA,NA,NA,"SP023732",NA,NA,"Sch.Bip. ex Baker","1893","01","SP023732","São Paulo","14","-47.2799987792969","-20.6299991607666",NA,NA,NA,"Patrocínio Paulista","26066","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-21 10:01:30-03","IBt","SP","426326","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Forzza, RC; Assis, LCS; Jardim, JG; Lima, R; Menini Neto, L; Lucas, E; Silva, BR; Edwards,","3066",NA,"Brasil","Parque Estadual do Ibitipoca, Mata em frente a entrada do Parque",NA,NA,NA,NA,NA,NA,"Gardner","2004","03",NA,"Minas Gerais","09","-43.793098449707","-21.8425006866455","1200","1200","Borges, RAX","Lima Duarte","30417","auto","2007","03","27",NA,NA,NA,NA,NA,NA
"173","2010-08-16 16:38:06-03","GH","HU-HERB","GH 00013504","PreservedSpecimen","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni","Isosyntype","L. Riedel",NA,"South America","Brazil",NA,"Sheet",NA,NA,NA,NA,NA,"Schultz Bipontinus ex Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"174","2010-08-16 16:38:06-03","GH","HU-HERB","GH 00013511","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda","Isotype","George Gardner","4927","South America","Brazil","Near Villa do Principe","Sheet",NA,NA,NA,NA,NA,"Gardner","1840","8",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4927",NA,NA,"undetermined"
