"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"249","2020-09-12 05:00:02-03","US","US","3346059","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"O. S. Ribas","1413","1996","6","7","Brazil","Minas Gerais",NA,"Serra da Bela Vista (mun. Santa Rita do Sapucaí_",NA,NA,NA,NA,"1345",NA,NA,"US01674465","US01674465_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"250","2020-09-12 05:00:02-03","US","US","2248594","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. M. Klein","1383","1955","5","12","Brazil","Santa Catarina",NA,"Cunhas, Itajaí",NA,NA,NA,NA,"10",NA,NA,"US01674461","US01674461_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"251","2020-09-12 05:00:02-03","US","US","2403466","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","8515","1959","3","12","Brazil","Santa Catarina",NA,"Serra do Matador, Rio do Sul",NA,NA,NA,NA,"700",NA,NA,"US01674459","US01674459_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"252","2020-09-12 05:00:02-03","US","US","2248595","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. M. Klein","1417","1955","6","23","Brazil","Santa Catarina",NA,"Cunhas, Itajaí",NA,NA,NA,NA,"10",NA,NA,"US01674462","US01674462_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"253","2020-09-12 05:00:02-03","US","US","2841668","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","14590","1963","4","11","Brazil","Santa Catarina",NA,"Marombas, Campos Novos, Capoeirão",NA,NA,NA,NA,"900",NA,NA,"US01674455","US01674455_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"254","2020-09-12 05:00:02-03","US","US","1281085","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"Dusen, --","15226","1914","6","26","Brazil","Paraná",NA,"Jacarchý, ad marginem silvaei primaevae, reg. lit [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US01674464","US01674464_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"255","2020-09-12 05:00:02-03","US","US","1402625","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"E. H. Ule","657","1888","5",NA,"Brazil","Santa Catarina",NA,"Windend auf Gesträuch im Walle des Aijiborges bei Blumenan [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US01674447","US01674447_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"256","2020-09-12 05:00:02-03","US","US","3085855","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"D. Pedrosa & H. Q. Boudet Fernandes","1105","1984","6","12","Brazil","Rio de Janeiro",NA,"Angra dos Reis, Ilha Grande, R.B.E.P.S., restinga da Praia do Leste",NA,NA,NA,NA,NA,NA,NA,"US01674445","US01674445_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"257","2020-09-12 05:00:02-03","US","US","2344358","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"J. E. Leite","3948","1946","2",NA,"Brazil","São Paulo",NA,"Campos do Jordão",NA,NA,NA,NA,NA,NA,NA,"US01674441","US01674441_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"258","2020-09-12 05:00:02-03","US","US","2710661","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"T. C. Plowman & D. Sucre","2769/5069","1969","5","22","Brazil",NA,NA,"State of Guanabara, Monte Corcovado",NA,NA,NA,NA,"400","500",NA,"US01674458","US01674458_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"259","2020-09-12 05:00:02-03","US","US","2027893","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. A. Ferreyra","912","1946","8","13","Peru","Huanuco",NA,"Dep. de Huánuco, Prov. Huánuco. Tingo Maria, carretera Huánuco - Pucallpa",NA,NA,NA,NA,"700",NA,NA,"US01672627",NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"260","2020-09-12 05:00:02-03","US","US","3086807","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"G. Schmeda","976",NA,NA,NA,"Paraguay","Guaira",NA,"Independencia, Estancia JC",NA,NA,NA,NA,NA,NA,NA,"US01674452","US01674452_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"261","2020-09-12 05:00:02-03","US","US","1234101","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"Sello, --","775",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01674449","US01674449_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"262","2020-09-12 05:00:02-03","US","US","2048780","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"R. A. Ferreyra","1011","1946","8","14","Peru","Loreto",NA,"Divisoria, entre Tingo María y Pucallpa, Dep. Loreto",NA,NA,NA,NA,"1500","1600",NA,"US01672629",NA,NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"263","2020-09-12 05:00:02-03","US","US","2841437","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"-- Reitz & Klein, --","6647","1958","4","7","Brazil","Santa Catarina",NA,"Sabiá, Presidente Nereu, Caminho da mata",NA,NA,NA,NA,"750",NA,NA,"US01674456","US01674456_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"264","2020-09-12 05:00:02-03","US","US","2224508","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"E. Asplund","12107","1940","7","9","Peru","Huanuco",NA,"Dep. Huánuco, Prov. Huánuco, Tingo Maria, edge of forest along a rivulet",NA,NA,NA,NA,NA,NA,NA,"US01672628","US01672628_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"265","2020-09-12 05:00:02-03","US","US","3320603","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"A. Butzke & et al.","10902/7393","1994","3","31","Brazil",NA,NA,"RS - Erechim - Mato da Secretaria da Justiça - URI",NA,NA,NA,NA,"780",NA,NA,"US01674457","US01674457_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"266","2020-09-12 05:00:02-03","US","US","1066352","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"G. Gardner","481",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mts",NA,NA,NA,NA,NA,NA,NA,"US01674448","US01674448_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"267","2020-09-12 05:00:02-03","US","US","3349096","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"J. M. Silva & A. C. Cervi","589","1989","4","26","Brazil","Paraná",NA,"Estr. da Graciosa, Caminho dos Jesuítas (mun. Morestes",NA,NA,NA,NA,NA,NA,NA,"US01674450","US01674450_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"268","2020-09-12 05:00:02-03","US","US","1540508","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"L. Smith & A. C. Brade","2196","1929","3","31","Brazil","Rio de Janeiro",NA,"Federal District, Woods, Tijuca","-43.28","-22.93",NA,NA,"500","975",NA,"US01674444","US01674444_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"269","2020-09-12 05:00:02-03","US","US","3365663","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"J. A. Lombardi","1945","1997","7","15","Brazil",NA,NA,"Parque Nacional da Serra da Canastra, São Roque de Minas-MG","-46.5202","-20.3056",NA,NA,NA,NA,NA,"US01674453","US01674453_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"270","2020-09-12 05:00:02-03","US","US","3423853","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.",NA,NA,NA,NA,"D. Folli","3999","2001","8","7","Brazil","Espírito Santo",NA,"Procedência: Reserva Natural da CVRD - Linhares, Estrada: Mantegueira, RFL, km 0.3",NA,NA,NA,NA,NA,NA,NA,"US01674451","US01674451_01",NA,"Asterales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"271","2019-11-13 11:16:27-03","USP","SPF","205869","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2014","04",NA,"Ferreira, FM","1301","2007","08","20","Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667","-39.565278","-15.391667","835","1000",NA,"SPF00205869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-11-13 11:16:27-03","USP","SPF","206147","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2014","05",NA,"Ferreira, FM","1557","2007","10","22","Brasil","Bahia","Ilhéus","APA do Pratigi","-39.457222","-13.897778","-39.457222","-13.897778","670","670",NA,"SPF00206147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2014-04-04 18:26:36-03","PNFM","IRAI","6270","S","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Cordeiro, J.","2012","01","01","Dalgallo, M.","045","2004","05","23","Brasil","Santa Catarina","Corupá",NA,"-49.248639","-26.426889","-49.248639","-26.426889",NA,NA,"Cipó rasteiro, gavinhas, flor alba","IRAI00006270",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2021-03-25 13:51:42-03","UNIVILLE","JOI","17524","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Barboza, E.","2015","04","06","Engels, M. E.; Imig, D. C.; Nunes, M.G.","2496","2014","04","29","Brasil","Paraná","Guaratuba","Serra do Mar, Viaduto dos Padres.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Caule castanho. Folhas verdes discolores. Capítulos alvos com anteras vináceo nigrascente, estigma amarelado. Habito: Liana","JOI017524",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"275","2019-11-22 16:07:25-03","UEFS","HUEFS","231240","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","G.Heiden","2016","04",NA,NA,"7086","2013","07","31","Brasil","Espírito Santo","Linhares","Estrada Fazenda Maria Bonita-Beira Rio. Mata de aluvial na cabruca cacau.","-45.916944","-19.494444","45W55'1''","19S29'40''","25","25","Mata de tabuleiro.","HUEFS0231240","HUEFS0231240","Angiospermae","Asterales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"276","2019-10-07 09:11:51-03","UEFS","HUEFS","184318","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","A.Gandara","2017","02",NA,"Ferreira, F. M.","1557","2007","10","22","Brasil","Bahia",NA,"Reserva Pratigi, 20 Km de Itamarati, 6 Km do ramal a direita, sentido Gandu.","-39.457222","-13.897778","39W27'26''","13S53'52''","670","670","Floresta Ombrófila Densa.","HUEFS0184318","HUEFS0184318","Angiospermae","Asterales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"277","2019-06-28 16:52:38-03","IAC","IAC","34099","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","J.N. Nakajima","1998","10","15","R.B. Torres","263",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu","IAC, Estação Experimental, Mata Atlântica","-47.8825","-24.608333","-47.882500","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-23 11:59:21-03","CEPLAC","CEPEC","117921","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"A. Gandara",NA,NA,NA,"Ferreira, F. M.","1557","2007","10","22","Brasil","Bahia","itamaratí","Reserva Pratigi, 20km de Itamarati, 6km no ramal a direita, sentido Gandu.","-39.457222","-13.897778","39W27'26","13S53'52","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-07-23 11:59:21-03","CEPLAC","CEPEC","111624","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"Borges, R.A.X.",NA,NA,NA,"Amorim, A. M.","5730","2006","04","13","Brasil","Bahia","arataca","Serra do Peito-de-Moça. Ramal ca. 22,4 km na estrada que liga Arataca à Una, com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso à casa de Mormaço.","-39.341667","-15.173611","39W20'30","15S10'25","1000","1000","Tratada com álcool 70%.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-07-23 11:59:21-03","CEPLAC","CEPEC","114448","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"R. A. X. Borges",NA,NA,NA,"Lopes, M. M. M.","1056","2006","08","11","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 10 km W de Camacã na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão; beira do ramal que leva à torre.","-39.565278","-15.391667","39W33'55","15S23'30","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-07-23 11:59:21-03","CEPLAC","CEPEC","126445","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"A. Gandara",NA,NA,NA,"Daneu, L.","89","2009","08","13","Brasil","Bahia","CAMACAN","RPPN Serra Bonita. Fazenda Uiraçu. Trilha da Bapeba. Interior da mata. Coleta na beira da trilha.","-39.565278","-15.391667","39W33'55","15S23'30","835","835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-07-23 11:59:21-03","CEPLAC","CEPEC","50972","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata",NA,"D. J. N. Hind",NA,NA,NA,"C. S. Zickel","23481","1989","06","17","Brasil","São Paulo","paraibuna","Mata de topo.","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30824","auto",NA,"30/10/2000",NA,NA,NA,NA,NA,NA
"283","2021-01-11 11:56:35-03","URICER","HPBR","2060","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","RIGO, V.","2000","01","10","PLAUMANN, F.",NA,"1944","04","15","Brasil","SC","Nova Teutônia",NA,NA,NA,NA,NA,NA,NA,NA,"HPBR002060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"284","2019-02-27 14:01:48-03","UFSJ","HUFSJ","3910","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Sobral, M","2012",NA,NA,"Sobral, M; Barbosa, AM; Gontijo, D","14833","2012","06","01","Brasil","Minas Gerais","Liberdade","Augusto Pestana","-44.28275","-22.129361","-44.28275","-22.129361","1","1","Trepadeira em beira de mata na estrada Augusto Pestana #?# Passa Vinte; flores brancas; frutos imaturos.","HUFSJ003910","HUFSJ003910_v00 HUFSJ003910_v01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2019-11-13 16:04:30-03","UNISANTA","HUSC","1861","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Magenta, M.A.G.","1999","05",NA,"Martins, S.E.; et al.","469","1999","05","06","Brasil","São Paulo","Bertioga","praia de Itaguaré","-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"Liana com botões florais verdes; escrube de restinga",NA,NA,"Magnoliophyta",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA
"286","2020-11-12 16:58:23-03","UEL","FUEL","9506","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) Rob.","Silva, SM","1987","12",NA,"Souza, WS; Britez, RM","1045","1987","08","27","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Asterales",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-01 14:54:19-03","UnB","UB","123104","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Ritter, M","2000","07","24","Belém, RP","2602","1966","09","22","Brasil","Bahia",NA,"Rodovia, BR 5, 16Km S Eunápolis",NA,NA,NA,NA,NA,NA,"Flores esverdeadas. Caule piloso; Cipó.",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-11-01 14:54:19-03","UnB","UB","123103","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Ritter, MR","2000","07","24","Hatschbach, G","39906","1977","05","05","Brasil","Paraná ","Cerro Azul","Estrela","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Flor creme.; Volúvel.; Clareiras mata pluvial",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"289","2019-05-06 11:53:49-03","UFU","HUFU","14442","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Nakajima, J.N.","1998","07",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A. & Miranda, V.F.O.","2430","1997","04","20","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Trilha da Cachoeira Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"HErbácea trepadeira. Brácteas esverdeadas, corola púrpura.; Mata de encosta ao longo do Rio São Francisco.","HUFU00058436","HUFU00058436",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-11-27 11:33:30-03","UFU","HUFU","78404","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2019","06",NA,"Pedrosa, L.G.","345","2018","06","01","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Trepadeira. Flores alvas.; Floresta montana.","HUFU00076989",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-08-20 20:38:09-03","UFSC","FLOR","22824","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","1990",NA,NA,"Jarenkow, J.A.","713","1987","06","28","Brasil","Rio Grande do Sul","Capão do Leão","Horto Botânico Ir. Teodoro Luiz.","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"trepadeira, flor capítulos brancos","FLOR0022824",NA,NA,"Asterales",NA,NA,"28605","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-08-20 20:38:09-03","UFSC","FLOR","22893","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.","1990",NA,NA,"Jarenkow, J.A.","1273","1989","03","25","Brasil","Rio Grande do Sul","Marcelino Ramos","Mata do Sétimo Céu.","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,"trepadeira, flor capítulos esbranquiçados","FLOR0022893",NA,NA,"Asterales",NA,NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-08-20 20:38:09-03","UFSC","FLOR","27551","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, M.R.","2003",NA,NA,"Silva, J.M.; Cervi, A.C.","589","1989","04","26","Brasil","Paraná","Morretes","Estrada da Graciosa, Caminho dos Jesuítas.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"volúvel, flor capítulo creme","FLOR0027551",NA,NA,"Asterales",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-08-20 20:38:09-03","UFSC","FLOR","29997","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, M.R.","1988",NA,NA,"Sacco, J.C.","1316","1959","06","04","Brasil","Rio Grande do Sul","Pelotas","São Domingos.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"trepadeira em #?##?#cinc. Escassa","FLOR0029997",NA,NA,"Asterales",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-08-20 14:55:13-03","UFSC","FLOR","413","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Reitz, R.; Klein, R.M.","14779","1963","04","13","Brasil","Santa Catarina","Anita Garibaldi",NA,"-51.1300010681152","-27.6891994476318",NA,NA,"700","700","liana, flor esverdeada","FLOR0000413",NA,NA,"Asterales",NA,NA,"23768","auto",NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-08-20 14:55:13-03","UFSC","FLOR","7488","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Falkenberg, D.B.","2474","1985","06","14","Brasil","Santa Catarina","Florianópolis","Morro do Poção, UFSC, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"trepadeira, flor capítulos brancos","FLOR0007488",NA,NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-08-20 14:55:13-03","UFSC","FLOR","18118","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","7755","1968","06","27","Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"100","100","liana, flor creme","FLOR0018118",NA,NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-08-20 14:55:13-03","UFSC","FLOR","1961","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Klein, R.M.","6029","1965","05","20","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"2","2","liana, flor creme","FLOR0001961",NA,NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-08-20 20:38:09-03","UFSC","FLOR","18102","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, M.R.","1989",NA,NA,"Bresolin, A.","544","1972","04","05","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"760","760","escandente, flor branco-roxo","FLOR0018102",NA,NA,"Asterales",NA,NA,"31105","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-08-20 14:55:13-03","UFSC","FLOR","18115","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Klein, R.M.","9524","1971","06","23","Brasil","Santa Catarina","Paulo Lopes","Costa do Morro de Paulo Lopes.","-48.6836013793945","-27.9617004394531",NA,NA,"200","200","liana, flor creme","FLOR0018115",NA,NA,"Asterales",NA,NA,"23385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-03-04 15:42:35-03","IF","SPSF","20358","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata",NA,NA,NA,NA,NA,"G.A.D.C. Franco & F.A.R.D.P.Arzolla","1392","1996","05","13","Brasil","SP","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Asterales","América do Sul",NA,"38804","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
