"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"97","2019-11-21 14:32:04-03","UFJF","CESJ","62500","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","S.C. Ferreira","2013","08",NA,"D.S. Santiago; L. Menini Neto; S.G. Furtado","477","2013","03","29","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária, próximo a antiga estrada para Alagoa.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Liana, inflorescência esverdeada.","CESJ062500",NA,"Angiosperma",NA,"América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 14:32:04-03","UFJF","CESJ","32780","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","L.C.Pereira","2012","02",NA,"E. Barbosa; O.S. Ribas","435","2000","04","08","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Voluvel, capítulos alvacento. Matinha nebular.","CESJ032780",NA,"Angiosperma",NA,"América do Sul",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:24:51-03","UNICAMP","UEC","176693","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Moraes, MD",NA,NA,NA,"Franco, GADC; Arzolla, FARDP","1392","1996","05","13","Brazil","São Paulo","Eldorado","Parque Estadual de Jucupiranga, Núcleo Caverna do Diabo, trilha da cachoeira.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"Trepadeira, flores brancas.","UEC126108","UEC126108","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:24:51-03","UNICAMP","UEC","103928","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Moraes, MD","42","1995","05","27","Brazil","São Paulo","Ubatuba","Planície litorânea de Picinguaba, trilha da casa da farinha.","-44.852789","-23.3525","-44.852789","-23.3525",NA,NA,"Liana. Ramos do estilete e corola verde-claro, ápice da corola vinho.; Sombra parcial.","UEC126114","UEC126114","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:24:51-03","UNICAMP","UEC","133329","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Simão-Bianchini, R","2014","05","21","Koch, I; Belinello, R","225","1995","04","06","Brazil","São Paulo","Lavrinhas","12 km ao Norte de Lavrinhas. Vale do Ribeirão do Braço","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,"Mata. Erva volúvel; capítulos velhos e capítulos com flores esverdeadas","UEC033424","UEC033424","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:24:51-03","UNICAMP","UEC","180348","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Souza, VC; Ferrucci, MS; Angulo, MB; Caliari, CP; Colletta, GD; Flores, TB","41","2009","05","09","Brazil","Rio de Janeiro","Santa Maria Madalena","Arredores de Visconde de Imbé.","-41.991481","-21.94345","-41.991481","-21.94345",NA,NA,"Liana; flores brancas.; Beira de estrada.","UEC126112","UEC126112","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-01 16:24:51-03","UNICAMP","UEC","188289","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Oliva, A","2053","2015","03","09","Brazil","Santa Catarina",NA,"santa maria","-50.75","-26.533333","-50.75","-26.533333","1269","1269","branca, liana; floresta ombrofila mista","UEC101074","UEC101074","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:24:51-03","UNICAMP","UEC","188342","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Pastório, FF","2015","04","29","Oliveira, AA","2047","2015","03","06","Brazil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.940833","-26.461667","-50.940833","-26.461667","1143","1143","Liana, médio ee regeneração, corola branca.","UEC118607","UEC118607","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:24:51-03","UNICAMP","UEC","2195","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Callegari Lopes, JL","10166","1979","06",NA,"Brazil","Rio de Janeiro",NA,"km 5 estrada de Parati-Ubatuba.",NA,NA,NA,NA,NA,NA,"Cipó com flores brancas.","UEC126116","UEC126116","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:24:51-03","UNICAMP","UEC","73744","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Simão-Bianchini, R","2014","05","21","Koch, I; Belinello, R","225","1995","04","06","Brazil","São Paulo","Lavrinhas","12 km ao Norte de Lavrinhas. Vale do Ribeirão do Braço","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,"Mata. Erva volúvel; capítulos velhos e capítulos com flores esverdeadas","UEC126119","UEC126119","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-20 10:06:16-03","UNICAMP","UEC","125611","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Esteves, RL","2003","03",NA,"Meireles, LD","1044","2002","04","22","Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Liana, trícomas brancos pelos ramos, capítulos com brácteas verdes e flores cremes.","UEC087618","UEC087618","Magnoliopsida",NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:24:51-03","UNICAMP","UEC","111794","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Nakajima, JN","1998","05",NA,"Nakajima, JN; Romero, R; Farinaccio, MA; Miranda, VFO","2430","1997","04","20","Brazil","Minas Gerais","São Roque de Minas","Trilha da cachoeira Casca D'Anta, Parque Nacional Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Herbácea trepadeira. Brácteas esverdeadas. Corola púrpura.; Mata de encosta ao longo do rio São Francisco, beira da cachoeira.","UEC126109","UEC126109","Magnoliopsida",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:24:51-03","UNICAMP","UEC","21444","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Hatschbach, G","39906","1977","05","05","Brazil","Paraná","Cerro Azul","Estrela.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Volúvel, flor creme.; Clareiras mata pluvial.","UEC126118","UEC126118","Magnoliopsida",NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:24:51-03","UNICAMP","UEC","60504","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Souza, WS; Britez, RM","24618","1987","08","27","Brazil","Paraná","Paranaguá","Ilha do Mel. Morro Bento Alves.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Trepadeira de flores brancas.; Floresta de encosta.","UEC126113","UEC126113","Magnoliopsida",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:24:51-03","UNICAMP","UEC","43423","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Siqueira, JC","1989",NA,NA,"Taroda, N; Gouvêa, LSK; Yamamoto, K","18574","1986","04","30","Brazil","São Paulo","Campinas","Distrito de Cabras. Mata próxima ao Observatório Capricórnio.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Trepadeira.; Mata.","UEC126120","UEC126120","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-01 16:24:51-03","UNICAMP","UEC","162924","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Polisel, RT","2007","09","06","Polisel, RT; Ivanauskas, NM; Assis, MC; Esteves, RL","223","2007","03","18","Brazil","São Paulo","Campos do Jordão","P.E.C.J., trilha da Cachoeira, área de fitossociologia (SAD69, Zona 23K).","-45.5900001525879","-22.7299995422363",NA,NA,"1467","1467","Liana. Capítulos brancos e com odor adocicado.","UEC019602","UEC019602","Magnoliopsida",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-01 16:24:51-03","UNICAMP","UEC","52668","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Zickel, CS; Salis, SM; et al.","23481","1989","06","17","Brazil","São Paulo","Paraibuna",NA,"-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,"Subarbusto com flores brancas.; Mata de topo.","UEC126110","UEC126110","Magnoliopsida",NA,NA,NA,"30824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:24:51-03","UNICAMP","UEC","2194","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Silvestre, MSF","66","1977","06","19","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Trepadeira com flores lilás.; Mata.","UEC126117","UEC126117","Magnoliopsida",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:24:51-03","UNICAMP","UEC","103929","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira, CT","2015","05",NA,"Moraes, MD","62","1995","06","28","Brazil","São Paulo","Ubatuba","Planície litorânea de Picinguaba, trilha das três lagoas.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Liana. Ramos do estilete e corola verde-claro, ápice da corola vinho.; Sombra parcial.","UEC126115","UEC126115","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-01 16:24:51-03","UNICAMP","UEC","36602","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Taroda, N; Semir, J; Yamamoto, K","17642","1985","06","16","Brazil","São Paulo","Ubatuba","Praia Dura.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Trepadeira, capítulos creme.; mata borda.","UEC126111","UEC126111","Magnoliopsida",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-05 16:45:15-03","UFOP","OUPR","31305","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Nakajima, J.N.","2019","06",NA,"Pedrosa, L.G.","345","2018","06","01","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Trepadeira. Flores alvas. Floresta montana.",NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-01-17 11:24:33-02","PUCRS","MPUC","9207","S","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","N.I. Matzenbacher",NA,NA,NA,NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"1",NA,NA,NA,NA
"119","2019-01-17 11:24:33-02","PUCRS","MPUC","9209","S","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","N.I. Matzenbacher",NA,NA,NA,NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"Asterales","South America",NA,"27000","auto","Magnoliopsida",NA,NA,"1",NA,NA,NA,NA
"120","2019-11-08 08:50:00-03","FURB","FURB","105","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Ritter, MR","1994","11","11","Zimmermann, C.E.",NA,"1990","07","09","Brasil","Santa Catarina","Blumenau","FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556","38","38",NA,"FURB00850","FURB00850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-10-14 09:59:14-03","FURB","FURB","13157","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Verdi, M.; Gasper, A.L. de","2146","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres.","-49.86","-27.9","-49.8600000","-27.9000000","1432","1432","Florística IFFSC 214(Liana) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: liana;","FURB00870","FURB00870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-10-14 09:59:14-03","FURB","FURB","46927","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Pastório, FF","2015","04","29","Oliveira, A.A. de","2047","2015","03","06","Brasil","Santa Catarina","Porto União","Cabeceira Barra Grande.","-50.9408333","-26.4616667","-50.9408333","-26.4616667","1143","1143",NA,"FURB18136","FURB18136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-10-14 09:59:14-03","FURB","FURB","46933","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Pastório, FF","2015","04","29","Oliveira, A.A. de","2053","2015","03","08","Brasil","Santa Catarina","Timbó Grande","Santa Maria.","-50.7513889","-26.645","-50.7513889","-26.6450000","1269","1269",NA,"FURB18135","FURB18135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-10-14 09:59:14-03","FURB","FURB","47806","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Barboza, E","2015","04","06","Engels, M.E.; Imig, D.C. & Nunes, M.G.","2496","2014","05","29","Brasil","Paraná","Guaratuba","Viaduto dos Padres.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"FURB47806","FURB47806",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-16 17:50:58-03","UCS","HUCS","21324","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Demmatteis, M.","2002",NA,NA,"Ribas, O.S.","4623","2002","04","06","Brasil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"Herbario MBM; Clareira da Floresta Atlântica",NA,NA,"Angiospermae","Asterales",NA,NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-16 17:50:58-03","UCS","HUCS","47450","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Ritter, M.R.","2018","04",NA,"Gonzatti, F.","4267","2018","03","22","Brasil","Rio Grande do Sul","Cambará do Sul","estrada do Faxinal, início da descida, próximo ao antigo posto fiscal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"interior de mata nebular. Capítulos alvos.",NA,NA,"Angiospermae","Asterales",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-16 17:50:58-03","UCS","HUCS","10902","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Robinson, H.","1996","01",NA,"Butzke, A.","s.n.","1994","03","31","Brasil","Rio Grande do Sul","Erechim","Mato Secretaria Justiça - URI","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"HERBARA - 7393; Liana em beira da mata",NA,NA,"Angiospermae","Asterales",NA,NA,"46790","auto",NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-16 17:50:58-03","UCS","HUCS","13345","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Ritter, M.R.","1988","03","16","Sacco, J.C.","1316","1959","06","04","Brasil","Rio Grande do Sul","Pelotas","São Domingos","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Herbario PEL 2764; Trepadeira - no interior da mata",NA,NA,"Angiospermae","Asterales",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-08-16 08:38:36-03","UTFPR","HCF","28125","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","C.T. Oliveira","2013","10",NA,"J.M. Silva","5494","2007","02","12","Brasil","PR","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"volúvel, capítulo creme. Matinha nebular.",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-08-16 08:38:36-03","UTFPR","HCF","18828","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","E. Barboza","2015","04","06","M.E. Engels","2496","2014","05","29","Brasil","PR","Guaratuba","Serra do Mar, Viaduto dos Padres","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"liana. Caule castanho. Folhas verdes discolores. capítulos alvos com anteras vináceo-nigrescentes, estigma amarelado. Floresta Ombrófila densa, em borda de mata.",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-16 08:38:36-03","UTFPR","HCF","6760","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","M.G. Caxambu","2011","04","26","M.G. Caxambu","2134","2008","04","19","Brasil","PR","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"subarbusto heliófito, a cerca de 3 m do solo. Flores alvo-esverdeadas.",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-06-29 09:29:32-03","UFRRJ","RBR","14183","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2020","05","18","S. Carvalho","033","1978","08","10","Brasil","Espírito Santo","Espírito Santo","Linhares, Reserva Florestal da CVRD.",NA,NA,NA,NA,NA,NA,NA,"RBR00014183","RBR00014183 RBR00014183_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-21 19:32:57-03","UFC","EAC","25193","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) R. L. Rob.","Quaresma, A.S.; Honório, A.C.","2014","09","12","Castro, A.S.F.","411","1997","07","13","Brasil","Ceará","Maranguape","Serra","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"Trepdeira.; Mata úmida","EAC0025193","EAC0025193","Dicotyledon",NA,"Southern America",NA,"40608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-21 19:32:57-03","UFC","EAC","27247","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) R. L. Rob.","Ritter, M.","1988","03","16","Sacco, J.C.","1316","1959","06","04","Brasil","Rio Grande do Sul","Pelotas","São Domingos","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Trepadeira em cinch no interior de mato; Terreno encharcado; Solo Podzóloco; Escassa.","EAC0027247","EAC0027247","Dicotyledon",NA,"Southern America",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-21 19:32:57-03","UFC","EAC","16723","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) R. L. Rob.","Quaresma, A.S.; Honório, A.C.","2014","09","12","Figueiredo, M.A.","s.n.","1989","06","16","Brasil","Ceará","Guaramiranga","Sítio Guaramiranga - Serra de Baturité","-38.9331016540527","-4.26332998275757",NA,NA,"860","860","Trepadeira; flor branca.","EAC0016723","EAC0016723","Dicotyledon",NA,"Southern America",NA,"13198","auto",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-21 19:32:57-03","UFC","EAC","57137","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) R. L. Rob.","Honório, A.C.","2014","11","07","Loiola, M.I.B.","2463","2014","10","01","Brasil","Ceará","Maranguape","Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,NA,"EAC0057137","EAC0057137","Dicotyledon",NA,"Southern America",NA,"40608","auto",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-21 19:32:57-03","UFC","EAC","16029","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) R. L. Rob.","Quaresma, A.S.; Honório, A.C.","2014","09","12","Fernandes, A.; Vial, C.; Matos, F.J.A.","EAC16029","1989","08","27","Brasil","Ceará","Pacoti","Pico Alto, Serra de Baturité","-38.9233016967773","-4.22499990463257",NA,NA,NA,NA,"Trepdeira;&nf;Flores alvas.","EAC0016029","EAC0016029","Dicotyledon",NA,"Southern America",NA,"9622","auto",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-03-03 15:59:02-03","UFSM","SMDB","5857","S","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Ritter, MR","2003","09","20","Ritter, MR","712","1993","06","22","Brasil","RS","Santa Maria","São Geraldo","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"SMDB005857",NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:16:34-03","MBM","MBM","264243","PreservedSpecimen","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.",NA,NA,NA,NA,"Tessmann, G.","6146","1937","04","12","Brazil","Paraná","São Sebastião","Fazenda Doll",NA,NA,NA,NA,NA,NA,NA,"MBM264243","MBM264243",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:16:34-03","MBM","MBM","262648","PreservedSpecimen","Plantae","Asteraceae","Mikania","apiifolia","Mikania apiifolia","DC.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","7401","1977","07","11","Brazil","Paraná","Morretes","CPE","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM262648","MBM262648",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:16:36-03","MBM","MBM","242188","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Cristóbal, C.L.",NA,NA,NA,"Tressens, S.G.; et al.; et al.","6120","1999","04","27","Argentina",NA,NA,"Misiones",NA,NA,NA,NA,NA,NA,NA,"MBM242188","MBM242188",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:16:36-03","MBM","MBM","124776","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Solomon, J.C.","13736","1985","05","16","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM124776","MBM124776",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:16:36-03","MBM","MBM","190383","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","24147","1970","04","17","Brazil","Paraná","Laranjeiras","Campo Novo",NA,NA,NA,NA,NA,NA,NA,"MBM190383",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:16:36-03","MBM","MBM","238297","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.",NA,NA,NA,"Barboza, E.; Poliquesi, C.B.; Silva, J.M.; Poliquesi, C.B.; Silva, J.M.","303","1999","06","12","Brazil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM238297","MBM238297",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:16:36-03","MBM","MBM","183377","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.",NA,NA,NA,"Jarenkow, J.A.","1273","1989","03","25","Brazil","Rio Grande do Sul","Marcelino Ramos","Mata do Sétimo Céu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,"MBM183377","MBM183377",NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:16:36-03","MBM","MBM","131596","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Klein, R.M.","7725","1968","06","27","Brazil","Santa Catarina","Florianópolis","Morro do Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM131596","MBM131596",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:16:36-03","MBM","MBM","143746","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Guimarães, D.; Hatschbach, M.; Guimarães, D.","55570","1991","06","16","Brazil","Espírito Santo","Venda Nova do Imigrante","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,"MBM143746","MBM143746",NA,NA,"Southern America",NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:16:36-03","MBM","MBM","198412","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Robinson, H.",NA,NA,NA,"Cordeiro, J.","1413","1996","06","07","Brazil","Minas Gerais","Santa Rita do Sapucaí","Serra da Bela Vista","-45.7033004760742","-22.2521991729736",NA,NA,NA,NA,NA,"MBM198412","MBM198412",NA,NA,"Southern America",NA,"18540","auto",NA,NA,NA,NA,NA,NA,NA,NA
