"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"241","2009-11-26 13:56:12-02","INPA","INPAW","8443","S","Plantae",NA,NA,"Sapotaceae","Diploon","venezuelanum","Diploon venezuelanum","Aubr&#233;v.","L.O.A. Teixeira",NA,"Rogero, J.",NA,"1983","05",NA,"Brasil","Amazonas",NA,"-64.7114","-3.35417",NA,NA,NA,NA,"24","Tef&#233;",NA,NA,NA,NA,"340205","auto","1983","06",NA,NA,"10",NA,NA
"242","2020-09-22 13:49:04-03","USP","SPFW","4106","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne",NA,NA,"Sem coletor","s.n.",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Paranapiacaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-04-08 17:13:14-03","UESB","HUESB","7547","S","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Oliveira, M.N.; Silva, G.S.; Silva, G.S.","565","2012","03",NA,"Brasil","Bahia","Fazenda Mesquita.","-39.637139","-13.717056",NA,"Árvore. Folhas alternas, crassas, margem inteira, face abaxial discolor, gema axilar.&nf;; Floresta Ombrófila Densa.","HUESB000007547",NA,"30","Itamari",NA,NA,"-39.637139","-13.717056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-08 17:13:14-03","UESB","HUESB","7665","S","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"Oliveira, M.N.; Silva, G.S.; Silva, G.S.","683","2012","04",NA,"Brasil","Bahia","Fazenda Mesquita.","-39.637139","-13.717056",NA,"Árvore.#?#Folhas alternas, simples, gemas axilares, margem inteira, crassas.&nf;; Floresta Ombrófila Densa.","HUESB000007665",NA,"17","Itamari",NA,NA,"-39.637139","-13.717056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-04-08 17:13:14-03","UESB","HUESB","12035","S","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"A.C.T, Almeida Ch; Oliveira, M.N.; Silva, G.S.; Oliveira, M.N.; Silva, G.S.","17","2015","10",NA,"Brasil","Bahia","Fazenda Mesquita","-39.6836013793945","-13.7781000137329",NA,"Árvore Ca de 13m de alt. Folhas alternas, crassas, margem inteira, face abaxial discolor, gema axilar. Látex pegajoso branco. Ind. Fito 4191 Oliveira, M.N. Parc. 2&nf;&nf;&nf;; Floresta Estacional Semi Decidual","HUESB000012035",NA,"30","Itamari",NA,NA,NA,NA,"14620","auto",NA,NA,NA,NA,NA,NA,NA
"246","2020-11-04 17:30:53-03","UEM","HUEM","842","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronq.","Völtz, RR",NA,"Hatschbach, G","19595","1968","08",NA,"Brasil","Paraná","Col. Floresta","-48.834400177002","-25.476900100708",NA,"Árvore com cerca de 10 m. de altura; laticífera; flor creme; mata pluvial; encosta de morro","HUEM000012822","HUEM000012822","12","Morretes",NA,NA,NA,NA,"30514","auto","2018","03",NA,NA,NA,NA,NA
"247","2020-11-12 16:59:11-03","UEL","FUEL","33265","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Farah, FT",NA,"Farah, FT; et al.","609","1998","12",NA,"Brasil","Minas Gerais","Fazendas DATERRA","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"15","Patrocínio",NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA
"248","2019-11-01 15:10:43-03","UnB","UB","166852","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, MMRF",NA,"Ivanauskas, NM","894","1996","09","Southern America","Brasil","São Paulo","Propriedade de Antonio Povinski.","-47.876944","-24.675833",NA,"Árvore de 20m, casca externa descamante em tiras. Látex branco, leitoso. Flores brancas.; Floresta Atlântica.",NA,NA,"21","Pariquera-Açu",NA,NA,"-47.876944","-24.675833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-01 15:10:44-03","UnB","UB","166853","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Handro, O",NA,"Handro, O","956","1960","09","Southern America","Brasil","São Paulo","Nativa na mata do Jardim Botânico.",NA,NA,NA,"Árvore com flores alvas.",NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA
"250","2019-11-01 15:10:44-03","UnB","UB","195505","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pinho, JVS",NA,"Oliveira, E","472","1960","02","Southern America","Brasil","Pará","Km 129 da Rodovia Belém-Brasília",NA,NA,NA,"Árvore de 18 metros, frutos verdes; Mata de terra firme, quadra de contagem, madeira",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,"2013","11",NA,NA,NA,NA,NA
"251","2020-08-20 20:38:36-03","UFSC","FLOR","21579","PreservedSpecimen","Plantae",NA,"Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Melo, M.M.F.",NA,"Hatschbach, G.","19595","1968","08",NA,"Brasil","Paraná","Col. Floresta.","-48.834400177002","-25.476900100708",NA,"árvore; lacticífera, flor creme, 10m altura","FLOR0021579",NA,"12","Morretes","50","50",NA,NA,"30514","auto","1983",NA,NA,NA,NA,NA,NA
"252","2021-03-04 15:42:56-03","IF","SPSF","13978","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum",NA,NA,NA,"A.Custodio Filho & Al.Gentry","4527","1987","02","América do Sul","Brasil","SP",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"03","Biritiba Mirim",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"253","2021-03-04 15:42:58-03","IF","SPSF","37253","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"G.A.D.C. Franco",NA,"NM. Ivanauskas & M.T.Z.Toniato & R.T. Polisel & D.Souza","6199","2006","09","América do Sul","Brasil","SP","PECB","-47.9900016784668","-23.8700008392334",NA,"COLETA: XLS: SPSFNovo; árvore, 10m alt., flores creme; GEOGRAFIA: Trilha da Ceva-Alça do Turvinho 0&nf;UTM: X=202540 Y=7340088 ZONA=23J;",NA,NA,"02","São Miguel Arcanjo","754","754",NA,NA,"27904","auto","2006","10","Magnoliopsida",NA,"31",NA,NA
"254","2021-03-04 15:42:58-03","IF","SPSF","07471","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"M.Gonzaga",NA,NA,NA,"América do Sul","Brasil","SP","Vila Amália","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"255","2021-03-04 15:42:58-03","IF","SPSF","03773","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,"J.A.Pastore",NA,"D.Bento Pickel",NA,NA,NA,"América do Sul","Brasil","SP","Vila Amália","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"São Paulo",NA,NA,NA,NA,"53584","auto","1995","02","Magnoliopsida",NA,"27",NA,NA
"256","2021-03-04 15:42:58-03","IF","SPSF","53683","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","((Cronquist)) (Hoehne)","N.M.Ivanauskas",NA,"N.M.Ivanauskas & F.M.Souza & D.Souza","6867","2011","09","América do Sul","Brasil","SP","Estação Ecológica de Bananal","-44.357222","-22.790833",NA,"COLETA: Árvore. Coleta vegetativa 50 do Plano de Manejo.; GEOGRAFIA: Floresta Ombrófila Densa. PV.IV - Trilha da Pedra Vermelha;",NA,NA,"02","Bananal","1353","1353",NA,NA,NA,NA,"2012","01","Magnoliopsida",NA,"24",NA,NA
"257","2021-03-04 15:42:58-03","IF","SPSF","02519","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","Cronquist",NA,NA,"A. Rodrigues",NA,"1946","04","América do Sul","Brasil","SP","Arboreto de Vila Amalia","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"17","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"258","2021-03-04 15:42:58-03","IF","SPSF","03507","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"D.Bento Pickel",NA,"1949","11","América do Sul","Brasil","SP","Arboreto de Vila Amalia","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"23","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"259","2021-03-04 15:42:58-03","IF","SPSF","18054","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum",NA,NA,NA,"M.A. Cunha",NA,"1951","03","América do Sul","Brasil","SP","Arboreto de Vila Amália","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"09","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"260","2019-11-21 10:19:13-03","IBt","SP","28358","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne","Hoehne, FC","Holotype","Hoehne, FC","s.n.","1931","10",NA,"Brasil","São Paulo","Parque do Estado, Jardim Botânico, Nativa no Parque","-46.6300010681152","-23.5400009155273",NA,"Árvore da mata com flores alvas","SP001600","SP001600",NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"261","2019-11-21 10:19:13-03","IBt","SP","28358a","Extra","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","cuspidatum","Chrysophyllum cuspidatum","Hoehne","Hoehne, FC","Holotype","Hoehne, FC","s.n.","1931","10",NA,"Brasil","São Paulo","Parque do Estado, Jardim Botânico, Nativa no Parque","-46.6300010681152","-23.5400009155273",NA,"Árvore da mata com flores alvas","SP001601","SP001601",NA,"São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"262","2020-12-10 11:28:22-03","IBt","SP","388091","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Fiaschi, P","2592","2004","10",NA,"Brasil","Bahia",NA,"-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,"30","Valença",NA,NA,NA,NA,"43634","auto",NA,NA,NA,NA,NA,NA,NA
"263","2020-09-24 08:25:36-03","IBt","SP","321510","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Ivanauskas, NM","894","1996","09",NA,"Brasil","São Paulo",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"21","Pariquera-Açu",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA
"264","2020-08-13 18:02:59-03","IBt","SP","296604","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Rodrigues, A","s.n.","1946","04",NA,"Brasil","São Paulo","Ex Serviço Florestal n° 2519","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"17","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-10-15 10:09:38-03","IBt","SP","338447","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist",NA,NA,"Kirizawa, M","3391","1999","10",NA,"Brasil","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"21","São Paulo",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:19:13-03","IBt","SP","490548","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Aragaki, S; Petri, L",NA,"Petri, L; Pou, HV","545","2016","06",NA,"Brasil","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"23","São Paulo",NA,NA,NA,NA,"53584","auto","2016","12",NA,NA,"19",NA,NA
"267","2014-09-23 10:59:40-03","G","G","G00439198","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","?","ISOTYPUS of Chrysophyllum cuspidatum Hoehne","Hoehne, F. C.","28358","1931","11","AMERIQUE DU SUD","Brazil","São Paulo",NA,"-46.63944444","-23.53277778",NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00439198",NA,"19",NA,NA,NA,"-46.63944444","-23.53277778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2014-09-23 10:59:40-03","G","G","G00439199","S","Plantae",NA,NA,"Sapotaceae","Diploon","cuspidatum","Diploon cuspidatum","(Hoehne) Cronquist","Pennington, T. D.","ISOTYPUS of Chrysophyllum cuspidatum Hoehne","Hoehne, F. C.","28358","1931","11","AMERIQUE DU SUD","Brazil","São Paulo",NA,"-46.63944444","-23.53277778",NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00439199",NA,"19",NA,NA,NA,"-46.63944444","-23.53277778",NA,NA,"1986","01",NA,NA,"01",NA,NA
