"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount"
"174","2020-09-12 05:00:02-03","US","US","2283142","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","T. Pederson","2793a","South America","Argentina","Corrientes",NA,NA,NA,NA,"US03412619",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1954","11","2","Estancia La Yela. Dep. Empedrado.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"175","2020-09-12 05:00:02-03","US","US","1057496","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","E. Hassler","12677","South America","Paraguay","Paraguari",NA,NA,NA,NA,"US03412628",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1913","11",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"176","2020-09-12 05:00:02-03","US","US","3556122","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","5588","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412635","60",NA,NA,"Fagales","(J. Poiss.) Taub.","1961","2","11","Costa de Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), al oeste y sur de Los Venados.","-73.7","10","US03412635_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"177","2020-09-12 05:00:02-03","US","US","3195533","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","G. Schmeda","1373","South America","Paraguay","Asuncion",NA,NA,NA,NA,"US03412618",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1990","11","1","Gesudi, Km 22 N Montanía, Nueva Asunción.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"178","2020-09-12 05:00:02-03","US","US","1564997","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","T. Meyer","3924","South America","Argentina","Tucuman",NA,NA,NA,NA,"US03412616","430",NA,NA,"Fagales","(J. Poiss.) Taub.","1941","10",NA,NA,NA,NA,"US03412616_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"179","2020-09-12 05:00:02-03","US","US","1545994","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","S. Venturi","1907","South America","Argentina","Tucuman",NA,NA,NA,NA,"US03412625","800",NA,NA,"Fagales","(J. Poiss.) Taub.","1922","9","19","Departamento Burrojacu. Cañada larga.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"180","2020-09-12 05:00:02-03","US","US","2370408","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","5588","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412634","60",NA,NA,"Fagales","(J. Poiss.) Taub.","1961","2","11","Costa de Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), al oeste y sur de Los Venados.","-73.7","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"181","2020-09-12 05:00:02-03","US","US","2457501","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","6291","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412631","70",NA,NA,"Fagales","(J. Poiss.) Taub.","1963","4","21","Costa del Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), bosque subserial tropofitico cerca del Caño Sagarriga, al oeste de Los Venados.","-73.75","10","US03412631_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"182","2020-09-12 05:00:02-03","US","US","3704704","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","W. D. Stevens, N. Soria & I. Basualdo","26273","South America","Paraguay","Concepcion",NA,NA,NA,NA,"US03412629","100",NA,NA,"Fagales","(J. Poiss.) Taub.","1994","10","18","Cerca de Estancia Centurión, Potrero Irala; caliza.","-57.6183","-22.3778",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"183","2020-09-12 05:00:02-03","US","US","920702","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","H. M. Curran","382","South America","Argentina","Chaco",NA,NA,NA,NA,"US03412627","35","40",NA,"Fagales","(J. Poiss.) Taub.","1913","11","12","Vicinity of Barranqueras, Gobernacion de Chaco.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"184","2020-09-12 05:00:02-03","US","US","1545988","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","S. Venturi","5547","South America","Argentina","Salta",NA,NA,NA,NA,"US03412623","750",NA,NA,"Fagales","(J. Poiss.) Taub.","1927","11","12","Departamento Oran. Abra Grande.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"185","2020-09-12 05:00:02-03","US","US","2123713","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","I. Morel","6164","South America","Argentina","Formosa",NA,NA,NA,NA,"US03412620",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1948","10","8","Gob. Formosa. Dep. Pilcomayo. Paraiso.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"186","2020-09-12 05:00:02-03","US","US","2370381","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","5511","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412637","70",NA,NA,"Fagales","(J. Poiss.) Taub.","1961","1","21","Llamado Sabanemico en el Atlántico. Costa del Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), bosque subserial tropofítico cerca del Caño Sagarriga, al oeste de Los Venados.","-73.75","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"187","2020-09-12 05:00:02-03","US","US","1343266","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","S. Venturi","1907e","South America","Argentina","Tucuman",NA,NA,NA,NA,"US03412624","550",NA,NA,"Fagales","(J. Poiss.) Taub.","1922","9","25","Departamento Capital. Barranca Colorada.",NA,NA,"US03412624_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"188","2020-09-12 05:00:02-03","US","US","3556123","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","6291","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412630","70",NA,NA,"Fagales","(J. Poiss.) Taub.","1963","4","21","Costa del Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), bosque subserial tropofitico cerca del Caño Sagarriga, al oeste de Los Venados.","-73.75","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"189","2020-09-12 05:00:02-03","US","US","3556124","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","6287","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412633","70",NA,NA,"Fagales","(J. Poiss.) Taub.","1963","4","20","Costa del Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), bosque subserial tropofitico cerca del Caño Sagarriga, al oeste de Los Venados.","-73.75","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"190","2020-09-12 05:00:02-03","US","US","1515185","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","S. Venturi","5547","South America","Argentina","Salta",NA,NA,NA,NA,"US03412622","750",NA,NA,"Fagales","(J. Poiss.) Taub.","1927","11","12","Departamento Oran. Abra Grande.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"191","2020-09-12 05:00:02-03","US","US","2370387","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","5521","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412636","60",NA,NA,"Fagales","(J. Poiss.) Taub.","1961","1","21","Costa de Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), al oeste y sur de Los Venados.","-73.7","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"192","2020-09-12 05:00:02-03","US","US","1194105","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","P. Jörgensen","3044","South America","Argentina","Formosa",NA,NA,NA,NA,"US03412626",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1918","9",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"193","2020-09-12 05:00:02-03","US","US","2283141","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","T. Pederson","2793","South America","Argentina","Corrientes",NA,NA,NA,NA,"US03412617",NA,NA,NA,"Fagales","(J. Poiss.) Taub.","1954","8","30","Estancia La Yela. Dep. Empedrado.",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"194","2020-09-12 05:00:02-03","US","US","2457499","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Dugand","6287","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,"US03412632","70",NA,NA,"Fagales","(J. Poiss.) Taub.","1963","4","20","Costa del Caribe. Depto. del Magdalena: valle del Río Cesare (parte occidental), bosque subserial tropofitico cerca del Caño Sagarriga, al oeste de Los Venados.","-73.75","10",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"195","2019-10-07 09:36:38-03","UEFS","HUEFS","211325","PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Contreras, S.A.","37",NA,"Argentina","Formosa","Laishí",NA,NA,"Parte externa de la selva en galeria del río Bermejo.","HUEFS0211325","72","72","Angiospermae","Rosales","(Poiss.) Taub.","2011","10","18","Villa Escolar, campo de Insfrán.","-58.881389","-26.47","HUEFS0211325",NA,NA,NA,"Rosanae","58W52'53''","26S28'12''",NA,NA,NA,NA,NA,NA
"196","2018-12-03 12:55:08-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","I. G. Vargas C.","3386","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"3386",NA
"197","2019-06-11 12:54:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. H. Gentry","75244","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"1991","10","26",NA,"-61.5","-17.5",NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"75244",NA
"198","2019-06-11 12:54:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. H. Gentry","75220","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"1991","10","25",NA,"-61.5","-17.5",NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"75220",NA
"199","2019-06-11 12:54:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. H. Gentry","73900","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"1991","5","16",NA,"-61.5","-17.5",NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"73900",NA
"200","2017-09-29 17:31:29-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","M. Toledo","339","South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"1993","12","12",NA,"-61.5","-17.5",NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"339",NA
"201","2018-05-14 16:05:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","A. Schinini","17728","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,"1979","8","16",NA,"-58","-29",NA,"RRC ID Flag",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"17728",NA
"202","2019-01-25 15:47:24-02","IAC","IAC","34693","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","E.L.M. Catharino et al.","1863",NA,"Brasil","São Paulo","Castilho",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1992","11","27","Próximo da Foz do Aguapeí","-51.4875","-20.8722",NA,"A.Q. Luca",NA,NA,NA,"-51.4875","-20.8722","2005","08","27",NA,NA,NA
"203","2019-01-25 15:47:24-02","IAC","IAC","35839","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","G.F. Árbocz","650",NA,"Brasil","Minas Gerais","Januária",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1994","08","17","Fazenda Santa Elisailia","-44.3617","-15.4881",NA,"G.F. Árbocz",NA,NA,NA,"-44.3617","-15.4881","1994","08","17",NA,NA,NA
"204","2020-08-27 12:20:28-03","IBt","SP","305470","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Andrade-Lima, D","70-6109",NA,"Brasil","Bahia","Ipirá",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1970","10","24",NA,"-39.7372016906738","-12.1583003997803",NA,NA,"44834","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-08-27 12:20:28-03","IBt","SP","305454","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Andrade-Lima, D","69-5616",NA,"Brasil","Pernambuco","Águas Belas",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1969","11","29",NA,"-37.1231002807617","-9.11139011383057",NA,NA,"36545","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-08-27 12:20:28-03","IBt","SP","305494","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Andrade-Lima, D","72-6916",NA,"Brasil","Pernambuco","Surubim",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1972","07","20",NA,"-35.7546997070312","-7.83305978775024",NA,NA,"16100","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-06-04 11:03:57-03","IBt","SP","270933","S","Plantae","Ulmaceae","Phyllostylon","rhamnoides","Phyllostylon rhamnoides","Catharino, ELM","1863",NA,"Brasil","São Paulo","Castilho",NA,NA,NA,NA,NA,NA,NA,NA,"(J.Poiss.) Taub.","1992","11","27",NA,"-51.4799995422363","-20.8700008392334",NA,NA,"37464","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
