"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"163","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034614","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg",NA,"A. Krapovickas; C. L. Cristobal","1993","10","14","Paraguay","Paraguari",NA,"-56.934286","-25.509582",NA,NA,NA,NA,"Salto Pirareta.",NA,NA,"Arbusto 1 m alto; flores blancas.","44585",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034619","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","L. R. L.","S. Tressens; T. Ahti, L. Ferraro, V. Marunak","1993","12","13","Paraguay","Paraguari",NA,"-56.934286","-25.509582",NA,NA,NA,NA,"Salto Pirareta.",NA,NA,"Arbolito 3 m alto. Frutos globosos 1-2 cm diam., rojos, comestibles. Nangapiri.","4805",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034613","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral, 2000.","G. Hatschbach; J. M. Silva","1999","8","17","Brazil","Parana","Paranavai","-52.4667","-23.0667",NA,NA,NA,NA,"No specific.",NA,NA,"Coor from www.fallingrain.com/world; Arvore, 6m, flor alva.","69267",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052912","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","C. Proenca","Julia Couto; Helio Ferreira","2004","2","11","Brazil","Mato Grosso",NA,"-56.377437","-16.514441",NA,NA,NA,NA,"RPPN Sesc Pantanal",NA,NA,"CH (VI-85); com flores","203",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034615","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","S.G. Tressens, 1987.","A. Schinini; J. Davina","1986","4","2","Argentina","Misiones","San Ignacio","-55.5333","-27.267",NA,NA,NA,NA,"Penon de Reina Victoria.",NA,NA,"Coor from www.fallingrain.com/world; Arbolito 2-5m alto; +/- 10cm diametro.","24742",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018864","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","B.K. Holst (MO),","E. Zardini&A. Salina","1991","2","8","Paraguay","Cordillera",NA,"-57.12","-25.2",NA,NA,NA,NA,"Tobatí.'Ybytú Silla'mesa. Southern area. Forest on slopes.","297",NA,"Treelet 3 m.","26071",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034618","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","S. Tressens","H. A. Keller","2000","3","23","Argentina","Misiones",NA,"-53.997677","-26.07643",NA,NA,NA,NA,"Dep. Belgrano. Propiedad A.P.S.A proximo a arroyo Uruguay, limite con parque provincial Uruguay.",NA,NA,"Arbol. Frutos anaranjados de sabor dulce. Hojas aromaticas.","179",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034616","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","L. Legrand.","G. Hatschbach","1968","8","29","Brazil","Parana",NA,"-49.19295","-25.533076",NA,NA,NA,NA,"Serra do Emboque (Mun. S. Jose dos Pinhais) Parana.",NA,NA,"Arvore 8m, tronco 25cm deiametro, flor alva. Matinha nebular.","19638",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018870","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","R. Degen; E. Zardini","1987","10","23","Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati",NA,NA,"Arbolito de 3-4 m. Pimpollo.","346",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034610","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","B.K. Holst, 2000.","L. R. Landrum","1977","12","26","Brazil","Rio Grande do Sul","Sao Francisco de Paula","-50.25","-29.5",NA,NA,NA,NA,"5km along road to Porto Alegre.",NA,NA,"Tree 4-5m high.","2947-B",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018871","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","B.K. Holst (MO),","E. Zardini&C. Velázquez","1991","2","8","Paraguay","Cordillera",NA,"-57.12","-25.2",NA,NA,NA,NA,"Tobatí.'Ybytú Silla'mesa. Middle area. Scrub on sandstones's top.",NA,NA,"Shrub 1.5 m.","26270",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018866","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O. Berg","M. Sobral","R. Degen et E. Zardini",NA,NA,NA,"Paraguay","Cordillera",NA,"-57.083318","-25.26242",NA,NA,NA,NA,"Cerro Tobati.",NA,NA,"Arbolito de 3 m. Flores blancas.","377",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060141","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","J. M. Silva; G. Hatschbach","2007","8","17","Brazil","Minas Gerais",NA,"-44.2","-17.8",NA,NA,NA,NA,"Serro do Cabral (Mun. Joaquim Felicio).",NA,NA,"Árvore, 4 m, flor alvacenta.","6010",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018827","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral (specieslink)","E. M. Nic Lughadha; R. Mello Silva, M. C. Assis","1999",NA,"22","Brazil","Minas Gerais",NA,"-44.923983","-21.630483",NA,NA,NA,NA,"Sao Tome das Letras. Pico do Gaviao, contrafortes sudoeste.","1360",NA,"Arvore ate 8 m de altura. Frutos imaturos amarelo-esverdeados. Maturos vermelhos. Casca creme, lisa.","214",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 14:40:08-03","UFJF","CESJ","55011","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg",NA,"E.M.Silva",NA,NA,NA,"Brasil","Paraná","Goioerê","-53.0275001525879","-24.184700012207",NA,NA,"CESJ055011",NA,"Parque Municipal Antônio Sestak",NA,NA,"Arvoreta, 4m, botão verde. Floresta estacional semidecidual.","s.n.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"22997","auto",NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 14:40:08-03","UFJF","CESJ","33134","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg","M. Sobral","S.R.Ziller","1995","12","12","Brasil","Paraná","Vila Alta","-53.7277984619141","-23.50830078125",NA,NA,"CESJ033134",NA,"Ilha dos Bandeirantes, Rio Paraná",NA,NA,NA,"1077","América do Sul",NA,NA,"Angiosperma",NA,NA,"2001",NA,NA,"31931","auto",NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:46:33-03","UFMS","CGMS","39744","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","A. Pott; G.A. Damasceno-Junior","M.F. Barros; A.P. Costa; I.P.P. Araújo; L.M.M. Arakaki","2012","10","18","Brasil","Mato Grosso do Sul","Bonito","-56.7166667","-21.1230556","-56,7166667","-21,1230556","CGMS1069123",NA,"Parque Estadual da Serra da Bodoquena. Fazenda Boqueirão.","525","525","Flor branca. Fruto ausente. Habitat: Floresta Estacional Semidecidual (Mata Atlantica de interior). Mata ciliar do rio Perdido. Solo argiloso calcimorforfico. Relevo ondulado. Habito: Árvore.","74",NA,NA,NA,NA,NA,NA,"2012","10","18",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:46:33-03","UFMS","CGMS","43253","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","2009","10","20","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7808334","-21.6819445","-57,7808334","-21,6819445","CGMS1073238",NA,"Fazenda Retiro Conceição. Parcela 02.",NA,NA,"Fruto amarelo maduro. Fruto amarelo maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 7,00m de altura.","233",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-04-07 11:46:33-03","UFMS","CGMS","37640","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","A. Pott; V.J. Pott; C. Padovani","1999","10","31","Brasil","Mato Grosso do Sul","Camapuã","-57","-19.5013889","-57","-19,5013889","CGMS1067056",NA,"Fazenda Santa Verônica, BR-060, 5 Km Norte de Camapuã, microbacia do córrego barroso.","500","500",NA,"8208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-04-07 11:46:33-03","UFMS","CGMS","60857","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","2010","09","28","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7788889","-21.6822223","-57,7788889","-21,6822223","CGMS1093861",NA,"Fazenda Retiro Conceição. Transecto 05.",NA,NA,"Flor branca com odor adocicado. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 1,70m de altura.","378",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-04-07 11:46:33-03","UFMS","CGMS","6020","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","M.R. Pietrobom-Silva","1996","09","24","Brasil","Mato Grosso do Sul","Brasilândia","-52.1316667","-21.7308334","-52,1316667","-21,7308334","CGMS1019038",NA,"Lagoa Machado, 7Km da sede pela trilha turística.",NA,NA,"Flor branca. Área dentro da cota de inundação do lago a ser represado pela construção da barragem da Usina Hidroelétrica (CESP) de Porto Primaveram no rio Paraná. Habitat: Capões de mata seca semi-decídua, cerrado fechado e baixadas","3508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-04-07 11:46:33-03","UFMS","CGMS","17373","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","V.R.B. Maria; F.S. Maria; K. Azevedo; M. Pedro","2004","11","30","Brasil","Mato Grosso do Sul","Porto Murtinho","-56.7302778","-21.3052778","-56,7302778","-21,3052778","CGMS1046671",NA,"Fazenda Campo Verde - rio Perdido.","332","332","Flor amarelo-creme. Flores - 5 pétalas. Habitat: Mata ciliar do rio Perdidocurso dágua encaixado entre morros. Habito: Árvore. 7,00m de altura.","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-04-07 11:46:33-03","UFMS","CGMS","7923","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","U.M. Resende","1998","08","31","Brasil","Mato Grosso do Sul","Costa Rica","-53.3761111","-18.2016667","-53,3761111","-18,2016667","CGMS1018945",NA,"Fazenda da Prata., rio da Prata.",NA,NA,"Flores alvas. Habitat: Mata ciliar. Habito: Árvore.","1560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-04-07 11:46:33-03","UFMS","CGMS","17370","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","V.R.B. Maria; F.S. Maria; I. Salzo","2004","11","09","Brasil","Mato Grosso do Sul","Bodoquena","-56.7425","-20.7819445","-56,7425","-20,7819445","CGMS1046668",NA,"Fazenda Santa Laura. Porção Salobra.","212","212",NA,"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-04-07 11:46:33-03","UFMS","CGMS","35471","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","C.S. Souza; W.S. Covre; C. Aoki; M.R. Sigrist; T.G. Freitas;","2010","09","26","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.885","-21.7011111","-57,885","-21,7011111","CGMS1064870",NA,"Fazenda Retiro Conceição.",NA,NA,"Flor branca. Habitat: Savana Estépica Arborizada (Chaco). Habito: Árvore.","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-04-07 11:46:33-03","UFMS","CGMS","43254","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","2009","10","20","Brasil","Mato Grosso do Sul","Porto Murtinho","-57.7772223","-21.6825","-57,7772223","-21,6825","CGMS1073239",NA,"Fazenda Retiro Conceição. Parcela 06.",NA,NA,"Fruto amarelo maduro. Fruto amarelo maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 5,00m de altura.","234",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-04-07 11:46:33-03","UFMS","CGMS","7224","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","L.R.H. Bicudo; C.J. Campos; S.B. Barbosa","1998","10","17","Brasil","São Paulo","Rio Paraná, a montante da Barragem de Porto Primavera.","-52.8880555","-22.4622222","-52,8880555","-22,4622222","CGMS1019037",NA,NA,NA,NA,"Frutos verdes.","248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-04-07 11:46:33-03","UFMS","CGMS","60856","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","F.S. Carvalho","F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","2010","09","28","Brasil","Mato Grosso do Sul","Porto Murtinho","57.7786111","-21.6836111","57,7786111","-21,6836111","CGMS1093860",NA,"Fazenda Retiro Conceição. Transecto 01.",NA,NA,"Fruto verde imaturo. Fruto amarelo maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 6m de altura.","377",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-04-07 11:46:33-03","UFMS","CGMS","44352","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","A. Pott; V.J. Pott","2005","08","30","Brasil","Mato Grosso do Sul","Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"CGMS1074317",NA,"Rio Salobrinha, fazenda Rancho Branco, divisa com Parque Nacional da Serra da Bodoquena.",NA,NA,"Flor branca. Folha com odor de citronela. Folha jovem de cor ferrugínea. Caule e ramos com muitos líquens musgóides. Habitat: Floresta ripária em área de floresta decidual. Solo argiloso litólico de calcário. Relevo vale estreito e","13269",NA,NA,NA,NA,NA,NA,"2013",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"192","2021-04-07 11:46:33-03","UFMS","CGMS","44351","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","A. Pott; V.J. Pott","2005","08","30","Brasil","Mato Grosso do Sul","Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"CGMS1074316",NA,"Rio Salobrinha, fazenda Rancho Branco, divisa com Parque Nacional da Serra da Bodoquena.",NA,NA,"Flor branca. Fruto ausente. Habitat: Floresta ripária em área de floresta decidual. Solo argiloso litólico de calcário. Relevo vale estreito em V. Habito: Arvoreta. Abundante. 5,00 m de altura.","13268",NA,NA,NA,NA,NA,NA,"2013",NA,NA,"47684","auto",NA,NA,NA,NA,NA,NA,NA
"193","2021-04-07 11:46:33-03","UFMS","CGMS","746","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"A. Munir","1987","08","01","Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"CGMS1019039",NA,"Chácara Santa Inês.",NA,NA,"Flor branca. Fruto baga. Filotaxia oposta cruzada. Habitat: Terrestre. Habito: Árvore.","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"194","2021-04-07 11:46:33-03","UFMS","CGMS","12377","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","U.M. Resende; J.A.M. Coelho","2001","08","20","Brasil","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"CGMS1041789",NA,"Reserva da Mata do Segredo.",NA,NA,"Flor alva. Fruto ausente. Habitat: Ciófito. Interio da mata. Habito: Árvore. 6,00m de altura.","1349",NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA
"195","2019-11-27 13:50:39-03","UFS","ASE","9970","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(Berg.)","Silva, AC; Soares, LH","Soares-Silva, LH; Chagas, F; Silva, AC","1996","10","04","Brasil","Paraná","Jataizinho","-50.979722","-23.254444","-50.979722","-23.254444","ASE0019018","ASE0019018","Arredores de Jataizinho",NA,NA,"árvore. 5. m. Botões florais e flores brancas; odoríferas; frutos verdes. Frequente.; árvore. 5. m. Botões florais e flores brancas; odoríferas; frutos verdes. Frequente.","647","Southern America",NA,NA,"Magnoliophyta",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:36:02-03","UNICAMP","UEC","11715","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Sobral, M","Hatschbach, G","1962","10","18","Brazil","Paraná","Guaíra","-54.183333","-24.666667","-54.183333","-24.666667",NA,NA,"Oliveira Castro",NA,NA,"Arvoreta 5m, flor alva, mata pluvial do 3º planalto.","9312",NA,NA,NA,"Magnoliopsida",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:36:02-03","UNICAMP","UEC","45056","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Sobral, M","Hatschbach, G","1980","09","30","Brazil","Paraná","Guaíra","-54.183333","-24.666667","-54.183333","-24.666667",NA,NA,"Sete Quedas.",NA,NA,"Arvoreta 4m, flor alva, fruto vermelho. Das ilhas junto aos saltos.","43195",NA,NA,NA,"Magnoliopsida",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:36:02-03","UNICAMP","UEC","118147","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Kawasaki, ML","Bertoncini, AP; Bertoncini, MP","1998","10","01","Brazil","São Paulo","Avaí","-49.816667","-22.166667","-49.816667","-22.166667",NA,NA,"Aldeia Guarani",NA,NA,"Abusto, caule com casca papirácea, folhas cartáceas, frutos maduros vermelhos.; Interior de Floresta EStacional Semidecidual Submontana perturbada.","917",NA,NA,NA,"Magnoliopsida",NA,NA,"2000","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:36:02-03","UNICAMP","UEC","121894","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Proença, C","Milhomens, LCM; Proença, C; Durval, FG; Carvalho, JA","2000","11","26","Brazil","Minas Gerais","Garapuava","-46.383333","-16.066667","-46.383333","-16.066667",NA,NA,NA,"798","798","Arvoreta 1,8m. Flor alva. Casca clara lira s/esfoliar. Folha c/ nervação invisível n/ face dorsal clara imperceptível, n/ dorsal clara elevada n/ ventral.; Cerrado proximo do córrego.","22",NA,NA,NA,"Magnoliopsida",NA,NA,"2000","11","26",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-01 16:36:02-03","UNICAMP","UEC","72728","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Arantes, AA","Bernacci, LC; Andrade, PR; Belinello, R; et al.","1995","01","10","Brazil","São Paulo","Pariquera-Açu","-47.876944","-24.675","-47.876944","-24.675",NA,NA,"Estação Experimental do IAC",NA,NA,"Arvoreta ca. 3m alt., frutos avermelhados quando maduros.; Floresta baixa.","964",NA,NA,NA,"Magnoliopsida",NA,NA,"1997","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-01 16:36:02-03","UNICAMP","UEC","139684","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Kawasaki, ML","Tameirão Neto, E","1997","09","27","Brazil","Minas Gerais","Braúnas","-42.7155990600586","-19.0557994842529",NA,NA,NA,NA,NA,NA,NA,"Arbustivo.; Floresta ciliar","2558",NA,NA,NA,"Magnoliopsida",NA,NA,"1999",NA,NA,"19086","auto",NA,NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:36:02-03","UNICAMP","UEC","145086","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral",NA,"Soares-Silva, LH; et al.","1996","10","04","Brazil","Paraná","Jataizinho","-50.9799995422363","-23.2541999816895",NA,NA,NA,NA,"Arredores de Jataizinho",NA,NA,"Árvore 5m; botões florais e flores brancas; odoríferas, frutos verdes. Frequente.","647",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"16845","auto",NA,NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:36:02-03","UNICAMP","UEC","45134","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Sobral, M","Tamashiro, JY; Gabrielli, AC; Santos, FAM; Rodrigues, RR","1986","12","04","Brazil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Reserva do Morro do Diabo",NA,NA,"Árvore de até 10m, frutos maduros vinosos. Fruto coletado pra o Parque Ecológico.","18855",NA,NA,NA,"Magnoliopsida",NA,NA,"1990",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:36:02-03","UNICAMP","UEC","44996","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Sobral, M","Tamashiro, JY; Gabrielli, AC; Santos, FAM; Rodrigues, RR","1986","12","02","Brazil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Reserva do Morro do Diabo",NA,NA,"Árvores de até 12m, frutos imaturos de cor verde a marelado. Frutos coletados para o Parque Ecológico.","18803",NA,NA,NA,"Magnoliopsida",NA,NA,"1990",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:36:02-03","UNICAMP","UEC","35702","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","Sobral, M","Dias, C","1980","10","21","Brazil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Reserva do Morro do Diabo",NA,NA,"Árvore mais ou menos 5m de altura flores brancas.","15880",NA,NA,NA,"Magnoliopsida",NA,NA,"1990",NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:36:02-03","UNICAMP","UEC","65550","S","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg",NA,"Assis, MA","1988","03","09","Brazil","Mato Grosso do Sul","Ivinhema","-53.815299987793","-22.3047008514404",NA,NA,NA,NA,"Fazenda Lagoa Encantada, Rio Ivinheima",NA,NA,"Árvore de 5m, botões esverdeados.","25326",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"38521","auto",NA,NA,NA,NA,NA,NA,NA
