"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","class","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"389","2008-05-27 22:02:00-03","MO","MOBOT","1509566","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","F. Mereles, 2001 (FCQ)","Fátima Mereles","Mereles H. 2288","1988","12","20","Paraguay","Caazapá",NA,"Tavai. En esterales y sitios inundables.","-55.28333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2008-05-27 22:02:00-03","MO","MOBOT","1509529","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","F. Mereles, 2001 (FCQ)","Fátima Mereles","Mereles H. 2074","1988","12","5","Paraguay","Caazapá",NA,"Tavai; Enrramadita. En el estero.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2008-05-27 22:02:00-03","MO","MOBOT","1509522","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","F. Mereles, 2001 (FCQ)","Fátima Mereles","Mereles H. 2064","1988","12","5","Paraguay","Caazapá",NA,"Tavai; Enrramadita. En el estero.","-55.33333","-26.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-08-31 09:20:35-03","INPA","INPA","268307","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Nunes, CS","Mehlig, U","342","2007","05","13","Brasil","Pará","Bragança","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo ao nordeste da 1ª ilha de terra firme. Em poças de água de chuva","-46.674389","-0.913194","-46.674389","-0.913194",NA,NA,NA,"INPA0268307",NA,"2019","11","19","Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-07-10 09:45:32-03","MBML","MBML-HERBARIO","21774",NA,"Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","A. Gil/18-02-2005","A. M. Assis; et al","919","2003","07","16","Brasil","Espírito Santo","Santa Teresa","Serra do Gelo, nascente do Rio Sta. Maria do Rio Doce","-40.780408","-19.979825","40W46'49,47","19S58'47,37",NA,NA,"Planta herbácea. Inflorescência marrom. Brejo herbáceo. Expedição Científica Comitê Bacia do Rio Sta Mª Rio Doce.","MBML021774","MBML021774",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2021-03-04 11:06:38-03","UFRB","HURB","1447","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Aona, L.Y.S.; Amaral, M.C.E.; Bittrich, V.","1209b","2010","03","22","Brasil","Bahia","Muritiba","represa da Fazenda Capivari; lago do lado do norte da estrada,lado direção sul","-39.074972","-12.641333","39°04'29,9 W","12°38'28,8 S",NA,NA,"1209B.","HURB000001447",NA,NA,NA,NA,"Anthophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-03-04 11:05:04-03","UFRB","HURB","4186","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Costa, G.; Conceição, S.F; Sales, R.","719","2012","09","05","Brasil","Bahia","Conceição da Feira","Área alagada na base da Serra; Saída para Feira de Santana","-38.9986000061035","-12.5058002471924",NA,NA,NA,NA,NA,"HURB000004186",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13560","auto",NA,NA,NA,NA,NA,NA
"396","2021-03-04 11:05:03-03","UFRB","HURB","2708","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","aff. sellowiana","Eleocharis aff. sellowiana","Kunth","A.D.Faria","Aona, L.Y.S.; Andrade, J.P.; Costa, S.N.; Santos,J.C.;Haroldo,L.","1026","2008","02","29","Brasil","Bahia","Cruz das Almas","Fazenda Campo Limpo, Córrego do Machado; divisa com a área da UFRB","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,"ocorrendo na borda do lago.","HURB000002708",NA,"2015","01",NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"397","2021-03-04 11:05:04-03","UFRB","HURB","8392","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Aona, L.Y.S.; Andrade, J.P.; Costa, S.N.; Santos, J.C.; Haroldo, L.","1019","2008","02","29","Brasil","Bahia","Cruz das Almas","Fazenda Campo Limpo; Córrego do Machado, divisa com área da UFRB","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"HURB000008392",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"398","2021-03-04 11:05:04-03","UFRB","HURB","2722","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","A.D.Faria","Aona, L.Y.S.; Guimarães,V.F; Menezes, M.C.;Souza,M.P.;Haroldo,L.","1082","2008","04","08","Brasil","Bahia","Cruz das Almas","Fonte do Doutor, sentido baixo da linha; área da UFRB, área alagada","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"HURB000002722",NA,"2015","02",NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"399","2021-03-04 11:05:04-03","UFRB","HURB","2707","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Aona, L.Y.S.; Pereira, M.A.; Menezes,M.C.;Guimarães, V.F.G.","1171","2008","05","20","Brasil","Bahia","Cruz das Almas","lago à direita da estrada; depois do campo de futebol da UFRB","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,"HURB000002707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"400","2021-03-04 11:05:04-03","UFRB","HURB","2337","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","A.D.Faria","Alcântara, J.A.C","3","2010","12","12","Brasil","Bahia","Muritiba","Fonte dos Padres; próximo à Praça Matriz de São Pedro","-38.9900016784668","-12.6263999938965",NA,NA,NA,NA,NA,"HURB000002337",NA,"2015","02",NA,NA,NA,NA,NA,NA,"21641","auto",NA,NA,NA,NA,NA,NA
"401","2021-03-04 11:06:38-03","UFRB","HURB","1553","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Aona, L.Y.S.","1321","2010","05","06","Brasil","Bahia","Muritiba","represa da Fazenda Capivari, área da DANCO Ltda.;","-38.9900016784668","-12.6263999938965",NA,NA,NA,NA,NA,"HURB000001553",NA,NA,NA,NA,"Anthophyta",NA,NA,NA,NA,"21641","auto",NA,NA,NA,NA,NA,NA
"402","2021-03-04 11:05:03-03","UFRB","HURB","2471","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","aff. sellowiana","Eleocharis aff. sellowiana","Kunth","A.D.Faria","Aona, L.Y.S.; Pereira, M.; Paixão, T.","1395","2010","10","05","Brasil","Bahia","Sapeaçú","Lagoa do Padre, lago 2;","-39.1819000244141","-12.727499961853",NA,NA,NA,NA,NA,"HURB000002471",NA,"2015","02",NA,NA,NA,NA,NA,NA,"10652","auto",NA,NA,NA,NA,NA,NA
"403","2020-06-15 15:30:10-03","UNESP-RC","HRCB","51127","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Alves, M.V","Santos, L.B.","202","2009","04","23","Brasil","São Paulo","Botucatu","Parque Ecológico da Pavuna","-46.511111","-22.8375","46º30'40W","22º50'15S","750","750","Herbácea, em paredão de rochas, caule verde amarronzado, com ápice amarelo",NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2020-06-15 15:30:10-03","UNESP-RC","HRCB","43516","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Rambo","Pivetta","627","1953","10","21","Brasil","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867",NA,NA,NA,NA,"Erva perene, flor marrom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA
"405","2020-06-15 15:30:10-03","UNESP-RC","HRCB","47571","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Carvalho, M.L.S.","Carvalho, M.L.S.","s.n.",NA,NA,NA,"Brasil","São Paulo","Rio Claro","Faz. São José","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"406","2020-06-15 15:30:10-03","UNESP-RC","HRCB","40599","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Sheperd, G.J.","Moura, L.C.","s.n.","1998","04","17","Brasil","São Paulo","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA
"407","2021-03-19 17:45:04-03","UFMA","BMA","574","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"E. Guarçoni 443, A. Neves & I.J.Limo.",NA,"2003","02","22","Brasil","MG","Rosário da Limeira","Serra das Aranhas, 2° porteira.","-42.5119018554688","-20.9789009094238",NA,NA,NA,NA,"Subarbusto em mata de galeria, próximo a água. Margem da folha serrilhada.",NA,NA,NA,NA,NA,NA,"Poales",NA,NA,NA,"8868","auto",NA,NA,NA,NA,NA,NA
"408","2018-10-09 16:31:14-03","UFLA","ESAL","27673","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Gonçalves, J","Gonçaves, J; Mourão, B; Pereira, M","69",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Estrada para Luminarias, area de brejo","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2017-11-24 14:10:31-02","UFLA","ESAL","27547","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","J. Gonçalves","Aona, LYS; Santos, NS; Pereira, MA; Zé Raimundo","1132",NA,NA,NA,"Brasil","Bahia","Cruz das Almas","Fazenda Campo Limpo","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"410","2017-11-24 14:10:31-02","UFLA","ESAL","27543","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","J. Gonçalves","Aona, LYS; Guimarães, VF; Menezes, MC; Souza, MP","1082",NA,NA,NA,"Brasil","Bahia","Cruz das Almas","Fonte do Doutor","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA,NA,NA
"411","2017-11-24 14:10:31-02","UFLA","ESAL","26074","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","J.Gonçalves","Debora, Murilo, Va","s.n.",NA,NA,NA,"Brasil","Goiás","Goiatuba",NA,"-49.3546981811523","-18.0125007629395",NA,NA,NA,NA,"; ; estigma não plumoso;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82633","auto",NA,NA,NA,NA,NA,NA
"412","2017-11-24 14:10:31-02","UFLA","ESAL","21809","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Silva, AF","Silva, AF; et al.","312/617",NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,NA,"; 30cm; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA
"413","2019-11-07 11:44:29-03","FUVATES","HVAT","1486","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","O. Lange","V. Zanardi; O. Lange","s.n.","1988","11","01","Brasil","Rio Grande do Sul","Minas do Butiá","Lagoa Controle.",NA,NA,NA,NA,NA,NA,"10-20 m de altura. -Doação do Herbário ICN, registro ICN 179905; Em margem encharcada.","HVAT00001486",NA,"1988","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","2014-11-06 16:16:48-02","UFPB","EAN","3924","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth.","A.A.M. de Barros","L. P. Felix; G. V. Dornelas","878","1987","01","06","Brasil","Paraíba","Sal Amargo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","07","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","2014-11-06 16:16:48-02","UFPB","EAN","4970","S","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth.","A.A.M. de Barros","L. P. Felix; Érica C. da Silva.","1842","1987","11","03","Brasil","Paraíba","Cruz do Espírito Santo",NA,"-35.0864","-7.14",NA,NA,NA,NA,NA,NA,NA,"2002","07","30",NA,NA,NA,NA,NA,"19405","auto",NA,NA,NA,NA,NA,NA
"416","2021-03-01 11:55:40-03","UFPE","UFP","24456","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Luceño, M","Siqueira-Filho, JA; Baracho, GS","895","1999","04","10","Brasil","Pernambuco","Maraial",NA,"-35.833333","-8.8","-35.833333","-8.8","260","260","Indivíduo em desna população. Sintópico com outra espécie congênere.; Indivíduo em desna população. Sintópico com outra espécie congênere.","UFP024456",NA,"1999","06",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","2021-03-01 11:55:40-03","UFPE","UFP","60571","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Alves, M","Forzza, RC; Fraga, CN; Kollmann, L; Fontana, AP; Labiak, PH","4967","2008","02","12","Brasil","Espírito Santo","Castelo",NA,"-41.086111","-20.516111","-41.086111","-20.516111","1100","1400","Erva em brejo.; Erva em brejo.","UFP060571",NA,"2010","04",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2021-03-01 11:55:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Alves, M","Forzza, RC; Fraga, CN; Kollmann, L; Fontana, AP; Labiak, PH","4967","2008","02","12","Brasil","Espírito Santo","Castelo",NA,"-41.086111","-20.516111","-41.086111","-20.516111","1100","1400","Erva em brejo.; Erva em brejo.",NA,NA,"2010","04",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2021-03-01 11:55:40-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Alves, M","Melo, A; Alves-Araújo, A; Marques, JS","26","2007","04","10","Brasil","Pernambuco","Igarassu",NA,"-38.1375","-8.256944","-38.1375","-8.256944","178","178","Herbácea.",NA,NA,"2008","02",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2021-03-01 11:55:40-03","UFPE","UFP","65172","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Alves, M","Melo, A; Alves-Araújo, A; Marques, JS","26","2007","04","10","Brasil","Pernambuco","Igarassu",NA,"-38.1375","-8.256944","-38.1375","-8.256944","178","178","Herbácea.","UFP065172",NA,"2008","02",NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2021-03-01 11:55:40-03","UFPE","UFP","11231","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"Luceño, M","300","1995",NA,NA,"Brasil","Pernambuco","Poção",NA,"-36.7050018310547","-8.1863899230957",NA,NA,NA,NA,NA,"UFP011231",NA,NA,NA,NA,NA,"Poales",NA,NA,NA,"14676","auto",NA,NA,NA,NA,NA,NA
"422","2021-03-01 11:55:40-03","UFPE","UFP","42315","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","F.A.Vitta","L.C.Abreu","344","1980","10","22","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Brejo natural. Local de difícil acesso.; Brejo natural. Local de difícil acesso.","UFP042315",NA,"2005",NA,NA,NA,"Poales",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"423","2020-09-12 05:00:02-03","US","US","2883527","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"P. E. Gibbs, H. Leitao Filho & N. Taroda","3273","1976","10","26","Brazil","São Paulo",NA,"Estado de Sao Paulo: ca 50 km S de Itapetininga[interpreted], estrada a Registro. [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02097030","US02097030_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"424","2020-09-12 05:00:02-03","US","US","1594849","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"F. E. Drouet","2445","1935","9","10","Brazil","Ceará",NA,"State of Ceara, Ande Joao Lopez, Fortaleza. [interpreted]",NA,NA,NA,NA,NA,NA,NA,"US02097058","US02097058_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"425","2020-09-12 05:00:02-03","US","US","2936370","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"R. M. Harley, S. Mayo, R. M. Storr, T. S. Santos & R. S. Pinheiro","18211","1977","1","24","Brazil","Bahia",NA,"Estado da Bahia, Coastal Zone. 20 km from Una ad 10 km from Nova Colonial W along road to Rio Branco. By the Northern tributary of the Corrego Alianca, Riverside marsh.","-39.22","-15.25",NA,NA,NA,"100",NA,"US02097033","US02097033_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"426","2020-09-12 05:00:02-03","US","US","2564279","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"G. Hatschbach","14884","1966","10","16","Brazil","Paraná",NA,"Estr.p/Porto Vitoria (Uniao da Vitoria) Parana.",NA,NA,NA,NA,NA,NA,NA,"US02097055","US02097055_01",NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"427","2020-09-12 05:00:02-03","US","US","1771231","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"E. P. Killip","34406","1939","3","18","Colombia","Meta",NA,"Muddy edge of pool, Intendencia El Meta: Villacicencio.",NA,NA,NA,NA,"500",NA,NA,"US02097034",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"428","2020-09-12 05:00:02-03","US","US","2853477","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"L. A. Fournier","256","1964","2","19","Ecuador","Colón",NA,"Galapagos Islands. Grass land, Santa Cruz Island.",NA,NA,NA,NA,"590",NA,NA,"US02097035",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"429","2020-09-12 05:00:02-03","US","US","1775406","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"A. Viegas","2371","1938","8","10","Brazil","Minas Gerais",NA,"Lagoa Santa, M. G. Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,"US02097045","US02097045_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"430","2020-09-12 05:00:02-03","US","US","1900911","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"J. Cuatrecasas","22550","1946","10","25","Colombia","Valle del Cauca",NA,"Colombia, Departamento del Valle. Cordillera Occidental, filo de la Cordillera, al N de Las Brisas, Carrizales.",NA,NA,NA,NA,"671","686",NA,"US02097046",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"431","2020-09-12 05:00:02-03","US","US","1901895","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Menapace, F. J.","T. Lasser","1517","1946","4","25","Venezuela","Bolívar",NA,"Sta. Elena de Uairén, Alto Caroní","-61.13","4.61",NA,NA,NA,NA,NA,"US00865984",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"432","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"J. Arechavaleta","s.n.","1885","11",NA,"Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"433","2020-09-12 05:00:02-03","US","US","2564276","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"G. Hatschbach","14784","1966","10","3","Brazil","Paraná",NA,"Gruta do Monje (mun. Lapa) Parana.",NA,NA,NA,NA,NA,NA,NA,"US02097038","US02097038_01",NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"434","2020-09-12 05:00:02-03","US","US","2122289","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"T. Pederson","196","1949","1","16","Argentina","Corrientes",NA,"Corrientes: Estancia Santa Teresa:.",NA,NA,NA,NA,NA,NA,NA,"US02097048","US02097048_01",NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"435","2020-09-12 05:00:02-03","US","US","2122454","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"T. Pederson","435","1949","9","25","Argentina","Corrientes",NA,"Corrientes: Estancia Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"US02097049",NA,NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"436","2020-09-12 05:00:02-03","US","US","44513","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Menapace, F. J.","G. S. Jenman","6117","1889",NA,NA,"Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00865985","US00865985_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"437","2020-09-12 05:00:02-03","US","US","1056211","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Menapace, F. J.","A. S. Hitchcock","17026","1919","11","29","Guyana","Demerara-Mahaica",NA,"Georgetown, SE of, East Coast Water Conservancy, Breakfast Benab","-58.01","6.53",NA,NA,NA,NA,NA,"US00865987",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"438","2020-09-12 05:00:02-03","US","US","2220310","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"P. Capell","12",NA,NA,NA,"Brazil","São Paulo",NA,"S. Paulo: Ilha Cocainha.",NA,NA,NA,NA,NA,NA,NA,"US02097052","US02097052_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"439","2020-09-12 05:00:02-03","US","US","2122556","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"T. Pederson","796","1950","10","27","Argentina","Corrientes",NA,"Estancia Santa Teresa Canada Portillo, Dep. Mburucuya",NA,NA,NA,NA,NA,NA,NA,"US02097050",NA,NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"440","2020-09-12 05:00:02-03","US","US","364592","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"-- Salzmann","s.n.",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US02097053","US02097053_01",NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"441","2020-09-12 05:00:02-03","US","US","2509120","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth",NA,"G. Hatschbach, H. Haas & J. Lindeman","13726","1966","2","12","Brazil","Paraná",NA,"Est. Parana (Brasil) Mun, gal Carneiro. Rio Lageado.",NA,NA,NA,NA,NA,NA,NA,"US02097039","US02097039_01",NA,NA,NA,NA,"Cyperales","South America",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
"442","2020-09-12 05:00:02-03","US","US","2734402","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","sellowiana","Eleocharis sellowiana","Kunth","Menapace, F. J.","J. C. Lindeman","4497","1953","8","14","Suriname",NA,NA,"Paramaribo, 25 km S of, concession Tjin A die, Rijsdijkweg","-55.23","5.61",NA,NA,NA,NA,NA,"US00865986",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA,NA,NA
