"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"215","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Habitat Brasiliae locis accuratius haud addictis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4314","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2017-09-11 17:07:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Sello, HL",NA,NA,NA,"Brazil",NA,NA,"Habitat Brasiliae locis accuratius haud addictis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4380","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-08 12:33:11-03","UFRGS","ICN","184677","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Seger, GDS; Bach, E","2013","10","02","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP)","-50.392592","-29.431619","-50.392592","-29.431619",NA,NA,"Dicotyledon",NA,"Seger, GDS","793","América do Sul","8","861",NA,"Árvore ca. 15 m. Frutos verdes, poucos galhos com frutos; Borda de Floresta Nativa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-02-08 12:33:11-03","UFRGS","ICN","131335","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Kinupp, VF","2004","02","22","Brasil","RS","Jaquirana","Cascata dos Venâncios Fazenda da Cachoeira","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Dicotyledon",NA,"Kinupp, VF","2895","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Duplicatas disponíveis: 1; Árvore; 6,0 m; botões creme-esverdeados; flores cremes; planta ornamental com folhagem desenvolvida; típica de vales protegidos.; Beira da cascata.",NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA
"219","2021-02-08 12:33:11-03","UFRGS","ICN","146325","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Lima, LF","2006","12","28","Brasil","RS","Jaquirana","margem do Rio Tainhas","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Dicotyledon",NA,"Lima, LF","384","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; flores brancas",NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA
"220","2021-02-08 12:33:11-03","UFRGS","ICN","157147","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Grings, M","2008","11","02","Brasil","RS","Nova Petrópolis","Morro da Fome","-51.1143989562988","-29.3763999938965",NA,NA,NA,NA,"Dicotyledon",NA,"Grings, M","167","América do Sul","750","750",NA,"árvore em floresta; estéril - para registro; floresta com araucária secundária",NA,"14669","auto",NA,NA,NA,NA,NA,NA,NA
"221","2021-02-08 12:33:11-03","UFRGS","ICN","016558","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Rambo, B","1946","01","05","Brasil","RS","São Francisco de Paula","Villa Oliva","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"Eurich-Rambo","30824","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"222","2021-02-08 12:33:11-03","UFRGS","ICN","188458","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Felitto, G; Ariati, V; Bianchin, JE","2014","03","21","Brasil","RS","São José dos Ausentes","Cachoeirão dos Rodrigues","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Dicotyledon",NA,"Felitto, G","836","América do Sul","1089","1089",NA,"árvore 4m,frutos imaturos verdes; Solo pedregoso na beira de rio encachoeirado",NA,"42598","auto","2014","03",NA,NA,"21",NA,NA
"223","2021-02-08 12:33:11-03","UFRGS","ICN","124079","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Costa, M Sobral; C.B.","2000","03",NA,"Brasil","SC","Timbé do Sul","Serra da Rocinha","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,"Dicotyledon",NA,NA,"8949","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Região de transição entre mata atlântica (mata ombrófila densa) e mata de aparados (mata ombrófila densa e amontana). arvoreta 6-7m, im interiro de mata junto a estrada; estéril.",NA,"15081","auto",NA,NA,NA,NA,NA,NA,NA
"224","2021-02-08 12:33:11-03","UFRGS","ICN","155160","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Setubal, R; Kray, J; De Marchi, T","2007","02","12","Brasil","RS","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Dicotyledon",NA,"Setubal, R","304","América do Sul",NA,NA,NA,"em floresta de araucária",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"225","2021-02-08 12:33:11-03","UFRGS","ICN","121328","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Rodrigues, RS; Flores, A","1999","03","02","Brasil","RS","Jaquirana","Cachoeira dos Venâncios Fazenda da Cachoeira","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Dicotyledon",NA,NA,"935","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Árvore ca. 6m de altura; flores com corola esverdeada, com formigas nas flores.; na margem da mata ripária do arroio Camisa.",NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA
"226","2021-02-08 12:33:11-03","UFRGS","ICN","200007","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Grings, M","2018","04","28","Brasil","RS","Jaquirana","Princesa dos Campos, no camping, beira do rio","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"Dicotyledon",NA,"Grings, M","MG1916","América do Sul",NA,NA,NA,"árvore com frutos de cor verde; em capão de floresta com araucária, próximo ao lado de cachoeira",NA,"31282","auto","2018","04",NA,NA,"28",NA,NA
"227","2021-02-08 12:33:11-03","UFRGS","ICN","183183","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Seger, GDS","2009","03","14","Brasil","RS","São Francisco de Paula","Floresta Nacional (FLONA-SFP) Barro vermelho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"Seger, GDS","722","América do Sul","923","923",NA,"Flores, ca. de 14m; Interior de mata nativa",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"228","2021-02-08 12:33:11-03","UFRGS","ICN","124076","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Sobral, M","1995","06",NA,"Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Dicotyledon",NA,"Sobral, M","7929","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Arvoreta 6m, em mata a beira do Rio Silveira, junto a cachoeira dos Rodrigues; frutos imaturos.",NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"229","2021-02-08 12:33:11-03","UFRGS","ICN","002743","S","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Reitz, R; Klein, RM","1959","02","12","Brasil","SC","Lauro Müller","Serra do Rio do Rastro","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"Dicotyledon",NA,"Smith, LB","8429","América do Sul",NA,NA,NA,"Arvoreta 8m altura, flor amarela",NA,"15992","auto","1960",NA,NA,NA,NA,NA,NA
"230","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","53864","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Camargo, O.R.","1977","12",NA,"Brasil","Rio Grande do Sul","Bom Jesus","4º Distrito, Fazenda Potreirinhos","-50.4166984558105","-28.6678009033203",NA,NA,"HAS0053864",NA,"Magnoliophyta",NA,NA,"5641",NA,NA,NA,NA,"Figueira-do-mato, Tamanqueira;",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"231","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","91682","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Sehnem, A.","1952","02",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Rio Pelotas","-50.4166984558105","-28.6678009033203",NA,NA,"HAS0091682",NA,"Magnoliophyta",NA,"Rambo, B.","s.n.",NA,NA,NA,NA,"Arbustum in dumentoso (PACA 69195)",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"232","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","8727","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Aguiar, L.","1978","09",NA,"Brasil","Rio Grande do Sul","Farroupilha","Centro de Lazer e Recreação Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,"HAS0008727",NA,"Magnoliophyta",NA,"Soare, Z. & Aguiar, L.","s.n.",NA,NA,NA,NA,"habitat mata; árvore com 4m de altura",NA,"19545","auto","1978",NA,NA,NA,NA,NA,NA
"233","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","48499","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Neves, M.","2001","06",NA,"Brasil","Rio Grande do Sul","Guabijú","Área da Fundação Ecológica Cultural e Social Guabijuense (FUNEG)","-51.690299987793","-28.5408000946045",NA,NA,"HAS0048499",NA,"Magnoliophyta",NA,"Caetano, V.L.","2435",NA,NA,NA,NA,"Interior da mata. Árvore com frutos verdes",NA,"16681","auto","2001","07",NA,NA,NA,NA,NA
"234","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","45572","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Schmidt, R.","2006","01",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S; Parque Estadual do Tainhas",NA,NA,NA,NA,"HAS0045572",NA,"Magnoliophyta",NA,"Schmidt, R.","1262",NA,NA,NA,NA,"; mata; arvoreta;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","53867","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Silveira, N.","1995","07",NA,"Brasil","Rio Grande do Sul","Vacaria (Muitos Capões - RS)","à 5 Km de Muitos Capões,",NA,NA,NA,NA,"HAS0053867",NA,"Magnoliophyta",NA,NA,"2396",NA,NA,NA,NA,"Figueira-do-mato, Tamanqueira; arvoreta; Cerca de 6m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-08-26 10:47:38-03","MCN-FZBRS","HAS","4721","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Aguiar, L.","1977","07",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Associação Ministério Público; Estr. Cavalhada","-51.2299995422363","-30.0331001281738",NA,NA,"HAS0004721",NA,"Magnoliophyta",NA,"Ramos, T.","s.n.",NA,NA,NA,NA,NA,NA,"29946","auto","2019","07",NA,NA,"22",NA,NA
"237","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","43295","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Senna, R.M.","2004","12",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Campos de Cima da Serra; Pessegueiro, arredores da Estação Ecológica Est. Aratinga.","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0043295",NA,"Magnoliophyta",NA,NA,"666",NA,NA,NA,NA,"tamanqueira; arredores da Est.Ecol.Est. Aratinga; árvore, beira de mata; Projeto Mata Atlântica",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"238","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","101268","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Magalhães, R.G.","2000","04",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA, encosta inferior do nordeste","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0101268",NA,"Magnoliophyta",NA,NA,"567",NA,NA,NA,NA,"Árvore, 6-8m de alt, frutos verdes, numerosa e dispersa. Projeto Pró-Guaíba",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"239","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","38739","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Mansan, C.","2001","03",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Passo do Inferno","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0038739",NA,"Magnoliophyta",NA,"Senna, R.M.","0485",NA,NA,NA,NA,"Flores amareladas, 4m de alt. Beira do rio, próximo a barragem, a jusante 3 indivíduos",NA,"76715","auto","2001","03",NA,NA,NA,NA,NA
"240","2020-08-26 10:47:38-03","MCN-FZBRS","HAS","40643","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Grings, M.","2013","02",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Chachoeirão dos Rodrigues","-50.0657997131348","-28.7483005523682",NA,NA,"HAS0040643",NA,"Magnoliophyta",NA,"Grings, M.","1754",NA,NA,NA,NA,"Em mata com auracária, perau na amta ribeirinha do rio Silveira. Árvore 10m, flores creme",NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"241","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","21789","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Nilson, A.","1989","05",NA,"Brasil","Rio Grande do Sul","Vacaria","São Pedro","-50.9338989257812","-28.5121994018555",NA,NA,"HAS0021789",NA,"Magnoliophyta",NA,NA,"355",NA,NA,NA,NA,"Árvore com 5m de altura",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"242","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","21790","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Nilson, A.","1989","06",NA,"Brasil","Rio Grande do Sul","Vacaria","São Pedro, Capitulina. Campos de Cima da Serra","-50.9338989257812","-28.5121994018555",NA,NA,"HAS0021790",NA,"Magnoliophyta",NA,NA,"354",NA,NA,NA,NA,"Árvore com cerca de 5m de altura",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"243","2019-10-04 16:06:17-03","MCN-FZBRS","HAS","53866","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Lindeman, J.C.",NA,NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Vale do Rio Ibitiriá, cerca de 30 Km NE de Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,"HAS0053866",NA,"Magnoliophyta",NA,NA,"s.n.",NA,NA,NA,NA,"Figueira-do-mato, Tamanqueira; arvoreta; Folhas verde-acinzentadas, abaixo botões creme.",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"244","2019-11-21 09:59:22-03","IBt","SP","74137","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Kuhlmann, M","1950","06","06","Brasil","Minas Gerais","Delfim Moreira","São Francisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,"SP010738","SP010738",NA,NA,NA,"2408",NA,NA,NA,NA,NA,NA,"20219","auto",NA,NA,NA,NA,NA,NA,NA
"245","2021-02-11 09:24:20-03","IBt","SP","58148","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Kuhlmann, M","1950","10","26","Brasil","Minas Gerais","Sapucaí-Mirim","Serraria Boa Vista","-45.7425003051758","-22.7478008270264",NA,NA,"SP059728","SP059728",NA,NA,NA,"2578",NA,NA,NA,NA,NA,NA,"23877","auto",NA,NA,NA,NA,NA,NA,NA
"246","2019-11-21 09:59:22-03","IBt","SP","58143","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Kuhlmann, M","1950","06","12","Brasil","São Paulo","Campos do Jordão","Fazenda da Guarda","-45.5900001525879","-22.7299995422363",NA,NA,"SP059729","SP059729",NA,NA,NA,"2510",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA
"247","2019-11-21 09:59:22-03","IBt","SP","74136","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Kuhlmann, M","1949","07","27","Brasil","São Paulo","Monte Alegre do Sul","Derrubada da mata em Dr. C. Norberto","-46.6800003051758","-22.6800003051758",NA,NA,"SP059727","SP059727",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"11114","auto",NA,NA,NA,NA,NA,NA,NA
