"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"43","2021-03-15 16:37:00-03","NY","NYBG","3857619","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. J. Wurdack","39954","1955","12","17","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135088' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857619","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Morichal, 2 km. east of Rio Orinoco between Rio Horeda and Cerro Gavilan (Cerro Carichana)",NA,"Bolívar",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","929774","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","J. A. Ratter","R.2986","1976","05","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929774","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower.","NY00929774_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","3857621","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire","30880","1951","01","14","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4135090' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857621","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Cerro Moriche, Río Ventuari, in cano, Cerro Moreche",NA,"Amazonas",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","01173277","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","N. A. Rosa","2381",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387694' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173277","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","J. A. Kallunki",NA,"NY01173277_01","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","929727","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin","22791","1969","01","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929727","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. C. Baleeiro S.","Ca. 12 km NE of Diamantina, road to Mendanha. Serra do Espinhaço.","NY00929727_01","Minas Gerais","-43.55","-18.18","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00748698","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. R. Anderson","10437","1973","05","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748698","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. Taylor","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","NY00748698_01","Goiás","-48.80861","-15.7880556","1230","1230","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","01922106","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","E. P. Heringer","6475","1981","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2184807' target='other'> <mi>dwc_moreinfo</mi></a>","NY01922106","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. C. Baleeiro S.","Bacia do Rio Sao Bartolomeu, lado esquerdo do local da futura barragem","NY01922106_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","929786","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","H. S. Irwin","32753","1971","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929786","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","NY00929786_01","Goiás","-47.5167","-13.93593","1250","1250","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","03857613","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","B. Maguire","27577","1948","12","10","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134773' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857613","Magnoliophyta","Lamiales","A.St.-Hil. & Girard",NA,"Cerro Sipapo (Paráque), Camp Creek bed, Camp Savanna; Campo Grande",NA,"Amazonas",NA,NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","1018358","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","D. Sasaki","244","2003","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018358","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","D. Sasaki","Estreito. Usina de Estreito (Acamapamento de Estreito)","NY01018358_01","São Paulo","-47.2772","-20.1578","720","720","Pedregulho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01173280","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","M. G. da Silva","2671",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387697' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173280","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor",NA,"NY01173280_01","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","778373","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","P. von Luetzelburg","24","1913","08","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778373","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Serra das Almas","NY00778373_01",NA,NA,NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","929776","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","A. F. M. Glaziou","21830","1895","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929776","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Cabeceiras do Rio Gama, au Colombista, dans l'eau courant","NY00929776_01","Distrito Federal","-47.9294","-15.7797",NA,NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","00748674","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","W. R. Anderson","6623","1973","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748674","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. Taylor","Chapada dos Veadeiros, ca. 16-17 km by road N of Alto Paraíso","NY00748674_01","Goiás","-47.4118","-14.0122","1600","1600","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","929777","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","G. G. Hatschbach","28772","1972","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929777","Magnoliophyta","Lamiales","A.St.-Hil. & Girard","P. G. Taylor","Serra do Cipó","NY00929777_01","Minas Gerais","-43.539757","-19.388386",NA,NA,"Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-09-10 21:43:16-03","UNEMAT","TANG","2943","S","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Abdo, MSA","351","2015","04","08",NA,"Brasil",NA,NA,NA,"TANG000002943",NA,NA,"A. St.-Hil. & Girard",NA,"Resgate da flora da UHE colider, Corrego sob a Estrada Ana Lima, campinarana, águas cristalinas em lageados",NA,"Mato Grosso","-55.421389","-10.949444",NA,NA,"Colider","-55.421389","-10.949444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-30 12:43:05-03","EAO","IAN","93587","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","glazioviana","Utricularia glazioviana","Glaziou, AFM","21830","1907",NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN093587","Dicotiledônea",NA,"Warm.",NA,"Cabeceira do rio Gama.",NA,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-30 12:43:05-03","EAO","IAN","72386","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","glazioviana","Utricularia glazioviana","Mexia, Y","5883","1931","05","21","Southern America","Brasil",NA,NA,"herb with white flower. Abundant.","IAN072386","Dicotiledônea",NA,"Warm.","Standley, PC","Barão; serra de Capão; in shallow streamlet.",NA,"Minas Gerais","-43.6002998352051","-18.2493991851807",NA,NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-30 12:43:05-03","EAO","IAN","13884","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","glazioviana","Utricularia glazioviana","Magalhães, MG","1903","1942","05","02","Southern America","Brasil",NA,NA,"Herbácea, flor amarelada, muito frequente.","IAN013884","Dicotiledônea",NA,"Warm.","Barreto, M","Em pedras no leito de córrego, Serra do Raio.","IAN013884 IAN013884_e","Minas Gerais","-43.3793983459473","-18.604700088501",NA,NA,"Serro",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-30 12:43:05-03","EAO","IAN","129693","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Souza, R","11733","1966","01","18","Southern America","Brasil",NA,NA,"In shallow water, the inflorescence to 15cm tall. Corolla white.","IAN129693","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Locally abundant. Campo and cerrado, sandstone summit of Serra Dourada, ca. 20km S.E. of Goiás Velho.",NA,"Goiás","-50","-14","800","800",NA,"-50","-14",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-30 12:43:05-03","EAO","IAN","129790","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12511","1966","02","10","Southern America","Brasil",NA,NA,"Forming dense mats in shallow running water. Corolla white.","IAN129790","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Locally common. Rocky slopes, wet campo, and creek margin, Chapada dos Veadeiros, ca. 20km W of Veadeiros.",NA,"Goiás","-47","-14","1000","1000",NA,"-47","-14",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-30 12:43:05-03","EAO","IAN","129836","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Grear Jr., JW; Grear Jr., JW","12920","1966","02","16","Southern America","Brasil",NA,NA,"Corolla white.","IAN129836","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","In shallow running water. Garnitic mountain, ca. 20km W of Veadeiros.",NA,"Goiás","-47","-14","1000","1000",NA,"-47","-14",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-30 12:43:05-03","EAO","IAN","129923","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13715","1966","03","07","Southern America","Brasil",NA,NA,"Inflorescence to 5 cm. tall; corolla cream.","IAN129923","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Attached to rock overflowed by brook. Cerrado, ca. 5km S of Cristalina.",NA,"Goiás","-48","-17","1200","1200",NA,"-48","-17",NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-30 12:43:05-03","EAO","IAN","138470","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Santos, RR dos","22385","1969","01","21","Southern America","Brasil",NA,NA,"Corolla white.","IAN138470","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Forming mats, attached to submerged flat rocks in cerrado creek. Cerrado on steep rocky slopes with thin gravelly soil, ca. 20km S.W. of Diamantina.",NA,"Minas Gerais",NA,NA,"1300","1300",NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-30 12:43:05-03","EAO","IAN","138604","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Santos, RR dos","24489","1969","03","16","Southern America","Brasil",NA,NA,"Inflorescences to ca. 5cm tall. Corolla white.","IAN138604","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Forming mats on rocks in shallow rusting water. Gallery woods and campo with outcrops, ca. 3km north of Veadeiros.",NA,"Goiás",NA,NA,"1000","1000",NA,NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-30 12:43:05-03","EAO","IAN","148790","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Harley, RM","32754","1971","03","20","Southern America","Brasil",NA,NA,"Submerged, the inflorescences rising to ca. 7cm above water level. Inflorescence axis yellow-brown, corolla white.","IAN148790","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Rush-ing water of riacho. Cerrado on sandstone outcrops with adjacent wet campo (brejo), ca. 20km N of Alto do Paraíso.",NA,"Goiás",NA,NA,"1250","1250","Chapada dos Veadeiros",NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-30 12:43:05-03","EAO","IAN","148799","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin, HS; Anderson, WR","34212","1972","01","15","Southern America","Brasil",NA,NA,"Corolla white.","IAN148799","Dicotiledônea",NA,"A.St.-Hil. & Girard","Taylor, P","Rooted on rocks in running water of cerrado brook. Rocky slope, ca. 18km E of Pirenópolis.",NA,"Minas Gerais",NA,NA,"1000","1000","Serra dos Pirineus",NA,NA,NA,NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-30 12:43:05-03","EAO","IAN","91631","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Pires, JM; Black, GA","6223","1956","12","14","Southern America","Brasil",NA,NA,"Planta dentro d'água, flores alvas.","IAN091631","Dicotiledônea",NA,"A.St.-Hil. & Girard","Moreira, AD","Serra do Cachimbo.",NA,"Pará",NA,NA,"425","425",NA,NA,NA,NA,NA,"2012","01","10",NA,NA,NA,NA,NA,NA
"71","2021-03-30 12:43:05-03","EAO","IAN","93491","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Glaziou, AFM","21830",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN093491","Dicotiledônea",NA,"A.St.-Hil. & Girard","Moreira, AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","01","10",NA,NA,NA,NA,NA,NA
"72","2021-03-30 12:43:05-03","EAO","IAN","96256","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Black, GA; Egler, WA","19803","1957","05","30","Southern America","Brasil",NA,NA,"Planta dentro d'água, flor branca.","IAN096256","Dicotiledônea",NA,"A.St.-Hil. & Girard","Cordeiro, MR","Região do Ariramba. Igarapé Quebra dente.",NA,"Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","01",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-30 12:43:05-03","EAO","IAN","81030","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Andrade-Lima, D de","1569","1953","05","11","Southern America","Brasil",NA,NA,"Erva pequena; flor creme perfumada.","IAN081030","Dicotiledônea",NA,"A.St.-Hil. & Girard","Lima, RR de","Córrego da encosta da serra do Itauajurí. Em córregos com pouca água, em colônias muito densas.",NA,"Pará","-54.0691986083984","-2.00778007507324",NA,NA,"Monte Alegre",NA,NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-30 12:43:05-03","EAO","IAN","170435","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Bastos, MNC; Cordeiro, MR","2049","1995","06","15","Southern America","Brasil",NA,NA,"Erva de 5cm de altura; flor amarelo-claro.","IAN170435","Dicotiledônea",NA,"A.St.-Hil. & Girard",NA,"Campo cerrado, morro 3.",NA,"Pará","-48.5550003051758","-6.40055990219116",NA,NA,"São Geraldo do Araguaia",NA,NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-09 11:18:21-03","UFBA","ALCB","104517","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Santos, JFS; Rivadavia-Lopes, R; Gonella, PM; Peres Júnior, AK","30","2011","09","08","Southern America","Brasil",NA,NA,"Ervas castanhas com corola creme de odor adocicado.; Crescendo aderida às rochas no leito de riacho sazonal.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard","Gonella, PM","Trilha do canyon do Talhado, cachoeira Sete Quedas",NA,"Minas Gerais","-42.773333","-15.810556","890","890","Serranópolis de Minas","-42.773333","-15.810556",NA,NA,"2011","09",NA,NA,NA,NA,NA,NA,NA
"76","2019-10-09 11:18:21-03","UFBA","ALCB","113960","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Guedes, ML; Alunos de Botânica BIOC05","21724","2014","06","13","Southern America","Brasil",NA,NA,"fixa . Inflorescência racemosa. Flores com corola alva.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard","Guedes, FM","Chapada Diamantina, Caminho para Cachoeira do Jovino.",NA,"Bahia","-41.842778","-13.05","1251","1251","Piatã","-41.842778","-13.05",NA,NA,"2017","09","11",NA,NA,NA,NA,NA,NA
"77","2019-10-09 11:18:21-03","UFBA","ALCB","74611","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","12492","2006","10","13","Southern America","Brasil",NA,NA,"de ca 5cm. Ínflorescência com flores alvas. Ocasional.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard","Guedes, FM","Chapada Diamantina, Fazenda Beija Flor., crescendo em lugares úmido",NA,"Bahia","-41.766667","-13.15",NA,NA,"Piatã","-41.766667","-13.15",NA,NA,"2017","09","11",NA,NA,NA,NA,NA,NA
"78","2019-10-09 11:18:21-03","UFBA","ALCB","93763","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Roque, N; Alunos de Botânica III","2377","2009","10","10","Southern America","Brasil",NA,NA,"em fundo de rocha, na água. Flores branca.",NA,"Dicotyledon",NA,"A.St.-Hil. & Girard","Guedes, FM","Chapada Diamantina",NA,"Bahia","-41.860278","-13.082778","1400","1400","Piatã","-41.860278","-13.082778",NA,NA,"2017","09","11",NA,NA,NA,NA,NA,NA
"79","2020-02-08 09:33:12-03","NBC","NL-BOTANY","L.2828336","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","neottioides","Utricularia neottioides","Irwin HS; et al.",NA,"1970","01","29","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2828336 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2828336",NA,"Lamiales","A.St.-Hil. & Girard",NA,"Planalto do Brasil. Estado de Minas Gerais. Morro das Pedras. Ca. 35 km NE of Patrocinio.","NL-L2828336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
