"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"503","2021-03-09 10:46:54-03","ICAUFMG","MCCA","1253","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","BEATRIZ, E.",NA,"2016","11","16",NA,"Brasil",NA,NA,NA,"MCCA01310",NA,NA,"(Klatt) Benth. & Hook.","BEATRIZ, E.","Minas Gerais","Cristália","Fazenda Olaria.","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,NA,"30029","auto","2017","01",NA,NA,"18",NA,NA,NA,NA,NA
"504","2019-12-11 13:21:39-03","ICAUFMG","MCCA","3222","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","COSTA, S.R.; SILVEIRA, J.E.; SILVA, H.I.R.",NA,"2019","01","09",NA,"Brasil",NA,NA,NA,"MCCA03378",NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Bonito de Minas","APA Pandeiros, Vereda Peruaçu, beira da estrada.","-44.7543983459473","-15.3233003616333",NA,NA,"MCCA03378 MCCA03378_01",NA,NA,"95199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2017-11-24 14:11:02-02","UFLA","ESAL","9009","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0,50; alaranjada;; campo rupestre",NA,NA,NA,"(Klatt) Benth. & Hook.","Lindolpho Capellari Jr.","Minas Gerais","Itumirim","Serra da Bocaina, Morro da Janela","-44.8711013793945","-21.3169002532959","11","11",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2017-11-24 14:11:02-02","UFLA","ESAL","8996","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0,70; amarelada;; campo rupestre",NA,NA,NA,"(Klatt) Benth. & Hook.","Lindolpho Capellari Jr.","Minas Gerais","Itumirim","Serra da Bocaina, Ingai","-44.8711013793945","-21.3169002532959","10","10",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2018-10-09 16:31:30-03","UFLA","ESAL","13563","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Lourenço, RA","124",NA,NA,NA,NA,"Brasil",NA,NA,"erva; 0,50; amarela, tigrada no centro;",NA,NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"508","2018-10-09 16:31:30-03","UFLA","ESAL","29379","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Mansanares, ME; Domingos, DQ; Andrade, EA;","1789","2010","08","29",NA,"Brasil",NA,NA,"Crescendo próximo ao brejo. Flores amarelas rajadas de marrom.",NA,NA,NA,"(Klatt) Benth. & Hook.",NA,"Minas Gerais","Minduri","Chapada das Perdizes, Ponto 9 - afloramento depois do Camping da Lua","-44.584167","-21.606667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.584167","-21.606667",NA,NA,NA,NA,NA,NA
"509","2019-08-20 12:04:50-03","UFLA","ESAL","32059","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Arruda, I A C; Martins, C P V; Biondi, M; Ribeiro, W S","189","2015","10","31",NA,"Brasil",NA,NA,"Erva, 45cm, sépalas amarelas, pétalas amarelas com guias de néctar vináceos zebrados descendo até a base formando um círculo de coloração vinácea no centro da flor. Estiletes amarelos e estames septais; Campo Rupestre, campo geral arenoso.",NA,NA,NA,"(Klatt) Benth. & Hook.","Arruda, I A C","Minas Gerais","Itutinga","Serra do Pombeiro porção Sul","-44.707389","-21.3815","106","106",NA,NA,NA,NA,NA,"2017","01","-44.707389","-21.3815",NA,NA,NA,NA,NA,NA
"510","2017-11-24 14:11:02-02","UFLA","ESAL","1608","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Heringer, EP","119",NA,NA,NA,NA,"Brasil",NA,NA,"; ; ;",NA,NA,NA,"(Klatt) Benth. & Hook.","Comp. Heringer","Minas Gerais","Manhuaçu",NA,"-42.0335998535156","-20.2581005096436",NA,NA,NA,NA,NA,"32626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2019-12-19 11:19:03-03","UFG","UFG","49569","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sartin, R.D.; Moraes, M.G.; Ribeiro, R.C.J.F. & Silva, T.M.","362","2012","05","03",NA,"Brasil",NA,NA,NA,"UFG0049569",NA,NA,"(Klatt) Benth. & Hook.f.","Teles, A.M.","Goiás","Mossâmedes",NA,"-50.2150001525879","-16.1266994476318",NA,NA,"UFG0049569",NA,NA,"30139","auto","2012","05",NA,NA,"01",NA,NA,NA,NA,NA
"512","2019-12-19 11:19:03-03","UFG","UFG","7466","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.","7402","1972","01","04",NA,"Brasil",NA,NA,"Úmido, 80 cm. Corola alaranjada.","UFG0007466",NA,NA,"(Klatt) Benth. & Hook.f.","Chukr, N.S.","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,"UFG0007466",NA,NA,"44724","auto","2010","07",NA,NA,"28",NA,NA,NA,NA,NA
"513","2019-12-19 11:19:03-03","UFG","UFG","15838","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ferreira, H.D.","2666","2011","02","21",NA,"Brasil",NA,NA,"Cerrado.","UFG0015838",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Paraúna","Serra das Galés","-50.448600769043","-16.9477996826172",NA,NA,"UFG0015838",NA,NA,"62630","auto","2011","02",NA,NA,"21",NA,NA,NA,NA,NA
"514","2019-12-19 11:19:03-03","UFG","UFG","5085","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; Barbosa, A.","4948","2011","02","21",NA,"Brasil",NA,NA,"Herbáceo. Corola amarela.","UFG0005085",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Caldas Novas","Serra de Caldas Novas","-48.625","-17.74169921875",NA,NA,"UFG0005085",NA,NA,"36612","auto","2011","02",NA,NA,"21",NA,NA,NA,NA,NA
"515","2019-12-19 11:19:03-03","UFG","UFG","18863","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Gomes-Klein, V.L.; César, R.","3175","1996","09","10",NA,"Brasil",NA,NA,"Herbácea delicada de ca. 0,30 m. de altura, crescendo no campo próximo à vereda. Flores amarelas.","UFG0018863",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Pirenópolis","Serra dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,"UFG0018863",NA,NA,"40887","auto","2011","02",NA,NA,"21",NA,NA,NA,NA,NA
"516","2019-12-19 11:19:03-03","UFG","UFG","9022","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.","8931","1973","03","28",NA,"Brasil",NA,NA,"Herbáceo. Corola amarela, 80 cm.","UFG0009022",NA,NA,"(Klatt) Benth. & Hook.f.","Chukr, N.S.","Goiás","Cristalina","Serra dos Topázios","-47.6136016845703","-16.7686004638672",NA,NA,"UFG0009022",NA,NA,"85457","auto","2010","07",NA,NA,"28",NA,NA,NA,NA,NA
"517","2019-12-19 11:19:03-03","UFG","UFG","7361","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.","7294","1971","12","13",NA,"Brasil",NA,NA,"Cerrado. Corola amarela. 1 metro.","UFG0007361",NA,NA,"(Klatt) Benth. & Hook.f.","Chukr, N.S.","Goiás","Formoso","Serra Grande","-48.8819007873535","-13.6535997390747",NA,NA,"UFG0007361",NA,NA,"32129","auto","2010","07",NA,NA,"28",NA,NA,NA,NA,NA
"518","2019-12-19 11:19:03-03","UFG","UFG","12643","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; et al.","132","1988","04","19",NA,"Brasil",NA,NA,"Campo cerrado.","UFG0012643",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Goianésia",NA,"-49.05","-15.066667",NA,NA,"UFG0012643",NA,NA,NA,NA,"2011","02","-49.05","-15.066667","21",NA,NA,NA,NA,NA
"519","2020-12-07 12:15:10-03","UFG","UFG","67112","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Diniz-Neres, D.O.; et al.","64","2015","02","16",NA,"Brasil",NA,NA,"Subarbusto ca. de 1,0 metro de altura, com flor amarelo ouro. Campo rupestre.","UFG0067112",NA,NA,"(Klatt) Benth. & Hook.f.",NA,"Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.495056","-13.942583","1469","1469",NA,NA,NA,NA,NA,NA,NA,"-47.495056","-13.942583",NA,NA,NA,NA,NA,NA
"520","2019-12-19 11:19:03-03","UFG","UFG","27883","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; et al.","12674","2005","01","14",NA,"Brasil",NA,NA,"Erva de 20 cm de altura, corola amarela.","UFG0027883",NA,NA,"(Klatt) Benth. & Hook.f.","Ferreira, H.D.","Goiás","Goiandira",NA,"-48.135556","-18.011944","1000","1000","UFG0027883",NA,NA,NA,NA,"2005","01","-48.135556","-18.011944","14",NA,NA,NA,NA,NA
"521","2019-12-19 11:19:03-03","UFG","UFG","28168","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; et al.","12953","2005","04","25",NA,"Brasil",NA,NA,"Cerrado. Erva de 60 cm de altura, corola amarela, na base da corola manchas amarronzadas. Monocotiledôneas.","UFG0028168",NA,NA,"(Klatt) Benth. & Hook.f.","Ferreira, H.D.","Goiás","Catalão",NA,"-47.700944","-18.046944","1000","1000","UFG0028168",NA,NA,NA,NA,"2005","04","-47.700944","-18.046944","25",NA,NA,NA,NA,NA
"522","2019-12-19 11:19:03-03","UFG","UFG","29201","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Paula-Souza, J.; et al.","3980","2011","02","21",NA,"Brasil",NA,NA,"Erva, flores amarelas com centro castanho.","UFG0029201",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Caiapônia",NA,"-51.769167","-17.076944","715","715","UFG0029201",NA,NA,NA,NA,"2011","02","-51.769167","-17.076944","21",NA,NA,NA,NA,NA
"523","2019-12-19 11:19:03-03","UFG","UFG","46706","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Walter, B.M.T.; et al.","5016","2002","02","14",NA,"Brasil",NA,NA,"Erva ereta, fruto imaturos verdes.","UFG0046706",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Minas Gerais","Cabeceira Grande",NA,"-47.309444","-16.0375","850","850","UFG0046706",NA,NA,NA,NA,"2010","11","-47.309444","-16.0375","12",NA,NA,NA,NA,NA
"524","2019-12-19 11:19:03-03","UFG","UFG","61208","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Cordeiro, J.; et al.","4892","2013","04","16",NA,"Brasil",NA,NA,"Erva ereta 1m; com fruto. Vereda.","UFG0061208",NA,NA,"(Klatt) Benth. & Hook.f.","Larocca, P.","Goiás","Cavalcante","Serra do Tombador","-47.798611","-13.676111","913","913","UFG0061208",NA,NA,NA,NA,"2013","07","-47.798611","-13.676111","02",NA,NA,NA,NA,NA
"525","2019-12-19 11:19:03-03","UFG","UFG","2195","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; Barbosa, A.","3080","1968","12","08",NA,"Brasil",NA,NA,"Herbáceo. Fruto.","UFG0002195",NA,NA,"(Klatt) Benth. & Hook.f.","Chukr, N.S.","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,"UFG0002195",NA,NA,"25250","auto","2010","08",NA,NA,"27",NA,NA,NA,NA,NA
"526","2019-12-19 11:19:03-03","UFG","UFG","8490","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.","8453","1972","10","18",NA,"Brasil",NA,NA,"Campo. Herbáceo, corola amarela com raiz.","UFG0008490",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Jataí",NA,"-51.7144012451172","-17.8813991546631",NA,NA,"UFG0008490",NA,NA,"75073","auto","2011","02",NA,NA,"21",NA,NA,NA,NA,NA
"527","2019-12-19 11:19:03-03","UFG","UFG","23039","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.; et al.","11115","1994","03","17",NA,"Brasil",NA,NA,"Campo cerado, 90 cm. Corola amarela.","UFG0023039",NA,NA,"(Klatt) Benth. & Hook.f.","Dantas-Queiroz, M.V.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,"UFG0023039",NA,NA,"30139","auto","2011","02",NA,NA,"21",NA,NA,NA,NA,NA
"528","2019-12-19 11:19:03-03","UFG","UFG","46569","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sardin, R.D.; et al.","362","2012","05","03",NA,"Brasil",NA,NA,"Ervas com flores eretas, cilíndricas, brácteas da inflorescência pardas, frutos jovens verdes.","UFG0046569",NA,NA,"(Klatt) Benth. & Hook.f.","Sartin, R.D.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,NA,NA,"30139","auto","2012","05",NA,NA,"30",NA,NA,NA,NA,NA
"529","2019-12-19 11:19:03-03","UFG","UFG","49564","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Sartin, R.D.; et al.","356","2012","05","03",NA,"Brasil",NA,NA,"Ervas, folhas cilíndricas, verde-claro, brácteas da infl. pardas, frutos jovens verde-escuro.","UFG0049564",NA,NA,"(Klatt) Benth. & Hook.f.","Sartin, R.D.","Goiás","Mossâmedes","Reserva Biológica da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,"UFG0049564",NA,NA,"30139","auto","2012","05",NA,NA,"30",NA,NA,NA,NA,NA
"530","2019-12-19 11:19:03-03","UFG","UFG","8899","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rizzo, J.A.","8784","1973","02","15",NA,"Brasil",NA,NA,"Lugar úmido. Corola amarelada, 60 cm.","UFG0008899",NA,NA,"(Klatt) Benth. & Hook.f.","Chukr, N.S.","Goiás","Cristalina","Serra dos Topázios","-47.6136016845703","-16.7686004638672",NA,NA,"UFG0008899",NA,NA,"85457","auto","2010","07",NA,NA,"28",NA,NA,NA,NA,NA
"531","2019-06-10 10:10:54-03","FZB-BH","BHZB","10876","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rezende, S.G et al.","4634","2014","07","02",NA,"Brasil",NA,NA,"Com duplicata.",NA,NA,NA,NA,"Meyer, P.B.","MG","Ouro Preto","Distrito de Miguel Burnier, Mina da Gerdau.","-43.801944","-20.44","1200","1200",NA,NA,NA,NA,NA,"2014","08","43W 48' 07","20S 26' 24","02",NA,NA,NA,NA,NA
"532","2019-06-10 10:10:54-03","FZB-BH","BHZB","9808","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Nogueira, A.C.O.",NA,"2012","09","11",NA,"Brasil",NA,NA,"Etno 36 Outro coletor : Alvaro A. Domingos <ll>dwc_commonname:</ll> Piretro",NA,NA,NA,NA,NA,"MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","2019-06-10 10:10:54-03","FZB-BH","BHZB","2235","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Rezende, S.G et al.",NA,"1999","08","10",NA,"Brasil",NA,NA,"Juquinha. <ll>dwc_commonname:</ll> Ruibarbo do campo ; junquilho do campo",NA,NA,NA,NA,"Carvalho, M.G.","MG","Santana do Riacho","Serra do Cipó","-43.553056","-19.257778","1326","1326",NA,NA,NA,NA,NA,"2001","06","43W 33' 11","19S 15' 28","28",NA,NA,NA,NA,NA
"534","2019-06-10 10:10:54-03","FZB-BH","BHZB","2892","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ordones, J.","708","2001","02","16",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"MG","Catas Altas","Caraça/ Bocaína","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","2019-06-10 10:10:54-03","FZB-BH","BHZB","5533","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Silveira, V.M. et al.","92","1998","09","20",NA,"Brasil",NA,NA,"Doação BHCB 44.022. Coord: 20°06' S 43°59' W. Alt.: 1400m. Folha saindo na base da haste e flor marrom-alaranjada no ápice da mesma. Outros coletores: Silveira, F.Emprestimo de duplicata para Herbário SPF em março 2014.",NA,NA,NA,NA,NA,"MG","Brumadinho","Serra, da Moeda","-43.983333","-20.1","1400","1400",NA,NA,NA,NA,NA,NA,NA,"43W 59'","20S 06'",NA,NA,NA,NA,NA,NA
"536","2019-06-10 10:10:54-03","FZB-BH","BHZB","9867","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ordones, J. et al.","2147","2013","01","29",NA,"Brasil",NA,NA,"Bulbo rosado internamente. Coletada em flor às 15:04.Ponto103 63500 7895005 1355 m , Doação de duplicata para Herbário MG em Março de 2014.Doação de duplicata para Herbário SPF em março 2014.",NA,NA,NA,NA,"confirmada por A.Gil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.717222","-19.033056","1355","1355",NA,NA,NA,NA,NA,NA,NA,"43W 43' 02","19S 01' 59",NA,NA,NA,NA,NA,NA
"537","2020-09-12 05:00:02-03","US","US","1779939","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","J. M. Pires & N. T. Silva","19905","1963","4","26","South America - Neotropics","Brazil",NA,NA,NA,"US01327795",NA,"Liliales",NA,NA,"Distrito Federal","Brasília","Entre Brasília e zona do Calcáreo.","-47.9296989440918","-15.7797002792358",NA,NA,"US01327795_01",NA,NA,"70570","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"538","2020-09-12 05:00:02-03","US","US","1593605","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin, E. Onishi, S. F. Fonseca, R. Souza, R. G. P. Santos & J. Ramos","4102","1970","2","4","South America - Neotropics","Brazil",NA,NA,NA,"US01327808",NA,"Liliales",NA,NA,"Minas Gerais",NA,"ca. 7 km W of Paracatú",NA,NA,NA,NA,"US01327808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"539","2020-09-12 05:00:02-03","US","US","2986404","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","L. Smith, F. Segadas-Vianna, W. A. Egler, A. Magnanini, S. L. O. Silva & W. T. Ormond","15930","1962","5","2","South America - Neotropics","Brazil",NA,NA,NA,"US01327815",NA,"Liliales",NA,NA,"Minas Gerais","Jaboticatubas","Três Barras, 50km ao norte de Lagoa Santa","-43.67","-19.42",NA,NA,"US01327815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"540","2020-09-12 05:00:02-03","US","US","2270433","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","J. H. Kirkbride","7968","1980","10","15","South America - Neotropics","Brazil",NA,NA,NA,"US01327787",NA,"Liliales",NA,NA,"Distrito Federal","Brasília","Perto de DF 18, ca 11km este de BR 251.","-47.47","-16.02","980",NA,"US01327787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"541","2020-09-12 05:00:02-03","US","US","2791521","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. R. Anderson","17267","1973","3","5","South America - Neotropics","Brazil",NA,NA,NA,"US01327776",NA,"Liliales",NA,NA,"Goiás",NA,"20 Km by road N of Alto Paraíso",NA,NA,NA,NA,"US01327776_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"542","2020-09-12 05:00:02-03","US","US","2820316","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","J. M. Pires","14699","1964","6","19","South America - Neotropics","Brazil",NA,NA,NA,"US01327814",NA,"Liliales",NA,NA,"Minas Gerais","Três Marias","João Pinheiro","-45.24169921875","-18.2063999176025",NA,NA,"US01327814_01",NA,NA,"54667","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"543","2020-09-12 05:00:02-03","US","US","3319307","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","-- Gates & G. F. Estabrook","2162","1979","1","24","South America - Neotropics","Brazil",NA,NA,NA,"US01327774",NA,"Liliales",NA,NA,"Goiás","Alto Paraíso de Goiás","5 km N e O de Alto Paraíso, Chapada dos Veadeiros","-47","-14","1600",NA,"US01327774_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"544","2020-09-12 05:00:02-03","US","US","2579290","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","G. M. Felippe","11072","1961","10","8","South America - Neotropics","Brazil",NA,NA,NA,"US01327800",NA,"Liliales",NA,NA,"Minas Gerais","Caeté","Fazenda Geriza","-43.7","-19.95","950",NA,"US01327800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"545","2020-09-12 05:00:02-03","US","US","2843148","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonseca","24220","1969","3","10","South America - Neotropics","Brazil",NA,NA,NA,"US01327778",NA,"Liliales",NA,NA,"Goiás",NA,"Chapada dos Veadeiros. Ca. 20 km south of Cavalcante",NA,NA,NA,NA,"US01327778_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"546","2020-09-12 05:00:02-03","US","US","1660441","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. Thomas, J. Guedes & R. P. Lima","6157","1985","10","4","South America - Neotropics","Brazil",NA,NA,NA,"US01327796",NA,"Liliales",NA,NA,"Mato Grosso","Sinop","Serra formosa along BR-080, 65 km E of jcy. with BR-163","-54.43","-10.45",NA,NA,"US01327796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"547","2020-09-12 05:00:02-03","US","US","2915294","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","G. M. Felippe","2945","1962","9","13","South America - Neotropics","Brazil",NA,NA,NA,"US01327799",NA,"Liliales",NA,NA,"São Paulo","Itirapina","5km da rodovia Washington Luiz, na estrada Itirapina-Rio Claro.","-47.8199996948242","-22.25",NA,NA,"US01327799_01",NA,NA,"22843","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"548","2020-09-12 05:00:02-03","US","US","3076042","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin, S. F. Fonseca, R. Souza, R. G. P. Santos & J. Ramos","377","1970","3","24","South America - Neotropics","Brazil",NA,NA,NA,"US01327806",NA,"Liliales",NA,NA,"Minas Gerais",NA,"Serra do Espinhaço. Campo, cerrado on outcrops, and wooded valley, ca. 3km N of São João da Chapada.",NA,NA,NA,NA,"US01327806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"549","2020-09-12 05:00:02-03","US","US","2554038","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","A. Macedo","134","1951","1","15","South America - Neotropics","Brazil",NA,NA,NA,"US01327818",NA,"Liliales",NA,NA,"Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"US01327818_01",NA,NA,"60318","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"550","2020-09-12 05:00:02-03","US","US","3406302","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","H. S. Irwin, E. Onishi, S. F. Fonseca, R. Souza, R. G. P. Santos & J. Ramos","2852","1970","1","21","South America - Neotropics","Brazil",NA,NA,NA,"US01327777",NA,"Liliales",NA,NA,"Goiás",NA,"Contraforte Central. Ca. 25 km NE of Catalão",NA,NA,NA,NA,"US01327777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"551","2020-09-12 05:00:02-03","US","US","3007942","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","M. L. M. Azevedo & D. Alvarenga","1924","1990","5","16","South America - Neotropics","Brazil",NA,NA,NA,"US01327785",NA,"Liliales",NA,NA,"Distrito Federal",NA,"Área do Cristo Redentor, campo limpo.",NA,NA,NA,NA,"US01327785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
