"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"454","2009-07-31 17:16:00-03","MO","MOBOT","3036914","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 20137","1968","2","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.E. Ravenna","Minas Gerais",NA,"Campo sloopes. Steep sandy slopes wit sandstone outcrops at summit, Serra do Cipó,( ca. 145 km N. of Belo Horizonte)",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2008-05-27 22:02:00-03","MO","MOBOT","3036986","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 26031","1970","2","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna",NA,NA,"Campo slopes with widely scattered shrubs and low trees, ca. 7 km W of Paracatú.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2011-06-08 12:29:00-03","MO","MOBOT","3037042","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","David J.N. Hind","Hind 50904","1992","1","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","D.C.Zappi","Bahia",NA,"Mun, Abaira: Campo de Ouro Fino (baixo). Entre rochas. Fotos.",NA,NA,"1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2008-05-27 22:02:00-03","MO","MOBOT","3037333","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 25006","1970","1","21","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna",NA,NA,"Stony pastured campo on gentle slopes, ca. 25 km N.E. of Catalão.",NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","3037345","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 16425","1966","6","1","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.E. Ravenna",NA,NA,"Wet campo between gallery and cerrado, ca. 84 km N. of Xavantina, Mato Grosso.",NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2019-10-30 04:39:00-03","MO","MOBOT","3037432","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 15093","1974","1","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","B.F. Mathew","Bahia",NA,"Ca. 6km. N. of the town of Rio de Contas on road to Abaira. Dry hillside with white metamorphic crumbling rock (? talc) with low trees and shrubs, and some cerrado in valleys. Open hillside in very fine sandy soil amongst crystalline stones.","-41.78333","-13.55","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2014-08-23 05:35:00-03","MO","MOBOT","3037501","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24220","1969","3","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna",NA,NA,"Cerrado. Cerrado and brejo, ca. 20 km south of Cavalcante.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2013-02-18 11:54:00-03","MO","MOBOT","3037614","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","M.A. da Silva|A.J.V. dos Santos|Roberta C. de Mendonça|D. Alvarenga","Silva 3423","1997","10","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt",NA,"Minas Gerais",NA,"Mun. de Formoso. Parque Nacional Grande sertão veredas. Cabeceira do rio Preto. Vereda do Veado Coord. Relevo: plano.","-45.92055","-15.40555","830.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2008-05-27 22:02:00-03","MO","MOBOT","3037756","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","G. Schmeda","Schmeda 1048","1987","10","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","J.E. Henrich & P. Goldblatt","Minas Gerais",NA,"Dona Lica, Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-02-09 04:34:00-02","MO","MOBOT","3038187","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Milward de Azevedo, Michaele Alvim","Milward de Azevedo 1230","1997","11","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt",NA,"Minas Gerais",NA,"Mun. de Formoso. Parque Nacional Grande Sertão Veredas. Cerrado na estrada do Alojamento da Funatura ao lado da Vereda do Veado na nascente do Rio Preto. Solo arenoso. Relêvo: plano.","-45.91916","-15.40527","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2015-12-05 08:29:00-02","MO","MOBOT","100880360","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","D. Alvarenga","Alvarenga 687","1990","5","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo","Distrito Federal",NA,"Área do Cristo Redentor. Campo limpo, local úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"465","2011-02-17 10:58:00-02","MO","MOBOT","3038481","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19336","1968","1","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna","Goiás",NA,"Occasional. 20 km N.E. of Corumbá de Goias, near Pico dos Pirineus, Goias. Cerrado",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2012-09-13 15:27:00-03","MO","MOBOT","3038701","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Marina L. Fonseca","Fonseca 2105","1999","9","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","M.L. Fonseca, IX-","Distrito Federal",NA,"Reserva Ecológica do IBGE, brejo próximo ao Córrego Taquara; solo gleizado. Local queimado a 51 dias.","-47.85","-15.9319445","1015.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"467","2009-07-31 07:05:00-03","MO","MOBOT","3039120","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","George Eiten|Liene T. Eiten","Eiten 6913","1965","11","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","R.M. Harley",NA,NA,"Mun. de Jaboticatubas: Ca. 1/2 km below hotel,  Chapeu do Sol.","-43.6","-19.32222","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2009-07-17 14:12:00-03","MO","MOBOT","3039296","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11603","1966","1","12","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.E. Ravenna","Distrito Federal",NA,"Cerrado, summit of Chapada da Contagem, ca 10 km. E. of Brasília.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2009-06-25 13:32:00-03","MO","MOBOT","3039309","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","William R. Anderson","Anderson 6386","1973","3","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna",NA,NA,"20 km by road N of Alto Paraiso; region with cerrado on blocky sandstone hilltops, grassy, seeping slopes below with sandy soil (brejo), and steep-banked, rocky stream.",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2008-05-27 22:02:00-03","MO","MOBOT","3039685","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 12597","1966","2","11","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P. F. Ravenna",NA,NA,"Rocky slopes and wet campo, Chapada dos Veadeiros, ca. 20 km W od Veadeiros, Goias.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2008-05-27 22:02:00-03","MO","MOBOT","3039757","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 25485","1970","1","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna","Minas Gerais",NA,"Sandy and gravelly campos and cerrado on outcrops, ca. 25 km N.E. of Patrocínio",NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2013-02-18 10:23:00-03","MO","MOBOT","3040133","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","M.L.M. Azevedo|Tarciso S. Filgueiras|F.C.A. Oliveira|Roberta C. de Mendonça|E. Cardoso","Azevedo 1385","1998","7","8","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt",NA,"Minas Gerais",NA,"Mun. de Formoso; Parque Nacional Grande Sertão Veredas, ca 19.4 km. da Sede da Funatura; Estrada conhecida como Belém-Brasilia; Vegetacão: Cerrado Solo: arenoso; Relevo: plano;","-46.01","-15.31833","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2014-04-14 12:23:00-03","MO","MOBOT","3040161","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. Wayt Thomas|José Guedes|R. Pereira de Lima","Thomas 4191","1985","10","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P. Ravenna",NA,NA,"Mato Grosso: Muns. Sinop & Colider: Cerrado and adjacent cerradão forest of Serra Formosa along BRO80 65 km E of jct. with BR163. Sandstone outcrops present.","-54.43333","-10.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2012-07-26 05:16:00-03","MO","MOBOT","3040362","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","S. Splett","Splett 768","1995","2","22","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","D. Albach IV/95","Goiás",NA,"GO 118, km 174, ao norte de Alto Paraiso","-47.5","-13.76666","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2009-10-24 09:04:00-02","MO","MOBOT","3040482","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Tarciso S. Filgueiras|Fernando O. Zuloaga","Filgueiras 2038","1992","2","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","Filgueiras & Zuloaga","Goiás",NA,"Sao Gabriel, campo de Murundum.","-47.0009167","-15.0003333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2008-05-27 22:02:00-03","MO","MOBOT","3040630","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 9353","1965","10","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna","Goiás",NA,"Frequent. Campo slopes, chapada dos Veadeiros, ca. 13 km. N.W. of Veadeiros.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2009-12-11 13:42:00-02","MO","MOBOT","3040793","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin|Thomas R. Soderstrom","Irwin 7354","1964","10","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P. F. Ravenna","Goiás",NA,"Rocky slopes, ca. 50km S. of Caiaponia on road to Jataí. Locally common.",NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2008-05-27 22:02:00-03","MO","MOBOT","3040897","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 11747","1966","1","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna","Goiás",NA,"Among rocks. Campo and cerrado, sandstone summit of Serra Dourada, ca. 20 km. S.E. of Goias Velho.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2008-05-27 22:02:00-03","MO","MOBOT","3041015","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","James A. Ratter","Ratter 4526","1980","10","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","J.E. Henrich & P. Goldblatt","Goiás",NA,"mun. de Niquelandia; Companhia de Niquel Tocantins. Base de morro com afloramento de rochas lateriticas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2008-05-27 22:02:00-03","MO","MOBOT","3041159","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Howard S. Irwin","Irwin 10532","1965","11","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"Klatt","P.F. Ravenna","Minas Gerais",NA,"Cerrado and lake margin in Minas Gerais, 25 km E. of Cabeceiras (Ca. 4 km E. of Goias-Minas Gerais broder)",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2015-12-04 15:37:00-02","MO","MOBOT","100880338","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Hugh A. Weddell","Weddell 2196","1844",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo",NA,NA,"Central.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"482","2015-12-05 08:25:00-02","MO","MOBOT","100880359","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","S. Splett","Splett 711","1995","2","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo","Goiás",NA,"Serra dos Pirenéus, estrada de terra Cocalzinho-Pirenópolis, dentro do Santuário Morro Cabeludo.","-48.8833333","-15.8166667","680.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"483","2015-12-05 08:31:00-02","MO","MOBOT","100880361","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","P.M. Andrade|M.A. Lopes","Andrade 8902","1985","4","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo","Minas Gerais",NA,"UCAT Santana do Riacho.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"484","2015-12-05 08:33:00-02","MO","MOBOT","100880362","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","S. Splett","Splett 285","1994","5","29","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo","Goiás",NA,"GO 118, 15.5 km ao norte de Alto Paraiso.","-47.5","-13.7666667","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"485","2013-09-17 10:24:00-03","MO","MOBOT","1207690","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","FONSECA","FONSECA 1305","1996","11","12","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Mpio. de Alto Paraiso. Parque Nacional da Chapada dos Veadeiros. Ca. 23 km de Alto Paraiso. Cruzeiro. Solo: argilosa/arenoso. Campo limpo úmido.","-47.4938889","-13.9441666","1410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"486","2018-05-11 05:21:00-03","MO","MOBOT","3036717","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Ana M. Giulietti|C. M. Sakuragui|R.M. Harley|S. Atkins|Vinicius C. Souza","Giulietti 13737","1994","1","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)",NA,NA,"MG- Municipio de Ouro Branco. Estrada em direcáo a Ouro Preto. Mata ciliar.","-43.6166667","-20.4833333","1225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"487","2013-09-17 10:25:00-03","MO","MOBOT","3036738","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Robert Kral","Kral 75774","1988","11","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Ca. 5 kms do IBDF; solo cnaga; campo sufo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"488","2013-09-17 10:24:00-03","MO","MOBOT","3037464","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Robert R. Brooks","Brooks 132","1988","4","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Fazenda Buracão, approx. 35 km (by road) N. of Goianésia. Small sloping area of ultramafic soil/scree, grass dominated, above a field where unsuccessful attempt had been made to grow soybeans. South facing slope.Campo. Laterite, ultramafic with dunite.","-49.05","-15.0666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"489","2013-09-17 10:26:00-03","MO","MOBOT","3037615","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","W. Wayt Thomas","Thomas 5811","1988","2","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Mun. Goiás: Serra Dourada, ca 15 km E of Goiás on GO 070 from Goiânia to Goiás, at crest of Serra, several km W of jct. with road to Mossâmedes. Campo cerrado with some grazing pressure, next to campo rupestre.","-50","-16","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"490","2014-12-28 14:55:00-02","MO","MOBOT","3038189","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","F.H.F. Oldenburger|V.V. Mecenas","Oldenburger 1999","1975","12","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Distrito Federal",NA,"Near Planaltina on monument hill.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"491","2013-09-17 10:27:00-03","MO","MOBOT","3038653","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","M.G.L. Wanderley","Wanderley 1768","1988","12","1","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Moist sandy rocky campo 8 kms. S of Teresina de Goiás",NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"492","2014-11-10 19:45:00-02","MO","MOBOT","3038780","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","D. Alvarenga|B.A.S. Pereira|B.M.T. Walter|F.C.A. Oliveira","Alvarenga 739","1991","2","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Goiás",NA,"Mun. de Alto Paraiso, esttrada Alto Paraiso/ Nova Roma, adjacencias da ponte sobre o Ribeirão São Ricardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"493","2014-12-28 14:52:00-02","MO","MOBOT","3040919","PreservedSpecimen","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","F.H.F. Oldenburger|V.V. Mecenas","Oldenburger 2018","1975","12","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Klatt) Benth. & Hook. f.","J. Lovo (SPF)","Distrito Federal",NA,"Burití valley near Braslândia. Galery forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"494","2020-08-31 09:19:24-03","INPA","INPA","197631","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Kirkbride Junior, JH","3326","1980","02","07","Southern America","Brasil",NA,NA,NA,"INPA0197631","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Munhoz, CBR","Goiás",NA,"Em cima da Serra Dourada, ca. 6 km nordeste de Mossâmedes","-50.183333","-16.066667","1000","1000","INPA0197631 INPA0197631_e",NA,NA,NA,NA,"1994",NA,"-50.183333","-16.066667",NA,NA,NA,NA,NA,NA
"495","2020-08-31 09:19:24-03","INPA","INPA","206269","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Kirkbride Junior, JH","3326","1980","02","07","Southern America","Brasil",NA,NA,NA,"INPA0206269","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Munhoz, CBR","Goiás",NA,"Em cima da Serra Dourada, ca. 6 km nordeste de Mossâmedes","-50.183333","-16.066667","1000","1000","INPA0206269 INPA0206269_e",NA,NA,NA,NA,"1994",NA,"-50.183333","-16.066667",NA,NA,NA,NA,NA,NA
"496","2020-08-31 09:19:24-03","INPA","INPA","206270","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Oliveira, RS de","136","1996","06","03","Southern America","Brasil",NA,NA,NA,"INPA0206270","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Proença, CEB","Goiás",NA,"Cristalina. RPPN Linda Serra dos Topázios. Centro Oeste","-47.833333","-16.75","1030","1030","INPA0206270 INPA0206270_e",NA,NA,NA,NA,"1996","06","-47.833333","-16.75",NA,NA,NA,NA,NA,NA
"497","2020-08-31 09:19:24-03","INPA","INPA","77934","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Menezes, NL de","497","1975","11","10","Southern America","Brasil",NA,NA,NA,"INPA0077934","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Capellari, L; L.","Minas Gerais",NA,"Serra do Cipó, Km 116.",NA,NA,NA,NA,"INPA0077934 INPA0077934_e INPA0077934_e1",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2020-08-31 09:19:24-03","INPA","INPA","150682","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Thomas, WW","4191","1985","10","04","Southern America","Brasil",NA,NA,NA,"INPA0150682","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Capellari, L; L.","Mato Grosso","Sinop","Along BR080, 65km E of jct, with BR163.","-54.433333","-10.45",NA,NA,"INPA0150682 INPA0150682_e INPA0150682_e1",NA,NA,NA,NA,"2000",NA,"-54.433333","-10.45",NA,NA,NA,NA,NA,NA
"499","2020-08-31 09:19:24-03","INPA","INPA","88063","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","Hatschbach, GG","39305","1976","11","20","Southern America","Brasil",NA,NA,NA,"INPA0088063","Monocotyledon","Asparagales","(Klatt) Benth. & Hook.","Hatschbach, GG","Paraná","Arapoti","Rodovia PR-092. Campo limpo.","-49.8266983032227","-24.1578006744385",NA,NA,"INPA0088063 INPA0088063_e",NA,NA,"41852","auto","1979","06",NA,NA,NA,NA,NA,NA,NA,NA
"500","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","39051",NA,"Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","L. Kollmann; B.Schwartsburd, A.P.Fontana & P.Labiak Evangelista.","11386","2009","01","14",NA,"Brasil",NA,NA,"Erva rupícola no sol, frutos verdes.","MBML039051",NA,NA,"(Klatt) Benth. & Hook.f.","J. Gurtler/2018","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Serra de Baixo, morro lado direito na estrada para a Pedra do Elefante, afloramento rochoso. Inselbergue.","-40.4475","-18.77","300","300","MBML039051",NA,NA,NA,NA,NA,NA,"40W26'51","18S46'12",NA,NA,NA,NA,NA,NA
"501","2020-07-10 09:46:31-03","MBML","MBML-HERBARIO","44861",NA,"Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","A. M. Assis; M. D. S. Demuner & M. B. Redighieri","2488","2010","04","26",NA,"Brasil",NA,NA,"Rupícola, flores amarelas","MBML044861",NA,NA,"(Klatt) Benth. & Hook.f.","J. Gurtler/2018","Espírito Santo","Nova Venécia","APA Pedra do Elefante","-40.457611","-18.767","630","630","MBML044861",NA,NA,NA,NA,NA,NA,"40W27'27,4","18S46'1,2",NA,NA,NA,NA,NA,NA
"502","2019-12-13 08:11:37-03","ICAUFMG","MCCA","1441","S","Plantae","Iridaceae","Trimezia","juncifolia","Trimezia juncifolia","BEATRIZ, E.",NA,"2016","11","16",NA,"Brasil",NA,NA,NA,"MCCA01429",NA,NA,"(Klatt) Benth. & Hook.","BEATRIZ, E.","Minas Gerais","Cristália","Fazenda Olaria","-42.8622016906738","-16.8003005981445",NA,NA,"MCCA01429",NA,NA,"30029","auto","2017","01",NA,NA,"18",NA,NA,NA,NA,NA
