"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"46","2016-10-28 15:33:00-02","NY","NYBG","00984009","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"J. Semir","4900","1977","04","08","Brazil","São Paulo","Ubatuba","Praia do Lázaro","-45.0697","-23.4303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984009","NY00984009_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"47","2016-11-01 11:28:00-02","NY","NYBG","586125","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"E. Pereira",NA,NA,NA,"Z. A. Trinta","2148","1964","12","10","Brazil","Espírito Santo","Guarapari",NA,"-40.5108","-20.6581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586125","NY00586125_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","586133","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"K. Kubitzki","81-44","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628339' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586133","NY00586133_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"49","2016-11-01 11:28:00-02","NY","NYBG","586111","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"E. Pereira","4389","1958","10","15","Brazil","Rio de Janeiro","Rio de Janeiro","Barra da Tijuca","-43.369099","-22.995332",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586111","NY00586111_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","1617747","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"H. F. A. von Eggers","5886","1889","11",NA,"Trinidad and Tobago",NA,NA,"Tobago. Ad Thomson River.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1864935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617747","NY01617747_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"51","2016-11-01 11:28:00-02","NY","NYBG","586121","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","3821","1967","01","02","Brazil","Paraná",NA,"Landward side of outermost coastal sand ridge N. of Pontal do Sul",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586121","NY00586121_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","00984034","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. P. Lewis",NA,NA,NA,"S. A. Mori","11376","1979","02","06","Brazil","Bahia","Maraú","Ponta do Mutá (Porto de Campinhos). Folha SD 24 (14-39b).","-38.9517689","-13.933734",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984034","NY00984034_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","01198079","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","B. M. Torke",NA,NA,NA,"S. C. de Sant'Ana","1043","2002","02","02","Brazil","Bahia","Porto Seguro","Praia da Taípe. Ca. de 10 km de Arraial D'Juda.","-39.0925","-16.5397222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411048' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198079","NY01198079_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","586134","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"L. Riedel","160","1832","03",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586134","NY00586134_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","586110","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. P. Lewis",NA,NA,NA,"R. M. Harley","18025","1977","01","17","Brazil","Bahia",NA,"Between Alcobaça and Caravelas, on the BA 001 highway. 23km S of Alcobaça, not far from coast","-39.25","-17.73",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586110","NY00586110_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","586114","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","A. M. V. de Carvalho",NA,NA,NA,"L. Riedel","540","1829","12",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586114","NY00586114_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"57","2016-11-01 11:28:00-02","NY","NYBG","586127","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"Graziela",NA,NA,NA,"R. P. Belém","2161","1966","05","11","Brazil","Bahia","Itacaré",NA,"-38.9967","-14.2778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586127","NY00586127_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"58","2016-09-29 23:17:00-03","NY","NYBG","00983984","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"J. S. Blanchet","976","1831",NA,NA,"Brazil","Bahia",NA,"In Brasilia intratropica circa Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983984",NA,"South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"59","2016-09-30 08:12:00-03","NY","NYBG","1617744","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"W. E. Broadway","3669","1910","06","01","Trinidad and Tobago",NA,NA,"Tobago. Balfour Bay, Scarborough.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1864932' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617744","NY01617744_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","02634384","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"J. N. Rose","20266","1915","07","17","Brazil","Rio de Janeiro",NA,"Island of Coco, Rio de Janeiro Bay",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2938734' target='other'> <mi>dwc_moreinfo</mi></a>","NY02634384","NY02634384_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"61","2016-09-30 08:13:00-03","NY","NYBG","1617803","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"E. K. Ramcharan","307","1977","11","04","Trinidad and Tobago",NA,NA,"Trinidad. 46 1/2 mp Manzanilla - Mayaro.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1865413' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617803","NY01617803_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","586130","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","14079","1966","03","22","Brazil","Paraná","Antonina","Ponta da Pita","-48.7117","-25.4286",NA,NA,"3","3","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586130","NY00586130_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","1617802","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"C. E. O. Kuntze","764","1874","04",NA,"Trinidad and Tobago",NA,NA,"Trinidad",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1865412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01617802","NY01617802_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"64","2016-09-30 05:27:00-03","NY","NYBG","01304143","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"P. B. Cavalcante","2946","1974","07","02","Brazil","Pará","São Domingos do Capim","Rio Capim","-47.75","-2.333333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642906' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304143","NY01304143_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"65","2016-11-01 11:28:00-02","NY","NYBG","586106","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"M. T. K. Arroyo",NA,NA,NA,"E. Santos","1599","1963","02","14","Brazil","Espírito Santo","Vila Velha","Praia da Costa","-40.2922","-20.3297",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586106","NY00586106_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","586113","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","21398","1969","04","23","Brazil","Paraná","Paranaguá","Baía de Paranaguá, Piaçagueras","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586113","NY00586113_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","586101","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. M. Barroso",NA,NA,NA,"B. D. Sucre","2614","1968","03","31","Brazil","Rio de Janeiro",NA,"Ilha Siri Pestana, Baía de Sepetiba","-43.916455","-22.978385",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586101","NY00586101_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"68","2016-11-01 11:28:00-02","NY","NYBG","586102","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,NA,NA,NA,NA,"C. Farney","2660","1991","07","05","Brazil","Bahia","Nova Viçosa","Rio Pau Alto","-39.3717","-17.8919",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586102","NY00586102_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"69","2016-11-01 11:28:00-02","NY","NYBG","586122","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"R. O. Vanni",NA,NA,NA,"A. Krapovickas","43743","1991","01","24","Brazil","Santa Catarina","Navegantes","Entre Navegantes y Gravata","-48.6542","-26.8992",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586122","NY00586122_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","01304141","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","R. S. Cowan",NA,NA,NA,"G. T. Prance","21635","1974","08","13","Brazil","Amazonas",NA,"Manaus-Caracarai road, km. 115, Rio Urubu.","-60.0291681","-1.9809959",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1642898' target='other'> <mi>dwc_moreinfo</mi></a>","NY01304141","NY01304141_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","00983985","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","F. C. Hoehne",NA,NA,NA,"F. C. Hoehne","29614","1932","05","16","Brazil","São Paulo",NA,"Guarujá, Santos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983985","NY00983985_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"72","2016-11-01 11:28:00-02","NY","NYBG","586104","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum",NA,"J. G. Kuhlmann",NA,NA,NA,"J. G. Kuhlmann","s.n.","1927","10","11","Brazil","Rio de Janeiro","Rio de Janeiro","Praia da Gávea","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586104","NY00586104_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","586123","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","O. Handro",NA,NA,NA,"O. Handro","s.n.","1947","02",NA,"Brazil","São Paulo","Mongaguá","Praia Grande","-46.502069","-24.003914",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=628302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00586123","NY00586123_01","South America","sheet",NA,"Magnoliophyta","Fabales",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","26285","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Silva, S.M.","1997","02",NA,"Jaster, C.",NA,"1996","12","17","Brasil","Paraná","Ilha dos Currais",NA,NA,NA,"9999","9999",NA,NA,"Arbusto de flores creme","BOTU026285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","30125","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Leitão Filho, H.","14452","1983","01","19","Brasil","São Paulo","Itirapina",NA,NA,NA,"9999","9999",NA,NA,"Árvore de 12 m de altura, flores com sépalas roxas e cálice verde-claro","BOTU030125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","7143","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Sartori, A.",NA,NA,NA,"Castellani, M.R.","28","1979","11","02","Brasil","São Paulo","Peruibe",NA,NA,NA,"9999","9999",NA,NA,"Flores com pétalas brancas","BOTU007143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","19112","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"Amaral Jr., A.","20","1993","03","15","Brasil","São Paulo","Ubatuba",NA,NA,NA,"9999","9999",NA,NA,"Arbustode + ou - 2,5 m de altura, flores arroxeadas, frutos verdes","BOTU019112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","33208","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Rizzini, C.J.",NA,NA,NA,"Occhioni, E.M.","527","1986","05","16","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia praia Grande, (final )restinga, próxima ao mangue",NA,NA,"9999","9999",NA,NA,NA,"BOTU033208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-02-18 09:29:41-03","UNESP-IBB","BOTU","10302","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Hatschbach, G.","1983",NA,NA,"Oliveira, P.I.","738","1982","12","15","Brasil","Paraná","Antonina",NA,NA,NA,"9999","9999",NA,NA,"Arbusto de 3 m de altura, flor alva","BOTU010302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 11:30:29-03","UFRJ","RFA","22227","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","J. E. Meireles",NA,NA,NA,"Cézio Pereira",NA,"1988","11","07","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"De arbusto rasteiro a arvoreta.","RFA18367",NA,NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"81","2020-06-29 11:30:29-03","UFRJ","RFA","19876","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","R. T. Queiroz",NA,NA,NA,"P. Occhioni","8762","1979","03","25","Brasil","Rio de Janeiro","Petrópolis","Serra de Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"Escandente, flor franca","RFA16677",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA
"82","2020-06-29 11:30:29-03","UFRJ","RFA","17864","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.",NA,NA,NA,NA,"D. Sucre","1789","1967","11","02","Brasil","Rio de Janeiro","Rio de Janeiro","Baía de Sepetiba, Ilha Siri Pestana","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto saxicola, escandente. Flores brancas","RFA43919",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"83","2020-06-29 11:30:29-03","UFRJ","RFA","17761","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G. M. Barroso",NA,NA,NA,"D. Sucre; P. I. S. Braga (455)","2614","1968","03","31","Brasil","Rio de Janeiro","Rio de Janeiro","Ilha Siri Pestana, Baía de Sepetiba","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto, rupícola com mais ou menos 2 m de altura, frutos ainda verdes","RFA43921",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"84","2020-06-29 11:30:29-03","UFRJ","RFA","22886","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","J.E. Meireles",NA,NA,NA,"Cézio Pereira; Fernando, Joanito","1053","1988","09","17","Brasil","Bahia","Mucuri","Margem do Rio Mucuri","-39.5508003234863","-18.0863990783691",NA,NA,NA,NA,NA,"RFA43917",NA,NA,NA,NA,NA,NA,"78440","auto",NA,NA,NA,NA,NA
"85","2020-06-29 11:30:29-03","UFRJ","RFA","17811","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","Ariane",NA,NA,NA,"D. Araújo; A. L. Peixoto (112)","242","1973","07","15","Brasil","Espírito Santo","Aracruz","Estação de Biologia Marinha Mello Leitão","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"Arbusto escandente, reliófilo crescendo a beira da praia, referente Inflorescência marrom estípulas caducas","RFA15031",NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA,NA
"86","2020-11-13 09:19:47-03","UFRJ","RFA","17852","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","H. C. de Lima",NA,NA,NA,"E.P. Heringer","14911","1976","02","12","Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Volúvel, rústica sobre ramos, fruto comprimido circular","RFA15117",NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"87","2020-11-13 09:19:47-03","UFRJ","RFA","8744","PreservedSpecimen","Plantae","Fabaceae","Dalbergia","ecastaphyllum","Dalbergia ecastaphyllum","(L.) Taub.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","17946","1967","11","23","Brasil","Paraná","Paranaguá","Caiobá, Ilha do Farol","-48.5092010498047","-25.5200004577637",NA,NA,"3","3","Arbusto, ramos longos decumbentes. Flor alva, nas pedras da orla da ilha, altura","RFA27702",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
