"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"148","2019-10-25 11:39:50-03","IECOS","HBRA","6093","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","E. Amorim, M. R. Pietrobom","2010","09","02","E. Amorim","91","2010","04","02","Brasil","Pará","Primavera","Balneário Panorama Vila Siquiriba","-48.06736111","-0.93516667","-48.06736111","-0.93516667","Margem do mangue na beira da estrada.&nf;Apoio: UFPA - Campus de Bragança",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-10-25 11:39:50-03","IECOS","HBRA","1486","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2007","07","13","U. Mehlig","381","2007","07","08","Brasil","Pará","Bragança","Península de Ajuruteua, manguezal na margem da estrada Bragança-Ajuruteua (PA-458), 2,3 km nordeste da ponte sobre o canal de maré Furo do Taici","-46.72908333","-0.95","-46.72908333","-0.95000000","Rizoma bulboso, com escamas marrons. Folhas pinadas, comprimento até 2,5 m; as pinas maiores 38,0×8,5 cm",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-10-25 11:39:50-03","IECOS","HBRA","5790","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2005","06","19","M. R. Pietrobom","6048","2005","06","19","Brasil","Amapá","Amapá","Reserva Biológica Piratuba, Fazenda Natal, boca do igarapé Natal","-49.98030556","1.24286111","-49.98030556","1.24286111","Campo periodicamente inundável, terrestre na margem do igarapé.&nf;Apoio: IBAMA-AP / Projeto ARPA.",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-25 11:39:50-03","IECOS","HBRA","3429","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2006","09","22","M. R. Pietrobom","6819","2006","06","02","Brasil","Amapá","Amapá","vila Sucuriju","-49.93255556","1.67777778","-49.93255556","1.67777778","Terrestre. Interior do mangue, atrás da Vila do Sucuriju.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-10-25 11:39:50-03","IECOS","HBRA","1760","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. P. M. Menezes","1996","11","01","M. P. M. Menezes","303","2007","11","01","Brasil","Amapá","Amapá","Sucurijú, margem do Rio Sucuriju","-49.91888889","1.68361111","-49.91888889","1.68361111","Folha com 1,75 m; 24 folíolos por lado",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-10-25 11:39:50-03","IECOS","HBRA","1926","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","U. Mehlig","2008","03","24","U. Mehlig","505","2008","03","24","Brasil","Pará","Bonito","Pantano norte da estrada PA-316 Capanema-Santa Maria do Pará, aprox. 3,5 km sudoeste da cidade de Capanema","-47.20616667","-1.22475","-47.20616667","-1.22475000","Duplicatas de 5 indivíduos diferentes, cada um com uma fronde fértil. Rizoma em forma de tronco ereto, altura até 0,8 m. Ráquis até 3,2 m, pinas 37×5 cm. Pinas basais estéreis, com excepção de um indivíduo com todas as pinas férteis",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-10-25 11:39:50-03","IECOS","HBRA","6120","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","E. Amorim, M. R. Pietrobom","2010","04","15","E. Amorim","118","2010","04","02","Brasil","Pará","Quatipuru",NA,"-47.03677778","-0.97941667","-47.03677778","-0.97941667","Terrestre, na beira da estrada.&nf;Apoio: UFPA - Campus de Bragança",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-10-25 11:39:50-03","IECOS","HBRA","3431","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2006","09","22","M. R. Pietrobom","6821","2006","06","02","Brasil","Amapá","Amapá","vila Sucuriju","-49.93255556","1.67777778","-49.93255556","1.67777778","Terrestre. Interior do mangue, atrás da Vila do Sucuriju.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-10-25 11:39:50-03","IECOS","HBRA","3438","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2006","09","22","M. R. Pietrobom","6831","2006","06","08","Brasil","Amapá","Amapá","Escavado do Jaburu","-50.04263889","1.69988889","-50.04263889","1.69988889","Terrestre, campo herbárceo constantemente inundado por água preta.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-10-25 11:39:50-03","IECOS","HBRA","1561","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2010","10","22","M. P. M. Menezes","205","2007","07","25","Brasil","Pará","Soure","Praia do Pesqueiro, manguezal","-48.48777778","-0.65611111","-48.48777778","-0.65611111",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-10-25 11:39:50-03","IECOS","HBRA","5086","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","U. Mehlig","2011","07","14","M. J. Silva","306","2011","07","14","Brasil","Pará","Primavera","Ilha do Coco, mata secundária em terreno elevado, circundado por manguezais","-47.08666667","-0.85388889","-47.08666667","-0.85388889",NA,NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-10-25 11:39:50-03","IECOS","HBRA","5600","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2005","06","18","M. R. Pietrobom","6043","2005","06","18","Brasil","Amapá","Amapá","Reserva Biológica do Lago Piratuba, Fazenda Natal","-49.98030556","1.24536111","-49.98030556","1.24536111","Mangue de sirubal (Aviscencia germinnans), terrestre próximo da margem do igarapé.&nf;Apoio: IBAMA-AP / Projeto ARPA.",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-10-25 11:39:50-03","IECOS","HBRA","3439","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2006","09","22","M. R. Pietrobom","6832","2006","06","08","Brasil","Amapá","Amapá","Escavado do Jaburu","-50.01136111","1.70022222","-50.01136111","1.70022222","Terrestre, campo herbáceo constantemente inundado por água preta.&nf;Apoio: IBAMA-AP / ARPA / FUNBIO",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-10-25 11:39:50-03","IECOS","HBRA","5570","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom","2010","02","15","M. R. Pietrobom","8300","2010","02","15","Brasil","Pará","Soure","Ramal para a praia do pesqueiro","-48.5233001708984","-0.716666996479034",NA,NA,"Terrestre na margem do mangue.&nf;Apoio: UFPA - Campus de Bragança.",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,"69952","auto",NA,NA,NA,NA
"162","2019-10-25 11:39:50-03","IECOS","HBRA","5578","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","M. R. Pietrobom, D. P. O. Lima","2010","11","23","D. P. O. Lima","92","2010","11","23","Brasil","Pará","Augusto Corrêa","Vila próximo ao rio Arapapucu","-46.66277778","-1.00311111","-46.66277778","-1.00311111","Terrestre na margem do mangue próximo ao rio Arapapucu.",NA,NA,NA,NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-20 14:18:03-03","UFOPA","HSTM","14325","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Aona, L.Y.S.; Costa, G.; Souza, E.H.; Vitório, C.D.P.; Fonseca, W.O.","5321","2019","04","24","Brasil","Bahia","Ilhéus","Manguezal.","-39.035556","-14.797222","39º2'8''W","14º47'50''S",NA,"HSTM014325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-03-24 17:09:50-03","UFES","SAMES","5850","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Coelho,R.","2013",NA,NA,"Coelho,R.; Costa,G.G.","287","2013","03","11","Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Área brejosa.","-40.2132987976074","-18.3703002929688","-403602778.0","-186175000.0","Planta terrestre. Habitat: Mata de Tabuleiro","SAMES05850",NA,NA,NA,NA,NA,NA,NA,NA,"28525","auto",NA,NA,NA,NA
"165","2020-08-06 19:03:09-03","UFJF","CESJ","73130","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","V.A.O. Dittrich","2020","03",NA,"L.Y.S. Aona; G.Costa; E.H. Souza; C.D.P. Vitório; W.O. Fonseca","5321","2019","04","24","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,"Manguezal.","CESJ073130",NA,"Polypodiopsida",NA,"América do Sul",NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA
"166","2020-07-09 10:04:59-03","UFS","ASE","28324","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Farias, MCV; Santos, E; Costa, AF; Saka, MN","329","2013","04","11","Brasil","Sergipe","Riachão do Dantas","Fazenda de Zezé Rocha","-37.694056","-11.047111","-37.694056","-11.047111","Mata de transição .","ASE0032620","ASE0032620","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-07-09 10:04:59-03","UFS","ASE","10173","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Costa, SM","2008","01",NA,"Costa, SM","257","2008","11","09","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda do Caju (EMBRAPA)","-37.310278","-10.998333","-37.310278","-10.998333","Erva, com até 2,5m&nf;Folíolos férteis somente no ápice da fronde; frequente.; Erva, com até 2,5m&nf;Folíolos férteis somente no ápice da fronde; frequente.; Área de transição entre restinga e mangue, solo encharcado escuro.","ASE0025764","ASE0025764","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-07-09 10:04:59-03","UFS","ASE","15840","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Silva, ACC","2014","01","15","Santos, LAS; Nascimento - Júnior, JE; Carregosa, T","81","2010","02","08","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana","-37.315","-10.758056","-37.315","-10.758056","Mata.","ASE0022524","ASE0022524","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-07-09 10:04:59-03","UFS","ASE","18075","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Gomes, LA","2010","08","06","Prata, AP; Loiola, MIB; Gomes, LA; Santos, E","2301","2010","08","05","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Entrada da mata. Campus úmidos. Solo areno-argiloso.","-37.424444","-11.381111","-37.424444","-11.381111","Erva ca. 2cm. Folíolos férteis no ápice da fronde.; Erva ca. 2cm. Folíolos férteis no ápice da fronde.; Mata Atlântica.","ASE0026410","ASE0026410","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-07-09 10:04:59-03","UFS","ASE","28236","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Silva, ACC","2014","01","15","Déda, RM; Freire, GS; Matos, GMA","215","2013","01","17","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Mata do Dr. João","-37.645278","-10.879639","-37.645278","-10.879639","Folha maior com cerca de 1,5 m. Com frondes férteis.","ASE0032315","ASE0032315","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-07-09 10:04:59-03","UFS","ASE","28502","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Barbosa, P","2013","08","09","Prata, AP; Barbosa, P; Santos, E","3482","2012","12","05","Brasil","Sergipe","Carmópolis","Próximo à Estação Oiteirinho, Proximidades do Fosso CP13.","-36.988611","-10.648333","-36.988611","-10.648333","Samambaia, aprox. 2m de alt. Esporângios castanhos-ferrugíneos. Solo encharcado. UTM: 721805E, 8822015W.; Mata Atlântica.","ASE0000003","ASE0000003","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-07-09 10:04:59-03","UFS","ASE","30936","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Gastaldi, AB","2013","12","05","Gastaldi, AB; Silva, MM","1","2013","09","18","Brasil","Santa Catarina","Joinville","Vigorelli","-48.5043","-26.1816","-48.5043","-26.1816",NA,"ASE0002393","ASE0002393","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-01-20 12:21:48-03","UFS","ASE","42577","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Andrade, MFB","2020","01","31","Andrade, MFB","37","2020","01","31","Brasil","Sergipe","Macambira","Cachoeira de Macambira, Margem da cachoeira","-37.589927","-10.686195","-37.589927","-10.686195","Planta anfíbia, com cerca de 2 metros de altura. Soros acrosticoide na superfície abaxial.; Caatinga.","ASE0044059",NA,"Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-01-20 12:21:48-03","UFS","ASE","42578","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Andrade, MFB","2020","02","21","Andrade, MFB","38","2020","02","21","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto, Em uma área alagada, próximo ao manguezal","-37.42213","-11.39628","-37.42213","-11.39628","Planta terrícola, abundante. Cerca de 2 metros de altura. Soros acrosticoide na superfície abaxial.; Mata Atlântica.","ASE0044060",NA,"Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-07-09 10:04:59-03","UFS","ASE","865","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Fonseca, MR","1981","04","09","Fonseca, MR","471","1981","04","09","Brasil","Sergipe","Santa Luzia do Itanhy",NA,"-37.448333","-11.350833","-37.448333","-11.350833",". . com frondes de 1-1,5m. .; . . com frondes de 1-1,5m. .","ASE0013118","ASE0013118","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-07-09 10:04:59-03","UFS","ASE","30427","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Barbosa, P","2014","03","19","Prata, AP; Barbosa, P; Santos, E","3687","2014","01","30","Brasil","Sergipe","Canindé de São Francisco","Assentamento Alto Bonito - Agrovila Boa Fé.","-37.728694","-9.729833","-37.728694","-9.729833","Pteridófita.; Aquática.; Caatinga","ASE0001870","ASE0001870","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-07-09 10:04:59-03","UFS","ASE","38531","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Silva, KC","2016","08","21","Silva, KC; Fabricante, JR","5","2016","08","11","Brasil","Sergipe","Macambira","Cachoeira da Jacoca., ambiente lentico, águas turvas.","-37.3521","-10.4107","-37.3521","-10.4107","Anfíbia. 2 m. Esporos com material reprodutivo na parte abaxial das folhas. Folhas lineares esverdeada.; Mata Atlântica.","ASE0039926",NA,"Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-07-09 10:04:59-03","UFS","ASE","37739","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Lopes, MT","2016","09","27","Lopes, MT; Fabricante, JR","9","2016","09","15","Brasil","Sergipe","São Domingos","Rio Vaza-Barris, Ambiente lótico pedregoso - 5m largura; 0,4m profundidade - Vegetação ciliar preservada.","-37.3443","-10.5015","-37.3443","-10.5015","Anfíbia. Eesporos na face abaxial. Folhas composta, opostas.; Caatinga/Mata Atlântica","ASE0038817","ASE0038817","Monilophyta","Polypodiales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:43:56-03","UNICAMP","UEC","181943","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cruz, MV","2014","02","13","Cruz, MV; Mori, GM","5CNN","2014","02","13","Brazil","São Paulo","Cananéia","Próximo à Rod. BR-478","-47.966528","-24.983472","-47.966528","-24.983472","Planta de aprox. 0,5m de altura; Manguezal/Restinga","UEC078519","UEC078519","Pteridophyta",NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:43:56-03","UNICAMP","UEC","181945","S","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Cruz, MV","2014","08","23","Cruz, MV; Mori, GM","1LGN","2014","08","23","Brazil","Santa Catarina","Laguna","Na estrada que liga a Rod. Gov. Mário Covas a Ribeirão Pequeno","-48.891139","-28.495528","-48.891139","-28.495528","Planta de 1,0m de altura, num aglomerado de muitos indivíduos; Manguezal/Restinga","UEC078517","UEC078517","Pteridophyta",NA,NA,NA,"12","12",NA,NA,NA,NA,NA,NA,NA
"181","2019-11-19 14:09:01-03","UFRPE","PEUFR","43769","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","S. Xavier",NA,NA,NA,"S.S. Lira; et al","609","2003","04","10","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá","-35.095","-8.714444","35°05'42''W","8°42'52''S","Erva com ca. de 1,6m de alt., folhas férteis ferrugíneas no ápice","PEUFR043769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-19 14:09:01-03","UFRPE","PEUFR","8720","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","I. Pontual","1987","09","08","J. D'Arc; CV. Silva; T. Duarte",NA,"1987","09","08","Brasil","Pernambuco","Ilha de Itamaracá","Manguezal de Vila Velha",NA,NA,NA,NA,"Espécie marginal na linha de transição","PEUFR008720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-19 14:09:01-03","UFRPE","PEUFR","8802","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","J. D'Arc e C. de Paula","1988","09","26","J. D'Arc; C. de Paula",NA,"1988","09","14","Brasil","Pernambuco","Ilha de Itamaracá","Manguezal de Vila Velha",NA,NA,NA,NA,"Material estéril","PEUFR008802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-19 14:09:01-03","UFRPE","PEUFR","10378","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"L.C. Gomes",NA,"1988","11","21","Brasil","Pernambuco","Igarassu","Nova Cruz","-34.9063987731934","-7.83416986465454",NA,NA,"Folhas verde claro. Planta Ornamental","PEUFR010378",NA,NA,NA,NA,NA,NA,NA,NA,"24709","auto",NA,NA,NA,NA
"185","2019-11-19 14:09:01-03","UFRPE","PEUFR","32451","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"J.R.R. Cantarelli; A.C. Sacramento; A.C. Souza","260","2000","01","26","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá","-35.1046981811523","-8.75971984863281",NA,NA,"Erva com cerca de 80cm de altura. Soros castanhos localizados nas pinas apicais","PEUFR032451",NA,NA,NA,NA,NA,NA,NA,NA,"16930","auto",NA,NA,NA,NA
"186","2020-12-21 17:47:12-03","UFPB","JPB","2009","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Pontual, I","1981","12","01","Xavier, LP","JPB2009","1949","04","04","Brasil","Paraíba","Areia",NA,"-35.691389","-6.963333","-35.691389","-6.963333","; DESC: Não hidrofita","JPB0002009","JPB0002009","Ferns","Fern","Southern America",NA,"618","618",NA,NA,NA,NA,NA,NA,NA
"187","2020-12-21 17:47:12-03","UFPB","JPB","27081","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Fernandes, I",NA,NA,NA,"Fernandes, I; Oliveira, AP","1515","2000","10","18","Brasil","Paraíba","Mamanguape","500m base de Tramataia","-35.125833","-6.838889","-35.125833","-6.838889","; HABITAT: mangue; DESC: terrícola, folha fertíl 1m de alt., pecíolo 40cm, folhas estéreis 0,64m, folha fertíl com apenas as pinas apicais ferteis","JPB0027081","JPB0027081","Ferns","Fern","Southern America",NA,"3","3",NA,NA,NA,NA,NA,NA,NA
"188","2020-04-22 16:27:21-03","UFPB","JPB","46793","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.","Gomes, LA","2010","08","06","Prata, AP; Loiola, MIB; Gomes, LA; Santos, E dos","2301","2010","08","05","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Entrada da mata. Campus úmidos. Solo areno-argiloso.","-37.424444","-11.381111","-37.424444","-11.381111","; HABITAT: Mata Atlântica.; DESC: Erva ca. 2cm. Folíolos férteis no ápice da fronde.","JPB0046793","JPB0046793","Ferns","Fern","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-06-10 21:03:07-03","UFPB","JPB","64724","PreservedSpecimen","Plantae","Pteridaceae","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gadelha Neto, PC","4264","2018","05","08","Brasil","Paraíba","Areia","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","-35.715","-6.970833","-35.715","-6.970833","; HABITAT: Floresta Ombrófila Aberta; DESC: Planta terrestre de frondes grandes com cerca de 1m, arqueadas. Lâmina subcoriácea com esporângios cobrindo densamente toda a superfície abaxial das pinas. Crescendo em área ocasionalmente a","JPB0064724",NA,"Ferns","Fern","Southern America",NA,"555","555",NA,NA,NA,NA,NA,NA,NA
