"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount","sex"
"232","2015-09-03 16:46:47-03","MNHN","RECOLNAT_MNHN_P","P01306688","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306688' target='other'> <mi>dwc_moreinfo</mi></a>","P01306688","P01306688_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1791",NA,NA
"233","2017-11-16 16:13:34-02","MNHN","RECOLNAT_MNHN_P","P01306828","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wacket",NA,"1907",NA,NA,"Brésil",NA,NA,"S. Paulo, Cubasao",NA,NA,NA,NA,"1ere feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306828' target='other'> <mi>dwc_moreinfo</mi></a>","P01306828","P01306828_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2015-09-03 16:45:47-03","MNHN","RECOLNAT_MNHN_P","P01306829","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wacket",NA,"1907",NA,NA,"Brésil",NA,NA,"S. Paulo, Cubasao",NA,NA,NA,NA,"2e feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306829' target='other'> <mi>dwc_moreinfo</mi></a>","P01306829","P01306829_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2016-10-03 14:56:24-03","MNHN","RECOLNAT_MNHN_P","P01299550","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.F.M.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299550' target='other'> <mi>dwc_moreinfo</mi></a>","P01299550","P01299550_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2016-10-03 14:56:24-03","MNHN","RECOLNAT_MNHN_P","P01299551","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.F.M.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299551' target='other'> <mi>dwc_moreinfo</mi></a>","P01299551","P01299551_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2013-09-04 16:31:51-03","MNHN","RECOLNAT_MNHN_P","P00622019","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Martius, C.F. von",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622019' target='other'> <mi>dwc_moreinfo</mi></a>","P00622019","P00622019_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"365",NA,NA
"238","2013-09-06 11:21:53-03","MNHN","RECOLNAT_MNHN_P","P00622020","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.","Cremers",NA,NA,NA,"Leprieur",NA,"1837","12",NA,"Guyane",NA,NA,"Marais salés autour de Cayenne où il est fort abondant",NA,NA,NA,NA,"Herbier Bory de St Vincent fougères catal. n°26.8 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00622020' target='other'> <mi>dwc_moreinfo</mi></a>","P00622020","P00622020_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2015-10-03 04:31:45-03","MNHN","RECOLNAT_MNHN_P","P00662198","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.","Kunth",NA,NA,NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,NA,"Vénézuela",NA,NA,"Agua Sal prope Jerote",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00662198' target='other'> <mi>dwc_moreinfo</mi></a>","P00662198","P00662198_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"573",NA,NA
"240","2015-09-03 14:21:46-03","MNHN","RECOLNAT_MNHN_P","P00671242","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.","Boudrie & Cremers",NA,NA,NA,"Barrère",NA,NA,NA,NA,"Guyane",NA,NA,"ex guiana",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00671242' target='other'> <mi>dwc_moreinfo</mi></a>","P00671242","P00671242_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2013-11-28 12:21:43-02","MNHN","RECOLNAT_MNHN_P","P00882224","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia; in paludosis maritimis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00882224' target='other'> <mi>dwc_moreinfo</mi></a>","P00882224","P00882224_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2015-09-03 16:43:25-03","MNHN","RECOLNAT_MNHN_P","P01299535","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Guillemin, J.B.A.",NA,"1839","2",NA,"Brésil méridional",NA,NA,"Santos",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299535' target='other'> <mi>dwc_moreinfo</mi></a>","P01299535","P01299535_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"635",NA,NA
"243","2015-09-03 16:45:15-03","MNHN","RECOLNAT_MNHN_P","P01299536","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299536' target='other'> <mi>dwc_moreinfo</mi></a>","P01299536","P01299536_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1791",NA,NA
"244","2015-09-03 16:45:29-03","MNHN","RECOLNAT_MNHN_P","P01299537","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Ste Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299537' target='other'> <mi>dwc_moreinfo</mi></a>","P01299537","P01299537_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"365",NA,NA
"245","2015-09-03 16:44:43-03","MNHN","RECOLNAT_MNHN_P","P01299538","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Rio de Janeiro","-43.19824","-22.74769",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299538' target='other'> <mi>dwc_moreinfo</mi></a>","P01299538","P01299538_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"155 bis",NA,NA
"246","2015-09-03 16:44:43-03","MNHN","RECOLNAT_MNHN_P","P01299539","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299539' target='other'> <mi>dwc_moreinfo</mi></a>","P01299539","P01299539_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"59",NA,NA
"247","2015-09-03 16:45:29-03","MNHN","RECOLNAT_MNHN_P","P01299540","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"s.c.",NA,NA,NA,NA,"[Brésil]",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299540' target='other'> <mi>dwc_moreinfo</mi></a>","P01299540","P01299540_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2015-09-03 16:43:25-03","MNHN","RECOLNAT_MNHN_P","P01299541","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Mosén",NA,"1873","7","10","Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299541' target='other'> <mi>dwc_moreinfo</mi></a>","P01299541","P01299541_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"82",NA,NA
"249","2019-12-20 13:47:54-03","MNHN","RECOLNAT_MNHN_P","P01299542","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Martius",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299542' target='other'> <mi>dwc_moreinfo</mi></a>","P01299542","P01299542_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2015-09-03 16:46:07-03","MNHN","RECOLNAT_MNHN_P","P01299543","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Martius, C.F. von",NA,"1817","1","1","Brésil",NA,NA,"Ad litt. maris prope Sebastianopolis",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299543' target='other'> <mi>dwc_moreinfo</mi></a>","P01299543","P01299543_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2015-09-03 16:46:07-03","MNHN","RECOLNAT_MNHN_P","P01299544","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,"1865","10","10","Brésil",NA,NA,"Copacabana",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299544' target='other'> <mi>dwc_moreinfo</mi></a>","P01299544","P01299544_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"449",NA,NA
"252","2015-09-03 16:43:47-03","MNHN","RECOLNAT_MNHN_P","P01299545","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299545' target='other'> <mi>dwc_moreinfo</mi></a>","P01299545","P01299545_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"11719",NA,NA
"253","2015-09-03 16:43:47-03","MNHN","RECOLNAT_MNHN_P","P01299546","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299546' target='other'> <mi>dwc_moreinfo</mi></a>","P01299546","P01299546_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"11719",NA,NA
"254","2015-09-03 16:47:04-03","MNHN","RECOLNAT_MNHN_P","P01299547","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,"1883","7",NA,"Brésil",NA,NA,"Parbano",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299547' target='other'> <mi>dwc_moreinfo</mi></a>","P01299547","P01299547_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"15716",NA,NA
"255","2016-10-03 14:56:24-03","MNHN","RECOLNAT_MNHN_P","P01299548","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.",NA,"1883","7",NA,"Brésil",NA,NA,"Parbano",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299548' target='other'> <mi>dwc_moreinfo</mi></a>","P01299548","P01299548_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"15716",NA,NA
"256","2016-10-03 14:56:24-03","MNHN","RECOLNAT_MNHN_P","P01299549","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Glaziou, A.F.M.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01299549' target='other'> <mi>dwc_moreinfo</mi></a>","P01299549","P01299549_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2015-09-03 16:44:21-03","MNHN","RECOLNAT_MNHN_P","P01306689","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306689' target='other'> <mi>dwc_moreinfo</mi></a>","P01306689","P01306689_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"59",NA,NA
"258","2004-11-30 10:22:14-02","MNHN","RECOLNAT_MNHN_P","P01306690","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Rio de Janeiro","-43.19824","-22.74769",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306690' target='other'> <mi>dwc_moreinfo</mi></a>","P01306690","P01306690_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"155 bis",NA,NA
"259","2015-09-03 16:42:39-03","MNHN","RECOLNAT_MNHN_P","P01306691","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gay",NA,"1829","1","1","[Brésil]",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306691' target='other'> <mi>dwc_moreinfo</mi></a>","P01306691","P01306691_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2015-09-03 16:45:01-03","MNHN","RECOLNAT_MNHN_P","P01306699","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Dusén, P.",NA,"1903","3","22","Brasilia",NA,NA,"Rio de Janeiro, ad Maua",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306699' target='other'> <mi>dwc_moreinfo</mi></a>","P01306699","P01306699_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1955",NA,NA
"261","2016-10-05 10:26:01-03","MNHN","RECOLNAT_MNHN_P","P01306760","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.","Grimes",NA,NA,NA,"Harley, R.M.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1974","3","31","Brazil",NA,NA,"Estado de Bahia. Coastal Zone. Itacaré, near the mouth of Rio de Contes. Coastal evergreen forest with disturbed margins, rocks by the sea and semi cultivated ground.","-38.98333","-14.3",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306760' target='other'> <mi>dwc_moreinfo</mi></a>","P01306760","P01306760_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"17563",NA,NA
"262","2015-09-03 16:46:46-03","MNHN","RECOLNAT_MNHN_P","P01306761","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.","Grimes",NA,NA,NA,"Harley, R.M.",NA,"1974","3","20","Brésil",NA,NA,"Estado de Bahia, Coastal zone. Mouth of the RIo do Peixe or Rio Itanhen, just south of Porto Seguro. Mangrove swamp and associated grassland, with open tidal water.","-39.1","-16.45",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306761' target='other'> <mi>dwc_moreinfo</mi></a>","P01306761","P01306761_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"17208",NA,NA
"263","2015-09-03 16:45:47-03","MNHN","RECOLNAT_MNHN_P","P01306769","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306769' target='other'> <mi>dwc_moreinfo</mi></a>","P01306769","P01306769_01 P01306769_02",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2017-11-16 16:13:34-02","MNHN","RECOLNAT_MNHN_P","P01306812","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Schmalz",NA,"1901","9",NA,"Brésil",NA,NA,"Joinville",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306812' target='other'> <mi>dwc_moreinfo</mi></a>","P01306812","P01306812_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"85",NA,NA
"265","2015-09-03 16:44:24-03","MNHN","RECOLNAT_MNHN_P","P01306813","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"[Houllet]",NA,"1879","2",NA,"Brésil",NA,NA,"Croit dans les lieux humides assé commune aux environs de Santos",NA,NA,NA,NA,"1e feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306813' target='other'> <mi>dwc_moreinfo</mi></a>","P01306813","P01306813_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"635",NA,NA
"266","2015-09-03 16:45:33-03","MNHN","RECOLNAT_MNHN_P","P01306814","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"[Houllet]",NA,"1879","2",NA,"Brésil",NA,NA,"Croit dans les lieux humides assé commune aux environs de Santos",NA,NA,NA,NA,"2e feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306814' target='other'> <mi>dwc_moreinfo</mi></a>","P01306814","P01306814_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"635",NA,NA
"267","2017-11-16 16:13:34-02","MNHN","RECOLNAT_MNHN_P","P01306816","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Nadeaud, J.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306816' target='other'> <mi>dwc_moreinfo</mi></a>","P01306816","P01306816_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2015-09-03 16:44:41-03","MNHN","RECOLNAT_MNHN_P","P01306817","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"s.c.",NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306817' target='other'> <mi>dwc_moreinfo</mi></a>","P01306817","P01306817_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2017-11-16 16:13:34-02","MNHN","RECOLNAT_MNHN_P","P01306818","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Gaudichaud, C.",NA,NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306818' target='other'> <mi>dwc_moreinfo</mi></a>","P01306818","P01306818_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"155",NA,NA
"270","2015-09-03 16:45:47-03","MNHN","RECOLNAT_MNHN_P","P01306820","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wacket",NA,"1907",NA,NA,"Brésil",NA,NA,"S. Paulo, Cubasao",NA,NA,NA,NA,"1ere feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306820' target='other'> <mi>dwc_moreinfo</mi></a>","P01306820","P01306820_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2015-09-03 16:42:45-03","MNHN","RECOLNAT_MNHN_P","P01306821","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Wacket",NA,"1907",NA,NA,"Brésil",NA,NA,"S. Paulo, Cubasao",NA,NA,NA,NA,"2e feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306821' target='other'> <mi>dwc_moreinfo</mi></a>","P01306821","P01306821_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2015-09-03 16:42:45-03","MNHN","RECOLNAT_MNHN_P","P01306824","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Moura, J.T. de",NA,"1872",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"1ere feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306824' target='other'> <mi>dwc_moreinfo</mi></a>","P01306824","P01306824_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2015-09-03 16:45:47-03","MNHN","RECOLNAT_MNHN_P","P01306825","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Moura, J.T. de",NA,"1872",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"2e feuille <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306825' target='other'> <mi>dwc_moreinfo</mi></a>","P01306825","P01306825_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2015-09-03 16:45:55-03","MNHN","RECOLNAT_MNHN_P","P01306826","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306826' target='other'> <mi>dwc_moreinfo</mi></a>","P01306826","P01306826_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2015-09-03 16:45:47-03","MNHN","RECOLNAT_MNHN_P","P01306827","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Steere, J.B.",NA,NA,NA,NA,"[Brésil]",NA,NA,"Mouth of Amazon",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306827' target='other'> <mi>dwc_moreinfo</mi></a>","P01306827","P01306827_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2015-09-03 16:45:41-03","MNHN","RECOLNAT_MNHN_P","P01306830","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Salzmann, P.",NA,"1830",NA,NA,"Brésil",NA,NA,"Lieux humides de Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306830' target='other'> <mi>dwc_moreinfo</mi></a>","P01306830","P01306830_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2015-09-03 16:45:48-03","MNHN","RECOLNAT_MNHN_P","P01306831","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"s.c.",NA,NA,NA,NA,"[Brésil]",NA,NA,"Bahya",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306831' target='other'> <mi>dwc_moreinfo</mi></a>","P01306831","P01306831_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2015-09-03 16:45:41-03","MNHN","RECOLNAT_MNHN_P","P01306832","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306832' target='other'> <mi>dwc_moreinfo</mi></a>","P01306832","P01306832_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"1791",NA,NA
"279","2015-09-03 16:45:48-03","MNHN","RECOLNAT_MNHN_P","P01306833","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,"Brasilia",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306833' target='other'> <mi>dwc_moreinfo</mi></a>","P01306833","P01306833_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2015-09-03 16:46:04-03","MNHN","RECOLNAT_MNHN_P","P01306834","PreservedSpecimen",NA,"Pteridophyta","Acrostichum","aureum","Acrostichum aureum","L.",NA,NA,NA,NA,"Riedel, L.",NA,NA,NA,NA,"Brasilia",NA,NA,"s.l.",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01306834' target='other'> <mi>dwc_moreinfo</mi></a>","P01306834","P01306834_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
