"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"47","2020-11-24 17:10:49-03","UTFPR","DVPR","795","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cordeiro, J; Barboza, E","Silva, AR","243","2007","02","23",NA,"Brasil","Paraná","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.1944","-24.06054",NA,"Subarbusto heliófito, ereto, ramificado, ca. 1 m de altura. Flores de cor rosa.; Ripário. Solo pedregoso. Relevo plano.","DVPR000795","DVPR000795","527","527",NA,NA,"-52.1944","-24.06054","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-24 17:10:49-03","UTFPR","DVPR","2359","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Estevan, DA","Estevan, DA; Duarte, E","2138","2014","12","15",NA,"Brasil","Paraná","São Jorge d' Oeste","Salto do Chopim. Propriedade Sr. Jair Nogueira","-53.044992","-25.364176",NA,"Erva, flor amarela.; Borda de mata. Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.","DVPR002359",NA,"385","385",NA,NA,"-53.044992","-25.364176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-15 11:14:47-03","FUNED","FUNED-POL","4689","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata",NA,NA,"Bastos, E.M.A.F.",NA,"2011","06","23",NA,"Brasil","MG","Janaúba","Fazenda Coqueiros Mata Seca","-43.463056","-15.709167",NA,NA,"POL004689",NA,NA,NA,NA,NA,"43W 27' 47","15S 42' 33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-30 12:43:56-03","EAO","IAN","131681","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Edwin, G; Schunke-Vigo, J","3710","1966","06","09","Southern America","Peru","Cajamarca","Jaen","Betwwen Jaen and Santa Cruz from 3Km W of SDanta Cruz to edge of the city.",NA,NA,NA,NA,"IAN131681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-30 12:43:56-03","EAO","IAN","167135","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Aragão, IL; Bastos, MNC","39","1995","07","05","Southern America","Brasil","Pará","São Geraldo do Araguaia","Serras das Andorinhas, Ladeira do Bastão, mata.","-48.466667","-6.216667",NA,"Arbusto de 1,80 de altura; frutos imaturos verdes, flores lilás.","IAN167135",NA,NA,NA,NA,NA,"-48.466667","-6.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-30 12:43:56-03","EAO","IAN","29219","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Monteiro, H","Miranda, R","14","1945","07",NA,"Southern America","Brasil","Ceará",NA,"Região do Araripe.",NA,NA,NA,NA,"IAN029219","IAN029219 IAN029219_e",NA,NA,NA,NA,NA,NA,"1955","01",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-30 12:43:56-03","EAO","IAN","45831","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Fries, RE","Black, GA","5142","1938","05","04",NA,"México","Monterrey",NA,NA,NA,NA,NA,NA,"IAN045831",NA,NA,NA,NA,NA,NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-30 12:43:56-03","EAO","IAN","51230","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Fróes, RL; Black, GA","24726","1949","06","26","Southern America","Brasil","Pará","Remansão","Rio Tocantins. Capoeira.",NA,NA,NA,NA,"IAN051230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-30 12:43:56-03","EAO","IAN","87065","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Idrobo-Muñoz, JM","Smith, SG","1197","1950","07","12",NA,"Colômbia","Huila",NA,"In W silt near river and rice fields. Río cabrera ca. 18Km NE of Villa Vieja. Upper basin of Río Magdalena.",NA,NA,NA,NA,"IAN087065",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-30 12:43:56-03","EAO","IAN","43024","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Fries, RE","Fróes, RL","24080","1948","11",NA,"Southern America","Brasil","Maranhão","São Luis",NA,"-44.3027992248535","-2.52972006797791",NA,NA,"IAN043024",NA,NA,NA,NA,NA,NA,NA,"1954",NA,NA,"33693","auto",NA,NA,NA,NA,NA
"57","2021-03-30 12:43:56-03","EAO","IAN","85541","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Vasconcelos, JM de","Melo, CAM de","78","1947","09","23","Southern America","Brasil","Paraíba","Areia","Em capoeira de lugares altos e frescos.","-35.6916999816895","-6.96332979202271",NA,NA,"IAN085541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA
"58","2020-12-23 12:16:01-03","UEMA","HABIT","3650","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","J.M.Nascimento; E. Pessoa","J.M.Nascimento; E. Pessoa","85","2018","08","15",NA,"Brasil","Maranhão","Caxias","Morro do Alecrim/CESC/UEMA","-43.3560981750488","-4.85889005661011",NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72086","auto",NA,NA,NA,NA,NA
"59","2020-10-27 11:21:59-03","PUCPR","HUCP","25297","S","Plantae","Eudicotiledonea",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","Bittencourt","Caxumbu, MG","Siqueira, EL","2175","2017","05","25",NA,"Brasil","Paraná","Nova Tebas","Estação Ecológica Municipal Dr. Orlando Sanchez","-51.9","-24.3563",NA,NA,"HUCP00025297","HUCP00025297","403","403",NA,NA,"-51.9","-24.3563","2017","06","13",NA,NA,NA,NA,NA,NA,NA
"60","2020-11-26 18:08:44-03","CPAN-UFMS","COR","17357","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Braga, J. M","Braga, J. M; Farinaccio, M. A; Urquiza, M. V. S; Estra, M. C.","2","2018","04","20",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque. Morro do Urucum. Acesso para o bananal.","-57.643611","-19.204167",NA,"Flor Lilás. Habito: Subarbusto",NA,NA,"210","210",NA,NA,"57º38'37''W","19º12'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-02 16:29:01-03","CPAN-UFMS","COR","15184","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","G. L. Esteves","Takahasi, A.; Bento de Jesus Filha, M. L.; Correa, R. P.","1085","2006","06","22",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira.","-57.645278","-19.236111",NA,"Com Flor: rosa com miolo amarelo. Anteras amarelas e filetes brancos; sépalas esverdeadas com bordos avermelhados Habitat: Ilha de vegetação Habito: Erva",NA,NA,"198","198",NA,NA,"57º38'43''W","19º14'10''S","2009","05","08",NA,NA,NA,NA,NA,NA,NA
"62","2020-11-26 18:08:45-03","CPAN-UFMS","COR","8873","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, C. L.","Hatschbach, G.; Hatschbach, M. & Ribas, O. S.","73014","2002","05","16",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Rio Salobra","-56.715278","-20.539167",NA,"Arbusto delgado; flor lilás Habito: Arbusto delgado",NA,NA,NA,NA,NA,NA,"56º42'55''W","20º32'21''S","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-26 18:08:44-03","CPAN-UFMS","COR","1786","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Pott, V.J.","Candido et alli","34","1990","05","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","BR-262, 6Km após entrada para Forte Coimbra. Região Chaquenha; ; plano.","-57.616667","-19.366667",NA,"Com Flor: rósea Habito: Arbusto",NA,NA,NA,NA,NA,NA,"57º37'0''W","19º22'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-26 18:08:44-03","CPAN-UFMS","COR","1332","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Lopo,N.L. et alli","5","1989","04","24",NA,"Brasil","Mato Grosso do Sul","Corumbá","Posto Esdras, próximo a Fazenda Taquaral. Vegetação secundária - Beira de estrada; calcáreo; plano.","-57.75","-19.066667",NA,"Com Flor: lilás Habito: Erva",NA,NA,NA,NA,NA,NA,"57º45'0''W","19º4'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-26 18:08:44-03","CPAN-UFMS","COR","1807","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Pott,V.J.","Bastos,G.;Juracy,A.","3","1990","04","13",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada da Manga, a 200m do Clube do Laço. Beira de estrada; lage calcárea; plano.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"66","2020-11-26 18:08:45-03","CPAN-UFMS","COR","8074","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Silva, R.R.","Ferreira, M. C. A","1","2001","08","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","Estrada do Balneário Lago Azul. Mata Ciliar; arenoso; plano.","-57.6533012390137","-19.0091991424561",NA,"presença de besouro; Com Flor: lilás; Importância Econômica: Daninha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"67","2020-11-26 18:08:44-03","CPAN-UFMS","COR","2707","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Damasceno Jr,G.A.","164","1992","03","17",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Bocaina.","-57.6533012390137","-19.0091991424561",NA,"Habito: Erva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"68","2020-11-26 18:08:44-03","CPAN-UFMS","COR","7756","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima, M.S.","M.S.Lima, R.R.Silva, V.C.C.Padilha, M.C.S.Santos, C.S.Campos, W.Padilha",NA,"2001","09","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Parque Marina Gatass. Mata calcária; Calcário; Plano.","-57.6533012390137","-19.0091991424561",NA,"Fruto cápsula piramidata deiscente; Com Flor: roxa; Com fruto:Castanho; Importância Econômica: Daninha.Ocasionalmente empregada na medicina caseira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"69","2020-11-26 18:08:45-03","CPAN-UFMS","COR","9420","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Vianna, M.R.L.,Souza, I.M.R.; Campos, M.O; Magalhães, R.C.M.","6","2003","10","05",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pé do morro da Popular Nova entre as ruas Marechal Floriano e Alexandre de Castro. mata decídua; ; plano.","-57.6533012390137","-19.0091991424561",NA,"Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"70","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15434","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Ishii, I. H.",NA,"2011","04","12",NA,"Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,"Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"71","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15632","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Oliveira, P. P.; Urquiza, M. V. S.; Diamante, M",NA,"2013","01","29",NA,"Brasil","Mato Grosso do Sul","Ladário","beira de estrada. beira de estrada; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"72","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15612","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Oliveira, P. P.; Urquiza, M. V. S.",NA,"2012","11","28",NA,"Brasil","Mato Grosso do Sul","Ladário","em frente ao lote 12. pasto; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"73","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15659","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Urquiza, M. V. S.",NA,"2011","07","28",NA,"Brasil","Mato Grosso do Sul","Ladário","em frente ao lote 81. pasto; ;.","-57.6016998291016","-19.0046997070312",NA,"planta já coletada, abelhas 04, 05 e 06; Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"74","2020-11-26 18:08:44-03","CPAN-UFMS","COR","10911","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Damasceno-Junior, G.A.","Damasceno Júnior,G.A.;Assis,E.M.","2248","2001","03","15",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda Vale do Paraiso - Morro Sta Cruz. Borda de Mata decídua; com afloramento de rochas; Morro.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: lilás",NA,NA,"450","450",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"75","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15450","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Oliveira, P. P.; Urquiza, M. V. S.; Santana, A.; Miranda, M. G.",NA,"2011","06","03",NA,"Brasil","Mato Grosso do Sul","Ladário","Lote 3 grota 02. área inundável; ;.","-57.6016998291016","-19.0046997070312",NA,"Com Flor: lilás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"76","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15456","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Oliveira, P. P.; Urquiza, M. V. S.; Costa, F. M.",NA,"2011","06","21",NA,"Brasil","Mato Grosso do Sul","Ladário","Sitio Bom futuro. pasto; ;.","-57.6016998291016","-19.0046997070312",NA,"apis mellifera; Com Flor: rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"77","2020-06-26 00:40:54-03","UFBA","ALCB","15041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Lima, MPM de","Silva, CF da","180","1984","07","09","Southern America","Brasil","Ceará","Orós","Cinco Barras","-38.983333",NA,NA,"Inflorescência roxa, flores pequenas.",NA,NA,NA,NA,NA,NA,"-38.983333",NA,"1985","10",NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-09 11:19:38-03","UFBA","ALCB","039970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Esteves, GL","Harley, RM; Smith, S; Hind, DJN; Guedes, ML; Silva, EM da","PCD&nf;2933","1996","06","22","Southern America","Brasil","Bahia","Seabra","Chapada Diamantina, Caminho para Xique-Xique","-42.727222","-10.809444",NA,"1,0 m, caule ereto. Folhas verdes. Flores de sépalas verdes com tom vináceo nos lobos, pétalas com unha esbranquiçada, limbo vináceo; anteras amarelas, pistilo alvo. Carpídios verdes com estrias vináceas. Ocasional.",NA,NA,"510","510",NA,NA,"-42.727222","-10.809444","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-09 11:19:38-03","UFBA","ALCB","02674","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, CL","Pinto, GCP","s/n","1971","04",NA,"Southern America","Brasil","Bahia","Paratinga","Médio São Francisco, Bom Jesus da Lapa","-43.183333","-12.683333",NA,NA,NA,NA,NA,NA,NA,NA,"-43.183333","-12.683333","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-09 11:19:38-03","UFBA","ALCB","10268","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Schinini, A; Tressens, SG; Vanni, R","18452","1979","09","15","Southern America","Argentina",NA,"Corrientes",NA,NA,NA,NA,"Ca. de 50 cm de alt. Flores violáceas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-02-14 14:10:28-03","UFBA","ALCB","110691","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Melo, E; Silva, M; et al.","10978","2012","03","07","Southern America","Brasil","Paraíba","Pilões","Brejo Paraibano. Cruzeiro do Espinho.","-35.5825","-6.865833",NA,"1m de altura. Folhas membranáceas discolores. Flores lilases.",NA,NA,"363","363",NA,NA,"-35.5825","-6.865833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-26 00:40:54-03","UFBA","ALCB","15082","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Pinto, GCP","Silva, CF da","225","1984","07","13","Southern America","Brasil","Ceará","Icó","Ca. de 3 km após João Pereira","-38.816667","-6.483333",NA,"Inflorescência lilás.",NA,NA,NA,NA,NA,NA,"-38.816667","-6.483333","1985","04",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-10-09 11:19:38-03","UFBA","ALCB","55780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, CL","Keller, HA","165","2000","03","10","Southern America","Argentina",NA,"Misiones",NA,NA,NA,NA,"Pétalas com extremo lilás e base amarela, talo de haste 0,8 cm de diametro.",NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-10-09 11:19:38-03","UFBA","ALCB","71409","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Guedes, ML","Guedes, ML; Rabelo, P; Silva, ASA da; Ramos, GUG","12030","2006","01","11","Southern America","Brasil","Bahia","Monte Santo","Nordeste","-39.316667","-10.433333",NA,"de ca 1,60m. Folhas membranáceas, discolores, vilosas. Flores de cor liláses. Frutos cápsulas.; Arbustiva-Arbórea",NA,NA,NA,NA,NA,NA,"-39.316667","-10.433333","2006","02",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-10-09 11:19:38-03","UFBA","ALCB","78636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Guedes, ML","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","13546","2007","05","26","Southern America","Brasil","Bahia","Carinhanha","Médio São Francisco, Foz do rio Carinhanha.","-43.784444","-14.336389",NA,"de ca 1 m de altura. Folhas membranáceas. Flores liláses. Fruto cápsula.",NA,NA,NA,NA,NA,NA,"-43.784444","-14.336389","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-10-09 11:19:38-03","UFBA","ALCB","78636","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Guedes, ML","Guedes, ML; Valadão, RM; Prates, ARS; Gomes, FS","13546","2007","05","26","Southern America","Brasil","Bahia","Carinhanha","Médio São Francisco, Foz do rio Carinhanha.","-43.784444","-14.336389",NA,"Ca. de 1 m de alt. Folhas membranáceas. Flores liláses. Fruto cápsula.",NA,NA,NA,NA,NA,NA,"-43.784444","-14.336389","2007","05",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-10-09 11:19:38-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, CL","Arbo, MM; Schinini, A; Maruñak, V; Yfran, MM","8093","1998","12","02","Southern America","Argentina","Corrientes","Dep. Mercedes","Macrossistema Ibera. Estancia Rincon del Diablo, islas Sauzal y Ombruzal. Interior de la isla","-58","-28.7",NA,"0,80 m; petalos violeta con base amarilla",NA,NA,NA,NA,NA,NA,"-58","-28.7","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-10-09 11:19:38-03","UFBA","ALCB","19673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Pinto, GCP","Pinto, GCP","290","1984","09","11","Southern America","Brasil","Ceará","Lima dos Campos","Riacho do Espinho, Faz. Vai - quem - quer","-38.966667","-6.366667",NA,"De ramos finos, longos.",NA,NA,NA,NA,NA,NA,"-38.966667","-6.366667","1985","06",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-10-09 11:19:38-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, CL","Ribas, OS; Costa, EF","3925","2001","11","28","Southern America","Brasil","Paraná","Campo Mourão","Rio Mourão, Represa da Copel","-52.3830986022949","-24.0456008911133",NA,"sublenhosa, 1 m. Flor rosada.; orla da floresta, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,"28572","auto",NA,NA,NA,NA,NA
"90","2019-10-09 11:19:38-03","UFBA","ALCB","109491","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Guedes, ML","Guedes, ML; Mattos Andrade, PE de; Leite, KRB; et al.","20691","2013","04","10","Southern America","Brasil","Bahia","Lapão","Piemonte da Diamantina, Ponto 09, Caminho de Lapão para Irecê","-41.857222","-11.337778",NA,"Folhas cartáceas. Inflorescência com flores com pétalas de ápice vináceo. Frutos cápsulas, imaturas.",NA,NA,"765","765",NA,NA,"-41.857222","-11.337778","2013","07",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-02-08 10:00:19-03","NBC","NL-BOTANY","L.2373771","PreservedSpecimen","Plantae",NA,"Malvales","Sterculiaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Pedersen TM",NA,"1965","12","26","Southern America","Paraguay",NA,NA,"Plantae Paraguayenses. Estancia,,La Soledad'. Santiago. Dep. Misiones.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2373771 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2373771","NL-L2373771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
