"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"447","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05428590","PreservedSpecimen",NA,NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Glaziou, A.",NA,"1877","7","9",NA,"Brasil","Rio de Janeiro","Araruama","Araruama prés de Cabo Frio.","-42.3431015014648","-22.8728008270264","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05428590' target='other'> <mi>dwc_moreinfo</mi></a>","P05428590","P05428590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,"10326",NA,NA
"448","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05428589","PreservedSpecimen",NA,NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Glaziou",NA,"1877","7","3",NA,"Brasil","Rio de Janeiro","Araruama","Prés de Cabo Frio.","-42.3431015014648","-22.8728008270264","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05428589' target='other'> <mi>dwc_moreinfo</mi></a>","P05428589","P05428589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,"10326",NA,NA
"449","2016-03-09 18:11:22-03","MNHN","RECOLNAT_MNHN_P","P05428597","PreservedSpecimen",NA,NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Hatschbach, G.",NA,"1966","5","1",NA,"Brasil","Paraná","São Carlos do Ivaí","Rio Ivaí.","-52.4757995605469","-23.315299987793","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05428597' target='other'> <mi>dwc_moreinfo</mi></a>","P05428597","P05428597_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17334","auto",NA,NA,"14345",NA,NA
"450","2015-09-04 19:04:38-03","MNHN","RECOLNAT_MNHN_P","P06587448","PreservedSpecimen",NA,NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Hassler, E.",NA,"1903","1","1",NA,"Paraguai",NA,NA,"Gran Chaco: Ad. ripam occidentalem flum.",NA,"-23.33333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06587448' target='other'> <mi>dwc_moreinfo</mi></a>","P06587448","P06587448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2020-10-01 14:23:18-03","JBB","HEPH","13458","S","Plantae","Dicotyledon","Malvales","Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Cristóbal, CL","Werneck, WL","933","1997","01","16","Southern America","Brasil","Goiás","Flores de Goiás","Rio dos Macacos 5Km ao Norte de Flores de Goiás","-47.0503005981445","-14.4485998153687",NA,NA,NA,NA,"500","500",NA,NA,NA,NA,"1997",NA,NA,"86423","auto",NA,NA,NA,NA,NA
"452","2020-12-11 11:37:50-03","UFMG","BHCB","48045","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2020-12-11 11:37:50-03","UFMG","BHCB","64821","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Lombardi, JA; Dulith, JHA; Semir, J","4430","2001","10","19","Southern America","Brasil","Minas Gerais","Jaíba","Furados., Lado esquerdo da estrada Jaíba/Mocambinho.","-43.859167","-15.210278",NA,"Erva, folhas papiráceas, flores amarelas.; Lageado, terreno argiloso.","BHCB004048",NA,NA,NA,NA,NA,"-43.859167","-15.210278","2019","05",NA,NA,NA,NA,NA,NA,NA,NA
"454","2020-12-11 11:37:50-03","UFMG","BHCB","76252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Hatschbach, G","73014","2002","05","16","Southern America","Brasil","Mato Grosso do Sul","Bodoquena",NA,"-56.7150001525879","-20.5386009216309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47684","auto",NA,NA,NA,NA,NA
"455","2020-12-11 11:37:50-03","UFMG","BHCB","105780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Marino, F; Rossi, F; Gonçalves, FA; Honorato, D","196","2006","09","22","Southern America","Brasil","Minas Gerais","Jaíba","APA da Serra do Sabonetal, Vegetação de Carrasco localizada próxima ao Rio São Francisco.","-43.6744003295898","-15.3382997512817",NA,"Arbusto encontrado em área de Carrasco.; arbusto enconrado em área de carrasco","BHCB008785",NA,NA,NA,NA,NA,NA,NA,"2012","07",NA,"47016","auto",NA,NA,NA,NA,NA
"456","2020-12-11 11:37:50-03","UFMG","BHCB","57193","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Salino, A","6071","2001","02","02","Southern America","Brasil","Pernambuco","Taquaritinga do Norte","Barragem de Mateus Vieira., Mateus Viera.","-36.0442008972168","-7.90305995941162",NA,"Erva com 1m de altura , folhas cartáceas, flores creme e frutos imaturos verdes.","BHCB004011",NA,NA,NA,NA,NA,NA,NA,"2017","12",NA,"25558","auto",NA,NA,NA,NA,NA
"457","2020-12-11 11:37:50-03","UFMG","BHCB","37282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA
"458","2020-12-11 11:37:50-03","UFMG","BHCB","65480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Barreto, HLM","11384","1942","04","25","Southern America","Brasil","Minas Gerais","Pirapora","Rio São Francisco., Margem do rio. No porto.","-44.9418983459473","-17.3449993133545",NA,"Subarbustro rasteiro; flor lilás; pouco frequente; Barranca arenosa - margem do São Francisco","BHCB008789",NA,NA,NA,NA,NA,NA,NA,"2012","07",NA,"25004","auto",NA,NA,NA,NA,NA
"459","2020-03-11 09:01:24-03","URCA","HCDAL","9979","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Figueiredo, M. .F.","Lima, D. .V.; et al.","35","2013","03","08",NA,"Brasil","Ceará","Farias Brito","Região do Cariri.","-39.560833","-6.942694",NA,"Herbácea ca. 0,40cm; flor de cor lilás; caule piloso.; Caatinga",NA,NA,"368","368",NA,NA,"-39.560833","-6.942694","2013","07","30",NA,NA,NA,NA,NA,NA,NA
"460","2021-02-11 17:21:52-03","UFPR","UPCB","7923","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","21880","1969","07","16",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Santa Cruz","-55.7872009277344","-20.4710998535156",NA,"Arbusto, 70cm, flor rósea. Pantanal..",NA,NA,NA,NA,NA,NA,NA,NA,"1969","01","01","212961","auto",NA,NA,NA,NA,NA
"461","2021-02-11 17:21:52-03","UFPR","UPCB","8019","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata","L.","Goldberg, A.","Hatschbach, G.","14345","1966","05","01",NA,"Brasil","Paraná","São Carlos do Ivaí","Rio Ivaí","-52.4757995605469","-23.315299987793",NA,"Arbusto, 1m, flor lilás rosada. Margem devastada do rio..",NA,NA,NA,NA,NA,NA,NA,NA,"1969","01","01","17334","auto",NA,NA,NA,NA,NA
"462","2021-02-11 17:21:52-03","UFPR","UPCB","41339","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata var. hieronymi","L.","Cristobal, C.L.","Arbo, M.M.","8093","1998","12","02",NA,"Argentina","Corrientes","Mercedes","Corrientes, Dep. Mercedes, Estancia Rincon del Diablo, ca. 28°42'S 58°00'W","-58","-28.7",NA,"Subarbusto 80cm, petalos violeta con base amarilla. Interior de la isla..",NA,NA,NA,NA,"var. hieronymi",NA,"-58","-28.7","1999","01","01",NA,NA,NA,NA,NA,NA,NA
"463","2021-02-11 17:21:52-03","UFPR","UPCB","41339","PreservedSpecimen","Plantae",NA,NA,"Sterculiaceae","Melochia","pyramidata","Melochia pyramidata var. hieronymi","L.","Cristobal, C.L.","Arbo, M.M.","8093","1998","12","02",NA,"Argentina","Corrientes","Mercedes","Corrientes, Dep. Mercedes, Estancia Rincon del Diablo, ca. 28°42'S 58°00'W","-58","-28.7",NA,"Subarbusto 80cm, petalos violeta con base amarilla. Interior de la isla..",NA,NA,NA,NA,"var. hieronymi",NA,"-58","-28.7","1999","01","01",NA,NA,NA,NA,NA,NA,NA
"464","2015-09-08 09:47:00-03","MO","MOBOT","1385715","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,"Carmen L. Cristobal (CTES)","Elsa M. Zardini|J. Godoy","Zardini 50050","1999","2","12","South America","Paraguay","Alto Paraguay",NA,"Parque Nacional Defensores del Chaco: Madrejón Area.","-59.8411111","-20.5566667",NA,NA,NA,NA,NA,NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1167","4",NA
"465","2008-05-27 22:02:00-03","MO","MOBOT","887012","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata pyramidata",NA,"Carmen Cristobal (CTES)","Elsa M. Zardini|Leongino Guerrero","Zardini 39259","1994","5","25","South America","Paraguay","Boquerón",NA,"Boquerón (ex Nueva Asunción). Between La Patria and Fortín Teniente Emilio Ochoa, Route 9, Km 635. Dry Forest.","-61.36666","-21.45",NA,NA,NA,NA,"180.00000000",NA,"pyramidata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"944","1",NA
"466","2012-03-28 15:16:00-03","MO","MOBOT","3064018","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R.L. Liesner","M. de F. Agra|G. Gois","Agra 592","1987",NA,NA,"South America","Brazil","Paraíba",NA,"Mun. Santa Rita, 20 Km. do centro de João Pessoa, Usina São João, Tibirizinho.","-35","-7.95",NA,NA,NA,NA,"30.00000000","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2010-04-14 17:47:00-03","MO","MOBOT","3392603","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata hieronymi","K. Schum.","Michael R de","José Balderrama","Balderrama 502","1995","4","22","South America","Bolivia","Beni","Gral. Ballivian","Y Yacums, Estacion Biologica del Beni comunidad totaizal, en el barbecho de Lisandro Palma","-66.61666","-14.5",NA,NA,NA,NA,"200.00000000",NA,"hieronymi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2016-11-15 05:15:00-02","MO","MOBOT","3060032","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 34785","1979",NA,NA,"South America","Bolivia","Beni","Itenez","Magdalena.","-64.13333","-13.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2016-11-15 05:15:00-02","MO","MOBOT","3059747","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 34935","1979",NA,NA,"South America","Bolivia","Beni","Moxos","San Ignacio de Moxo.","-65.58333","-14.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2009-07-31 07:05:00-03","MO","MOBOT","3062116","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R. Liesner","George Eiten|Liene T. Eiten","Eiten 4876","1962","6","22","South America","Brazil","Maranhão",NA,"Município de Loreto: ca. 35 km south of city of Loreto. Fazenda Morros, by main house. Waste ground, in shade of trees.","-45.06666","-7.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2011-09-17 22:04:00-03","MO","MOBOT","1218409","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Laurence J. Dorr|Iván A. Valdespino","Dorr 6684",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2016-11-15 05:15:00-02","MO","MOBOT","100138232","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Antonio C. Krapovickas|José F.M. Valls|G.P. da Silva","Krapovickas 37870","1982","3","18","South America","Brazil","Bahia",NA,"3 km E de Barreiras.",NA,NA,NA,NA,NA,NA,"435.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"473","2016-03-24 07:48:00-03","MO","MOBOT","100195736","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","L. J. Dorr (US)","Jorge E. Ramos","Ramos Pérez 451","1985","10","20","South America","Colombia","Valle del Cauca","Yumbo","Corregimiento de Mulaló, cercca a La Calera, Mpio. de Yumbo, por la carretera panorámica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"474","2018-01-27 05:29:00-02","MO","MOBOT","100905093","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","N. Ritter (NHA)","Nur Ritter|Garrett E. Crow|Charlyn W. Crow","Ritter 4220","1997","7","15","South America","Bolivia","Santa Cruz","Germán Busch","Terrestrial habitat just above a small bay of Laguna Cáceras, a few kilometers southeast of Puerto Suarez.","-57.7805556","-18.9727778",NA,NA,NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"475","2009-08-25 05:45:00-03","MO","MOBOT","1126872","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","P. Fryxell","Calaway H. Dodson|P.M. Dodson","Dodson 11154","1981","9","13","South America","Ecuador",NA,NA,"Capeira. Km 21 on the Guayaquil to Daule road. Tropical Dry Forest.","-79.95333","-2.01944",NA,NA,NA,NA,"20.00000000","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA,NA
"476","2008-05-27 22:02:00-03","MO","MOBOT","1525769","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","L. Dorr","Michael H. Nee","Nee 49070",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,"510.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2008-05-27 22:02:00-03","MO","MOBOT","1527630","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","M. Nee","Michael H. Nee","Nee 45077","1994","2","20","South America","Bolivia","Santa Cruz","Obispo Santiesteban","12.2 km N of Mineros. The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east. Grassy brushy roadsides and adjacent pastures, very flat, almost all cleared for fields of rice, sugarcane, etc., originally forested, with Scheelea principes. Soil fine sandy.","-63.21666","-17.01666",NA,NA,NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2008-05-27 22:02:00-03","MO","MOBOT","1527864","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","M. Nee","Michael H. Nee","Nee 45092",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2008-05-27 22:02:00-03","MO","MOBOT","1528232","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","M. Nee","Michael H. Nee","Nee 45115",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2008-05-27 22:02:00-03","MO","MOBOT","1537205","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C. Cristobal","Michael H. Nee","Nee 36359",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"The llanura, at the Jardin Botanico de Santa Cruz","-63.06666","-17.78333",NA,NA,NA,NA,"375.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2008-05-27 22:02:00-03","MO","MOBOT","1551095","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","Silvia Patricia Flores Vásquez|et al.","Flores Vásquez 198","1999","9","20","South America","Peru","Cajamarca","San Ignacio","Localidad de San Martín del Chinchipe Bosque Intervenido","-78.68472","-5.32111",NA,NA,NA,NA,"920.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"482","2008-05-27 22:02:00-03","MO","MOBOT","1552754","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","José Campos de la Cruz|W. Vargas","Campos de la Cruz 6340","1999","10","13","South America","Peru","Cajamarca","San Ignacio","San José de Lourdes, Crucero Bosque intervenido","-78.91916","-5.07805",NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA
"483","2008-05-27 22:02:00-03","MO","MOBOT","1709562","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C. Cristobal (CTES)","Elsa M. Zardini|M. Vera","Zardini 57412","2001","11","4","South America","Paraguay","Concepción",NA,"Vallemi: Cerro Pucú. Forest on marbres and limestones.","-57.95333","-22.14138",NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1242","4",NA
"484","2013-08-20 12:47:00-03","MO","MOBOT","1710624","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C. Cristobal (CTES)","Elsa M. Zardini|Leongino Guerrero","Zardini 57656","2001","11","7","South America","Paraguay","Concepción",NA,"Estancia San Fernando.","-57.3686111","-22.915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1247","4",NA
"485","2014-04-04 05:51:00-03","MO","MOBOT","1759793","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","Rodolfo Vásquez|Rocío Rojas","Vásquez Martínez 26422","2000","1","20","South America","Peru","Cajamarca","San Ignacio","San José de Lourdes. Crucero. Bosque secundario","-78.90416","-4.99027",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"486","2008-05-27 22:02:00-03","MO","MOBOT","1867567","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","R. de Michel","Genevieve Bourdy","Bourdy 1781","1996","12","8","South America","Bolivia","La Paz","Abel Iturralde","Rurrenabaque Tacana, en la proximidad del aeropuerto de Rurrenabaque. Barbecho","-67.56666","-14.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2011-06-09 17:37:00-03","MO","MOBOT","191470","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Abundio Sagástegui A.|et al.","Sagástegui Alva 9875","1981","5","25","South America","Peru","Cajamarca","Contumazá","Alrededores de Contumazá.","-78.796","-7.368",NA,NA,NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"146","3",NA
"488","2008-05-27 22:02:00-03","MO","MOBOT","191493","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Abundio Sagástegui A.","Sagástegui Alva 10490","1983","6","11","South America","Peru","Cajamarca","Contumazá","Algarrobal - San Benito.",NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210","3",NA
"489","2008-05-27 22:02:00-03","MO","MOBOT","192000","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal (CTES)","Elsa M. Zardini","Zardini 11037","1989","2","17","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró 1 km W of Destacamento Tororo. Secondary vegetation on abandoned field crop, on southern slope of mountain.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","3",NA
"490","2008-05-27 22:02:00-03","MO","MOBOT","192702","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal (CTES)","Elsa M. Zardini","Zardini 13914","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Secondary vegetation along road to Cerro Polilla.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","4",NA
"491","2013-10-09 05:40:00-03","MO","MOBOT","192895","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristóbal (CTES)","Elsa M. Zardini|Ramón Velásquez","Zardini 14174","1989","9","9","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Isolated peak, 10 kms W of Melgarejo. Tall forest.","-56.41666","-25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136","4",NA
"492","2008-05-27 22:02:00-03","MO","MOBOT","193256","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","L.J. Dorr (NY)","A.S. Barfod|et al.","Barfod 48509","1983","11","3","South America","Ecuador","Guayas",NA,"El Progreso along road between Salinas and Guayaquil. Dry shrubby vegetation and pastureland.","-80.38333","-2.21666",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2008-05-27 22:02:00-03","MO","MOBOT","193261","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Jens E. Madsen","Madsen 63261","1987","5","5","South America","Ecuador","Guayas",NA,"Isla Puná. Vicinity of Puná Nueva. Weeds and ruderates.","-79.91666","-2.75",NA,NA,NA,NA,"0E8","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2008-05-27 22:02:00-03","MO","MOBOT","193270","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Jens E. Madsen","Madsen 63262","1987","5","5","South America","Ecuador","Guayas",NA,"Isla Puná. Vicinity of Puná Nueva. Weeds and ruderates.","-79.91666","-2.75",NA,NA,NA,NA,"0E8","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2008-05-27 22:02:00-03","MO","MOBOT","193277","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Jens E. Madsen","Madsen 63371","1987","5","13","South America","Ecuador","Guayas",NA,"Isla Puná. Vicinity of Bellavista. Disturbed savanna and fincas.","-80.21666","-2.78333",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2008-05-27 22:02:00-03","MO","MOBOT","193283","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.",NA,"Jens E. Madsen","Madsen 63824","1987","7","10","South America","Ecuador","Guayas",NA,"Isla Punà. Vicinity of Concordia. Semi-deciduous forest.","-79.91666","-2.78333",NA,NA,NA,NA,"0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2013-05-29 05:40:00-03","MO","MOBOT","193484","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","Carmen L. Cristóbal (CTES)","James L. Zarucchi|Alan E. Brant|et al.","Zarucchi 5482","1987","9","19","South America","Colombia","Antioquia",NA,"Mpio. de Antioquia; along road Santa Fé de Antioquia-Anzá, ca 1 km W of crossing of Río Tonuzco at its confluence with Río Cauca, near Finca Cotové. Disturbed roadside at shaded stream crossing.","-75.83333","6.51666",NA,NA,NA,NA,"615.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-66","5",NA
"498","2016-01-21 12:56:00-02","MO","MOBOT","193990","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Melochia","pyramidata","Melochia pyramidata","L.","C.L. Cristobal (CTES)","Blas Pérez","Pérez Maricerich 769","1991","3",NA,"South America","Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA
