"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"97","2019-11-01 15:15:28-03","UnB","UB","107632","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Oliveira, RS; Gonçalves, EG","262","1998","01",NA,"Southern America","Brasil",NA,NA,NA,"Caderno com localidades precisas perdidas.&nf;Viagem a Goiás, Tocantins, Maranhão e Bahia&nf;ocorrida entre 14-22 de janeiro de 1998; Erva; .","UB0018673","UB0018673","Bianchetti, LB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:15:28-03","UnB","UB","163168","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Munhoz, CBR; Emmert, P; Mello, TRB","7156","2010","04","02","Southern America","Brasil","Minas Gerais","Grade a caminho de Campos Tristes",NA,"Erva, 0,4m; Afloramento de rocha em campo limpo úmido","UB0031332","UB0031332","Pessoa, E","Diamantina","-43.758611","-17.915278","1285","1285","2014",NA,NA,NA,"10","23",NA,"-43.758611","-17.915278",NA,NA,NA
"99","2019-11-01 15:15:28-03","UnB","UB","87357","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Munhoz, CBR","2326",NA,NA,NA,"Southern America","Brasil","Goiás","Alto Paraíso de Goiás, 10km em direção de Teresina de Goiás",NA,NA,"UB0018675","UB0018675","Batista, JAN","Alto Paraíso de Goiás","-47.509333","-14.072694",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.509333","-14.072694",NA,NA,NA
"100","2019-11-01 15:15:28-03","UnB","UB","87358","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Munhoz, CBR","578","1997","11",NA,"Southern America","Brasil","Goiás","Alto Paraíso de Goiás",NA,NA,"UB0018672","UB0018672","Batista, JAN","Alto Paraíso de Goiás","-47.621944","-14.171667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.621944","-14.171667",NA,NA,NA
"101","2019-11-01 15:15:28-03","UnB","UB","87359","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Irwin, HS","19326","1968","01","27","Southern America","Brasil","Goiás","Corumbá de Goiás, 20km ao NW de Corumbá de Goiás",NA,NA,"UB0018669","UB0018669","Batista, JAN","Corumbá de Goiás","-48.8086","-15.9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.8086","-15.9236",NA,NA,NA
"102","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Bijos, NR; Rocha, CVOW; Mendoza, M; Costa, JNM; Pires, RC; Silva, LCR; Munhoz, CBR","253","2016","05","07","Southern America","Brasil","Goiás","Parque Nacional da Chapada dos Veadeiros. Vereda dos ingleses.",NA,"Ereta. Até 25 cm de altura; Vereda",NA,NA,NA,"Alto Paraíso","-47.765278","-14.136944","1069","1069",NA,NA,NA,NA,NA,NA,NA,"-47.765278","-14.136944",NA,NA,NA
"103","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Sidney, GF; Onishi, E","1165","1968","10","06","Southern America","Brasil","Mato Grosso","Base da Expedição Inglesa, 15.0 km S, na estrada Xavantina - S. Félix",NA,"Erva de flores alvas, sépalas verdes; Campo úmido","UB0018671","UB0018671","Batista, JAN","Xavantina",NA,NA,NA,NA,"1997",NA,NA,NA,"01","07",NA,NA,NA,NA,NA,NA
"104","2019-11-01 15:15:28-03","UnB","UB","87360","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Harley, RM","10493","1968","10","05","Southern America","Brasil","Mato Grosso","Base Camp, 12km ao SW de Base Camp",NA,NA,"UB0018670","UB0018670","Batista, JAN",NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA
"105","2019-11-01 15:15:28-03","UnB","UB","87361","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Fonsêca, SG","1165","1968","10","06","Southern America","Brasil","Mato Grosso","Base Camp, 15km ao S de Base Camp",NA,NA,NA,NA,"Batista, JAN",NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA
"106","2019-11-01 15:15:28-03","UnB","UB","213700","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.",NA,"Silva, DP; Munhoz, CBR; Amaral, AG; Cristine, A; Chagas, UR","206","2014","12","10","Southern America","Brasil","Tocantins","Estação Ecológica Serra Geral do Tocantins",NA,"Erva 80 cm; Vereda em Mateiros, Margem do Rio preto, próximo ao córrego guará, na propriedade do Sr. Emivaldo.","UB0036392","UB0036392",NA,"Rio da Conceição","-46.529167","-10.613472",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.529167","-10.613472",NA,NA,NA
"107","2019-05-06 12:01:21-03","UFU","HUFU","24758","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Batista, J.A.N.","840","1999","01","01",NA,"Brasil","Goiás","São Domingos, Campo a margem de pequeno curso d' água com vereda, cerca de 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.",NA,"Erva terrestre. Em plena floração. Sépalos verde-escuro. Pétalos e labelo completamente brancos. Coluna branca.; Em campo limpo úmido ou inundado em vereda. Solo escuro, úmido. Área anteriormente queimada.","HUFU00030572","HUFU00030572","Batista, J.A.N.",NA,NA,NA,NA,NA,"1999",NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"108","2021-02-23 13:22:55-03","MN","R-TIPOS","2481","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.","Holotypus","Schwacke, C.A.W.","191","1880","01","13",NA,"Brasil","Paraná",NA,NA,NA,"R000002481","R000002481_001","Batista, J.A.N.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"1997","46557","auto",NA,"09","08",NA,NA,NA,NA,NA,NA
"109","2021-02-23 13:22:55-03","MN","R-TIPOS","36268","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb. Rodr.","Holotypus","Schwacke, C.A.W.","191","1880","01","13",NA,"Brasil","Paraná",NA,NA,NA,"R000036268","R000036268_001","Batista, J.A.N.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"1997","46557","auto",NA,"09","08",NA,NA,NA,NA,NA,NA
"110","2020-08-20 14:54:47-03","UFSC","FLOR","36954","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Silva, J.M.; Cordeiro, J. & Poliquesi, C.B.","1833","1996","12","13",NA,"Brasil","Paraná","Cânion Guartelá.",NA,"flor alva","FLOR0036954",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-04 15:42:05-03","IF","SPSF","32320","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Krzl.",NA,"E.E.Macedo","313","1997","11","22","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"F.Barros","Pedregulho","-47.4700012207031","-20.25",NA,NA,"2007","27552","auto","Liliopsida","09","10",NA,NA,NA,NA,NA,NA
"112","2014-10-09 13:58:28-03","UHH","HBG","500131","S","Plantae",NA,NA,"Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzl.","Isotype","Dusén, P.","9089","1910","01","24","South America","Brazil",NA,"Paraná, Capao Grande, prope flumen Rio Guavirova, in pratis",NA,"ex Herb. Kränzlin NEOTROP<br>Herbarium Hamburgense evacuated and inaccessible 1943-1992","HBG500131","HBG500131","Kränzlin, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Schwacke, CAW","2508",NA,NA,NA,"Southern America","Brazil","Paraná","habitat in campis ad Ponta Grossa prov. Parana.",NA,NA,NA,"P03P4N0007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2017-09-11 17:11:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Schwacke, CAW","191",NA,NA,NA,"Southern America","Brazil","Paraná","habitat in campis ad Ponta Grossa prov. Parana.",NA,NA,NA,"P03P4N0007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:13:23-03","IBt","SP","31798","S","Plantae",NA,NA,"Orchidaceae","Habenaria","amazonica","Habenaria amazonica","Schltr.","Isotype","Kuhlmann, JG","787","1913","07",NA,NA,"Brasil",NA,"Boa Vista, Rio Branco",NA,NA,"SP002098","SP002098","Hoehne, FC",NA,NA,NA,NA,NA,"1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-11-19 09:29:56-03","IBt","SP","32253","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Ule, EHG","496","1892","12",NA,NA,"Brasil","Goiás","Serra dos Pirineus",NA,NA,NA,NA,"Batista, JAN",NA,NA,NA,NA,NA,"1996",NA,NA,NA,"12","10",NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:13:27-03","IBt","SP","327330","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Mendonça, RC; et al.","3389","1997","12","06",NA,"Brasil","Minas Gerais","Parque Nacional Grande Sertão Veredas, Próximo à beira do rio Preto com o riacho Santa Rita. Vereda do Rio Preto",NA,NA,NA,NA,"Batista, JAN","Formoso","-45.761667","-15.161111","690","690","2016",NA,NA,NA,"10","21",NA,"-45.761667","-15.161111",NA,NA,NA
"118","2020-11-19 09:29:56-03","IBt","SP","42474","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Ule, EHG","496","1892","12",NA,NA,"Brasil","Goiás","Serra dos Pirineus",NA,NA,NA,NA,"Batista, JAN",NA,NA,NA,NA,NA,"1996",NA,NA,NA,"12","10",NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:13:27-03","IBt","SP","261918","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Wanderley, MGL; Kral, R; Cavalcanti, TB","1695","1988","11","29",NA,"Brasil","Goiás","Chapada dos Veadeiros, Estrada para o Parque Nacional da Chapada dos Veadeiros, Face N.",NA,NA,NA,NA,"Batista, JAN","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,"1996","44724","auto",NA,"12","10",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:13:27-03","IBt","SP","348123","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Batista, JAN","840","1999","01","01",NA,"Brasil","Goiás","No alto da Chapada, em direção a São Domingos",NA,NA,NA,NA,"Batista, JAN","Cavalcante","-47.4583015441895","-13.7974996566772",NA,NA,"1999","92497","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:13:27-03","IBt","SP","348114","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Batista, JAN","815","1998","12","31",NA,"Brasil","Goiás","Campo a beira da estrada a 32 km de Cavalcante no alto da Chapada, em direção a região conhecida como São Domingos",NA,NA,NA,NA,"Batista, JAN","São Domingos","-46.3182983398438","-13.3983001708984",NA,NA,"1999","73215","auto",NA,"01",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:13:27-03","IBt","SP","42476","S","Plantae",NA,NA,"Orchidaceae","Habenaria","schwackei","Habenaria schwackei","Barb.Rodr.",NA,"Dusén, P","3206","1903","12","10",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-22 14:43:01-03","AMES","HU-HERB","AMES 01946187","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzlin",NA,"R. E. Schultes","5627","1943","7","24","South America","Colombia",NA,"Upper Apaporis Basin: Rio Macaya, Cerro Chiribiquete","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5627",NA,"undetermined"
"124","2019-11-22 14:32:53-03","AMES","HU-HERB","AMES 01946188","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzlin",NA,"J. J. Wurdack & L. S. Adderley","42859","1959","6","8","South America","Venezuela",NA,"Terr. Amazonas. Occasional in Sabana Caname on left bank of Cano Caname, Rio Atabapo 5 km. below Guarinumo.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42859",NA,"undetermined"
"125","2019-11-22 14:31:05-03","GH","HU-HERB","GH 01946189","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzlin",NA,"G. G. Hatschbach","13509","1966","1","12","South America","Brazil",NA,"Parana. Mun. Palmeira. Serra das Almas.","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13509",NA,"undetermined"
"126","2019-11-22 14:29:35-03","GH","HU-HERB","GH 01946190","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","platydactyla","Habenaria platydactyla","Kraenzlin",NA,"P. K. H. Dusén",NA,"1915","1","3","South America","Brazil",NA,"Parana: Serrinha, [locis subuligimosis]","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
