"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"99","2020-10-14 09:59:25-03","FURB","FURB","62951","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gaio, J.","Gaio, J.; Demeda, C.; Gonzatti, F.; Link, O.","477","2015","09","12","Brasil","Rio Grande do Sul","Osório","Estrada para a lagoa do Inácio.","-50.2219445","-29.8986111","-50.2219445","-29.8986111","8","8","vistosos capítulos amarelos e cipselas serícea Habitat: em campo seco antropizado Habito: subarbusto decumbente a ereto","FURB62951","FURB62951","2015","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-10-14 09:59:25-03","FURB","FURB","37696","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E","Valduga, E.","109","2011","10","22","Brasil","Rio Grande do Sul","Balneário Pinhal","Lagoa da Rondinha.","-50.2327995300293","-30.2474994659424",NA,NA,"10","10",NA,"FURB00900","FURB00900","2011","10",NA,NA,NA,NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA
"101","2020-10-14 09:59:25-03","FURB","FURB","44309","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E","Gonzatti, F.","594","2012","09","24","Brasil","Rio Grande do Sul","Palmares do Sul","Balneário quintão; margens da lagoa do cipó.","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,NA,"FURB18590","FURB18590","2013",NA,NA,NA,NA,NA,NA,NA,NA,"31350","auto",NA,NA,NA,NA
"102","2021-03-16 17:51:06-03","UCS","HUCS","37998","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Pasini, E.","Gonzatti, F.","229","2011","11","26","Brasil","Rio Grande do Sul","Palmares do Sul","Quintão - próximo ao farol","-50.2975","-30.423333","-50.2975","-30.423333",NA,NA,"Decumbente na vegetação de dunas",NA,NA,"2012","06",NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-16 17:51:06-03","UCS","HUCS","41961","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gonzatti, F.","Gonzatti, F.","1423","2014","11","29","Brasil","Rio Grande do Sul","Osório",NA,"-50.194681","-29.838611","-50.194681","-29.838611","14","14","Erva prostrada; em campo",NA,NA,"2014","12","19","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-16 17:51:06-03","UCS","HUCS","44301","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gaio, J.","Gaio, J.","477","2015","09","12","Brasil","Rio Grande do Sul","Osório","Estrada para a lagoa do Inácio","-50.222028","-29.898639","-50.222028","-29.898639","8","8","Subarbusto decumbente a ereto com vistosos capítulos amarelos e cipselas serícea; Em campo seco antropizado",NA,NA,"2015","11","03","Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-16 17:51:06-03","UCS","HUCS","50586","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gonzatti, F.","Gonzatti, F.","5196","2019","11","11","Brasil","Rio Grande do Sul","Osório","Atlântida Sul e Mariápolis","-50.070289","-29.872353","-50.070289","-29.872353",NA,NA,"Erva decumbente em dunas secundárias",NA,NA,"2019","11",NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-16 17:51:06-03","UCS","HUCS","33640","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Pasini, E.","Marchett, F.","679","2008","09","21","Brasil","Rio Grande do Sul","Mostardas",NA,"-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Nas dunas",NA,NA,"2010",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA
"107","2021-03-16 17:51:06-03","UCS","HUCS","33639","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Pasini, E.","Marchett, F.","678","2008","09","21","Brasil","Rio Grande do Sul","Mostardas",NA,"-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"capítulos com flores amarelas; nas dunas",NA,NA,"2013","08",NA,"Angiospermae","Asterales",NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA
"108","2021-03-16 17:51:06-03","UCS","HUCS","24077","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Robinson, H.","Marchett, F.","41","2004","09","19","Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Nas dunas",NA,NA,"2004","12",NA,"Angiospermae","Asterales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"109","2021-03-16 17:51:06-03","UCS","HUCS","03886","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Rambo, B.","Sehnem, A.","7207","1958","11","03","Brasil","Rio Grande do Sul","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Herbario PACA 69241; In arenosis ad litus maris",NA,NA,NA,NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"110","2021-03-16 17:51:06-03","UCS","HUCS","40796","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E.; Gonzatti, F.","Gonzatti, F.","594","2012","09","24","Brasil","Rio Grande do Sul","Palmares do Sul","Balneário Quintão - margens da Lagoa do Cipó","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"decumbente sobre dunas",NA,NA,"2013",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"31350","auto",NA,NA,NA,NA
"111","2021-03-16 17:51:06-03","UCS","HUCS","07962","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hatschbach, G.","Hatschbach, G.","52344","1988","10","02","Brasil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Nas dunas",NA,NA,"1989",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"112","2021-03-16 17:51:06-03","UCS","HUCS","37730","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E.","Valduga, E.","109","2011","10","22","Brasil","Rio Grande do Sul","Balneário Pinhal","Lagoa da Rondinha","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,"Nas dunas",NA,NA,"2011","10",NA,"Angiospermae","Asterales",NA,NA,NA,NA,"17849","auto",NA,NA,NA,NA
"113","2021-03-16 17:51:06-03","UCS","HUCS","06270","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Pruski, J.","Wasum, R.A.","s.n.","1989","11","03","Brasil","Rio Grande do Sul","Torres","Praia da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Pruski, J. - NY; Á beira do caminho",NA,NA,"1990","01",NA,"Angiospermae","Asterales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"114","2021-03-16 17:51:06-03","UCS","HUCS","32233","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Teles, A.M.","Pasini, E.","196","2007","11","15","Brasil","Rio Grande do Sul","Mostardas","Praia do Bacopari","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Nas dunas",NA,NA,"2007",NA,NA,"Angiospermae","Asterales",NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA
"115","2021-03-16 17:51:06-03","UCS","HUCS","09076","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Robinson, H.","Rui, A.M.","s.n.","1992","09",NA,"Brasil","Rio Grande do Sul","Torres","Praia do Paraíso","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Junto ao solo",NA,NA,"1993","06",NA,"Angiospermae","Asterales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"116","2019-08-16 08:38:39-03","UTFPR","HCF","28533","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","J. Gaio","J. Gaio","477","2015","09","12","Brasil","RS","Osório","estrada para a Lagoa do Inácio","-50.221944","-29.898611","50°13'19 W","29°53'55 S","8","8","subarbusto decumbente a ereto, com vistosos capítulos amarelos e cipselas seríceas. Em campo seco antropizado.",NA,NA,"2015","11","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-08-16 08:38:39-03","UTFPR","HCF","4505","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","M.G. Caxambu","J.L. Carneiro",NA,"2006","11","09","Brasil","SC","Florianópolis","Praia da Lagoinha","-48.5491981506348","-27.596700668335",NA,NA,"5","5","erva ereta, heliófita, psamófila, com flores amarelas.",NA,NA,"2006","11","21",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"118","2019-08-16 08:38:39-03","UTFPR","HCF","18742","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","J. Cordeiro","C.B. Poliquesi","753","2010","10","09","Brasil","SC","Florianópolis","Praia do Jurerê Internacional","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"herbácea, capítulo amarela. Sobre dunas de areia.",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"119","2019-08-16 08:38:39-03","UTFPR","HCF","5428","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","H. Robinson","G. Hatschbach","79647","2006","08","21","Brasil","SC","Laguna","Praia da Teresa","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Reptante, capítulo amarelo. Encosta de dunas.",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"120","2019-08-16 08:38:39-03","UTFPR","HCF","8789","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","G. Hatschbach","G. Hatschbach","79611","2006","08","19","Brasil","SC","Laguna","Praia do Gi","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"reptante, radicante, capítulo amarelo. Dunas.",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"121","2019-11-25 12:11:37-03","UFSM","SMDB","10129","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus crassiflorus","(Poir.) DC.","Matzenbacher, NJ","Murari, AL; Murari, JC","s.n.","2006","02","23","Brasil","Rio Grande do Sul","Município de Mariluz","Balneário Ipiranga",NA,NA,NA,NA,NA,NA,"Plantas com flores secas na coleta","SMDB010129",NA,NA,NA,NA,NA,NA,NA,NA,"crassiflorus",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-25 12:11:37-03","UFSM","SMDB","10128","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus crassiflorus","(Poir.) DC.","Matzenbacher, NJ","Murari, AL; Murari, JC","s.n.","2006","02","23","Brasil","Rio Grande do Sul","Município de Mariluz","Balneário Ipiranga",NA,NA,NA,NA,NA,NA,"Material-testemunho de dissertação em ciências farmacêuticas. Orientadora Berta Heinzmann","SMDB010128",NA,NA,NA,NA,NA,NA,NA,NA,"crassiflorus",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-25 12:11:37-03","UFSM","SMDB","10130","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","(Malme) Cabrera.","Matzenbacher, NJ","Murari, AL; Murari, JC","s.n.","2006","02","23","Brasil","Rio Grande do Sul","Município de Mariluz","Balneário Ipiranga",NA,NA,NA,NA,NA,NA,NA,"SMDB010130",NA,NA,NA,NA,NA,NA,NA,NA,"maritimus",NA,NA,NA,NA,NA,NA,NA
"124","2021-01-27 14:32:54-03","UFSM","SMDB","14685","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Cardoso, JFA","s.n.","1993","09","20","Brasil","Florianópolis","Rio Vermelho","praia de Moçambique. Altitude 1,5m.","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,"Hábito: herbáceo, rasteiro. FLOR 8.626; Restinga.","SMDB014685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26996","auto",NA,NA,NA,NA
"125","2019-11-25 12:11:37-03","UFSM","SMDB","352","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","Cabrera.","Matzenbacher, N.I.","Teodoro, L","s.n.","1939","10","07","Brasil","Rio Grande do Sul","Canoas",NA,"-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,NA,"SMDB000352",NA,"1994","03","15",NA,NA,NA,NA,"subceratophyllus",NA,"8037","auto",NA,NA,NA,NA
"126","2019-11-25 12:11:37-03","UFSM","SMDB","10132","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus crassiflorus","(Poir.) DC.","Matzenbacher, NJ","Murari, AL; Heinzmann, NJ","s.n.","2006","04","03","Brasil","Rio Grande do Sul","Capão da Canoa","Centro","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"material-testemunho de dissertação em ciências farmacêuticas. População 2","SMDB010132",NA,NA,NA,NA,NA,NA,NA,NA,"crassiflorus",NA,"15808","auto",NA,NA,NA,NA
"127","2019-11-25 12:11:37-03","UFSM","SMDB","9521","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, N.I.","Matzenbacher, N.I.","s.n.","2004","04","11","Brasil","Rio Grande do Sul","Capão da Canoa","dunas de beira-mar","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"SMDB009521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"128","2019-11-25 12:11:37-03","UFSM","SMDB","10406","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Murari, AL; Murari, I","s.n.","2006","12","04","Brasil","Rio Grande do Sul","Capão da Canoa","Praia, centro","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"SMDB010406",NA,"2007","04","13",NA,NA,NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"129","2019-11-25 12:11:37-03","UFSM","SMDB","2260","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera.","Klein, RM; Bresolin, A","6188","1965","09","14","Brasil","Santa Catarina","Florianopólis","Jurerê","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"SMDB002260",NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"130","2019-11-25 12:11:37-03","UFSM","SMDB","9520","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, N.I.","Matzenbacher, N.I.","s.n.","2004","04","11","Brasil","Rio Grande do Sul","Capão da Canoa","dunas de beira-mar","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,NA,"SMDB009520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15808","auto",NA,NA,NA,NA
"131","2019-11-25 12:11:37-03","UFSM","SMDB","10131","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus crassiflorus","(Poir.) DC.","Matzenbacher, NJ","Murari, AL; Heinzmann, NJ","s.n.","2006","04","03","Brasil","Rio Grande do Sul","Capão da Canoa","Centro, Sobre dunas frontais, população 1","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Material-testemunho de dissertação em ciências farmacêuticas. Orientação Berta Heinzmann","SMDB010131",NA,NA,NA,NA,NA,NA,NA,NA,"crassiflorus",NA,"15808","auto",NA,NA,NA,NA
"132","2020-12-21 16:17:09-03","MBM","MBM","352857","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hurrell, J.A.","Hurrell, J.A.; et al.; et al.","6023","2004","09","06","Argentina","Buenos Aires",NA,"Isla Martín Garcia; arenal accidental",NA,NA,NA,NA,NA,NA,NA,"MBM352857","MBM352857","2004","11",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:17:09-03","MBM","MBM","410766","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Heiden, G.","Heiden, G.; Drawanz-Götzke, M.L.; Romano, C.M.; Drawanz-Götzke, M.L.; Romano, C.M.","1104","2009","10","16","Brazil","Rio Grande do Sul","Rio Grande","Capão Seco, BR 392, próximo da praça de pedágio","-52.288056","-32.0225","-52.288056","-32.0225","12","12","Subarbusto decumbente. Ramos e folhas gríseos. Capítulos com flores do raio e do disco amarelas, levemente alaranjadas.; Campos de clima temperado (pampas), solo arenoso em áreas de paleodunas.","MBM410766","MBM410766","2009","10","16",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:17:09-03","MBM","MBM","418057","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gaio, J.","Gaio, J.; Demeda, C.; Gonzatti, F.; Link, O.; Demeda, C.; Gonzatti, F.; Link, O.","477","2015","09","12","Brazil","Rio Grande do Sul","Osório","Estrada para a lagoa do Inácio","-50.221944","-29.898611","-50.221944","-29.898611","8","8","Subarbusto decumbente a ereto com vistosos capítulos amarelos e cipselas serícea.; Em campo seco antropizado.","MBM418057",NA,"2015","11","03",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:17:09-03","MBM","MBM","338630","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Teles, A.","Pasini, E.","196","2007","11","15","Brazil","Rio Grande do Sul","Mostardas","Praia do Bacopari","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Em dunas","MBM338630","MBM338630","2007",NA,NA,NA,NA,"Southern America",NA,NA,NA,"86098","auto",NA,NA,NA,NA
"136","2020-12-21 16:17:09-03","MBM","MBM","391056","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gonzatti, F.; Valduga, E.","Gonzatti, F.","594","2012","09","24","Brazil","Rio Grande do Sul","Palmares do Sul","Balneário Quintão, margens da Lagoa do Cipó","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,"Decumbente sobre dunas.","MBM391056","MBM391056","2013",NA,NA,NA,NA,"Southern America",NA,NA,NA,"31350","auto",NA,NA,NA,NA
"137","2020-12-21 16:17:09-03","MBM","MBM","301977","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Robinson, H.","Marchett, F.","41","2004","09","19","Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM301977","MBM301977",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"138","2020-12-21 16:17:09-03","MBM","MBM","263286","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72708","2001","11","14","Brazil","Santa Catarina","Laguna","Cabo Santa Marta","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM263286","MBM263286",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"21199","auto",NA,NA,NA,NA
"139","2020-12-21 16:17:09-03","MBM","MBM","388541","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valduga, E.","Valduga, E.","109","2011","10","22","Brazil","Rio Grande do Sul","Balneário Pinhal","Lagoa da Rondinha","-50.249347","-30.237228","-50.249347","-30.237228","10","10","Nas dunas.","MBM388541","MBM388541","2011","10",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2015-07-31 19:39:27-03","MNHN","RECOLNAT_MNHN_P","P00666028","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera","Commerson, P.",NA,NA,NA,NA,"[Uruguay]",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00666028' target='other'> <mi>dwc_moreinfo</mi></a>","P00666028","P00666028_01",NA,NA,NA,NA,NA,NA,"hb",NA,"isotype",NA,NA,NA,NA,NA,NA
"141","2015-10-09 09:40:08-03","MNHN","RECOLNAT_MNHN_P","P01816834","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Sprengel, K.",NA,NA,NA,NA,"uruguay",NA,NA,"Monte Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816834' target='other'> <mi>dwc_moreinfo</mi></a>","P01816834","P01816834_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"67",NA
"142","2015-10-09 09:40:36-03","MNHN","RECOLNAT_MNHN_P","P01816835","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P.",NA,"1767","11",NA,"uruguay",NA,NA,"Monte-Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816835' target='other'> <mi>dwc_moreinfo</mi></a>","P01816835","P01816835_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"143","2015-10-09 09:40:53-03","MNHN","RECOLNAT_MNHN_P","P01816836","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P.",NA,"1767","11",NA,"uruguay",NA,NA,"Monte-Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816836' target='other'> <mi>dwc_moreinfo</mi></a>","P01816836","P01816836_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"144","2015-10-09 09:41:35-03","MNHN","RECOLNAT_MNHN_P","P01816837","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P.",NA,"1767","11",NA,"uruguay",NA,NA,"Monte-Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816837' target='other'> <mi>dwc_moreinfo</mi></a>","P01816837","P01816837_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"145","2015-10-09 09:41:51-03","MNHN","RECOLNAT_MNHN_P","P01816838","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P.",NA,"1767","11",NA,"uruguay",NA,NA,"Monte-Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816838' target='other'> <mi>dwc_moreinfo</mi></a>","P01816838","P01816838_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"146","2015-10-09 09:42:04-03","MNHN","RECOLNAT_MNHN_P","P01816839","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Commerson, P.",NA,"1767","11",NA,"uruguay",NA,NA,"Monte-Video",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816839' target='other'> <mi>dwc_moreinfo</mi></a>","P01816839","P01816839_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"147","2015-10-09 09:42:35-03","MNHN","RECOLNAT_MNHN_P","P01816840","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera","Gay, C.",NA,NA,NA,NA,"chili",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816840' target='other'> <mi>dwc_moreinfo</mi></a>","P01816840","P01816840_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"116",NA
"148","2015-09-05 06:08:00-03","MNHN","RECOLNAT_MNHN_P","P01816841","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera","Gay, C.",NA,NA,NA,NA,"chili",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01816841' target='other'> <mi>dwc_moreinfo</mi></a>","P01816841","P01816841_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"116",NA
"149","2015-09-04 07:25:44-03","MNHN","RECOLNAT_MNHN_P","P03781853","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Teles","Langeron",NA,"1927","5","9","Brasil",NA,NA,"Brésil, Lagoão. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantes du Brésil. . Reçu le 12 Octobre 1933 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03781853' target='other'> <mi>dwc_moreinfo</mi></a>","P03781853","P03781853_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
"150","2015-09-04 07:25:45-03","MNHN","RECOLNAT_MNHN_P","P03781859","PreservedSpecimen",NA,"Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Teles","Naudeaud",NA,NA,NA,NA,"Brasil",NA,NA,". Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03781859' target='other'> <mi>dwc_moreinfo</mi></a>","P03781859","P03781859_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA
