"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","relatedCatalogItem"
"313","2021-02-08 12:37:01-03","UFRGS","ICN","094874","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Mentz, LA; Farias, M; Matzenbacher, NI","s.n.","1985","05","01","Brasil","RS","Guaíba","Fazenda São Maximiano.","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"28343","auto",NA,NA,NA,NA
"314","2021-02-08 12:37:01-03","UFRGS","ICN","010200","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Valls, JFM","Valls, JFM","2142","1972","09","10","Brasil","RS","Osório","Praia de Atlântida.","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Planta acinzentada, com capítulos ainda muito jovens.; Sobre dunas, formando manchas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"27350","auto",NA,NA,NA,NA
"315","2021-02-08 12:37:01-03","UFRGS","ICN","069497","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Ritter, MR","84","1986","12","14","Brasil","RS","Rio Grande","Vila do Taim.","-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"82892","auto",NA,NA,NA,NA
"316","2021-02-08 12:37:01-03","UFRGS","ICN","004304","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Irgang, BE","Schultz, AR","4304","1967","07","21","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"317","2021-02-08 12:37:01-03","UFRGS","ICN","081229","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Áquila, E","s.n.",NA,NA,NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","06","22","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"318","2021-02-08 12:37:01-03","UFRGS","ICN","181283","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","12548","1978","10","18","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"319","2021-02-08 12:37:01-03","UFRGS","ICN","181286","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","12547","1978","10","18","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"320","2021-02-08 12:37:01-03","UFRGS","ICN","181287","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","11526","1977","09","06","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"321","2021-02-08 12:37:01-03","UFRGS","ICN","181289","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","9240","1975","07","20","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"322","2021-02-08 12:37:01-03","UFRGS","ICN","181291","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","5987","1970","09","23","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"323","2021-02-08 12:37:01-03","UFRGS","ICN","181292","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Hagelund, K","3182","1965","01","06","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"1994","03","24","Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"324","2021-02-08 12:37:01-03","UFRGS","ICN","049036","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Gaelzer, MB","Gaelzer, MB","299","1980","09","14","Brasil","RS","Torres","Guarita, próximo ao restaurante.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Planta halófila, erva rastejante.; Em dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"325","2021-02-08 12:37:01-03","UFRGS","ICN","083339","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Gaelzer, MB","299","1980","09","14","Brasil","RS","Torres","Guarita, próximo ao restaurante.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Erva rastejante, planta halófila.; Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"20837","auto",NA,NA,NA,NA
"326","2021-02-08 12:37:01-03","UFRGS","ICN","081230","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Matzenbacher, NI","Áquila, E","s.n.",NA,NA,NA,"Brasil","RS","Tramandaí","Nova Tramandaí. Rua Fernando de Noronha, 1735.","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"21077","auto",NA,NA,NA,NA
"327","2021-02-08 12:37:01-03","UFRGS","ICN","087750","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Assunção, AF","Assunção, AF","s.n.","1986","09","20","Brasil","RS","Tramandaí","Praia de Tramandaí.","-50.1335983276367","-29.9846992492676",NA,NA,"2","2","Abundante, intensamente florida.; Sob dunas adjacentes ao mar.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"21077","auto",NA,NA,NA,NA
"328","2021-02-08 12:37:01-03","UFRGS","ICN","186359","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Schmidt-Silveira, F","376","2012","10","17","Brasil","RS","Viamão","Águas Claras, Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Campo arenoso",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"41667","auto",NA,NA,NA,NA
"329","2021-02-08 12:37:01-03","UFRGS","ICN","060683","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, AL","Klein, RM; Bresolin, A","6188","1965","09","14","Brasil","SC","Florianópolis","Jurerê, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"1","1","Doação FLOR 1971; Erva de flor amarela.; Praia.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"330","2021-02-08 12:37:01-03","UFRGS","ICN","096895","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Fronza, M","Souza, ML; de Sá, MR; Fronza, M; Araújo, AC","917","1987","10","30","Brasil","SC","Florianópolis","Pontal do Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação FLOR 17829; Restinga, arenoso.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"27000","auto",NA,NA,NA,NA
"331","2021-02-08 12:37:01-03","UFRGS","ICN","060691","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, AL","Klein, RM; Bresolin, A","s.n.","1970","10","21","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"2","2","Doação FLOR 2218; Flor amarela.; Restinga, dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"11115","auto",NA,NA,NA,NA
"332","2021-02-08 12:37:01-03","UFRGS","ICN","060740","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, AL","Klein, RM; Bresolin, A","8840","1970","10","21","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,"2","2","Doação FLOR 2218; Flor amarela.; Restinga, dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,"11115","auto",NA,NA,NA,NA
"333","2021-02-08 12:37:01-03","UFRGS","ICN","160818","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus crassiflorus","(Poir.) DC.","Ferreira, PPA","Matzenbacher, NI","s.n.","2007","09","09","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"dunas marítimas",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"crassiflorus",NA,"15808","auto",NA,NA,NA,NA
"334","2021-02-08 12:37:01-03","UFRGS","ICN","113875","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Matzenbacher, NI","Matzenbacher, NI","2256","1997","10","11","Brasil","RS","Capão da Canoa","Na encosta ocidental das dunas da linha litorânea.","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"335","2021-02-08 12:37:01-03","UFRGS","ICN","106228","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Matzenbacher, NI","Matzenbacher, NI","s.n.","1994","11","26","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Em solo arenoso após as primeiras dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"336","2021-02-08 12:37:01-03","UFRGS","ICN","160819","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Ferreira, PPA","Matzenbacher, NI","s.n.","2007","09","09","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"dunas marítimas",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"337","2021-02-08 12:37:01-03","UFRGS","ICN","170613","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Matzenbacher, NI","Matzenbacher, NI","s.n.","2011","09","19","Brasil","RS","Capão da Canoa",NA,"-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Nas antedunas da orla marítima.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"338","2021-02-08 12:37:01-03","UFRGS","ICN","143573","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Lüdtke, R","Lüdtke, R","451","2005","12","14","Brasil","RS","Capão da Canoa","Jardim Beira Mar","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"flores amarelas; ante-dunas, solo arenoso",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"15808","auto",NA,NA,NA,NA
"339","2021-02-08 12:37:01-03","UFRGS","ICN","182923","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus maritimus","Malme","Pasini, E","Marchet, F","679","2008","09","21","Brasil","RS","Mostardas",NA,"-50.9211006164551","-31.1068992614746",NA,NA,"10","10","Doação HUCS 33640; Capítulos com flores amarelas.; Nas dunas",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"maritimus",NA,"86098","auto",NA,NA,NA,NA
"340","2021-02-08 12:37:01-03","UFRGS","ICN","044740","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","(Poir.) DC.","Matzenbacher, NI","Schweiger, E","s.n.",NA,NA,NA,"Brasil","RS","Porto Alegre","Estrada de ferro.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"1994","05","02","Dicotyledon",NA,"América do Sul",NA,"subceratophyllus",NA,"29946","auto",NA,NA,NA,NA
"341","2021-02-08 12:37:01-03","UFRGS","ICN","000073","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","(Poir.) DC.","Emrich, K","Schultz, AR","73","1944","10","22","Brasil","RS","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Dunas.",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"subceratophyllus",NA,"20837","auto",NA,NA,NA,NA
"342","2021-02-08 12:37:01-03","UFRGS","ICN","101668","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","(Poir.) DC.",NA,"Almeida Rego; Pedralli","s.n.","1983","10","16","Brasil","RS","Viamão","Itapuã, Praia das Pombas.","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,NA,"2005","11","07","Dicotyledon",NA,"América do Sul",NA,"subceratophyllus",NA,"41667","auto",NA,NA,NA,NA
"343","2021-02-08 12:37:01-03","UFRGS","ICN","000761","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus subceratophyllus","(Poir.) DC.","Matzenbacher, NI","Schultz, AR","761","1950","11","01","Brasil","RS","Torres","Itapeva.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Praia.",NA,NA,"1994","04","26","Dicotyledon",NA,"América do Sul",NA,"subceratophyllus",NA,"20837","auto",NA,NA,NA,NA
"344","2021-02-18 17:08:23-03","FEPAGRO","BLA","15496","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","J. F. M. Valls","J. F. M. Valls",NA,"1972","09","10","Brasil","Rio Grande do Sul","Osório","Praia de Atlantida","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: Sobre dunas, formando manchas","BLA015496",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA
"345","2021-02-18 17:08:23-03","FEPAGRO","BLA","13029","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","C. R. Dillenburg","A. Kappel",NA,"1965","11","20","Brasil","Rio Grande do Sul","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,"Habitat: Nas dunas; uma das primeiras na sucessão.","BLA013029",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"346","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","17790","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Mariath, J.E.","Mariath, J.","851","1980","10",NA,"Brasil","Rio Grande do Sul","Osório","Estrada Osório - Tramandaí.","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Planta com flor amarela, encontrada em dunas próximas ao mar, no sol em solo arenoso.","HAS0017790",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"27350","auto",NA,NA,NA,NA
"347","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","41341","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Abruzzi, M.L.","Abruzzi, M.L.","4624","2003","04",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Ilha Grande","-50.5097007751465","-30.2577991485596",NA,NA,NA,NA,NA,"HAS0041341",NA,"2003",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"31350","auto",NA,NA,NA,NA
"348","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","17678","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, A.","Neves, M.","149","1982","12",NA,"Brasil","Rio Grande do Sul","São Jerônimo","Polo Carboquímico; campo atrás da Fazenda Capão (Campo dos caquis).","-51.7221984863281","-29.9591999053955",NA,NA,NA,NA,"Erva de mais ou menos 20 cm de altura, com folhas marrom-esverdeadas, com pelos brancos, aveludados; raro e disperso em campo limpo no topo.","HAS0017678",NA,"1983",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"78415","auto",NA,NA,NA,NA
"349","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","3118","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus var. maritimus","(Malme) Cabr.","Cabrera, A.","Gonçalves, O.","s.n.","1975","09",NA,"Brasil","Rio Grande do Sul","Torres","Margens do Rio Mampituba","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flores amarelas","HAS0003118",NA,"1977","12",NA,"Magnoliophyta",NA,NA,NA,"var. maritimus",NA,"20837","auto",NA,NA,NA,NA
"350","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","3113","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, A.","Dannenhamer, V.S.N.; Gonçalves, O.","s.n.","1975","09",NA,"Brasil","Rio Grande do Sul","Torres","Molhes da Barra do Rio Mampituba","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"flores amarelas","HAS0003113",NA,"1977","12",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"351","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","23075","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Bueno, O.","Bueno, O.","5051","1987","11",NA,"Brasil","Rio Grande do Sul","Viamão","Parque Estadual de Itapuã, Praia de Fora","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Em dunas próximo a mata de restinga, solo arenoso. Erva estolonífera com escapo floral ereto. Possui flor amarela, planta acinzentada. Numerosa e dispersa.","HAS0023075",NA,"1988","06",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"352","2019-10-04 16:06:44-03","MCN-FZBRS","HAS","23250","PreservedSpecimen","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Bueno, O.","Strehl, T.","856","1987","10",NA,"Brasil","Rio Grande do Sul","Viamão","Parque Estaduas de Itapuã, Praia de Fora","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Exempçar com flor amarela e inflorescência em capítulo. Possui folha pilosa.","HAS0023250",NA,"1988","06",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"353","2019-11-21 10:01:19-03","IBt","SP","26588","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Herter, W","95b","1907","02",NA,"Uruguai","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","2019-11-21 10:01:19-03","IBt","SP","36896","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.","Cabrera, AL","Cabrera, AL","3385","1935","11",NA,"Argentina","Buenos Aires",NA,"Partido de General Magariaga: Juancho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2019-11-21 10:01:19-03","IBt","SP","52564","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Rosengurtt","B-4357","1944","11","05","Uruguai","San José",NA,"Barra del río Sta Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","2019-11-21 10:01:19-03","IBt","SP","28473","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker","Hoehne, FC","s.col.","34B","1929","09",NA,"Brasil","Rio Grande do Sul",NA,"Chácara Municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,NA,NA,NA,NA,NA,NA
"357","2019-11-21 10:01:19-03","IBt","SP","59026","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus","(Poir.) DC.",NA,"Hatschbach, G","2028","1950","09","30","Brasil","Paraná","Paranaguá","Rio Pereque","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA
"358","2019-11-21 10:01:19-03","IBt","SP","36798","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker","Cabrera, AL","Archer, WA","4295","1936","11","01","Brasil","Rio Grande do Sul","Rio Grande",NA,"-52.0985984802246","-32.0349998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,"82892","auto",NA,NA,NA,NA
"359","2019-11-21 10:01:19-03","IBt","SP","50884","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker",NA,"Rambo, B; Blake, L","1758","1934","10","03","Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,"10287","auto",NA,NA,NA,NA
"360","2019-11-21 10:01:19-03","IBt","SP","45183","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker",NA,"s.col.","1783","1940","10",NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,"10287","auto",NA,NA,NA,NA
"361","2019-11-21 10:01:19-03","IBt","SP","370920","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker",NA,"Serikiaku, GT; Araújo, AC","23","2001","09","13","Brasil","Santa Catarina","Navegantes","Av. Ivo Silveira. Próximo Posto 2-Bombeiros","-48.6542015075684","-26.8988990783691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,"24562","auto",NA,NA,NA,NA
"362","2019-11-21 10:01:19-03","IBt","SP","16967","S","Plantae","Asteraceae","Senecio","crassiflorus","Senecio crassiflorus tricuspis","Baker","Cabrera, AL","Loefgren, A; Edwall, G","CGG2628","1894","09","19","Brasil","São Paulo","Iguape","Juá-Mirim","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"SP023707","SP023707",NA,NA,NA,NA,NA,NA,NA,"tricuspis",NA,"55628","auto",NA,NA,NA,NA
