"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"225","2020-02-27 10:37:47-03","MNHN","RECOLNAT_MNHN_P","P00217654","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Mélinon, E.M.","1854",NA,NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217654' target='other'> <mi>dwc_moreinfo</mi></a>","P00217654",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Mana",NA,NA,NA,NA,NA,"P00217654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA
"226","2020-02-27 10:37:47-03","MNHN","RECOLNAT_MNHN_P","P00217655","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Richard, L.C.",NA,NA,NA,NA,"Guyane","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217655' target='other'> <mi>dwc_moreinfo</mi></a>","P00217655",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Cayenne",NA,NA,NA,NA,NA,"P00217655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-02-27 10:37:47-03","MNHN","RECOLNAT_MNHN_P","P00217656","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Richard, L.C.",NA,NA,NA,NA,"Guyane","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217656' target='other'> <mi>dwc_moreinfo</mi></a>","P00217656",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Cayenne",NA,NA,NA,NA,NA,"P00217656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-02-27 10:37:47-03","MNHN","RECOLNAT_MNHN_P","P00217657","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","s.c.",NA,NA,NA,NA,"Guyane","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217657' target='other'> <mi>dwc_moreinfo</mi></a>","P00217657",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Cayenne",NA,NA,NA,NA,NA,"P00217657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-02-27 10:53:26-03","MNHN","RECOLNAT_MNHN_P","P00217658","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Lemée, A.","1901","1",NA,NA,"Guyane française","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217658' target='other'> <mi>dwc_moreinfo</mi></a>","P00217658",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Cayenne, allée des Cocotiers",NA,NA,NA,NA,NA,"P00217658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-02-27 10:53:26-03","MNHN","RECOLNAT_MNHN_P","P00217659","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Glaziou, A.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217659' target='other'> <mi>dwc_moreinfo</mi></a>","P00217659",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,NA,NA,NA,NA,NA,NA,"P00217659_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"510",NA,NA
"231","2020-02-27 10:53:27-03","MNHN","RECOLNAT_MNHN_P","P00217660","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Glaziou, A.","1877","12","9",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217660' target='other'> <mi>dwc_moreinfo</mi></a>","P00217660",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Fazenda de Santa Cruz",NA,NA,NA,NA,NA,"P00217660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9337",NA,NA
"232","2020-02-27 10:53:27-03","MNHN","RECOLNAT_MNHN_P","P00217661","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Riedel, L.","1821",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217661' target='other'> <mi>dwc_moreinfo</mi></a>","P00217661",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"in paludosis prope Ilheos",NA,NA,NA,NA,NA,"P00217661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-02-27 10:53:27-03","MNHN","RECOLNAT_MNHN_P","P00217662","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Parlatore, J.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217662' target='other'> <mi>dwc_moreinfo</mi></a>","P00217662",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,NA,NA,NA,NA,NA,NA,"P00217662_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-02-19 10:19:35-03","MNHN","RECOLNAT_MNHN_P","P00217663","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Burchell, W.J.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217663' target='other'> <mi>dwc_moreinfo</mi></a>","P00217663",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,NA,NA,NA,NA,NA,NA,"P00217663_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2726",NA,NA
"235","2015-09-18 03:26:41-03","MNHN","RECOLNAT_MNHN_P","P00217664","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Salzmann, P.","1834",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217664' target='other'> <mi>dwc_moreinfo</mi></a>","P00217664",NA,NA,NA,NA,"(L.) Roem. & Schult.","Rosen",NA,"Bahia",NA,NA,NA,NA,NA,"P00217664_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2015-09-17 07:31:14-03","MNHN","RECOLNAT_MNHN_P","P00217665","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Salzmann, P.","1834",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217665' target='other'> <mi>dwc_moreinfo</mi></a>","P00217665",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Bahia",NA,NA,NA,NA,NA,"P00217665_01 P00217665_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2015-09-17 07:31:15-03","MNHN","RECOLNAT_MNHN_P","P00217666","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Salzmann, P.","1834",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217666' target='other'> <mi>dwc_moreinfo</mi></a>","P00217666",NA,NA,NA,NA,"(L.) Roem. & Schult.","Raynal",NA,"Bahia",NA,NA,NA,NA,NA,"P00217666_01 P00217666_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2015-09-17 07:31:16-03","MNHN","RECOLNAT_MNHN_P","P00217667","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Martius, C.F. von",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217667' target='other'> <mi>dwc_moreinfo</mi></a>","P00217667",NA,NA,NA,NA,"(L.) Roem. & Schult.","Clarke",NA,NA,NA,NA,NA,NA,NA,"P00217667_01 P00217667_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"229",NA,NA
"239","2015-09-03 21:36:09-03","MNHN","RECOLNAT_MNHN_P","P00217668","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Martius, C.F. von",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217668' target='other'> <mi>dwc_moreinfo</mi></a>","P00217668",NA,NA,NA,NA,"(L.) Roem. & Schult.","Clarke",NA,NA,NA,NA,NA,NA,NA,"P00217668_01 P00217668_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"229",NA,NA
"240","2015-11-07 06:46:10-02","MNHN","RECOLNAT_MNHN_P","P00668673","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Stoupy, D.",NA,NA,NA,NA,"[Guyane Française]","hb",NA,"herb. Stoupy 1788 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00668673' target='other'> <mi>dwc_moreinfo</mi></a>","P00668673",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Cayenne",NA,NA,NA,NA,NA,"P00668673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2015-09-03 22:14:51-03","MNHN","RECOLNAT_MNHN_P","P01708948","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Hassler, E.","1900","9","1",NA,"Paraguai","hb",NA,"Plantae Paraguarienses.Florula Cordillerae Centralis. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01708948' target='other'> <mi>dwc_moreinfo</mi></a>","P01708948",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"In regione collium: Cerros de Tobaty. Paraguai",NA,NA,NA,NA,NA,"P01708948_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6414",NA,NA
"242","2015-09-03 22:14:51-03","MNHN","RECOLNAT_MNHN_P","P01708951","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Oldeman|Granville","1970","2","18",NA,"Guiana","hb",NA,". . Office de la Recherche Scientifique et Technique Outre Mer <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01708951' target='other'> <mi>dwc_moreinfo</mi></a>","P01708951",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Cayenne, petit étang aux environs du garage Renault. Guiana , América do Sul",NA,NA,NA,NA,NA,"P01708951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"284",NA,NA
"243","2015-09-03 22:14:51-03","MNHN","RECOLNAT_MNHN_P","P01708953","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley, R.M.|Bromley, G.L.|Carvalho, A.M.|Hage, J.L.|Brito, H.S.","1980","4","29",NA,"Brasil","hb",NA,". . Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, March-June, 1980 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01708953' target='other'> <mi>dwc_moreinfo</mi></a>","P01708953",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Bahia","Chapadão Ocidental da Bahia. 37 Km. N. from Correntina, on the Inhaúmas road. F3. Bahia, Nordeste, Brasil, América do Sul","-44.78333","-13.11667","580",NA,NA,"P01708953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21957",NA,NA
"244","2015-09-03 22:14:51-03","MNHN","RECOLNAT_MNHN_P","P01708954","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Harley, R.M.|Bromley, G.L.|Carvalho, A.M.|Hage, J.L.|Brito, H.S.","1980","4","23",NA,"Brasil","hb",NA,". . Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried aout with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, March-June, 1980 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01708954' target='other'> <mi>dwc_moreinfo</mi></a>","P01708954",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Bahia","Chapadão Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina. Bahia, Nordeste, Brasil, América do Sul","-44.63333","-13.33333","580",NA,NA,"P01708954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21636",NA,NA
"245","2017-04-21 15:26:25-03","MNHN","RECOLNAT_MNHN_P","P01765638","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Raynal, A.","1976","2","28",NA,"Guyane française","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01765638' target='other'> <mi>dwc_moreinfo</mi></a>","P01765638",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Guyane. Montjoly, 5km ESE de Cayenne. Guiana Francesa",NA,NA,NA,NA,NA,"P01765638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18283",NA,NA
"246","2015-09-03 23:17:21-03","MNHN","RECOLNAT_MNHN_P","P01867021","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Glaziou, A.","1877","12","9",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01867021' target='other'> <mi>dwc_moreinfo</mi></a>","P01867021",NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,"Brésil, Fazenda ? Sta. Cruz.",NA,NA,NA,NA,NA,"P01867021_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9337",NA,NA
"247","2015-09-27 07:19:21-03","MNHN","RECOLNAT_MNHN_P","P00710332","PreservedSpecimen",NA,"Cyperaceae","Eleocharis","scariosa","Eleocharis scariosa","Salzmann, P.",NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710332' target='other'> <mi>dwc_moreinfo</mi></a>","P00710332",NA,"isosyntype",NA,NA,"Steud.",NA,NA,"Bahia",NA,NA,NA,NA,NA,"P00710332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-11 11:43:47-03","UFMG","BHCB","4922","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Alburqueque, JM","1983","07",NA,"Southern America","Brasil",NA,NA,"Campo úmido;herbáceo;1952;",NA,"s.n.",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.",NA,"Pará","FCAP","-48.5043983459473","-1.4558299779892",NA,NA,"Belém",NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"249","2021-02-12 12:24:47-03","UFMA","MAR","1810","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Maria M. Ferreira Correia","1982","02","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Roem. & Schult.",NA,"Maranhão","Rio Pimenta","-44.231944","-2.481944",NA,NA,"São Luís",NA,NA,NA,NA,"44º13'55W","02°28'55S",NA,NA,NA,NA,NA,NA,NA
"250","2020-03-11 09:00:43-03","URCA","HCDAL","5070","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","1999","08","27",NA,"Brasil",NA,NA,"Salinas e o mangue.",NA,"s.n.",NA,NA,NA,"(L.) Roem. & Schult.","Amadao, R.","Ceará",NA,"-38.543098449707","-3.71722006797791",NA,NA,"Fortaleza",NA,"2000","05","27",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"251","2021-02-11 17:18:41-03","UFPR","UPCB","40703","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Borgo, M.","1999","11","24",NA,"Brasil",NA,NA,"Herbácea sobre terreno lodoso sujeito à maré, inflorescência castanha..",NA,"525",NA,NA,NA,"(L.) Roem. & Schult.","Faria, A.D.","Paraná","Rio Curitibaíba","-48.7118988037109","-25.4286003112793",NA,NA,"Antonina",NA,"2000","02",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"252","2020-05-25 15:13:54-03","FSU","FSU","000071185","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","James A. Duke",NA,NA,NA,NA,"Colombia",NA,NA,NA,NA,"9731",NA,NA,NA,"(L.) Roem. & Schult.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2010-04-27 12:59:00-03","MO","MOBOT","764891","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Elsa M. Zardini|P. Aquino","1992","3","18","South America","Paraguay",NA,NA,NA,NA,"Zardini 31333",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Paraguarí","Estero Ypoá. Between Nueva Italia and Yuquyty on a hill. Inundated savanna.","-57.4333333","-25.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"672","4",NA
"254","2019-02-19 04:30:00-03","MO","MOBOT","100181450","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","C.F.P. Martius","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Martius 229","Isolectotype",NA,NA,"(L.) Roem. & Schult.","D. Rosen",NA,"Sebastiana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","1002166","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Henning Adsersen|Adsersen, Anne","1977","4","12","South America","Ecuador",NA,NA,NA,NA,"Adsersen 1620",NA,NA,NA,"(L.) Roem. & Schult.","H. Adsersen","Galapagos","Tortuga Bay","-90.4303","-0.99858",NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2012-03-29 11:25:00-03","MO","MOBOT","100461946","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nur Ritter","1996","12","4","South America","Bolivia",NA,NA,NA,NA,"Ritter 3939",NA,NA,NA,"(L.) Roem. & Schult.","N. Ritter (NHA)","Santa Cruz","Town of Concepción. Wetland; ca. 0.5 km northeast of Concepción.","-62.0180556","-16.1280556","485.00000000",NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"257","2012-04-05 15:13:00-03","MO","MOBOT","100463728","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Alban N. Stewart","1905","3","5","South America","Ecuador",NA,NA,NA,NA,"Stewart 1081",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen (TAES)","Galapagos","Albemarle Island, Villamil.",NA,NA,"533.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"258","2020-09-04 04:40:00-03","MO","MOBOT","100464116","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Herbert H. Smith","1898",NA,NA,"South America","Colombia",NA,NA,NA,NA,"Smith 245",NA,NA,NA,"(L.) Roem. & Schult.","!J.D. Rosen (TAES)","Magdalena",NA,NA,NA,"30.48000000",NA,"Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"259","2012-04-07 18:29:00-03","MO","MOBOT","100464118","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","R. Romero Castañeda","1966","12","1","South America","Colombia",NA,NA,NA,NA,"Romero Castañeda 10507",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen (TAES)","Magdalena","Isla de Salamanca; km 20 de la carretera Ciénaga-Barranquilla.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"260","2012-05-30 16:58:00-03","MO","MOBOT","100476270","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Julian A. Steyermark|Bruno J. Manara|Gilberto N. Morillo","1973","9","17","South America","Venezuela",NA,NA,NA,NA,"Steyermark 108552",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen","Sucre","Laguna La Bodega, inmediatamente al Este de Santa Fé.","-64.4","10.2833333","0E8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"261","2012-05-31 10:32:00-03","MO","MOBOT","100476369","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","A. Fernandes|P. Martins|A.J. Castro","1979","2","19","South America","Brazil",NA,NA,NA,NA,"Fernandes 5601",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen","Ceará","Campo dos Perizes, BR-135, km 27-28-Ma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"262","2013-01-23 16:03:00-02","MO","MOBOT","100534660","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Philipp Salzmann","1827",NA,NA,"South America","Brazil",NA,NA,NA,NA,"Salzmann s.n.",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"263","2008-05-27 22:02:00-03","MO","MOBOT","1093149","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nur Ritter|Garrett E. Crow|Marisol Garvizu","1996","8","20","South America","Bolivia",NA,NA,NA,NA,"Ritter 3662",NA,NA,NA,"(L.) Roem. & Schult.","N. Ritter (NHA)","Santa Cruz","Wetland: ca. 0.5 km NE of Concepción, on the road towards San Ignacio. The front half of the system is dominate by Pontederia cordata. The back half contains a large pond surrounded by a floating mat of Eleocharis acutangula.","-62.01666","-16.11666","485.00000000",NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"264","2011-12-22 05:01:00-02","MO","MOBOT","1107880","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Teodoro Rojas","1915","12",NA,"South America","Paraguay",NA,NA,NA,NA,"Rojas 1005A",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Cordillera","Ciervo-Cuá (San Bernardino).","-57.3166667","-25.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"265","2010-04-27 13:00:00-03","MO","MOBOT","1223827","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Elsa M. Zardini|J. Fernandez","1996","12","13","South America","Paraguay",NA,NA,NA,NA,"Zardini 46083",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Presidente Hayes","Estancia Zalazar. Swamps.","-59.2936111","-23.0113889","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1086","4",NA
"266","2013-10-05 06:32:00-03","MO","MOBOT","1307574","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Ronald L. Liesner|Ángel C. González","1981","5","20","South America","Venezuela",NA,NA,NA,NA,"Liesner 12123",NA,NA,NA,"(L.) Roem. & Schult.","Davidse","Sucre","Peninsula de Araya, ca. 4 km west of Caimancito.","-63.95","10.6166667","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","1",NA
"267","2008-05-27 22:02:00-03","MO","MOBOT","1519743","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Émile Hassler",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,"Hassler 6414",NA,NA,NA,"(L.) Roem. & Schult.","F. Mereles, 2001 (FCQ)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2008-05-27 22:02:00-03","MO","MOBOT","1520286","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","George Eiten|Liene T. Eiten","1962","5","16","South America","Brazil",NA,NA,NA,NA,"Eiten 4594",NA,NA,NA,"(L.) Roem. & Schult.","F. Mereles, Mar","Maranhão","Mpio. de Lorêto: Ilha de Balsas region, between the Rios Salsas and Parnaíba. Several km E of main house of Fazenda Morros, about 35 km S of Lorêto. Edge of dammed pond at Sambaíba.","-45.03333","-7.38333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2010-04-27 13:00:00-03","MO","MOBOT","1530504","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Michael H. Nee","1998","5","15","South America","Bolivia",NA,NA,NA,NA,"Nee 49365",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Santa Cruz","NE side of Viru-Viru Pampa and property of Aeropuerto Internacional, along road to Chuchío, 4.5 km E of turnoff from highway from Santa Cruz to Warnes on road to Chuchío. Sandy area. Former grassland with patches of small trees, around pond.","-63.1166667","-17.6166667","385.00000000",NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"270","2012-05-31 11:30:00-03","MO","MOBOT","1790825","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Jean Petitbon","2002","9","13","South America","French Guiana",NA,NA,NA,NA,"Petitbon 586",NA,NA,NA,"(L.) Roem. & Schult.","D.J. Rosen","Cayenne","Canton de Rémire-Montjoly. Zone du Dégrad-des-Cannes","-52.2833333","4.85","2.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"271","2011-06-08 12:20:00-03","MO","MOBOT","1930107","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Manuel Rimachi Y.","1994","7","7","South America","Peru",NA,NA,NA,NA,"Rimachi Y. 11004",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Loreto","Dtto. Punchana, Río Nanay, varadera de; caserio de Padre Cocha, en monte abierto, terreno lodoso, piripiri",NA,NA,"100.00000000",NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2010-04-27 13:00:00-03","MO","MOBOT","262687","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Percy Núñez V.","1991","7","24","South America","Peru",NA,NA,NA,NA,"Núñez Vargas 13848",NA,NA,NA,"(L.) Roem. & Schult.","Irene Fedon","Cusco","Quince mil, forested hills 292 km from Cusco.","-70.75","-13.2166667","643.00000000",NA,"Quispicanchis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96","4",NA
