"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"166","2021-03-01 16:19:33-03","UNICAMP","UEC","174625","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gil, ASB; Cerqueira, RM","2006","02","25",NA,"Brazil",NA,NA,"Material em cultivo na casa de vegetaçao da Unicamp.; Beira de córrego represado.","UEC030546","203",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Gil, ASB","Minas Gerais","Fazendo da Serra, mata próxima a sede.","-45.7957992553711","-19.4377994537354",NA,NA,"Serra da Saudade","UEC030546",NA,NA,NA,NA,NA,"19623","auto",NA,NA,NA,NA,NA
"167","2019-08-20 09:59:50-03","UNICAMP","UEC","16361","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Hatschbach, G","1970","03","04",NA,"Brazil",NA,NA,NA,"UEC025534","23992",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Koyama, T","Paraná","Rio Guaraguaçu, Em pequena lagoa rasa.","-48.5092010498047","-25.5200004577637",NA,NA,"Paranaguá","UEC025534","1970","09",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"168","2019-08-20 09:59:50-03","UNICAMP","UEC","94091","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Kirizawa, M; Souza, AVG","1983","11","02",NA,"Brazil",NA,NA,NA,"UEC025535","1105",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Faria, AD","São Paulo","Estrada Bertioga - São Sebastião, Restinga.","-46.138599395752","-23.8544006347656",NA,NA,"Bertioga","UEC025535","1998","01",NA,NA,NA,"37616","auto",NA,NA,NA,NA,NA
"169","2021-03-01 16:19:33-03","UNICAMP","UEC","176133","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Nascimento-Junior, JE; Melo, DS; Santos, LAS; Souza, CAS","2011","06","18",NA,"Brazil",NA,NA,"Erva.; Área alagada próximo ao Rio Pomonga.","UEC023884","1020",NA,"Liliopsida",NA,"(L.) Roem. & Schult.","Nascimento-Junior, JE","Sergipe","Terreno da Jazida Lev Terra.","-37.0544013977051","-10.7889003753662",NA,NA,"Santo Amaro das Brotas","UEC023884","2011","08","12",NA,NA,"21551","auto",NA,NA,NA,NA,NA
"170","2019-11-19 14:06:17-03","UFRPE","PEUFR","10394","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","A.M. Miranda; F.Esteves","1990","02","09",NA,"Brasil",NA,NA,"Frequência baixa","PEUFR010394","175",NA,NA,NA,"(L.) Roem. & Schult.","M.Luceño","Bahia","Cachoeira do Livramento",NA,NA,NA,NA,"Livramento de Brumado",NA,"1994","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-19 14:06:17-03","UFRPE","PEUFR","23361","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.Luceño; A.Vanzela","1995","11",NA,NA,"Brasil",NA,NA,NA,"PEUFR023361","122",NA,NA,NA,"(L.) Roem. & Schult.","M.Luceño","Paraíba",NA,NA,NA,NA,NA,"Sapopema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-19 14:06:17-03","UFRPE","PEUFR","23239","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.Luceño; M.Alves; A.Vanzela; A.P.Mendes; E.A.Rocha. M.B.Costa e Silva; I. Romero","1996","06","25",NA,"Brasil",NA,NA,"Frequente","PEUFR023239","447",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Bahia","Rio Brumado","-41.8","-13.583333","1100","1100","Rio das Contas",NA,NA,NA,NA,"41º48'00,00W","13º35'00,00S",NA,NA,NA,NA,NA,NA,NA
"173","2019-11-19 14:06:17-03","UFRPE","PEUFR","33163","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.Alves; V.Gomes","1996","07",NA,NA,"Brasil",NA,NA,"Erva frequente","PEUFR033163","75",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Paraíba","Próximo à BR","-37.2799987792969","-7.02443981170654",NA,NA,"Patos",NA,NA,NA,NA,NA,NA,"26419","auto",NA,NA,NA,NA,NA
"174","2019-11-19 14:06:17-03","UFRPE","PEUFR","35024","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.Grillo",NA,NA,NA,NA,"Brasil",NA,NA,NA,"PEUFR035024",NA,NA,NA,NA,"(L.) Roem. & Schult.","A.A.M. de Barros","Pernambuco","Perímetro irrigado de Mocotó","-37.690299987793","-8.54055976867676",NA,NA,"Ibimirim",NA,"2002","07","25",NA,NA,"45154","auto",NA,NA,NA,NA,NA
"175","2019-11-19 14:06:17-03","UFRPE","PEUFR","52623","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","A.P.Mendes; A.C.Settini","1996","09","08",NA,"Brasil",NA,NA,NA,"PEUFR052623","410",NA,NA,NA,"(L.) Roem. & Schult.","M.Luceño","Rio Grande do Norte","Genipabú","-35.209400177002","-5.79500007629395",NA,NA,"Natal",NA,"1997","01",NA,NA,NA,"12751","auto",NA,NA,NA,NA,NA
"176","2020-04-22 16:26:17-03","UFPB","JPB","25470","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santana, GG","1999","05","07","Southern America","Brasil",NA,NA,NA,"JPB0025470","JPB25470",NA,"Angiosperma","Monocotyledon","(L.) Roem. & Schult.","Thomas, WW","Paraíba","Jacarapé","-34.863056","-7.115","47","47","João Pessoa","JPB0025470","1999",NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA
"177","2020-04-22 16:26:17-03","UFPB","JPB","24517","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Fábio, Pedro","1996","06",NA,"Southern America","Brasil",NA,NA,"; HABITAT: Lagos temporários no final da fase hidrológica","JPB0024517","3",NA,"Angiosperma","Monocotyledon","(L.) Roem. & Schult.","Barros, AAM","Paraíba","Lagoa do Couro","-36.272222","-7.390833","458","458","São João do Cariri","JPB0024517","2002","07","29","-36.272222","-7.390833",NA,NA,NA,NA,NA,NA,NA
"178","2020-04-22 16:26:17-03","UFPB","JPB","17451","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Cascon, P; Ferreira, JO","1982","08","26","Southern America","Brasil",NA,NA,NA,"JPB0017451","JPB17451",NA,"Angiosperma","Monocotyledon","(L.) Roem. & Schult.","Luceño, M","Paraíba","Faz. Bravo","-36.287222","-7.489167","388","388","Cabaceiras","JPB0017451","1995","08",NA,"-36.287222","-7.489167",NA,NA,NA,NA,NA,NA,NA
"179","2020-04-22 16:26:17-03","UFPB","JPB","25471","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Santana, GG","1999","05","07","Southern America","Brasil",NA,NA,NA,"JPB0025471","JPB25471",NA,"Angiosperma","Monocotyledon","(L.) Roem. & Schult.",NA,"Paraíba","Jacarapé","-34.863056","-7.115","47","47","João Pessoa","JPB0025471",NA,NA,NA,"-34.863056","-7.115",NA,NA,NA,NA,NA,NA,NA
"180","2021-03-24 17:32:40-03","UFES","VIES","49503","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Valadares, R.T.; Gomes, J.M.L.","2018","03","16",NA,"Brasil",NA,NA,NA,"VIES049503","1710",NA,NA,NA,"(L.) Roem. & Schult.","Valadares, R.T.","Espírito Santo","Fazenda José M.L. Gomes, confluência do córrego São Salvador com o córrego Campo Novo. Vegetação palustre.","-40.967778","-21.113611","3","3","Presidente Kennedy","VIES049503","2018","03","20","40º58'4''W","21º6'49''S",NA,NA,NA,NA,NA,NA,NA
"181","2019-08-16 08:39:06-03","UTFPR","HCF","24313","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.C.V. Farias","2012","11","08",NA,"Brasil",NA,NA,"A margem de represa. Mata de transição.",NA,"356",NA,NA,NA,"(L.) Roem. & Schult.",NA,"SE","Fazenda Dr. Belmiro: Rodovia SE-170,","-37.734167","-11.033333",NA,NA,"Riachão do Dantas",NA,NA,NA,NA,"37°44'03 W","11°02'00 S",NA,NA,NA,NA,NA,NA,NA
"182","2019-08-16 08:39:06-03","UTFPR","HCF","1924","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","M.G. Caxambu","2005","02","01",NA,"Brasil",NA,NA,"herbácea, heliófita, em área alagada.",NA,"750",NA,NA,NA,"(L.) Roem. & Schult.","M. Alves","PR","Fazenda Água do Índio","-52.8760986328125","-23.8705997467041",NA,NA,"Tuneiras do Oeste",NA,"2009","06","08",NA,NA,"24014","auto",NA,NA,NA,NA,NA
"183","2020-06-29 09:30:11-03","UFRRJ","RBR","16714","S","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","L.F.T. Menezes","2005","01","05",NA,"Brasil",NA,NA,NA,"RBR00016714","1365",NA,NA,NA,"(L.) Roem. & Schult.",NA,"Rio de Janeiro","'Restinga da Marambaia, Bravo 6. Lamina de água, com 5cm de profundidade.'","-44.040599822998","-22.9596996307373",NA,NA,"Mangaratiba",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"184","2021-03-21 19:40:10-03","UFC","EAC","30323","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","2000","06","09","Southern America","Brasil",NA,NA,"Herbácea.; Litorâneo-paludoso","EAC0030323","284b",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","alagados no caminho para Canoa Quebrada","-37.7696990966797","-4.56166982650757",NA,NA,"Aracati","EAC0030323","2001","02",NA,NA,NA,"56389","auto",NA,NA,NA,NA,NA
"185","2021-03-21 19:40:10-03","UFC","EAC","30296","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","2000","06","09","Southern America","Brasil",NA,NA,"Herbácea.; Aquático-litorâneo","EAC0030296","284",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","caminho para Canoa Quebrada","-37.7696990966797","-4.56166982650757",NA,NA,"Aracati","EAC0030296","2000","02","10",NA,NA,"56389","auto",NA,NA,NA,NA,NA
"186","2021-03-21 19:40:10-03","UFC","EAC","31075","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","2000","06","12","Southern America","Brasil",NA,NA,"Herbáceo, fruto pardo.","EAC0031075","251",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Lagoa de Cascavel, Substrato limoso aquático.","-38.2419013977051","-4.13305997848511",NA,NA,"Cascavel","EAC0031075","2001","06","10",NA,NA,"42722","auto",NA,NA,NA,NA,NA
"187","2021-03-21 19:40:10-03","UFC","EAC","27578","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","1998","04","17","Southern America","Brasil",NA,NA,"Herbácea.; Litorâneo","EAC0027578","71",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Oliveira, E.R.A.; Alves, M.","Ceará","Parque Botânico","-38.6530990600586","-3.73610997200012",NA,NA,"Caucaia","EAC0027578","1999","03","26",NA,NA,"40484","auto",NA,NA,NA,NA,NA
"188","2021-03-21 19:40:10-03","UFC","EAC","29202","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","1999","06","16","Southern America","Brasil",NA,NA,"Herbácea.; Litorâneo","EAC0029202","155",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","próximo ao Vila Velha e ao mangue, Próximo ao campo.","-38.543098449707","-3.71722006797791",NA,NA,"Fortaleza","EAC0029202","2000","05","11",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"189","2021-03-21 19:40:10-03","UFC","EAC","29322","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","1999","08","27","Southern America","Brasil",NA,NA,NA,"EAC0029322","190",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","salinas e o mangue","-38.543098449707","-3.71722006797791",NA,NA,"Fortaleza","EAC0029322","2000","05","27",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"190","2021-03-21 19:40:10-03","UFC","EAC","49795","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2011","08","07","Southern America","Brasil",NA,NA,"Aquática, macrófita; Urbano","EAC0049795","610",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará","Trilha da Lagoa, Parque do Cocó, Substrato limoso","-38.543098449707","-3.71722006797791",NA,NA,"Fortaleza","EAC0049795","2011","08","17",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"191","2021-03-21 19:40:10-03","UFC","EAC","36507","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Luetzelburg, P.","1935","11",NA,"Southern America","Brasil",NA,NA,NA,"EAC0036507","s.n.",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Paraíba","Ilha de Tiriri, Rio Paraíba, arenito úmido.","-34.8630981445312","-7.11499977111816",NA,NA,"João Pessoa",NA,"2005","09","20",NA,NA,"15975","auto",NA,NA,NA,NA,NA
"192","2021-03-21 19:40:10-03","UFC","EAC","48236","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Prata, A.P.; Lemos, I.C.; et al.","2006","07","22","Southern America","Brasil",NA,NA,"Erva, bainha vinácea, infloresc. castanha, escapo com linhas inteiras.","EAC0048236","1306",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.",NA,"Paraíba","Café do Vento, Granja Betel, propriedade particula","-35.236400604248","-7.14527988433838",NA,NA,"Sobrado","EAC0048236",NA,NA,NA,NA,NA,"8527","auto",NA,NA,NA,NA,NA
"193","2021-03-21 19:40:10-03","UFC","EAC","45072","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Tabosa, A.B.","2009","03","09","Southern America","Brasil",NA,NA,"Emersa; Lagoa temporária","EAC0045072","10",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Tabosa, A.B.","Ceará","Lagoa Contendas, Substrato argiloso","-39.103056","-4.186944",NA,NA,"Caridade","EAC0045072",NA,NA,NA,"-39.103056","-4.186944",NA,NA,NA,NA,NA,NA,NA
"194","2021-03-21 19:40:10-03","UFC","EAC","52054","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Gonzalez, H.H.S.; Matias, L.Q.; Sousa, D.J.L.","2011","05","11","Southern America","Brasil",NA,NA,"Serra","EAC0052054","11",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará",NA,"-40.869806","-4.037556",NA,NA,"São Benedito","EAC0052054","2011","05","24","-40.869806","-4.037556",NA,NA,NA,NA,NA,NA,NA
"195","2021-03-21 19:40:10-03","UFC","EAC","52708","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2012","06","07","Southern America","Brasil",NA,NA,NA,"EAC0052708","684",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.; Gonzalez, H.H.S.; Ibiapina-Santos, L.; Amarante, L.F.","Ceará","vereda, Buritizal","-40.982639","-3.639194",NA,NA,"Tianguá","EAC0052708","2012","06","21","-40.982639","-3.639194",NA,NA,NA,NA,NA,NA,NA
"196","2021-03-21 19:40:10-03","UFC","EAC","5601","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Fernandes, A.; et al.","1979","02","19","Southern America","Brasil",NA,NA,"Erva.; Campo limpo","EAC0005601","EAC5601",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Davidse, G.","Maranhão","Campo dos Perizes, Terreno alagado, BR - 135, km 27-28.",NA,NA,NA,NA,NA,"EAC0005601","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-21 19:40:10-03","UFC","EAC","57900","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2014","09","02","Southern America","Brasil",NA,NA,NA,"EAC0057900","721",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará","Lagoa Osório, lagoa temporária, litorânea; substrato limoso.","-38.116472","-4.224611",NA,NA,"Beberibe","EAC0057900","2015","04","14","-38.116472","-4.224611",NA,NA,NA,NA,NA,NA,NA
"198","2021-03-21 19:40:10-03","UFC","EAC","57901","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2014","09","02","Southern America","Brasil",NA,NA,NA,"EAC0057901","729",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará","lagoa temporária a caminho da Lagoa Uruaú; substrato limoso.","-38.070539","-4.225572",NA,NA,"Beberibe","EAC0057901","2015","04","14","-38.070539","-4.225572",NA,NA,NA,NA,NA,NA,NA
"199","2021-03-21 19:40:10-03","UFC","EAC","60937","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Albuquerque, A.C.","2017","07","23","Southern America","Brasil",NA,NA,NA,"EAC0060937","259",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Albuquerque, A.C.","Ceará","lagoa temporária.","-38.639444","-3.692778",NA,NA,"Caucaia","EAC0060937","2017","08","11","-38.639444","-3.692778",NA,NA,NA,NA,NA,NA,NA
"200","2021-03-21 19:40:10-03","UFC","EAC","29359","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2000","04","27","Southern America","Brasil",NA,NA,NA,"EAC0029359","225",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Lagoa do Uruaú","-38.1305999755859","-4.17971992492676",NA,NA,"Beberibe","EAC0029359","2000","05","27",NA,NA,"49277","auto",NA,NA,NA,NA,NA
"201","2021-03-21 19:40:10-03","UFC","EAC","29006","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","1999","07","25","Southern America","Brasil",NA,NA,"Herbácea.; Litorâneo","EAC0029006","174A",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Praia do Cabo Verde, Lagoa.","-38.1305999755859","-4.17971992492676",NA,NA,"Beberibe","EAC0029006","2000","04","13",NA,NA,"49277","auto",NA,NA,NA,NA,NA
"202","2021-03-21 19:40:10-03","UFC","EAC","45066","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Sousa, D.J.L.; et al.","2008","06","21","Southern America","Brasil",NA,NA,"Herbácea, secção transversal do caule é triangular; Lagoa Temporária","EAC0045066","11",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará","Substrato limoso","-39.1925010681152","-4.23222017288208",NA,NA,"Caridade","EAC0045066",NA,NA,NA,NA,NA,"30627","auto",NA,NA,NA,NA,NA
"203","2021-03-21 19:40:10-03","UFC","EAC","29374","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","1999","06","04","Southern America","Brasil",NA,NA,"Herbácea, flor creme.","EAC0029374","141",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Campus do Pici, Matagal próximo à agricultura, Engenharia de Pesca.","-38.543098449707","-3.71722006797791",NA,NA,"Fortaleza","EAC0029374","1999","06","04",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"204","2021-03-21 19:40:10-03","UFC","EAC","44967","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.; Paula-Zárate, E.L.; Sousa, D.J.L.","2007","11","07","Southern America","Brasil",NA,NA,"Macrófita aquática, caule triangular","EAC0044967","524",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.","Ceará","Rio coreau- barragem","-40.826099395752","-3.12028002738953",NA,NA,"Granja","EAC0044967","2007","12","18",NA,NA,"70014","auto",NA,NA,NA,NA,NA
"205","2021-03-21 19:40:10-03","UFC","EAC","52712","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Matias, L.Q.","2012","06","23","Southern America","Brasil",NA,NA,NA,"EAC0052712","697",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Matias, L.Q.; Gonzalez, H.H.S.; Ibiapina-Santos, L.; Amarante, L.F.","Ceará","BR 222, Saída de Ibiapina para Mucambo","-40.8894004821777","-3.92333006858826",NA,NA,"Ibiapina","EAC0052712","2012","08","21",NA,NA,"29848","auto",NA,NA,NA,NA,NA
"206","2021-03-21 19:40:10-03","UFC","EAC","31119","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.; Matias, L.Q.","2000","08","24","Southern America","Brasil",NA,NA,"Macrófito, fruto pardo.; Aquático","EAC0031119","s.n.",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Lagoa de Jijoca, Substrato limoso.","-40.4491996765137","-2.89499998092651",NA,NA,"Jijoca de Jericoacoara","EAC0031119","2001","04","18",NA,NA,"16085","auto",NA,NA,NA,NA,NA
"207","2021-03-21 19:40:10-03","UFC","EAC","31120","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Amado, R.","2000","08","24","Southern America","Brasil",NA,NA,"Macrófita aquática, fruto branco-esverdeado.; Paludoso-litorâneo","EAC0031120","324",NA,"Monocotyledon",NA,"(L.) Roem. & Schult.","Amado, R.","Ceará","Lagoa de Jijoca, Substrato limoso.","-40.4491996765137","-2.89499998092651",NA,NA,"Jijoca de Jericoacoara","EAC0031120","2001","04","18",NA,NA,"16085","auto",NA,NA,NA,NA,NA
"208","2020-12-21 16:22:15-03","MBM","MBM","173248","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Reinert, B.L.; Bornschein, M.R.; Bornschein, M.R.","1995","02","11","Southern America","Brazil",NA,NA,"Banhado, mais ou menos 50cm, de profundidade","MBM173248","65",NA,NA,NA,"(L.) Roem. & Schult.","Pedersen, T.M.","Paraná","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,"Paranaguá","MBM173248","1996",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"209","2020-12-21 16:22:15-03","MBM","MBM","250048","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Pedersen, T.M.","1978","02","12","Southern America","Brazil",NA,NA,NA,"MBM250048","12242",NA,NA,NA,"(L.) Roem. & Schult.","Prata, A.P.","Mato Grosso","Rod. BR-060",NA,NA,NA,NA,"Jaraguari","MBM250048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:22:15-03","MBM","MBM","145827","PreservedSpecimen","Plantae","Cyperaceae","Eleocharis","mutata","Eleocharis mutata","Stehmann, J.R.; et al.; et al.","1989","01","12","Southern America","Brazil",NA,NA,NA,"MBM145827","1705",NA,NA,NA,"(L.) Roem. & Schult.","Alves, M.","Minas Gerais","São Gonçalo do Rio Abaixo","-43.3622016906738","-19.826099395752",NA,NA,"São Gonçalo do Rio Abaixo","MBM145827",NA,NA,NA,NA,NA,"17525","auto",NA,NA,NA,NA,NA
