"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"185","2019-11-07 11:16:07-03","UFMG","BHCB-SL","114520","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL de","2007","11","01","Gasper, AL de","851","2007","10","28","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra de Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"34291","Terícola em borda da mata.","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-07 11:16:07-03","UFMG","BHCB-SL","114524","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"s.n","s.n","2007","04","20","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra de Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"34291","terrícola em interior da mata","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-07 11:16:07-03","UFMG","BHCB-SL","114523","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"Gasper, AL de","s.n.","2007",NA,NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra de Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"34291","Terrícola em interior da mata e borda.","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-11-07 11:16:07-03","UFMG","BHCB-SL","114522","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"Gasper, AL de","s.n.","2007","03","22","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra de Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,NA,"34291","terrícola em interior da mata","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-07 11:16:07-03","UFMG","BHCB-SL","29691","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.",NA,NA,NA,NA,"Salino, A","1453","1992","06","11","Brasil","São Paulo","Campos do Jordão","Estrada velha para Santo Antônio do Pinhal, em frente a Matadouro","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"21048","Terrestre, em encosta íngreme, interior da floresta","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"190","2016-08-23 10:22:41-03","NHMLondon","NHM-LONDON-BOT","BM000904066","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Raquel Stauffer Viveros; Universidade Federal de Minas Gerais; Viveros","2014","10",NA,"Collaboration; M.J.M. Christenhusz, S. Lehtonen & P.B. Schwartsburd","4996","2008","03","20","Brasil","Santa Catarina",NA,NA,"-50.968833","-26.936094","-50.968833","-26.936094",NA,NA,NA,NA,NA,"Habitat: Cloud forest with many tree ferns.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2363319"
"191","2016-08-23 10:59:11-03","NHMLondon","NHM-LONDON-BOT","BM000937857","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Carl Frederick Albert Christensen; b.1872; d.1942; C.Chr.","2014","08",NA,"Gerder","80a",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,"-50.968833","-26.936094","-50.968833","-26.936094",NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/f6874b2fab696df7e2cb1de90b911c3db9a9cb8f/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:493935"
"192","2016-08-23 10:59:11-03","NHMLondon","NHM-LONDON-BOT","BM001002001","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Raquel Stauffer Viveros; Universidade Federal de Minas Gerais; Viveros","2014","08",NA,"J. Annies","s.n.","1906",NA,NA,"Brasil","Paraná",NA,NA,"-51.351336","-24.611486","-51.351336","-24.611486",NA,NA,NA,NA,NA,"Habitat: In sylvis densis primaevis.<a href=http://www.nhm.ac.uk/services/media-store/asset/4b8fe34aa73884121e70963d6eca88f4cc69bb8b/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2728623"
"193","2015-02-26 09:29:11-03","NHMLondon","NHM-LONDON-BOT","BM001027533","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Raquel Stauffer Viveros; Universidade Federal de Minas Gerais; Viveros","2013","03",NA,"John Miers; b.1789; d.1879; Miers","184","1841","01","01","Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2269087"
"194","2020-11-05 13:53:47-03","UNIRIO","HUNI","5813","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","E.R. Damasceno",NA,NA,NA,"E.R. Damasceno; N.G. Wenderroschy","703","2013","08","03","Brasil","Rio de Janeiro","Nova Friburgo","Floresta ao redor da Pousada Vale dos Sonhos","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"HUNI00005813",NA,"33190","Habito: Erva terrestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-11-12 17:02:44-03","UEL","FUEL","39780","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Salino, A","2001","03",NA,"Salino, A; Meinberg, AC; Morais, PO; Dittrich, VAO","6315","2001","03","09","Brasil","São Paulo","Bananal","Estação Ecológica, Trilha do Ouro e proximidades.","-44.367722","-22.806528","-44.367722","-22.806528","1130","1200","FUEL002754",NA,NA,NA,NA,"Tracheophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-10-16 14:14:33-03","UEL","FUEL","44121","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, AL","2008","05","31","Sevegnani, L","s.n.","1998","09","28","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"FUEL002755",NA,"34291",NA,"auto","Tracheophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-08-20 15:00:08-03","UFSC","FLOR","64499","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L. de","2016","05","12","Schwirkowski, P.","1445","2016","01","01","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de Setembro.","-49.383611","-26.275556","49º23'1''W","26º16'32''S","830","830","FLOR0064499","FLOR0064499",NA,NA,NA,NA,"Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-08-20 15:00:08-03","UFSC","FLOR","67466","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L. de","2009","12",NA,"Korte, A.; Kniess, A.","1357","2009","12","03","Brasil","Santa Catarina","Ituporanga","Alto Rio Bonito.","-49.410556","-27.54","49º24'38''W","27º32'24''S","676","676","FLOR0067466","FLOR0067466_01 FLOR0067466_02",NA,"erva terrícola; Floresta Ombrófila Densa; Estágio médio de regeneração. Projeto Florística IFFSC (Inventário Florístico Florestal de Santa Catarina) 344 (Erva Terrícola). Exsicata recebida de FURB 18294",NA,NA,"Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2020-08-20 20:41:49-03","UFSC","FLOR","3933","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L. de","2010",NA,NA,"Klein, R.M.; Bresolin, A.","7621","1967","10","25","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","FLOR0003933",NA,"27000",NA,"auto",NA,"Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-08-20 20:41:49-03","UFSC","FLOR","5625","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Gasper, A.L. de","2010",NA,NA,"Rohr, J.A.","s.n.","1948","06","27","Brasil","Santa Catarina","Florianópolis","Sertão da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"FLOR0005625",NA,"27000",NA,"auto",NA,"Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-03-04 15:47:00-03","IF","SPSF","32153","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","((Rosenst.)) (Copel.)",NA,NA,NA,NA,"A.Salino","7285","2001","08","07","Brasil","SP","Ubatuba","Parque Estadual da Serra do Mar - Núcleo Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"34265","COLETA: XLS: SPSFAntigo;","auto","Pteridophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"202","2021-03-04 15:47:00-03","IF","SPSF","32181","PreservedSpecimen","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","((Rosenst.)) (Copel.)","A.Salino",NA,NA,NA,"A. Salino et al.","6315","2001","03","09","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.367778","-22.806667",NA,NA,"1130","1200",NA,NA,NA,"COLETA: Planta terrestre na borda da floresta. Caule decumbente.; GEOGRAFIA: Trilha do Ouro e proximidades. Floresta Ombrófila Densa Montana.;",NA,"Pteridophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA
"203","2008-09-02 16:40:41-03","CAS","CAS-BOT","2322","PreservedSpecimen","Plantae","Dryopteridaceae","Dryopteris","anniesii","Dryopteris anniesii","Rosenst.",NA,NA,NA,NA,"Annies, J.","89","1904","12",NA,"Brazil","Paraná",NA,"Villa Nova.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DS accession Distributed as Rosenstock Exs. 89; label notes: J. Annies (Rosenst. Fil. Austrobras. 89).",NA,"Pteridophyta","Polypodiales","South America",NA,"isotypefragment","Filicopsida",NA,NA,NA,NA,NA
"204","2021-02-08 12:46:30-03","UFRGS","ICN","015359","S","Plantae","Dryopteridaceae","Ctenitis","anniesii","Ctenitis anniesii","(Rosenst.) Copel.","Viveros, RS","2015","11",NA,"Jürgens","158",NA,NA,NA,"Brasil","RS","Venâncio Aires",NA,"-52.1918983459473","-29.6063995361328",NA,NA,"70","70","ICN00044337",NA,"37026","Campestre","auto","Fern",NA,"América do Sul",NA,"Isolectotype",NA,NA,NA,NA,NA,NA
