"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"177","2020-12-21 16:37:43-03","MBM","MBM","289801","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Scheer, M.",NA,NA,NA,"Scheer, M.; et al.; et al.","112","2000","10","18","Brazil","Paraná","Guaraqueçaba","Morro Pirambeira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM289801","MBM289801",NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA
"178","2020-12-21 16:37:43-03","MBM","MBM","301195","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Scheer, M.",NA,NA,NA,"Scheer, M.; et al.; et al.","112","2000","10","18","Brazil","Paraná","Guaraqueçaba","Serra Gigante","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM301195","MBM301195",NA,NA,"Southern America",NA,NA,"37295","auto",NA,NA,NA,NA
"179","2020-12-21 16:37:43-03","MBM","MBM","253616","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3273","2000","02","25","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM253616","MBM253616",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"180","2020-12-21 16:37:43-03","MBM","MBM","233541","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","5549","1959","03","10","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM233541",NA,NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"181","2020-12-21 16:37:43-03","MBM","MBM","197871","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Silva, J.M.; Santos, E.P.; Santos, E.P.","1500","1995","09","15","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM197871","MBM197871",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"182","2020-12-21 16:37:43-03","MBM","MBM","47575","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","5549","1959","03","10","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM047575","MBM047575",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"183","2020-12-21 16:37:43-03","MBM","MBM","47576","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","5899","1959","05","24","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM047576","MBM047576",NA,NA,"Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"184","2020-12-21 16:37:43-03","MBM","MBM","4849","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","18381","1968","01","20","Brazil","Paraná","Laranjeiras do Sul",NA,"-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM004849","MBM004849",NA,NA,"Southern America",NA,NA,"28404","auto",NA,NA,NA,NA
"185","2020-12-21 16:37:43-03","MBM","MBM","65644","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","26441","1971","01","21","Brazil","Paraná","Marmeleiro","Estrada Marmeleiro - Campo Ere","-53.0261001586914","-26.1494007110596",NA,NA,NA,NA,NA,"MBM065644","MBM065644",NA,NA,"Southern America",NA,NA,"27396","auto",NA,NA,NA,NA
"186","2020-12-21 16:37:43-03","MBM","MBM","233540","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Motta, J.T.",NA,NA,NA,"Wesiacki, W.B.","s.n.","1987","07","18","Brazil","Paraná","Morretes","Marumbi, pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM233540",NA,NA,NA,"Southern America",NA,NA,"30514","auto",NA,NA,NA,NA
"187","2020-12-21 16:37:43-03","MBM","MBM","121007","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Roderjan, C.V.","598","1986","11","21","Brazil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,"MBM121007","MBM121007",NA,NA,"Southern America",NA,NA,"46666","auto",NA,NA,NA,NA
"188","2020-12-21 16:37:43-03","MBM","MBM","53732","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.","2222","1951","04","08","Brazil","Paraná","Piraquara","Morro Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM053732","MBM053732",NA,NA,"Southern America",NA,NA,"12577","auto",NA,NA,NA,NA
"189","2020-12-21 16:37:43-03","MBM","MBM","167960","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Roderjan, C.V.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","957","1992","02","14","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM167960","MBM167960",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"190","2020-12-21 16:37:43-03","MBM","MBM","134183","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Roderjan, C.V.; et al.; et al.","807","1989","11","27","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM134183","MBM134183",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"191","2020-12-21 16:37:43-03","MBM","MBM","167963","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Roderjan, C.V.","967","1992","03","13","Brazil","Paraná","Quatro Barras","Morro do Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM167963","MBM167963",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"192","2020-12-21 16:37:43-03","MBM","MBM","116630","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Kummrow, R.; Cordeiro, J.; Cordeiro, J.","2912","1987","05","14","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM116630","MBM116630",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"193","2020-12-21 16:37:43-03","MBM","MBM","121019","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Cordeiro, J.; Cordeiro, J.","525","1988","04","12","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM121019","MBM121019",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"194","2020-12-21 16:37:43-03","MBM","MBM","130572","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.; et al.; et al.","2633","1989","03","08","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM130572","MBM130572",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"195","2020-12-21 16:37:43-03","MBM","MBM","130573","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","122","1989","06","06","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM130573","MBM130573",NA,NA,"Southern America",NA,NA,"17116","auto",NA,NA,NA,NA
"196","2020-12-21 16:37:43-03","MBM","MBM","6584","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Hatschbach, G.","17755","1967","11","17","Brazil","Paraná","São João do Triunfo",NA,"-50.2971992492676","-25.6833000183105",NA,NA,NA,NA,NA,"MBM006584","MBM006584",NA,NA,"Southern America",NA,NA,"20512","auto",NA,NA,NA,NA
"197","2020-12-21 16:37:43-03","MBM","MBM","294729","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Caxambú, M.G.","276","2004","01","22","Brazil","Paraná","Tuneiras do Oeste","Tuneiras do Oeste","-52.8760986328125","-23.8705997467041",NA,NA,NA,NA,NA,"MBM294729","MBM294729",NA,NA,"Southern America",NA,NA,"24014","auto",NA,NA,NA,NA
"198","2020-12-21 16:37:43-03","MBM","MBM","394750","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M.","2012","06","05","Marchett, C.A.","87","2011","03","15","Brazil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","Em beira de banhado.","MBM394750","MBM394750",NA,NA,"Southern America",NA,NA,"55856","auto",NA,NA,NA,NA
"199","2020-12-21 16:37:43-03","MBM","MBM","91743","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","2680","1983","12",NA,"Brazil","Rio Grande do Sul","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM091743","MBM091743",NA,NA,"Southern America",NA,NA,"30776","auto",NA,NA,NA,NA
"200","2020-12-21 16:37:43-03","MBM","MBM","169864","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","61348","1994","11","24","Brazil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM169864","MBM169864",NA,NA,"Southern America",NA,NA,"30776","auto",NA,NA,NA,NA
"201","2020-12-21 16:37:43-03","MBM","MBM","160036","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Silveira, N.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59182","1993","04","16","Brazil","Rio Grande do Sul","Cambará do Sul","Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,"MBM160036","MBM160036",NA,NA,"Southern America",NA,NA,"30776","auto",NA,NA,NA,NA
"202","2020-12-21 16:37:43-03","MBM","MBM","98146","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Sobral, M.; et al.; et al.","3015","1984","08",NA,"Brazil","Rio Grande do Sul","Nova Prata","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,"MBM098146","MBM098146",NA,NA,"Southern America",NA,NA,"18634","auto",NA,NA,NA,NA
"203","2020-12-21 16:37:43-03","MBM","MBM","389351","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Felitto, G.; Barboza, E.","2014","05","23","Felitto, G.; Ariati, V.; Ariati, V.","844","2014","03","24","Brazil","Rio Grande do Sul","São José dos Ausentes","Pico do Monte Negro","-50.0657997131348","-28.7483005523682",NA,NA,"1350","1350","Arbusto, 2m; flores amarronzadas, cálices pretos.; Floresta Ombrófila Mista Altomontana.","MBM389351","MBM389351",NA,NA,"Southern America",NA,NA,"42598","auto",NA,NA,NA,NA
"204","2020-12-21 16:37:43-03","MBM","MBM","51402","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","18112","1968","05","05","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"MBM051402","MBM051402",NA,NA,"Southern America",NA,NA,"34291","auto",NA,NA,NA,NA
"205","2020-12-21 16:37:43-03","MBM","MBM","346062","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","et al.; Lozano, E.D.",NA,NA,NA,"Silva, J.M.; Sampaio, D.; Coutinho, A.P.S.; Sampaio, D.; Coutinho, A.P.S.","5174","2006","10","25","Brazil","Santa Catarina","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Subarbusto, 30 cm, fruto avermelhado. Campo de altitude","MBM346062","MBM346062",NA,NA,"Southern America",NA,NA,"22441","auto",NA,NA,NA,NA
"206","2020-12-21 16:37:43-03","MBM","MBM","6323","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","7809","1958","12","11","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM006323","MBM006323",NA,NA,"Southern America",NA,NA,"48290","auto",NA,NA,NA,NA
"207","2020-12-21 16:37:43-03","MBM","MBM","51405","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Legrand, D.",NA,NA,NA,"Klein, R.M.","4812","1964","02","27","Brazil","Santa Catarina","Xanxerê","Faxinal dos Guedes","-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,NA,"MBM051405","MBM051405",NA,NA,"Southern America",NA,NA,"16278","auto",NA,NA,NA,NA
"208","2020-12-21 16:37:43-03","MBM","MBM","386171","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Larocca, P.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1408","2013","10","24","Brazil","Paraná","Piraquara","Recreio da Serra","-49.005667","-25.455214","-49.005667","-25.455214","1200","1200","Arbustos 1,5m; frutos pretos.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386171","MBM386171",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:37:43-03","MBM","MBM","386171","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Larocca, P.","2013","11","14","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1408","2013","10","24","Brazil","Paraná","Piraquara","Recreio da Serra","-49.005667","-25.455214","-49.005667","-25.455214","1200","1200","Arbustos 1,5m; frutos pretos.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM386171","MBM386171",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:37:43-03","MBM","MBM","391616","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Brotto, M.L.","2014","08","21","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","5216","2014","08","12","Brazil","Paraná","Guaratuba","Pico Pedra Branca de Araraquara, cume","-48.872778","-25.939722","-48.872778","-25.939722","1160","1160","Arbusto de 1,6m; frutos maduros vermelhos.; Refúgio Vegetacional Altomontano (campo de altitude).","MBM391616","MBM391616",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:37:43-03","MBM","MBM","394326","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Lozano, E.D.","2014",NA,NA,"Lozano, E.D.; Blum, C.T.; Scheer, M.B.; Blum, C.T.; Scheer, M.B.","2702","2014","07","23","Brazil","Paraná","Morretes",NA,"-48.854639","-25.610167","-48.854639","-25.610167",NA,NA,"Arbusto, 1,5 m, frutos maduros negros.; Campo sujo.","MBM394326","MBM394326",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:37:43-03","MBM","MBM","394751","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Grizzon, M.","2012","06","05","Grizzon, M.","70a","2012","02","18","Brazil","Rio Grande do Sul","Caxias do Sul","Dalanhos","-50.927236","-28.95705","-50.927236","-28.95705","805","805","Em mata ciliar.","MBM394751","MBM394751",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:37:43-03","MBM","MBM","402018","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Barboza, E.","2015","11","17","Silva, J.M.; Motta, J.T.; Motta, J.T.","8805","2015","03","04","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768889","-25.464722","-49.768889","-25.464722","963","963","Arbusto com 2m de altura; flores cor creme.; Borda de capão.","MBM402018","MBM402018",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:37:43-03","MBM","MBM","415255","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Antoniuk-Bonato, R.G.","2018","11","08","Brotto, M.L.","2602","2018","04","05","Brazil","Paraná","Tunas do Paraná","Estrada de Pacas ao Parque Estadual das Lauráceas","-48.767222","-24.890278","-48.767222","-24.890278","997","997","Árvore com 5 m de altura; botões e flores.; Floresta Ombrófila Densa Montana.","MBM415255",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-12-21 16:37:43-03","MBM","MBM","419163","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Antoniuk-Bonato, R.G.","2019","05","03","Antoniuk-Bonato, R.G.; Santos, A.S. dos; Santos, A.S. dos","132","2019","04","20","Brazil","Paraná","Antonina","Pico Caratuva, Trilha para o Pico Caratuva","-48.828056","-25.240556","-48.828056","-25.240556","1854","1854","Árvoreta, 2,5m de altura. Flores brancas. Frutos esféricos, pretos.; Floresta Ombrófila Densa Altomontana - campos de altitude.","MBM419163",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"216","2020-12-21 16:37:43-03","MBM","MBM","427210","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","2010","10",NA,"Verdi, M.; Martins, E.M.; Veiga, O.N.; Martins, E.M.; Veiga, O.N.","5677","2010","09","02","Brazil","Paraná","Guaratuba","Morro dos Perdidos, APA Estadual de Guaratuba","-48.956667","-25.890278","-48.956667","-25.890278","1444","1444","Arbustiva, fruto vinho; Matinha nebular.","MBM427210",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-12-21 16:37:43-03","MBM","MBM","427603","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","2009","07","17","Verdi, M.; Gasper, A.L.; Gasper, A.L.","2062","2009","04","27","Brazil","Santa Catarina","Urubici","Xaxim","-49.591111","-28.0825","-49.591111","-28.0825","140","140","Arbustiva.; Floresta Ombrófila MIsta. Estágio médio de regeneração. Entorno da mata.","MBM427603",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:37:43-03","MBM","MBM","427603","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.","2009","07","17","Verdi, M.; Gasper, A.L.; Gasper, A.L.","2062","2009","04","27","Brazil","Santa Catarina","Urubici","Xaxim","-49.591111","-28.0825","-49.591111","-28.0825","140","140","Arbustiva.; Floresta Ombrófila Mista. Estágio médio de regeneração. Entorno da mata.","MBM427603",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:37:43-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Barboza, E.","2013","07","11","Dalmaso, C.A.","128","2013","04","17","Brazil","Paraná","Ipiranga",NA,"-50.759997","-24.840003","-50.759997","-24.840003",NA,NA,"Árvore.","IFN000641",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:37:43-03","MBM","MBM","289800","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Scheer, M.; et al.; et al.","241","2001","03","10","Brazil","Paraná","Antonina","Serra do Ibitiraquire, Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM289800","MBM289800",NA,NA,"Southern America",NA,NA,"38300","auto",NA,NA,NA,NA
"221","2020-12-21 16:37:43-03","MBM","MBM","257225","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Kawasaki, M.L.",NA,NA,NA,"Ribas, O.S.; Cervi, A.C.; Cordeiro, J.; Cervi, A.C.; Cordeiro, J.","3452","2001","03","15","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM257225","MBM257225",NA,NA,"Southern America",NA,NA,"27346","auto",NA,NA,NA,NA
"222","2020-12-21 16:37:43-03","MBM","MBM","68846","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Kummrow, R.","1502","1981","03","18","Brazil","Paraná","Balsa Nova","Serra do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM068846","MBM068846",NA,NA,"Southern America",NA,NA,"27346","auto",NA,NA,NA,NA
"223","2020-12-21 16:37:43-03","MBM","MBM","27582","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","31858","1973","05","09","Brazil","Paraná","Balsa Nova","Serra São Luís","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,"MBM027582","MBM027582",NA,NA,"Southern America",NA,NA,"27346","auto",NA,NA,NA,NA
