"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"268","2021-02-11 17:20:48-03","UFPR","UPCB","41738","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Socher, L.G.","2000","06",NA,"Santos, E.P.","901","2000","05","05","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Árvore de ± 9m, flores alvas. Interior de floresta ombrófila densa altomontana, 1320 m de altitude.","UPCB0027312","UPCB0027312",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA
"269","2021-02-11 17:20:48-03","UFPR","UPCB","37681","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Silva, S.M.","1999","04",NA,"Goldenberg, R.","484","1999","03","12","Brasil","Paraná","Campo Largo","Serra de São Luiz do Purunã, próximo ao Cristo Redentor","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Arbusto 1,5m, flores com hipanto avermelhado, anteras e pétalas brancas. Vegetação sobre afloramento rochoso..","UPCB0027314","UPCB0027314",NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA
"270","2021-02-11 17:20:48-03","UFPR","UPCB","49519","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Scheer, M.B.","2004","01","01","Mocochinski, A.Y.","73","2000","06","28","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbórea ereta. Floresta ombrófila densa altomontana..","UPCB0027318","UPCB0027318",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"271","2021-02-11 17:20:48-03","UFPR","UPCB","60202","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Brotto, M.L.","2008","04","14","Brotto, M.L.","120","2008","04","05","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Taipabuçu","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","Arbusto 1,5m de altura, flores brancas. Floresta Ombrófila Densa Altomontana..","UPCB0027321","UPCB0027321",NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"272","2021-02-11 17:20:48-03","UFPR","UPCB","11610","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Soares e Silva, L.H.","2000","05",NA,"Kummrow, R.","1502","1981","03","18","Brasil","Paraná","Balsa Nova","Serra do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arbusto 2m, flor alva, base da plataforma de arenito..","UPCB0027300","UPCB0027300",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA
"273","2021-02-11 17:20:48-03","UFPR","UPCB","47622","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","Legrand","Scheer, M.B.","2000","10",NA,"Scheer, M.B.","112","2000","10","18","Brasil","Paraná","Guaraqueçaba","Serra Gigante, Pirambeira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arbórea ereta, 2,5m, local pouco sombreado, floresta ombrófila densa altomontana, encosta. Alt.: 890m s.n.m...","UPCB0027319","UPCB0027319",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA
"274","2018-06-22 05:25:00-03","MO","MOBOT","2478317","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Pe. Raulino Reitz","Reitz 1513",NA,NA,NA,"Brazil","Santa Catarina",NA,"Turvo. Taimbezinho (limites com o Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"275","2008-05-27 22:02:00-03","MO","MOBOT","3210218","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"J.M. Silva","Silva 3273","2000",NA,NA,"Brazil","Paraná",NA,"Serra do Araçatuba (Mun. Guaratuba). Matinha nebular.",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"276","2008-05-27 22:02:00-03","MO","MOBOT","3210818","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","D. Legrand, 8/69",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 17755","1967","11","7","Brazil","Paraná",NA,"S. Josõ do Triunfo, A beira do campo sujo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"277","2008-05-27 22:02:00-03","MO","MOBOT","3215023","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"R. Kummrow","Kummrow 2277","1983","4","13","Brazil","Paraná",NA,"Serra do Araçatuba (mun. Guaratuba). Da mantinha nebular.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"278","2008-05-27 22:02:00-03","MO","MOBOT","3215131","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral, Ago",NA,NA,NA,"Marcos Sobral","Sobral 3015","1984",NA,NA,"Brazil","Rio Grande do Sul",NA,"Nova Prata.","-51.6","-28.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"279","2008-05-27 22:02:00-03","MO","MOBOT","3215164","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","D. Legrand, 8/69",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 18381","1968",NA,NA,"Brazil","Paraná",NA,"Mun. Laranheiras do Sul. Loc. Laranjeiras do Sul. Mata Ilex-Sloanea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"280","2008-05-27 22:02:00-03","MO","MOBOT","3215231","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 17331","1967","10","5","Brazil","Paraná",NA,"Pico Caratuva (mun. Campina Grande do Sul).",NA,NA,NA,NA,"1950.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","3215357","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"O.S. Ribas","Ribas 56","1989","3","10","Brazil","Paraná",NA,"Serra São Luiz (mun. Balsa Nova). Capão de mata da borda da Cuesta Devoniana.",NA,NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"282","2008-05-27 22:02:00-03","MO","MOBOT","3215437","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"R. Kummrow","Kummrow 1502","1981","3","18","Brazil","Paraná",NA,"Serra do Purunã (mun. Balsa Nova). Base da plataforma de arenito.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"283","2008-05-27 22:02:00-03","MO","MOBOT","3215956","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 21179","1969","2","13","Brazil","Paraná",NA,"Cachoeira dos Turcos (mun. Guarapuava). Mathina nebular junto ao campo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"284","2008-05-27 22:02:00-03","MO","MOBOT","3216038","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","C.D. Legrand",NA,NA,NA,"Lyman B. Smith|Roberto M. Klein","Smith 13365","1964","12","2","Brazil","Santa Catarina",NA,"Mun. Caçador: Pastured forest Madeireira Rio Verde, 48 km west of Caçador.","-51.36666","-26.75",NA,NA,"1000.00000000","1200.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"285","2009-12-05 05:17:00-02","MO","MOBOT","3216067","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","N. Silveira",NA,NA,NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 59182","1993",NA,NA,"Brazil","Rio Grande do Sul",NA,"Parque Nacional Aparados da Serra (mun. Cambará do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"286","2019-03-29 10:41:35-03","UFSM","HDCF","6874","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","03","25","Julkoski, D.",NA,"2015","03","09","Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.04","-28.98","-50.04","-28.98",NA,NA,"RS-265-1-3-22",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-06-12 09:07:06-03","UFSM","HDCF","6303","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M","2010","02","10","Figueira, M","34","2010","02","10","Brasil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional de São Francisco de Paula","-50.386944","-29.423333","-50.386944","-29.423333",NA,NA,"Arvoreta, abundante, aprox. 2,5 m de alt., casca externa lisa, inflorescências com eixos rosados, flores alvas; Floresta Ombrófila Mista, relevo suave",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-03-29 10:41:35-03","UFSM","HDCF","4649","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","02","Longhi, S. J.",NA,"1996","11","16","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"289","2019-03-29 10:41:35-03","UFSM","HDCF","4632","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","02","Longhi, S. J.",NA,"1996","11","17","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"290","2019-03-29 10:41:35-03","UFSM","HDCF","4823","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","02","?",NA,"1998","01","13","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"291","2019-03-29 10:41:35-03","UFSM","HDCF","4680","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","02","Longhi, S. J.",NA,"1996","11","16","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"292","2016-09-05 16:03:14-03","UFSM","HDCF","3859","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2016","04","15","Longhi, S. J.","1216","1988","10","24","Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"76715","auto",NA,NA,NA,NA
"293","2019-03-29 10:41:35-03","UFSM","HDCF","4666","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","02","Longhi, S. J.",NA,"1996","11","18","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"294","2019-03-29 10:41:35-03","UFSM","HDCF","4646","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Figueira, M.","2015","04","06","Longhi, S. J.",NA,"1996","11","16","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"18634","auto",NA,NA,NA,NA
"295","2019-03-29 10:41:35-03","UFSM","HDCF","6140","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Marchiori, J. N. C.","2009","10","29","Marchiori, J. N. C.",NA,"2009","10","29","Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Madeira coletada",NA,NA,NA,NA,"América",NA,NA,"76715","auto",NA,NA,NA,NA
"296","2019-03-29 10:41:35-03","UFSM","HDCF","4970","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, M.",NA,NA,NA,"Filho, A. A.",NA,"1995","11","07","Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,"76715","auto",NA,NA,NA,NA
"297","2020-08-31 09:08:13-03","INPA","INPA","132271","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand","Sobral, MEG","1984",NA,NA,"Kummrow, R","2277","1983","04","13","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"INPA0132271","INPA0132271 INPA0132271_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,"41937","auto",NA,NA,NA,NA
"298","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","44745",NA,"Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Grizzon/2012",NA,NA,NA,"M. Grizzon","70","2012","02","18","Brasil","Rio Grande do Sul","Caxias do Sul","Dalanhos","-50.927361","-28.957222","50W55'38,5","28S57'26","805","805","Em mata ciliar","MBML044745","MBML044745",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","44747",NA,"Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Grizzon/2012",NA,NA,NA,"C.A. Marchett","87","2011","03","15","Brasil","Rio Grande do Sul","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","Em beira de banhado","MBML044747","MBML044747",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA
"300","2021-03-04 11:05:55-03","UFRB","HURB","5219","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand","M. Sobral","2009","07",NA,"Verdi, M.; et al.","1069","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres;","-49.86","-27.9","49°51'36,00 W","27°54'00,00 S","1432","1432",NA,"HURB000005219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2017-11-24 14:11:50-02","UFLA","ESAL","11679","S","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D.Legrand",NA,NA,NA,NA,"Costa, MP; Pifano, DS; Melo, PHA","8",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Parque Municipal Serra de São Domingos, floresta de encosta do Cristo","-46.5614013671875","-21.7877998352051",NA,NA,"14","14","árvore; ; ;; floresta",NA,NA,NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA
"302","2020-09-12 05:00:02-03","US","US","2573487","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","13921","1964","12","9","Brazil","Santa Catarina","Ipumirim","4/7 Km south of the Rio Irani","-52.18","-26.98",NA,NA,"500","600",NA,"US01899325","US01899325_01 US01899325_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"303","2020-09-12 05:00:02-03","US","US","2573499","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","13365","1964","12","2","Brazil","Santa Catarina","Caçador","Pastured forest, Madeireira Rio Verde, 48 Km west of Caçador","-51.37","-26.75",NA,NA,"1000","1200",NA,"US01899328","US01899328_01 US01899328_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"304","2020-09-12 05:00:02-03","US","US","2268104","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","11570","1957","2","20","Brazil","Santa Catarina","Chapecó","By rancho. Fazenda Campo São Vicente 24km west of Campo Erê","-52.6183013916016","-27.096399307251",NA,NA,NA,NA,NA,"US01859432","US01859432_01 US01859432_02",NA,"Myrtales","South America - Neotropics",NA,NA,"22671","auto","Dicotyledonae",NA,"1",NA
"305","2020-09-12 05:00:02-03","US","US","2104829","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz","2088","1946","2","15","Brazil","Santa Catarina",NA,"Taimberinho.",NA,NA,NA,NA,"900","900",NA,"US00151853","US00151853_01",NA,"Myrtales","South America",NA,"Isotype",NA,NA,"Dicotyledonae",NA,"1",NA
"306","2020-09-12 05:00:02-03","US","US","2573498","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","13372","1964","12","2","Brazil","Santa Catarina","Caçador","Pastures forest, Madeireira Rio Verde, 48 Km west of Caçador","-51.37","-26.75",NA,NA,"1000","1200",NA,"US01899327","US01899327_01 US01899327_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"307","2020-09-12 05:00:02-03","US","US","2403442","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","8390","1959","2","19","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,"1500",NA,NA,"US01899331","US01899331_01 US01899331_02",NA,"Myrtales","South America - Neotropics",NA,NA,"48290","auto","Dicotyledonae",NA,"1",NA
"308","2020-09-12 05:00:02-03","US","US","3025310","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Kummrow","2277","1983","4","13","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"US01899320","US01899320_01 US01899320_02",NA,"Myrtales","South America - Neotropics",NA,NA,"41937","auto","Dicotyledonae",NA,"1",NA
"309","2020-09-12 05:00:02-03","US","US","3088857","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"J. Cordeiro & F. J. Zelma","269","1986","4","9","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"US01899319","US01899319_01 US01899319_02",NA,"Myrtales","South America - Neotropics",NA,NA,"17116","auto","Dicotyledonae",NA,"1",NA
"310","2020-09-12 05:00:02-03","US","US","2268015","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","10924","1957","2","6","Brazil","Santa Catarina","Caçador","Pinheiral, 48km west of Caçador.","-51.0149993896484","-26.7752990722656",NA,NA,"1000","1200",NA,"US01899337","US01899337_01 US01899337_02",NA,"Myrtales","South America - Neotropics",NA,NA,"38516","auto","Dicotyledonae",NA,"1",NA
"311","2020-09-12 05:00:02-03","US","US","2841382","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","18112","1968","5","5","Brazil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"900",NA,NA,"US01899323","US01899323_01 US01899323_02",NA,"Myrtales","South America - Neotropics",NA,NA,"34291","auto","Dicotyledonae",NA,"1",NA
"312","2020-09-12 05:00:02-03","US","US","2573486","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","14013","1964","12","15","Brazil","Santa Catarina","Faxinal dos Guedes","Mun. Fachinal dos Guedes: Forest Urupema","-52.23","-26.85",NA,NA,"700","900",NA,"US01899324","US01899324_01 US01899324_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"313","2020-09-12 05:00:02-03","US","US","2580326","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","7809","1958","12","11","Brazil","Santa Catarina","São Joaquim","Curral Falso, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,"1500",NA,NA,"US01899332","US01899332_01 US01899332_02",NA,"Myrtales","South America - Neotropics",NA,NA,"48290","auto","Dicotyledonae",NA,"1",NA
"314","2020-09-12 05:00:02-03","US","US","2268989","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","5320","1957","10","18","Brazil","Santa Catarina","Campo Alegre","Campo do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1200",NA,NA,"US01899334","US01899334_01 US01899334_02",NA,"Myrtales","South America - Neotropics",NA,NA,"37493","auto","Dicotyledonae",NA,"1",NA
"315","2020-09-12 05:00:02-03","US","US","2564476","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"G. Hatschbach, J. Lindeman & ex herb. of Herman F. Linders","13700","1966","2","11","Brazil","Paraná","General Carneiro","Cab. Rio Iratim","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,"US01899322","US01899322_01 US01899322_02",NA,"Myrtales","South America - Neotropics",NA,NA,"33284","auto","Dicotyledonae",NA,"1",NA
"316","2020-09-12 05:00:02-03","US","US","2577551","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","13377","1964","12","2","Brazil","Santa Catarina","Caçador","pastured forest, Madeireira Rio Verde, 48 Km west of Caçador","-51.37","-26.75",NA,NA,"1000","1200",NA,"US01899326","US01899326_01 US01899326_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"317","2020-09-12 05:00:02-03","US","US","2580293","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","10792","1961","3","2","Brazil","Santa Catarina","São José","Serra da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"1000",NA,NA,"US01899329","US01899329_01 US01899329_02",NA,"Myrtales","South America - Neotropics",NA,NA,"12814","auto","Dicotyledonae",NA,"1",NA
"318","2020-09-12 05:00:02-03","US","US","2268115","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"L. Smith & R. M. Klein","11671","1957","2","22","Brazil","Santa Catarina","Dionísio Cerqueira","9km west of Rio Capetinga between Campo Erê and Dionísio Cerqueira","-53.6397018432617","-26.2549991607666",NA,NA,"900","1000",NA,"US01899335","US01899335_01 US01899335_02",NA,"Myrtales","South America - Neotropics",NA,NA,"28536","auto","Dicotyledonae",NA,"1",NA
"319","2020-09-12 05:00:02-03","US","US","2268828","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","6432","1958","2","5","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1300",NA,NA,"US01899333","US01899333_01 US01899333_02",NA,"Myrtales","South America - Neotropics",NA,NA,"37493","auto","Dicotyledonae",NA,"1",NA
"320","2020-09-12 05:00:02-03","US","US","USw25549","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"Collector unknown","21908",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA
"321","2020-09-12 05:00:02-03","US","US","3207150","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"O. S. Ribas","56","1989","3","1","Brazil","Paraná","Balsa Nova","Serra São Luis","-49.6356010437012","-25.5839004516602",NA,NA,"1100",NA,NA,"US01899318","US01899318_01 US01899318_02",NA,"Myrtales","South America - Neotropics",NA,NA,"27346","auto","Dicotyledonae",NA,"1",NA
"322","2020-09-12 05:00:02-03","US","US","2580272","PreservedSpecimen","Plantae","Myrtaceae","Siphoneugena","reitzii","Siphoneugena reitzii","D. Legrand",NA,NA,NA,NA,"R. Reitz & Klein, --","10403","1960","11","10","Brazil","Santa Catarina","São José","Serran da Boa Vista","-48.627498626709","-27.6152992248535",NA,NA,"1000",NA,NA,"US01899330","US01899330_01 US01899330_02",NA,"Myrtales","South America - Neotropics",NA,NA,"12814","auto","Dicotyledonae",NA,"1",NA
