"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"249","2021-02-08 12:42:59-03","UFRGS","ICN","176759","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Bordignon, SAL","s.n.","2012","04","11","Brasil","RS","Três Cachoeiras","Lageadinho","-49.9244003295898","-29.4556007385254",NA,NA,NA,NA,"Testemunho mestrado PPG-Farmácia da UFRGS; Árvore com 5-6 m de altura, em fase estéril","ICN00014509","ICN00014509 ICN00014509_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,"17224","auto",NA,NA,NA,NA
"250","2021-02-08 12:42:59-03","UFRGS","ICN","190619","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Bordignon, SAL; et al.","s.n.","2012","07","17","Brasil","RS","Três Cachoeiras","Lajeadinho","-49.9244003295898","-29.4556007385254",NA,NA,NA,NA,"Material testemunho tese de doutorado; Estéril; Árvore","ICN00014514","ICN00014514","América do Sul",NA,NA,"Dicotyledon",NA,NA,"17224","auto",NA,NA,NA,NA
"251","2021-02-08 12:42:59-03","UFRGS","ICN","048593","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Klein, RM; Bresolin, A","s.n.","1973","03","16","Brasil","SC","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"Doação HBR 37523","ICN00014518","ICN00014518","América do Sul",NA,NA,"Dicotyledon",NA,NA,"29971","auto",NA,NA,NA,NA
"252","2021-02-08 12:42:59-03","UFRGS","ICN","062618","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Klein, RM; Bresolin, A","10709","1973","01","16","Brasil","SC","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,"250","250","Árvore 25m altura, flor creme; Mata","ICN00014516","ICN00014516","América do Sul",NA,NA,"Dicotyledon",NA,NA,"29971","auto",NA,NA,NA,NA
"253","2021-02-08 12:42:59-03","UFRGS","ICN","048592","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Reitz, R; Klein, RM","8307","1959","01","26","Brasil","SC","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621",NA,NA,NA,NA,"Doação HBR 25497","ICN00014517","ICN00014517","América do Sul",NA,NA,"Dicotyledon",NA,NA,"15163","auto",NA,NA,NA,NA
"254","2021-02-08 12:42:59-03","UFRGS","ICN","048594","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Reitz, R; Klein, RM","5953","1957","12","30","Brasil","SC","Vidal Ramos",NA,"-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).; Flor verde-amarelada.","ICN00014519","ICN00014519","América do Sul",NA,NA,"Dicotyledon",NA,NA,"21797","auto",NA,NA,NA,NA
"255","2021-02-08 12:42:59-03","UFRGS","ICN","161861","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Molz, M","s.n.","2007","09","24","Brasil","RS","Campo Bom","Mata da Usina de Reciclagem 22J498617.49 E 6717623.74 S","-51.014167","-29.671389","-51.014167","-29.671389","65","65","Árvore, 18 m de altura, CAP 120 cm; Floresta na planície da Bacia do Sinos","ICN00014508","ICN00014508","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"256","2021-02-08 12:42:59-03","UFRGS","ICN","048308b","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M","2015","10","05","Brack, P",NA,"1980","10","12","Brasil","RS","Santa Cruz do Pinhal","Taquara",NA,NA,NA,NA,NA,NA,NA,"ICN00013831","ICN00013831","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-02-08 12:42:59-03","UFRGS","ICN","174465","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Molz, M","s.n.",NA,NA,NA,"Brasil","RS","Novo Hamburgo","Coord: 499065/6711166","-51.009722","-29.729722","-51.009722","-29.729722","32","32","Árvore 15m altura, frutos imaturos.","ICN00014512","ICN00014512","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-02-08 12:42:59-03","UFRGS","ICN","192290","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Molz, M","s.n.","2006","09","07","Brasil","RS","Campo Bom",NA,"-51.011944","-29.671944","-51.011944","-29.671944","92","92","árvore com 16m de altura, importante registro da área de ocorrência da espécie","ICN00014505","ICN00014505 ICN00014505_1","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-02-08 12:42:59-03","UFRGS","ICN","048883","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M","2015","10","05","Sobral, M","538",NA,NA,NA,"Brasil","RS","Taquara","Santa Cruz do Pinhal","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,"ICN00014501","ICN00014501","América do Sul",NA,NA,"Dicotyledon",NA,NA,"22252","auto",NA,NA,NA,NA
"260","2021-02-08 12:42:59-03","UFRGS","ICN","047044","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M","2015","10","05","Brack, P","s.n.",NA,NA,NA,"Brasil","RS","Taquara","Santa Cruz do Pinhal, mato do Sr. Ervino","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,"ICN00014502","ICN00014502","América do Sul",NA,NA,"Dicotyledon",NA,NA,"22252","auto",NA,NA,NA,NA
"261","2021-02-08 12:42:59-03","UFRGS","ICN","101835","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Molz, M","2015","10","05","Záchia, RA","705","1991","12","30","Brasil","RS","Torres","Vila São João, atrás da Igreja São José","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Em mata de terra firme","ICN00014504","ICN00014504","América do Sul",NA,NA,"Dicotyledon",NA,NA,"20837","auto",NA,NA,NA,NA
"262","2021-02-08 12:42:59-03","UFRGS","ICN","001837","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Moraes, P",NA,NA,NA,"Reitz, R; Klein, RM","5953","1957","12","30","Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867",NA,NA,"750","750","Doação HBR 14914; Árvore 15m altura, flor verde-amarelada; Mata","ICN00014506","ICN00014506","América do Sul",NA,NA,"Dicotyledon",NA,NA,"21797","auto",NA,NA,NA,NA
"263","2020-08-26 10:49:23-03","MCN-FZBRS","HAS","90206","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Molz, M.","s.n.","2006","09",NA,"Brasil","Rio Grande do Sul","Campo Bom",NA,"-51.0532989501953","-29.6788997650146",NA,NA,"93","93","PAP=102cm; H=15m","HAS0090206",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"7073","auto",NA,NA,NA,NA
"264","2020-08-26 10:49:23-03","MCN-FZBRS","HAS","90224","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez",NA,NA,NA,NA,"Molz, M.","s.n.","2007","10",NA,"Brasil","Rio Grande do Sul","Maquiné","Reserva Biológica da Serra Geral, na trilha da Encantada para o Faxinal (Alto da Serra)","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Floresta Ombrófila Densa Montana, Mais ou menos 650 metros de altitude. DAP 215 centímetros e 19 metros de altura.","HAS0090224",NA,NA,NA,NA,"Magnoliophyta",NA,NA,"28094","auto",NA,NA,NA,NA
"265","2019-11-21 10:07:31-03","IBt","SP","347457","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Quinet, A","2005","10","15","Aragaki, S","493","1994","12","03","Brasil","São Paulo","São Paulo","Parque Municipal Alfredo Volpi","-46.7","-23.583333","-46.7","-23.583333",NA,NA,NA,"SP055172","SP055172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-11-21 10:07:31-03","IBt","SP","99359","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Klein, RM","14","1950","09","15","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SP055176","SP055176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-11-21 10:07:31-03","IBt","SP","415657","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1956",NA,NA,"Pessoal do Horto Florestal","1587","1928","04","17","Brasil","Rio de Janeiro","Rio de Janeiro","Grotão da Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de até 12 m de altura","SP000849","SP000849",NA,NA,NA,NA,NA,"Paratype","57442","auto",NA,NA,NA,NA
"268","2019-11-21 10:07:31-03","IBt","SP","56641","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1956",NA,NA,"Pessoal do Horto Florestal","s.n.","1928","02","02","Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore 10-11 m, mata. Ex Herb. Jard. Bot. Rio de Janeiro 94975","SP000846","SP000846",NA,NA,NA,NA,NA,"Isotype","57442","auto",NA,NA,NA,NA
"269","2019-11-21 10:07:31-03","IBt","SP","415656","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1956",NA,NA,"Pessoal do Horto Florestal","s.n.","1928","02","02","Brasil","Rio de Janeiro","Rio de Janeiro","Horto Florestal","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore 10-11 m, mata. Ex Herb. Jard. Bot. Rio de Janeiro 94975","SP000847","SP000847",NA,NA,NA,NA,NA,"Isotype","57442","auto",NA,NA,NA,NA
"270","2019-11-21 10:07:31-03","IBt","SP","415655","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1956",NA,NA,"Kuhlmann, JG","1587","1928","10","16","Brasil","Rio de Janeiro","Rio de Janeiro","Matta da Pedra do Córrego Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore de 8-10 m de alt.","SP000848","SP000848",NA,NA,NA,NA,NA,"Paratype","57442","auto",NA,NA,NA,NA
"271","2019-11-21 10:07:31-03","IBt","SP","99358","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1956",NA,NA,"Reitz, R; Klein, RM","1713","1954","03","04","Brasil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,"SP055178","SP055178",NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA
"272","2019-11-21 10:07:31-03","IBt","SP","99378","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Vattimo, I","1964",NA,NA,"Klein, RM","2963","1962","09","14","Brasil","Santa Catarina","Papanduva","Serra do Espigão","-50.144401550293","-26.3703002929688",NA,NA,"1000","1000",NA,"SP055179","SP055179",NA,NA,NA,NA,NA,NA,"49621","auto",NA,NA,NA,NA
"273","2019-11-21 10:07:31-03","IBt","SP","99404","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Reitz, R; Klein, RM","8307","1959","01","26","Brasil","Santa Catarina","Rio do Sul",NA,"-49.6431007385254","-27.2141990661621",NA,NA,"800","800",NA,"SP055170","SP055170",NA,NA,NA,NA,NA,NA,"15163","auto",NA,NA,NA,NA
"274","2019-11-21 10:07:31-03","IBt","SP","99336","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Reitz, R; Klein, RM","4142","1959","10","31","Brasil","Santa Catarina","Sombrio",NA,"-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"SP055173","SP055173",NA,NA,NA,NA,NA,NA,"16515","auto",NA,NA,NA,NA
"275","2019-11-21 10:07:31-03","IBt","SP","54002","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Coe Teixeira, B",NA,NA,NA,"Kuhlmann, M","2752","1951","12","12","Brasil","São Paulo","Igaratá",NA,"-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,"SP055175","SP055175 SP055175_01",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA
"276","2019-11-21 10:07:31-03","IBt","SP","346871","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Quinet, A","2003","10","15","Nicolau, SA; Piacentin, EP","361","1991","10","14","Brasil","São Paulo","Mogi das Cruzes","Parque Municipal da Serra do Itapeti, Trilha do Tombo","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,NA,"SP055171","SP055171",NA,NA,NA,NA,NA,NA,"28666","auto",NA,NA,NA,NA
"277","2021-02-11 09:24:57-03","IBt","SP","109814","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil",NA,NA,NA,NA,"Gomes, A","s.n.",NA,NA,NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"278","2019-11-21 10:07:31-03","IBt","SP","178514","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Baitello, JB","1983","12","23","Rosa, NA; Murça Pires, J","3713","1980","11","15","Brasil","São Paulo","São Paulo","Instituto de Botânica de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055180","SP055180",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"279","2019-11-21 10:07:31-03","IBt","SP","53622","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Handro, O","1963","06","27","Kuhlmann, M","3162","1946","12","03","Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055174","SP055174",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"280","2019-11-21 10:07:31-03","IBt","SP","32383","S","Plantae","Lauraceae","Ocotea","kuhlmannii","Ocotea kuhlmannii","Vattimo-Gil","Coe Teixeira, B",NA,NA,NA,"Handro, O","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055177","SP055177 SP055177_01",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"281","2019-11-21 10:07:32-03","IBt","SP","291861","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","2003",NA,NA,"Godoy, SAP; et al.","470","1995","04","19","Brasil","São Paulo","São Paulo","Parelheiros, camping Ana Paula","-46.774444","-23.9","-46.774444","-23.9",NA,NA,NA,"SP055221","SP055221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2019-11-21 10:07:32-03","IBt","SP","109809","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","1999","08","05","Camargo, JC","31","1966","02","03","Brasil","São Paulo","São Paulo","Jardim Botânico de São","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055223","SP055223",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"283","2019-11-21 10:07:32-03","IBt","SP","490601","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Aragaki, S; Petri, L","2016","12","19","Petri, L; Biasoli, SM","1119","2016","10","11","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055222","SP055222",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"284","2019-11-21 10:07:32-03","IBt","SP","405219","S","Plantae","Lauraceae","Ocotea","nectandrifolia","Ocotea nectandrifolia","Mez","Baitello, JB","2006","11","06","Raggi, L","5","2006","11","06","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP055224","SP055224",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
