"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"251","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","43578",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","J. Gurtler","R. R. dos Santos",NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Córrego do Ouro 1/Barra do rio Posmousser, propriedade privada que pertence à família Berger","-40.7461013793945","-20.040599822998",NA,NA,NA,"DAP 38cm. Altura 13m. (FT88)","MBML043578","MBML043578","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-06-15 15:28:38-03","UNESP-RC","HRCB","41550","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Lombardi","5486","2003","08","24",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.056083","-16.405194","765","765",NA,"Árvore, ca. 18m, folíolos cartáceos, botões verdes, frutos imaturos verdes a vináceos. Prensado em álcool.",NA,NA,NA,NA,"2004","09","40º03'21.9W","16º24'18,7S",NA,NA,NA,NA,NA,NA
"253","2020-06-15 15:28:38-03","UNESP-RC","HRCB","60331","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Assis, M.A.","Assis, M.A.","s.n.","2005","12","08",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.","-44.835556","-23.336944","33","33",NA,"Indivíduo nº B 100",NA,NA,NA,NA,NA,NA,"44º50'08W","23º20'13S",NA,NA,NA,NA,NA,NA
"254","2020-06-15 15:28:38-03","UNESP-RC","HRCB","39085","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Furlan, A.","Furlan, A.","85","1998","10","20",NA,"Brasil","São Paulo","São Paulo","Clube SESC Interlagos - Região Metropolitana de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-06-15 15:28:38-03","UNESP-RC","HRCB","60333","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Assis, M.A.","Kamimura, V.A.","6","2011","02","25",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, localizada ao longo da Trilha do Corisco, no Sertão da Casa da Farinha.","-44.834444","-23.335556","53","53",NA,"Indivíduo nº C 623",NA,NA,NA,NA,NA,NA,"44º50'04W","23º20'08S",NA,NA,NA,NA,NA,NA
"256","2020-06-15 15:28:38-03","UNESP-RC","HRCB","39107","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Furlan, A.","Furlan, A.","17","1998","10","20",NA,"Brasil","São Paulo","São Paulo","Clube SESC Interlagos - Região Metropolitana de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"53584","auto","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-06-15 15:28:38-03","UNESP-RC","HRCB","32529","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Farinaccio, M.A.","161","1998","11","20",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Árvore ca. 4m de altura, na orla do capão. Botões creme esverdeados.",NA,NA,"57119","auto","2002","03",NA,NA,NA,NA,NA,NA,NA,NA
"258","2020-06-15 15:28:38-03","UNESP-RC","HRCB","32581","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Farinaccio, M.A.","228","1998","12","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Árvore ca. 4m altura, na orla do capão. Botões creme esverdeados, flores cálice cinéreo, corola, estilete e estigma verdes, estames cremes.",NA,NA,"57119","auto","2002","03",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-06-15 15:28:38-03","UNESP-RC","HRCB","20625","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Tamashiro, J.Y.","965","1995","05","08",NA,"Brasil","São Paulo","Pedra Bela",NA,"-46.439998626709","-22.7900009155273",NA,NA,NA,"Árvore de 15m, frutos imaturos de cor verde.",NA,NA,"10848","auto","2002","03",NA,NA,NA,NA,NA,NA,NA,NA
"260","2019-05-23 11:07:39-03","UFLA","ESAL","17241","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Ary T. Oliveira Filho","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363","1","1",NA,"árvore; 5,0m; ;; floresta",NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2019-05-23 11:07:39-03","UFLA","ESAL","19294","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Ary Teixeira de Oliveira - Filho","Machado, ELM","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Distrito de Macaia em Bom Sucesso, Matas dos Botelhos","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; ; ;; floresta",NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2019-05-23 11:07:39-03","UFLA","ESAL","16712","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Chapada dos Perdizes","-44.6425018310547","-21.4874992370605","1","1",NA,"árvore; 6.0m; ;; floresta",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2019-05-23 11:07:39-03","UFLA","ESAL","16383","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Rodrigues, LA; et al.","219",NA,NA,NA,NA,"Brasil","Minas Gerais","Luminárias","Mata do Galego","-44.9033012390137","-21.511100769043",NA,NA,NA,"árvore; 11m; ;; floresta",NA,NA,"19291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-05-23 11:07:39-03","UFLA","ESAL","12014","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Costa, MP; Pifano, DS; Melo, PHA","4",NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Parque Mun.Serra de São Domingos, floresta de encosta do Cristo","-46.5614013671875","-21.7877998352051","14","14",NA,"árvore; ; ;; floresta",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2019-05-23 11:07:39-03","UFLA","ESAL","8407","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Richieri A. Sartori","Sartori, RA","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Socorro","Bairro do Jaboticabal","-46.5200004577637","-22.5900001525879","7","7",NA,"árvore; 6 m; ;; floresta",NA,NA,"17674","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2019-05-23 11:07:39-03","UFLA","ESAL","12308","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Madre de Deus","Fazenda Patrimônio",NA,NA,NA,NA,NA,"árvore; 16.0; ;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2019-05-23 11:07:39-03","UFLA","ESAL","12797","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Domingos, DQ","Mello J. M. etal.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,"2018","04","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"268","2019-05-23 11:07:39-03","UFLA","ESAL","12798","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Elaine Aparecida Pinto","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Campus da ESAL","-44.999444","-21.245278",NA,NA,NA,"árvore; ; ;",NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"269","2019-05-23 11:07:39-03","UFLA","ESAL","17242","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Ary T. Oliveira Filho","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363","1","1",NA,"árvore; 10m; ;; floresta",NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2019-05-23 11:07:39-03","UFLA","ESAL","15490","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Fontes, MAL","68",NA,NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455","1450","1450",NA,"árvore; 11,0; ;; floresta",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2019-05-23 11:07:39-03","UFLA","ESAL","12309","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","Mata Botelho","-44.7580986022949","-21.0331001281738",NA,NA,NA,"árvore; 15.0; ;; floresta",NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2019-05-23 11:07:39-03","UFLA","ESAL","17646","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Ary","Rocha, C","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,"árvore; 13m; ;",NA,NA,"16658","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2019-12-19 11:17:09-03","UFG","UFG","1131","S","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus","Didymopanax pachycarpus","Marchal","Peixoto, A.B.F.","Rizzo, J.A.; Barbosa, A.","479","1968","04","17",NA,"Brasil","Goiás","Goiânia",NA,"-49.2538986206055","-16.6786003112793",NA,NA,NA,NA,"UFG0001131","UFG0001131","25250","auto","1977","07",NA,NA,NA,NA,NA,NA,NA,NA
"274","2019-12-19 11:17:09-03","UFG","UFG","42729","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Silva, SS (Sabá)","Hashimoto, M.Y.; et al.","2885","2009","09","04",NA,"Brasil","Mato Grosso","Alto Taquari",NA,"-53.248056","-17.604722",NA,NA,NA,NA,"UFG0042729",NA,NA,NA,"2009","09","-53.248056","-17.604722","19",NA,NA,NA,NA,NA
"275","2019-12-19 11:17:09-03","UFG","UFG","12120","S","Plantae",NA,NA,"Araliaceae","Schefflera","clausseniana","Schefflera clausseniana","(Decne. & Planch. ex Marchal) Frodin",NA,"Heringer, E.P.","684","1978","10","24",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UFG0012120","UFG0012120","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2019-06-10 10:10:08-03","FZB-BH","BHZB","8995","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Ordones, J. et al.","1795","2012","04","17",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.71","-19.040833","1310","1310",NA,"endêmica de MG, Ponto 84 ,635743 7894161 , 1310m ,doacão para Herbario FLOR , 03/2019",NA,NA,NA,NA,NA,NA,"43W 42' 36","19S 02' 27",NA,NA,NA,NA,NA,NA
"277","2019-06-10 10:10:08-03","FZB-BH","BHZB","9941","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva",NA,NA,"Ordones, J. et al.","2097","2013","01","30",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Ermo","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2021-02-04 10:26:24-03","UFRPE","HST","4946","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.",NA,"J.Semir; et al.","961","1981","04","13",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Árvore ca. 12 m alt.; flores e frutos.","HST004946",NA,"23696","auto","2017","04",NA,NA,NA,NA,NA,NA,NA,NA
"279","2014-07-30 10:40:41-03","CITSF","HXBH","004887","S","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus e. march.","Didymopanax pachycarpus e. march.",NA,"J.R. Stehmann","Pedralli et alii",NA,"1987","03","24",NA,"Brasil","MG","Perdizes",NA,"-47.2928","-19.3528",NA,NA,NA,NA,NA,NA,"45889","auto","1987","03",NA,NA,"24",NA,NA,NA,NA,NA
"280","2014-07-30 10:40:41-03","CITSF","HXBH","004891","S","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus e. march.","Didymopanax pachycarpus e. march.",NA,"J.R. Stehmann","Pedralli et alii",NA,"1988","03","06",NA,"Brasil","MG","Patrocínio",NA,"-46.9925","-18.9439",NA,NA,NA,"Ca. 5m. Botôes florais amarelos",NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2014-07-30 10:40:41-03","CITSF","HXBH","004888","S","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus e. march.","Didymopanax pachycarpus e. march.",NA,"J.R. Stehmann","Pedralli et alii",NA,"1987","05","09",NA,"Brasil","MG","Perdizes",NA,"-47.2928","-19.3528",NA,NA,NA,"Ca. 10m",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-02-25 10:11:39-03","CVRD","CVRD","12477","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Pedro Fiaschi","Folli, D.A.","6392","2009","08","28","América do Sul","BRASIL","ES","Venda Nova do Imigrante",NA,"-41.094111","-20.410194","1080","1080",NA,"<ll>dwc_commonname:</ll> Mandioção","CVRD012477",NA,NA,NA,"2020","02","41°05'38,8W","20°24'36,7S","18","Magnoliopsida",NA,NA,NA,NA
"283","2021-02-25 10:11:39-03","CVRD","CVRD","13411","PreservedSpecimen","Plantae","Magnoliophyta","Apiales","Araliaceae","Didymopanax","calvus","Didymopanax calvus","(Cham.) Decne. & Planch.","Pedro Fiaschi","Folli, D.A.","6779","2011","05","09","América do Sul","BRASIL","ES","Domingos Martins",NA,"-40.846738","-20.347103","670","670",NA,"<ll>dwc_commonname:</ll> Mandioção","CVRD013411",NA,NA,NA,"2020","02","-40,846738","-20,347103","18","Magnoliopsida",NA,NA,NA,NA
"284","2020-09-12 05:00:02-03","US","US","2340917","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"Reitz & Klein, --","9308","1959","10","31","South America","Brazil","Santa Catarina",NA,"Pirão Frio, Sombrio.",NA,NA,"10",NA,NA,NA,"US03069451","US03069451_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"285","2020-09-12 05:00:02-03","US","US","3447990","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"A. Kegler","1212","2001","12","20","South America","Brazil","Rio Grande do Sul",NA,"RS - Mun. de Caxias do Sul - Pinhal.",NA,NA,"780",NA,NA,NA,"US03069450","US03069450_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"286","2020-09-12 05:00:02-03","US","US","593430","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"-. Sellow","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilien.",NA,NA,NA,NA,NA,NA,"US03069449","US03069449_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"287","2020-09-12 05:00:02-03","US","US","593465","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"-. Sellow","231?",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"US03069448","US03069448_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"288","2020-09-12 05:00:02-03","US","US","2104813","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"R. Reitz","1883",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"S. Catarina. Sombrio.",NA,NA,"20",NA,NA,NA,"US03069452","US03069452_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"289","2020-09-12 05:00:02-03","US","US","920768","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi",NA,"H. M. Curran","702","1914","7","12","South America","Argentina","Misiones",NA,"Vicinity of Puerto Leon, Gobernacion de Misiones.",NA,NA,"75","100",NA,NA,"US03069453","US03069453_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"290","2020-09-12 05:00:02-03","US","US","2569957A","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22316","1969","1","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil, Serra do Espinhaço, ca. 20km S.W. of Diamantina.",NA,NA,"1200",NA,NA,NA,"US03069620","US03069620_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"291","2020-09-12 05:00:02-03","US","US","2569956A","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","21815","1969","1","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil, Serra do Espinhaço, ca. 27km S.W. of Diamantina on road to Gouveia.",NA,NA,"1300",NA,NA,NA,"US03069619","US03069619_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"292","2020-09-12 05:00:02-03","US","US","2821180","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13561","1966","3","5","South America - Neotropics","Brazil","Goiás",NA,"Planalto do Brasil, Serra dos Cristais, Campo. ca. 10 km. W. of Cristalina.","-48","-17","1200",NA,NA,NA,"US03069617","US03069617_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"293","2020-09-12 05:00:02-03","US","US","2821182","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13561","1966","3","5","South America - Neotropics","Brazil","Goiás",NA,"Planalto do Brasil, Serra dos Cristais, Campo. ca. 10 km. W. of Cristalina.","-48","-17","1200",NA,NA,NA,"US03069618","US03069618_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"294","2020-09-12 05:00:02-03","US","US","2821181","PreservedSpecimen","Plantae",NA,"Apiales","Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","13561","1966","3","5","South America - Neotropics","Brazil","Goiás",NA,"Planalto do Brasil, Serra dos Cristais, Campo, ca. 10 km. W. of Cristalina.","-48","-17","1200",NA,NA,NA,"US03069616","US03069616_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"295","2020-09-02 16:20:23-03","Cenargen","CEN","83640","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","M. H. Fernandes","Márcio Honorato Fernandes","249","2012","09","14",NA,"Brasil","DF","BRASILIA","Fazenda Santa Cecíia. Núcleo Rural Rajadinha II.","-47.639166","-15.765833","958","958","Exsicatas","Coletada na borda da mata. Folhas discolores. Face abaxial argentea brilhante, adaxial verde escura.","CEN00083640","CEN00083640",NA,NA,"2012","09","-47.639166","-15.765833",NA,NA,NA,NA,"3",NA
"296","2020-09-02 16:20:23-03","Cenargen","CEN","89058","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","R. de Paula","Rodolfo de Paula Oliveira","104","2013","02","17",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa (Córrego Capetinga)","-47.941388","-15.954444",NA,NA,"Exsicatas",NA,"CEN00089058","CEN00089058",NA,NA,"2013","02","-47.941388","-15.954444",NA,NA,NA,NA,"3",NA
"297","2020-09-02 16:20:23-03","Cenargen","CEN","96316","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","B. M. T. Walter","Bernardo Rocha Teixeira","17","2008","03","28",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília, afluente do córrego do acampamento.","47.9586111","-15.711944",NA,NA,"Exsicatas",NA,"CEN00096316","CEN00096316",NA,NA,"2017","01","47.9586111","-15.711944",NA,NA,NA,NA,"4",NA
"298","2020-09-02 16:20:23-03","Cenargen","CEN","42250","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","D. G. Frodin","Francisco Haroldo Feitosa do Nascimento","19","1998","07","03",NA,"Brasil",NA,NA,"Água Quente - Bahia. Base do Pico do Itolbira.",NA,NA,"1700","1700","Exsicatas","Árvore com 45,5 cm de perímetro. Folhas discolores, face adaxial verde, face abaxial creme. Frutos verdes. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (34394). Feira de Santana - Bahia.","CEN00042250","CEN00042250",NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,"1",NA
"299","2020-09-02 16:20:23-03","Cenargen","CEN","83421","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","M. H. Fernandes","Márcio Honorato Fernandes","34","2012","02","01",NA,"Brasil","DF","BRASILIA","Fazenda Santa Cecília (produção orgânica de hortaliças). Núcleo Rural Rajadinha II.","-47.646111","-15.758055","944","944","Unicata","Coletada na borda da mata.","CEN00083421","CEN00083421",NA,NA,"2012","02","-47.646111","-15.758055",NA,NA,NA,NA,"1",NA
"300","2020-09-02 16:20:23-03","Cenargen","CEN","18433","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Bruno Machado Teles Walter","2236","1994","11","25",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa - UnB. Coletado no bordo da porção central da mata.","-47.9296989440918","-15.7797002792358","1060","1060","Exsicatas","Espécie ocasional quase sempre no bordo, raro em clareiras dentro da mata. Inflorescência com pulvurulência creme. Botões florais cremes.","CEN00018433","CEN00018433 CEN00018433_1","70570","auto","2005",NA,"-4791667.0","-1595000.0",NA,NA,NA,NA,"1",NA
"301","2020-09-02 16:20:23-03","Cenargen","CEN","39536","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Ernestino de S. Gomes Guarino","437","2000","09","25",NA,"Brasil","DF","BRASILIA","Mata de galeria do córrego Riacho Fundo, dentro da faz. Sucupira, atrás da churrasqueira.","-47.9296989440918","-15.7797002792358","1100","1100","Exsicatas","Botões florais cinzas.","CEN00039536","CEN00039536","70570","auto","2005","07","-4800000.0","-1586667.0",NA,NA,NA,NA,"2",NA
"302","2020-09-02 16:20:23-03","Cenargen","CEN","107083","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","G. D. Colleta & T. B. Flores","Gabriel Dalla Colleta","1636","2014","05","22",NA,"Brasil","SP","ASSIS","Estação Ecologica estrada da parcela","-50.4099998474121","-22.6599998474121",NA,NA,"Exsicatas","Doação Universidade de São Paulo. ESALQ - Herbário ESA 129220","CEN00107083","CEN00107083","23972","auto","2014",NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2020-09-02 16:20:23-03","Cenargen","CEN","19454","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Bruno Machado Teles Walter","2281","1994","11","25",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa/UnB. Coletado no bordo da cabeceira da mata em local semi-encharcado.","-47.9296989440918","-15.7797002792358","1060","1060","Exsicatas","Botões florais creme-esverdeados. Folhas discolores (verde-escuro na face adaxial e verde-claro amarelado na face abaxial). Pecíolo e pendão da inflorescência com pulvurulência alva.","CEN00019454","CEN00019454","70570","auto","2005","07","-4791667.0","-1595000.0",NA,NA,NA,NA,"1",NA
