especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Myrcia costeira,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,602920,Myrcia costeira M.F.Santos,NA,Myrtaceae,species,accepted,Myrcia costeira,NA,,Myrcia costeira,BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,costeira,NA,correct
Myrcia diaphana,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,NT,VU,NA,VU,10682,Myrcia diaphana (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia diaphana,VU,,Myrcia diaphana,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,diaphana,NA,correct
Myrcia dichrophylla,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10683,Myrcia dichrophylla D.Legrand,NA,Myrtaceae,species,accepted,Myrcia dichrophylla,LC,,Myrcia dichrophylla,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,dichrophylla,NA,correct
Myrcia dryadica,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,611798,Myrcia dryadica (M.L.Kawas.) A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia dryadica,NA,,Myrcia dryadica,BR-ES|BR-SP,Myrcia,dryadica,NA,correct
Myrcia eriocalyx,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,10684,Myrcia eriocalyx DC.,NA,Myrtaceae,species,accepted,Myrcia eriocalyx,NA,,Myrcia eriocalyx,BR-MG|BR-RJ|BR-SP,Myrcia,eriocalyx,NA,correct
Myrcia eriopus,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,VU,VU,NA,LC,NA,VU,NA,10685,Myrcia eriopus DC.,NA,Myrtaceae,species,accepted,Myrcia eriopus,LC,,Myrcia eriopus,BR-GO|BR-MG|BR-RJ|BR-SP,Myrcia,eriopus,NA,correct
Myrcia eugeniopsoides,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,605439,Myrcia eugeniopsoides (D.Legrand & Kausel) Mazine,NA,Myrtaceae,species,accepted,Myrcia eugeniopsoides,NA,,Myrcia eugeniopsoides,BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,eugeniopsoides,NA,correct
Myrcia excoriata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615312,Myrcia excoriata (Mart.) E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia excoriata,NA,,Myrcia excoriata,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,excoriata,NA,correct
Myrcia ferruginosa,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,EN,NA,NA,582884,Myrcia ferruginosa Mazine,NA,Myrtaceae,species,accepted,Myrcia ferruginosa,NA,,Myrcia ferruginosa,BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,ferruginosa,NA,correct
Myrcia flagellaris,sima-SP_oficial-cncflora_web-mpoSP,NA,NT,VU,VU,NA,NT,NA,VU,NA,109201,Myrcia flagellaris (D.Legrand) Sobral,NA,Myrtaceae,species,accepted,Myrcia flagellaris,NT,,Myrcia flagellaris,BR-PR|BR-SC|BR-SP,Myrcia,flagellaris,NA,correct
Myrcia follii,cncflora_web-Portaria 443/2014,NA,NA,NA,NA,NA,CR,NA,NA,CR,10739,Myrcia plusiantha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia plusiantha,CR|NT,replaced synonym,Myrcia follii,BR-BA|BR-ES|BR-PR|BR-RJ|BR-SP,Myrcia,plusiantha,NA,correct
Myrcia gilsoniana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,10693,Myrcia gilsoniana G.M.Barroso & Peixoto,NA,Myrtaceae,species,accepted,Myrcia gilsoniana,CR,,Myrcia gilsoniana,BR-BA|BR-ES,Myrcia,gilsoniana,NA,correct
Myrcia glabra,UICN_API,NA,NA,NA,NA,NA,NA,NT,NA,NA,10694,Myrcia glabra (O.Berg) D.Legrand,NA,Myrtaceae,species,accepted,Myrcia glabra,NA,,Myrcia glabra,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,glabra,NA,correct
Myrcia grammica,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,609190,Myrcia grammica (Spreng.) A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia grammica,NA,,Myrcia grammica,BR-MG|BR-RJ|BR-SP,Myrcia,grammica,NA,correct
Myrcia grandiflora,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,10743,Myrcia pubipetala Miq.,NA,Myrtaceae,species,accepted,Myrcia pubipetala,LC,replaced synonym,Myrcia grandiflora,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,pubipetala,NA,correct
Myrcia guarujana,sima-SP_oficial,NA,NA,EN,EN,NA,NA,NA,NA,NA,604829,"Myrcia guarujana Sobral, Magenta & Caliari",NA,Myrtaceae,species,accepted,Myrcia guarujana,NA,,Myrcia guarujana,BR-SP,Myrcia,guarujana,NA,correct
Myrcia guianensis,sima-cncflora_web-UICN_API,NA,LC,NA,NA,NA,LC,LC,NA,NA,10699,Myrcia guianensis (Aubl.) DC.,NA,Myrtaceae,species,accepted,Myrcia guianensis,LC,,Myrcia guianensis,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Myrcia,guianensis,NA,correct
Myrcia hebepetala,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,10702,Myrcia hebepetala DC.,NA,Myrtaceae,species,accepted,Myrcia hebepetala,NA,,Myrcia hebepetala,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Myrcia,hebepetala,NA,correct
Myrcia heringii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10703,Myrcia heringii D.Legrand,NA,Myrtaceae,species,accepted,Myrcia heringii,LC,,Myrcia heringii,BR-PR|BR-SC|BR-SP,Myrcia,heringii,NA,correct
Myrcia hexasticha,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,VU,NA,EN,10704,Myrcia hexasticha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia hexasticha,EN,,Myrcia hexasticha,BR-PR|BR-RJ|BR-SP,Myrcia,hexasticha,NA,correct
Myrcia insigniflora,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,582575,Myrcia insigniflora M.F.Santos,NA,Myrtaceae,species,accepted,Myrcia insigniflora,NA,,Myrcia insigniflora,BR-RJ|BR-SP,Myrcia,insigniflora,NA,correct
Myrcia insularis,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10709,Myrcia insularis Gardner,NA,Myrtaceae,species,accepted,Myrcia insularis,LC,,Myrcia insularis,BR-BA|BR-ES|BR-PE|BR-PR|BR-RJ|BR-SP,Myrcia,insularis,NA,correct
Myrcia isaiana,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,EN,NA,EN,EN,NA,NT,NA,NA,EN,10710,Myrcia isaiana G.M.Barroso & Peixoto,NA,Myrtaceae,species,accepted,Myrcia isaiana,EN,,Myrcia isaiana,BR-AL|BR-BA|BR-ES|BR-PE|BR-PR|BR-RJ|BR-SP,Myrcia,isaiana,NA,correct
Myrcia laruotteana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10756,Myrcia selloi (Spreng.) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia selloi,NA,replaced synonym,Myrcia laruotteana,BR-BA|BR-GO|BR-MG|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,selloi,NA,correct
Myrcia laxiflora,UICN_API,NA,NA,NA,NA,NA,NA,EN,NA,NA,10717,Myrcia laxiflora Cambess.,NA,Myrtaceae,species,accepted,Myrcia laxiflora,NA,,Myrcia laxiflora,BR-ES|BR-MG|BR-PE|BR-RJ|BR-SP,Myrcia,laxiflora,NA,correct
Myrcia lenheirensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,31591,Myrcia lenheirensis Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia lenheirensis,NA,,Myrcia lenheirensis,BR-ES|BR-MG|BR-SP,Myrcia,lenheirensis,NA,correct
Myrcia limae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,10686,Myrcia eumecephylla (O.Berg) Nied.,NA,Myrtaceae,species,accepted,Myrcia eumecephylla,EN,replaced synonym,Myrcia limae,BR-BA|BR-ES,Myrcia,eumecephylla,NA,correct
Myrcia lineata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,63050,Myrcia eugenioides Cambess.,NA,Myrtaceae,species,accepted,Myrcia eugenioides,EN,replaced synonym,Myrcia lineata,BR-RJ,Myrcia,eugenioides,NA,correct
Myrcia lonchophylla,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,609926,Myrcia lonchophylla A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia lonchophylla,NA,,Myrcia lonchophylla,BR-BA|BR-ES|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,lonchophylla,NA,correct
Myrcia macrocarpa,UICN_API,NA,NA,NA,NA,NA,NA,DD,NA,NA,10723,Myrcia macrocarpa DC.,NA,Myrtaceae,species,accepted,Myrcia macrocarpa,NA,,Myrcia macrocarpa,BR-BA|BR-ES|BR-RJ|BR-SP,Myrcia,macrocarpa,NA,correct
Myrcia magnifolia,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,10724,Myrcia magnifolia (O.Berg) Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia magnifolia,CR,,Myrcia magnifolia,BR-RJ,Myrcia,magnifolia,NA,correct
Myrcia montana,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,10728,Myrcia montana Cambess.,NA,Myrtaceae,species,accepted,Myrcia montana,NA,,Myrcia montana,BR-ES|BR-MG|BR-RJ,Myrcia,montana,NA,correct
Myrcia multiflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10730,Myrcia multiflora (Lam.) DC.,NA,Myrtaceae,species,accepted,Myrcia multiflora,NA,,Myrcia multiflora,BR-AC|BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SP|BR-TO,Myrcia,multiflora,NA,correct
Myrcia multipunctata,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,605440,Myrcia multipunctata Mazine,NA,Myrtaceae,species,accepted,Myrcia multipunctata,NA,,Myrcia multipunctata,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Myrcia,multipunctata,NA,correct
Myrcia neobrasiliensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,616160,Myrcia loranthifolia (DC.) G.P.Burton & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia loranthifolia,NA,replaced synonym,Myrcia neobrasiliensis,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-PB|BR-PE|BR-PR|BR-RJ|BR-RN|BR-SC|BR-SE|BR-SP,Myrcia,loranthifolia,NA,correct
Myrcia neocambessedeana,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,126954,Myrcia neocambessedeana E.Lucas & Sobral,NA,Myrtaceae,species,accepted,Myrcia neocambessedeana,CR,,Myrcia neocambessedeana,BR-RJ,Myrcia,neocambessedeana,NA,correct
Myrcia neoclusiifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,608733,Myrcia neoclusiifolia A.R.Lourenço & E.Lucas,NA,Myrtaceae,species,accepted,Myrcia neoclusiifolia,NA,,Myrcia neoclusiifolia,BR-BA|BR-DF|BR-MA|BR-MG|BR-PE|BR-SP,Myrcia,neoclusiifolia,NA,correct
Myrcia neoestrellensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,603025,Myrcia neoestrellensis E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia neoestrellensis,NA,,Myrcia neoestrellensis,BR-RJ,Myrcia,neoestrellensis,NA,NA
Myrcia neoobscura,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615318,Myrcia neoobscura E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia neoobscura,NA,,Myrcia neoobscura,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,neoobscura,NA,correct
Myrcia neoregeliana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615800,Myrcia neoregeliana E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia neoregeliana,NA,,Myrcia neoregeliana,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,neoregeliana,NA,correct
Myrcia neoriedeliana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615802,Myrcia neoriedeliana E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia neoriedeliana,NA,,Myrcia neoriedeliana,BR-BA|BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,neoriedeliana,NA,correct
Myrcia neorostrata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,10732,Myrcia neorostrata Sobral,NA,Myrtaceae,species,accepted,Myrcia neorostrata,NA,,Myrcia neorostrata,BR-BA|BR-ES,Myrcia,neorostrata,NA,correct
Myrcia neosuaveolens,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,615803,Myrcia neosuaveolens E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia neosuaveolens,NA,,Myrcia neosuaveolens,BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,neosuaveolens,NA,correct
Myrcia oblongata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10733,Myrcia oblongata DC.,NA,Myrtaceae,species,accepted,Myrcia oblongata,LC,,Myrcia oblongata,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,oblongata,NA,correct
Myrcia obovata,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,25862,Myrcia obovata (O.Berg) Nied.,NA,Myrtaceae,species,accepted,Myrcia obovata,LC,,Myrcia obovata,BR-BA|BR-MG|BR-SP,Myrcia,obovata,NA,correct
Myrcia oligantha,sima-SP_oficial,NA,NA,EN,EN,NA,NA,NA,NA,NA,37035,Myrcia aethusa (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia aethusa,NA,replaced synonym,Myrcia oligantha,BR-BA|BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,aethusa,NA,correct
Myrcia ovata,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10736,Myrcia ovata Cambess.,NA,Myrtaceae,species,accepted,Myrcia ovata,LC,,Myrcia ovata,BR-ES|BR-RJ|BR-SP,Myrcia,ovata,NA,correct
Myrcia palustris,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10737,Myrcia palustris DC.,NA,Myrtaceae,species,accepted,Myrcia palustris,NA,,Myrcia palustris,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,palustris,NA,correct
Myrcia plusiantha,sima-cncflora_web-UICN_API,NT,NA,NA,NA,NA,NT,LC,NA,NA,10739,Myrcia plusiantha Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia plusiantha,CR|NT,,Myrcia plusiantha,BR-BA|BR-ES|BR-PR|BR-RJ|BR-SP,Myrcia,plusiantha,NA,correct
Myrcia pubiflora,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10742,Myrcia pubiflora DC.,NA,Myrtaceae,species,accepted,Myrcia pubiflora,NA,,Myrcia pubiflora,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,pubiflora,NA,correct
Myrcia pubipetala,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10743,Myrcia pubipetala Miq.,NA,Myrtaceae,species,accepted,Myrcia pubipetala,LC,,Myrcia pubipetala,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,pubipetala,NA,correct
Myrcia pulchra,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10765,Myrcia subcordata DC.,NA,Myrtaceae,species,accepted,Myrcia subcordata,LC,replaced synonym,Myrcia pulchra,BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,subcordata,NA,correct
Myrcia racemosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10745,Myrcia racemosa (O.Berg) Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia racemosa,NA,,Myrcia racemosa,BR-AL|BR-BA|BR-ES|BR-PE|BR-PR|BR-RJ|BR-SC|BR-SE|BR-SP,Myrcia,racemosa,NA,correct
Myrcia retorta,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10748,Myrcia retorta Cambess.,NA,Myrtaceae,species,accepted,Myrcia retorta,NA,,Myrcia retorta,BR-MG|BR-PR|BR-RS|BR-SC|BR-SP,Myrcia,retorta,NA,correct
Myrcia retusa,UICN_API,NA,NA,NA,NA,NA,NA,EN,NA,NA,63233,Myrcia retusa (O.Berg) Nied.,NA,Myrtaceae,species,accepted,Myrcia retusa,NA,,Myrcia retusa,BR-SP,Myrcia,retusa,NA,correct
Myrcia riodocensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,10750,Myrcia riodocensis G.M.Barroso & Peixoto,NA,Myrtaceae,species,accepted,Myrcia riodocensis,CR,,Myrcia riodocensis,BR-ES,Myrcia,riodocensis,NA,correct
Myrcia rufipes,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10753,Myrcia rufipes DC.,NA,Myrtaceae,species,accepted,Myrcia rufipes,NA,,Myrcia rufipes,BR-AL|BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-SP,Myrcia,rufipes,NA,correct
Myrcia rupicola,sima-SP_oficial-cncflora_ckan-Portaria 443/2014,EN,NA,EN,EN,NA,EN,NA,NA,EN,10754,Myrcia rupicola D.Legrand,NA,Myrtaceae,species,accepted,Myrcia rupicola,EN,,Myrcia rupicola,BR-MG|BR-PR|BR-SC|BR-SP,Myrcia,rupicola,NA,correct
Myrcia skortzoviana,UICN_API,NA,NA,NA,NA,NA,NA,EN,NA,NA,603715,Myrcia skortzoviana (Mattos) E.Lucas & C.E.Wilson,NA,Myrtaceae,species,accepted,Myrcia skortzoviana,NA,,Myrcia skortzoviana,BR-SP,Myrcia,skortzoviana,NA,correct
Myrcia splendens,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10759,Myrcia splendens (Sw.) DC.,NA,Myrtaceae,species,accepted,Myrcia splendens,NA,,Myrcia splendens,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Myrcia,splendens,NA,correct
Myrcia stictophylla,sima-SP_oficial-cncflora_ckan-UICN_API,NA,NA,VU,VU,NA,CR,EN,NA,NA,10762,Myrcia stictophylla (O.Berg) N.Silveira,NA,Myrtaceae,species,accepted,Myrcia stictophylla,NA,,Myrcia stictophylla,BR-RJ|BR-SP,Myrcia,stictophylla,NA,correct
Myrcia strigipes,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,63282,Myrcia strigipes Mart.,NA,Myrtaceae,species,accepted,Myrcia strigipes,NA,,Myrcia strigipes,BR-BA|BR-ES|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,strigipes,NA,NA
Myrcia subalpestris,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,37122,Myrcia subalpestris DC.,NA,Myrtaceae,species,accepted,Myrcia subalpestris,NA,,Myrcia subalpestris,BR-ES|BR-MG|BR-MS|BR-RJ|BR-SP,Myrcia,subalpestris,NA,correct
Myrcia subcordata,sima-UICN_API,NA,LC,NA,NA,NA,NA,LC,NA,NA,10765,Myrcia subcordata DC.,NA,Myrtaceae,species,accepted,Myrcia subcordata,LC,,Myrcia subcordata,BR-GO|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,subcordata,NA,correct
Myrcia tenuivenosa,sima,NA,NA,NA,NA,NA,NA,NA,NA,NA,10769,Myrcia tenuivenosa Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia tenuivenosa,NA,,Myrcia tenuivenosa,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP,Myrcia,tenuivenosa,NA,correct
Myrcia thomasii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,129305,Myrcia thomasii B.S.Amorim & A.R.Lourenço,NA,Myrtaceae,species,accepted,Myrcia thomasii,NA,,Myrcia thomasii,BR-BA,Myrcia,thomasii,NA,correct
Myrcia tijucensis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,10771,Myrcia tijucensis Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia tijucensis,LC,,Myrcia tijucensis,BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrcia,tijucensis,NA,correct
Myrcia tomentosa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10772,Myrcia tomentosa (Aubl.) DC.,NA,Myrtaceae,species,accepted,Myrcia tomentosa,NA,,Myrcia tomentosa,BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-SE|BR-SP|BR-TO,Myrcia,tomentosa,NA,correct
Myrcia ubatubana,sima-SP_oficial,NA,NA,VU,VU,NA,NA,NA,NA,NA,605429,Myrcia ubatubana Mazine & Sobral,NA,Myrtaceae,species,accepted,Myrcia ubatubana,NA,,Myrcia ubatubana,BR-SP,Myrcia,ubatubana,NA,correct
Myrcia uberavensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,31633,Myrcia uberavensis O.Berg,NA,Myrtaceae,species,accepted,Myrcia uberavensis,NA,,Myrcia uberavensis,BR-GO|BR-MG|BR-SP,Myrcia,uberavensis,NA,correct
Myrcia variabilis,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10774,Myrcia variabilis DC.,NA,Myrtaceae,species,accepted,Myrcia variabilis,LC,,Myrcia variabilis,BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-RO|BR-SP|BR-TO,Myrcia,variabilis,NA,correct
Myrcia vellozoi,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,605441,Myrcia vellozoi Mazine,NA,Myrtaceae,species,accepted,Myrcia vellozoi,NA,,Myrcia vellozoi,BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Myrcia,vellozoi,NA,correct
Myrcia venulosa,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,10776,Myrcia venulosa DC.,NA,Myrtaceae,species,accepted,Myrcia venulosa,LC,,Myrcia venulosa,BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-SC|BR-SP,Myrcia,venulosa,NA,correct
Myrcia vestita,sima-SP_oficial-UICN_API,NA,NA,EN,EN,NA,NA,LC,NA,NA,25870,Myrcia vestita DC.,NA,Myrtaceae,species,accepted,Myrcia vestita,NA,,Myrcia vestita,BR-DF|BR-GO|BR-MG|BR-MT|BR-SP,Myrcia,vestita,NA,correct
Myrcia vittoriana,sima-SP_oficial,NA,NA,EX,EX,NA,NA,NA,NA,NA,10779,Myrcia vittoriana Kiaersk.,NA,Myrtaceae,species,accepted,Myrcia vittoriana,NA,,Myrcia vittoriana,BR-AL|BR-BA|BR-ES|BR-PE|BR-RJ,Myrcia,vittoriana,NA,correct
Myrcianthes pungens,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,EN,NA,NA,10786,Myrcianthes pungens (O.Berg) D.Legrand,NA,Myrtaceae,species,accepted,Myrcianthes pungens,LC,,Myrcianthes pungens,BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,Myrcianthes,pungens,NA,correct
Myrciaria cuspidata,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,VU,NA,NA,10788,Myrciaria cuspidata O.Berg,NA,Myrtaceae,species,accepted,Myrciaria cuspidata,LC,,Myrciaria cuspidata,BR-BA|BR-CE|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SP|BR-TO,Myrciaria,cuspidata,NA,correct
Myrciaria delicatula,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,10789,Myrciaria delicatula (DC.) O.Berg,NA,Myrtaceae,species,accepted,Myrciaria delicatula,NA,,Myrciaria delicatula,BR-ES|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Myrciaria,delicatula,NA,correct
Myrciaria floribunda,cncflora_web-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,10792,Myrciaria floribunda (H.West ex Willd.) O.Berg,NA,Myrtaceae,species,accepted,Myrciaria floribunda,LC,,Myrciaria floribunda,BR-AC|BR-AL|BR-AM|BR-BA|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RO|BR-RR|BR-RS|BR-SC|BR-SP,Myrciaria,floribunda,NA,correct
Myrciaria plinioides,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,10799,Myrciaria plinioides D.Legrand,NA,Myrtaceae,species,accepted,Myrciaria plinioides,VU,,Myrciaria plinioides,BR-RS|BR-SC,Myrciaria,plinioides,NA,correct
Myrciaria silveirana,UICN_API,NA,NA,NA,NA,NA,NA,VU,NA,NA,10699,Myrcia guianensis (Aubl.) DC.,NA,Myrtaceae,species,accepted,Myrcia guianensis,LC,replaced synonym,Myrciaria silveirana,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Myrcia,guianensis,NA,correct
