"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"102","2017-09-11 17:12:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Crescit in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2018-10-11 10:32:51-03","CAS","CAS-BOT","593567","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Irwin, H. S.; Maxwell, H.; Wasshausen, D. C.","19111","1968","1",NA,"South America","Brazil","Goiás",NA,"50 km N of Corumbá de Goiás on road to Niguelândia, Goiás in valley of Rio Maranhão",NA,NA,"800",NA,NA,"Erect or ascending fleshy herb or subshrub to ca. 50 cm. tall. Inflorescences erect, cream. Locally common.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:44:40-03","UFRGS","ICN","119113","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.",NA,"Hagelund, K","5333",NA,NA,NA,"América do Sul","Brasil","RS","Granja Sodal",NA,NA,NA,NA,NA,NA,"Doação de K. Hagelund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:44:40-03","UFRGS","ICN","127406","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Hansen, B","Hagelund, K","5333",NA,NA,NA,"América do Sul","Brasil","RS","Giruá","Granja Sodol","-54.3497009277344","-28.028299331665",NA,NA,NA,NA,NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2014-09-23 11:02:07-03","G","G-DC","G00329242","S","Plantae",NA,NA,"Piperaceae","Peperomia","flavidinervis","Peperomia flavidinervis","C. DC.","CAT.HERB.PRODR.","Damazio, L. B.","1830","1907","03","24","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00329242",NA,"HOLOTYPUS of Peperomia flavidinervis C. DC.",NA,NA,"2012","01","01",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA
"107","2014-09-23 11:02:07-03","G","G-DC","G00314271","S","Plantae",NA,NA,"Piperaceae","Peperomia","nuda","Peperomia nuda","C. DC.","CAT.HERB.PRODR.","Henschen, S.E.",NA,"1871",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais","Caldas",NA,"-46.38416667","-21.91805556",NA,NA,NA,"Coordinate uncertainty: Precision undefined Image URL: No picture available on the institution's web site","G00314271",NA,"ISOTYPUS of Peperomia nuda C. DC.",NA,NA,"2012","01","01",NA,NA,"-46.38416667","-21.91805556",NA,NA,NA
"108","2014-09-23 11:02:08-03","G","G-DC","G00321956","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","CAT.HERB.PRODR.","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00321956",NA,NA,NA,NA,"2012","01","01",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA
"109","2014-09-23 11:02:08-03","G","G-DC","G00321957","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","CAT.HERB.PRODR.","Damazio, L. B.","1836","1907","03","26","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00321957",NA,NA,NA,NA,"2012","01","01",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA
"110","2014-09-23 11:02:08-03","G","G-DC","G00321953","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","CAT.HERB.PRODR.","Damazio, L. B.","1726","1905",NA,"00","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00321953",NA,NA,NA,NA,"2012","01","01",NA,NA,"-45.44222222","-18.78777778",NA,NA,NA
"111","2014-09-23 11:02:08-03","G","G-DC","G00321958","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","CAT.HERB.PRODR.","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00321958",NA,NA,NA,NA,"2012","01","01",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA
"112","2019-11-21 10:14:18-03","IBt","SP","39108","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Yuncker, TG","Hoehne, FC","s.n.","1937","12","29",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:14:18-03","IBt","SP","4054","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Yuncker, TG","Gehrt, G","s.n.","1920","03","22",NA,"Brasil","São Paulo",NA,"Prata, Fazenda Chapadão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:14:18-03","IBt","SP","45075","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Yuncker, TG","Kuhlmann, M","s.n.","1941","02","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:14:18-03","IBt","SP","137794","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Ichaso, CL","Irwin, HS; Maxwell, H; Wasshausen, DC","19111","1968","01","24",NA,"Brasil","Goiás","Corumbá de Goiás","Serra dos Pirineus, 50 km N of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão.","-48.8086013793945","-15.9236001968384","800","800",NA,NA,NA,NA,NA,"41388","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:14:18-03","IBt","SP","12595","S","Plantae",NA,NA,"Piperaceae","Peperomia","velloziana","Peperomia velloziana","Miq.","Kuhlmann, M","Loefgren, A","CGG2437","1894","04","25",NA,"Brasil","São Paulo","São José do Barreiro","Campo de Bocaina, mata, Invernada, Pinhal.","-44.5699996948242","-22.6399993896484",NA,NA,NA,"Herb. epifita, mollis, fol. crassa.","SP007627","SP007627",NA,"30784","auto","1944","07","14",NA,NA,NA,NA,NA,NA,NA
