"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"564","2021-03-16 17:52:11-03","UCS","HUCS","7522","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby",NA,"Cordeiro, J.","710","1990","03","06","Brasil","Rio Branco do Sul","Bromado","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"campo limpo , seco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"565","2021-03-16 17:52:11-03","UCS","HUCS","37070","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Morales, M.","Silva, J.M.","6329","2008","02","06","Brasil","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"arbusto, 2m, flor violeta.; campo graminoso",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2010",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"566","2021-03-16 17:52:11-03","UCS","HUCS","3002","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Silva, J.M.","s.n.","1986","12","01","Brasil","Ortigueira","Córrego do Leão","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"campo seco e limpo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1987","04",NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA
"567","2021-03-16 17:52:11-03","UCS","HUCS","28825","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Smith, S.F.","Marchett, F.","519","2006","04","30","Brasil","Caxias do Sul","Criúva - Mulada","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","no campo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2006","09",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"568","2021-03-16 17:52:11-03","UCS","HUCS","6045","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Hatschbach, G.","52796","1989","01","28","Brasil","Jaguariaíva","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"Arbusto, 1m, flor rosada.; campo cerrado",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1989",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"569","2021-03-16 17:52:11-03","UCS","HUCS","40114","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","Ribas, O.S.","Cervi, A.C.","9993","2012","02","09","Brasil","Ponta Grossa","Furnas de Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"subarbusto, 1,7m, flores róseas.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2012",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"570","2021-03-16 17:52:11-03","UCS","HUCS","40134","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Ribas, O.S.","Cervi, A.C.","9969","2012","02","09","Brasil","Ponta Grossa","Furnas de Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"subarbusto, 1,2m, flores róseas.; campo sujo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2012","02",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"571","2021-03-16 17:52:11-03","UCS","HUCS","48353","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Morales, M.","Morales, M.","1062c","2013","02","24","Brasil","São Marcos","Morro perto do arroio da divisa com caxias do Sul","-51.0680999755859","-28.9710998535156",NA,NA,NA,NA,"campo sujo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2013",NA,NA,"15120","auto",NA,NA,NA,NA,NA,NA,NA
"572","2021-03-16 17:52:11-03","UCS","HUCS","32718","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Ribas, O.S.","Marchett, C.A.","14","2008","01","19","Brasil","Porto Alegre","Morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,"200","200","no campo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2008","05","15","29946","auto",NA,NA,NA,NA,NA,NA,NA
"573","2021-03-16 17:52:11-03","UCS","HUCS","30220","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Ribas, O.S.","Marchett, C.A.","536","2006","05","22","Brasil","Porto Alegre","Morro São Pedro","-51.2299995422363","-30.0331001281738",NA,NA,"50","50","no campo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2007","12","21","29946","auto",NA,NA,NA,NA,NA,NA,NA
"574","2021-03-16 17:52:11-03","UCS","HUCS","40313","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","Barbosa, E.","Ribas, O.S.","8541","2012","03","30","Brasil","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"arbusto, 1m, xilopodífera, flor lilás rosado.; Campo cerrado",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2012",NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"575","2021-03-16 17:52:11-03","UCS","HUCS","50861","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Gonzatti, F.","Gonzatti, F.","5502","2020","02","08","Brasil","São Francisco de Paula","Parque Municipal da Ronda","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"arbusto ereto, em solo pedregoso. Capítulos globosos, estames rosados.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2020","06",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"576","2021-03-16 17:52:11-03","UCS","HUCS","6139","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Cordeiro, J.","603","1989","01","20","Brasil","Curitiba","Parque Naútico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"campo degradado",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1989",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"577","2021-03-16 17:52:11-03","UCS","HUCS","11313","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Barneby, R.C.","Butzke, A.","s.n.","1995","11","16","Brasil","Erechim","Quatro Irmãos","-52.2738990783691","-27.6341991424561",NA,NA,"780","780","no campo limpo",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"1996","05","28","46790","auto",NA,NA,NA,NA,NA,NA,NA
"578","2021-03-16 17:52:11-03","UCS","HUCS","9780","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, R.C.","Ribas, O.S.","220","1990","01","25","Brasil","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"xilopodífera, 40cm, flores lilás.; campo limpo e seco.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1990",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"579","2021-03-16 17:52:11-03","UCS","HUCS","3003","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Hatschbach, G.","50902","1987","02","18","Brasil","Jaguariaíva","Rio Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1987","04",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"580","2021-03-16 17:52:11-03","UCS","HUCS","31217","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Silva, J.M.","3960","2004","01","27","Brasil","Palmeira","Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"arbusto, 1m, flor lilás.; campo limpo, seco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2006",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"581","2021-03-16 17:52:11-03","UCS","HUCS","6419","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Silva, J.M.","581","1989","03","30","Brasil","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"campo limpo, seco.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1989",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"582","2021-03-16 17:52:11-03","UCS","HUCS","29030","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Barbosa, E.","854","2004","02","10","Brasil","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"Ereta, 1m, flor lilás.; campo limpo e seco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"583","2021-03-16 17:52:11-03","UCS","HUCS","29031","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Ribas, O.S.","Barbosa, E.","861","2004","03","02","Brasil","Palmeira","Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"prostrada, flor lilás.; campo limpo e seco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2005",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"584","2021-03-16 17:52:11-03","UCS","HUCS","14515","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Hatschbach, G.","Cruz, J.M.","88","1999","02","03","Brasil","Palmeira","Rio Tabagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"xilopodífera, flor rosada.; campo limpo, seco.",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1999",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"585","2021-03-16 17:52:11-03","UCS","HUCS","9179","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","acerba","Mimosa dolens acerba","(Benth.) Barneby","Barneby, R.C.","Ribas, O.S.","415","1992","01","10","Brasil","Campo Alegre","Rodeio Grande","-49.2655982971191","-26.1924991607666",NA,NA,"1100","1100","Encosta do morro",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Santa Catarina",NA,"1992",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"586","2021-03-16 17:52:11-03","UCS","HUCS","15866","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Barneby, R.C.","Silva, J.M.","2888","1999","02","19","Brasil","Bocaíuva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"ereta, 50cm, flores lilases.; campo de altitude",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"1999",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"587","2021-03-16 17:52:11-03","UCS","HUCS","16525","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Cordeiro, J.; Ribas, O.S.","Hatschbach, G.","69894","2000","01","12","Brasil","Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"Subarbusto, flor lilás, rosada.; campo limpo , seco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Paraná",NA,"2000",NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
"588","2021-03-16 17:52:11-03","UCS","HUCS","14909","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Smith, S.F.","Scur, L.","354","2000","01","12","Brasil","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","em orla do campo - barranco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2002","03",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"589","2021-03-16 17:52:11-03","UCS","HUCS","14903","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Smith, S.F.","Kegler, A.","534","2000","01","12","Brasil","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","em orla do barranco",NA,NA,NA,NA,NA,"Angiospermae","Fabales","Rio Grande do Sul",NA,"2002","03",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"590","2020-04-27 16:09:59-03","UFES","VIES","10479","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"Dutra, V.F.","Dutra, V.F.; Silva, J.L.","615","2008","04","17","Brasil","Ouro Preto","Estrada para Rodrigo Silva.","-43.5080986022949","-20.2875003814697",NA,NA,"1118","1118",NA,"VIES010479","VIES010479",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","04","17","44599","auto",NA,NA,NA,NA,NA,NA,NA
"591","2020-04-27 16:09:59-03","UFES","VIES","10362","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","597","2008","04","02","Brasil","Sacramento","Parque nacional Serra da Canastra.","-47.439998626709","-19.8652992248535",NA,NA,"1367","1367",NA,"VIES010362","VIES010362",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","04","02","69737","auto",NA,NA,NA,NA,NA,NA,NA
"592","2020-04-27 16:09:59-03","UFES","VIES","10366","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","Dutra, V.F.","Dutra, V.F.; Fernandes, J.M.","475","2008","02","07","Brasil","Santana do Riacho","Parque Nacional Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,NA,"1254","1254",NA,"VIES010366","VIES010366",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2008","02","07","26557","auto",NA,NA,NA,NA,NA,NA,NA
"593","2020-04-27 16:09:59-03","UFES","VIES","10443","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"Dutra, V.F.","Dutra, V.F.; Luz, W.V.","370","2007","06","05","Brasil","Minas Gerais","APA Sul - Serra da Moeda.",NA,NA,NA,NA,"1284","1284",NA,"VIES010443","VIES010443",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2007","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-04-27 16:09:59-03","UFES","VIES","11764","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"Dutra, V.F.","Dutra, V.F.; Luz, W.V.","352","2007","04","09","Brasil","Catas Altas","R.P.P.N. Santuário do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"1271","1271",NA,"VIES011764","VIES011764",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2007","04","09","11966","auto",NA,NA,NA,NA,NA,NA,NA
"595","2020-04-27 16:09:59-03","UFES","VIES","26534","S","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"Dutra, V.F.","Dutra, V.F.; Luz, W.V.","369","2007","06","05","Brasil","Moeda","Serra da Moeda.","-44.0527992248535","-20.3330993652344",NA,NA,"1251","1251",NA,"VIES026534","VIES026534",NA,NA,NA,NA,NA,"Minas Gerais",NA,"2007","06","05","14750","auto",NA,NA,NA,NA,NA,NA,NA
"596","2019-08-16 08:39:27-03","UTFPR","HCF","18682","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J.T. Motta","J.T. Motta","4591","2015","02","11","Brasil","Curitiba","CIC","-49.326944","-25.553333","49°19'37 W","25°33'12 S","906","906","subarbusto; flores com estames róseos e anteras amarelas. Em campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2015","02","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2019-08-16 08:39:27-03","UTFPR","HCF","22388","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J. Cordeiro","J.M. Silva","9259","2016","03","26","Brasil","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","49°37'26 W","24°07'17 S","625","625","arbusto ereto com 2 m de altura; flor rosada e fruto seco. Cerrado.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2016","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2019-08-16 08:39:27-03","UTFPR","HCF","10332","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J. Cordeiro, L. Petri & M. de Castro","M.G. Caxambu","3785","2012","02","03","Brasil","Balsa Nova","arredores da Ponte dos Arcos","-49.789889","-25.562667","49°47'23,6 W","25°33'45,6 S","923","923","erva heliófita, ereta, ca. 0,50 m. Látex alvo. Capítulos róseos.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","2019-08-16 08:39:27-03","UTFPR","HCF","13234","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","M.G. Caxambu","4977","2013","11","28","Brasil","Tibagi","Sítio Sete Quedas","-50.260083","-24.583694","50°15'36,3 W","24°35'01,3 S","1090","1090","subarbusto heliófito, ca. 0,45 m. Capítulos rosas.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2019-08-16 08:39:27-03","UTFPR","HCF","14233","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","E. Barboza","J.T. Motta","4147","2013","12","18","Brasil","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","49°46'06 W","25°27'55 S","957","957","subarbusto xilopodífero; flores róseas. Campo limpo seco.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2014","05","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","2019-08-16 08:39:27-03","UTFPR","HCF","23599","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","E. Barboza","J.M. Silva","9226","2016","02","14","Brasil","Castro","PCH do Rio Iapó, Fazenda Marumbi","-50.12","-24.737222","50°07'12 W","24°44'14 S","980","980","subarbusto; flor rosada. Campo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2017","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","2019-08-16 08:39:27-03","UTFPR","HCF","1875","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","J. Cordeiro, L. Petri & M. de Castro","C. Lima","102","2004","10","03","Brasil","Brasília","Lago Norte. Trecho 9, chácara 36","-47.9296989440918","-15.7797002792358",NA,NA,"1100","1100","Subarbusto heliófito ca. 0,6m altura; folíolos pilosos; fruto imaturo cor verde piloso; flores com filetes róseos e anteras creme. Ocasional. Unicata.- Solo: argilo-pedregoso - Vegetação: cerrado sobre morro",NA,NA,NA,NA,NA,NA,NA,"DF",NA,"2012",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"603","2019-08-16 08:39:27-03","UTFPR","HCF","794","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","M.G. Caxambu","335","2004","01","29","Brasil","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"planta arbustiva, com cerca de 50 cm de altura. Presença de frutos hirsutos.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","28572","auto",NA,NA,NA,NA,NA,NA,NA
"604","2019-08-16 08:39:27-03","UTFPR","HCF","538","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","M.G. Caxambu","198","2003","09","20","Brasil","Campo Mourão","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"planta herbácea, ereta, com flores rosas, com cerca de 45 cm de altura.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","28572","auto",NA,NA,NA,NA,NA,NA,NA
"605","2019-08-16 08:39:27-03","UTFPR","HCF","17395","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","M.E. Engels","2123","2013","12","11","Brasil","Guarapuava","Rodovia BR-277, próximo a John Deere","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,"caule e folhas verdes. Inflorescência rosa. Floresta Ombrófila Mista. Em campo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2015","02","12","53832","auto",NA,NA,NA,NA,NA,NA,NA
"606","2019-08-16 08:39:27-03","UTFPR","HCF","8767","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","J.M. Silva","3956","2004","01","27","Brasil","Palmeira","Área do exército","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"ascendente, 40 cm, flor lilás. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","35166","auto",NA,NA,NA,NA,NA,NA,NA
"607","2019-08-16 08:39:27-03","UTFPR","HCF","27689","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","J.M. Silva","5522","2007","02","14","Brasil","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"arbusto, 2 m, flor rosada. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2007",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"608","2019-08-16 08:39:27-03","UTFPR","HCF","1622","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","M.G. Caxambu","686","2004","11","07","Brasil","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"982","982","subarbustiva, ereta, pilosa, com flores rosas. Campo seco.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","35166","auto",NA,NA,NA,NA,NA,NA,NA
"609","2019-08-16 08:39:27-03","UTFPR","HCF","3546","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","M.G. Caxambu","1085","2006","02","28","Brasil","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"982","982","arbusto heliófito ca. 1,5 m de altura, com flores rosas. Caule, folhas e pecíolos pilosos.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","35166","auto",NA,NA,NA,NA,NA,NA,NA
"610","2019-08-16 08:39:27-03","UTFPR","HCF","27745","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","J.M. Silva","5517","2007","02","14","Brasil","Palmeira","Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"arbusto, 1 m, flor rosada. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2007",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"611","2019-08-16 08:39:27-03","UTFPR","HCF","5067","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","J.M. Silva","3960","2004","01","27","Brasil","Palmeira","Rod. BR-277, Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"arbusto, 1 m, flor lilás. Campo limpo, seco.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","35166","auto",NA,NA,NA,NA,NA,NA,NA
"612","2019-08-16 08:39:27-03","UTFPR","HCF","5406","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","M.G. Caxambu","J.M. Silva","5429","2006","12","12","Brasil","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arbusto, 1m, flor rosada. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","08","19","46557","auto",NA,NA,NA,NA,NA,NA,NA
"613","2019-08-16 08:39:27-03","UTFPR","HCF","19298","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","L.P. Amaral-Neto","49","2012","01","16","Brasil","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"arbusto, inflorescência rosa. Campos Gerais, campo seco por trás da igreja.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2014","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"614","2019-08-16 08:39:27-03","UTFPR","HCF","19338","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas","L.P. Amaral-Neto","53","2012","01","16","Brasil","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"arbusto, inflorescência rosa. Campos Gerais, campo seco atrás da igreja.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2014","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"615","2019-08-16 08:39:27-03","UTFPR","HCF","17412","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","O.S. Ribas & J.M. Silva","J.M. Silva","8151","2012","01","05","Brasil","Ponta Grossa","Recanto Botuquara","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ereva ereta 70 cm, flor vinosa. Campo limpo.",NA,NA,NA,NA,NA,NA,NA,"PR",NA,"2012","01",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"616","2019-08-16 08:39:27-03","UTFPR","HCF","22616","S","Plantae","Fabaceae","Mimosa","dolens",NA,"Mimosa dolens","Vell.","S.F. Silveira","S.T.S. Miotto","2001","2002","01","11","Brasil","Cachoeira do Sul","BR 290, Km 311","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS",NA,"2015","07",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA
