"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","sex"
"1056","2008-05-27 22:02:00-03","MO","MOBOT","90309","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","Lindm.","R. Barneby (NY)","Elsa M. Zardini|et al.","Zardini 4184","1988","1","8","Paraguay",NA,"Parque Nacional Cerro Corá. Cerrado camino al Monumento Histórico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-7",NA
"1057","2020-05-04 17:11:00-03","MO","MOBOT","101192442","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby",NA,"J.D. Anisits","Anisits 465","1894","1","27","Paraguay",NA,"Valenzuela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1058","2008-05-27 22:02:00-03","MO","MOBOT","1205779","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","anisitsii","Mimosa dolens anisitsii","(Lindm.) Barneby","M. Morales (BAB)","Elsa M. Zardini|Tulio Tillería","Zardini 28907","1991","11","25","Paraguay",NA,"National Park Ybycu'i, NW corner of park along Arroyo Mina. Cerrado scrub.","-56.76666","-26.01666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","621",NA
"1059","2009-12-04 15:32:00-02","MO","MOBOT","2455654","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby",NA,"Albino Hatschbach|et al.","Hatschbach Sobrinho 13215","1965","12","6","Brazil",NA,"Tibagi. Rod. do Café",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","2011-06-27 08:43:00-03","MO","MOBOT","2916664","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","2010-10-11 15:55:00-03","MO","MOBOT","2917015","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","F. Javier Fernández Casas|William J. Hahn|Aurelio Schinini","Fernández Casas 7327","1982","12","7","Brazil",NA,"Cerca de Hernandarias, 220 m, junto al arroyo Pirapitá, bordes de un estero, 1 m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","2010-10-11 15:55:00-03","MO","MOBOT","2917159","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","Gert G. Hatschbach","Hatschbach 52697",NA,NA,NA,"Brazil",NA,"Rod. PR-11, km 252 (mun. Senges).",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","2010-10-11 15:56:00-03","MO","MOBOT","79352","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","Elsa M. Zardini|H. Velázquez","Zardini 25507","1991","1","5","Paraguay",NA,"3 km S of Arroyo Taruma. Cerrado scrub.","-55.91666","-25.2",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","514",NA
"1064","2010-10-11 15:55:00-03","MO","MOBOT","80483","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","Elsa M. Zardini|U. Velázquez","Zardini 25638","1991","1","5","Paraguay",NA,"2 km N of Arroyo Guaranungua. Cerrado scrub.","-55.91666","-25.36666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","516",NA
"1065","2018-03-27 11:02:00-03","MO","MOBOT","82230","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","Elsa M. Zardini|R. Velázquez","Zardini 25853","1991","1","12","Paraguay",NA,"Arroyo Yuquyry-Arroyo Taruma, 4 km N of Arroyo Yuquyry.","-55.9166667","-25.2166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","522",NA
"1066","2010-10-11 15:56:00-03","MO","MOBOT","83239","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","Juliana Santos Silva (UEC)","Elsa M. Zardini|U. Velázquez","Zardini 26007","1991","1","12","Paraguay",NA,"Arroyo Cambay, northern side. Cerrado scrub.","-55.91666","-25.41666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","526",NA
"1067","2008-05-27 22:02:00-03","MO","MOBOT","88104","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","R. Barneby (NY)","Elsa M. Zardini|H. Velázquez","Zardini 24590","1990","12","1","Paraguay",NA,"Caaguazú-Yhú, between Arroyo Yhú and Arroyo Yuguyry. Cerrado scrub on a hill.","-55.91666","-25.25",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","482",NA
"1068","2008-05-27 22:02:00-03","MO","MOBOT","89177","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","callosa","Mimosa dolens callosa","(Benth.) Barneby","R. Barneby (NY)","Elsa M. Zardini|R. Velázquez","Zardini 24721","1990","12","1","Paraguay",NA,"Arroyo Cambay, 32 km S of Arroyo Yhú. Cerrado scrub.","-55.91666","-25.41666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","490",NA
"1069","2020-05-04 17:16:00-03","MO","MOBOT","101192444","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","deterior","Mimosa dolens deterior","Barneby",NA,"Teodoro Rojas|Émile Hassler","Rojas 10125","1907","1",NA,"Paraguay",NA,"Sierra de Amambay in campo sicco Estrella.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1070","2009-12-04 16:52:00-02","MO","MOBOT","2916069","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"R. Barneby","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 21760","1969","7","11","Brazil",NA,"Rod BR-267 (mun. Nova Andradina).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","2014-08-23 05:35:00-03","MO","MOBOT","2916262","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"R. Barneby","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22295","1969","1","20","Brazil",NA,"Fruit dried. Cerrado. Ravine with step rocky walls, ca. 20 km S.W. of Diamantina.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","2008-05-27 22:02:00-03","MO","MOBOT","2916397","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"V.F.Dutra (VIC)","Per Dusén","Dusén 14979","1914","5","9","Brazil",NA,"Taguariahyva, in canyon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","2008-05-27 22:02:00-03","MO","MOBOT","2916546","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","dolens","Mimosa dolens dolens",NA,"V.F.Dutra (VIC)","Keiichi Mizoguchi","Mizoguchi 1858","1983","1","4","Brazil",NA,"Bairro Vierinha. Mpio de Ibiuna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074","2020-05-04 17:25:00-03","MO","MOBOT","101192449","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","eriophylla","Mimosa dolens eriophylla","(Benth.) Barneby",NA,"Ludwig Riedel","Riedel 425",NA,NA,NA,"Brazil",NA,"São Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"São Paulo","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1075","2020-05-04 17:04:00-03","MO","MOBOT","101192440","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby",NA,"F. Sellow","Sellow s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1076","2008-05-27 22:02:00-03","MO","MOBOT","2916792","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. Barney","J.M. Silva","Silva 89","1986","1","24","Brazil",NA,"Bromado (mun. Rio Branco do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","2009-12-05 05:22:00-02","MO","MOBOT","2916957","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","R. Barneby","Gert G. Hatschbach|O.S. Ribas","Hatschbach 52566","1989","1","12","Brazil",NA,"Rod. BR-373, Próx. entrada para Santa Clara (mun. Guarapuava).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","2010-04-13 13:52:00-03","MO","MOBOT","2917096","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","foliolosa","Mimosa dolens foliolosa","(Benth.) Barneby","G. Seijo","Aurelio Schinini|Massimiliano Dematteis","Schinini Cacace 33663","1997","12","10","Paraguay",NA,"Camino a Colonia Ortiz, cercano al Hito 1/51. En campos cerrados.","-55.75","-22.41666",NA,NA,"500.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","2020-05-04 15:59:00-03","MO","MOBOT","101192398","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby",NA,"F. Sellow","Sellow s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1080","2010-10-27 13:48:00-02","MO","MOBOT","2918153","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","J.S. Silva (UEC)","R. Kummrow","Kummrow 900","1975","2","14","Brazil",NA,"Ressaca (mun.Colombo).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1081","2009-08-24 12:06:00-03","MO","MOBOT","2918443","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. Barneby","Itaipú Binacional","Itaipú Binacional 169","1979","2","15","Brazil",NA,"Rva. Tatí Yupí; Sabana, campo alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082","2008-05-27 22:02:00-03","MO","MOBOT","2924245","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. Barneby","J.M. Silva","Silva 71","1986","1","17","Brazil",NA,"Mun. Balsa Nova; Serro de São Luiz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083","2015-05-05 09:05:00-03","MO","MOBOT","82674","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","latifolia","Mimosa dolens latifolia","(Benth.) Barneby","R. Barneby (NY)","Elsa M. Zardini|U. Velázquez","Zardini 23856","1990","11","10","Paraguay",NA,"Arroyo Cambay.","-55.9166667","-25.4166667",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","459",NA
"1084","2020-05-11 09:05:00-03","MO","MOBOT","101193051","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","pangloea","Mimosa dolens pangloea","Barneby",NA,"Gwilym P. Lewis|Gert G. Hatschbach|Armando C. Cervi|L.T. Dombrowski","Lewis 1391","1985","1","28","Brazil",NA,"BR 376, 3 to 5 km along road to Curitiba from turning to Vila Velha.","-49.9166667","-25.3",NA,NA,"900.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná","Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1085","2020-05-04 16:39:00-03","MO","MOBOT","101192427","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","pseudorigida","Mimosa dolens pseudorigida","Barneby",NA,"Émile Hassler","Hassler 5032",NA,"10",NA,"Paraguay",NA,"In campo Ipe-hú. In altoplanitie et decliviis Sierra de Maracayú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1086","2008-05-27 22:02:00-03","MO","MOBOT","2915795","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","R. Barneby","O.S. Ribas","Ribas 204","1989","11","30","Brazil",NA,"Mun. Lapa; Rod. BR-476. 5 km. O da Lapa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087","2012-06-15 17:39:00-03","MO","MOBOT","2919658","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigescens","Mimosa dolens rigescens","(Benth.) Barneby","Stephen F. Smith","L. Scur","Scur 354","2000","1","12","Brazil",NA,"RS- Mun. de Caxias do Sul- Vila Oliva. Em orla do campo - barranco.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","2008-05-27 22:02:00-03","MO","MOBOT","1003331","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Rene Fortunato (BAB)","Elsa M. Zardini|C.J. Loucks","Zardini 42816","1995","6","20","Paraguay",NA,"Yaguareté forest (Sustainable Forest Systems Site). Permanent plot. Cerrado scrub on red, sandy soil.","-56.11666","-23.81055",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1008",NA
"1089","2008-05-27 22:02:00-03","MO","MOBOT","1003792","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Morales (BAB)","Elsa M. Zardini|M. Vera","Zardini 43046","1995","6","21","Paraguay",NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to permanent plot. Cerrado scrub on red, sandy soil.","-56.09388","-23.80333",NA,NA,"180.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1013",NA
"1090","2008-05-27 22:02:00-03","MO","MOBOT","1227622","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Renee Fortunato (BAB)","Elsa M. Zardini|S. Zavala","Zardini 46833","1997","5","27","Paraguay",NA,"Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1102",NA
"1091","2008-05-27 22:02:00-03","MO","MOBOT","1227626","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Morales (BAB)","Elsa M. Zardini|S. Zavala","Zardini 46837","1997","5","27","Paraguay",NA,"Yaguareté Forest (Sustainable Forest Systems site): Around Aserradero. Cerrado forest and cerrado scrub.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1102",NA
"1092","2012-07-23 14:25:00-03","MO","MOBOT","1264895","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Morales","Elsa M. Zardini|M. Vera","Zardini 47836","1998","1","14","Paraguay",NA,"Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.2791667","-24.1877777",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","1127",NA
"1093","2008-05-27 22:02:00-03","MO","MOBOT","1264960","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Mereles (BAB)","Elsa M. Zardini|M. Vera","Zardini 47887","1998","1","14","Paraguay",NA,"Mbaracayú Natural Reserve, administered by Fundación Moises Bertoni. Cerrado scrub.","-55.27916","-24.18777",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1127",NA
"1094","2008-05-27 22:02:00-03","MO","MOBOT","1282652","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Morales (BAB)","Elsa M. Zardini|M. Vera","Zardini 48253","1998","3","12","Paraguay",NA,"Yaguarete Forest (Sustainable Forest Systems site):trail to Céspedes Cué. Cerrado scrub. Same spot as Zardini #46904-46969 (May) border of one hectare; collecting area: one hectare which had been cleared in May 1997.","-56.11305","-23.81027",NA,NA,"182.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1134",NA
"1095","2008-05-27 22:02:00-03","MO","MOBOT","1422290","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Morales (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 53344","2000","1","11","Paraguay",NA,"Around Bella Vista Norte. Cerrado scrub on red sandy soil.","-56.51416","-22.13305",NA,NA,"200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1196",NA
"1096","2012-05-01 15:15:00-03","MO","MOBOT","2922567","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","J.S. Silva (UEC)","F. Javier Fernández Casas|J. Molero","Fernández Casas 4048","1980","9",NA,"Paraguay",NA,"Parque Nacional de Cerro Corá, cerca de la casa forestal, en matorral seco, suelo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1097","2010-10-28 10:35:00-02","MO","MOBOT","2923064","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","J.S. Silva (UEC)","F. Javier Fernández Casas|J. Molero","Fernández Casas 5966","1982","1",NA,"Paraguay",NA,"17 km Sur de Ype-Hú, en matorral denso de un cerrado típico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1098","2010-10-28 10:36:00-02","MO","MOBOT","2923235","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","J.S. Silva (UEC)","Nélida Soria","Soria Rey 3594","1989","5","4","Paraguay",NA,"Parque Nacional Cerro Corá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1099","2016-03-08 11:15:00-03","MO","MOBOT","73007","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","M. Mereles (BAB)","Elsa M. Zardini|Leongino Guerrero","Zardini 37623","1993","12","22","Paraguay",NA,"Estancia Lago Ypoá: Cerro Lima.","-57.4","-26.0333333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","860",NA
"1100","2010-10-27 13:20:00-02","MO","MOBOT","75828","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","J.S. Silva (UEC)","Nélida Soria|Elsa M. Zardini","Soria Rey 1965","1988","1","7","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1101","2016-03-08 11:05:00-03","MO","MOBOT","984525","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby","Renee Fortunato (BAB)","Elsa M. Zardini|R. Oren","Zardini 42114","1995","1","1","Paraguay",NA,"Yaguareté Forest.","-56.0830556","-23.7961111",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","988",NA
"1102","2009-08-21 07:03:00-03","MO","MOBOT","2217781","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby",NA,"Émile Hassler","Hassler 5285",NA,NA,NA,"Paraguay",NA,"Reserva Natural del Bosque Mbaracayu","-55.33333","-23.98333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Canindeyú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","2020-05-04 16:55:00-03","MO","MOBOT","101192436","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rigida","Mimosa dolens rigida","(Benth.) Barneby",NA,"C.F.P. Martius","Martius 1088",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1104","2020-05-04 16:05:00-03","MO","MOBOT","101192402","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis","(Benth.) Barneby",NA,"F. Sellow","Sellow 111",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1105","2009-12-04 15:32:00-02","MO","MOBOT","2455609","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","rudis","Mimosa dolens rudis","(Benth.) Barneby",NA,"Albino Hatschbach","Hatschbach Sobrinho 23446","1970","1","31","Brazil",NA,"Ponta Grossa. Rio Guavirova",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2008-05-27 22:02:00-03","MO","MOBOT","2915777","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","uncta","Mimosa dolens uncta","Barneby","R. Barneby","O.S. Ribas","Ribas 1730","1997",NA,NA,"Brazil",NA,"Rio Jaguariaíva (Mun. Jaguariaíva)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","2020-05-04 16:11:00-03","MO","MOBOT","101192409","PreservedSpecimen","Plantae","Fabaceae","Mimosa","dolens","uncta","Mimosa dolens uncta","Barneby",NA,"Gert G. Hatschbach|O. V. Guimarães","Hatschbach 16049","1967","2","24","Brazil","Ponta Grossa","Parque Vila Velha (mun. Ponta Grossa).","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná","Holotype",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"1",NA,NA
