"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"535","2012-09-18 13:06:00-03","MO","MOBOT","3113382","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Rocío Rojas","2005","8","26","Peru","Pasco","Oxapampa","Dist. Oxapampa. Abra Villa Rica. Remanente de bosque primario.","-75.1833333","-10.4",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"Rojas Gonzáles 3868","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"536","2012-09-18 13:06:00-03","MO","MOBOT","3113387","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Rocío Rojas","2005","8","26","Peru","Pasco","Oxapampa","Dist. Oxapampa. Abra Villa Rica. Remanente de bosque primario.","-75.1833333","-10.4",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,"Rojas Gonzáles 3872","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA
"537","2018-08-15 04:31:00-03","MO","MOBOT","3138741","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H.v.d. Werff 06","Pedro Fiaschi|J. Lima da Paixão|L.C. da J. Gomes|A.B. Rodrigues","2005","3","17","Brazil","Bahia",NA,"Arataca: Serra das Lontras, ca. 7 km no ramal que liga o povoado de Itatiguí à Serra das Lontras.","-39.40805","-15.20277",NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,"Fiaschi 2835","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2008-05-27 22:02:00-03","MO","MOBOT","3139087","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","HEATH","1990","2","18","Colombia","Cauca",NA,"5 Km. west of G.E. Tambo. Funca 'El Bosque. Black organic top soil with ssh & limonte underneath. Thoughout forest. W. Cordillera.",NA,NA,NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"HEATH 18","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2013-01-03 20:07:00-02","MO","MOBOT","3139528","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H.v.d. Werff","Odile Poncy|Jérôme Munzinger","2002","8","29","French Guiana",NA,NA,"St-Elire. Réserve Naturelle Des Montagnes De La Trinité. Plateau Tabulaire; tracé point-quadrat sur pente, arbre 251. Forêt dense sur pente forte. Sol latéritique avec blocs affleurant.","-53.35444","4.59722",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Poncy 1639","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2012-03-02 05:16:00-03","MO","MOBOT","3173941","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"H. van der Werff|Bruce Gray|Wilson Quizhpe","2006","11","3","Ecuador","Zamora-Chinchipe","Nangaritza","Cordillera del Cóndor region. Upper Río Nangaritza valley, near Las Orquídeas, south of Guayzimi.","-78.66","-4.23444",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"van der Werff 21887","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","435",NA
"541","2020-11-10 04:40:00-03","MO","MOBOT","3246330","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","H. C. de Lima","1989","7","6","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lima 3658","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2009-08-07 05:31:00-03","MO","MOBOT","3257669","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Manuel Rimachi Y.","1978","3","2","Peru","Loreto","Maynas","Dtto. Iquitos. Rio Nanay, trail from caserio de Nina Rumi, upland forest, muena, 10 m, corolla yellow.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rimachi Y. 3385","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2015-09-20 06:20:00-03","MO","MOBOT","3287886","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff","M. Stapf|T.R. dos Santos Silva|Eric C. Smidt","2004","9","21","Brazil","Bahia",NA,"Marambaia: Estrada Marambaia - Taboquinhas.","-39.12277","-14.35472",NA,NA,"160.00000000",NA,NA,NA,NA,NA,"Stapf 332","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2018-06-15 05:26:00-03","MO","MOBOT","3332917","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (HBG)","Samuel Vilca C.","2006","4","12","Peru","Pasco","Oxapampa","Dist. Villa Rica. Comunidad Centro Bocaz. Zona de Amortiguamiento del Parque Nacional Yanachaga-Chemillén","-75.1775","-10.6547222",NA,NA,"1300.00000000","1700.00000000",NA,NA,NA,NA,"Vilca C. 657","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"545","2010-01-05 17:54:00-02","MO","MOBOT","3337805","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","A. Monteagudo & R. Vasquez","Abel Monteagudo|Antonio Peña|Rolando Francis|H. Chamorro|L. Quicha|A. Pascual","2005","9","23","Peru","Pasco","Oxapampa","Dist. Palcazú. Evaluación de los Recursos del Bosque 0.5ha. Reserva Comunal Yanesha. Comunidad Nativa San Pedro de Pichanaz, Sector Azulis","-75.1083333","-10.4927777",NA,NA,"520.00000000","640.00000000",NA,NA,NA,NA,"Monteagudo Mendoza 10158","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"546","2009-07-29 11:35:00-03","MO","MOBOT","3339554","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","L. Cárdenas","2006","8","18","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector San Alberto. Cercano al refugio, 0.5 km. Bosque ribereño.","-75.35666","-10.54583",NA,NA,"2468.00000000",NA,NA,NA,NA,NA,"Cárdenas 0736","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"547","2019-01-25 04:35:00-02","MO","MOBOT","3341581","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Luis Valenzuela G.","2006","10","24","Peru","Cusco","La Convención","Dist. Vilcabamba, Chuanquiri, Bosque secundario","-73.13055","-12.81111",NA,NA,"1539.00000000",NA,NA,NA,NA,NA,"Valenzuela Gamarra 7930","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"548","2014-04-15 15:55:00-03","MO","MOBOT","3342720","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Jens G. Rohwer (HBG)","Rodolfo Vásquez","2006","10","12","Peru","Pasco","Oxapampa","Dist. Oxapampa, Parque Nacional Yanachaga-Chemillen. Sector San Alberto. Bosque remanente en borde de quebrada.","-75.3730556","-10.5469444",NA,NA,"1900.00000000","2300.00000000",NA,NA,NA,NA,"Vásquez Martínez 31455","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"549","2008-05-27 22:02:00-03","MO","MOBOT","3367165","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Saúl Altamirano","2003","9","10","Bolivia","Cochabamba","Chapare","Los Guacharos. Ladera de exposicion nor-oeste con pendiente entre 16-28 % de inclinacion. Bosque amazonico de pie de monte carcaterizado por Eschweilera coriaceae, Talauma boliviana, Dypteryx sp, Pseudolmedia laevis, y Ormosia nobilis.","-65.46972","-17.05944",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Altamirano Azurduy 1516","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2008-05-27 22:02:00-03","MO","MOBOT","3367603","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Saúl Altamirano","2003","9","6","Bolivia","Cochabamba","Chapare","El Palmar. Ladera de exposicion sud este con pendientes de hasta 45 ° de inclinacion. Bosque alto montano humedo , dominado por Eschweilera coriaceae, Iriartea deltoidea y Socratea exorrhiza. El sotobosque caracterizado por rubiaceas y piperaceas.","-65.49305","-17.08861",NA,NA,"690.00000000",NA,NA,NA,NA,NA,"Altamirano Azurduy 1371","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2012-01-20 05:01:00-02","MO","MOBOT","3480279","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Byron Medina|Wilson Quizhpe","2007","10","17","Ecuador","Zamora-Chinchipe","Palanda","Parroquia Valladolid. Reserva Tapichalaca, al lado oriental de la carretera Loja-Palanda. Parcela permanente de una hectárea de inventario de bosque, con árboles > 5 cm DAP censados. Al sureste de la entrada a Quebrada Honda, Sendero de Las Pavas. Bosque muy húmedo montano.","-79.1363889","-4.4888889",NA,NA,"2615.00000000",NA,NA,NA,NA,NA,"Medina 180","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","1",NA
"552","2009-07-27 15:45:00-03","MO","MOBOT","3481760","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Gloria Calatayud","2007","5","18","Peru","Cusco","La Convención","Distrito Echarate, alturas de Papelpata. Bosque primario.","-72.61111","-12.755",NA,NA,"1836.00000000",NA,NA,NA,NA,NA,"Calatayud Hermosa 3900","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"553","2012-09-15 05:09:00-03","MO","MOBOT","3482797","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Jim Farfán|A. Carazas|José Tito|L. Vargas|B. Rado","2007","10","18","Peru","Cusco","La Convención","Distrito Santa Ana, Localidad Idma, camino a Poromate. Bosque húmedo secundario.","-72.7841666","-12.9325",NA,NA,"1988.00000000",NA,NA,NA,NA,NA,"Farfán 1781","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"554","2009-07-29 11:34:00-03","MO","MOBOT","3482890","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","M. Huamán","2006","10","7","Peru","Pasco","Oxapampa","Distrito Palcazú. Puente Gallinazo. Bosque secundario, en borde de carretera.","-75.2636111","-10.3233334",NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Huamán 168","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"555","2017-05-23 12:05:00-03","MO","MOBOT","3484206","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (HBG)","Abel Monteagudo|J. Arteaga|J.L. Mateo|N. Arteaga","2007","5","30","Peru","Pasco","Oxapampa","Distrito Oxapampa. Parte alta de la quebrada San Luis. Tesis de Maestría de J. Arteaga (Evaluación comparativa de dos microcuencas y calidad de agua en Oxapampa). Bosque montano primario ribereño.","-75.3452777","-10.5652778",NA,NA,"2440.00000000",NA,NA,NA,NA,NA,"Monteagudo Mendoza 14123","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"556","2009-01-06 15:10:00-02","MO","MOBOT","3486193","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","Juan Perea","2007","8","27","Peru","Cajamarca","San Ignacio","Distrito Huarango. Poblado Selva Andina, camino al tanque de agua de Selva Andina. Bosque primario tropical lluvioso, borde de camino, suelo arcilloso.","-78.7219445","-5.0638889",NA,NA,"2378.00000000",NA,NA,NA,NA,NA,"Perea 3865","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA
"557","2016-12-07 05:17:00-02","MO","MOBOT","3579970","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez",NA,"Jürgen Homeier|M.A. Chinchero|E. Jaramillo|L. Guachamin","2007","10","19","Ecuador","Napo",NA,"area of the biological station Jatun Sacha, tropical lowland forest","-77.61666","-1.06666",NA,NA,NA,NA,NA,NA,NA,NA,"Homeier 3067","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"558","2008-05-27 22:02:00-03","MO","MOBOT","47297","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Santiago Tunqui","1979","11","17","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada caterpiza, 2-3 km atrás de la communidad de Caterpiza, monte virgen.","-77.66666","-3.83333",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Tunqui 93","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5",NA
"559","2008-05-27 22:02:00-03","MO","MOBOT","47455","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der werff (MO)","Percy Núñez V.|J. Arizabal","1991","8","30","Peru","Cusco","Urubamba","South Mackhupichu cloud forest; Río Aobamba remnant forests.","-72.51666","-13.15",NA,NA,"2200.00000000",NA,NA,NA,NA,NA,"Núñez Vargas 14193","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","100",NA
"560","2011-03-14 15:00:00-03","MO","MOBOT","47785","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. G. Rohwer (HBG)","Douglas C. Daly|Julio C. Betancur B.","1987","8","12","Colombia","Antioquia","San Luis","Piedra de Castrillon, 3-4 hours on foot SW of town","-75.01666","6.01666",NA,NA,"1500.00000000","1700.00000000",NA,NA,NA,NA,"Daly 5339","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2013-06-02 05:36:00-03","MO","MOBOT","47946","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Walter A. Palacios|Efraín Freire","1991","10","29","Ecuador","Zamora-Chinchipe","Zamora","Carretera Zamora-Loja. Bosque intervenido y potreros. Suelos con pendientes del 55%.","-79.01666","-4.06666",NA,NA,"1500.00000000","1700.00000000",NA,NA,NA,NA,"Palacios Cuenca 8812","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","91-95",NA
"562","2016-10-13 05:56:00-03","MO","MOBOT","47956","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer","David A. Neill|Mercedes Asanza","1986","12","24","Ecuador","Napo","Tena","Reserva Biológica Jatun Sacha. Río Napo, 8 km abajo de Misahuallí. Bosque Muy Húmedo Tropical.","-77.6","-1.06666",NA,NA,"450.00000000",NA,NA,NA,NA,NA,"Neill 7560","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","86-38",NA
"563","2016-10-13 05:56:00-03","MO","MOBOT","47976","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","David A. Neill|Walter A. Palacios","1990","12","12","Ecuador","Zamora-Chinchipe","Nangaritza","Río Nangaritza. Downriver from Miazi to Pachicutza. Trees and lianas along river banks. Tropical Premontane Wet Forest.","-78.63333","-4.2",NA,NA,"950.00000000",NA,NA,NA,NA,NA,"Neill 9719","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","90-25",NA
"564","2016-10-13 05:55:00-03","MO","MOBOT","48160","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","David A. Neill|Walter A. Palacios","1987","11","30","Ecuador","Los Ríos","Ventanas","5 km al W de Ventanas. Bosque húmedo tropical. Plantaciónes de café y cacao, con árboles de sombra.","-79.4","-1.35",NA,NA,"30.00000000",NA,NA,NA,NA,NA,"Neill 8030","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","87-44",NA
"565","2008-05-27 22:02:00-03","MO","MOBOT","48623","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Galo A. Tipaz|Daniel Rubio","1991","10","3","Ecuador","Imbabura","Ibarra","Carretera Lita-Ibarra. Entre San Juan de Lachas y Cuajara. Bosque húmedo Premontano.","-78.16666","0.66666",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,"Tipaz 341","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","91-9",NA
"566","2008-05-27 22:02:00-03","MO","MOBOT","48734","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer","Alfredo Tupayachi H.","1986","10",NA,"Peru","Cusco","Urubamba","Machupicchu; Circuito de Camino Inca, camino de Huiñay-huaina a Intipunco, quebradas húmedas boscosas. Santuario Histórico de Machupicchu, en ciudadela Inca.","-72.51666","-13.15",NA,NA,"2000.00000000","4200.00000000",NA,NA,NA,NA,"Tupayachi Herrera 206","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","86-8",NA
"567","2008-05-27 22:02:00-03","MO","MOBOT","48866","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (HBG)","H. van der Werff|Walter A. Palacios","1989","2","4","Ecuador","Morona-Santiago",NA,"Cordillera de Cutucu, road Mendez-Morona. Forest along road.","-78.16666","-2.91666",NA,NA,"800.00000000",NA,NA,NA,NA,NA,"van der Werff 10393","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","3",NA
"568","2008-05-27 22:02:00-03","MO","MOBOT","49096","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","James C. Solomon","1977","6","5","Peru","Cusco",NA,"Aguas Calientes (Machu Pichu). Km 110 (railroad).","-72.5227","-13.1557",NA,NA,"2100.00000000",NA,NA,NA,NA,NA,"Solomon 3148","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","234",NA
"569","2008-05-27 22:02:00-03","MO","MOBOT","49168","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","H. van der Werff|et al.","1986","3","6","Peru","Pasco","Oxapampa","San Alberto, Cordillera de Yanachaga.","-75.4","-10.56666",NA,NA,"2100.00000000",NA,NA,NA,NA,NA,"van der Werff 8485","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","86-11",NA
"570","2011-06-09 18:02:00-03","MO","MOBOT","49355","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","Edgar Gudiño","1989","6","1","Ecuador","Pastaza",NA,"Vía Auca, 120 km al sur de Coca. Cerca al Río Tigüino; carretera de PETRO-CANADA en construcción. Bosque húmedo Tropical. Bosque primario; colinas de suelo rojo Dystropept.","-76.91666","-1.25",NA,NA,"320.00000000",NA,NA,NA,NA,NA,"Gudiño Jara 22","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","89-2",NA
"571","2011-06-09 17:51:00-03","MO","MOBOT","49564","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff","Carlos E. Cerón","1987","6","16","Ecuador","Tungurahua","Baños","Cantón Baños. Parroquia Río Negro. Bosque muy húmedo Premontano.","-78.16666","-1.4",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,"Cerón Martínez 1596","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","87-13",NA
"572","2008-05-27 22:02:00-03","MO","MOBOT","49628","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer (MJG)","Alwyn H. Gentry|David N. Smith|Sergio Vásquez S.","1984","2","10","Peru","San Martín",NA,"Venceremos, near Amazonas border, Km 291 on Rioja- Pomacocha road. Wet lower montane forest. Transect 3","-77.66666","-5.75",NA,NA,"1850.00000000",NA,NA,NA,NA,NA,"Gentry 45320","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","84-210",NA
"573","2008-05-27 22:02:00-03","MO","MOBOT","50792","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","H. van der Werff|et al.","1986","2","25","Peru","Pasco","Oxapampa","Villa Rica. Collected in coffee-plantations and along road, mostly pioneer species, young specimens.",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"van der Werff 8270","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","86-2",NA
"574","2008-05-27 22:02:00-03","MO","MOBOT","50805","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","H. van der Werff|et al.","1986","2","25","Peru","Pasco","Oxapampa","Villa Rica. Collected in coffee-plantations and along road, mostly pioneer species, young specimens.",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"van der Werff 8272","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","86-2",NA
"575","2008-05-27 22:02:00-03","MO","MOBOT","50827","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","H. van der Werff|et al.","1986","2","25","Peru","Pasco","Oxapampa","Villa Rica. Collected in coffee-plantations and along road, mostly pioneer species, young specimens.",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"van der Werff 8274","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","86-2",NA
"576","2008-05-27 22:02:00-03","MO","MOBOT","51159","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Jens Rohwer (MO)","Felix Woytkowski","1962","7","30","Peru","Junín",NA,"Agua Dulce, forested mountains.","-74.8272223","-10.9677778",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,"Woytkowski 7481","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","25",NA
"577","2008-05-27 22:02:00-03","MO","MOBOT","51956","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J. Rohwer","Camilo Díaz S.","1986","10","10","Peru","Cajamarca","San Marcos","Dist. La Florida. Loc. Agua Azúl.",NA,NA,NA,NA,"1020.00000000",NA,NA,NA,NA,NA,"Díaz Santibáñez 2089","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","86-21",NA
"578","2013-06-02 05:37:00-03","MO","MOBOT","51979","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","H. van der Werff (MO)","H. van der Werff|Bruce Gray|Efraín Freire|Milton Tirado","1994","2","20","Ecuador","Zamora-Chinchipe","Nangaritza","Campamento Miazi, along Rio Nangaritza. Along trail towards El Hito.","-78.65","-4.26666",NA,NA,"900.00000000","1100.00000000",NA,NA,NA,NA,"van der Werff 13329","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","142",NA
"579","2012-08-16 05:10:00-03","MO","MOBOT","52185","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","Henk van der Werff (MO)","Severo Espinoza|César Gualinga","1991","9","26","Ecuador","Pastaza","Pastaza","Parroquia Villano. Suelo plano y de colina. Bosque primario. Bosque Húmedo Tropical. Arboles cortados por las obras petroleras.","-77.33333","-1.41666",NA,NA,"400.00000000",NA,NA,NA,NA,NA,"Espinoza 810","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","91-20",NA
"580","2008-05-27 22:02:00-03","MO","MOBOT","52414","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Robin B. Foster","1984","8","27","Peru","Madre de Dios","Manu","Parque Nacional del Manu. Rio Manu, Cocha Cashu Station. Floodplain forest.","-71.41666","-11.83333",NA,NA,"350.00000000",NA,NA,NA,NA,NA,"Foster 9919","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","84-72",NA
"581","2008-05-27 22:02:00-03","MO","MOBOT","52453","PreservedSpecimen","Plantae","Lauraceae","Nectandra","reticulata","Nectandra reticulata","(Ruiz & Pav.) Mez","J.G. Rohwer","Adrian Juncosa","1984","1","5","Colombia","Chocó",NA,"Plants in Potrero near Mecana.","-77.382404","6.299824",NA,NA,NA,NA,NA,NA,NA,NA,"Juncosa 1740","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","83-55",NA
