"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"1487","2019-06-13 04:36:00-03","MO","MOBOT","326099","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","J.E. Lawesson|T. Læssøe|P.M. Jørgensen","Lawesson 39490","1983","4","28","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","Wurdack","Napo",NA,"Añangu, Río Napo. Tropical rain forest. Terra firme.","-76.38333","-0.51666","260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","2008-05-27 22:02:00-03","MO","MOBOT","326106","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A.S. Barfod","Barfod 41014","1982","10","22","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","S.S. Renner, 1991 (AAU)","Esmeraldas",NA,"Río Zapallo Grande (tributary of Río Cayapa). Trail leading into forest from the riverbank opposite to the evangelic mission station. Seconday rain forest on terra firme, understory layer well developed.","-78.86666","0.8","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","2008-05-27 22:02:00-03","MO","MOBOT","326123","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A.S. Barfod|et al.","Barfod 48020","1983","10","8","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","S.S. Renner, 1991 (AAU)","Esmeraldas",NA,"Santa María, a mixed black and Cayapa Amerindian community along Río Cayapa. Pastures and disturbed vegetation.","-78.91666","0.91666","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490","2008-05-27 22:02:00-03","MO","MOBOT","326131","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A.S. Barfod|et al.","Barfod 48099","1983","10","11","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","S.S. Renner, 1991 (AAU)","Esmeraldas",NA,"Zapallo Grande, a mixed black and Cayapa Amerindian community along Río Cayapa. Second growth vegetation and disturbed rain forests close to village.","-78.9","0.8","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491","2015-08-12 05:57:00-03","MO","MOBOT","326147","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. Balslev|et al.","Balslev 84521","1989","3","22","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","S.S. Renner","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, north of Lagune Grande. Terre firme forest.","-76.18333","0.01666","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492","2015-08-12 05:57:00-03","MO","MOBOT","326155","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. Balslev|et al.","Balslev 84524","1989","3","22","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","S.S. Renner","Sucumbíos",NA,"Reserva Faunistica Cuyabeno, north of Lagune Grande. Terre firme forest.","-76.18333","0.01666","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493","2008-05-27 22:02:00-03","MO","MOBOT","326170","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Benjamin Øllgaard|Birgitte Bergmann|M. Ruiz","Øllgaard 99249","1991","10","21","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","Renner, S.S. (AAU)","Zamora-Chinchipe",NA,"Miazi, at junction of Río Chumbiriatza with Río Nangaritza. Tall montane forest, riverside forest, riverbanks, dwarfed mossy ridgetop forest and calcareous rocks.","-78.66666","-4.31666","1200.00000000","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","2015-08-12 05:57:00-03","MO","MOBOT","326178","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. Balslev|Madsen, Eilef","Balslev 10583","1976","11","4","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Napo",NA,"Puerto Francisco de Orellana (Coca). Approx. 40 km SE of the town, (Auca oil field). Roadside vegetation in tropical rain forest.","-76.86666","-0.66666","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495","2014-04-04 05:44:00-03","MO","MOBOT","327111","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|Rodolfo Vásquez|E. Andrade C.|Peggy Stern","Gentry 28929","1980","7","22","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Maynas","Mishana, trail from village to Campamento 1. Non-inundated forest on white sand.","-73.5","-3.83333","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-6","5"
"1496","2013-09-10 16:48:00-03","MO","MOBOT","327386","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Ronald L. Liesner","Liesner 17271","1984","11","25","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","P.E.Berry (FVG)","Amazonas",NA,"Río Negro, near Cerro de la Neblina Base Camp which is on Río Mawarinuma. Elev. 140 m. 0º50'N, 66º10'W.","-66.1666667","0.8333333","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-80","3"
"1497","2014-04-04 05:44:00-03","MO","MOBOT","327416","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez","Vásquez Martínez 682","1980","10","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Loreto","Maynas","Estacion Biologica Callicebus-Mishanañ Río Nanay, 2 horas río arriba de Dtto. Iquitos. Bosque secundario no inundable (purma).","-73.91666","-3.91666","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"354","6"
"1498","2011-07-27 14:40:00-03","MO","MOBOT","327532","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Walter H. Lewis|Memory Elvin-Lewis|M. C. Gnerre|Camilo Díaz S.","Lewis 10591","1986","6","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Loreto","Loreto","Pampa Hermosa and vicinity, Río Corrientes, 1 km S of jct. with Río Macusari. Low rainforest, mostly firma with scattered white sand. Mayna Jívaro","-75.8333333","-3.25","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-1","3"
"1499","2008-05-27 22:02:00-03","MO","MOBOT","327991","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Ronald L. Liesner","Liesner 19605","1985","11","5","South America","Venezuela",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Bolívar",NA,"0 to 3 km W of El Polo. El Polo is 8.6 km W of El Pauji by road and then ca. 8 km N on small side road. Forest and forest edge.","-61.66666","4.5","650.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-50","3"
"1500","2014-04-04 05:44:00-03","MO","MOBOT","328102","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","John James Pipoly, III|Rodolfo Vásquez|Nestor Jaramillo|Rosa Ortiz","Pipoly 12111","1990","9","18","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Iquitos. Estación Experimental IIAP; Allpahuayo, 21 km al S de Iquitos; bosque primario, suelos mezclados de arena blanca y arcilla.","-73.5","-4.16666","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","6"
"1501","2014-04-04 05:44:00-03","MO","MOBOT","328216","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9401","1987","8","19","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Loreto","Maynas","Dtto. Iquitos, Km 42 Carretera Iquitos-Nauta. Bosque primario.","-73.33333","-4.58333","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-31","3"
"1502","2008-05-27 22:02:00-03","MO","MOBOT","328370","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","John James Pipoly, III|et al.","Pipoly 12546","1990","9","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Indiana; Reserva Explorama (Yanamono), 25 km del NE de Iquitos, a lo largo del río Amazonas; trocha perimentral al sur (límite) Yanamono.","-72.83333","-3.5","110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15","7"
"1503","2014-04-04 05:44:00-03","MO","MOBOT","328373","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez","Vásquez Martínez 2217","1981","7","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Loreto","carretera Nauta-Dtto. Iquitos. Bosque secundario no inundable (Purma).","-73.58333","-4.48333","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-1","6"
"1504","2016-10-13 05:56:00-03","MO","MOBOT","328504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|David A. Neill|Phillip Keating","Gentry 60148","1987","12","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.S. Miller (MO)","Napo",NA,"Jatun Sacha Biological Station, 8 km E of Misahuali. Permanent Tree Plot No. 1. Non-alluvial, red clay soil. Transect 7","-77.6","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-306","3"
"1505","2014-04-04 05:44:00-03","MO","MOBOT","328571","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|et al.","Vásquez Martínez 2273","1981","8","10","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Loreto","San José de Parinari (Río Marañón). Bosque primario (aguajal).","-74.5","-4.53333","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-5","5"
"1506","2008-05-27 22:02:00-03","MO","MOBOT","328612","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","John James Pipoly, III|et al.","Pipoly 12212","1990","9","19","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Iquitos. Estación Experimental IIAP; Allpahuayo; bosque primario en suelos de arena blanca.","-73.5","-4.16666","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","7"
"1507","2012-04-26 05:08:00-03","MO","MOBOT","3286442","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","André M. de Carvalho","Carvalho 7155","2002","4","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","R. Goldenberg","Bahia",NA,"Uruçuca: Escola Media de Agropecuaria Ragional da CEPLAC (EMARC), Reserva Gregorio Bowdar.","-39.26666","-14.60333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","2008-05-27 22:02:00-03","MO","MOBOT","3286675","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","W. Wayt Thomas","Thomas 13685","2004","1","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F.A. Michelangeli","Minas Gerais",NA,"Mun. Bandeiras. Fazenda Serra Azul, 3.2 km E of Macarani-Bandeiras road on farm ca 12 km N of Bandeiras (at Fazenda Canada). Moist forest.","-40.5225","-15.82527","525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","2012-05-24 05:04:00-03","MO","MOBOT","328672","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|Juan Revilla","Gentry 16141","1976","1","21","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Loreto",NA,"Prov. Colonel Portillo. IVITA, Km 59 from Pucallpa toward Tingo Maria. Tropical moist forest. Mature forest and roadside second growth.",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"830","1"
"1510","2016-10-13 05:56:00-03","MO","MOBOT","328842","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|David A. Neill|Phillip Keating","Gentry 60248","1987","12","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Napo",NA,"Jatun Sacha Biological Station, 8 km E of Misahuali. Permanent Tree Plot No. 1. Non-alluvial, red clay soil.","-77.6","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-310","2"
"1511","2014-04-04 05:44:00-03","MO","MOBOT","328866","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 2421","1981","9","12","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Alto Amazonas","Shucushuyacu (Río Huallaga). Bosque primario. (Colinas).","-75.83333","-6.03333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81-11","4"
"1512","2014-04-04 05:44:00-03","MO","MOBOT","328886","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","John James Pipoly, III|Rodolfo Vásquez|Nestor Jaramillo|Rosa Ortiz","Pipoly 12656","1990","10","1","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Santa María de Nanay; Mishana. Bosque primario sobre suelos mixtos (arenosos-arcillosos).","-73.58333","-3.91666","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","4"
"1513","2013-03-19 12:20:00-03","MO","MOBOT","329030","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","James C. Solomon","Solomon 3417","1977","7","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda & F. Michelangeli (CAS)","Loreto",NA,"Laguna Quistacocha, ca. 15 km SW of Iquitos","-73.2666667","-3.8333333","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"249","4"
"1514","2014-04-04 05:44:00-03","MO","MOBOT","329092","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 8274","1986","10","10","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","Vasq.?&Rojas?orGarcia?","Loreto","Maynas","Indiana, Yanamono Explorama lodge. Bosque primario.","-72.8333333","-3.5","106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-56","2"
"1515","2008-05-27 22:02:00-03","MO","MOBOT","329306","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","John James Pipoly, III|J. Murillo","Pipoly 15524","1991","10","28","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Amazonas","Leticia","Mpio. de Leticia, Parque Nacional Natural Amacayacu, Trocha de Matamatá a Amacayacu.","-70.25","-3.78333","110.00000000","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","6"
"1516","2008-11-18 15:44:00-02","MO","MOBOT","329780","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Dominique Irvine","Irvine 237","1982","9","11","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Napo",NA,"San Jose de Payamino. 40 km W of Coca. Tropical rainforest. Upland soil near Rio Tutapishcu, below the mouth of the Rio Ahuano.","-77.3333333","-0.5","300.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1517","2013-03-19 12:23:00-03","MO","MOBOT","329999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Carlos Reynel Rodríguez|E. Meneses","Reynel Rodríguez 5140","1990","8","15","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda & F. Michelangeli (CAS)","Madre de Dios","Tambopata","Zona reservada de Tambopata.","-69.3","-12.81666","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","4"
"1518","2008-11-20 03:32:00-02","MO","MOBOT","330057","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry","Gentry 27400","1979","11","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Loreto","Maynas","Quebrada Yanomono, Explorama Tourist Camp, halfway between Indiana and mouoth of Río Napo, mature non-inundated forest on laterite.","-72.83333","-3.46666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1858","7"
"1519","2012-05-24 05:04:00-03","MO","MOBOT","330090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|Juan Revilla","Gentry 16585","1976","7","9","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Near Base Araguana, upper Río Mazán, ca. due N of Santa Maria de Nanay. Non-inundated forest.","-73.2333333","-3.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1014","1"
"1520","2014-01-07 13:41:00-02","MO","MOBOT","330253","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alberto Angel Alvarado","Alvarado 24","1988","10","14","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack, 1990 (US)","Napo",NA,"Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 40. Huamaní. Bosque pluvial Pre Montano. Suelos de origen volcánico.","-77.6","-0.7166667","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-1","10"
"1521","2014-04-04 05:44:00-03","MO","MOBOT","330417","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez","Vásquez Martínez 4447","1983","9","9","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Loreto","Alto Amazonas","Andoas. Bosque transicional.","-76.41666","-2.91666","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-30","4"
"1522","2008-11-20 03:32:00-02","MO","MOBOT","330621","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Franklin Ayala","Ayala Flores 2703","1980","10","25","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Pucaurquillo, Pevas. Bosque primario.","-71.81666","-3.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-1","3"
"1523","2009-08-22 08:00:00-03","MO","MOBOT","330686","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Franklin Ayala|Manuel Rimachi Y.","Ayala Flores 4505","1986","6","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","Renner",NA,NA,"Allpahuayo, Iquitos, lado derecho, Km 10. Bosque primario.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","2"
"1524","2014-04-04 05:44:00-03","MO","MOBOT","330747","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo|M. Horna","Gentry 29979","1980","10","11","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Loreto","Loreto","Nauta, Río Marañon above mouth of Río Ucayali, upland forest and second growth on lateritic soil, alt. ca.","-73.5","-4.5","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-43","3"
"1525","2018-05-28 05:22:00-03","MO","MOBOT","330841","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. J. Young|Don A. Stratton","Young 106","1984","10","30","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Madre de Dios","Tambopata","Tambopata Wildlife Reserve, 30 km S of Puerto Maldonado. above sea level.","-69.28333","-12.25","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-12","4"
"1526","2018-05-28 05:22:00-03","MO","MOBOT","330849","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","H. J. Young|Don A. Stratton","Young 107","1984","10","30","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Madre de Dios","Tambopata","Tambopata Wildlife Reserve, 30 km S of Puerto Maldonado. above sea level.","-69.28333","-12.25","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-12","6"
"1527","2008-11-20 03:32:00-02","MO","MOBOT","331030","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Walter H. Lewis","Lewis 4123","1982","12","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Alto Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1528","2008-11-14 13:23:00-02","MO","MOBOT","3310399","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Paul C. Hutchison","Hutchison 8647","1983","10","15","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Amazonas",NA,"20 km South of Humaita along BR 319. Shrub growing 1 m tall in shady location.","-63.0797223","-7.6758334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1529","2012-10-17 05:07:00-03","MO","MOBOT","3310411","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José L. Hage","Hage 562","1981","3","17","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Bahia",NA,"Mun. de Ilhéus. Área do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Região de Mata Higrófila Sul Baiana. Quadra D.","-39.2272223","-14.7669445","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1530","2018-09-25 15:40:00-03","MO","MOBOT","331130","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Vlastimil Zak|Severo Espinoza","Zak 5061","1990","2","21","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Pastaza","Pastaza","Pozo petrolero Ramirez. 20 km al sur de la población de Curaray.","-76.85","-1.5333333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-1","6"
"1531","2008-11-14 13:52:00-02","MO","MOBOT","3312287","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","G.L. Sobel|J.J. Strudwick|A.B. Anderson|Milton G. da Silva|R.P. Baia|Carlos S. Rosário","Sobel 4848","1984","10","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Pará",NA,"About 2 km downstream from Bela Vista, on Rio Mocões, Mun. de Anajás. Forest on riverbank.","-49.94","-0.9866666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1532","2008-05-27 22:02:00-03","MO","MOBOT","331246","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|et al.","Gentry 52202","1985","10","10","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Alto Amazonas","Yurimaguas-Tarapoto road; 15 km SW of Yurimaguas, remnant patch of forest on yellowish clay soil with much Iriartea.","-76.21666","-5.98333","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-356","5"
"1533","2008-11-19 10:04:00-02","MO","MOBOT","331286","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Franklin Ayala","Ayala Flores 2988","1980","12","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Pucaurquillo, purma bosque alto.","-71.9333333","-3.2333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80-10","2"
"1534","2013-09-01 08:29:00-03","MO","MOBOT","331444","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Alwyn H. Gentry|Angel Salazar V.|C. Palm|J. Pérez","Gentry 52288","1985","10","12","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"San Martín",NA,"Vicinity of Convento, NE of Pongo de Canarachi on road to Yurimaguas. Roadside second growth.","-76.3","-6.2666667","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-361","5"
"1535","2015-01-28 05:47:00-02","MO","MOBOT","332241","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Agustin Rudas L.|Adriana Prieto|G. Morán|B. Morán","Rudas Lleras 3077","1991","8","29","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Amazonas","Leticia","Parque Nacional Natural Amacayacu. Sector de Amacayacu. Trocha que conduce al sector Mata-matá en bosque de tierra firme.","-70.25","-3.7833333","110.00000000","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","10"
