"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"1536","2008-05-27 22:02:00-03","MO","MOBOT","332391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","César E. Barbosa","Barbosa 6518","1990","5","10","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. J. Wurdack (US)","Chocó",NA,"Colección efectuada por la quebrada Sansoré sobre la vía que conduce a Boroboro y en el último tramno de la trocha de la vía de acceso a la hidroelectrica de Mutatá.","-77.16666","6.08333","0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24","1"
"1537","2013-03-19 12:37:00-03","MO","MOBOT","332817","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Cesár A. Grández|et al.","Grández Rios 1816","1990","8","25","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda & F. Michelangeli (CAS)","Loreto","Maynas","Quebrada Yanayacu, entrando por Aucayo. Bosque primario, suelo arcilloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","4"
"1538","2013-07-15 09:29:00-03","MO","MOBOT","333071","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Ruíz","Ruíz 1270","1988","4","22","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Distrito Iquitos, Caserío Nina Rumy, Río Nanay.","-73.4166667","-3.8","123.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16","4"
"1539","2011-03-23 13:58:00-03","MO","MOBOT","333119","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Celedonia Ruiz M.","Ruiz M. 179","1981","11","18","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Loreto","Maynas","Caserío Mishana, Río Nanay, Campamento No. 1. Suelos arenosos. Bosque primario no inundable.","-73.5","-3.83333","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3"
"1540","2012-05-24 05:04:00-03","MO","MOBOT","333300","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Revilla","Revilla Cardenas 1412","1976","9","10","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","RL","Loreto","Maynas","Vicinity of Iquitos. [LOCALITY DATA UNKNOWN].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","5"
"1541","2017-07-21 08:24:00-03","MO","MOBOT","3333239","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Abel Monteagudo|Antonio Peña|Rolando Francis|Utami","Monteagudo Mendoza 10924","2005","10","20","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","R. Goldenberg","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Lomalinda-Laguna. Sector Nueva Aldea.","-75.08305","-10.38","420.00000000","430.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3"
"1542","2012-05-24 05:04:00-03","MO","MOBOT","333692","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Revilla","Revilla Cardenas 1216","1976","8","26","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Loreto","Requena","Distrito Jenaro Herrera. Trocha al Rio Yavari, cerca al Arboretum de Jenaro Herrera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","3"
"1543","2008-05-27 22:02:00-03","MO","MOBOT","334486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Cesar Del Carpio|Juan Ruiz C.","Del Carpio 1761","1992","11","17","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Loreto","Distrito Nauta. Reserva Nacional Pacaya - Samiria. Rio Yanayacu, Chingana.","-74.06305","-4.82138","90.00000000","95.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","1"
"1544","2008-05-27 22:02:00-03","MO","MOBOT","334759","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","James L. Zarucchi|Julio C. Betancur B.|et al.","Zarucchi 5076","1987","3","27","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Antioquia","Mutatá","3 km WSW of Mutatá along road to Pavarandogrande. Disturbed primary forest.","-76.43333","7.21666","170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-38","4"
"1545","2013-03-19 12:24:00-03","MO","MOBOT","780464","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Revilla","Revilla Cardenas 2695","1977",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda & F. Michelangeli (CAS)","Loreto","Maynas","Vicinity of Iquitos.","-73.24722","-3.74805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","5"
"1546","2011-06-08 12:01:00-03","MO","MOBOT","334779","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 9996","1978","3","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Huánuco","Leoncio Prado","Distrito José Crispo y Castillo; quebrada de Sangapilla, cerca a Aucayacu.",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","8"
"1547","2011-06-08 12:01:00-03","MO","MOBOT","334795","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 10251","1978","6","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo; Bambamarca.","-76.5","-8.18333","500.00000000","520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","5"
"1548","2011-06-08 12:01:00-03","MO","MOBOT","334979","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 10694","1979","1",NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","San Martín","Mariscal Cáceres","Dtto. Tocache Nuevo; Quebrada de Ishichimi, cerca al Fundo del Sr. Ludiña.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","5"
"1549","2011-06-08 12:01:00-03","MO","MOBOT","334987","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 10025","1978","3","15","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"San Martín","Mariscal Cáceres","Distrito Tocache Nueovo; quebrada de Ishichini, cerca a Tocache.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","5"
"1550","2011-06-08 12:01:00-03","MO","MOBOT","334995","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 10208","1978","6","9","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Huánuco","Leoncio Prado","Dtto. Rupa Rupa; al este de Tingo Maria, cerca al Cerro Quemado.","-75.98333","-9.3","700.00000000","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","8"
"1551","2011-06-09 18:02:00-03","MO","MOBOT","335413","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Edgar Gudiño","Gudiño Jara 105","1989","11","3","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Napo",NA,"Cantón Orellana. Sector Huashito, 20 km al norte de Coca. Propiedad de PALMORIENTE. Bosque húmedo Tropical. Bosque primario, terreno plano; suelo negro, fértil, Hydrandept.","-77.08333","-0.33333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-5","4"
"1552","2008-05-27 22:02:00-03","MO","MOBOT","335489","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Gordon McPherson","McPherson 13309","1988","11","30","South America","Colombia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Antioquia","San Carlos","Along creeks leading into ISA hydro- electric dam reservoir; collected with P. Velásques, A. V. Ayala, and J. Restrepo.","-75","6","775.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-114","4"
"1553","2018-09-26 10:38:00-03","MO","MOBOT","335493","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Edgar Gudiño|Carlos Quelal|Ñama Caiga","Gudiño Jara 896","1990","10","4","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack (US)","Pastaza","Pastaza","Pozo petrolero Moretecocha de ARCO. 75 km al este de Puyo.","-77.4166667","-1.5666667","580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90-18","10"
"1554","2014-06-11 14:47:00-03","MO","MOBOT","335534","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Jorge Zaruma","Zaruma 659","1986","9","13","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. J. Wurdack, 1987 (US)","Napo",NA,"Vía Payamino-Loreto. 4-6 Km. del río Areas de potreros y bosques secundarios.","-77.0333333","-0.4333333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-7","7"
"1555","2008-05-27 22:02:00-03","MO","MOBOT","335590","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Jorge Zaruma","Zaruma 542","1986","8","7","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack, 1991 (US)","Napo",NA,"Vía de los Zorros. 11 Km. al W de Coca Margen derecha del Río Napo. Bosque Húmedo Tropical. Suelos oxisoles. Inventario Forestal con JICA","-77.05","-0.58333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-3","3"
"1556","2008-05-27 22:02:00-03","MO","MOBOT","335614","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Jorge Zaruma","Zaruma 401","1985","12","10","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. J. Wurdack, 1987 (US)","Napo",NA,"8 km rí0 abajo de Puerto Misahuallí, terraza del río Napo. Bosque Muy Húmedo Tropical. Reserva Biológica Jatun Sacha. Bosque secun- dario, suelo arenoso, aluvial.","-77.61666","-1.06666","450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-20","9"
"1557","2008-11-20 03:32:00-02","MO","MOBOT","335992","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Thomas B. Croat","Croat 17637","1972","7","4","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto",NA,"Quebrada Nawampa, near mouth of Río Tigre; edge of forest or in forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","1"
"1558","2013-08-18 09:24:00-03","MO","MOBOT","336010","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Carlos E. Cerón|Nelson Gallo","Cerón Martínez 4963","1988","9","22","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack (US)","Napo",NA,"Cantón Aguarico. Parque Nacional Yasuní. Lagunas de Garza Cocha. Bosque húmedo Tropical. Bosque primario cerca a borde del río Garza. Suelo parcialmente inundado.","-75.7833333","-1.0166667","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-21","4"
"1559","2011-02-23 13:34:00-03","MO","MOBOT","3392223","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas","Cid Ferreira 2509","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Pará",NA,"Municipio de Oroximina, estrada do BEC km 70 proximo ao rio Cumina-Mirim. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","2008-05-27 22:02:00-03","MO","MOBOT","3394467","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","D. Frame","Frame 185","1984","5","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Rondônia",NA,"Strip of forest between two fields; wet with considerable underbrush; ca. 17 km SW of Ariquemes along road to Santa Cruz (BR-421).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","2011-02-23 13:34:00-03","MO","MOBOT","3394501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas","Cid Ferreira 2130","1980",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Pará",NA,"Municipio de Oriximina, rio Paru do Oeste, cachoeira Pancada. Mata de beira de rio, solo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","2014-02-09 14:26:00-02","MO","MOBOT","3395682","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","L.O. Adão Teixeira|Allan J. Fife|Kenneth D. McFarland|C.D.A. da Mota|J.L. dos Santos|S.P. Gomes|Bruce W. Nelson","Teixeira 1080","1982",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. Wurdack","Amazonas",NA,"Municipio de Humaita, estrada Humaita-Labrea, km 77. Capoera na beira da estrada latososolo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","2012-04-17 17:32:00-03","MO","MOBOT","3396786","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Dominique Irvine","Irvine 158","1982","10","5","South America","Ecuador",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Napo",NA,"San José de Payamino (0 deg. 30'S, 77 deg. 20'W) 40 km W of Coca, alt. 300-600m, tropical rainforest. Small tree growing near central plaza in forest fallow on EJ's house lot.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564","2011-06-08 12:20:00-03","MO","MOBOT","3402113","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Manuel Rimachi Y.","Rimachi Y. 12115","1997","10","27","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Maynas","Dtto. Iquitos. Carretera Iquitos-Nauta km 28, trocha del fundo Pichiri, en terreno alto y arcillosos, monte abierto purma.","-73.41666","-3.98333","140.00000000","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565","2011-06-08 12:20:00-03","MO","MOBOT","3402546","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Manuel Rimachi Y.","Rimachi Y. 11332","1995","10","16","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Loreto","Maynas","Dtto. Iquitos. Carretera Iquitos-Nauta, km 21, trocha de penetracion al caserio de Yarina, Rio Nanay, en monte abierto.",NA,NA,"120.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1566","2016-03-25 06:58:00-03","MO","MOBOT","3403803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Christopher Davidson|Gustavo Martinelli","Davidson 10013","1980","5","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Amazonas",NA,"Reserva Florestal Ducke, km 26, Manaus-Itacoatiara highway, State of Amazonas. Mata alta, terra firme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","2014-03-29 16:26:00-03","MO","MOBOT","3403874","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","M.N. Silva","Silva 338","1983",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. J. Wurdack","Pará",NA,"Municipio de Itaituba, estrada Santarem-Cuiaba, BR 163,km 1007 a 1012. Capoeira de beira de estrada, solo argilo-pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568","2010-02-07 11:32:00-02","MO","MOBOT","3411626","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Saúl Altamirano|Mariana Alem|Eneida Zurita|Carolina Orosco","Altamirano Azurduy 1585","2003","9","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","R. Vasquez & R. Rojas, 12/","Cochabamba","Carrasco","Guacharos. Ladera de exposicion nor-oeste con pendiente entre 11-19 % de inclinacion. Bosque amazonico de pie de monte carcaterizado por Eschweilera coriaceae, Talauma boliviana, Dypteryx sp., Pseudolmedia laevis, y Ormosia nobilis.","-65.4633333","-17.0791667","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1569","2008-05-27 22:02:00-03","MO","MOBOT","3452448","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Manuel Rimachi Y.","Rimachi Y. 5883","1982","3","25","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","Loreto","Maynas","Dtto. Iquitos. Carretera de Zungaro Cocha, trocha del fundo Villa Angel, en clay soil.",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570","2011-06-08 11:54:00-03","MO","MOBOT","3452555","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","José Schunke V.","Schunke Vigo 11604","1980","5","8","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J.J. Wurdack","San Martín","Mariscal Cáceres","Dtto. Tocacho Nuevo. Camino antiguo a Limón, en bosque secundario.",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1571","2013-01-15 14:21:00-02","MO","MOBOT","382600","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Camilo Díaz S.|Nestor Jaramillo","Díaz Santibáñez 1406","1979","9","15","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F.Almeda (CAS)","Loreto",NA,"Carretera Oleoducti Secundario entre los Campamentos Bartra 1 y Bartra 4.","-75.75","-2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"141","1"
"1572","2013-01-15 14:00:00-02","MO","MOBOT","43251","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Percy Núñez V.","Núñez Vargas 11930","1990","3","20","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F.Almeda & F.Michelangeli (CAS)","Cusco","Paucartambo","Kosñipata Valley, Km 150, San Pedro, Río Unión and Río Kosñipata juction. Forest composition: Hedyosmum Cecropia, Iriartea, Cinchona, Tabebuia, Inga, Clusia, Urera, Visma, Ficus, Piper, Schefflera, Cyathea, etc.","-71.33333","-14.18333","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","3"
"1573","2009-12-18 16:03:00-02","MO","MOBOT","780391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Felix Woytkowski","Woytkowski 7542","1962","10","5","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Ucayali","Coronel Portillo","Previsto, confluence of the Rio Previsto and the Rio Yurac, very moist and foggy climate (rainfall 4.950 mm). On the way from Tingo Maria to Pucallpa.","-75.5666667","-9.0833333","420.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","3"
"1574","2011-08-12 11:45:00-03","MO","MOBOT","3400049","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","C.A. Cid Ferreira|J. Lima|José Guedes|José Henrique Rocha Coelho","Cid Ferreira 5026","1984",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","J. J. Wurdack","Rondônia",NA,"Municipio de Ariquemes, BR 64, estrada Cuiaba-Porto Velho, km 470, ao longo da rodovia. Capoeira de terra firme, solo argiloso. 63' W.","-62","-10.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","2008-11-20 03:32:00-02","MO","MOBOT","781144","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Felix Woytkowski","Woytkowski 7661","1962","10","24","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Huánuco","Leoncio Prado","Palo de Acero, region of the Rio Monzón, forests. Northwest of Tingo Maria.",NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","3"
"1576","2013-03-19 12:24:00-03","MO","MOBOT","781777","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Juan Revilla","Revilla Cardenas 3004","1977",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda & F. Michelangeli (CAS)","Loreto","Maynas","Vicinity of Iquitos.","-73.24722","-3.74805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","7"
"1577","2008-11-20 03:32:00-02","MO","MOBOT","807727","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Camilo Díaz S.|Nestor Jaramillo","Díaz Santibáñez 92","1978","3","7","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","A. Gentry","Loreto","Maynas","Río Momón hacia arriba, caserios de San Francisco, Despedida.","-73.2655556","-3.6905555","130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","3"
"1578","2008-05-27 22:02:00-03","MO","MOBOT","884042","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","A. Kujikat","Kujikat 222","1978",NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Amazonas","Condorcanqui","Río Cenepa, vicinity of Huampami. ca. 5 km east of Chávez Valdivia. En bosque primero.","-78.5","-4.5","200.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"1579","2008-05-27 22:02:00-03","MO","MOBOT","910219","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Ernesto Ancuash Atsut","Ancuash Atsut 1391","1978","8","11","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana",NA,"Amazonas","Condorcanqui","Río Cenepa. Vicinity of Huampami, ca. 5 km. east of Chávez Valdívia. Quebrada Chigki Shinuk. En bosque primario.","-78.63333","-4.5","200.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46",NA
"1580","2014-04-04 05:48:00-03","MO","MOBOT","915550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|et al.","Vásquez Martínez 18862","1994","8","17","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda (CAS)","Amazonas","Condorcanqui","Distrito El Cenepa: Región Nororiental del Marañon. Comunidad de Kusu-kubaim, Río Comaina. Bosque primario.","-78.26666","-4.41666","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"525","8"
"1581","2017-10-08 05:23:00-03","MO","MOBOT","915929","PreservedSpecimen","Plantae","Melastomataceae","Miconia","nervosa","Miconia nervosa","Rodolfo Vásquez|Ricardo Apanú","Vásquez Martínez 19105","1994","9","8","South America","Peru",NA,NA,NA,NA,NA,NA,"(Sm.) Triana","F. Almeda (CAS)","Amazonas","Condorcanqui","Distrito El Cenepa: Región Nororiental del Marañon. Comunidad Yamayakat. Trocha hacia Putuim. Bosque transicional.","-78.3","-4.85","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"530","8"
