"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"112","2019-01-25 15:42:20-02","IAC","IAC","8198","S","Plantae",NA,NA,"Malvaceae-8.Malvoideae","Gaya","pilosa","Gaya pilosa","K.Schum.","T.H. Kearney","A.P. Viégas et al.","s/nº","1947","05","02",NA,"Brasil","São Paulo","Ipanema, Alto da Araçaiaba",NA,NA,NA,NA,NA,"Iperó","-47.6886","-23.3503","-47.6886","-23.3503","1954","01","13",NA,NA,NA,NA,NA,NA,NA
"113","2020-11-19 14:06:21-03","Unimontes","MCMG","2314","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Santos, R.M.","Braga, L.L | Coutinho, C.A. | Fonseca, J.M.L. | Lima, L.P.D. | Mota, G.S. | Oliveira, M.H. | Santos, C.S. | Silva, W.A.",NA,"2010","03","21",NA,"Brasil","Minas Gerais","APA do Rio Pandeiros Refugio de vida silvestreagropop",NA,NA,NA,NA,NA,"Janúaria","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"114","2021-04-08 17:12:56-03","UESB","HUESB","12350","S","Plantae","Dicotyledoneae",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.",NA,"Morato, K.V.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.","324","2016","08","27",NA,"Brasil","Bahia","Fazenda Novo Horizonte",NA,"Arbusto, ca. 2,0 m alt. Folha verde, membranácea. Flor branca. Fruto verde.; Mata de cipó","HUESB000012350",NA,NA,"Lafaiete Coutinho","-40.071278","-13.873","-40.071278","-13.873",NA,NA,NA,NA,NA,NA,"410","410",NA,NA
"115","2021-04-08 17:12:56-03","UESB","HUESB","12339","S","Plantae","Dicotyledoneae",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.",NA,"Morato, K.V.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.; Macedo, G.E.L.; Silva, G.S.; Souza, R.S.","313","2016","08","27",NA,"Brasil","Bahia","Fazenda Novo Horizonte",NA,"Arbusto, ca. 1,1 m alt. Folha verde, membranácea. Flor branca, Fruto verde.; Mata de cipó","HUESB000012339",NA,NA,"Lafaiete Coutinho","-40.071278","-13.873","-40.071278","-13.873",NA,NA,NA,NA,NA,NA,"410","410",NA,NA
"116","2021-04-08 17:12:56-03","UESB","HUESB","10862","S","Plantae","Dicotyledoneae",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Macedo, G.E.L.","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2352","2014","12","26",NA,"Brasil","Bahia","Lapinha",NA,"Sub - arbusto, Ca 25 cm de alt. Caule sub - lenhoso. Folha simples, membranacea, cordiforme. Flor axilar, heteroclamidia corola amarela, cálice verde.; Caatinga.","HUESB000010862",NA,NA,"Lajedinho","-41.01225","-12.463417","-41.01225","-12.463417","2015","04",NA,NA,NA,NA,"616","616",NA,NA
"117","2021-04-08 17:12:56-03","UESB","HUESB","10945","S","Plantae","Dicotyledoneae",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Macedo, G.E.L.","Macedo, G.E.L.; Silva, G.S.; Silva, G.S.","2435","2014","12","26",NA,"Brasil","Bahia","Lapinha, Gruta.",NA,"Arbusto Ca de 1 metro de alt. Folha simples, cordiforme, discolor, membranacea, pilosa. Flor amarela, botões verdes, heteroclamidea, cálice verde. Fruto imaturo verde, capsula com cálice permanente.; Caatinga.","HUESB000010945",NA,NA,"Lajedinho","-40.981417","-12.464167","-40.981417","-12.464167","2015","04",NA,NA,NA,NA,"623","623",NA,NA
"118","2020-11-12 17:01:26-03","UEL","FUEL","34593","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","K.L.V.R. de Sá","K.L.V.R. de Sá; et al.","364","2002","10","15",NA,"Brasil","Paraná","Reserva Indígena São Jerônimo",NA,NA,NA,NA,NA,"São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,"2003",NA,NA,NA,"30511","auto",NA,NA,NA,NA
"119","2019-10-03 10:03:52-03","UFSCar","SORO","1893","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.",NA,"Scudeler, A.L.; Cabral, L.M.","96","2014","02","11",NA,"Brasil","São Paulo","UFSCar - Sorocaba, fragmento 2",NA,NA,NA,NA,NA,"Sorocaba","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA
"120","2018-07-20 21:34:46-03","UFMT","UFMT","43148","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Barboza, E.","Caxambu, M.G.","6123","2015","04","24",NA,"Brasil","Minas Gerais","Estância Jo, próxima à Serra da Canastra.",NA,"Arbusto ca.0,60 m , heliófita, flores alaranjadas com filetes alaranjados.&nf;; relevo ondulado - vegetação savana (campo sujo).",NA,NA,NA,"Delfinópolis","-46.902194","-20.297944","-46.902194","-20.297944","2016",NA,NA,NA,NA,NA,"672","672",NA,NA
"121","2018-07-27 21:53:00-03","UFMT","UFMT","43225","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Barboza, E.","Caxambu, M.G.","6112","2015","04","24",NA,"Brasil","Minas Gerais","Estância Jo, próxima à Serra da Canastra.",NA,"Subarbusto heliófito, ereta, ca. 0,50 m. Flores amarelas.; Relevo ondulado. Vegetação: Savana (campo sujo).",NA,NA,NA,"Delfinópolis","-46.902028","-20.298306","-46.902028","-20.298306","2016",NA,NA,NA,NA,NA,"666","666",NA,NA
"122","2017-09-11 17:10:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Regnell, AF","III164",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in provincia Minas Geraes prope Caldas",NA,NA,NA,"P12P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:10:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Regnell, AF","III164b",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in provincia Minas Geraes prope Caldas",NA,"Floret Martio et Novembri",NA,"P12P3N0064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-02-08 12:43:18-03","UFRGS","ICN","156652","S","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Grings, M","Hagelund, K","s.n.","1983","10","29","América do Sul","Brasil","RS",NA,NA,"Doação de Karner Hagelund.",NA,NA,NA,"Morro Sapucaia",NA,NA,NA,NA,"2012","06","06",NA,NA,NA,NA,NA,NA,NA
"125","2021-02-08 12:43:18-03","UFRGS","ICN","025712","S","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.",NA,"Rambo, B","44274","1949","02","05","América do Sul","Brasil","RS","Vila Diehl",NA,NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA
"126","2021-02-08 12:43:18-03","UFRGS","ICN","016330","S","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Emerich, B Rambo","Rambo, B","202","1935","10","26","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA
"127","2021-02-08 12:43:18-03","UFRGS","ICN","025731","S","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Rambo, B","Rambo, B","40781","1949","04","01","América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,"Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,NA,NA,"7291","auto",NA,NA,NA,NA
"128","2021-02-08 12:43:18-03","UFRGS","ICN","016329","S","Plantae","Dicotyledon",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Rambo, B","Rambo, B","48703","1950","09","07","América do Sul","Brasil","RS","Morro Sapucaia",NA,NA,NA,NA,NA,"Sapucaia do Sul","-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,NA,NA,"7291","auto",NA,NA,NA,NA
"129","2020-03-04 16:04:59-03","UNESP-IS","HISA","7907","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Trava,V.J","Trava,V.J","19","1985","04","28",NA,"Brasil","São Paulo","Ruderal",NA,"Cultura de mamoeiro.Subarbustiva, ereta, 40 a 50cm de altura, flores amarelas, reprodução por semente.",NA,NA,NA,"Ilha Solteira","-51.340278","-20.430556","51W20'25","20S25'50","1985","06","16","Magnoliopsida",NA,NA,NA,NA,NA,NA
"130","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","8442","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Aguiar, L.","s.n.","1978","07",NA,NA,"Brasil","Rio Grande do Sul","Morro de Paula",NA,"subarbusto; flores amarelas forte","HAS0008442",NA,NA,"Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA
"131","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","8441","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.","Krapovickas, A.","Aguiar, L.","s.n.","1978","07",NA,NA,"Brasil","Rio Grande do Sul","Morro de Paula",NA,"subarbusto; flores amarelas","HAS0008441",NA,NA,"Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,NA,NA,"25424","auto",NA,NA,NA,NA
"132","2020-08-26 10:49:35-03","MCN-FZBRS","HAS","10518","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K. Schum.",NA,"Bueno, O.","1893","1979","11",NA,NA,"Brasil","Rio Grande do Sul","Morro do Araçá",NA,"frutos verdes e maduros; flor amarela; pouco numerosa; dispersa; beira de mato; encosta; solo granito","HAS0010518",NA,NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA
"133","2020-11-12 15:23:32-03","IBt","SP","444472","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Takeuchi, C","Takeuchi, C; et al.","108","2012","03","29",NA,"Brasil","Distrito Federal","Planaltina. Núcleo Rural Taquara",NA,NA,NA,NA,NA,"Brasília","-47.368333","-15.67","-47.368333","-15.67",NA,NA,NA,NA,NA,NA,"1164","1164",NA,NA
"134","2020-07-23 10:21:37-03","IBt","SP","473898","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Takeuchi, C","Gavilanes, ML; Ferreira, MBF","401","1978","10","06",NA,"Brasil","Minas Gerais","Km 288 da Rodovia Fernão Dias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","02","07",NA,NA,NA,NA,NA,NA,NA
"135","2020-07-23 10:21:37-03","IBt","SP","85995","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Meyer, T","Woolston, AL","1115","1959","09","06",NA,"Paraguai","Alto Paraguay","San Pedro",NA,NA,NA,NA,NA,"Primavera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-07-23 10:21:37-03","IBt","SP","46539","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Esteves, GL","Eugenio Leite, J","224","1942","12",NA,NA,"Brasil","Rio Grande do Sul","Sopé do Morro de Sapucaia",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"1996","10",NA,NA,"29946","auto",NA,NA,NA,NA
"137","2020-07-23 10:21:37-03","IBt","SP","49747","S","Plantae",NA,NA,"Malvaceae","Gaya","pilosa","Gaya pilosa","K.Schum.","Esteves, GL","Kuhlmann, M","491","1943","04","04",NA,"Brasil","São Paulo","Fazenda Santa Izabel, Monte Alegre",NA,NA,NA,NA,NA,"Amparo","-46.7599983215332","-22.7000007629395",NA,NA,"1996","10",NA,NA,"18036","auto",NA,NA,NA,NA
