"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","stateProvince","locality","occurrenceRemarks","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","relatedCatalogItem"
"252","2021-02-08 12:41:59-03","UFRGS","ICN","197544","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","Coelho, GP","Coelho, GP; Gonzatti, F; Silva, LN","2017","11","18","Brasil","Resende","-44.676944","-22.386667","-44.676944","-22.386667",NA,NA,"ICN00032648",NA,"GPC212","RJ","Parque Nacional do Itatiaia, trilha para as Prateleiras","Subarbusto ca. 70 cm alt.; flores azuladas/róseas; Campo rochoso",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-02-08 12:41:59-03","UFRGS","ICN","165064","S","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.","Schinini, A","Arbo, MM; et al.","2006","10","17","Argentina",NA,"-58.066667","-28.016667","-58.066667","-28.016667",NA,NA,"ICN00023765","ICN00023765 ICN00023765_1","9277","Corrientes","Mburucuyá Parque Nacional Mburucuyá. Potrero Maizal 28°01'''S 58°04'''W","Doação do Hebario del Instituto de Botanica del Nordeste(CTES); erguida, flores azul violaceo; Palmar",NA,"América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-22 16:23:10-03","FEPAGRO","BLA","14367","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.",NA,"N. S. Troncoso et alii","1978","09","22","Argentina","Concordia",NA,NA,NA,NA,NA,NA,"BLA014367",NA,"2318","Entre Rios",NA,"Ex Instituto de Botânica Darwinion.",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"2000",NA,"06","15",NA,NA,NA,NA,NA,NA
"255","2021-03-22 16:23:10-03","FEPAGRO","BLA","14384","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","E. A. Ulibarri","N. S. Troncoso et alii","1977","09","24","Argentina","Colón",NA,NA,NA,NA,NA,NA,"BLA014384",NA,"2143","Entre Rios","El Palmar","Ex Instituto de Botânica Darwinion. Sin.: Lupinus heptaphyllus.Habitat: CiostivaEntre",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"1977",NA,"01","01",NA,NA,NA,NA,NA,NA
"256","2021-03-22 16:23:10-03","FEPAGRO","BLA","4520","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","M. Pinheiro","Collares",NA,NA,NA,"Brasil","Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,"BLA004520",NA,NA,"Rio Grande do Sul",NA,"Data de Coleta: 1964. Sin.: Lupinus hilarianus Benth.",NA,NA,NA,NA,"Spermatophyta",NA,"89305","auto","2000",NA,"06","15",NA,NA,NA,NA,NA,NA
"257","2021-03-22 16:23:10-03","FEPAGRO","BLA","10830","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","M. Pinheiro","V. Simas","1965","11","04","Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"BLA010830",NA,"190","Rio Grande do Sul",NA,"Habitat: Solo fértil, aluvional, profundo e umido",NA,NA,NA,NA,"Spermatophyta",NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-22 16:23:10-03","FEPAGRO","BLA","12940","PreservedSpecimen","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C.P.Sm.","M. Pinheiro","A. Pott","1969","11","01","Brasil","Vacaria","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"BLA012940",NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"63451","auto","2000",NA,"06","15",NA,NA,NA,NA,NA,NA
"259","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83965","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Camargo, O.R.","1977","12",NA,"Brasil","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"HAS0083965",NA,"s.n.","Rio Grande do Sul","A 2 km da encruzilhada para Caçapava do Sul , Na rodovia para P. Alegre.","Frutos imaturos.",NA,NA,NA,NA,"Magnoliophyta",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83968","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Mattos, J.","1977","11",NA,"Brasil","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"HAS0083968",NA,"17798","Rio Grande do Sul","A 2 km da encruzilhada para Caçapava do Sul , Na rodovia para P. Alegre.","Flores vermelhas.",NA,NA,NA,NA,"Magnoliophyta",NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83967","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Camargo, O.R.","1977","10",NA,"Brasil","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"HAS0083967",NA,"s.n.","Rio Grande do Sul","no Passo D'Areia (Estância Recosta)","Flores azul - violáceo.",NA,NA,NA,NA,"Magnoliophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83966","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Lindeman, J.C.","1971","10",NA,"Brasil","Uruguaiana","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"HAS0083966",NA,"s.n.","Rio Grande do Sul","A 6 Km de Uruguaiana, em frente a Faculdade Zootécnica","Pétalas roxas.",NA,NA,NA,NA,"Magnoliophyta",NA,"93142","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83969","PreservedSpecimen","Plantae","Fabaceae","Lupinus","hilarianus","Lupinus hilarianus","Benth.",NA,"Mattos, J.","1957","10",NA,"Brasil","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"HAS0083969",NA,"s.n.","Santa Catarina","Prisco,",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2019-11-21 10:05:56-03","IBt","SP","107958","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus gibertianus","C.P.Sm.","Planchuelo, AM","Montes, JE","1955","10","06","Argentina","Candelaria",NA,NA,NA,NA,"220","220","SP027358","SP027358","14710","Misiones","Loreto. Habitat abra campestre, lugar alto, algo pedregoso, algo humedo",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,"2004",NA,"09","14",NA,NA,NA,NA,"gibertianus",NA
"265","2021-03-03 13:40:38-03","IBt","SP","140115","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus gibertianus","C.P.Sm.",NA,"Eiten, G","1965","11","05","Brasil","Resende","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,NA,"6614","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,"gibertianus",NA
"266","2019-11-21 10:05:56-03","IBt","SP","51062","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P.Sm.) Planchuelo & E.Fuentes","Planchuelo, AM","Rambo, B","1931","10","04","Brasil","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SP027359","SP027359","174","Rio Grande do Sul","Morro da Gloria. Campo",NA,NA,NA,NA,NA,NA,NA,"29946","auto","2004",NA,"09","14",NA,NA,NA,NA,"reineckianus",NA
"267","2019-11-21 10:05:56-03","IBt","SP","51062","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus reineckianus","(C.P.Sm.) Planchuelo & E.Fuentes","Planchuelo, AM","Rambo, B","1931","10","04","Brasil","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SP027359","SP027359","174","Rio Grande do Sul","Morro da Gloria. Campo",NA,NA,NA,NA,NA,NA,NA,"29946","auto","2004",NA,"09","14",NA,NA,NA,NA,"reineckianus",NA
"268","2014-09-23 10:57:48-03","G","G","G00371169","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Planchuelo, A. M.","Gardner, G.","1842",NA,"00","Brazil",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,"G00371169",NA,"4502","Minas Gerais",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","ISOTYPUS of Lupinus parvifolius Gardner","AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,"1999",NA,"01","01",NA,NA,NA,NA,NA,NA
"269","2014-09-23 10:57:48-03","G","G","G00371170","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","Planchuelo, A. M.","Gardner, G.","1842",NA,"00","Brazil",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,"G00371170",NA,"4502","Minas Gerais",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","ISOTYPUS of Lupinus parvifolius Gardner","AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,"1999",NA,"01","01",NA,NA,NA,NA,NA,NA
"270","2014-09-23 10:57:48-03","G","G","G00371255","S","Plantae","Fabaceae","Lupinus","gibertianus","Lupinus gibertianus","C. P. Sm.","?","Gardner, G.","1842",NA,"00","Brazil",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,"G00371255",NA,"4502","Minas Gerais",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","TYPUS of Lupinus parvifolius Gardner","AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
