"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","typeStatus"
"152","2021-02-11 17:19:40-03","UFPR","UPCB","30278","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Cervi, A.C.","3101","1990","05","22",NA,"Brasil",NA,NA,"Erva ereta, pétalas roxas, estames amarelos..","UPCB0012722",NA,NA,"Cham.","Paraná","Parque Estadual de Vila Velha, Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,"Guimarães, O.A.","Ponta Grossa","UPCB0012722","46557","auto","1997","04",NA,NA,NA,NA,NA,NA
"153","2021-02-11 17:19:40-03","UFPR","UPCB","27506","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Almeida, L.K.M.de",NA,"1994","04","16",NA,"Brasil",NA,NA,"Herbácea, flor lilás. Campo..","UPCB0012723",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Silva, S.M.","Jaguariaíva",NA,"44368","auto","1996","07",NA,NA,NA,NA,NA,NA
"154","2021-02-11 17:19:40-03","UFPR","UPCB","24530","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, S.M.",NA,"1994","11","05",NA,"Brasil",NA,NA,"Subarbusto, flor roxa. Campo limpo úmido próximo de lajeado..","UPCB0012724",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Silva, S.M.","Jaguariaíva","UPCB0012724","44368","auto","1995","06","02",NA,NA,NA,NA,NA
"155","2021-02-11 17:19:40-03","UFPR","UPCB","22984","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, S.M.",NA,"1992","07","22",NA,"Brasil",NA,NA,"Erva, flor rósea. Campo sujo..","UPCB0012725",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"Silva, S.M.","Jaguariaíva","UPCB0012725","44368","auto","1992","07",NA,NA,NA,NA,NA,NA
"156","2021-02-11 17:19:40-03","UFPR","UPCB","48916","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vieira, M.E.M.","19","2003","11","29",NA,"Brasil",NA,NA,"Flores com pétalas magenta, estames amarelos. Alt.: 1200m s.n.m..","UPCB0012715",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Oliveira, F.C. de","Tibagi","UPCB0012715","56988","auto","2003","01","01",NA,NA,NA,NA,NA
"157","2021-02-11 17:19:40-03","UFPR","UPCB","52374","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Carmo, M.R.B.do","83","2003","01","11",NA,"Brasil",NA,NA,"Erva 25cm, botões florais e flores rosa, coletada no campo..","UPCB0012716",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Goldenberg, R.","Tibagi","UPCB0012716","56988","auto","2005","01","01",NA,NA,NA,NA,NA
"158","2021-02-11 17:19:40-03","UFPR","UPCB","52396","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Carmo, M.R.B.do","567","2003","12","12",NA,"Brasil",NA,NA,"Erva 40cm, botões florais e flores rosa. Coletada em campo brejoso..","UPCB0012741",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Goldenberg, R.","Tibagi","UPCB0012741","56988","auto","2005","01","01",NA,NA,NA,NA,NA
"159","2021-02-11 17:19:40-03","UFPR","UPCB","75199","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Maia, F.R.","79","2011","03","30",NA,"Brasil",NA,NA,"Arvoreta,flores rosas, folhas maiores e menos imbricata em relação as folhas de L. imbricata. Afloramento rochoso, em área de campo úmido próximo ao inicio da trilha básica para a chacara..","UPCB0012738",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Maia, F.R.","Tibagi","UPCB0012738","56988","auto","2011","03","30",NA,NA,NA,NA,NA
"160","2021-02-11 17:19:40-03","UFPR","UPCB","76894","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Goldenberg, R.","1665","2011","11","13",NA,"Brasil",NA,NA,"Arbusto 40cm; flores com pétalas lilases. Campo úmido..","UPCB0012734",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Goldenberg, R.","Tibagi","UPCB0012734","56988","auto","2012",NA,NA,NA,NA,NA,NA,NA
"161","2021-02-11 17:19:40-03","UFPR","UPCB","81718","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Buturi, C.V.","57","2013","10","25",NA,"Brasil",NA,NA,"Arbusto ca de 1m. Corola róseo alvacenta, anteras amarelas.","UPCB0029618",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Buturi, C. V.","Tibagi","UPCB0029618","56988","auto","2013","11","11",NA,NA,NA,NA,NA
"162","2021-02-11 17:19:40-03","UFPR","UPCB","52105","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Goldenberg, R.","814","2005","10","27",NA,"Brasil",NA,NA,"Arbusto 70cm, pétalas magenta e anteras amarelas. Campo..","UPCB0012718",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Goldenberg, R.","Tibagi","UPCB0012718","56988","auto","2005","01","01",NA,NA,NA,NA,NA
"163","2021-02-11 17:19:40-03","UFPR","UPCB","75200","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Maia, F.R.","80","2012","04","04",NA,"Brasil",NA,NA,"Arvoreta,flores rosas, folhas maiores e menos imbricata em relação as folhas de L. imbricata. Afloramento rochoso, em área de campo úmido próximo ao inicio da trilha básica para a chacara..","UPCB0012739",NA,NA,"Cham.","Paraná","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,"Maia, F.R.","Tibagi","UPCB0012739","56988","auto","2012","04","04",NA,NA,NA,NA,NA
"164","2021-02-11 17:19:40-03","UFPR","UPCB","61765","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kozera, C.","2689","2005","12","07",NA,"Brasil",NA,NA,"Herbácea, flores rosa forte, campo seco..","UPCB0012742",NA,NA,"Cham.","Paraná","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,"Goldenberg, R.","Balsa Nova","UPCB0012742","27346","auto","2006","01","01",NA,NA,NA,NA,NA
"165","2021-02-11 17:19:40-03","UFPR","UPCB","50145","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Caxambú, M.G.","605","2004","11","07",NA,"Brasil",NA,NA,"Arbusto ramificado, lenhoso, flores rosa no ápice dos ramos..","UPCB0012717",NA,NA,"Cham.","Paraná","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"Goldenberg, R.","Palmeira","UPCB0012717","35166","auto","2005","01","01",NA,NA,NA,NA,NA
"166","2021-02-11 17:19:40-03","UFPR","UPCB","4697","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G.","11263","1964","05","10",NA,"Brasil",NA,NA,"Sub-arbusto, flor rósea. Campo, local úmido..","UPCB0012728",NA,NA,"Cham.","Paraná","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira","UPCB0012728","35166","auto","1964","07",NA,NA,NA,NA,NA,NA
"167","2021-02-11 17:19:40-03","UFPR","UPCB","5474","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G.","13493","1966","01","12",NA,"Brasil",NA,NA,"Flor rosada. Brejo..","UPCB0012727",NA,NA,"Cham.","Paraná","Serra das Almas","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira","UPCB0012727","35166","auto","1996","10",NA,NA,NA,NA,NA,NA
"168","2021-02-11 17:19:40-03","UFPR","UPCB","48058","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Goldenberg, R.","534","2001","11","06",NA,"Brasil",NA,NA,"Subarbusto, 40cm, corola púrpura, estames com conectivo amarelo e anteras avermelhadas. Campo..","UPCB0015780",NA,NA,"Cham.","Paraná","Serra de São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"Goldenberg, R.","Campo Largo","UPCB0015780","53742","auto","2001","01","01",NA,NA,NA,NA,NA
"169","2021-02-11 17:19:40-03","UFPR","UPCB","37695","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Goldenberg, R.","493","1999","03","12",NA,"Brasil",NA,NA,"Herbácea 15cm, flores com pétalas magenta, estames amarelos. Vegetação sobre afloramento rochoso..","UPCB0012720",NA,NA,"Cham.","Paraná","Serra de São Luiz do Purunã, próximo ao Cristo Redentor","-49.5283012390137","-25.4585990905762",NA,NA,"Goldenberg, R.","Campo Largo","UPCB0012720","53742","auto","1999","04",NA,NA,NA,NA,NA,NA
"170","2021-02-11 17:19:40-03","UFPR","UPCB","37268","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Bassani, G.","2","1999","01","02",NA,"Brasil",NA,NA,"Herbácea, flores púrpuras, anteras falciformes, sem perfume, com tricomas nos botões florais. Beira de rio, local onde o Rio Lajeado deságua no Rio dos Papagaios..","UPCB0012721",NA,NA,"Cham.","Paraná","Serra de São Luiz do Purunã, Rio Lajeado","-50.0064010620117","-25.4293994903564",NA,NA,"Goldenberg, R.","Palmeira","UPCB0012721","35166","auto","1999","01","01",NA,NA,NA,NA,NA
"171","2009-07-09 17:05:00-03","MO","MOBOT","2478763","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gert G. Hatschbach","Hatschbach 205",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Campo Largo. Serra S. Luiz",NA,NA,"1160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2009-12-06 08:16:00-02","MO","MOBOT","3196504","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Gert G. Hatschbach|E.L. Barbosa","Hatschbach 58174","1992","11","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"Cham.","Paraná","Mun. Tibagi, Quartela, Canyon Rio Iapo, zona de campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-08-31 09:06:28-03","INPA","INPA","200857","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ribas, OS","2770","1998","11","02","Southern America","Brasil",NA,NA,NA,"INPA0200857","Dicotyledon Com-Clade","Myrtales","Cham.","Paraná","Parque Estadual do Cerrado.","-49.7057991027832","-24.2511005401611",NA,NA,"Goldenberg, R","Jaguariaíva","INPA0200857 INPA0200857_e","44368","auto","1999",NA,NA,NA,NA,NA,NA,NA
"174","2020-08-31 09:06:28-03","INPA","INPA","88263","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, GG","41937","1979","01","18","Southern America","Brasil",NA,NA,NA,"INPA0088263","Dicotyledon Com-Clade","Myrtales","Cham.","Paraná","Parque do Monge","-49.7158012390137","-25.7696990966797",NA,NA,"Hatschbach, GG","Lapa","INPA0088263 INPA0088263_e","49965","auto","1979",NA,NA,NA,NA,NA,NA,NA
"175","2021-02-04 10:29:16-03","UFRPE","HST","21074","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","V.F.Kinupp; et al.","652","1997","07","26",NA,"Brasil",NA,NA,"Erva ca. 70 cm alt.; frutos avermelhados.","HST021074",NA,NA,"Cham.","Paraná","300 m após Viaduto Joaquim Murtinho; Piraí/Jaguar: Paraí/Jaguariava","-49.948600769043","-24.5261001586914",NA,NA,"L.A.Pacheco","Piraí do Sul",NA,"37171","auto","2014","07","23",NA,NA,NA,NA,NA
"176","2020-09-25 10:38:01-03","UFPE","UFP","01695","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Moreira, EA","s.n.","1963","03","08",NA,"Brasil",NA,NA,"Campo. Terreno arenoso-seco. abundante. I.D.P.N. 7820","UFP001695",NA,NA,"Cham.","Parana",NA,NA,NA,NA,NA,"Hatschbach, G","Vila Velha",NA,NA,NA,"1963","06",NA,NA,NA,NA,NA,NA
"177","2019-12-09 17:30:13-03","UFPR","EFC","10362","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kozera, C.; Kozera, O.P.","3341","2006","11","25",NA,"Brasil",NA,NA,"Arbustiva com cerca de 50cm, flores róseas, campo seco.","EFC010362",NA,NA,"Cham.","Paraná","Ponte dos Arcos","-49.8071","-25.5527","830","830","Goldenberg, R.","Balsa Nova",NA,NA,NA,"2007","01","01","-49.8071","-25.5527",NA,NA,NA
"178","2019-12-09 17:30:13-03","UFPR","EFC","4149","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kuniyoshi, Y.S.; Galvão, F.","5527","1994","06","02",NA,"Brasil",NA,NA,"Arbusto comum em campo cerrado, 900m s.n.m. Flores roxas.","EFC004149",NA,NA,"Cham.","Paraná","P.E. do Cerrado","-49.6599","-24.1714",NA,NA,"Morais, J.W.","Jaguariaíva",NA,NA,NA,"2006","06","20","-49.6599","-24.1714",NA,NA,NA
"179","2019-12-09 17:30:13-03","UFPR","EFC","8878","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ziller, S.R.","1684","1999","01","17",NA,"Brasil",NA,NA,"Sub-arbusto rizomatoso, folhas imbricadas, flores maravilha com anteras amarelas. Campo alterado para plantio de eucaliptos e pastagem.","EFC008878",NA,NA,"Cham.","Paraná","Colônia Wittmarsum","-50.0064010620117","-25.4293994903564",NA,NA,"Goldenberg, R.","Palmeira",NA,"35166","auto","1999","02","01",NA,NA,NA,NA,NA
"180","2019-12-09 17:30:13-03","UFPR","EFC","10368","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kozera, C.; Kersten, R.","2165","2005","05","11",NA,"Brasil",NA,NA,"Herbácea com cerca de 40cm, flores pink, campo.","EFC010368",NA,NA,"Cham.","Paraná","Ponte dos Arcos","-49.8071","-25.5527","830","830","Goldenberg, R.","Balsa Nova",NA,NA,NA,"2006","01","01","-49.8071","-25.5527",NA,NA,NA
"181","2019-12-09 17:30:13-03","UFPR","EFC","11771","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Pacheco, G.; Simão, C.",NA,"2013","07","30",NA,"Brasil",NA,NA,NA,"EFC011771",NA,NA,"Cham.","Paraná","Escarpa Devoniana","-49.6356010437012","-25.5839004516602",NA,NA,"Meyer, F.S.","Balsa Nova",NA,"27346","auto","2013","10","30",NA,NA,NA,NA,NA
"182","2019-12-09 17:30:13-03","UFPR","EFC","2216","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Kuniyoshi, Y.S.; Roderjan, C.V.","5544","1990","05","25",NA,"Brasil",NA,NA,"Subarbusto em campo cerrado, 1100m s.n.m. Vale do rio Iapó.","EFC002216",NA,NA,"Cham.","Paraná","P.E. do Guartelá","-50.2444","-24.5745","1100","1100","Morais, J.W.","Tibagi",NA,NA,NA,"2006","06","20","-50.2444","-24.5745",NA,NA,NA
"183","2019-12-09 17:30:13-03","UFPR","EFC","13538","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vieira, R.S.","663","2014","11","28",NA,"Brasil",NA,NA,"Herbácea em meio ao campo. Com flores roxas.","EFC013538",NA,NA,"Cham.","Paraná","Serrinha de São Luís do Purunã","-49.6461","-25.4685","1150","1150","Vieira, R.S.","Balsa Nova",NA,NA,NA,"2015","02","27","-49.6461","-25.4685",NA,NA,NA
"184","2019-12-09 17:30:13-03","UFPR","EFC","16410","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Völtz, R.R.","1410","2017","05","04",NA,"Brasil",NA,NA,"Subarbusto 0,7 m, flores com pétalas rosadas, estames com anteras amareladas; fisionomia campestre. Estepe Gramíneo-Lenhosa","EFC016410",NA,NA,"Cham.","Paraná","São Luiz do Purunã","-49.6391","-25.4527","1215","1215","Völtz, R.R.","Campo Largo",NA,NA,NA,"2017","05","24","-49.6391","-25.4527",NA,NA,NA
"185","2019-12-09 17:30:13-03","UFPR","EFC","8285","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Roderjan, C.V.; Oliveira, E.A.","1567","1999","02","04",NA,"Brasil",NA,NA,"Herbácea 20cm, eventual próximo a afloramento de rocha sobre campo natural a 950m s.n.m. Flores roxo-rosadas","EFC008285",NA,NA,"Cham.","Paraná","Buraco do Padre","-49.9692","-25.1727","950","950","Goldenberg, R.","Ponta Grossa",NA,NA,NA,"1999","02","01","-49.9692","-25.1727",NA,NA,NA
"186","2019-12-09 17:30:13-03","UFPR","EFC","5497","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Carrião, D.","52","1995","10","21",NA,"Brasil",NA,NA,"Erva de aproximadamente 30 cm de altura; no lajeado da borda do canyon do rio Jaguariaíva a 800m s.n.m..","EFC005497",NA,NA,"Cham.","Paraná","P.E. do Cerrado","-49.6599","-24.1714",NA,NA,"Uhlmann, A.","Jaguariaíva",NA,NA,NA,"1996","03","01","-49.6599","-24.1714",NA,NA,NA
"187","2019-12-09 17:30:13-03","UFPR","EFC","11548","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Camba, A.; et al.",NA,"2006","06","03",NA,"Brasil",NA,NA,"Erva ereta, corola lilás, campo seco. UEPG 13670","EFC011548",NA,NA,"Cham.","Paraná","P.E. Guartelá","-50.2444","-24.5745",NA,NA,NA,"Tibagi",NA,NA,NA,"2013","04","23","-50.2444","-24.5745",NA,NA,NA
"188","2019-12-09 17:30:13-03","UFPR","EFC","15483","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Völtz, R.R.; et al.","1230","2016","05","14",NA,"Brasil",NA,NA,"Subarbusto 0,7 m alt.; flores com pétalas rosadas, estames com anteras amarelas e rosadas; Estepe Gramíneo-Lenhosa","EFC015483",NA,NA,"Cham.","Paraná","RPPN Itaytyba","-50.2417","-24.551","1075","1075","Völtz, R.R.","Tibagi",NA,NA,NA,"2017","04","12","-50.2417","-24.5510",NA,NA,NA
"189","2019-12-09 17:30:13-03","UFPR","EFC","15107","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Vieira, R.S.","965","2016","05","01",NA,"Brasil",NA,NA,"Herbácea de 30 cm, no meio do campo. Flores roxas.","EFC015107",NA,NA,"Cham.","Paraná","Serrinha - próximo ao Cristo","-49.6356010437012","-25.5839004516602","1150","1150","Vieira, R.S.","Balsa Nova",NA,"27346","auto","2016","05","02","=-49.6393","=-25.4737",NA,NA,NA
"190","2019-12-09 17:30:13-03","UFPR","EFC","8767","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G.; Ziller, S.R.","68961","1999","02","04",NA,"Brasil",NA,NA,"Sub-arbusto ereto, flores rosado escuro, anteras amarelas. Campo limpo, orla de brejo.","EFC008767",NA,NA,"Cham.","Paraná","Rodovia BR-277, próximo do Haras Valente","-50.0064010620117","-25.4293994903564",NA,NA,"Hatschbach, G.","Palmeira",NA,"35166","auto","1999","03","01",NA,NA,NA,NA,NA
"191","2019-12-09 17:30:13-03","UFPR","EFC","8879","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ziller, S.R.","1709","1999","01","31",NA,"Brasil",NA,NA,"Sub-arbusto ocasional, flores maravilha com anteras vermelhas (5) e amarelas (5).","EFC008879",NA,NA,"Cham.","Paraná","Cruzamento da BR-376 c/formador do rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"Goldenberg, R.","Ponta Grossa",NA,"46557","auto","1999","02","01",NA,NA,NA,NA,NA
"192","2019-11-13 11:25:17-03","USP","SPF","99673","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Rossi, L","1540","1994","07","16",NA,"Brasil",NA,NA,NA,"SPF00099673",NA,NA,"Naudin","São Paulo","Parque Nacional da Serra da Bocaina","-44.5699996948242","-22.6399993896484","1560","1560","Martins, AB","São José do Barreiro",NA,"30784","auto","1998",NA,NA,NA,NA,NA,NA,NA
"193","2019-11-13 11:25:20-03","USP","SPF","107660","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Souza, VC","7376","1994","11","14",NA,"Brasil",NA,NA,NA,"SPF00107660",NA,NA,"Cham.","São Paulo",NA,"-49.263056","-24.261667",NA,NA,"Martins, AB","Itararé",NA,NA,NA,"1998","11",NA,"-49.263056","-24.261667",NA,NA,NA
"194","2021-03-15 18:28:42-03","USP","SPF","222837","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva-Luz, CL","156","2011","05","11",NA,"Brasil",NA,NA,"Subarbusto ca. 50 cm alt. Folhas verdes concolores com margem avermelhada, folhas jovens com face abaxial vermelha. Botões verde-rosados. Pedicelo verde. Cálice verde, corola rosada, estilete e estigma verde-amarelados, filete amarel","SPF00222837",NA,NA,"Cham.","São Paulo","Fazenda Pinhal. Próximo à borda da Mata das Canelas.","-44.687694","-22.776472","1544","1544","Pacífico, RB","Areias",NA,NA,NA,"2018","06",NA,"-44.687694","-22.776472",NA,NA,NA
"195","2019-11-13 11:25:20-03","USP","SPF","19088","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Hatschbach, G","42652","1979","12","14",NA,"Brasil",NA,NA,NA,"SPF00019088",NA,NA,"Cham.","Paraná",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"Hatschbach, G","Balsa Nova",NA,"27346","auto","1980",NA,NA,NA,NA,NA,NA,NA
"196","2019-11-13 11:25:20-03","USP","SPF","144868","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Garcia, RJF","1991","2000","04","17",NA,"Brasil",NA,NA,NA,"SPF00144868",NA,NA,"Cham.","São Paulo",NA,"-44.5699996948242","-22.6399993896484","1800","1800",NA,"São José do Barreiro",NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2014-04-04 18:27:49-03","PNFM","IRAI","4282","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Marinero, F.","141","2007","02","14",NA,"Brasil",NA,NA,"Subarbusto, 40 cm, flor lilás. Campo sujo","IRAI00004282","Magnoliophyta",NA,"Cham.","Paraná","Fazenda Vila Velha",NA,NA,NA,NA,"Cordeiro, J.","Ponta Grossa",NA,NA,NA,"2007","01","01",NA,NA,NA,NA,NA
"198","2014-04-04 18:27:49-03","PNFM","IRAI","2093","S","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Ristow, R.","586","2010","04","21",NA,"Brasil",NA,NA,"Arbusto, 1 m, flor rosa, campo limpo seco","IRAI00002093","Magnoliophyta",NA,"Cham.","Paraná","Setor 1, Cristo, São Luiz do Purunã","-49.645833","-25.4675",NA,NA,"Cordeiro, J.","Campo Largo",NA,NA,NA,"2011","01","01","-49.645833","-25.4675",NA,NA,NA
"199","2021-03-25 13:52:36-03","UNIVILLE","JOI","4561","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Alexandre Uhlmann",NA,"2006","06","28",NA,"Brasil",NA,NA,NA,"JOI004561",NA,NA,"Cham.","Paraná","Parque Estadual do Cerrado.","-49.7057991027832","-24.2511005401611",NA,NA,"Alexandre Uhlmann","Jaguariaíva",NA,"44368","auto","2006","06","28",NA,NA,NA,NA,NA
"200","2021-03-25 13:52:36-03","UNIVILLE","JOI","1966","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","J.M. Silva","4649","2006","01","16",NA,"Brasil",NA,NA,"; HABITAT: afloramento de arenito; HABITO: ereta","JOI001966",NA,NA,"Cham.","Paraná","Gruta do Monge.","-49.7158012390137","-25.7696990966797",NA,NA,"G. Hatschbach","Lapa",NA,"49965","auto","1905","06","28",NA,NA,NA,NA,NA
"201","2021-03-25 13:52:36-03","UNIVILLE","JOI","2436","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","E. Barbosa","1175","2006","02","14",NA,"Brasil",NA,NA,"; HABITAT: campo limpo, úmido; HABITO: ereta","JOI002436",NA,NA,"Cham.","Paraná","Cercado.","-50.0064010620117","-25.4293994903564",NA,NA,"G. Hatschbach","Palmeira",NA,"35166","auto","1905","06","28",NA,NA,NA,NA,NA
"202","2019-10-07 09:34:14-03","UEFS","HUEFS","38342","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","australis","Lavoisiera australis","Souza, V.C.","20999","1998","04","05",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0038342","Angiospermae","Myrtales","Naudin","Minas Gerais","Rodovia Curvelo-Diamatina, 5Km de Diamantina em direção a Curvelo.","-43.674722","-18.260833","1330","1330",NA,"Diamantina","HUEFS0038342",NA,NA,NA,NA,NA,"43W40'29''","18S15'39''","Rosanae",NA,NA
"203","2019-10-07 09:34:16-03","UEFS","HUEFS","14092","PreservedSpecimen","Plantae","Melastomataceae","Lavoisiera","pulchella","Lavoisiera pulchella","Silva, J.M.","1080","1992","02","28",NA,"Brasil",NA,NA,NA,"HUEFS0014092","Angiospermae","Myrtales","Cham.","Paraná",NA,"-50.0064010620117","-25.4293994903564",NA,NA,NA,"Palmeira",NA,"35166","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA
