"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"140","2020-12-21 16:17:53-03","MBM","MBM","145667","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pedralli, G.; et al.; et al.","s.n.","1987","05","09","Southern America","Brazil",NA,NA,NA,"MBM145667",NA,NA,"Mart.","Pedralli, G.","Minas Gerais","Perdizes","Perdizes","-47.2928009033203","-19.3528003692627",NA,NA,"MBM145667",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:17:53-03","MBM","MBM","180029","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Meijer, A.M.","s.n.","1988","03","19","Southern America","Brazil",NA,NA,NA,"MBM180029",NA,NA,"Mart.","Motta, J.T.","Paraná","Antonina","Caminho para o Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:17:53-03","MBM","MBM","8629","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Hatschbach, G.; Koczicki, C.; Koczicki, C.","20771","1969","01","15","Southern America","Brazil",NA,NA,NA,"MBM008629",NA,NA,"Mart.","Hansen, B.","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,"MBM008629",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:17:53-03","MBM","MBM","381654","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Barboza, E.; Brotto, M.L.; Gaio, J.; Grizzon, M.; Brotto, M.L.; Gaio, J.; Grizzon, M.","3448","2013","01","22","Southern America","Brazil",NA,NA,"Saprófita, beira da trilha.; Floresta Ombrófila Densa.","MBM381654",NA,NA,"Mart.","Sato, H.A.","Paraná","Morretes","Serra da Igreja","-48.834400177002","-25.476900100708",NA,NA,"MBM381654",NA,NA,NA,"30514","auto","2013","09","16",NA,NA,NA,NA,NA
"144","2019-08-15 09:03:18-03","UESC","UESC","1327","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","W.W.Thomas","14557","2006","01","19",NA,"Brasil",NA,NA,"Montane forest.; Parasite on roots in shallow forest strean bed (with a layer of leaf litter over gravel).; (2 collections of infected roots).","UESC0001327","Angiospermae","Florideophycidae","Mart",NA,"Bahia","Arataca",NA,"-39.343889","-15.161389","700","850",NA,NA,"39W20'38''","15s9'41''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"145","2015-09-04 18:35:59-03","MNHN","RECOLNAT_MNHN_P","P05349693","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Fendler",NA,NA,NA,NA,NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349693' target='other'> <mi>dwc_moreinfo</mi></a>","P05349693",NA,NA,"Mart.","Cardoso",NA,NA,NA,NA,NA,NA,NA,"P05349693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1743",NA,NA
"146","2004-08-09 17:38:20-03","MNHN","RECOLNAT_MNHN_P","P00052988","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pignal, M.",NA,"1995","8","24",NA,"Brésil","al",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00052988' target='other'> <mi>dwc_moreinfo</mi></a>","P00052988",NA,NA,"Mart.","Pignal","bahia","rui barbosa","Morro près de la ville de Rui Barbosa",NA,NA,"500","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280 (h649)",NA,NA
"147","2010-02-01 16:36:54-02","MNHN","RECOLNAT_MNHN_P","P00868462","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolivie","ca",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868462' target='other'> <mi>dwc_moreinfo</mi></a>","P00868462",NA,NA,"Mart.","Cardoso",NA,NA,"Côtes d 'Icho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1428",NA,NA
"148","2016-09-20 17:22:48-03","MNHN","RECOLNAT_MNHN_P","P02442133","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Weddell, H.A.",NA,"1844","4",NA,NA,"Brésil","ca",NA,"[L'étiquette originale de la main de Weddell très abimée a été recopiée] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442133' target='other'> <mi>dwc_moreinfo</mi></a>","P02442133",NA,NA,"Mart.","Cardoso",NA,NA,"A 10 lieues de Goyaz, forêt",NA,NA,NA,NA,"P02442133_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6360",NA,NA
"149","2016-09-07 11:07:25-03","MNHN","RECOLNAT_MNHN_P","P05349692","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Maguire, B.|Politi, L.",NA,"1949","1","1",NA,"Venezuela","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349692' target='other'> <mi>dwc_moreinfo</mi></a>","P05349692",NA,NA,"Mart.",NA,NA,NA,"Cerro Sipapo, Paráque, Territorio Amazonas.",NA,NA,"1500",NA,"P05349692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28054",NA,NA
"150","2016-07-07 11:44:20-03","MNHN","RECOLNAT_MNHN_P","P05349695","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349695' target='other'> <mi>dwc_moreinfo</mi></a>","P05349695",NA,NA,"Mart.",NA,NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"P05349695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2015-09-04 18:36:49-03","MNHN","RECOLNAT_MNHN_P","P05349696","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349696' target='other'> <mi>dwc_moreinfo</mi></a>","P05349696",NA,NA,"Mart.",NA,NA,NA,"s.l.",NA,NA,NA,NA,"P05349696_01 P05349696_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2015-09-04 18:36:49-03","MNHN","RECOLNAT_MNHN_P","P05349697","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Argent, G.C.G.|Richards, in",NA,"1968","8","28",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349697' target='other'> <mi>dwc_moreinfo</mi></a>","P05349697",NA,NA,"Mart.",NA,NA,NA,"State of Mato Grosso. Expedition Base Camp. B.C.1, by Base Camp","-51.76667","-12.81667",NA,NA,"P05349697_01 P05349697_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6706",NA,NA
"153","2015-09-04 18:35:59-03","MNHN","RECOLNAT_MNHN_P","P05349699","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Claussen, P.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349699' target='other'> <mi>dwc_moreinfo</mi></a>","P05349699",NA,NA,"Mart.",NA,NA,NA,"Minas Geraes. vraissembl. de Caxoeira do campo près Ouro Preto",NA,NA,NA,NA,"P05349699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1410",NA,NA
"154","2016-05-27 14:24:52-03","MNHN","RECOLNAT_MNHN_P","P05349685","PreservedSpecimen",NA,"Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Glaziou",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05349685' target='other'> <mi>dwc_moreinfo</mi></a>","P05349685",NA,NA,"Mart.","Cardoso","Rio de Janeiro","Macaé","Alto Macahé. Brésil. R.J.","-41.7868995666504","-22.3708000183105",NA,NA,"P05349685_01",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-16 13:23:06-03","UFT","HTO","2454","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M.G. Nobrega","40","1994","03","21",NA,"Brasil",NA,"HEPH","Doação do herbário HEPH",NA,NA,NA,"Mart.","M.G. Nobrega","TO","Palmas","Serra do Lajeado. Cerrado. Mata ciliar","-48.270556","-10.124444",NA,NA,NA,NA,"48°16'14W","10°7'28S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-16 13:23:06-03","UFT","HTO","2058","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M. Alves",NA,"1995","05","00",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"TO","Porto Nacional","Córrego São João. Mata ciliar","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-10-01 14:24:45-03","JBB","HEPH","32738","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Chagas; Santana, RC","s.n.","2017","04","30","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Santalales","Mart.","Chagas","Goiás","Alto Paraíso","+ ou - 20 km fazenda vale dourado na praia da pregação",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","04","30",NA,NA,NA,NA,NA
"158","2020-10-01 14:24:45-03","JBB","HEPH","9641","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Nóbrega, MGG","8","1994","03","19","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Santalales","Mart.","Bucci, FFB","Tocantins","Palmas","Serra do Lajeado","-48.095833","-10.253611",NA,NA,NA,NA,"-48.095833","-10.253611",NA,NA,"1994","06",NA,NA,NA,NA,NA,NA
"159","2020-10-01 14:24:45-03","JBB","HEPH","9671","S","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Nóbrega, MGG","40","1994","03","21","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Santalales","Mart.","Nóbrega, MGG","Tocantins","Palmas","Serra do Lajeado","-48.270556","-10.124444",NA,NA,NA,NA,"-48.270556","-10.124444",NA,NA,"1994","11",NA,NA,NA,NA,NA,NA
"160","2020-12-11 11:33:48-03","UFMG","BHCB","114373","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mota, NFO; Viana, PL; Silva, LVC; Garcia, LC; Maciel, GM; Silva, DF","1105","2007","12","08","Southern America","Brasil",NA,NA,"Floresta de terra firme.","BHCB020264","Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, Serra Sul, Corpos A, B e C.","-50.453056","-6.348611","656","656",NA,NA,"-50.453056","-6.348611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-11 11:33:48-03","UFMG","BHCB","118349","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mota, NFO; Giorni, VT","1322","2008","04","28","Southern America","Brasil",NA,NA,"Erva parasita. Flores vermelhas e brácteas marrons.","BHCB010128","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Capão da nascente do Rio Preto.","-43.327222","-18.235","1576","1576",NA,NA,"-43.327222","-18.235",NA,NA,"2013","09","25",NA,NA,NA,NA,NA
"162","2020-12-11 11:33:48-03","UFMG","BHCB","130647","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Viana, PL; Versieux, LM; Garcia, LC; Giorni, VT; Silva, LVC; Silva, DF","4046","2009","03","14","Southern America","Brasil",NA,NA,NA,"BHCB020265","Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, Serra do Tarzan.","-50.140556","-6.329167","699","699",NA,NA,"-50.140556","-6.329167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-11 11:33:48-03","UFMG","BHCB","130833","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Giorni, VT; Viana, PL; Versieux, LM; Garcia, LC; Silva, LVC; Silva, DF","124","2009","03","13","Southern America","Brasil",NA,NA,NA,"BHCB020266","Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, Serra do Tarzan.","-50.156944","-6.338889","750","750",NA,NA,"-50.156944","-6.338889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-11 11:33:48-03","UFMG","BHCB","136948","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Martins da Costa, IR; Borsali, EF; Miranda, MD; Toledo, MM; Salino, A","256","2010","03","05","Southern America","Brasil",NA,NA,"Parasita vermelha com brácteas vináceas.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Espera Feliz","Parque Nacional do Caparaó, Floresta nebular na Macieira. Trilha para o mirante da Cachoeira.","-41.831944","-20.480278","1837","1837",NA,NA,"-41.831944","-20.480278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-11 11:33:48-03","UFMG","BHCB","139190","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gontijo, FD; Arruda, AJ; Almeida, TE; Pivari, MOD; Silva, LVC","147","2010","02","14","Southern America","Brasil",NA,NA,"Floresta Ombrófila.",NA,"Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11A.","-50.408889","-6.343333","617","617",NA,NA,"-50.408889","-6.343333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-11 11:33:48-03","UFMG","BHCB","156072","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Paula, LFA de; Silva, LVC; Pivari, MOD; Jorge, TB; Arruda, AJ; Gontijo, ML; Ranieri, BD","441","2012","01","25","Southern America","Brasil",NA,NA,NA,"BHCB020267","Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Floresta Nacional de Carajás, S11D.","-50.348889","-6.394722","736","736",NA,NA,"-50.348889","-6.394722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-11 11:33:48-03","UFMG","BHCB","156139","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Paula, LFA de; Silva, LVC; Pivari, MOD; Jorge, TB; Arruda, AJ; Gontijo, ML; Ranieri, BD","508","2012","01","29","Southern America","Brasil",NA,NA,"Interior de floresta.","BHCB020268","Dicotyledon",NA,"Mart.",NA,"Pará","Canaã dos Carajás","Acesso Racha Placa, S11D.","-50.2875","-6.431389","400","400",NA,NA,"-50.2875","-6.431389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-11 11:33:48-03","UFMG","BHCB","167110","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carvalho, BM de; Pessoa, E","114","2013","07","20","Southern America","Brasil",NA,NA,"Erva terrestre, holoparasita, em interior de mata de galeria; Interior de mata de galeria.; Erva terrestre","BHCB012199","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Cristais","Propriedade do Sr. Lázaro de Assis Carvalho, Interior de mata de galeria.","-45.5475","-20.896389","876","876",NA,NA,"-45.5475","-20.896389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-11 11:33:48-03","UFMG","BHCB","145524","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mota, NFO; Marino, F; Arruda, AJ; Santos, ALM; Silva, LVC","1985","2010","12","19","Southern America","Brasil",NA,NA,"Floresta Ombrófila.",NA,"Dicotyledon",NA,"Mart.",NA,"Pará","Parauapebas","Serra da Bocaina","-49.922222","-6.291667","600","600",NA,NA,"-49.922222","-6.291667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-11 11:33:48-03","UFMG","BHCB","176714","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2386","2015","06","16","Southern America","Brasil",NA,NA,"Erva parasita de raiz de árvore; inflorescência vermelha.; Campo Rupestre Quartzítico",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Congonhas","RPPN Poço Fundo","-43.905833","-20.445833",NA,NA,NA,NA,"-43.905833","-20.445833",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"171","2020-12-11 11:33:48-03","UFMG","BHCB","177671","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","533","2015","06","25","Southern America","Brasil",NA,NA,"Erva saprófita; inflorescência bonina.",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,NA,NA,"-43.436667","-20.153611",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"172","2020-12-11 11:33:48-03","UFMG","BHCB","194682","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Tameirão Neto, E; Viana, PL; Carvalho, WAC","5778","2012","07","03","Southern America","Brasil",NA,NA,"Herbáceo. Parasita de raízes; Floresta Semidecidual","BHCB194682","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Santa Bárbara","RPPN Capanema","-43.601394","-20.190247","143","143",NA,NA,"-43.601394","-20.190247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-11 11:33:48-03","UFMG","BHCB","71562","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Lombardi, JA; Salino, A; Mota, RC da; Viana, PL","4875","2002","06","14","Southern America","Brasil",NA,NA,"Sub-bosque de mata ciliar secundária. Erva parasita, inflorescências brancas, brácteas e botões vermelhos",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, do alojamento a Cachoeira dos Criolos e de volta ao alojamento, pelo camping","-43.341111","-18.102222",NA,NA,NA,NA,"-43.341111","-18.102222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-11 11:33:48-03","UFMG","BHCB","173735","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Torres, RB; Pereira, CA; Paula, JB de","1462","2001","12","10","Southern America","Brasil",NA,NA,"Erva parasita, inflorescências crem, brácteas rosadas","BHCB018692","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Camanducaia","Mata da Patrícia, Mata ciliar","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,NA,NA,"22140","auto","2006","10",NA,NA,NA,NA,NA,NA
"175","2020-12-11 11:33:48-03","UFMG","BHCB","25287","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Teixeira, WA","s.n.","1994","09","22","Southern America","Brasil",NA,NA,"Inflorescência roxeada; Coletada nas paredes de área minerada.","BHCB047684","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"20553","auto","1994","09","22",NA,NA,NA,NA,NA
"176","2020-12-11 11:33:48-03","UFMG","BHCB","25287","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea",NA,"s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:33:48-03","UFMG","BHCB","100376","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Borba, EL; Melo, MC; Moreira, ASFP; Batista, JAN","2211","2006","04","21","Southern America","Brasil",NA,NA,"Erva carnosa saprófita.","BHCB010127","Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,"37503","auto","2013","09","25",NA,NA,NA,NA,NA
"178","2020-12-11 11:33:48-03","UFMG","BHCB","67381","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Mota, RC da","1197","2000","12","17","Southern America","Brasil",NA,NA,"Planta coletada em mata semidecídua; erva parasita. MATERIAL FIXADO",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-11 11:33:48-03","UFMG","BHCB","50","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Viana, T","521","1980","06","06","Southern America","Brasil",NA,NA,"Sempre viva do mato, Espiga de sangue; terrestre, herbáceo parasita",NA,"Dicotyledon",NA,"Mart.",NA,"Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-11 17:18:13-03","UFPR","UPCB","53710","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Labiak, P.H.","3636","2006","05","10",NA,"Brasil",NA,NA,"Saprófita, flor creme. Floresta Atlântica alto montana..",NA,NA,NA,"Mart.","Cardoso, L.J.T.","Paraná","Guaratuba","Parque Nacional Saint-Hilaire-Lange, 25°34'S 48°42'W","-48.5746994018555","-25.8827991485596","900","900",NA,NA,NA,NA,"41937","auto","2014","10","14",NA,NA,NA,NA,NA
"181","2021-02-11 17:18:13-03","UFPR","UPCB","37262","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Santos, E.P.","773","1999","03","05",NA,"Brasil",NA,NA,"Parasita de raíz, cor avermelhada. Interior de floresta ombrófila densa alto-montana..",NA,NA,NA,"Mart.","Cardoso, L.J.T.","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596","1240","1240",NA,NA,NA,NA,"41937","auto","2014","10","14",NA,NA,NA,NA,NA
