"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"214","2008-05-27 22:02:00-03","MO","MOBOT","2209879","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gloria Calatayud","Calatayud Hermosa 1481","2003","6","16","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Cusco","La Convención","Dist. Santa Ana, Poromate, Bosque Primario Intervenido","-72.78333","-12.91666","2118.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"215","2020-03-18 04:38:00-03","MO","MOBOT","2210407","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Isau Huamantupa|Yorka Gutiérrez|E. Quispe","Huamantupa Chuquimaco 3901","2003","11","24","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Cusco","Urubamba","Dist. Machu Picchu, margen izquierda del río Alcamayo, Bosque Montano Secundario","-72.5","-13.15","2900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"216","2015-03-12 10:11:00-03","MO","MOBOT","2305768","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Bernie Peyton|S.Tilney Peyton","Peyton 1291","1982","9","21","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Cusco","Urubamba","Machu Picchu', on a hillside above the Rio Mandor, 3 km from km 114 of the Urubamba railroad.","-72.5222223","-13.1555556","2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","1",NA
"217","2008-05-27 22:02:00-03","MO","MOBOT","2350213","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","DAVILA","DAVILA 22","2003","8","10","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Cusco","Paucartambo","Dtto. Kosñipata. Trocha Unión, km 13. Bosque nublado, dominado por la presencia de Alzateaeae, Cyatheacceae, Myrtaceae. 19L 0222887, UTM 8553630",NA,NA,"1835.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2008-05-27 22:02:00-03","MO","MOBOT","2350656","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","DAVILA","DAVILA 27","2003","8","28","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Cusco","Paucartambo","Dtto. Kosñipata. Trocha Unión, km 10.","-71.58333","-13.11666","2295.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2008-05-27 22:02:00-03","MO","MOBOT","2438224","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","DAVILA","DAVILA 43","2003","10","22","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Cusco","Paucartambo","Kosñipata, Trocha Unión, km 10.",NA,NA,"2295.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2013-10-16 05:39:00-03","MO","MOBOT","2451365","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Hamilton Beltrán|Robin B. Foster","Beltrán 1389","1994","7","29","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Amazonas","Condorcanqui","Cordillera del Cóndor. Cuchillo abajo del Cerro Machinaza. Cabeceras del Río Comainas. Pendiente afilado hacia quebrada pequeña; suelo cubierto con capa de raices y musgos; bosque heterogéneo, 15-25 m; alta densidad de epífitas y musgos sobre los troncos.","-78.43","-3.885","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA,NA
"221","2009-07-09 17:05:00-03","MO","MOBOT","2454740","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Gert G. Hatschbach","Hatschbach 20771",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Paraná",NA,"Falta localidad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2011-06-09 18:01:00-03","MO","MOBOT","2669226","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","P.M. Jørgensen","Jørgensen 61538","1986","10","12","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","B. Hansen (C)","Carchi",NA,"Tulcan - Maldonado road. Disturbed pluvial cloudforest.","-78.08333","0.9","2340.00000000","2580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2012-04-12 05:10:00-03","MO","MOBOT","2674700","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Alfredo F. Fuentes|et al.","Fuentes Claros 7263","2005","4","23","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.","A. Fuentes (LPB)","La Paz","Bautista Saavedra","ANMI Apolobamba, Marumpampa, subiendo serrania al N por senda reciente que llega hasta un cultivo de coca. Bosque montano pluvial con Nectandra cuspidata y Topobea multiflora. Exp.sur. Inventario fitosociologico Madidi 15.","-68.65277","-15.21055","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-17","1",NA
"224","2018-06-15 05:26:00-03","MO","MOBOT","2741883","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Abel Monteagudo|Antonio Peña|Rolando Francis|Carlos Arias C.|César Rojas","Monteagudo Mendoza 7493","2004","11","2","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Pasco","Oxapampa","Dist. Oxapampa. Carretera Oxapampa-Villa Rica. Bosque primario.","-75.34083","-10.65638","2260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"225","2010-11-04 13:12:00-02","MO","MOBOT","3064944","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Edgardo M. Ortiz V.","Ortiz 206","2005","1","14","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Pasco","Oxapampa","Dist. Villa Rica. Palma Centro Bocaz, camino a Alto Atarraz-Zona de Amortiguamiento, Parque Nacional Yanachaga-Chemillén. Bosque montano inferior.","-75.19305","-10.65527","1515.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"226","2018-06-15 05:26:00-03","MO","MOBOT","3167274","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Carlos Arias C.","Arias C. 0431","2005","5","31","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Pasco","Oxapampa","Dist. Villa Rica. Comunidad Centro Bocaz (Abra Bocaz-San Lazaro). Bosque premontano primario.","-75.1","-10.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2013-08-23 04:12:00-03","MO","MOBOT","3186855","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Julio C. Betancur B.","Betancur B. 4061","1993","3","26","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","K. Zernig","Boyacá","Villa de Leiva","Santuario de Flora y Fauna de Iguaque, cabaña de Carrizal. Bosque dominado por Quercus Humboldtii y Weinnmanía sp.","-73.46666","5.73333","2740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2014-01-15 15:49:00-02","MO","MOBOT","3186858","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","David R. Hunt|José F. Ramos","Hunt 6027","1966","6","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","J.T.Cardoso (RB)","Mato Grosso",NA,"Serra Azul, about 7 km W of the Barra do Garças - Xavantina road, 77 km from Barra.",NA,NA,"600.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"229","2014-01-15 15:48:00-02","MO","MOBOT","3186859","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","William R. Anderson","Anderson 9754","1973","5","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.","J.T.Cardoso (RB)","Mato Grosso",NA,"Eastern base of mountain ca. 9 km NE of Barra do Garças; gallery forest along stream and brejo (sedge meadow) and cerrado on slopes above; sandy soil, sandstone rocks.",NA,NA,"450.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"230","2009-08-25 17:41:00-03","MO","MOBOT","3186861","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Luciano Bernardi","Bernardi 20567","1980","4","13","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Amambay",NA,"Collina circa Colonia Aceita, Cerro Corá, Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2009-10-17 19:23:00-03","MO","MOBOT","3186973","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","John J. Wurdack","Wurdack 34073","1953","1","10","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Mart.","Bertel Hansen","Bolívar",NA,"Slopes and talus forest, Sarvén-tepui. Locally frequent in forest duff in cloud forest between Camps 4 and 5",NA,NA,"1500.00000000","1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2008-05-27 22:02:00-03","MO","MOBOT","3186974","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","* FINDLER","FINDLER 1743","1854",NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Mart.","Bertel Hansen",NA,NA,"Prope Coloniam Tovar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-02-19 04:30:00-03","MO","MOBOT","3186975","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","C.F.P. Martius","Martius s.n.","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2018-02-11 05:24:00-02","MO","MOBOT","3186978","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Philip A. Silverstone-Sopkin|Néstor Paz Z.|R. T. González|Jorge E. Ramos|L. H. Ramos|Abel Henao","Silverstone-Sopkin 4466","1988","8","17","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","P.A. Silverstone-Sopkin","Chocó","San José del Palmar","Cerro del Torré, vertiente oriental, mesa y vecindad abajo de cumbre, vegetación arbustiva con árboles pequeños y palmas, también zonas de bosque enano de Ciusia",NA,NA,"2500.00000000","2550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2008-05-27 22:02:00-03","MO","MOBOT","3186979","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Alwyn H. Gentry","Gentry 53282","1985","12","13","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,"Valle: Finca Zingara Corregamiento La Dividera, crest of Cordillera Occidental W of Cali, 6 km N of Cali-Buenaventura Highway (non-transect)","-76.58333","3.53333","1960.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2009-12-29 18:29:00-02","MO","MOBOT","3334380","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Abel Monteagudo|M. Huamán|Antonio Peña|Rolando Francis|Valerio Flores|Estudiantes Curso 2006","Monteagudo Mendoza 11913","2006","4","16","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","J. Ricketson (MO)","Pasco","Oxapampa","Dist. Villa Rica. Zona de amortiguamiento del Parque Nacional Yanachaga-Chemillén Trocha de Centro Palma Bocaz a Purus.","-75.19111","-10.64","1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"237","2008-07-01 03:33:00-03","MO","MOBOT","3339632","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","L. Cárdenas","Cárdenas 0987","2006","12","11","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","J. Ricketson (MO)","Pasco","Oxapampa","Dist. Huancabamba. Sector Tunqui. Localidad de Alto Tunqui, colindante al Parque Nacional Yanachaga- Chemillen, a 1.5hr del ultimo caserio. Bosque húmedo Pre-Montano.","-75.51694","-10.27833","1967.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"238","2017-06-09 06:41:00-03","MO","MOBOT","3436153","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Jürgen Homeier|S. Moritz|S. Trogisch","Homeier 2375","2006","10","5","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","M. H. Grayum (MO)","Napo",NA,"Cordillera de Guacamayos, ca. 6 km SE of Cosanga, wet montane tropical forest.","-77.8333333","-0.6333333","1940.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"239","2009-02-03 03:32:00-02","MO","MOBOT","3483389","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Isau Huamantupa","Huamantupa Chuquimaco 9954","2007","6","11","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","J. Ricketson (MO)","Cusco","Calca","Distrito Yanatile. Bosque montano húmedo primario.","-72.03583","-12.97944","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"240","2017-03-30 10:49:00-03","MO","MOBOT","607589","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Camilo Díaz S.|José Campos de la Cruz","Díaz Santibáñez 3706","1989","9","2","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","B. Hansen (C)","Amazonas","Luya","Camporredondo-Tullanya. Trocha hacia el Cerro Huicsocunga.","-78.31","-6.08","2350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","2",NA
"241","2008-05-27 22:02:00-03","MO","MOBOT","729487","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Alwyn H. Gentry|James C. Solomon","Gentry 44513","1984","1","23","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"La Paz","Nor Yungas","4 km NE (above) Incahuara, 13.5 km above San Pedro, trail to 12 de Octubre, steep cloud forest with distinct dry season. (bp-ST sensu Holdridge)","-67.58333","-15.91666","1530.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-19","1",NA
"242","2008-05-27 22:02:00-03","MO","MOBOT","729490","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","William B. Drew","Drew E-51",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Imbabura",NA,NA,NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2008-05-27 22:02:00-03","MO","MOBOT","729496","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Julian A. Steyermark","Steyermark 53515","1943","7","11","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","Hansen","Morona-Santiago",NA,NA,NA,NA,"2860.00000000","2985.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2008-05-27 22:02:00-03","MO","MOBOT","729512","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","M. Acosta-Solis","Acosta-Solís 5039","1943","7","16","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","Hansen","Morona-Santiago",NA,NA,NA,NA,"2600.00000000","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2008-05-27 22:02:00-03","MO","MOBOT","729521","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Wendell H. Camp","Camp E-4418","1945","7","27","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","Hansen","Azuay",NA,NA,NA,NA,"2438.00000000","2743.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2011-06-08 12:01:00-03","MO","MOBOT","729524","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","José Schunke V.","Schunke Vigo 9617","1977","6",NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","B. Hansen (C)","San Martín","Lamas","Dtto. Alonso de Alvarado, San Juán de Pacaizapa, km 72, carretera Tarapoto Moyobamba.","-76.58333","-6.4","1000.00000000","1050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","8",NA
"247","2011-10-28 04:58:00-02","MO","MOBOT","729527","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Olga Salazar de Benavides","Benavides 10969","1989","9","27","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Nariño",NA,"Reserva Natural La Planada: A 7 km de Chucunés.","-77.96666","1.16666","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18","1",NA
"248","2008-05-27 22:02:00-03","MO","MOBOT","729556","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","James C. Solomon","Solomon 14864","1985","12","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Mart.","M. Moraes","La Paz","Nor Yungas","Serrania de Bella Vista, 18.6 km N of the bridge at Carrasco on the road to Palos Blancos (Alto Beni) (39 km N of Caranavi). Wet montane forest.","-67.71666","-15.58333","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-169","3",NA
"249","2008-05-27 22:02:00-03","MO","MOBOT","729622","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Benjamin Øllgaard|Simon Lægaard|Karsten Thomsen|J. Korning|Thea Illum","Øllgaard 58138","1985","2","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Loja",NA,"Parque Nacional Podocarpus, S of Loja. Wet mountane forest, at Centro de Información, E of Nudo de Cajanuma.","-79.16666","-4.08333","2800.00000000","2950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2008-05-27 22:02:00-03","MO","MOBOT","729629","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","P.M. Jørgensen|Carmen Ulloa","Jørgensen 61538","1986","10","12","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","B. Hansen (C)","Carchi",NA,NA,NA,NA,"2340.00000000","2580.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-01-16 10:35:00-02","MO","MOBOT","729631","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. van der Werff|G. Zúñiga|R. Arce|William Pariona","van der Werff 8419","1986","3","5","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Bertel Hansen","Pasco","Oxapampa","Palmazu, Cooperativo Navarra.","-75.5666667","-10.55","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86-9","3",NA
"252","2008-05-27 22:02:00-03","MO","MOBOT","729634","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Brad Boyle|Jason C. Bradford","Boyle 1977","1993","5","23","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","Gerrit Davidse, 2002 (MO)","Carchi",NA,"Approx. 6 km above Maldonado, just below Puente de Palo. Primary Montane Pluvial Forest, on steep slope and ridge crest above road.","-78.1","0.9","2275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1110","2",NA
"253","2019-01-01 04:34:00-02","MO","MOBOT","729646","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","H. van der Werff|Jorge Giraldo G.","van der Werff 9721","1988","1","25","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","Bertel Hansen (C)","Valle del Cauca","Cali","Finca Zingara, at km 18 road Cali-Buenaventura, cloud forest.","-76.620278","3.5375","1900.00000000","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-5","3",NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","729682","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Alwyn H. Gentry|Camilo Díaz S.|Rosa Ortiz","Gentry 74997","1991","9","22","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Piura",NA,"Cerro Aypate, montane cloud forest, 49 km E of Ayabaca.","-79.53333","-4.58333","2700.00000000","2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"738","3",NA
"255","2008-05-27 22:02:00-03","MO","MOBOT","729702","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Alwyn H. Gentry|Bernardo R. Ramírez Padilla|C. Blaney","Gentry 53282","1989","1","2","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","85","Nariño",NA,NA,"-77.5","1.08333","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"256","2010-12-29 16:19:00-02","MO","MOBOT","811097","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Philip J. Barbour","Barbour 2646","1978","7","6","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.",NA,"Amazonas","Bagua","12 km. (by trail) east of La Peca. Humid cloud forest.","-78.329","-5.649","1737.36000000","1783.08000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","3",NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","887237","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Juan Guillermo Ramírez","Ramírez Arango 5234","1993","11","17","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","J.G. Ramirez (JAUM)","Caquetá","Florencia","Municipio de Florencia. Carretera Florencia-Suaza. Km 47. La Esperanza, bmh-M.","-75.61666","1.6","2000.00000000","2150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2009-12-13 15:25:00-02","MO","MOBOT","887238","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Juan Guillermo Ramírez|Carlos Cuartas|Manuel Peña","Ramírez Arango 5134","1993","11","17","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","J.G. Ramirez (JAUM)","Caquetá","Florencia","Munipio de Florencia. Carretera Florencia-Suaza. Km 47. La Esperanza, bmh-M.","-75.61666","1.6","2000.00000000","2150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2008-05-27 22:02:00-03","MO","MOBOT","922796","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Julio C. Betancur B.","Betancur B. 4681","1993","12","7","South America","Colombia",NA,NA,NA,NA,NA,NA,"Mart.","D. Giraldo (COL)","Nariño","Barbacoas","Corregimiento Altaquer, Vereda El Barro, Reserva Natural Río Ñambí; vertiente occidental andina; bosque fluvial premontano; bosque primario poco intervenido; máren derecha del Río Ñambí.","-78.13333","1.3","1325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-06-05 19:52:00-03","MO","MOBOT","3428216","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","David A. Neill|Christopher Davidson|Sharon R. Christoph","Neill 15942","2007","9","22","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Mart.","D.A. Neill (ECUAMZ)","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor region. Río Wawaime watershed, tributary of Río Quimi. Below site of proposed EcuaCorriente copper mine, on ridge near 1-ha forest inventory Wawaime Plot. Tall cloud forest on ridge, on substrate of mixed sand and clay soil, below sandstone plateau.","-78.4461111","-3.5716667","1130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"417","2",NA
"261","2017-08-25 05:21:00-03","MO","MOBOT","2209022","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Abel Monteagudo|Gregorio Ortiz","Monteagudo Mendoza 5664","2003","7","2","South America","Peru",NA,NA,NA,NA,NA,NA,"Mart.","Jon Ricketson (MO)","Pasco","Oxapampa","Distrito Palcazu. Bosque de proteccion San Matias-San Carlos. Bosque Secundario Sector Union-Shimakii","-74.91666","-10.75","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"262","2020-06-22 14:19:01-03","UNESP-IBILCE","SJRP","28121","PreservedSpecimen","Plantae","Balanophoraceae","Langsdorffia","hypogaea","Langsdorffia hypogaea","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,NA,NA,"Tracheophyta","Santalales","Mart.",NA,"São Paulo","José Bonifácio","entre córregos Jacaré e Fartura","-49.7","-21.083333",NA,NA,NA,NA,"-49.7","-21.083333",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
