"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","day","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"240","2020-12-21 16:44:58-03","MBM","MBM","135479","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Cordeiro, J.",NA,NA,"Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM135479","MBM135479","232",NA,"Southern America",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-21 16:44:58-03","MBM","MBM","3413","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1967","02","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,NA,"MBM003413","MBM003413","16029","21","Southern America",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-21 16:44:58-03","MBM","MBM","44032","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Barroso, G.M.",NA,NA,NA,"Hatschbach, G.","1957","04","Brazil","Paraná","Rio Negro","Campo do Tenente","-49.7975006103516","-26.1058006286621",NA,NA,NA,NA,NA,"MBM044032","MBM044032","2173","01","Southern America",NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-21 16:44:58-03","MBM","MBM","222642","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Elias, S.I.",NA,NA,NA,"Kuniyoshi, Y.S.",NA,NA,"Brazil","Paraná","São José dos Pinhais","Colônia Muricy","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM222642","MBM222642","1481",NA,"Southern America",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-12-21 16:44:58-03","MBM","MBM","222645","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Elias, S.I.",NA,NA,NA,"Tessmann, G.",NA,NA,"Brazil","Paraná","São José dos Pinhais","Estrada para Paranaguá, Florestal","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM222645","MBM222645","2728",NA,"Southern America",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-12-21 16:44:58-03","MBM","MBM","70003","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1980","03","Brazil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM070003","MBM070003","42778","04","Southern America",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-12-21 16:44:58-03","MBM","MBM","123388","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Britez, R.M.",NA,NA,NA,"Britez, R.M.; et al.; et al.","1987","02","Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM123388","MBM123388","1300","24","Southern America",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-12-21 16:44:58-03","MBM","MBM","1282","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","02","Brazil","Paraná","São Mateus do Sul","Rio Potinga","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,"MBM001282","MBM001282","13806","09","Southern America",NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-21 16:44:58-03","MBM","MBM","114555","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Hatschbach, G.; Souza, A.; Souza, A.","1987","02","Brazil","Paraná","Tijucas do Sul","Saltinho","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"MBM114555","MBM114555","50879","04","Southern America",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-12-21 16:44:58-03","MBM","MBM","113264","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Hagelund, K.","1978","03","Brazil","Rio Grande do Sul","Arroio dos Ratos","Fazenda Faxinal","-51.7291984558105","-30.0771999359131",NA,NA,NA,NA,NA,"MBM113264","MBM113264","12241","08","Southern America",NA,NA,NA,NA,"29956","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-12-21 16:44:58-03","MBM","MBM","236498","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Smith, S.F.",NA,NA,NA,"Scur, L.",NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM236498","MBM236498","14",NA,"Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2020-12-21 16:44:58-03","MBM","MBM","128439","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Smith, S.F.",NA,NA,NA,"Wasum, R.","1989","02","Brazil","Rio Grande do Sul","Caxias do Sul","Forqueta","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM128439","MBM128439","5320","10","Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-21 16:44:58-03","MBM","MBM","263159","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Smith, S.F.",NA,NA,NA,"Kegler, A.",NA,NA,"Brazil","Rio Grande do Sul","Caxias do Sul","Nossa Senhora das Graças","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"MBM263159","MBM263159","815",NA,"Southern America",NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2020-12-21 16:44:58-03","MBM","MBM","154313","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","1990","02","Brazil","Rio Grande do Sul","São Francisco de Assis","São Francisco de Assis","-55.1310997009277","-29.5503005981445",NA,NA,NA,NA,NA,"MBM154313","MBM154313","5072","09","Southern America",NA,NA,NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2020-12-21 16:44:58-03","MBM","MBM","266353","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Ribas, O.S.",NA,NA,NA,"Wasum, R.",NA,NA,"Brazil","Rio Grande do Sul","São Francisco de Paula","Rod. RS-020","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM266353","MBM266353","1358",NA,"Southern America",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2020-12-21 16:44:58-03","MBM","MBM","61424","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.",NA,NA,NA,"Landrum, L.R.","1977","11","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,NA,"MBM061424","MBM061424","2501","13","Southern America",NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2020-12-21 16:44:58-03","MBM","MBM","253867","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza, V.C.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.",NA,NA,"Brazil","Santa Catarina","Laguna","Praia do Sol","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,"MBM253867","MBM253867","71872",NA,"Southern America",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2020-12-21 16:44:58-03","MBM","MBM","44030","PreservedSpecimen","Plantae","Scrophulariaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Rambo, B.",NA,NA,NA,"Mattos, J.","1958","02","Brazil","Santa Catarina","São Joaquim","Invernadinha","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,"MBM044030","MBM044030","5047","10","Southern America",NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005824","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Balansa",NA,NA,"Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005824' target='other'> <mi>dwc_moreinfo</mi></a>","P03005824","P03005824_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2152",NA,NA,NA
"259","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005832","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Nadeaud",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005832' target='other'> <mi>dwc_moreinfo</mi></a>","P03005832","P03005832_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005833","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Nadeaud",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005833' target='other'> <mi>dwc_moreinfo</mi></a>","P03005833","P03005833_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005834","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Nadeaud",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005834' target='other'> <mi>dwc_moreinfo</mi></a>","P03005834","P03005834_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005809","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Saint-Hilaire","1816","1","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005809' target='other'> <mi>dwc_moreinfo</mi></a>","P03005809","P03005809_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2668",NA,NA,NA
"263","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005811","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Guillemin","1839","1","Brasil",NA,NA,"Brésil Méridional.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005811' target='other'> <mi>dwc_moreinfo</mi></a>","P03005811","P03005811_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"165",NA,NA,NA
"264","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005816","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Gaudichaud","1831","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005816' target='other'> <mi>dwc_moreinfo</mi></a>","P03005816","P03005816_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237",NA,NA,NA
"265","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005818","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Reineck, E.M.|Czermak, J.","1898","2","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005818' target='other'> <mi>dwc_moreinfo</mi></a>","P03005818","P03005818_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA,NA,NA
"266","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005819","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Gaudichaud","1833","1","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005819' target='other'> <mi>dwc_moreinfo</mi></a>","P03005819","P03005819_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"409",NA,NA,NA
"267","2016-02-24 15:34:43-03","MNHN","RECOLNAT_MNHN_P","P03005821","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Gaudichaud",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005821' target='other'> <mi>dwc_moreinfo</mi></a>","P03005821","P03005821_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437",NA,NA,NA
"268","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005822","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy","Souza",NA,NA,NA,"Sellow",NA,NA,"Brésil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"Avec P01167242 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005822' target='other'> <mi>dwc_moreinfo</mi></a>","P03005822","P03005822_01 P03005822_02",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005835","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Nadeaud",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005835' target='other'> <mi>dwc_moreinfo</mi></a>","P03005835","P03005835_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005836","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Nadeaud",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005836' target='other'> <mi>dwc_moreinfo</mi></a>","P03005836","P03005836_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005837","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Gaudichaud","1834","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005837' target='other'> <mi>dwc_moreinfo</mi></a>","P03005837","P03005837_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437",NA,NA,NA
"272","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005839","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Saint-Hilaire, A. de","1816","1","Uruguai",NA,NA,"Banda Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005839' target='other'> <mi>dwc_moreinfo</mi></a>","P03005839","P03005839_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2261 2",NA,NA,NA
"273","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005840","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Saint-Hilaire","1816","1","Uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005840' target='other'> <mi>dwc_moreinfo</mi></a>","P03005840","P03005840_01",NA,"1",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2485",NA,NA,NA
"274","2015-09-04 14:33:47-03","MNHN","RECOLNAT_MNHN_P","P03974608","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Zardini, E.|Velazquez, R.","1990","12","Paraguay","Central",NA,"Estero del Ypoa, 10 km SW of Nueva Italia, south of Canada, along coast of Estero. Inundated savanna.","-57.46667","-25.33333",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03974608' target='other'> <mi>dwc_moreinfo</mi></a>","P03974608","P03974608_01",NA,"7",NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2015-09-04 08:51:19-03","MNHN","RECOLNAT_MNHN_P","P03005820","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Guillemin","1838","11","Brasil","Rio de Janeiro","Niterói",NA,"-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005820' target='other'> <mi>dwc_moreinfo</mi></a>","P03005820","P03005820_01",NA,"1",NA,"hb",NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,"165",NA,NA,NA
"276","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005815","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Reineck|Czermak, J.","1898","2","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005815' target='other'> <mi>dwc_moreinfo</mi></a>","P03005815","P03005815_01",NA,"1",NA,"hb",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,"260",NA,NA,NA
"277","2015-09-04 08:51:20-03","MNHN","RECOLNAT_MNHN_P","P03005860","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Rambo, B.","1933","1","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005860' target='other'> <mi>dwc_moreinfo</mi></a>","P03005860","P03005860_01",NA,"6",NA,"hb",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,"315",NA,NA,NA
"278","2015-09-04 08:51:20-03","MNHN","RECOLNAT_MNHN_P","P03005865","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Palacios-Cuezzo","1948","2","Brasil","Rio Grande do Sul","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005865' target='other'> <mi>dwc_moreinfo</mi></a>","P03005865","P03005865_01",NA,"29",NA,"hb",NA,NA,NA,"56206","auto",NA,NA,NA,NA,NA,NA,"2450",NA,NA,NA
"279","2015-09-04 08:51:20-03","MNHN","RECOLNAT_MNHN_P","P03005859","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Rambo, B.","1949","3","Brasil","Rio Grande do Sul","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005859' target='other'> <mi>dwc_moreinfo</mi></a>","P03005859","P03005859_01",NA,"9",NA,"hb",NA,NA,NA,"7291","auto",NA,NA,NA,NA,NA,NA,"40464",NA,NA,NA
"280","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005812","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Glaziou","1867","12","Brasil","Rio de Janeiro","Rio de Janeiro","Chemin de Tijuca, a la Gavea.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005812' target='other'> <mi>dwc_moreinfo</mi></a>","P03005812","P03005812_01",NA,"18",NA,"hb",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"2658",NA,NA,NA
"281","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005813","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Smith, L.B.|Klein, R.","1957","2","Brasil","Santa Catarina","Curitibanos","On Road to Campos novos; 2-3 km west of Curitibanos.","-50.584400177002","-27.2828006744385",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005813' target='other'> <mi>dwc_moreinfo</mi></a>","P03005813","P03005813_01",NA,"9",NA,"hb",NA,NA,NA,"25987","auto",NA,NA,NA,NA,NA,NA,"11089",NA,NA,NA
"282","2015-09-04 08:50:59-03","MNHN","RECOLNAT_MNHN_P","P03005817","PreservedSpecimen",NA,"Orobanchaceae","Agalinis","communis","Agalinis communis","(Cham. & Schltdl.) D'Arcy",NA,NA,NA,NA,"Glaziou","1871","12","Brasil","Rio de Janeiro","Niterói","Saco do Jurujuba.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03005817' target='other'> <mi>dwc_moreinfo</mi></a>","P03005817","P03005817_01",NA,"28",NA,"hb",NA,NA,NA,"14785","auto",NA,NA,NA,NA,NA,NA,"5945",NA,NA,NA
"283","2015-09-19 07:48:07-03","MNHN","RECOLNAT_MNHN_P","P00587584","PreservedSpecimen",NA,"Scrophulariaceae","Gerardia","communis","Gerardia communis minor","Cham. & Schltdl.",NA,NA,NA,NA,"Hassler, E.","1900",NA,"Paraguay",NA,NA,"in regione collium Cerros de Tobaty",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00587584' target='other'> <mi>dwc_moreinfo</mi></a>","P00587584","P00587584_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6331","minor","isotype",NA
"284","2017-08-03 12:03:24-03","MNHN","RECOLNAT_MNHN_P","P00587600","PreservedSpecimen",NA,"Scrophulariaceae","Gerardia","communis","Gerardia communis minor","Cham. & Schltdl.",NA,NA,NA,NA,"Hassler, E.","1900","9","Paraguay",NA,NA,"Florula Cordillerae centralis In regione collium. Cerros de Tobaty",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00587600' target='other'> <mi>dwc_moreinfo</mi></a>","P00587600","P00587600_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6331","minor",NA,NA
"285","2015-09-04 17:25:10-03","MNHN","RECOLNAT_MNHN_P","P05439469","PreservedSpecimen",NA,"Scrophulariaceae","Gerardia","communis","Gerardia communis","Cham. & Schltdl.",NA,NA,NA,NA,"Dusén","1910","1","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05439469' target='other'> <mi>dwc_moreinfo</mi></a>","P05439469","P05439469_01",NA,"30",NA,"hb",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,"9151",NA,NA,NA
