"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude","previousCatalogNumber"
"97","2019-09-04 19:28:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum",NA,"Type [status unknown]","R. Spruce","1650","1851","7","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"98","2015-03-07 08:39:29-03","F","FMNH-SEEDPLANTS","V0112886F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112886F","V0112886F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"99","2015-03-07 08:39:29-03","F","FMNH-SEEDPLANTS","V0112887F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0112887F","V0112887F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"100","2018-04-04 16:24:30-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca",NA,NA,"A. Ducke","523",NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"523",NA,NA,NA
"101","2018-05-14 17:25:48-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca",NA,NA,"G. T. Prance","15199","1971","10","South America","Brazil","Amazonas",NA,"-63","-5",NA,NA,NA,NA,"RRC ID Flag","13",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"15199",NA,NA,NA
"102","2015-03-07 01:38:46-03","F","FMNH-SEEDPLANTS","V0115340F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0115340F","V0115340F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"103","2019-01-25 15:41:21-02","IAC","IAC","13843","S","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"W.A. Ducke","523","1946","08",NA,"Brasil","Amazonas","Igarapé da Cachoeira Grande","-60.025","-3.1019",NA,NA,NA,NA,"L.P. Cabral","28","Manaus",NA,NA,"2005","11","03",NA,NA,NA,NA,NA,NA,"-60.0250","-3.1019",NA
"104","2009-11-26 13:48:34-02","INPA","INPAW","3007","S","Plantae",NA,NA,"Caesalpiniaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Rodrigues, W.A.",NA,"1964","09",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2009-11-26 13:48:34-02","INPA","INPAW","1971","S","Plantae",NA,NA,"Caesalpiniaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Rodrigues, W.A.","5361","1963","07",NA,"Brasil","Amazonas",NA,"-60.025","-3.10194",NA,NA,NA,NA,"M.F. Freitas ! Conf. R.S. Cowan 1973","11","Manaus",NA,NA,"1963","08","02","138090","auto",NA,NA,NA,NA,NA,NA,NA
"106","2015-02-26 09:29:41-03","NHMLondon","NHM-LONDON-BOT","BM001010160","S","Plantae",NA,NA,"Leguminosae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Richard Spruce; b.1817; d.1893; Spruce","s.n.","1850","12",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:475165"
"107","2016-08-23 09:45:31-03","NHMLondon","NHM-LONDON-BOT","BM001010161","S","Plantae",NA,NA,"Leguminosae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Richard Spruce; b.1817; d.1893; Spruce","1650","1851","07",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:475176"
"108","2020-09-18 09:31:57-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Alismatales","Limnocharitaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Silveira, M; Daly, DC; TOREZAN, J M; Oliveira, A R S; Lima,",NA,"Cid Ferreira, CA","9720",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-09-18 09:31:57-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae",NA,"Alismatales","Limnocharitaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Silveira, M; Daly, DC; TOREZAN, J M; Oliveira, A R S; Lima,",NA,"Lisboa, P","1257",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-01-31 10:38:14-03","IFAM","EAFM","5462","PreservedSpecimen","Plantae",NA,NA,"Fabaceae-Caesalpinioideae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Revilla, J.; Webber, W.","4052","1978","03",NA,"Brasil","Amazonas","Rio Negro, Praia Grande. Solo arenoso.",NA,NA,NA,"; DESC: Árvore de 10 a 20 m de altura; frutos verde-marrons.",NA,NA,"Werff, H.H. van der","27",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Spruce, R","1650",NA,NA,"Southern America","Brazil",NA,"altiusque secus fl. Rio Negro, in sylvis Gapó dictis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Amazonas","in collibus sylvaticis ad rivulos prope Manaos, prov. do Ato Amazonas","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"113","2017-09-11 17:10:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Sclerolobium","hypoleucum","Sclerolobium hypoleucum","Benth.",NA,"Spruce, R","1449",NA,NA,"Southern America","Brazil","Amazonas","in collibus sylvaticis ad rivulos prope Manaos, prov. do Ato Amazonas","-60.025","-3.10194",NA,NA,NA,NA,NA,NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:06:49-03","IBt","SP","57047","S","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Ducke, A","523","1946","08",NA,"Brasil","Amazonas","Igarapé da Cachoeira Grande, igapó","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Mamede, MCH","28","Manaus",NA,NA,"2008","11",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:06:49-03","IBt","SP","58044","S","Plantae",NA,NA,"Fabaceae","Tachigali","hypoleuca","Tachigali hypoleuca","(Benth.) Zarucchi & Herend.",NA,"Mello, FC","s.n.","1956","08",NA,"Brasil","Amazonas","Igarapé do Tarumã","-60.0250015258789","-3.10193991661072",NA,NA,"SP025023","SP025023","Mamede, MCH","02","Manaus",NA,NA,"2008","11",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
