"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"2636","2019-03-29 10:41:40-03","UFSM","HDCF","811","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424","27649",NA,NA,"auto","Figueira, M.","Longhi, S. J.; Marchiori, J. N. C.",NA,"1981","10","12","Prop. de Adão Veiga",NA,NA,NA,NA,"Inventário de nativas (am. 1/sn)","2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2637","2019-03-29 10:41:40-03","UFSM","HDCF","5006","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","São Francisco",NA,NA,NA,NA,NA,NA,"Figueira, M.","Longhi, S. J.",NA,"1995","05","24","FLONA",NA,NA,NA,NA,NA,"2016","04","06","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2638","2016-09-05 16:03:31-03","UFSM","HDCF","2265","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424","27649",NA,NA,"auto","Figueira, M.","Marchiori, J. N. C.","313","1986","01","17","Santa Isidro",NA,NA,NA,NA,"Sépalas(5). Folíolos glabros e de bordo serrado-crenado","2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2639","2019-03-29 10:41:40-03","UFSM","HDCF","272","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Nova Palma","-53.4688987731934","-29.471700668335","23222",NA,NA,"auto","Figueira, M.","Durlo, M. A.; et al.",NA,"1981","03","11","Caemborá",NA,NA,NA,NA,"Acúleos de base larga. SMDB 1973","2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640","2016-09-05 16:03:31-03","UFSM","HDCF","1034","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Roque Gonzales","-55.0256004333496","-28.1313991546631","36100",NA,NA,"auto","Figueira, M.","Longhi, S. J.","294","1981","12","08",NA,NA,NA,NA,NA,"Inventário de nativas (am. 31)","2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2641","2016-09-05 16:03:31-03","UFSM","HDCF","7192","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Teutônia","-51.798939","-29.4665",NA,NA,NA,NA,"Lerner, L.","Lerner, L.","7","2014","12","25","Bairro Languiru","-51.798939","-29.4665",NA,NA,"6 metros de altura, frutos de coloração verde, na borda de um fragmento florestal, próximo ao Arroio Boa Vista, HVAT 2979","2014","12","25","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642","2019-03-29 10:41:40-03","UFSM","HDCF","584","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424","27649",NA,NA,"auto","Figueira, M.","Marchiori, J. N. C.",NA,"1982","02","12","Gruta da Linha 1",NA,NA,NA,NA,NA,"2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2643","2019-03-29 10:41:40-03","UFSM","HDCF","1056","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715",NA,NA,"auto","Figueira, M.","Simionato, A.",NA,"1977","02","10","FLONA",NA,NA,NA,NA,"F. astrigera - segundo Bruno Irgang, F. hyemalis - segundo Gert Hatschbach","2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644","2019-03-29 10:41:40-03","UFSM","HDCF","5754","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Itaara","-54.358125","-29.900922",NA,NA,NA,NA,"Scipioni, M. C.","Scipioni, M. C.",NA,"2007","01","12","Reserva ecológica do Ibicuí-mirim","-54.358125","-29.900922",NA,NA,NA,"2007","01","12","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2645","2019-03-29 10:41:40-03","UFSM","HDCF","5871","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Porto Xavier","-55.1375007629395","-27.9055995941162","14548",NA,NA,"auto","Sobral, M.","Nilson",NA,"2001","02","24",NA,NA,NA,NA,NA,"Inventário Florestal, carta 01, parcela 16, árvore 18","2002","05","28","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646","2019-03-29 10:41:40-03","UFSM","HDCF","558","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Passo Fundo","-52.184444","-28.316667",NA,NA,NA,NA,"Figueira, M.","Longhi, S. J.; Marchiori, J. N. C.",NA,"1981","04","14","FLONA","-52.184444","-28.316667",NA,NA,"Talhão 9 - Araucária. Litosol compacto","1981","11","05","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2647","2016-09-05 16:03:31-03","UFSM","HDCF","1436","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Passo Fundo","-52.184444","-28.316667",NA,NA,NA,NA,"Figueira, M.","Longhi, S. J.","449","1983","11","07","FLONA","-52.184444","-28.316667",NA,NA,NA,"2013","10","08","América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648","2019-03-29 10:41:40-03","UFSM","HDCF","4615","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,"Figueira, M.","Longhi, S. J.",NA,"1991","10","28",NA,NA,NA,NA,NA,NA,"2016","04","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649","2019-03-29 10:41:40-03","UFSM","HDCF","4549","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,"Figueira, M.","Longhi, S. J.",NA,"1991","10","30","Tres Cerros de Catalán",NA,NA,NA,NA,NA,"2016","03","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2650","2018-09-12 14:48:34-03","UNIOESTE","UNOP","2586","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Matelândia","-53.957222","-25.299167",NA,NA,NA,NA,"Franco, G.A.D.C.","Cielo-Filho, R.; Periotto, F.; Periotto, F.","1581","2014","11","20","Sítio do Sr. Raimundo Rissardi, Floresta Estacional Semidecidual, floresta secundária, ribeirinha.","-53.957222","-25.299167","331","331","Árvore, 3,5 m, fruto imaturo verde.","2014","12","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2651","2018-09-12 14:48:34-03","UNIOESTE","UNOP","9260","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Capitão Leônidas Marques","-53.623167","-25.503806",NA,NA,NA,NA,"Rocha Filho, J.A.","Rocha Filho, J.A.; Piva, J.; Machado, C.; Piva, J.; Machado, C.","512","2018","01","17","Estrada da unidade de estofados em direção ao Rio Iguaçu.","-53.623167","-25.503806","354","354","Árvore 5 m de altura. Folhas com pontuações tranlúcidas, discolores, cartáceas. Frutos secos, deiscentes, imaturos, verdes.","2018","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652","2018-09-12 14:48:34-03","UNIOESTE","UNOP","7200","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Tamarana","-51.15","-23.883333",NA,NA,NA,NA,"Dall#?# Angnol, R.F.","Dall#?# Agnol, R.F.","121","2009","09","28","Mata do Pinhao.","-51.15","-23.883333",NA,NA,"Árvore 3m. Corola branca-esverdeada. Espinhos na nervura da folha e nos ramos. Borda da mata.","2009","10","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2653","2018-09-12 14:48:34-03","UNIOESTE","UNOP","1235","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Matelândia","-53.887222","-25.353333",NA,NA,NA,NA,"Cielo-Filho, R.","Cielo-Filho, R.; Oliveira, J.N.; Oliveira, J.N.","1226","2013","11","01","Mata da antiga Fazenda Leão","-53.887222","-25.353333","530","530","Árvore, 6 m, flor creme, casca com acúleos.","2014","05","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2654","2015-10-22 10:03:27-02","UNIOESTE","UNOP","16","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Gris, D.; Borges, J.P.","Borges, J.P.; Temponi, L.G.; Boff, L.; Fragoso, M.O.; Temponi, L.G.; Boff, L.; Fragoso, M.O.","1","2012","03","19","Parque Ecológico Paulo Gorski",NA,NA,NA,NA,"Arbórea, cerca de 4 m. Folhas compostas opostas, pinadas, margem serreada, limbo com pontuações translúcidas. Fruto cápsula, com protuberâncias, coloração escura (preta). Área de coleta 1, 1ª coleta, 9º indivíduo.","2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655","2016-04-04 17:00:35-03","UNIOESTE","UNOP","1652","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","48","2012","10","30","Parque Ecológico Paulo Gorski.",NA,NA,NA,NA,"Arbórea, cerca de 3m. Frutos imaturos verdes. Área 1,9º indivíduo.","2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656","2016-04-04 17:00:35-03","UNIOESTE","UNOP","5082","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Bahia","Bahia",NA,NA,NA,NA,NA,NA,"Pirani, J.R.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","47891","1984","06","14","Barra da Estiva.",NA,NA,NA,NA,"Árvore, 8 m, forte cheiro cítrico, flor creme. Mata junto ao campo.","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657","2016-04-04 17:00:35-03","UNIOESTE","UNOP","8066","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Ramos, E.E.; Cargnelutti, J.C.","Temponi, L.G.; Ramos, E.E.; Cargnelutti, J.C.; Ramos, E.E.; Cargnelutti, J.C.","1121","2012","08","06","Parque Ecológico Paulo Gorski",NA,NA,NA,NA,"Arbórea ca. de 7m. Folhas verdes, discolores, espinhos verde claro. Estéril.","2012","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658","2016-04-04 17:00:35-03","UNIOESTE","UNOP","1678","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","74","2012","10","30","Parque Ecológico Paulo Gorski.",NA,NA,NA,NA,"Arbórea, cerca de 4m. Inflorescências em botão. Área 1 , 70º indivíduo.","2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659","2016-04-04 17:00:35-03","UNIOESTE","UNOP","1663","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","59","2012","10","30","Parque Ecológico Paulo Gorski.",NA,NA,NA,NA,"Arbórea, cerca de 4m. Área , 60º indivíduo.","2013","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660","2016-04-04 17:00:35-03","UNIOESTE","UNOP","5897","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Querência do Norte","-53.4844017028809","-23.0835990905762","31834",NA,NA,"auto","Cordeiro, J.; Barbosa, E.","Almeida, K.C.; Amâncio, A.M.D.; Dias, L.A.; Xavier, O.R.; Amâncio, A.M.D.; Dias, L.A.; Xavier, O.R.","208","2008","10","01","Caiua Ilha Gande;RPPN fazenda da mata.",NA,NA,NA,NA,"Árvore, 11m, botões florais verdes.","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","2016-09-15 10:17:31-03","UNIOESTE","UNOP","3640","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Carambeí","-50.0971984863281","-24.9178009033203","26641",NA,NA,"auto","Barboza, E.","Engels, M.E.","1629","2013","09","22","Catanduva de Fora",NA,NA,NA,NA,"Arbórea. Caule castanho a verde. Folhas verdes. Flores alvacentas. Floresta Ombrófila Mista.","2015","04","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662","2016-04-04 17:00:35-03","UNIOESTE","UNOP","1668","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Cascavel","-53.4552993774414","-24.9557991027832","47841",NA,NA,"auto","Borges, J.P.","Borges, J.P.; Tiscoski, T.L.; Tiscoski, T.L.","64","2012","10","30","Parque Ecológico Paulo Gorski.",NA,NA,NA,NA,"Arbórea, cerca de 3m. Inflorescências em botões. Área 1 , 102º indivíduo.","2012","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663","2020-08-31 09:09:50-03","INPA","INPA","180429","S","Plantae","Rutaceae","Fagara","rhoifolia","Fagara rhoifolia sessilifolium","(Lam.) Engl.","Brasil","São Paulo","Jales","-50.5400009155273","-20.2600002288818","16486","INPA0180429",NA,"auto","Hoehne, W","Hoehne, W","s.n.","1950","01","12","São Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,"sessilifolium",NA,NA,NA,NA,NA,NA,NA,NA
"2664","2021-01-10 20:47:49-03","INPA","INPA","142858","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul","Agudo","-53.2400016784668","-29.645299911499","22416","INPA0142858",NA,"auto","Melo, MFF","Sobral, MEG","4514","1985","12",NA,"Cerro Agudo, Cerro Agudo.",NA,NA,NA,NA,NA,"2002",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665","2020-08-31 09:09:57-03","INPA","INPA","2776","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraíba","Areia","-35.6916999816895","-6.96332979202271","15425","INPA0002776",NA,"auto","Albuquerque, BWP de","Moraes, JC de","940","1953","05","14","E. de Agron. do Nordeste. Lugares altos e frescos, terrenos incultos. I.A. do Norte.",NA,NA,NA,NA,NA,"1975",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2666","2020-08-31 09:09:56-03","INPA","INPA","139555","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","INPA0139555",NA,"auto","Pirani, JR","Pereira, E","198","1982","03","11","Adjacências do córrego Cachoeirinha, afluente margem esquerda rio Parancá. Mata.",NA,NA,NA,NA,NA,"1996",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667","2020-08-31 09:09:57-03","INPA","INPA","96977","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","INPA0096977",NA,"auto","Pirani, JR","Heringer, EP","13032","1973","11","20","Catetinho, 20 km ao SW do centro de Brasília. Cerrado arborizado sujeito a fogo. Espécie freqüente na transição de cerrado a mata ciliar.",NA,NA,NA,NA,NA,"1996",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668","2020-08-31 09:09:56-03","INPA","INPA","197835","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","70570","INPA0197835",NA,"auto","Albuquerque, BWP de","Duarte, AP","4923","1959","07","14","Estrada do Redentor, Estrada do Redentor, Ponte do Inferno",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669","2020-08-31 09:09:57-03","INPA","INPA","65904","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","101169","INPA0065904",NA,"auto","Kallunki, JA","Irwin, HS","27501","1970","03","14","Serra do Espinhaço. Cerrado, ca. 13 km E of Diamantina, on brown sandy soil.",NA,NA,"1000","1000",NA,"1976",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2670","2020-08-31 09:09:56-03","INPA","INPA","112251","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Goiás","Goiânia","-49.2538986206055","-16.6786003112793","25250","INPA0112251",NA,"auto","Albuquerque, BWP de","Rizzo, JA","2921","1968","12","09","Estação 15, margem direita da Gom-6, próximo à BR-153. Reserva de mata.",NA,NA,NA,NA,NA,"1982","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671","2020-08-31 09:09:56-03","INPA","INPA","100958","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Goiás","Goiânia","-49.2538986206055","-16.6786003112793","25250","INPA0100958",NA,"auto","Albuquerque, BWP de","Rizzo, JA","3196","1968","12","30","Estação 16. Cerrado.",NA,NA,NA,NA,NA,"1982","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672","2020-08-31 09:09:56-03","INPA","INPA","180429","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","Jales","-50.5400009155273","-20.2600002288818","16486","INPA0180429",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1950","01","12","São Paulo.",NA,NA,NA,NA,NA,"1996",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673","2020-08-31 09:09:56-03","INPA","INPA","130594","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096","48094","INPA0130594",NA,"auto","Albuquerque, BWP de","Folli, DA","194","1980","02","14","Reserva Florestal da CVRD. Est. Baba de Boi, ant. 161-A6, km 0,553, lado direito.",NA,NA,NA,NA,NA,"1985","09",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","2020-08-31 09:09:56-03","INPA","INPA","102591","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Bahia","Maraú","-39.0147018432617","-14.103099822998","47076","INPA0102591",NA,"auto","Albuquerque, BWP de","Mori, SA","11448","1979","02","07","Rod. BR-030, a 3 km ao S de Maraú. Região de restinga, bastante perturbada. Folha SD 24 (14-39b).",NA,NA,NA,NA,NA,"1982",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675","2020-08-31 09:09:56-03","INPA","INPA","195562","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Nova Prata do Iguaçu","-53.3466987609863","-25.6324996948242","17572","INPA0195562",NA,"auto","Hatschbach, GG","Silva, JM da","2212","1998","10","15","Rod. Nova Prata a Cruzeiro do Iguaçu, Rio Jaracatiá",NA,NA,NA,NA,NA,"1998",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","2020-08-31 09:09:56-03","INPA","INPA","197840","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666","36524","INPA0197840",NA,"auto","Albuquerque, BWP de","Sucre, D","3441/1019","1968","08","10","Araras, Base da Pedra Maria Comprida",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","2020-08-31 09:09:57-03","INPA","INPA","203411","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","INPA0203411",NA,"auto","Pirani, JR","Hoehne, W","s.n.","1951","09","28","Parque do Estado de São Paulo.",NA,NA,NA,NA,NA,"1980",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","2021-01-10 20:47:49-03","INPA","INPA","92366","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Ceará","Ubajara","-40.9211006164551","-3.85443997383118","27385","INPA0092366",NA,"auto","Albuquerque, BWP de","Fernandez, A","HPB8242","1980","03","20","Mata próximo à Sede do Parque Nacional de Ubajara.",NA,NA,NA,NA,NA,"1983",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","2020-08-31 09:09:57-03","INPA","INPA","220072","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso","Alta Floresta","-55","-9",NA,"INPA0220072",NA,NA,"Ramos, JF","Sasaki, D","1216","2006","12","14","Propriedade particular de preservação ambiental delimitada pelo Parque Estadual do Cristalino e pelos rios Teles Pires e Cristalino. Topo de serra com afloramentos rochosos próximo ao acampamento. Mata decidual sobre solo pedregoso. Ocorrência de Bom","-55","-9","291","291",NA,"2007",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","2020-08-31 09:09:56-03","INPA","INPA","141965","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará",NA,"-56.3","-1.4",NA,"INPA0141965",NA,NA,"Pirani, JR","Soares, E","107","1986","03","10","Porto Trombetas, Viveiro, Porto Trombetas -Viveiro, próximo ao alojamento pioneiro. Capoeira de terra firme, solo argilo-arenoso.","-56.3","-1.4",NA,NA,NA,"2005","09",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681","2020-08-31 09:09:56-03","INPA","INPA","197829","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio de Janeiro",NA,NA,NA,NA,"INPA0197829",NA,NA,"Albuquerque, BWP de","Machado, O","s.n.","1946","03","13","Restinga da Tijuca",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","2020-08-31 09:09:56-03","INPA","INPA","100966","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Goiás",NA,NA,NA,NA,"INPA0100966",NA,NA,"Albuquerque, BWP de","Rizzo, JA","7840","1972","03","16","Araguaia, Mata.",NA,NA,NA,NA,NA,"1982","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","2021-01-10 20:47:49-03","INPA","INPA","10998","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Acre","Rio Branco","-67.8","-9.97",NA,"INPA0010998",NA,NA,"Melo, MFF","Vasconcellos, D","INPA10998","1962","02","15","Bela Vista, Bela Vista","-67.8","-9.97",NA,NA,NA,"2001","08",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
