"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","identifiedBy","recordedBy","recordNumber","year","month","day","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","sex","class","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"2684","2020-08-31 09:09:56-03","INPA","INPA","111410","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia",NA,"-62.9","-10.1",NA,"INPA0111410",NA,NA,NA,"Silva, JAC da","57","1983","02","07","BR 364, km 207, Estrada Porto Velho-Cuiabá, BR-364, km 207. Capoeira alta, solo argiloso.","-62.9","-10.1",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","2020-08-31 09:09:56-03","INPA","INPA","118326","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará",NA,"-49.35","-4.016667",NA,"INPA0118326",NA,NA,"Albuquerque, BWP de","Daly, DC","1605","1981","11","28","Rio Tocantins near Igarapé Cajazeirinha. Approx. 30 km N of Itupiranga. Forest on terra firme.","-49.35","-4.016667",NA,NA,NA,"1984","06",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","2020-08-31 09:09:56-03","INPA","INPA","10807","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia",NA,"-64.4","-12.5",NA,"INPA0010807",NA,NA,"Albuquerque, BWP de","Rodrigues, WA","4241","1962","01","05","Forte Príncipe da Beira, igarapé da Viúva., Forte Príncipe da Beira, estrada do igarapé da Viúva. Capoeira, solo areno-argiloso.","-64.4","-12.5",NA,NA,NA,"1975",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","2020-08-31 09:09:56-03","INPA","INPA","111899","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Jaru","-62.35","-10.65",NA,"INPA0111899",NA,NA,NA,"Teixeira, LOA","1560","1983","02","17","BR 364, km 295, Estrada Porto Velho-Cuiabá, BR-364, km 295, estrada vicinal alimentadora, linha 632 a 2 km da BR, margem direita. Mata de terra firme, com afloramento de rochas.","-62.35","-10.65",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688","2020-08-31 09:09:56-03","INPA","INPA","11023","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Acre","Rio Branco","-67","-10",NA,"INPA0011023",NA,NA,"Albuquerque, BWP de","Vasconcellos, D","INPA11023","1962","02","19","Colônia Custódio Freire, Colônia Custódio Freire. Terra firme, argilosa.","-67","-10",NA,NA,NA,"1976","02",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","2020-08-31 09:09:56-03","INPA","INPA","101379","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Acre","Xapurí","-67.5","-10",NA,"INPA0101379",NA,NA,"Albuquerque, BWP de","Filho, WW","5","1981","12","11","BR 317, km 11, Estrada de Xapuri, km 111. Capoeira alta, solo argiloso.","-67.5","-10",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","2021-01-10 20:47:49-03","INPA","INPA","119327","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-59.983333","-3.083333",NA,"INPA0119327",NA,NA,"Melo, MFF","Paula, N de","64","1984","07","08","Campus da Universidade Federal do Amazonas, Campus Universitário próximo ao bairro do Coroado","-59.983333","-3.083333",NA,NA,NA,"2001","08",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","2020-08-31 09:09:56-03","INPA","INPA","124103","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Argentina","1º de Mayo","Chaco",NA,NA,NA,"INPA0124103",NA,NA,"Albuquerque, BWP de","Schulz, AG","11695","1961","11","04","Colonia Benítez. Dep. 1º de Mayo. Bosque alto.",NA,NA,NA,NA,NA,"1985","04",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","2020-08-31 09:09:56-03","INPA","INPA","127727","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Santa Isabel do Rio Negro","-65.0192","-0.413889",NA,"INPA0127727",NA,NA,"Reynel, C","Silva, MG da","3402","1977","04","25","Caraparú, Caraparú, capoeira da beira da estrada.","-65.0192","-0.413889",NA,NA,NA,"1993",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","2020-08-31 09:09:56-03","INPA","INPA","131063","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amapá",NA,"-51.733333","-0.183333",NA,"INPA0131063",NA,NA,NA,"Rosa, NA","4283","1982","04","27","Maracá, Quadrícula SB-22-VA-ponto 44, próximo à Santana. Campos Naturais de terra firme.","-51.733333","-0.183333",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","2021-01-10 20:47:49-03","INPA","INPA","131826","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Porto Velho","-64.054957","-8.885557",NA,"INPA0131826",NA,NA,"Melo, MFF","Carreira, LMM","422","1983","02","01","Guajará-Mirim-Abunã, km 12 e 36, Guajará-Mirim-Abunã, trecho entre o km 12 ao km 36.","-64.054957","-8.885557",NA,NA,NA,"2001","03",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","2020-08-31 09:09:56-03","INPA","INPA","134872","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Santa Isabel do Rio Negro","-65.0192","-0.413889",NA,"INPA0134872",NA,NA,"Reynel, C","Silva, MG da","3402","1977","04","25","Caraparú, Caraparú, capoeira da beira da estrada.","-65.0192","-0.413889",NA,NA,NA,"1993",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","2020-08-31 09:09:56-03","INPA","INPA","142196","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"INPA0142196",NA,NA,"Pirani, JR","Hatschbach, GG","49069","1985","03","15","Antonio João, 3-6 km S. Borda da Chapada.",NA,NA,NA,NA,NA,"1985",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","2020-08-31 09:09:56-03","INPA","INPA","153441","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Guajará-Mirim","-64.916667","-10.666667",NA,"INPA0153441",NA,NA,"Albuquerque, BWP de","Ferreira, CAC","8786","1987","04","10","BR 425, km 65 Assentamento do INCRA, Estrada de Assentamento do INCRA a 65 km da BR-425, divisa com o Parque Indigena Lages.","-64.916667","-10.666667",NA,NA,NA,"1982",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","2020-08-31 09:09:56-03","INPA","INPA","132109","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso","Vila Bela da SantíssimaTrindad","-58","-15.8",NA,"INPA0132109",NA,NA,"Silva, MG da","Moura, LCC","942","1983","05","08","Fazenda Formosa, km 12, Estrada para a Fazenda Formosa, km 12. Mata de terra firme, solo argiloso.","-58","-15.8",NA,NA,NA,"1983",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","2020-08-31 09:09:56-03","INPA","INPA","119940","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Conceição do Araguaia","-50.166667","-8.05",NA,"INPA0119940",NA,NA,"Pirani, JR","Plowman, T","8461","1980","02","08","Range of low hills ca. 20 km west of Redenção, near Côrrego São João and Troncamento Santa Teresa. Forest margin along road.","-50.166667","-8.05","350","620",NA,"1996",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","2020-08-31 09:09:56-03","INPA","INPA","131032","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Paragominas","-47.538503","-4.436442",NA,"INPA0131032",NA,NA,"Silva, MG da","Maciel, UN","486","1979","12","10","Itinga, Fazenda Cabore.","-47.538503","-4.436442",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","2020-08-31 09:09:56-03","INPA","INPA","161147","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Bolivia","Santa Cruz",NA,"-63.066667","-17.766667",NA,"INPA0161147",NA,NA,"Nee, MH","Nee, MH","37508","1989","01","03","Prov. Andres Ibanez, Jardim Botânico de Santa Cruz, 12 km E of center of Santa Cruz on road to Cotoca. Secondary (30-40 years old) subtropical semi-deciduous forest, the trees to 15m. tall, Anadenanthera macrocarpa, Gallesia integrifiolia, very flat,","-63.066667","-17.766667","375","375",NA,"1989",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","2021-01-10 20:47:49-03","INPA","INPA","161391","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais","Paracatu","-46.766667","-17.283333",NA,"INPA0161391",NA,NA,"Melo, MFF","Walter, BMT","105","1989","03","04","Rodovia BR-40, entre Paracatu e João Pinheiro","-46.766667","-17.283333",NA,NA,NA,"2001","03",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","2021-01-10 20:47:49-03","INPA","INPA","179586","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-59.966667","-2.883333",NA,"INPA0179586",NA,NA,"Pirani, JR","Vicentini, A","947","1995","05","05","Reserva Florestal Adolfo Ducke, Na entrada da Reserva.","-59.966667","-2.883333",NA,NA,NA,"1996","01",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","2021-01-10 20:47:49-03","INPA","INPA","180427","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0180427",NA,NA,"Hoehne, W","Hoehne, W","13254","1945","10","08","Parque do Estado de São Paulo, Capital.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","2020-08-31 09:09:56-03","INPA","INPA","180427","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0180427",NA,NA,"Hoehne, W","Hoehne, W","s.n.","1945","10","08","Parque do Estado de São Paulo, Capital.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","2020-08-31 09:09:56-03","INPA","INPA","180428","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0180428",NA,NA,"Hoehne, W","Hoehne, W","s.n.","1944","10","17","Parque do Estado de São Paulo, Capital.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","2021-01-10 20:47:49-03","INPA","INPA","180428","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0180428",NA,NA,"Hoehne, W","Hoehne, W","11349","1944","10","17","Parque do Estado de São Paulo, Capital.",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","2021-01-10 20:47:49-03","INPA","INPA","180561","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Ariquemes","-62.983333","-10",NA,"INPA0180561",NA,NA,"Melo, MFF","Nee, MH","34389","1987","03","15","9.5 Km. SE of Ariquemes on hwy. BR-364, then 3.6 km. E on  Linea 55.","-62.983333","-10",NA,NA,NA,"2001","05",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","2021-01-10 20:47:49-03","INPA","INPA","180671","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Costa Marques","-64.233333","-12.416667",NA,"INPA0180671",NA,NA,"Melo, MFF","Nee, MH","34564","1987","03","29","Ca. 5 Km. NW of Costa Marques.","-64.233333","-12.416667",NA,NA,NA,"2001","05",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","2021-01-10 20:47:49-03","INPA","INPA","180672","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rondônia","Costa Marques","-64.233333","-12.416667",NA,"INPA0180672","INPA0180672 INPA0180672_e",NA,"Melo, MFF","Nee, MH","34564","1987","03","29","Ca. 5 Km. NW of Costa Marques.","-64.233333","-12.416667",NA,NA,NA,"2001","05",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","2020-08-31 09:09:56-03","INPA","INPA","184666","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Maranhão",NA,"-44.25","-2.5",NA,"INPA0184666",NA,NA,"Rosa, NA","Muniz, FH","81","1992","05","05","Reserva Florestal do Sacavém, São Luis - Reserva Florestal do Sacavem","-44.25","-2.5",NA,NA,NA,"1992","11",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712","2021-01-10 20:47:49-03","INPA","INPA","188110","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-59.966667","-2.883333",NA,"INPA0188110",NA,NA,"Pirani, JR","Costa, MAS","424","1995","11","08","Reserva Florestal Adolfo Ducke, Margem da estrada de acesso, próximo a guarita.","-59.966667","-2.883333",NA,NA,NA,"1996","01",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","2021-01-10 20:47:49-03","INPA","INPA","189862","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-59.966667","-2.883333",NA,"INPA0189862",NA,NA,"Pirani, JR","Pirani, JR","3658","1996","01","19","Reserva Florestal Adolfo Ducke, Próx. portão de entrada.","-59.966667","-2.883333",NA,NA,NA,"1996","01",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","2021-01-10 20:47:49-03","INPA","INPA","197800","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0197800",NA,NA,"Albuquerque, BWP de","Lima, JI","B60738","1947","04",NA,"Itapetinga",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","2021-01-10 20:47:49-03","INPA","INPA","197801","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio de Janeiro",NA,NA,NA,NA,"INPA0197801",NA,NA,"Albuquerque, BWP de","Antenor","INPA197801","1927","10","05","Vista Chineza",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","2020-08-31 09:09:56-03","INPA","INPA","197802","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal",NA,NA,NA,NA,"INPA0197802",NA,NA,"Albuquerque, BWP de","Occhioni, P","322","1944","12","11","Serra da Carioca",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","2020-08-31 09:09:56-03","INPA","INPA","197803","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","São Paulo",NA,NA,NA,NA,"INPA0197803",NA,NA,"Albuquerque, BWP de","Gomes Junior, JC","253","1949","05","09","Matão",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","2020-08-31 09:09:56-03","INPA","INPA","158679","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Almeirim","-52.2","-0.8",NA,"INPA0158679",NA,NA,"Silva, NT da","Silva, NT da","5405","1979","09","06","Floresta secundária de terra firme. Relevo plano. Área do ideal (Pedral).","-52.2","-0.8",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719","2020-08-31 09:09:56-03","INPA","INPA","197805","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Mato Grosso",NA,"-57.1","-15",NA,"INPA0197805",NA,NA,"Albuquerque, BWP de","Guerra, F","26",NA,NA,NA,"Campo Grande, Campo Grande","-57.1","-15",NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720","2020-08-31 09:09:56-03","INPA","INPA","197809","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais",NA,NA,NA,NA,"INPA0197809",NA,NA,"Albuquerque, BWP de","Heringer, EP","98","1940","12","05","Coronel Pacheco, estação Experimental do Café",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","2021-01-10 20:47:49-03","INPA","INPA","197813","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio Grande do Sul",NA,NA,NA,NA,"INPA0197813",NA,NA,"Albuquerque, BWP de","Mattos, A de","RB63220","1948","02","17","Canela",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","2021-01-10 20:47:49-03","INPA","INPA","197824","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Minas Gerais",NA,NA,NA,NA,"INPA0197824",NA,NA,"Albuquerque, BWP de","Kuhlmann, JG","RB2290","1934","02","22","Viçosa, Fazenda Crissiuma(1733)",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","2021-01-10 20:47:49-03","INPA","INPA","197825","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Rio de Janeiro",NA,NA,NA,NA,"INPA0197825",NA,NA,"Albuquerque, BWP de","Kuhlmann, JG","RB41455","1939","09","27","Lagoa Rodrigo de Freitas",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","2020-08-31 09:09:56-03","INPA","INPA","197830","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal",NA,NA,NA,NA,"INPA0197830",NA,NA,"Albuquerque, BWP de","Machado, O","s.n.","1948","07","04","Restinga do Leblon, Chácara Guimarães",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","2021-01-10 20:47:49-03","INPA","INPA","197834","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Paraná","Foz do Iguaçu","-54.434444","-25.673889",NA,"INPA0197834",NA,NA,"Melo, MFF","Duarte, AP","1879","1949","05","15","Parque Nacional do Iguaçú, Parque Nacional Iguaçu.","-54.434444","-25.673889","331","331",NA,"2001","08",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","2020-08-31 09:09:56-03","INPA","INPA","197845","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Guanabara",NA,NA,NA,NA,"INPA0197845",NA,NA,"Albuquerque, BWP de","Sucre, D","7801","1971","10","20","Taquara da Tijuca",NA,NA,NA,NA,NA,"1981","10",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","2021-01-10 20:47:49-03","INPA","INPA","202511","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Pará","Tomé-Açu","-48.1","-2.4",NA,"INPA0202511",NA,NA,"Melo, MFF","Nitta, A","17620","1997","02","05",NA,"-48.1","-2.4",NA,NA,NA,"2001","05",NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","2020-08-31 09:09:57-03","INPA","INPA","205849","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal",NA,"-47.966667","-15.983333",NA,"INPA0205849",NA,NA,NA,"Felfili, JM","254","1994","03","22","Fazenda Água Limpa, mata do Gama, Linha 1","-47.966667","-15.983333",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","2020-08-31 09:09:57-03","INPA","INPA","205850","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Distrito Federal",NA,"-47.933333","-15.933333",NA,"INPA0205850",NA,NA,NA,"Felfili, JM","268","1994","04","05","Fazenda Água Limpa, mata do Capetinga, próximo à entrada da FAL","-47.933333","-15.933333",NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","2020-08-31 09:09:57-03","INPA","INPA","2096","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-60.016667","-3.083333",NA,"INPA0002096",NA,NA,"Albuquerque, BWP de","Almeida, JC de","INPA2096","1955","10","07","Adrianópolis, Adrianópolis, campo Vieiralves. T. firme, solo arenoso, capoeira aberta.","-60.016667","-3.083333",NA,NA,NA,"1975",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","2020-08-31 09:09:57-03","INPA","INPA","211949","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Amazonas","Manaus","-59.966667","-3.1",NA,"INPA0211949",NA,NA,"Ramos, JF","Oliveira, FPM","116","2001","12","05","Campus da Universidade Federal do Amazonas, Campus da Universidade Federal do Amazonas (UFAM), capoeira próxima à estrada principal.","-59.966667","-3.1",NA,NA,NA,"2001",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","2020-08-31 09:09:57-03","INPA","INPA","205877","S","Plantae","Rutaceae","Zanthoxylum","rhoifolium","Zanthoxylum rhoifolium","Lam.","Brasil","Goiás",NA,"-50.116667","-15.9",NA,"INPA0205877",NA,NA,"Smith, SF","Kirkbride Junior, JH","3426","1980","02","12","Fazenda das Esmeraldas, perto do Córrego Paciência e GO-164, ca. 6 km NE de Goiás Velho","-50.116667","-15.9",NA,NA,NA,"1993",NA,NA,"Southern America",NA,NA,"Dicotyledon Com-Clade","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
