"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"206","2020-07-23 12:15:07-03","CEPLAC","CEPEC","52428","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"A. M. Amorim","2005","11","05",NA,"Brasil","Bahia","6Km na estr. de Comandatuba, p/ a praia de Una.",NA,NA,NA,NA,NA,NA,NA,"487","UNA","-39.0752983093262","-15.2932996749878",NA,NA,"C. C. Berg",NA,NA,NA,NA,NA,NA,"36070","auto",NA,"30/12/1996",NA,NA
"207","2016-08-23 10:59:55-03","NHMLondon","NHM-LONDON-BOT","BM001125114","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta","Isotype","George Gardner; b.1812; d.1849; Gardner","1837","07",NA,NA,"Brasil","Rio de Janeiro",NA,NA,"NHMUK:ecatalogue:2828146","<a href=http://www.nhm.ac.uk/services/media-store/asset/2356d98ddc9587726712b4b3dd70450b609da533/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Schott","822",NA,"-43.2098","-22.8023",NA,NA,"Gisela Pelissari; Instituto de Botanica, Sao Paulo",NA,"2013","09","25","-43.2098","-22.8023",NA,NA,NA,NA,NA,NA
"208","2020-11-05 13:53:53-03","UNIRIO","HUNI","3631","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"A.C.A. Defaveri; L.R. Forain; L.G. Silva","2014","11","03",NA,"Brasil","Rio de Janeiro","Barra da Tijuca. Condomínio Mansões, Bosque Jerusalém.",NA,NA,"Habitat: Restinga Habito: Árvore","HUNI00003631",NA,NA,"Schott",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"A.C.A. Defaveri",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"209","2019-10-03 10:04:05-03","UFSCar","SORO","1539","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,NA,"2002","08","08",NA,"Brasil","Minas Gerais","Serra do Lopo-Estrada da Embratel",NA,NA,NA,NA,NA,NA,"Schott","454","Extrema","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA
"210","2019-05-31 13:24:17-03","UFMT","UFMT","25411","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Ferreira, H.; Costa, D.C.; Arruda, E.C.; Silveira, E.A.; Amorim Neto, L.","2011","04","01",NA,"Bolívia",NA,NA,NA,NA,"Frutos Arrocheados,porte de 13 metros; Praia da Gava",NA,NA,NA,"Schott","s.n.",NA,NA,NA,NA,NA,"Santos, D.A.",NA,"2010","12","02",NA,NA,NA,NA,NA,NA,NA,NA
"211","2019-05-31 13:24:17-03","UFMT","UFMT","7454","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Guarim Neto, G.","1980","11","18",NA,"Brasil","Mato Grosso","Cáceres,Estação Ecológica de Taiamã pantanal",NA,NA,"Árvore de 18 m de altura com folhas cordiáceas,infrutescência globosa,verde,muito comum na ilha",NA,NA,NA,"Schott","317","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,"Santos, D.A.",NA,"2010","10","02",NA,NA,"172193","auto",NA,NA,NA,NA
"212","2019-05-31 13:24:17-03","UFMT","UFMT","7465","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Guarim Neto, G.","1979","06","09",NA,"Brasil","Mato Grosso","Mato Grosso .Municipio de Cáceres.Taiamã.Rio Paraguai.Pantanal",NA,NA,"Árvore ca.20 me de altura,muito ramificada folhas coreacea.Material estéril",NA,NA,NA,"Schott","185","Cáceres","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,"2010","12","02",NA,NA,"172193","auto",NA,NA,NA,NA
"213","2019-05-31 13:24:17-03","UFMT","UFMT","7457","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Guarim Neto, G.","1984","11","01",NA,"Brasil","Mato Grosso","MT.Poconé .Fazenda de Sr João Gomes.Pantanal na margem do rio solo argiloso-arenoso",NA,NA,"Árvore de ca. de 20 metros de altura frutos arredondados jovens.Latescente, látex branco; Solo argilo-arenoso",NA,NA,NA,"Schott","1047","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"Santos, D.A.",NA,"2010","12","02",NA,NA,"200792","auto",NA,NA,NA,NA
"214","2020-03-10 19:41:31-03","UFMT","UFMT","25957","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Equipe Pantanal Poconé","1991","09","12",NA,"Brasil","Mato Grosso","MT.Poconé -Rodovia Transpantaneira.Fazenda do ''Seo Fio''.Atrás do portão do IBAMA",NA,NA,"Projeto''Estudos Floristicos Criptogâmico e fanerogâmo no pantanal de Poconé Mato Grosso''CNPq-linhas de Ação em Botânica.; Árvore de ca de 10 metros de altura.Frutos verdes",NA,NA,NA,"Schott","373","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"Santos, D.A.",NA,"2010","12","02",NA,NA,"200792","auto",NA,NA,NA,NA
"215","2019-05-31 13:24:17-03","UFMT","UFMT","7455","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Guarim Neto, G.","1984","11","01",NA,"Brasil","Mato Grosso","Poconé. fazenda de Sr. João Gomes .Pantanal na margem do rio",NA,NA,"Árvore de ca. de 20 m de altura, frutos arredondados,jovens.Latescente,látex branco; Árgilo-arenoso",NA,NA,NA,"Schott","1047","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"Santos, D.A.",NA,"2010","12","02",NA,NA,"200792","auto",NA,NA,NA,NA
"216","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Moraceae","Urostigma","hirsutum","Urostigma hirsutum",NA,"Luschnath, B",NA,NA,NA,NA,"?",NA,"prope Rio in via ad S. Clemente, in horto, cum Coussapoae arbore coalita",NA,NA,"(forma folii basi magis cuneatis)",NA,NA,NA,"(Schott) Miq.","s.n.",NA,NA,NA,NA,"P04P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Moraceae","Urostigma","hirsutum","Urostigma hirsutum",NA,"Schott, HW",NA,NA,NA,"Southern America","Brazil",NA,"Crescit prope Tingua provinciae Rio de Janeiro",NA,NA,NA,NA,NA,NA,"(Schott) Miq.","s.n.",NA,NA,NA,NA,"P04P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum",NA,"Salzmann, P",NA,NA,NA,"Southern America","Brazil",NA,"Crescit Bahiae in collibus",NA,NA,NA,NA,NA,NA,"Miq.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-08 12:43:40-03","UFRGS","ICN","176673","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Santo, IE","2012","05","08","América do Sul","Brasil","RJ","Terminal Ponta Negra",NA,NA,"Doação HB 94431; Árvore, ca. 4 m, figos com interior castanho, látex branco; Mata de Restinga","ICN00013306","Dicotyledon",NA,"Schott","741","Maricá","-42.8185997009277","-22.9193992614746",NA,"ICN00013306 ICN00013306_1","Vianna Filho, MDM",NA,"2012","05","08",NA,NA,"20726","auto",NA,NA,NA,NA
"220","2020-08-26 10:49:50-03","MCN-FZBRS","HAS","4214","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Sucre, D.","1969","05",NA,NA,"Brasil","Rio de Janeiro","Restinga de Jacarepaguá",NA,NA,"árvore com 6 m de altura; crescendo em restinga alta, densa e úmida; fruto maduro avermelhado","HAS0004214","Magnoliophyta",NA,"Schott","5016","Guanabara",NA,NA,NA,NA,"Barroso, G.",NA,"1969","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-08-26 10:49:50-03","MCN-FZBRS","HAS","4239","PreservedSpecimen","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Sucre, D.","1972","02",NA,NA,"Brasil","Rio de Janeiro","Estrada da Vista Chinesa",NA,NA,"360 m;sm Guanabará; árvore com 9 m de altura; beira de mato; liconus verdes pálido; látex","HAS0004239","Magnoliophyta",NA,"Schott","8504","Alto da Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-08-13 18:02:45-03","IBt","SP","295975","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lyra Lemos, RP","1981","07","31",NA,"Brasil","Alagoas",NA,NA,NA,NA,NA,NA,NA,"Schott","701","Barra de São Miguel","-35.9077987670898","-9.84000015258789",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13333","auto",NA,NA,NA,NA
"223","2020-04-15 17:20:08-03","IBt","SP","251984","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Carvalho, AM","1989","10","26",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Schott","2559","Cruz das Almas","-39.1018981933594","-12.6700000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA
"224","2020-12-10 11:27:57-03","IBt","SP","392051","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lopes, MMM","2006","07","02",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"Schott","941","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"68835","auto",NA,NA,NA,NA
"225","2020-09-17 08:58:29-03","IBt","SP","320096","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pereira, OJ","1993","09","27",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Schott","4980","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37987","auto",NA,NA,NA,NA
"226","2021-01-07 09:34:04-03","IBt","SP","453888","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Braga, JMA","1993","02","28",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Schott","268","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"227","2020-09-17 08:58:29-03","IBt","SP","320099","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Zambom, O","1995","08","17",NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,"Schott","82","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA
"228","2020-12-30 07:49:00-03","IBt","SP","443011","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Yamamoto, LF","2002","09","05",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Schott","637","Extrema","-46.3182983398438","-22.854700088501",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA
"229","2021-01-21 15:29:40-03","IBt","SP","489036","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Dantas, HGD","2004","04","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","246","Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA
"230","2020-11-26 10:01:01-03","IBt","SP","382758","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lobão, AQ","1998","11","12",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","388","Armação de Búzios","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA
"231","2021-01-07 09:34:04-03","IBt","SP","453889","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Braga, JMA","1999","10","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","5524","Duque de Caxias","-43.3116989135742","-22.7856006622314",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34388","auto",NA,NA,NA,NA
"232","2021-01-07 09:34:04-03","IBt","SP","454098","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Sucre, D","1971","12","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","8050","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"233","2021-01-07 09:34:04-03","IBt","SP","454112","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Mattos Filho, A","1974","12","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","560","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"234","2021-01-21 15:29:40-03","IBt","SP","490605","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Mattos Filho, A","1974","12","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","560","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"235","2020-11-26 10:01:01-03","IBt","SP","382217","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Lobão, AQ","1996","04","27",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","135","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA
"236","2020-11-26 10:01:01-03","IBt","SP","382218","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Farney, C","1996","12","17",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Schott","3564","Saquarema","-42.5102996826172","-22.9200000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA
"237","2020-12-10 11:27:57-03","IBt","SP","397430","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Pessoa, SVA","1993","01","12",NA,"Brasil","Rio de Janeiro","Reserva Biológica de Poço das Antas",NA,NA,NA,NA,NA,NA,"Schott","639","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA
"238","2021-01-07 09:34:04-03","IBt","SP","454113","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Luchiari, C","1994","02","03",NA,"Brasil","Rio de Janeiro","Reserva Biológica de Poço das Antas",NA,NA,NA,NA,NA,NA,"Schott","272","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA
"239","2020-12-10 11:27:57-03","IBt","SP","396857","S","Plantae","Moraceae","Ficus","hirsuta","Ficus hirsuta",NA,"Ininteligivel","1997","03","12",NA,"Brasil","São Paulo","Estação Ecológica de Caetetus",NA,NA,NA,NA,NA,NA,"Schott","s.n.","Gália","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA
"240","2015-09-05 07:47:30-03","UM","RECOLNAT_UM_MPU","MPU011338","PreservedSpecimen",NA,"Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum","isotype","Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011338' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011338",NA,NA,"Miq.",NA,NA,NA,NA,NA,NA,"Noullet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2015-09-25 11:16:40-03","UM","RECOLNAT_UM_MPU","MPU011340","PreservedSpecimen",NA,"Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum","isotype","Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia; in collibus","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011340' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011340",NA,NA,"Miq.",NA,NA,NA,NA,NA,NA,"Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2015-09-05 07:47:30-03","UM","RECOLNAT_UM_MPU","MPU011339","PreservedSpecimen",NA,"Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum","isotype","Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia; in collibus","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011339' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011339",NA,NA,"Miq.",NA,NA,NA,NA,NA,NA,"Noullet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2015-09-05 07:47:30-03","UM","RECOLNAT_UM_MPU","MPU011337","PreservedSpecimen",NA,"Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum","isotype","Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011337' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011337",NA,NA,"Miq.",NA,NA,NA,NA,NA,NA,"Noullet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2015-09-05 07:47:30-03","UM","RECOLNAT_UM_MPU","MPU011336","PreservedSpecimen",NA,"Moraceae","Urostigma","salzmannianum","Urostigma salzmannianum","isotype","Salzmann, P.",NA,NA,NA,NA,"Brésil",NA,"Bahia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu011336' target='other'> <mi>dwc_moreinfo</mi></a>","MPU011336",NA,NA,"Miq.",NA,NA,NA,NA,NA,NA,"Noullet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
