"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem"
"98","2019-08-27 13:30:06-03","IAP","PACA-AGP","46176","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Emrich-Rambo","1954","08","04","Rambo, B.",NA,"1950","03","06","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,"27350",NA,NA,"EM PERIGO&nf;SEM MATERIAL Habitat: in paludosis Fenofase: flor e fruto","auto",NA,NA,NA,"PACA046176",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"99","2019-08-27 13:30:06-03","IAP","PACA-AGP","31741","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Emrich-Rambo","1954","08","04","Rambo, B.",NA,"1946","02","07","Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,"19353",NA,NA,"EM PERIGO Habitat: in paludosis Fenofase: flor e fruto","auto",NA,NA,NA,"PACA031741",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"100","2019-08-27 13:30:06-03","IAP","PACA-AGP","63591","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Emrich-Rambo","1958","09","17","Rambo, B.",NA,"1958","01","23","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,"27350",NA,NA,"EM PERIGO Habitat: in humidis Fenofase: flor e fruto","auto",NA,NA,NA,"PACA063591",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"101","2019-08-27 13:30:06-03","IAP","PACA-AGP","45139","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Emrich-Rambo","1954","08","03","Rambo, B.",NA,"1950","01","04","Brasil","RS","Osório","Fazenda do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,"27350",NA,NA,"EM PERIGO&nf;SEM MATERIAL Habitat: in paludosis Fenofase: flor e fruto","auto",NA,NA,NA,"PACA045139",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"102","2019-08-27 13:30:06-03","IAP","PACA-AGP","95253","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","J. Mauhs",NA,NA,NA,"Mauhs, J.",NA,"2005","02","24","Brasil","RS","Palmares do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,"31350",NA,NA,"EM PERIGO&nf;Biomassa de macrófitas aquáticas; P. A. 10. Habitat: Em área alagada.","auto",NA,NA,NA,"PACA095253",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"103","2019-08-27 13:30:06-03","IAP","PACA-AGP","58171","PreservedSpecimen","Plantae","Magnoliophyta","Haloragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R. Reitz","1955",NA,NA,"Reitz, R.","1005","1953","09","24","Brasil","SC","Palhoça","Campo Massiambu","-48.6678009033203","-27.645299911499",NA,NA,"31105",NA,NA,"EM PERIGO&nf;HBR 9421 Habitat: in humidis Fenofase: flor","auto",NA,NA,NA,"PACA058171",NA,"Magnoliatae",NA,NA,NA,NA,NA,NA
"104","2021-04-07 11:44:59-03","UFMS","CGMS","69266","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","V.J. Pott","2017","12","10","V.J. Pott; A. Pott","12427","2017","09","08","Brasil","Mato Grosso do Sul","Campo Grande","Rancho WN (Waldir Neves). A norte do açude grande com aterro.","-54.5111111","-20.5608333","-54,5111111","-20,5608333",NA,"594","594","Flor ausente. Fruto ausente. Habitat: Borda de Vereda, no entorno de um pequeno açude para o gado. Solo hidromórfico, orgânico. Relevo encosta intermediário de ondulado. Habito: Erva aquática emergente. 5-15 cm de altura. Mancha ocas",NA,NA,NA,NA,"CGMS1102224",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-27 13:49:31-03","UFS","ASE","20722","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Nascimento - Júnior, JE","2011","07","04","Nascimento - Júnior, JE; Amaral, MCE; Bittrich, V; Carregosa, T; Costa, SM","911","2011","07","04","Brasil","Sergipe","Santo Amaro das Brotas","Margem de lagoa.","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,NA,"Erva palustre, ramos avermelhados. &nf;; Erva palustre, ramos avermelhados. &nf;; Restinga.",NA,"Southern America",NA,NA,"ASE0027042",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-27 13:49:31-03","UFS","ASE","20771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Nascimento - Júnior, JE","2011","08","05","Nascimento - Júnior, JE; Melo, DS; Santos, LAS; Souza, CAS","1062","2011","06","18","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,NA,"Erva. Caule verde-avermelhado.; Erva. Caule verde-avermelhado.; Solo alagado no limite apicum-restinga.",NA,"Southern America",NA,NA,"ASE0027002",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:31:46-03","UNICAMP","UEC","39745","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Harley, RM","1977",NA,NA,"Harley, RM; Mayo, RMS; Storr, RM; Santos, TS; Pinheiro, RS","18039","1977","01","17","Brazil","Bahia","Alcobaça","Rodovia Alcobaça/Prado - BA 001 Between Alcobaça and Caravelas on the BA. 001 highway.","-39.233333","-17.716667","-39.233333","-17.716667",NA,NA,NA,"Fleshy decumbent herb with erect stems to 20cm. Stems bright pinkish-red. Leaves green. Flowers reddish.; Mixed restinga, mainly high restinga on drier ground, with areas of normally wet sedge meadow. This plant in damp hollow.",NA,NA,NA,NA,"UEC092744","UEC092744",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:31:46-03","UNICAMP","UEC","114526","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS",NA,NA,NA,"Aona, LYS; Belinello, R","765","2000","08","22","Brazil","Bahia","Morro do Chapéu","Cachoeira do Ferro Doido 620m alt.","-41.370833","-11.483056","-41.370833","-11.483056",NA,NA,NA,"Caule avermelhado.; Ocorreindo sobre areia.",NA,NA,NA,NA,"UEC092736","UEC092736",NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 16:31:46-03","UNICAMP","UEC","93689","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS",NA,NA,NA,"Amaral, MCE; Faria, AD; Falcão, JC; Gottermann, S; Belinello, R; Callago, R","9580","1995","07","19","Brazil","São Paulo","Itirapina","Fazenda da RIPASA SP 225 Primeiro brejo do lado esquerdo em direção à Brotas.","-47.75","-22.2","-47.75","-22.2",NA,NA,NA,"Erva.; Brejo.",NA,NA,NA,NA,"UEC092740","UEC092740",NA,NA,NA,NA,NA,NA,NA
"110","2021-03-01 16:31:46-03","UNICAMP","UEC","60511","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Silva, SM; Britez, RM","24609","1985","09","15","Brazil","Paraná","Paranaguá","Ilha do Mel, Caminho do belo.","-48.5092010498047","-25.5200004577637",NA,NA,"24916",NA,NA,"Erva rasteira.; Local úmido.","auto",NA,NA,NA,"UEC092741","UEC092741",NA,NA,NA,NA,NA,NA,NA
"111","2021-03-01 16:31:46-03","UNICAMP","UEC","85757","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Cordeiro, I","1990","10","04","Mamede, MCH; Cordeiro, I; Zappi, DC; Sugiyama, M","192","1989","10","25","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"37574",NA,NA,"Erva rasteira avermelhada, flores vermelhas.; Restinga baixa, solo arenoso.","auto",NA,NA,NA,"UEC092743","UEC092743",NA,NA,NA,NA,NA,NA,NA
"112","2019-08-20 10:15:47-03","UNICAMP","UEC","112981","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","2003","01",NA,"Ferreira, MCC; Belinello, R; Pansarin, ER; Faria, AD; Anderson, LO; Gonçalves, S","141","2000","03","22","Brazil","São Paulo","Casa Branca",NA,"-47.0800018310547","-21.7700004577637",NA,NA,"27086",NA,NA,NA,"auto",NA,NA,NA,"UEC092742","UEC092742",NA,NA,NA,NA,NA,NA,NA
"113","2019-08-20 10:15:47-03","UNICAMP","UEC","112282","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","2000","11",NA,"Ferreira, MCC; Pansarin, ER; Faria, AD; Belinello, R","102","2000","04",NA,"Brazil","São Paulo","Itararé","Fazenda da RIPASA","-49.3400001525879","-24.1100006103516",NA,NA,"27729",NA,NA,NA,"auto",NA,NA,NA,"UEC092737","UEC092737",NA,NA,NA,NA,NA,NA,NA
"114","2021-03-01 16:31:46-03","UNICAMP","UEC","110835","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS",NA,NA,NA,"Amaral, MCE; Bittrich, V; Mendonça, TG; Belinello, R","200017","2000","02","04","Brazil","São Paulo","Itirapina","Margem da represa do Broa.","-47.8199996948242","-22.25",NA,NA,"22843",NA,NA,"Erva até 15cm, caule e flores avermelhados.; Solo arenoso, ancharcado.","auto",NA,NA,NA,"UEC092739","UEC092739",NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 16:31:46-03","UNICAMP","UEC","100814","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","1998","01",NA,"Grotta, AS","s.n.","1956","09","07","Brazil","São Paulo","Mogi Mirim",NA,"-46.9500007629395","-22.4300003051758",NA,NA,"19575",NA,NA,"Erva rasteira.; Terreno brejoso.","auto",NA,NA,NA,"UEC092738","UEC092738",NA,NA,NA,NA,NA,NA,NA
"116","2019-08-20 10:15:47-03","UNICAMP","UEC","93845","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","1997","11",NA,"Gehrt, A","s.n.","1940","11","10","Brazil","São Paulo","Rio Grande da Serra","Beira da Represa do Alto da Serra.","-46.3899993896484","-23.7399997711182",NA,NA,"7673",NA,NA,NA,"auto",NA,NA,NA,"UEC092745","UEC092745",NA,NA,NA,NA,NA,NA,NA
"117","2021-03-01 16:31:46-03","UNICAMP","UEC","100121","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","1998","01",NA,"Hoehne, W","s.n.","1948","09","30","Brazil","São Paulo","São Paulo","Brooklin Paulista","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"Planta palustre.; Brejo.","auto",NA,NA,NA,"UEC092735","UEC092735",NA,NA,NA,NA,NA,NA,NA
"118","2021-03-01 16:31:46-03","UNICAMP","UEC","698008","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","1998","01",NA,"Hoehne, W","s.n.","1941","11","13","Brazil","São Paulo","São Paulo","Campo Congonhas","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,"Brejo.","auto",NA,NA,NA,"UEC092746","UEC092746",NA,NA,NA,NA,NA,NA,NA
"119","2019-08-20 10:15:47-03","UNICAMP","UEC","94058","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Aona, LYS","1997","11",NA,"Sendulsky, T","828","1969","10","17","Brazil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto",NA,NA,NA,"UEC092748","UEC092748",NA,NA,NA,NA,NA,NA,NA
"120","2021-03-01 16:31:46-03","UNICAMP","UEC","176923","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Nascimento-Junior, JE","2011","08","05","Nascimento-Junior, JE; Melo, DS; Santos, LAS; Souza, CAS","1062","2011","06","18","Brazil","Sergipe","Santo Amaro das Brotas",NA,"-37.0544013977051","-10.7889003753662",NA,NA,"21551",NA,NA,"Erva, caule verde-avermelhado; Solo alagado no limite apicum-restinga.","auto",NA,NA,NA,"UEC023858","UEC023858",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-01 16:31:46-03","UNICAMP","UEC","177195","S","Plantae","Magnoliopsida",NA,"Haloragidaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Nascimento-Junior, JE","2011","07","04","Nascimento-Junior, JE; Melo, DS; Santos, LAS; Souza, CAS","911","2011","07","04","Brazil","Sergipe","Santo Amaro das Brotas","Margem de lagoa.","-37.0544013977051","-10.7889003753662",NA,NA,"21551",NA,NA,"erva palustre, ramos avermelhados.; Restinga.","auto",NA,NA,NA,"UEC002548","UEC002548",NA,NA,NA,NA,NA,NA,NA
"122","2020-03-12 10:29:13-03","UFOP","OUPR","34066","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pedrosa, L.G.","2019","04","05","Pedrosa, L.G.","1542","2019","04","05","Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,NA,NA,"Erva, 20cm. Flores pequenas, vináceas. Brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-06 09:55:48-03","UFOP","OUPR","8577","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Meyer, S.T.","2000","03",NA,"Ferreira, F.A.","s.n.","2000","02","07","Brasil","Espírito Santo","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"Planta anfíbia. Lagoa de restinga, lagoa costeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-06 09:55:48-03","UFOP","OUPR","9454","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Meyer, S.T.","2000","03",NA,"Ferreira, F.A.","s.n.","2000","02","07","Brasil","Espírito Santo","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"Planta emergente. Lagoa de restinga, lagoa costeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-06 09:55:48-03","UFOP","OUPR","9455","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Meyer, S.T.","2000","03",NA,"Nogueira, R.E.","s.n.","2000","02","07","Brasil","Espírito Santo","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 30cm, planta anfíbia. Lagoa de restinga, lagoa costeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-06 09:55:48-03","UFOP","OUPR","17384","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Lagoa Seca","-43.937801361084","-19.9207992553711",NA,NA,"17082",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-06 09:55:48-03","UFOP","OUPR","17386","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Badini, J.","1972",NA,NA,"Badini, J.","s.n.","1941",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Base do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva. Lugar aquoso","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-06 09:55:48-03","UFOP","OUPR","17387","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Magalhães-Gomes, C.T.; Magalhães-Gomes, F.","s.n.","1893","01","17","Brasil","Minas Gerais","Ouro Preto","Cruzeiro","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Herba, fl. minima. In palude montis. Ex Herb. Magalhães Gomes n. 976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-06 09:55:48-03","UFOP","OUPR","17385","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Magalhães-Gomes","s.n.","1893",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Cruzeiro","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva. Terreno paludoso. Ex Herb. Magalhães Gomes n. 976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-06 09:55:48-03","UFOP","OUPR","32517","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Pedrosa, L.G.","2018","12","10","Pedrosa, L.G.","1131","2018","11","28","Brasil","Minas Gerais","Ouro Preto","Próximo a Venda do Campo.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, ca. 10cm. Flores não observadas. Em frutos. Brejo.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-10-14 10:01:54-03","FURB","FURB","49242","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F; Demeda, C","2015","02","11","Demeda, C.","5","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1869444","-29.8688889","-50.1869444","-29.8688889",NA,"6","6",NA,NA,NA,NA,NA,"FURB49242","FURB49242",NA,NA,NA,NA,NA,NA,NA
"132","2020-10-14 10:01:54-03","FURB","FURB","39331","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Sobral, M","2015","07","10","Verdi, M.; Mancino, L.C. & Nitschke, P.","6081","2012","01","16","Brasil","Santa Catarina","Balneário Arroio do Silva","Florestal SA.","-49.5247223","-29.0394444","-49.5247223","-29.0394444",NA,"4","4",NA,NA,NA,NA,NA,"FURB19104","FURB19104",NA,NA,NA,NA,NA,NA,NA
"133","2020-10-14 10:01:54-03","FURB","FURB","44797","PreservedSpecimen","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Funez, L.A.","2014","10","14","Funez, L.A.","3044","2014","09","05","Brasil","Santa Catarina","Florianópolis","Dunas da Lagoa da Conceição (Joaquina).","-48.4544444","-27.6291667","-48.4544444","-27.6291667",NA,"5","5",NA,NA,NA,NA,NA,"FURB26271","FURB26271",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-16 17:55:06-03","UCS","HUCS","1135","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1985",NA,NA,"Falkenberg, D.B.","2928","1985","10","26","Brasil","Rio Grande do Sul","Itapeva","Torros",NA,NA,NA,NA,NA,NA,NA,"banhado em restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-16 17:55:06-03","UCS","HUCS","1136","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Falkenberg, D.B.","1985",NA,NA,"Falkenberg, D.B.","2925","1985","10","26","Brasil","Rio Grande do Sul","Itapeva","Torros",NA,NA,NA,NA,NA,NA,NA,"campo arenoso úmido, erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-16 17:55:06-03","UCS","HUCS","42276","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F.; Demeda, C.","2015","02","11","Demeda, C.","05","2014","11","28","Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","-50.187056","-29.868806",NA,"6","6","Erva; margem da lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-16 17:55:06-03","UCS","HUCS","38556","PreservedSpecimen","Plantae","Angiospermae","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Gonzatti, F.","2012","05",NA,"Gonzatti, F.","232","2011","11","26","Brasil","Rio Grande do Sul","Palmares do Sul","Lagoa Capão Alto","-50.5097007751465","-30.2577991485596",NA,NA,"31350",NA,NA,"rasteira em área úmida","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2014-10-14 15:57:03-03","BS","M","M-0172751","S","Plantae","Magnoliophyta","Saxifragales","Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Martius, C.F.P. von",NA,"1818","03","31","Brasil",NA,NA,"Habitat in udis Provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0172751",NA,"Magnoliopsida","NOTATYPE","21:00",NA,NA,NA,NA
"139","2020-04-27 16:10:08-03","UFES","VIES","26117","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Valadares, R.T.","2007","09","29","Valadares, R.T.","584","2007","09","29","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"28401",NA,NA,NA,"auto",NA,NA,NA,"VIES026117","VIES026117",NA,NA,NA,NA,NA,NA,NA
"140","2020-10-05 13:18:26-03","UFES","VIES","39931","S","Plantae",NA,NA,"Euphorbiaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.T. Valadares","2020","09","10","Gomes, J.M.L.","4085","2012","08","31","Brasil","Espírito Santo","Linhares","Cacimbas.","-40.0722007751465","-19.3910999298096",NA,NA,"48094",NA,NA,NA,"auto",NA,NA,NA,"VIES039931","VIES039931",NA,NA,NA,NA,NA,NA,NA
"141","2020-04-27 16:10:08-03","UFES","VIES","35282","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Valadares, R.T.","1205","2014","06","30","Brasil","Espírito Santo","Vila Velha","Alagados do Vale.","-40.2924995422363","-20.3297004699707",NA,NA,"27156",NA,NA,NA,"auto",NA,NA,NA,"VIES035282","VIES035282",NA,NA,NA,NA,NA,NA,NA
"142","2020-04-27 16:10:09-03","UFES","VIES","45643","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Silva, H.L.; Guarnier, J.C; Mota, R.H; Valadares, R.T.","327","2019","07","25","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.4075","-20.593056","40º24'27''W","20º35'35''S",NA,NA,NA,NA,NA,NA,NA,NA,"VIES045643","VIES045643",NA,NA,NA,NA,NA,NA,NA
"143","2021-03-24 17:32:40-03","UFES","VIES","49580","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","Valadares, R.T.","2018","03","20","Valadares R.T.; Valadares, R.E.","1655","2018","03","10","Brasil","Espírito Santo","Guarapari","Planície de inundação do Rio Ponto Doce, dentro dos limites da APA Setiba. Vegetação palustre.","-40.409444","-20.549167","40º24'34''W","20º32'57''S",NA,"3","3",NA,NA,NA,NA,NA,"VIES049580",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-05 13:18:26-03","UFES","VIES","8297","S","Plantae",NA,NA,"Euphorbiaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz","R.T. Valadares","2020","09","10","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2742","1992","02","19","Brasil","Espírito Santo","Aracruz","Área 106 da Aracruz Celulose S.A.","-40.2733001708984","-19.8202991485596",NA,NA,"37987",NA,NA,NA,"auto",NA,NA,NA,"VIES008297","VIES008297",NA,NA,NA,NA,NA,NA,NA
"145","2020-04-27 16:10:09-03","UFES","VIES","37155","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Souza, W.O.; Machado, J.O. & Alves-Araújo, A.","9","2013","01","16","Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,NA,"41644",NA,NA,NA,"auto",NA,NA,NA,"VIES037155","VIES037155",NA,NA,NA,NA,NA,NA,NA
"146","2020-04-27 16:10:09-03","UFES","VIES","5841","S","Plantae",NA,NA,"Haloragaceae","Laurembergia","tetrandra","Laurembergia tetrandra","(Schott) Kanitz",NA,NA,NA,NA,"Pereira, O.J.","2383",NA,NA,NA,"Brasil","Espírito Santo","Vila Velha","Barra do Jucu.","-40.2924995422363","-20.3297004699707",NA,NA,"27156",NA,NA,NA,"auto",NA,NA,NA,"VIES005841","VIES005841",NA,NA,NA,NA,NA,NA,NA
