"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","recordNumber","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","fieldNumber","individualCount","relationshipType","relatedCatalogItem","sex"
"98","2020-12-17 17:07:04-03","UEM","HUEM","20039","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"A.Carrito","1994","01",NA,"Brasil","rio Baía, canal superior",NA,"Trepadeira; flor coloração lilás; fruto seco; frequente; solo seco sujeito a alagamento.","HUEM000029047",NA,"65","19","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-17 17:07:04-03","UEM","HUEM","20921","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Garcia, RS; Slusarski, SR; Harthman, VC; T.S.Michelan; Rodrigues, S","2007","05",NA,"Brasil","rio Baía, lagoa do Aurélio",NA,"Liana; botões florais coloração verde, flores coloração lilás, estames coloração branca.","HUEM000029041",NA,"21","23","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto","2013","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-17 17:07:04-03","UEM","HUEM","27115","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"J.Milne","2002","11",NA,"Brasil","rio Ivinhema, lagoa Finado Raimundo",NA,"Material vegetativo.","HUEM000029049",NA,"s.n.","19","Mato Grosso do Sul","Jateí","-54.3025016784668","-22.4818992614746","Moya, CU","85335","auto","2019","08",NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"101","2021-03-10 11:38:29-03","UNILA","EVB","2207","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Lima, L.C.P.; Oliveira, A.; Paredes, A.; Bogado, D.M.; González, Y.; Jesus, G.; Huergo, E.M.; Neves, B.C.","2018","04",NA,"Brasil","Refúgio Biológico Bela Vista. Refúgio Biológico Bela Vista",NA,"Flor roxa.","EVB002207","EVB002207","1049","13","Paraná","Foz do Iguaçu","-54.578611","-25.443333","Lima, L.C.P.",NA,NA,"2018","05","54º34'43''W","25º26'36''S","179","179",NA,"28",NA,NA,NA,NA,NA
"102","2021-02-12 15:01:59-03","UFSCar","SPSC","656","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"M.H.A.O. Souza","1973","07",NA,"Brasil","Estação Ecológica de Itirapina. Instituto Florestal",NA,NA,NA,NA,NA,"17","São Paulo","Itirapina",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-12 15:01:59-03","UFSCar","SPSC","658","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"M.H.A.O. Souza","1974","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-12 15:01:59-03","UFSCar","SPSC","657","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"M.H.A.O. Souza","1973","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"31","São Paulo","Itirapina","-47.8199996948242","-22.25",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-11-12 17:03:29-03","UEL","FUEL","38220","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Oliveira, RP; et al.","2000","04",NA,"Brasil","Arroz de Baixo, ca. 11Km da cidade, Fazenda do Sr. Júlio. Brejo perto do Rio Preto",NA,NA,"FUEL020539",NA,"500","04","Bahia","Formosa do Rio Preto","-45.271944","-11.060278",NA,NA,NA,NA,NA,"-45.271944","-11.060278","531","531",NA,NA,NA,NA,NA,NA,NA
"106","2020-08-20 16:36:50-03","UFSC","FLOR","21348","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Falkenberg, D.B.","1982","04",NA,"Brasil","Itapuã",NA,"trepadeira, corola roxo-claro","FLOR0021348",NA,"61","03","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672","Ferreira, P.P.A.","41667","auto","2012","02",NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"107","2017-09-11 17:09:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Aniseia","hastata","Aniseia hastata","Meisn.",NA,"Burchell, WJ","1827","05","Southern America","Brazil","IBB/Tietê, SP, Tiete to Santa Anna",NA,NA,NA,NA,"4752","10","São Paulo","Tietê","-46.666667","-23.516667",NA,NA,NA,NA,NA,"-46.666667","-23.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:09:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Aniseia","hastata","Aniseia hastata","Meisn.",NA,"Riedel, L",NA,NA,"Southern America","Brazil","Habitat in humidis pr. Taubaté, prov. S.Pauli.",NA,NA,NA,NA,"s.n.",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:39:25-03","UFRGS","ICN","175772","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Carrito, A","1993","08","América do Sul","Brasil",NA,NA,"Doação HUEM 20931","ICN00031867",NA,"156","26","MS","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:39:25-03","UFRGS","ICN","088126","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Irgang, B","1984","03","América do Sul","Brasil","Rio Tramandaí",NA,NA,"ICN00031868",NA,NA,"27","RS",NA,NA,NA,"Ferreira, PPA",NA,NA,"2011","11",NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA
"111","2021-02-08 12:39:25-03","UFRGS","ICN","175776","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Carrito, A","1994","01","América do Sul","Brasil",NA,NA,"Doação HUEM 20039","ICN00031871",NA,"65","19","MS","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:39:25-03","UFRGS","ICN","175777","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Carrito, A","1994","01","América do Sul","Brasil",NA,NA,"Doação HUEM 20038","ICN00031872",NA,"66","19","MS","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:39:25-03","UFRGS","ICN","175783","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Viana, LF; et al.","2008","03","América do Sul","Brasil",NA,NA,"Doação HUEM 15583","ICN00031873",NA,"10","26","MS","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:39:25-03","UFRGS","ICN","175774","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Garcia, RS","2007","05","América do Sul","Brasil",NA,NA,"Doação HUEM 20921","ICN00031869",NA,"21","23","MS","Batayporã","-53.2710990905762","-22.2952995300293","Ferreira, PPA","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:39:25-03","UFRGS","ICN","157612","S","Plantae","Dicotyledon",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Ferreira, PPA","2008","03","América do Sul","Brasil","BR290 entre os Km114 e 115",NA,"cinco duplicatas.; trepadeira latescente, corola rosa.; beira de mato.","ICN00031870",NA,"233","10","RS","Eldorado do Sul","-51.354722","-30.045","Ferreira, PPA",NA,NA,NA,NA,"-51.354722","-30.045",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-02-18 17:08:26-03","FEPAGRO","BLA","15641","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Aniseia","hastata","Aniseia hastata","Meisn.",NA,"Padilha","1954","05",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> timbó","BLA015641",NA,NA,"12","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611","B. Rambo","21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-18 17:08:26-03","FEPAGRO","BLA","15640","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Aniseia","hastata","Aniseia hastata","Meisn.",NA,"Padilha","1954","05",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> timbó","BLA015640",NA,NA,"12","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611","B. Rambo","21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","94293","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Ferreira, P.P.A.; Nilson, A.D., Molz, M. & Fagundes, N.F.","2018","06",NA,"Brasil",NA,NA,"trepadeira na beira da plantação de soja, frutos maduros","HAS0094293",NA,"1365",NA,"Rio Grande do Sul","Restinga Seca","-53.09748","-29.94247","Ferreira, P.P.A.",NA,NA,"2018","06","-53.09748","-29.94247",NA,NA,NA,"18",NA,NA,NA,NA,NA
"119","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","94405","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Ferreira, P.P.A.; Nilson, A.D., Molz, M. & Fagundes, N.F.","2018","08",NA,"Brasil",NA,NA,"trepadeira em borda de mato, frutos maduros","HAS0094405",NA,"1377",NA,"Rio Grande do Sul","Charqueadas","-51.54919","-29.93496","Ferreira, P.P.A.",NA,NA,"2018","08","-51.54919","-29.93496",NA,NA,NA,"28",NA,NA,NA,NA,NA
"120","2021-04-05 12:32:10-03","UNIVASF","HVASF","3585","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Marcondes Oliveira","2008","10","América do Sul","Brasil","RRPN Fazenda Brejo, Brejo de Altitude",NA,"trepadeira. Flores alvo-lilases. Ocasional.","HVASF003585",NA,"3669","11","Pernambuco","Iati","-36.787055","-9.010027","M.T. Buril",NA,NA,"2009","05","-36.787055","-9.010027","944","944",NA,"15",NA,NA,NA,NA,"U"
"121","2020-07-02 08:39:51-03","IBt","SP","286604","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Schwarz, GJ","1948","03","Southern America","Argentina",NA,NA,NA,NA,NA,"5577","06","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-07-02 08:39:51-03","IBt","SP","286605","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Schwindt, E","1949","02","Southern America","Argentina",NA,NA,NA,NA,NA,"1307","25","Jujuy","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-26 09:59:51-03","IBt","SP","369331","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Beck, SG","1998","12",NA,"Bolívia",NA,NA,NA,NA,NA,"15439","29","Beni","General José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-11-26 09:59:51-03","IBt","SP","382417","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Oliveira, RP","2000","04",NA,"Brasil",NA,NA,NA,NA,NA,"500","04","Bahia","Formosa do Rio Preto","-45.1930999755859","-11.0482997894287",NA,"155006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-23 08:47:58-03","IBt","SP","420404","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Siqueira, GS","2009","07",NA,"Brasil",NA,NA,NA,NA,NA,"470","19","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-06-04 11:03:22-03","IBt","SP","269288","S","Plantae",NA,NA,"Convolvulaceae","Ipomoea","fimbriosepala","Ipomoea fimbriosepala","Choisy",NA,"Joly, AB","1949","03",NA,"Brasil",NA,NA,NA,NA,NA,"s.n.","22","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
