"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"235","2019-08-20 10:12:49-03","UNICAMP","UEC","36772","S","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Souza, AO","Castro, AJ; Fernandes, A","1285","1980","10","16",NA,"Brazil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçuí-Una, Riacho do Prata. Cerrado, solo arenoso.","-45.2421989440918","-7.55833005905151",NA,NA,"Subarbusto, flor amarela.","UEC133093","Magnoliopsida",NA,NA,"121004","auto",NA,NA,"2017","03","15",NA,NA,NA,NA,NA,NA
"236","2020-03-12 10:29:12-03","UFOP","OUPR","18637","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Roschel, M.B.","Badini, J.","s.n.","1977","07","04",NA,"Brasil","Minas Gerais","Ouro Preto","Chapada","-43.5080986022949","-20.2875003814697",NA,NA,"Beira de rio. Arbusto. Flores amarelas",NA,NA,NA,NA,"44599","auto",NA,NA,"2000","06",NA,NA,NA,NA,NA,NA,NA
"237","2020-03-12 10:29:12-03","UFOP","OUPR","18639","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Roschel, M.B.","Badini, J.","s.n.","1977","07","04",NA,"Brasil","Minas Gerais","Ouro Preto","Ribeirão da Cachoeira","-43.5080986022949","-20.2875003814697",NA,NA,"Beira de rio. Arbusto. Flores amarelas",NA,NA,NA,NA,"44599","auto",NA,NA,"2000","06",NA,NA,NA,NA,NA,NA,NA
"238","2020-03-12 10:29:12-03","UFOP","OUPR","18638","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Roschel, M.B.","Badini, J.","s.n.","1977","07","04",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,"Beira de rio. Arbusto. Flores amarelas",NA,NA,NA,NA,"44599","auto",NA,NA,"2000","06",NA,NA,NA,NA,NA,NA,NA
"239","2020-03-12 10:29:12-03","UFOP","OUPR","18636","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Roschel, M.B.","Badini, J.","s.n.","1977","07","04",NA,"Brasil","Minas Gerais","Ouro Preto","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,"Beira de rio. Arbusto. Flores amarelas",NA,NA,NA,NA,"44599","auto",NA,NA,"2000","06",NA,NA,NA,NA,NA,NA,NA
"240","2020-12-04 13:19:10-03","UDESC","LUSC","5598","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","R.T.Queiroz","G.F.Árbocz","7169",NA,NA,NA,NA,"Brasil","Mato Grosso","Itiquira","Margem do rio Correntes. Encosta da Serra do Arenito.","-54.1502990722656","-17.2089004516602",NA,NA,NA,"LUSC000313",NA,NA,NA,"148503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-04 13:19:10-03","UDESC","LUSC","5591","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R. L. C.","T.H.Stefanello; V.S.Santos & A.C.S.Brito","281",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, Baía do Taquaral.","-57.6533012390137","-19.0091991424561","84",NA,NA,"LUSC000315",NA,"84",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-04 13:19:10-03","UDESC","LUSC","5588","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Bortoluzzi, R. L. C.","A.L.B.Sartori; F.Dias, S.Aragaki & U.M.Resende","684",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul","Sonora",NA,"-54.7578010559082","-17.5769004821777",NA,NA,NA,"LUSC000378",NA,NA,"LUSC000378","115152","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-04 13:19:10-03","UDESC","LUSC","5593","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","R.L.C.Bortoluzzi","A.L.B.Sartori; F.Dias, M.Resende, S.Aragaki & U.M.Resende.","686","2001","08","04",NA,"Brasil","Mato Grosso do Sul","Sonora",NA,"-54.7578010559082","-17.5769004821777",NA,NA,NA,"LUSC000314",NA,NA,NA,"115152","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-03-21 19:35:04-03","UFC","EAC","38633","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.; Nunes, E.","Cavalcanti, F.S.; Silveira, E.R.","980","2006","01","19","Southern America","Brasil","Ceará","Crato","Serra dos Prazeres, Chapada do Araripe, solo pedregoso.","-39.4094009399414","-7.23416996002197",NA,NA,"Subarbusto, fruto marrom.; Cerradão.","EAC0038633","Dicotyledon",NA,"EAC0038633","30071","auto",NA,NA,"2006","02","06",NA,NA,NA,NA,NA,NA
"245","2021-03-21 19:35:04-03","UFC","EAC","7391","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Queiroz, L.P.","Martins, P.; Nunes, E.","s.n.","1979","11","13","Southern America","Brasil","Maranhão","Carolina","25 km de Carolina, estrada transamazônica. Substrato arenoso","-47.4693984985352","-7.33277988433838",NA,NA,"Arbusto, independente, folhas alternas, abundante. Flor Amarela.; Cerrado","EAC0007391","Dicotyledon",NA,"EAC0007391","99438","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,NA
"246","2021-03-21 19:35:04-03","UFC","EAC","2281","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.","EAC2281","1971","07","24","Southern America","Brasil","Ceará",NA,"Chapada da Ibiapaba, Inhuçu",NA,NA,NA,NA,"Subarbusto viscoso, flor amarela","EAC0002281","Dicotyledon",NA,"EAC0002281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-03-21 19:35:04-03","UFC","EAC","4055","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Matos, F.J.A.","EAC4055","1978","08","05","Southern America","Brasil","Maranhão",NA,"entre Lajado e Grajaú",NA,NA,NA,NA,"Subarbusto, flor amarela","EAC0004055","Dicotyledon",NA,"EAC0004055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2021-03-21 19:35:04-03","UFC","EAC","4071","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Matos, F.J.A.","EAC4071","1978","08","05","Southern America","Brasil","Maranhão",NA,"BR 010 (BE-BRAS), km 1310, perto de Porto Franco, Na chapada",NA,NA,NA,NA,"Subarbusto , flor amarela","EAC0004071","Dicotyledon",NA,"EAC0004071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2021-03-21 19:35:04-03","UFC","EAC","50537","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.; Bezerra, P.","Fernandes, A.","EAC50537","1984","05","17","Southern America","Brasil","Piauí","Prata","Estação Ecológica de Uruçui-Una",NA,NA,NA,NA,"Subarbusto, flor amarela; Cerrado","EAC0050537","Dicotyledon",NA,"EAC0050537",NA,NA,NA,NA,"1984","05","23",NA,NA,NA,NA,NA,NA
"250","2021-03-21 19:35:04-03","UFC","EAC","5899","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Nunes, E.; Martins, P.","EAC5899","1979","04","24","Southern America","Brasil","Maranhão",NA,"Estrada carroçavel de Porto Franco para Carolina, Substrato arenoso",NA,NA,NA,NA,"Arbusto, indepemdente, folhas alternas, flor amarela; Cerrado","EAC0005899","Dicotyledon",NA,"EAC0005899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2021-03-21 19:35:04-03","UFC","EAC","6438","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Castro, A.J.; Nunes, E.","s.n.","1979","06","10","Southern America","Brasil","Maranhão",NA,"Na estrada carroçavel para Coelho Neto, perto da B, Substrato arenoso",NA,NA,NA,NA,"Arbusto, indepemdente, folhas alternas, abundante, flor amarela; Cerrado","EAC0006438","Dicotyledon",NA,"EAC0006438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2021-03-21 19:35:04-03","UFC","EAC","8524","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Nunes, E.","EAC8524","1980","04","23","Southern America","Brasil","Maranhão",NA,"BR 230, entre São João dos Patos e Barão de Grajaú, Substrato arenoso",NA,NA,NA,NA,"Subarbusto, indepemdente, folhas alternas, abundante, flor amarela; Cerrado","EAC0008524","Dicotyledon",NA,"EAC0008524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2021-03-21 19:35:04-03","UFC","EAC","11327","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Matos, F.J.A.","EAC11327","1982","05","15","Southern America","Brasil","Bahia","Formosa do Rio Preto","Fazenda Escalvado","-45.1930999755859","-11.0482997894287",NA,NA,"Subarbusto , flor amarela; Cerrado","EAC0011327","Dicotyledon",NA,"EAC0011327","155006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2021-03-21 19:35:04-03","UFC","EAC","6755","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Martins, P.; Nunes, E.","EAC6755","1979","07","23","Southern America","Brasil","Ceará","Crato","aeroporto, Chapada do Araripe, Substrato arenoso","-39.4094009399414","-7.23416996002197",NA,NA,"Subarbusto, indepemdente, folhas alternas, abundante, flor amarela; Capoeira","EAC0006755","Dicotyledon",NA,"EAC0006755","30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2021-03-21 19:35:04-03","UFC","EAC","32206","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Nunes, E.","Cavada, B.S.; Andrade, M.","s.n.","2002","11","10","Southern America","Brasil","Maranhão","Barra do Corda","Fazenda Chapada, Bota fora de resíduos","-45.2433013916016","-5.50555992126465",NA,NA,NA,"EAC0032206","Dicotyledon",NA,"EAC0032206","116584","auto",NA,NA,"2002","11","20",NA,NA,NA,NA,NA,NA
"256","2021-03-21 19:35:04-03","UFC","EAC","2368","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.","EAC2368","1973","07","17","Southern America","Brasil","Maranhão","Caxias",NA,"-43.3560981750488","-4.85889005661011",NA,NA,"Subarbusto viscoso, flor amarela","EAC0002368","Dicotyledon",NA,"EAC0002368","72086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2021-03-21 19:35:04-03","UFC","EAC","10612","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Rodrigues, V.","EAC10612","1981","07","19","Southern America","Brasil","Piauí","Barreiras do Piauí","Substrato arenoso","-45.4749984741211","-9.92527961730957",NA,NA,"Subarbusto, indepemdente, folhas alternas, raro, flor amarela; Cerrado","EAC0010612","Dicotyledon",NA,"EAC0010612","62445","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2021-03-21 19:35:04-03","UFC","EAC","10610","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Rodrigues, V.","EAC10610","1981","07","18","Southern America","Brasil","Piauí","Barreiras do Piauí","Substrato arenoso","-45.4749984741211","-9.92527961730957",NA,NA,"Subarbusto, indepemdente, folhas alternas, raro, flor amarela; Cerrado","EAC0010610","Dicotyledon",NA,"EAC0010610","62445","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2021-03-21 19:35:04-03","UFC","EAC","10586","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Queiroz, L.P.","Fernandes, A.; Rodrigues, V.","EAC10586","1981","07","15","Southern America","Brasil","Piauí","Barreiras do Piauí","Substrato arenoso","-45.4749984741211","-9.92527961730957",NA,NA,"Subarbusto, raro, independente, folhas alternas, flor amarela; Cerrado","EAC0010586","Dicotyledon",NA,"EAC0010586","62445","auto",NA,NA,"2006","05","11",NA,NA,NA,NA,NA,NA
"260","2021-03-21 19:35:04-03","UFC","EAC","12582","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.; Bezerra, P.","Fernandes, A.","EAC12582","1984","05","17","Southern America","Brasil","Piauí","Prata do Piauí","Estação Ecológica Uruçui-Una","-42.2066993713379","-5.66722011566162",NA,NA,"Subarbusto, flor amarela.; Cerrado.","EAC0012582","Dicotyledon",NA,"EAC0012582","18648","auto",NA,NA,"1984","05","23",NA,NA,NA,NA,NA,NA
"261","2021-03-21 19:35:04-03","UFC","EAC","9069","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Castro, A.J.","EAC9069","1980","10","18","Southern America","Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçui-Una","-45.2421989440918","-7.55833005905151",NA,NA,"Subarbusto, indepemdente, folhas alternas, flor amarela; Cerrado","EAC0009069","Dicotyledon",NA,"EAC0009069","121004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2021-03-21 19:35:04-03","UFC","EAC","10026","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Del'Arco, M.R.","EAC10026","1981","04","16","Southern America","Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçui-Una, substrato arenoso","-45.2421989440918","-7.55833005905151",NA,NA,"Subarbusto, indepemdente, folhas alternas, flor amarela; Cerrado","EAC0010026","Dicotyledon",NA,"EAC0010026","121004","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2021-03-21 19:35:04-03","UFC","EAC","48819","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Fernandes, A.","Fernandes, A.; Del'Arco, M.R.","EAC48819","1981","04","14","Southern America","Brasil","Piauí","Ribeiro Gonçalves","estrada para Bom Jesus à ESEC Uruçuí-Una","-45.2421989440918","-7.55833005905151",NA,NA,"Subarbusto, independente, folhas alternas, flor amarela; Cerrado","EAC0048819","Dicotyledon",NA,"EAC0048819","121004","auto",NA,NA,"1983","12","26",NA,NA,NA,NA,NA,NA
"264","2021-03-21 19:35:04-03","UFC","EAC","6824","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Queiroz, L.P.","Fernandes, A.; Nunes, E.; Martins, P.","EAC6824","1979","07","27","Southern America","Brasil","Maranhão","Timon","Estrada para Bemposta. Substrato arenoso","-42.8367004394531","-5.09417009353638",NA,NA,"Arbusto, independente, folhas alternas, abundantíssimo. Flor Amarela.; Cerrado","EAC0006824","Dicotyledon",NA,"EAC0006824","44730","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,NA
"265","2021-03-21 19:35:04-03","UFC","EAC","24260","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Fernandes, A.; Nunes, E.","Fernandes, A.; Lopes, A.; Conceição, G.","EAC24260","1996","08","24","Southern America","Brasil","Piauí","Barreiras do Piauí","APA Estadual, Fazenda Fortaleza.","-45.4749984741211","-9.92527961730957",NA,NA,"Flor amarela; Capoeira/Cerradão","EAC0024260","Dicotyledon",NA,"EAC0024260","62445","auto",NA,NA,"1996","10","10",NA,NA,NA,NA,NA,NA
"266","2021-03-21 19:35:04-03","UFC","EAC","24261","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Fernandes, A.; Nunes, E.","Fernandes, A.; Lopes, A.; Conceição, G.","EAC24261","1996","08","24","Southern America","Brasil","Piauí","Barreiras do Piauí","APA Estadual, Fazenda Fortaleza.","-45.4749984741211","-9.92527961730957",NA,NA,"Flor amarela; Capoeira/Cerradão","EAC0024261","Dicotyledon",NA,"EAC0024261","62445","auto",NA,NA,"1996","10","10",NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:25:58-03","MBM","MBM","112376","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) Irwin & Barneby","Bautista, H.P.","Jordy Filho, S.; Orlandi, R.P.; Orlandi, R.P.","202",NA,NA,NA,"Southern America","Brazil","Bahia","Paulo Afonso","Estação Biológica SEMA","-38.2146987915039","-9.40610980987549",NA,NA,NA,"MBM112376",NA,NA,"MBM112376","44772","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:25:58-03","MBM","MBM","90914","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) Irwin & Barneby","Barneby, R.","Davidse, G.; et al.; et al.","22458",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"MBM090914",NA,NA,"MBM090914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:25:58-03","MBM","MBM","263269","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) Irwin & Barneby","Cordeiro, J.; Ribas, O.S.","Scheelybert, R.","101","1997","07","24","Southern America","Brazil","Mato Grosso","Rondonópolis","Fazenda Verde","-54.6356010437012","-16.4708003997803",NA,NA,NA,"MBM263269",NA,NA,"MBM263269","69781","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:25:58-03","MBM","MBM","408571","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby",NA,"Silva, C.I.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberlândia",NA,"-48.2771987915039","-18.9186000823975","1221",NA,"Cerrado.","MBM408571",NA,"1221","MBM408571","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-12-21 16:25:58-03","MBM","MBM","60532","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","42060",NA,NA,NA,"Southern America","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232",NA,NA,NA,"MBM060532",NA,NA,"MBM060532","152720","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-12-21 16:25:58-03","MBM","MBM","109035","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Harley, R.M.","21870",NA,NA,NA,"Southern America","Brazil","Bahia","Correntina","12km N of Correntina","-44.6366996765137","-13.3432998657227",NA,NA,NA,"MBM109035",NA,NA,"MBM109035","182507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-12-21 16:25:58-03","MBM","MBM","136012","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54182",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Claro dos Poções","Rod. BR-365","-44.2085990905762","-17.0797004699707",NA,NA,NA,"MBM136012",NA,NA,"MBM136012","29824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-12-21 16:25:58-03","MBM","MBM","34580","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","36995",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Prata","Rod. BR-153","-48.9241981506348","-19.3071994781494",NA,NA,NA,"MBM034580",NA,NA,"MBM034580","56565","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-12-21 16:25:58-03","MBM","MBM","31113","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","34568",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Prata","Rod. BR-153, Córrego Jacu","-48.9241981506348","-19.3071994781494",NA,NA,NA,"MBM031113",NA,NA,"MBM031113","56565","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2020-12-21 16:25:58-03","MBM","MBM","41900","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","38349",NA,NA,NA,"Southern America","Brazil","Goiás","Guaraí","Guaraí, 10km ao norte",NA,NA,NA,NA,NA,"MBM041900",NA,NA,"MBM041900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2020-12-21 16:25:58-03","MBM","MBM","50306","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Irwin, H.S.; Soderstron, TR TR; Soderstron, TR TR","6596",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Garapu","Garapu",NA,NA,NA,NA,NA,"MBM050306",NA,NA,"MBM050306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-12-21 16:25:58-03","MBM","MBM","58941","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby; Irwin","Duarte, L.; et al.; et al.","471",NA,NA,NA,"Southern America","Brazil","Ceará","Barbalha","Barbalha, 20km de Crato, Sítio da Barreira","-39.30419921875","-7.31111001968384",NA,NA,NA,"MBM058941",NA,NA,"MBM058941","22868","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2020-12-21 16:25:58-03","MBM","MBM","58676","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","41540",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Uberlândia","Uberlândia, 10km L","-48.2771987915039","-18.9186000823975",NA,NA,NA,"MBM058676",NA,NA,"MBM058676","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-21 16:25:58-03","MBM","MBM","13639","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","23501",NA,NA,NA,"Southern America","Brazil","São Paulo","Rancharia","Rancharia","-50.8899993896484","-22.2199993133545",NA,NA,NA,"MBM013639",NA,NA,"MBM013639","50606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-12-21 16:25:58-03","MBM","MBM","12871","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) Irwin & Barneby","Barneby, R.","Hatschbach, G.","23583",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Bataguaçu","Córrego Feio",NA,NA,NA,NA,NA,"MBM012871",NA,NA,"MBM012871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-12-21 16:25:58-03","MBM","MBM","35751","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","paraguayensis","Chamaecrista viscosa paraguayensis","(Chodat & Hassl.) Irwin & Barneby","Barneby, R.","Anderson, W.R.","11211",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Bataguaçu","Bataguaçu",NA,NA,NA,NA,NA,"MBM035751",NA,NA,"MBM035751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
