"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","phylum","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"145","2021-04-08 17:39:44-03","EAO","IAN","61560","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Black, GA; Ledoux, PVD","10269","1950","10","27","Southern America","Brasil","Pará","Santarém","Próximo ao campo de aviação.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"IAN061560","Dicotiledônea",NA,"IAN061560 IAN061560_e","205258","auto",NA,NA,"2011","10","10",NA,NA,NA,NA,NA,NA
"146","2021-04-08 17:39:44-03","EAO","IAN","61555","PreservedSpecimen","Plantae",NA,"Leguminosae-Caesalp.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Bentham) H.S. Irwin & Barneby","Nascimento, EAP","Black, GA; Ledoux, PVD","10263","1950","10","27","Southern America","Brasil","Pará","Santarém","Próximo ao campo de aviação.","-54.7083015441895","-2.44305992126465",NA,NA,NA,"IAN061555","Dicotiledônea",NA,"IAN061555 IAN061555_e","205258","auto",NA,NA,"2011","10","10",NA,NA,NA,NA,NA,NA
"147","2021-02-19 11:27:03-03","UEMA","HABIT","3792","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Benth.) H.S.Irwin & Barneby","Silva, G.S","Sousa, D.H.S","189","2018","08","03",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.400445","-4.883513",NA,NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"-43.400445","-4.883513",NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-02-19 11:27:03-03","UEMA","HABIT","3777","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Benth.) H.S.Irwin & Barneby","Silva, G.S","Sousa, D.H.S","88","2018","04","24",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.400445","-4.883513",NA,NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"-43.400445","-4.883513",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-02-19 11:27:03-03","UEMA","HABIT","3771","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby.","Silva, G.S","Sousa, D.H.S","18","2017","12","21",NA,"Brasil","Maranhão","Caxias","APA do Inhamum","-43.400445","-4.883513",NA,NA,"Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,"-43.400445","-4.883513",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-10-09 11:15:45-03","UFBA","ALCB","022652","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby","Guedes, ML","Jordy Filho, S; Orlandi, RP","202","1985","03","20","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Estação Ecológica SEMA","-38.466667","-9.766667",NA,NA,"4m de altura. Flores amarelas. Frutos jovens verdes. Frequência média.; Arenoso. Ondulado.","ALCB026659","Dicotyledon",NA,"ALCB026659",NA,NA,"-38.466667","-9.766667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-10-09 11:15:45-03","UFBA","ALCB","66029","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Guedes, ML","Xavier, AB; Guedes, ML; Anjos, BA dos","133","2003","09","22","Southern America","Brasil","Bahia","Luis Eduardo Magalhães","Oeste","-45.833056","-12.224167",NA,NA,"30cm de altura. Folhas com folíolos cartáceas, ciliados. Flores amarelas, botões verdes. Frutos maduros marrons. Frequente.; Fazenda Savaí a ca de 40 km da cidade. Cerrado arbóreo antropizado .","ALCB026656","Dicotyledon",NA,"ALCB026656",NA,NA,"-45.833056","-12.224167","2003","12",NA,NA,NA,NA,NA,NA,NA
"152","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980009","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa",NA,"Cassia viscosa","Kunth",NA,"Fosberg FR",NA,"1957","08","04","Southern America","Brazil",NA,NA,"Para, lanterém.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980009 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980009",NA,NA,"NL-L1980009",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"153","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980010","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa",NA,"Cassia viscosa","Kunth",NA,"Ule EHG",NA,"1908","11","01","Southern America","Brazil",NA,NA,"in Ver Lorroe de Caroüma, rio Branco.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980010",NA,NA,"NL-L1980010",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"154","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980012","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"1966","05","29","Southern America","Brazil",NA,NA,"Planalto do Brasil, Estado de Mato Grosso, Serra do Roncador.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980012",NA,NA,"NL-L1980012",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"155","2020-02-08 09:06:39-03","NBC","NL-BOTANY","U.1301044","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Ducke A",NA,"1919","09","02","Southern America","Brazil",NA,NA,"Gumpa (civ. Para) in Schalosis.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301044",NA,NA,"NL-U1301044",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"156","2020-02-08 09:06:39-03","NBC","NL-BOTANY","U.1301049","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"1966","04","14","Southern America","Brazil",NA,NA,"Plants of Planalto do Brasil, Estado de Bahia, (Drainage of the Rio Corrente Western Bahia), Cerrado near Rio Piau, ca. 150 km S.W. of Barreiras.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301049",NA,NA,"NL-U1301049",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"157","2020-02-08 09:06:39-03","NBC","NL-BOTANY","U.1301051","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Ruhlmann JG",NA,"1924","04","01","Southern America","Brazil",NA,NA,"Boeni Rio Tapajoz infer, ar Para.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301051",NA,NA,"NL-U1301051",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"158","2020-02-08 09:06:39-03","NBC","NL-BOTANY","U.1301052","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Pires JM; Black GA",NA,"1950","05","27","Southern America","Brazil",NA,NA,"Estado do Maranhao, Porto de Carolina, campo cerrado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301052 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301052",NA,NA,"NL-U1301052",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"159","2020-02-08 09:06:39-03","NBC","NL-BOTANY","U.1301054","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.","Irwin HS; Barneby RC","Stahel G; Gonggrijp JW",NA,"1916","09","23","Southern America","Surinam",NA,NA,"Wajombo-Donderkreek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190638",NA,NA,NA,NA
"160","2020-02-08 09:06:39-03","NBC","NL-BOTANY","WAG.1625716","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","major","Cassia viscosa major","Benth.",NA,"Hatschbach GG; Kummrow R",NA,"1976","03","26","Southern America","Brazil",NA,NA,"Guarai, 10 km ao Norte, Goias.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1625716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1625716",NA,NA,"NL-WAG1625716",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"161","2020-02-08 09:06:39-03","NBC","NL-BOTANY","L.1980013","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Cassia","viscosa","paraguayensis","Cassia viscosa paraguayensis",NA,NA,"Pedersen TM",NA,"1975","02","19","Southern America","Brazil",NA,NA,"Mato Grosso, mun. Dowrados: Some 20 km E of Itaum on road to Dowrados.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1980013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1980013",NA,NA,"NL-L1980013",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"162","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301039","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Teunissen PA",NA,"1976","08","18","Southern America","Surinam",NA,NA,"Ten zuiden van Sapara savanne.",NA,NA,NA,NA,"Kruid op witzand savanne.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190629",NA,NA,NA,NA
"163","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301040","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Teunissen MCM; Teunissen PA",NA,"1978","09","28","Southern America","Guyana",NA,NA,"Oreala.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190630",NA,NA,NA,NA
"164","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301045","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Lindeman JC",NA,"1954","11","20","Southern America","Guyana",NA,NA,"Oreala savanna.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301045 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190633",NA,NA,NA,NA
"165","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301046","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Mennega AMW; Koek-Noorman J",NA,"1974","11","14","Southern America","Surinam",NA,NA,"Berseba near Republiek.",NA,NA,NA,NA,"Clay savanna.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301046 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190634",NA,NA,NA,NA
"166","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301047","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S.Irwin & Barneby",NA,"Lindeman JC",NA,"1954","11","20","Southern America","Guyana",NA,NA,"Oreala savanna.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190635",NA,NA,NA,NA
"167","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U 0003210","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Irwin HS; Barneby RC","Hostmann FWR",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003210",NA,NA,"NL-U0003210",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","6170 A","isotype",NA,NA,NA
"168","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301041","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Irwin HS; Barneby RC","Schulz JP",NA,"1960","05","14","Southern America","Guyana",NA,NA,"Oreala.",NA,NA,NA,NA,"Roodzand 'savanne'.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301041 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190631",NA,NA,NA,NA
"169","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301042","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"Harley RM; et al.",NA,"1980","04","27","Southern America","Brazil",NA,NA,"Estado Da bahia, Chapadao Ocidental da Bahia about 9 km S.E. of Correntine, on road to Jaborandi.","-44.583333","-13.4",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301042 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301042",NA,NA,"NL-U1301042",NA,NA,"-44.583333","-13.4",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"170","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301043","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Barneby RC","McDowell T; Gopaul D",NA,"1990","04","26","Southern America","Guyana","East Berbice-Corentyne",NA,"Near Orealla Amerindian village.","-57.366667","5.35",NA,NA,"Logging road through woods.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301043 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301043",NA,NA,NA,NA,NA,"-57.366667","5.35",NA,NA,NA,"Magnoliopsidae","U 0190632",NA,NA,NA,NA
"171","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301048","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Barneby RC","Henkel TW; et al.",NA,"1993","08","14","Southern America","Guyana",NA,NA,"Berbice savanna near Takama Army Base.","-57.95","5.716667",NA,NA,"Savanna - forest mosaic on white sand.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301048",NA,NA,NA,NA,NA,"-57.95","5.716667",NA,NA,NA,"Magnoliopsidae","U 0190636",NA,NA,NA,NA
"172","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301050","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Barneby RC","Gillespie LJ; et al.",NA,"1989","10","29","Southern America","Guyana","East Berbice-Corentyne",NA,"Digitima Savanna.","-57.666667","5.55",NA,NA,"Savanna, many bush islands.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301050",NA,NA,NA,NA,NA,"-57.666667","5.55",NA,NA,NA,"Magnoliopsidae","U 0190637",NA,NA,NA,NA
"173","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301053","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"Harley RM; et al.",NA,"1980","04","28","Southern America","Brazil",NA,NA,"chapadao Orimental da Bahia, 12 km N. of Correntina, on the road to Inhaumas.","-44.666667","-13.25",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301053",NA,NA,"NL-U1301053",NA,NA,"-44.666667","-13.25",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"174","2020-02-08 09:06:46-03","NBC","NL-BOTANY","U.1301055","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby","Irwin HS; Barneby RC","Pulle AA",NA,"1920","08","29","Southern America","Surinam",NA,NA,"Donderkreek.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1301055 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1301055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0190639",NA,NA,NA,NA
"175","2020-02-08 09:06:46-03","NBC","NL-BOTANY","WAG.1639894","PreservedSpecimen","Plantae","Fabales","Leguminosae-Caes.","Chamaecrista","viscosa","major","Chamaecrista viscosa major","(Benth.) H.S.Irwin & Barneby",NA,"Hatschbach GG",NA,"1979","03","10","Southern America","Brazil",NA,NA,"Roda Velha (mun. Barreiras) Bahia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1639894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1639894",NA,NA,"NL-WAG1639894",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"176","2020-11-04 11:09:06-03","ESALQ","ESA","126356","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa",NA,"Rando, J.G.","Rando, J.G. ; Nogueira, A.","1207.0","1905","07","04",NA,"Brasil","Pará","Santarém",NA,"-54.7083015441895","-2.44305992126465",NA,NA,NA,"ESA126356","Magnoliophyta",NA,NA,"205258","auto",NA,NA,"1905","07","04",NA,NA,NA,NA,NA,NA
"177","2020-11-04 11:09:06-03","ESALQ","ESA","115895","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa",NA,"Fonseca. M.L.","Oliveira, F.C.A.","1971.0","2010","03","24",NA,"Brasil","Tocantins","Palmeirante",NA,"-47.9258003234863","-7.8600001335144",NA,NA,NA,"ESA115895","Magnoliophyta",NA,"ESA115895","62049","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-04 11:09:06-03","ESALQ","ESA","67141","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(H.B.K.) H.S. Irwin & Barneby","Souza, V.C.","Souza, V.C. et al.","24600.0","2000","07","30",NA,"Brasil","Goiás","Iaciara",NA,"-46.6316986083984","-14.0958003997803",NA,NA,NA,"ESA067141","Magnoliophyta",NA,NA,"39086","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-11-04 11:09:06-03","ESALQ","ESA","97404","PreservedSpecimen","Plantae",NA,"Fabaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","Souza, A.O.","Forzza, R.C. ; et. al.","4025.0","2005","07","13",NA,"Brasil","Minas Gerais","João Pinheiro",NA,"-46.1725006103516","-17.7425003051758",NA,NA,NA,"ESA097404","Magnoliophyta",NA,NA,"102029","auto",NA,NA,"2017","03","16",NA,NA,NA,NA,NA,NA
"180","2021-01-14 15:28:50-03","MN","R","137931","PreservedSpecimen","Plantae",NA,"Fabaceae","Cassia","viscosa","var.major","Cassia viscosa var.major","Benth.","Irwin, H.C. & Barneby, R.C.","Irwin, H.S.",NA,"1964","10","02",NA,"Brasil","Mato Grosso",NA,NA,"-52.566667","-13.2","300",NA,NA,NA,NA,"300",NA,NA,NA,"52°34'W","13° 12'S","1974",NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-01-14 15:28:50-03","MN","R","137936","PreservedSpecimen","Plantae",NA,"Fabaceae","Cassia","viscosa","var.major","Cassia viscosa var.major","Benth.","Irwin, H.C. & Barneby, R.C.","Irwin, H.S.; Maxwell, H.; Wasshausen, D.C.",NA,"1968","03","14",NA,"Brasil","Goiás","Araguaína",NA,NA,NA,"300",NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-26 15:10:34-03","UFPI","TEPB","25923","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth.) H. S. Irwin & Barn",NA,"R. BARROS","2183","2005","04","24",NA,"Brasil","Tocantins","Colinas",NA,NA,NA,NA,NA,"Arbusto com 70 cm, flor amarela, pouco frequente Ambiente: Cerrado aberto caducifólio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-04-02 02:00:13-03","UFPI","TEPB","3404","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(H.B.K.)Irwin & Barneby","Manoel Roberto Del Arco","FERNANDES, A.",NA,"1984","05","17",NA,"Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçuí-Una","-45.2421989440918","-7.55833005905151",NA,NA,"Erva, flor amarela Ambiente: Cerrado <ll>dwc_commonname:</ll> Mocó",NA,NA,NA,NA,"121004","auto",NA,NA,"1985","08","08",NA,NA,NA,NA,NA,NA
"184","2021-04-02 02:00:13-03","UFPI","TEPB","1602","PreservedSpecimen","Plantae",NA,"Caesalpiniaceae","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(H.B.K.)Irwin & Barneby","Manoel Roberto Del Arco","DEL' ARCO, M. R.",NA,"1981","04","13",NA,"Brasil","Piauí","Ribeiro Gonçalves","Estação Ecológica de Uruçuí-Una","-45.2421989440918","-7.55833005905151",NA,NA,"Subarbusto, flor amarela Ambiente: Cerrado <ll>dwc_commonname:</ll> Catinga-branca-de-chapada",NA,NA,NA,NA,"121004","auto",NA,NA,"1985","08","08",NA,NA,NA,NA,NA,NA
"185","2019-02-22 11:44:29-03","IPA","IPA","73185","S","Plantae",NA,"Leguminosae-Caes.","Chamaecrista","viscosa",NA,"Chamaecrista viscosa","(Kunth) H.S. Irwin & Barneby","Bocage, A.","Rita Pereira; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano,; Bocage, A.; Albuquerque, N.A.; Maciel, J.R.; Marques, J.S.; Cano, O.; Costa e S","2643","2006","02","22","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Jacú - trilha principal.","-36.988528","-8.442833","890",NA,NA,"IPA0073185","Plantae","890",NA,NA,NA,"-36.988528","-8.442833","2006","03","13",NA,NA,NA,NA,NA,NA
