especie_original,fontes,cat_ameaca_br_sima,cat_ameaca_cncflora_sima,cat_ameaca_sp_sima,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncflora,cat_ameaca_iucn,cat_ameaca_mpoSP,cat_ameaca_br,id,scientific.name,accepted.name,family,taxon.rank,taxon.status,search.str,threat.status,notes,original.search,occurrence,genus,specific.epiteth,infra.epiteth,name.status
Cordia sellowiana,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,16528,Cordia sellowiana Cham.,NA,Boraginaceae,species,accepted,Cordia sellowiana,NA,NA,Cordia sellowiana,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SE|BR-SP|BR-TO,Cordia,sellowiana,NA,correct
Cordia silvestris,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,16529,Cordia silvestris Fresen.,NA,Boraginaceae,species,accepted,Cordia silvestris,LC,NA,Cordia silvestris,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Cordia,silvestris,NA,correct
Cordia superba,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,16530,Cordia superba Cham.,NA,Boraginaceae,species,accepted,Cordia superba,NA,NA,Cordia superba,BR-AL|BR-BA|BR-CE|BR-ES|BR-GO|BR-MA|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-SE|BR-SP|BR-TO,Cordia,superba,NA,correct
Cordia taguahyensis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,16531,Cordia taguahyensis Vell.,NA,Boraginaceae,species,accepted,Cordia taguahyensis,NA,NA,Cordia taguahyensis,BR-AL|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-PB|BR-PE|BR-RJ|BR-SE|BR-SP,Cordia,taguahyensis,NA,correct
Cordia tarodae,cncflora_ckan,NA,NA,NA,NA,NA,EN,NA,NA,NA,129100,Cordia tarodae M.Stapf,NA,Boraginaceae,species,accepted,Cordia tarodae,NA,NA,Cordia tarodae,BR-MG|BR-PR|BR-SP,Cordia,tarodae,NA,correct
Cordia trichoclada,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,16535,Cordia trichoclada DC.,NA,Boraginaceae,species,accepted,Cordia trichoclada,LC,NA,Cordia trichoclada,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Cordia,trichoclada,NA,correct
Cordia trichotoma,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,16536,Cordia trichotoma (Vell.) Arráb. ex Steud.,NA,Boraginaceae,species,accepted,Cordia trichotoma,NA,NA,Cordia trichotoma,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Cordia,trichotoma,NA,correct
Cordiera myrciifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,13892,Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete,NA,Rubiaceae,species,accepted,Cordiera myrciifolia,NA,NA,Cordiera myrciifolia,BR-AC|BR-AP|BR-ES|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RO|BR-SP,Cordiera,myrciifolia,NA,correct
Corymborkis flava,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,37455,Corymborkis flava (Sw.) Kuntze,NA,Orchidaceae,species,accepted,Corymborkis flava,LC,NA,Corymborkis flava,BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Corymborkis,flava,NA,correct
Couepia belemii,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,16762,Couepia belemii Prance,NA,Chrysobalanaceae,species,accepted,Couepia belemii,VU,NA,Couepia belemii,BR-BA|BR-ES,Couepia,belemii,NA,correct
Couepia carautae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,34628,Couepia carautae Prance,NA,Chrysobalanaceae,species,accepted,Couepia carautae,EN,NA,Couepia carautae,BR-ES,Couepia,carautae,NA,correct
Couepia cidiana,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34633,Couepia cidiana Prance,NA,Chrysobalanaceae,species,accepted,Couepia cidiana,NA,NA,Couepia cidiana,BR-PA,Couepia,cidiana,NA,correct
Couepia joaquinae,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,34643,Couepia joaquinae Prance,NA,Chrysobalanaceae,species,accepted,Couepia joaquinae,CR,NA,Couepia joaquinae,BR-AP,Couepia,joaquinae,NA,correct
Couepia leitaofilhoi,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,VU,NA,VU,VU,NA,EN,EN,NA,VU,34645,Couepia leitaofilhoi Prance,NA,Chrysobalanaceae,species,accepted,Couepia leitaofilhoi,VU,NA,Couepia leitaofilhoi,BR-SP,Couepia,leitaofilhoi,NA,correct
Couepia marleneae,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34649,Couepia marleneae Prance,NA,Chrysobalanaceae,species,accepted,Couepia marleneae,NA,NA,Couepia marleneae,BR-AM|BR-CE,Couepia,marleneae,NA,correct
Couepia meridionalis,sima-SP_oficial-CR_Lac-cncflora_ckan-UICN_API-Portaria 443/2014,CR,NA,EX,EX,CR,CR,CR,NA,CR,34650,Couepia meridionalis Prance,NA,Chrysobalanaceae,species,accepted,Couepia meridionalis,CR,NA,Couepia meridionalis,BR-SP,Couepia,meridionalis,NA,correct
Couepia monteclarensis,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,16775,Couepia monteclarensis Prance,NA,Chrysobalanaceae,species,accepted,Couepia monteclarensis,LC,NA,Couepia monteclarensis,BR-BA|BR-MG|BR-RJ|BR-SP,Couepia,monteclarensis,NA,correct
Couepia morii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34651,Couepia morii Prance,NA,Chrysobalanaceae,species,accepted,Couepia morii,NA,NA,Couepia morii,BR-AM,Couepia,morii,NA,correct
Couepia pernambucensis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,16779,Couepia pernambucensis Prance,NA,Chrysobalanaceae,species,accepted,Couepia pernambucensis,NA,NA,Couepia pernambucensis,BR-AL|BR-BA|BR-PE,Couepia,pernambucensis,NA,correct
Couepia reflexa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34659,Couepia reflexa Ducke,NA,Chrysobalanaceae,species,accepted,Couepia reflexa,NA,NA,Couepia reflexa,BR-PA,Couepia,reflexa,NA,correct
Couepia schottii,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,16782,Couepia schottii Fritsch,NA,Chrysobalanaceae,species,accepted,Couepia schottii,EN,NA,Couepia schottii,BR-BA|BR-ES|BR-RJ,Couepia,schottii,NA,correct
Couepia stipularis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,34661,Couepia stipularis Ducke,NA,Chrysobalanaceae,species,accepted,Couepia stipularis,NA,NA,Couepia stipularis,BR-AM,Couepia,stipularis,NA,correct
Couepia venosa,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,34664,Couepia venosa Prance,NA,Chrysobalanaceae,species,accepted,Couepia venosa,NA,NA,Couepia venosa,BR-MG|BR-RJ|BR-SP,Couepia,venosa,NA,correct
Couratari asterotricha,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,8546,Couratari asterotricha Prance,NA,Lecythidaceae,species,accepted,Couratari asterotricha,EN,NA,Couratari asterotricha,BR-ES,Couratari,asterotricha,NA,correct
Couratari longipedicellata,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,36642,Couratari longipedicellata W.A.Rodrigues,NA,Lecythidaceae,species,accepted,Couratari longipedicellata,DD,NA,Couratari longipedicellata,BR-AM,Couratari,longipedicellata,NA,correct
Couratari prancei,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,23429,Couratari prancei W.A.Rodrigues,NA,Lecythidaceae,species,accepted,Couratari prancei,DD,NA,Couratari prancei,BR-AC,Couratari,prancei,NA,correct
Couratari pyramidata,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,8548,Couratari pyramidata (Vell.) Kunth,NA,Lecythidaceae,species,accepted,Couratari pyramidata,EN,NA,Couratari pyramidata,BR-RJ,Couratari,pyramidata,NA,correct
Coussapoa floccosa,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,15045,Coussapoa floccosa Akkermans & C.C.Berg,NA,Urticaceae,species,accepted,Coussapoa floccosa,DD,NA,Coussapoa floccosa,BR-MG,Coussapoa,floccosa,NA,correct
Coussapoa microcarpa,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,15046,Coussapoa microcarpa (Schott) Rizzini,NA,Urticaceae,species,accepted,Coussapoa microcarpa,NA,NA,Coussapoa microcarpa,BR-AL|BR-BA|BR-CE|BR-ES|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,Coussapoa,microcarpa,NA,correct
Coussarea accedens,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,VU,VU,NA,NA,13894,Coussarea accedens Müll.Arg.,NA,Rubiaceae,species,accepted,Coussarea accedens,NA,NA,Coussarea accedens,BR-RJ|BR-SP,Coussarea,accedens,NA,correct
Coussarea bocainae,sima-SP_oficial-cncflora_ckan-UICN_API-Portaria 443/2014,EN,NA,EN,EN,NA,EN,EN,NA,EN,13895,Coussarea bocainae M.Gomes,NA,Rubiaceae,species,accepted,Coussarea bocainae,EN,NA,Coussarea bocainae,BR-RJ|BR-SP,Coussarea,bocainae,NA,correct
Coussarea hydrangeifolia,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,13902,Coussarea hydrangeifolia (Benth.) Müll.Arg.,NA,Rubiaceae,species,accepted,Coussarea hydrangeifolia,LC,NA,Coussarea hydrangeifolia,BR-AC|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-RJ|BR-RO|BR-SP|BR-TO,Coussarea,hydrangeifolia,NA,correct
Coussarea insignis,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,24421,Coussarea insignis Ducke,NA,Rubiaceae,species,accepted,Coussarea insignis,NA,NA,Coussarea insignis,BR-AC|BR-AM|BR-MT,Coussarea,insignis,NA,correct
Coussarea meridionalis,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,13906,Coussarea meridionalis (Vell.) Müll.Arg.,NA,Rubiaceae,species,accepted,Coussarea meridionalis,NA,NA,Coussarea meridionalis,BR-RJ|BR-SP,Coussarea,meridionalis,NA,correct
Coussarea nodosa,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,13907,Coussarea nodosa (Benth.) Müll.Arg.,NA,Rubiaceae,species,accepted,Coussarea nodosa,LC,NA,Coussarea nodosa,BR-BA|BR-ES|BR-MG|BR-RJ|BR-SP,Coussarea,nodosa,NA,correct
Coutarea hexandra,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,13915,Coutarea hexandra (Jacq.) K.Schum.,NA,Rubiaceae,species,accepted,Coutarea hexandra,NA,NA,Coutarea hexandra,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Coutarea,hexandra,NA,correct
Cranichis candida,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,11406,Cranichis candida (Barb.Rodr.) Cogn.,NA,Orchidaceae,species,accepted,Cranichis candida,LC,NA,Cranichis candida,BR-AL|BR-DF|BR-ES|BR-GO|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP,Cranichis,candida,NA,correct
Crassula peduncularis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,102469,Crassula peduncularis (Sm.) Meigen,NA,Crassulaceae,species,accepted,Crassula peduncularis,CR,NA,Crassula peduncularis,BR-RS|BR-SC,Crassula,peduncularis,NA,correct
Cratylia intermedia,sima-SP_oficial-cncflora_web,NA,LC,EX,EX,NA,LC,NA,NA,NA,101061,Cratylia intermedia (Hassl.) L.P.Queiroz & R.Monteiro,NA,Fabaceae,species,accepted,Cratylia intermedia,LC,NA,Cratylia intermedia,BR-PR|BR-SP,Cratylia,intermedia,NA,correct
Crinum americanum,sima-SP_oficial,NA,NE,VU,VU,NA,NA,NA,NA,NA,4334,Crinum americanum L.,NA,Amaryllidaceae,species,accepted,Crinum americanum,NA,NA,Crinum americanum,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-ES|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,Crinum,americanum,NA,correct
Critonia morifolia,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,27004,Critonia morifolia (Mill.) R.M.King & H.Rob.,NA,Asteraceae,species,accepted,Critonia morifolia,NA,NA,Critonia morifolia,BR-MS|BR-MT|BR-PR|BR-SP,Critonia,morifolia,NA,correct
Critoniopsis quinqueflora,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,104548,Critoniopsis quinqueflora (Less.) H.Rob.,NA,Asteraceae,species,accepted,Critoniopsis quinqueflora,NA,NA,Critoniopsis quinqueflora,BR-PR|BR-RJ|BR-SC|BR-SP,Critoniopsis,quinqueflora,NA,correct
Crocanthemum brasiliensis,sima,EN,NA,NA,NA,NA,NA,NA,NA,NA,603285,Crocanthemum brasiliensis Spach,NA,Cistaceae,species,accepted,Crocanthemum brasiliensis,EN,NA,Crocanthemum brasiliensis,BR-PR|BR-RS|BR-SC,Crocanthemum,brasiliensis,NA,NA
Crotalaria lanceolata,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,82986,Crotalaria lanceolata E.Mey.,NA,Fabaceae,species,accepted,Crotalaria lanceolata,NA,NA,Crotalaria lanceolata,BR-AC|BR-AM|BR-BA|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP,Crotalaria,lanceolata,NA,correct
Crotalaria micans,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,29571,Crotalaria micans Link,NA,Fabaceae,species,accepted,Crotalaria micans,NA,NA,Crotalaria micans,BR-AC|BR-AM|BR-AP|BR-BA|BR-DF|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PR|BR-RJ|BR-RR|BR-RS|BR-SC|BR-SP,Crotalaria,micans,NA,correct
Crotalaria otoptera,sima-SP_oficial-cncflora_web-mpoSP,NA,LC,VU,VU,NA,LC,NA,VU,NA,29574,Crotalaria otoptera Benth.,NA,Fabaceae,species,accepted,Crotalaria otoptera,LC,NA,Crotalaria otoptera,BR-GO|BR-MG|BR-MS|BR-SP,Crotalaria,otoptera,NA,correct
Crotalaria subdecurrens,sima,NA,LC,NA,NA,NA,NA,NA,NA,NA,18471,Crotalaria subdecurrens Mart. ex Benth.,NA,Fabaceae,species,accepted,Crotalaria subdecurrens,LC,NA,Crotalaria subdecurrens,BR-DF|BR-GO|BR-MG,Crotalaria,subdecurrens,NA,correct
Croton aberrans,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,29170,Croton aberrans Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton aberrans,NA,NA,Croton aberrans,BR-GO|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC,Croton,aberrans,NA,correct
Croton alchorneicarpus,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,35760,Croton alchorneicarpus Croizat,NA,Euphorbiaceae,species,accepted,Croton alchorneicarpus,NA,NA,Croton alchorneicarpus,BR-MG|BR-RJ|BR-SP,Croton,alchorneicarpus,NA,correct
Croton celtidifolius,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,29180,Croton celtidifolius Baill.,NA,Euphorbiaceae,species,accepted,Croton celtidifolius,NA,NA,Croton celtidifolius,BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP,Croton,celtidifolius,NA,correct
Croton compressus,sima-SP_oficial-cncflora_web,NA,LC,EN,EN,NA,LC,NA,NA,NA,29186,Croton compressus Lam.,NA,Euphorbiaceae,species,accepted,Croton compressus,LC,NA,Croton compressus,BR-ES|BR-RJ|BR-SP,Croton,compressus,NA,correct
Croton floribundus,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,17512,Croton floribundus Spreng.,NA,Euphorbiaceae,species,accepted,Croton floribundus,NA,NA,Croton floribundus,BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-MG|BR-MS|BR-MT|BR-PB|BR-PE|BR-PR|BR-RJ|BR-SP,Croton,floribundus,NA,correct
Croton glechomifolius,sima-SP_oficial-cncflora_web,NA,DD,CR,CR,NA,DD,NA,NA,NA,29201,Croton glechomifolius Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton glechomifolius,DD,NA,Croton glechomifolius,BR-PR|BR-SC|BR-SP,Croton,glechomifolius,NA,correct
Croton gracilipes,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,29205,Croton gracilipes Baill.,NA,Euphorbiaceae,species,accepted,Croton gracilipes,NA,NA,Croton gracilipes,BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PR|BR-SP,Croton,gracilipes,NA,correct
Croton hemiargyreus,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,EN,EN,NA,NA,17518,Croton hemiargyreus Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton hemiargyreus,NA,NA,Croton hemiargyreus,BR-MG|BR-PE|BR-RJ|BR-SP,Croton,hemiargyreus,NA,correct
Croton hirtus,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,35835,Croton hirtus L'Hér.,NA,Euphorbiaceae,species,accepted,Croton hirtus,LC,NA,Croton hirtus,BR-AL|BR-BA|BR-CE|BR-DF|BR-GO|BR-MA|BR-MG|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RN|BR-SC|BR-SE|BR-SP|BR-TO,Croton,hirtus,NA,correct
Croton ichthygaster,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,35836,Croton ichthygaster L.B.Sm. & Downs,NA,Euphorbiaceae,species,accepted,Croton ichthygaster,NA,NA,Croton ichthygaster,BR-PR|BR-SC,Croton,ichthygaster,NA,correct
Croton leptobothryus,SP_oficial,NA,NA,NA,VU,NA,NA,NA,NA,NA,29215,Croton leptobotryus Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton leptobotryus,VU,was misspelled,Croton leptobothryus,BR-GO|BR-MG|BR-SP,Croton,leptobotryus,NA,correct
Croton leptobotryus,sima-cncflora_web-Portaria 443/2014,VU,NA,VU,NA,NA,VU,NA,NA,VU,29215,Croton leptobotryus Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton leptobotryus,VU,NA,Croton leptobotryus,BR-GO|BR-MG|BR-SP,Croton,leptobotryus,NA,correct
Croton luetzelburgii,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,17522,Croton luetzelburgii Pax & K.Hoffm.,NA,Euphorbiaceae,species,accepted,Croton luetzelburgii,DD,NA,Croton luetzelburgii,BR-BA|BR-MG,Croton,luetzelburgii,NA,correct
Croton macrobothrys,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,35862,Croton macrobothrys Baill.,NA,Euphorbiaceae,species,accepted,Croton macrobothrys,NA,NA,Croton macrobothrys,BR-BA|BR-PR|BR-RJ|BR-SC|BR-SP,Croton,macrobothrys,NA,correct
Croton oliganthus,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,35884,Croton oliganthus Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton oliganthus,NA,NA,Croton oliganthus,BR-BA|BR-RJ,Croton,oliganthus,NA,correct
Croton piptocalyx,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,17532,Croton piptocalyx Müll.Arg.,NA,Euphorbiaceae,species,accepted,Croton piptocalyx,NA,NA,Croton piptocalyx,BR-BA|BR-MG|BR-MS|BR-MT|BR-RJ|BR-SP,Croton,piptocalyx,NA,correct
Croton priscus,cncflora_ckan,NA,NA,NA,NA,NA,EN,NA,NA,NA,35902,Croton priscus Croizat,NA,Euphorbiaceae,species,accepted,Croton priscus,NA,NA,Croton priscus,BR-SP,Croton,priscus,NA,correct
Croton pseudopopulus,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,35904,Croton pseudopopulus Baill.,NA,Euphorbiaceae,species,accepted,Croton pseudopopulus,NA,NA,Croton pseudopopulus,BR-MG|BR-RJ,Croton,pseudopopulus,NA,correct
Croton salutaris,cncflora_ckan,NA,NA,NA,NA,NA,LC,NA,NA,NA,29231,Croton salutaris Casar.,NA,Euphorbiaceae,species,accepted,Croton salutaris,NA,NA,Croton salutaris,BR-ES|BR-MG|BR-PR|BR-RJ|BR-SP,Croton,salutaris,NA,correct
Croton serratifolius,sima-SP_oficial-cncflora_web,NA,LC,CR,CR,NA,LC,NA,NA,NA,35929,Croton serratifolius Baill.,NA,Euphorbiaceae,species,accepted,Croton serratifolius,LC,NA,Croton serratifolius,BR-MS|BR-PR|BR-RS|BR-SC|BR-SP,Croton,serratifolius,NA,correct
Croton sphaerogynus,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,35932,Croton sphaerogynus Baill.,NA,Euphorbiaceae,species,accepted,Croton sphaerogynus,LC,NA,Croton sphaerogynus,BR-BA|BR-ES|BR-RJ|BR-SP,Croton,sphaerogynus,NA,correct
Croton tricolor,UICN_API,NA,NA,NA,NA,NA,NA,LC,NA,NA,17543,Croton tricolor Klotzsch ex Baill.,NA,Euphorbiaceae,species,accepted,Croton tricolor,NA,NA,Croton tricolor,BR-AL|BR-BA|BR-CE|BR-MA|BR-MG|BR-PB|BR-PE|BR-PI|BR-PR|BR-RN|BR-SE|BR-SP,Croton,tricolor,NA,correct
Croton urucurana,sima,NA,NE,NA,NA,NA,NA,NA,NA,NA,17546,Croton urucurana Baill.,NA,Euphorbiaceae,species,accepted,Croton urucurana,NA,NA,Croton urucurana,BR-AC|BR-AL|BR-AM|BR-BA|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PR|BR-RJ|BR-RO|BR-RS|BR-SC|BR-SP|BR-TO,Croton,urucurana,NA,correct
Croton vulnerarius,cncflora_ckan-UICN_API,NA,NA,NA,NA,NA,LC,LC,NA,NA,35971,Croton vulnerarius Baill.,NA,Euphorbiaceae,species,accepted,Croton vulnerarius,NA,NA,Croton vulnerarius,BR-MG|BR-PR|BR-RJ|BR-SP,Croton,vulnerarius,NA,correct
Crumenaria choretroides,sima-SP_oficial-cncflora_web,NA,LC,VU,VU,NA,LC,NA,NA,NA,32497,Crumenaria choretroides Mart. ex Reissek,NA,Rhamnaceae,species,accepted,Crumenaria choretroides,LC,NA,Crumenaria choretroides,BR-DF|BR-GO|BR-MG|BR-MT|BR-SP,Crumenaria,choretroides,NA,correct
Crumenaria polygaloides,sima-cncflora_web,NA,LC,NA,NA,NA,LC,NA,NA,NA,32500,Crumenaria polygaloides Reissek,NA,Rhamnaceae,species,accepted,Crumenaria polygaloides,LC,NA,Crumenaria polygaloides,BR-DF|BR-MG|BR-MT|BR-PR|BR-SP,Crumenaria,polygaloides,NA,correct
Cryptangium claussenii,cncflora_web,NA,NA,NA,NA,NA,LC,NA,NA,NA,28533,Lagenocarpus minarum (Nees) Kuntze,NA,Cyperaceae,species,accepted,Lagenocarpus minarum,NA,replaced synonym,Cryptangium claussenii,BR-BA|BR-ES|BR-GO|BR-MG|BR-RJ|BR-SP,Lagenocarpus,minarum,NA,correct
Cryptanthus burle-marxii,sima-Portaria 443/2014,VU,NA,NA,NA,NA,NA,NA,NA,VU,6045,Cryptanthus zonatus (Vis.) Vis.,NA,Bromeliaceae,species,accepted,Cryptanthus zonatus,VU,was misspelled|replaced synonym,Cryptanthus burle-marxii,BR-AL|BR-PB|BR-PE|BR-RN|BR-SE,Cryptanthus,zonatus,NA,correct
Cryptanthus capitatus,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,5999,Cryptanthus capitatus Leme,NA,Bromeliaceae,species,accepted,Cryptanthus capitatus,EN,NA,Cryptanthus capitatus,BR-ES,Cryptanthus,capitatus,NA,correct
Cryptanthus caracensis,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,607877,"Hoplocryptanthus caracensis (Leme & E. Gross) Leme, S.Heller & Zizka",NA,Bromeliaceae,species,accepted,Hoplocryptanthus caracensis,CR,replaced synonym,Cryptanthus caracensis,BR-MG,Hoplocryptanthus,caracensis,NA,NA
Cryptanthus caulescens,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,607907,"Rokautskyia caulescens (I.Ramírez) Leme, S.Heller & Zizka",NA,Bromeliaceae,species,accepted,Rokautskyia caulescens,EN,replaced synonym,Cryptanthus caulescens,BR-ES,Rokautskyia,caulescens,NA,NA
Cryptanthus coriaceus,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6003,Cryptanthus coriaceus Leme,NA,Bromeliaceae,species,accepted,Cryptanthus coriaceus,EN,NA,Cryptanthus coriaceus,BR-BA|BR-ES,Cryptanthus,coriaceus,NA,correct
Cryptanthus correia-araujoi,sima,NA,DD,NA,NA,NA,NA,NA,NA,NA,6004,Cryptanthus correia-araujoi Leme,NA,Bromeliaceae,species,accepted,Cryptanthus correia-araujoi,DD,NA,Cryptanthus correia-araujoi,BR-ES,Cryptanthus,correia-araujoi,NA,correct
Cryptanthus dorothyae,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,6007,Cryptanthus dorothyae Leme,NA,Bromeliaceae,species,accepted,Cryptanthus dorothyae,EN,NA,Cryptanthus dorothyae,BR-ES|BR-RJ,Cryptanthus,dorothyae,NA,correct
Cryptanthus exaltatus,sima-Portaria 443/2014,EN,NA,NA,NA,NA,NA,NA,NA,EN,607908,"Rokautskyia exaltata (H.Luther) Leme, S.Heller & Zizka",NA,Bromeliaceae,species,accepted,Rokautskyia exaltata,EN,replaced synonym,Cryptanthus exaltatus,BR-ES,Rokautskyia,exaltata,NA,NA
Cryptanthus fernseeoides,sima-Portaria 443/2014,CR,NA,NA,NA,NA,NA,NA,NA,CR,607909,"Rokautskyia fernseeoides (Leme) Leme, S.Heller & Zizka",NA,Bromeliaceae,species,accepted,Rokautskyia fernseeoides,CR,replaced synonym,Cryptanthus fernseeoides,BR-ES,Rokautskyia,fernseeoides,NA,NA
