"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"298","2019-12-09 17:30:38-03","UFPR","EFC","14967","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Blum, C.T.","2015","10","08","Blum, C.T.","2015","10","08","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2413","-25.448","-49.2413","-25.4480","910","910","Arbusto 1,4 m alt.; botões e flores vermelhas; sub-bosque de Floresta Ombrófila Mista Montana __COMMOM_NAME__: Cedrilho-miúdo","EFC014967","2382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-12-09 17:30:38-03","UFPR","EFC","12362","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Vieira, R.S.","2014","03","06","Vieira, R.S., Bizarro, O.M.R., Miller, D.Z.","2014","03","06","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2404","-25.4481","-49.2404","-25.4481","920","920","Arvoreta com 4m. na borda do capão. Com frutos avermelhados.","EFC012362","336","EFC012362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-12-09 17:30:38-03","UFPR","EFC","3205","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.","1993","06","27","Ziller, S.R.; Tramujas, A.P.","1992","11","18","Brasil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arvoreta em floresta ciliar do rio Iraí, 900m s.n.m. Botões florais.","EFC003205","309",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"301","2021-03-15 18:29:19-03","USP","SPF","37354","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1985",NA,NA,"Lewis, GP","1985","01","29","Brasil","Paraná","Antonina","Mangrove.","-48.75","-25.466667","-48.75","-25.466667",NA,NA,"Tree to 6 m, trunk 10 cm diam; bark rough, mottled greyish. Foliage greenish yellow. Fruit purplish black.","SPF00037354","1406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-03-15 18:29:19-03","USP","SPF","89038","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1994","04",NA,"Ceccantini, GCT","1994","03","23","Brasil","Minas Gerais","Patrocínio","Serra do Salitre, Cerrado sensu stricto, norte da Lagoa Campestre, região do Lisímetro.","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"Altura ca. 2,5 m, DAP = 3 cm.","SPF00089038","236",NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA
"303","2021-03-15 18:29:19-03","USP","SPF","97926","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1995","03","22","Ceccantini, GCT","1994","12","29","Brasil","Minas Gerais","Patrocínio","Serra do Salitre, Serra do Salitre, Lago Campestre. Cerrado á oeste da LC, área do lisímetro.","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,"Altura ca. 1 m, DAP = 1 cm.","SPF00097926","484",NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA,NA
"304","2021-03-15 18:29:19-03","USP","SPF","68867","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Zappi, DC","1987","09","09","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Serra da Bandeirinha. Matas e campo rupestre próximos à casa do IBDF. Mata de Neblina.","-43.7144012451172","-19.1688995361328",NA,NA,"1200","1200","Arvoreta ca. 3,0 m alt., frutos vermelho-vivo.","SPF00068867","CFSC10541",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"305","2021-03-15 18:29:19-03","USP","SPF","74294","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1991",NA,NA,"Giulietti, AM","1991","07","27","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Serra das Bandeirinhas. Matas e campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,"1400","1500","Arvoreta na orla do capão, ca. 3 m alt., folíolos pendentes os velhos e jovens rebrotos, inflorescências velhas pendentes.","SPF00074294","CFSC12537",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"306","2021-03-15 18:29:19-03","USP","SPF","36428","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984","05","09","Hatschbach, G","1983","11","25","Brasil","Paraná","Antonina","Mangue Maior Santo. Mata da orla do mangue.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto 3 m, flor vinosa. Planta feminina..","SPF00036428","47134",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"307","2021-03-15 18:29:19-03","USP","SPF","36427","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984","05","09","Hatschbach, G","1983","11","25","Brasil","Paraná","Antonina","Mangue Maior Santo. Mata da orla do mangue.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbusto 2 m, flor vinosa. Planta masculina.","SPF00036427","47137",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"308","2021-03-15 18:29:19-03","USP","SPF","68865","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Silva, JM","1986","10","10","Brasil","Paraná","Antonina","Porto das Moças. Mata tipo restinga, margens do rio.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Árvore 6 m, inflorescência e flores bordeaux.","SPF00068865","400",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"309","2021-03-15 18:29:19-03","USP","SPF","36425","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984","05","09","Hatschbach, G","1976","11","08","Brasil","Paraná","Balsa Nova","Rodeiozinho. Mata de galeria.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arvoreta de flores vermelhas. Planta feminina.","SPF00036425","39161",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"310","2021-03-15 18:29:19-03","USP","SPF","36424","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984","05","09","Oliveira, PI","1982","08","23","Brasil","Paraná","Curitiba","Boqueirão. Capão.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arbusto 3 m; frutos vermelhos.","SPF00036424","641",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"311","2021-03-15 18:29:19-03","USP","SPF","141522","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Menezes, SS","2000",NA,NA,"Iwasaki, C","2000","03","31","Brasil","Paraná","Curitiba","Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 3,5 m, DAP - 2,5 cm. Coleta da madeira do tronco, corte raso.","SPF00141522","s.n.",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"312","2021-03-15 18:29:19-03","USP","SPF","141521","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Anônimo","2000",NA,NA,"Iwasaki, C","2000","03","31","Brasil","Paraná","Curitiba","Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 4 m, DAP - 3 cm. Coleta da madeira do tronco AP .","SPF00141521","s.n.",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"313","2021-03-15 18:29:19-03","USP","SPF","141519","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1999",NA,NA,"Ceccantini, GCT","1999","03","26","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 4,5, DAP - 6 cm. Coleta da madeira do tronco AP e ramo a 2 m do solo.","SPF00141519","1359",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"314","2021-03-15 18:29:19-03","USP","SPF","141520","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1999",NA,NA,"Ceccantini, GCT","1999","03","26","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta de 3,5 m, DAP - 4 cm. Coleta da madeira do tronco AP e ramo a 1,5 m do solo.","SPF00141520","1360",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"315","2021-03-15 18:29:19-03","USP","SPF","62620","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Cordeiro, J","1986","04","01","Brasil","Paraná","Curitiba","Parque Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta do capão. Estéril. Voucher de análise fitoquímica.","SPF00062620","299b",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"316","2021-03-15 18:29:19-03","USP","SPF","68864","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Silva, JM","1986","02","14","Brasil","Paraná","Curitiba","Parque Iguaçu, Capão.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta 4 m, frutos vinosos.","SPF00068864","95",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"317","2021-03-15 18:29:19-03","USP","SPF","36426","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984","05","09","Hatschbach, G","1983","10","06","Brasil","Paraná","Curitiba","Parque Naútico. Mata de galeria.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Arvoreta 4 m, inflorescência vinosa.","SPF00036426","47602",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"318","2021-03-15 18:29:19-03","USP","SPF","68895","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1983",NA,NA,"Pirani, JR","1983","01","13","Brasil","Paraná","Imbituva","A 5 km da cidade. Mata primária.","-50.6044006347656","-25.2299995422363",NA,NA,NA,NA,"Arbusto 70 cm, na beira da mata, e tamb~em no seu interior. Frutos vermelho-vivo, brilhantesç alguns mordidos por animais.","SPF00068895","408",NA,NA,NA,NA,NA,"24222","auto",NA,NA,NA,NA,NA,NA
"319","2021-03-15 18:29:19-03","USP","SPF","68893","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1983",NA,NA,"Pirani, JR","1983","04","20","Brasil","Paraná","Irati","Estrada para São Mateus do Sul, saída da cidade.","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Arbusto 1,7 m, no interior de mata semi-devastada. Frutos vermelhos-carmin escurecidos, sem brilho; fim da frutificação.","SPF00068893","573",NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"320","2021-03-15 18:29:19-03","USP","SPF","41813","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1985","05",NA,"Kummrow, R","1984","11","08","Brasil","Paraná","Piraquara","Rio Iraí. Matinha de galeria.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arvoreta 4 m, flores na antese, vinosas.","SPF00041813","2520",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"321","2021-03-15 18:29:19-03","USP","SPF","68866","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR",NA,NA,NA,"Oliveira, PI","1986","04","24","Brasil","Paraná","São José dos Pinhais","Areal. Capão.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbusto 3 m, frutos imaturos.","SPF00068866","991",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"322","2021-03-15 18:29:19-03","USP","SPF","68894","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984",NA,NA,"Pirani, JR","1984","09","05","Brasil","Paraná","São Mateus do Sul","Estrada para Irati, Mata subtropical com Araucaria.","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Arbusto do interior da mata, 1,0 m alt. Frutos rubros. Freqüente.","SPF00068894","946",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA,NA,NA,NA
"323","2021-03-15 18:29:19-03","USP","SPF","126140","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1998",NA,NA,"Silva, JM","1996","12","18","Brasil","Paraná","Tibagi","Estrada para o Salto Santa Rosa, Barreiro. Mata degradada.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbusto, 3 m, fruto bordô.","SPF00126140","1860",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"324","2021-03-15 18:29:19-03","USP","SPF","66320","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1986","07",NA,"Klein, RM","1962","12","07","Brasil","Santa Catarina","Caçador","Fazenda Carneiros. Capão.","-51.0149993896484","-26.7752990722656",NA,NA,"1100","1100","Arbusto 2 m, flor vermelha. Planta feminina.","SPF00066320","3531",NA,NA,NA,NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA
"325","2021-03-15 18:29:19-03","USP","SPF","66319","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1986","07",NA,"Klein, RM","1962","12","07","Brasil","Santa Catarina","Caçador","Rio do Bugre. Capão beira rio.","-51.0149993896484","-26.7752990722656",NA,NA,"800","800","Arbusto 2 m, flor vermelha. Planta masculina.","SPF00066319","3424",NA,NA,NA,NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA
"326","2021-03-15 18:29:19-03","USP","SPF","66322","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1986","07",NA,"Klein, RM","1969","05","21","Brasil","Santa Catarina","Florianópolis","Ribeirão. Capoeira.","-48.5491981506348","-27.596700668335",NA,NA,"20","20","Arbusto 2 m de alt. Fruto roxo-escuro.","SPF00066322","8331",NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"327","2021-03-15 18:29:19-03","USP","SPF","66321","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1986","07",NA,"Reitz, PR","1962","04","20","Brasil","Santa Catarina","Papanduva","Lajeadinho. Mata.","-50.144401550293","-26.3703002929688",NA,NA,"750","750","Arbusto 2 m, flor roxa. Planta masculina.","SPF00066321","12704",NA,NA,NA,NA,NA,"49621","auto",NA,NA,NA,NA,NA,NA
"328","2021-03-15 18:29:19-03","USP","SPF","66323","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1986",NA,NA,"Reitz, PR","1962","10","27","Brasil","Santa Catarina","Porto União","Mata de galeria.","-51.0783004760742","-26.2381000518799",NA,NA,"750","750","Arbusto 2 m alt., flor vermelho-escura. Planta masculina.","SPF00066323","13664",NA,NA,NA,NA,NA,"41804","auto",NA,NA,NA,NA,NA,NA
"329","2019-11-13 11:28:14-03","USP","SPF","187360","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Anônimo",NA,NA,NA,"Weiers, MS","2008","01","25","Brasil","Santa Catarina","São Francisco do Sul","BR - 280, próximo do Forte.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,"SPF00187360","73",NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"330","2021-03-15 18:29:19-03","USP","SPF","40490","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1989",NA,NA,"Pirani, JR","1985","11","20","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Floresta subtropical, com Araucaria e Podocarpus.","-45.5900001525879","-22.7299995422363",NA,NA,"1650","1650","Arvoretas até 6 m alt., DAP até 10 cm, umbrófilas. Inflorescências jovens verde-claras.","SPF00040490","1358",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"331","2021-03-15 18:29:19-03","USP","SPF","40489","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1985",NA,NA,"Pirani, JR","1985","11","20","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Floresta subtropical, com Araucaria e Podocarpus.","-45.5900001525879","-22.7299995422363",NA,NA,"1650","1650","Arvoretas 2,2 m alt., umbrófilas. Flores femininas com pedicelo e cálice vináceo, corola rubra, ovário piloso com dois estigmas claros.","SPF00040489","1357",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"332","2021-03-15 18:29:19-03","USP","SPF","68868","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","01","14","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Instituto Florestal. Na Cachoeira da Galharada.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arvoreta de 1,5 m alt., flores roseadas.","SPF00068868","379",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"333","2021-03-15 18:29:19-03","USP","SPF","109975","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","01","14","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Instituto Florestal. Na Cachoeira da Galharada.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arvoreta de 1,5 m alt., flores roseadas.","SPF00109975","379",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"334","2021-03-15 18:29:19-03","USP","SPF","68916","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","01","14","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Na Cachoeira da Galharada.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arvoreta de 2 m alt., flores avermelhadas. Planta feminina. Nome vulgar: café bravo.","SPF00068916","380",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"335","2021-03-15 18:29:19-03","USP","SPF","109974","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","01","14","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Na Cachoeira da Galharada.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore, 5 m alt., flores avermelhadas. Planta feminina.","SPF00109974","381",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"336","2021-03-15 18:29:19-03","USP","SPF","68917","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","01","14","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão, Na Cachoeira da Galharada.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore, 5 m alt., flores avermelhadas. Planta feminina.","SPF00068917","381",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"337","2021-03-15 18:29:19-03","USP","SPF","49403","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1988",NA,NA,"Robim, MJ","1986","04","07","Brasil","São Paulo","Campos do Jordão","Parque Estadual do Instituto Florestal. Na trilha da cachoeira.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arvoreta com frutos avermelhados.","SPF00049403","401",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"338","2021-03-15 18:29:19-03","USP","SPF","68674","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1989",NA,NA,"Pirani, JR","1989","10","21","Brasil","São Paulo","Campos do Jordão","Serra da Mantiqueira, Entre Campos do Jordão e Piranguçu. Serra da Mantiqueira. Descendo da Serra para Venceslau Brás.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Arbusto da mata. Estéril. Voucher.","SPF00068674","2509",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"339","2021-03-15 18:29:19-03","USP","SPF","96580","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1995",NA,NA,"Baitello, JB","1994","03","28","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Estrada de acesso ao Núcleo.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"Árvore 6 m alt., frutos vinosos.","SPF00096580","438",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA
"340","2021-03-15 18:29:19-03","USP","SPF","168762","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1989","01","08","Mattos, J","1965","08","19","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, 1, 5 km oeste da sede. Na mata virgem.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,"Pequena árvore ca. 5 m alt. Frutos vermelhos.","SPF00168762","12470",NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA
"341","2021-03-15 18:29:19-03","USP","SPF","61113","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1989",NA,NA,"Hoehne, W","1966","11","01","Brasil","São Paulo","São Paulo","Jardim Botânico de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Pequena árvore de 2 a 3 m de altura, em capão de mata unto à casa do Bicalho, com cachos pendentes de flores minusculas vermelhas. Planta masculina.","SPF00061113","6161",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
