"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"245","2019-03-29 10:41:35-03","UFSM","HDCF","3430","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Figueira, M.","2015","06","15","Adamy, S.; et al.","1988","01","25","Brasil","Rio Grande do Sul","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Madeira coletada",NA,NA,NA,NA,NA,"América",NA,"16452","auto",NA,NA,NA,NA,NA,NA
"246","2019-03-29 10:41:35-03","UFSM","HDCF","5289","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Figueira, M.","2016","02","04","Longhi, S. J.","2001","05","14","Brasil","Rio Grande do Sul","Jaguari","Barragem Rio Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"27649","auto",NA,NA,NA,NA,NA,NA
"247","2019-03-29 10:41:35-03","UFSM","HDCF","4777","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Figueira, M.","2016","02","04","?","1998","01","12","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"18634","auto",NA,NA,NA,NA,NA,NA
"248","2016-09-05 16:03:15-03","UFSM","HDCF","3473","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Figueira, M.","2016","02","04","Longhi, S. J.","1989","10","10","Brasil","Rio Grande do Sul","Nova Prata","Fazenda Tupi","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"Casca interna branca",NA,"1397",NA,NA,NA,"América",NA,"18634","auto",NA,NA,NA,NA,NA,NA
"249","2018-09-12 14:48:24-03","UNIOESTE","UNOP","3259","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Cordeiro, J.; Lozano, E.D.","2010",NA,NA,"Caxambu, M.G.; Siqueira, E.L.; Siqueira, E.L.","2009","11","13","Brasil","Paraná","Turvo","Vegetação ciliar do Rio Turvo.","-51.553069","-25.040006","-51.553069","-25.040006","1000","1000","Arbusto ca. 1,80 m, heliófito. Flores vermelhas. - Relevo: suave-ondulado - Vegetação: Floresta Ombrófila Mista Aluvial.",NA,"2892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2021-01-10 20:47:19-03","INPA","INPA","124709","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984",NA,NA,"Oliveira, PI","1982","08","23","Brasil","Paraná","Curitiba","Boqueirão.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"INPA0124709","641","INPA0124709 INPA0124709_e","Dicotyledon Com-Clade","Picramniales","Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"251","2021-01-10 20:47:19-03","INPA","INPA","159568","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Kummrow, R","1987",NA,NA,"Silva, JM da","1986","02","14","Brasil","Paraná","Curitiba","Parque Iguaçu.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"INPA0159568","95","INPA0159568 INPA0159568_e","Dicotyledon Com-Clade","Picramniales","Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"252","2021-01-10 20:47:19-03","INPA","INPA","109888","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, GG","1981",NA,NA,"Oliveira, PI","1979","12","20","Brasil","Paraná","Lapa","Volta Grande.","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"INPA0109888","184","INPA0109888 INPA0109888_e","Dicotyledon Com-Clade","Picramniales","Southern America",NA,"49965","auto",NA,NA,NA,NA,NA,NA
"253","2021-01-10 20:47:19-03","INPA","INPA","124681","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Pirani, JR","1984",NA,NA,"Hatschbach, GG","1983","11","25","Brasil","Paraná","Antonina","Mangue Maior Santo.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"INPA0124681","47137","INPA0124681 INPA0124681_e","Dicotyledon Com-Clade","Picramniales","Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA
"254","2021-01-10 20:47:19-03","INPA","INPA","200810","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, GG","1999",NA,NA,"Hatschbach, GG","1999","01","18","Brasil","Paraná","Curitiba","Jardim Botânico Municipal.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"INPA0200810","1525","INPA0200810 INPA0200810_e","Dicotyledon Com-Clade","Picramniales","Southern America",NA,"25180","auto",NA,NA,NA,NA,NA,NA
"255","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3786","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Ruiz, E.C.Z.","2012","01","30","Ruiz, E.C.Z.; et al.; et al.","2012","01","30","Brasil","Paraná","Fernandes Pinheiro","Assungui","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Projeto Imbituvão; Arbóreo, flor clara; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, flor clara","HUCO003786","s.n.",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"256","2021-01-09 21:48:45-03","UNICENTRO","HUCO","2542","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"SIlva, M.M.; et al.; et al.","2010","05","01","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"IC Matheus, parcela 21","HUCO002542","s.n.",NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"257","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3657","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lopes, G.","2011","07",NA,"Teleginski, E.","2011","11","01","Brasil","Paraná","Fernandes Pinheiro",NA,"-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,"s.n.",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"258","2021-01-09 21:48:45-03","UNICENTRO","HUCO","4656","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lopes, G.L.","2011",NA,NA,"Chiquetto, A.; et al.; et al.","2009","08","13","Brasil","Paraná","Fernandes Pinheiro","Flona","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Bloco 25, Parcela 1, Faixa 4, 25 hectáres; Arbórea; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbórea","HUCO004656","51",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"259","2021-01-09 21:48:45-03","UNICENTRO","HUCO","4655","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lopes, G.L.","2011",NA,NA,"Chiquetto, A.; et al.; et al.","2009","04","20","Brasil","Paraná","Fernandes Pinheiro","Flona","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Bloco 1, Parcela 4, Faixa 5, 25 hectáres; Arbórea; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbórea","HUCO004655","616",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"260","2021-01-09 21:48:45-03","UNICENTRO","HUCO","4654","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lopes, G.L.","2011",NA,NA,"Chiquetto, A.; et al.; et al.","2009","09","02","Brasil","Paraná","Fernandes Pinheiro","Flona","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Bloco 7, Parcela 3, Faixa 1, 25 hectáres; Arbórea; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbórea","HUCO004654","252",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"261","2021-01-09 21:48:45-03","UNICENTRO","HUCO","4657","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Lopes, G.L.","2011",NA,NA,"Chiquetto, A.; et al.; et al.","2009","09","16","Brasil","Paraná","Fernandes Pinheiro","Flona","-50.5475006103516","-25.4132995605469",NA,NA,NA,NA,"Bloco 16, Parcela 1, Faixa 4, 25 hectáres; Arbórea; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbórea","HUCO004657","69",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA
"262","2021-01-09 21:48:45-03","UNICENTRO","HUCO","6098","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Saueressig, D.",NA,NA,NA,"Albuquerque, J. .M.; et al.","2014","08","04","Brasil","Paraná","Rebouças",NA,"-50.692798614502","-25.6205997467041",NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,"s.n.",NA,NA,NA,NA,NA,"23614","auto",NA,NA,NA,NA,NA,NA
"263","2021-01-09 21:48:45-03","UNICENTRO","HUCO","3589","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Veres, Q. .J.L.","2011","09","16","Brasil","Paraná","São josé das Palmeiras",NA,"-54.0635986328125","-24.8374996185303",NA,NA,NA,NA,"Dissertação; FES; HABITAT: FES","HUCO003589","s.n.",NA,NA,NA,NA,NA,"14468","auto",NA,NA,NA,NA,NA,NA
"264","2020-07-15 14:43:44-03","UNESP-RC","HRCB","50369","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Lombardi","2008","10","13","Brasil","São Paulo","Jundiaí",NA,"-46.918778","-23.230111","46º55'07.6W","23º13'48,4S","960","960","Arbusto monocaule ca. 1,5 m, folíolos cartáceos, frutos vermelhos",NA,"7489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2017-11-24 14:11:56-02","UFLA","ESAL","14944","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Villela, EA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Martinho Campos","Mata do Rio Picão","-45.2369003295898","-19.3316993713379",NA,NA,"5","5","árvore; 3,5; ;; floresta",NA,"s.n.",NA,NA,NA,NA,NA,"32568","auto",NA,NA,NA,NA,NA,NA
"266","2017-11-24 14:11:56-02","UFLA","ESAL","15110","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"Oliveira Filho, AT",NA,NA,NA,"Brasil","Minas Gerais","Itambé do Mato Dentro","Mata Camarinha","-43.3210983276367","-19.414400100708",NA,NA,NA,NA,"árvore; 10,5; ;; floresta",NA,"s.n.",NA,NA,NA,NA,NA,"22479","auto",NA,NA,NA,NA,NA,NA
"267","2019-11-07 11:44:53-03","FUVATES","HVAT","125","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","G. Nicolini","2014","01","14","M. Teixeira","2013","12","23","Brasil","Rio Grande do Sul","Roca Sales","Linha Fernando Abott.","-51.846111","-29.151944","-51º50'46''W","-29º9'7''S",NA,NA,"Arbusto; Mata ciliar do Rio Taquari","HVAT00000125","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-06-25 16:06:22-03","FUVATES","HVAT","1763","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","E. Freitas","2014","01","17","E. Freitas","2013","10","29","Brasil","Rio Grande do Sul","Roca Sales","Linha Bento Gonçalves. Interior de mata ciliar preservada.","-51.855833","-29.238333","-51º51'21''W","-29º14'18''S",NA,NA,NA,"HVAT00001763","948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2019-11-07 11:44:53-03","FUVATES","HVAT","2906","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","E. Freitas","2015","04","20","G. Nicolini","2014","01","02","Brasil","Rio Grande do Sul","Muçum","Linha Barra das Contas / Mata Ciliar do Rio Taquari.","-51.8425","-29.144444","-51º50'33''W","-29º8'40''S",NA,NA,"Arbórea.; Mata Ciliar.","HVAT00002906","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-01-26 13:57:16-03","IMA","MAC","4034","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J.R.Pirani","1984",NA,NA,"G.Hatschbach","1983","11","25","Brasil","Paraná","Antonina","Mangue Maior Santo, mata de orla de mangue.","-49.188611","-25.723889","-49.188611","-25.723889",NA,NA,"Arbusto planta com ca. de 2m de alt. Flores vinosas.; Mata Atlântica","MAC0004034","47137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2021-01-26 14:12:46-03","CPACT","ECT","1789","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","S.F.Smith","2006","02","01","R.Wasum; G.Heiden | D.Alessandretti","2005","11","08","Brasil","Paraná","São Mateus do Sul","Minas de Xisto interior da mata nativa. Coordenadas geográficas obtidas a partir dos dados de localidade, Mina de Xisto.","-50.4325","-25.800278","50º25'57''W","25º48'1''S","851","851",NA,"ECT0001789","3254","ECT0001789","Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2014-09-09 14:13:07-03","UNIVILLE","JOIW","762","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl","Charlin Manoel Raimundo",NA,NA,NA,"M.S.Weiers","2008","01","25","Brasil","SC","BR - 280 - São Francisco do Sul - próximo ao Forte","Floresta Ombrófila Densa de terras baixas",NA,NA,NA,NA,NA,NA,"Arvoreta,MAD=galho;CAP=19cm;h=2,5m. Estames vermelhos, petalas vermelhas.",NA,"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2014-09-09 14:13:07-03","UNIVILLE","JOIW","747","S","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl","Charlin Manoel Raimundo",NA,NA,NA,"M.S.Weiers","2008","01","24","Brasil","SC","BR - 280 -Próximo entrada praia do Ervino","Floresta Ombrófila Densa de terras baixas","-48.6575","-26.346056","48º39'27 W","26º20'45,8 S","7","7","Árvore,MAD=galho;CAP=34cm;h=6m. Frutos maturos vináceos.",NA,"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-09-12 05:00:02-03","US","US","3443537","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"M. Rossato","2001","10","14","Brazil","Rio Grande do Sul","Gramado Xavier",NA,"-52.5788993835449","-29.2681007385254","53 06 60 W",NA,"600",NA,NA,"US01858174","76","US01858174_01 US01858174_02",NA,"Sapindales","South America",NA,"14221","auto","Dicotyledonae",NA,NA,NA,"1",NA
"275","2020-09-12 05:00:02-03","US","US","2055046","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"B. Rambo","1951","1","10","Brazil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"US01858171","9656","US01858171_01 US01858171_02",NA,"Sapindales","South America",NA,"70701","auto","Dicotyledonae",NA,NA,NA,"1",NA
"276","2020-09-12 05:00:02-03","US","US","3034611","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"G. Hatschbach","1983","11","25","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"US01858165","47134","US01858165_01 US01858165_02",NA,"Sapindales","South America",NA,"38300","auto","Dicotyledonae",NA,NA,NA,"1",NA
"277","2020-09-12 05:00:02-03","US","US","2269651","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"L. B. Smith & R. M. Klein","1957","1","31","Brazil","Santa Catarina","Campo Alegre","Pinheiral, between Postema and Morro Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"900","1000",NA,"US01858170","10509","US01858170_01 US01858170_02",NA,"Sapindales","South America",NA,"37493","auto","Dicotyledonae",NA,NA,NA,"1",NA
"278","2020-09-12 05:00:02-03","US","US","3398406","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"R. Wasum et al.","1999","12","17","Brazil","Rio Grande do Sul","Jaquirana","Barra do Arroio dos Novilhos","-50.3577995300293","-28.8847007751465","50 38 96 W",NA,"830",NA,NA,"US01858175","355","US01858175_01 US01858175_02",NA,"Sapindales","South America",NA,"31282","auto","Dicotyledonae",NA,NA,NA,"1",NA
"279","2020-09-12 05:00:02-03","US","US","3034612","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"G. Hatschbach","1983","10","6","Brazil","Paraná","Curitiba","Parque Náutico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"US01858166","47602","US01858166_01 US01858166_02",NA,"Sapindales","South America",NA,"25180","auto","Dicotyledonae",NA,NA,NA,"1",NA
"280","2020-09-12 05:00:02-03","US","US","2593664A","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"C. Stellfeld","1964","10","28","Brazil","Paraná","Curitiba","Jardim Los Angeles","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"US01858167","s.n.","US01858167_01 US01858167_02",NA,"Sapindales","South America",NA,"25180","auto","Dicotyledonae",NA,NA,NA,"1",NA
"281","2020-09-12 05:00:02-03","US","US","2573296","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"R. Reitz & R. M. Klein","1965","12","11","Brazil","Santa Catarina","Mafra","Potreiro Grande","-49.8053016662598","-26.111400604248",NA,NA,"750",NA,NA,"US01858169","17418","US01858169_01 US01858169_02",NA,"Sapindales","South America",NA,"66490","auto","Dicotyledonae",NA,NA,NA,"1",NA
"282","2020-09-12 05:00:02-03","US","US","3381868","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"A. Kegler","1998","12","2","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva - São Jorge","-51.1794013977051","-29.1681003570557",NA,NA,"780",NA,NA,"US01858176","83","US01858176_01 US01858176_02",NA,"Sapindales","South America",NA,"49662","auto","Dicotyledonae",NA,NA,NA,"1",NA
"283","2020-09-12 05:00:02-03","US","US","2677803","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"G. Hatschbach & E. Pereira","1963","11","22","Brazil","Paraná","Araucária","Rio Iguaçu","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,NA,"US01858168","10687","US01858168_01 US01858168_02",NA,"Sapindales","South America",NA,"21346","auto","Dicotyledonae",NA,NA,NA,"1",NA
"284","2020-09-12 05:00:02-03","US","US","2059526","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"R. Reitz","1951","1","9","Brazil","Santa Catarina","São Francisco do Sul",NA,"-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,"US01858172","3805","US01858172_01 US01858172_02",NA,"Sapindales","South America",NA,"23627","auto","Dicotyledonae",NA,NA,NA,"1",NA
"285","2020-09-12 05:00:02-03","US","US","3381870","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"A. Kegler","1998","12","2","Brazil","Rio Grande do Sul","Caxias do Sul","Criúva - São Jorge","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"US01858173","82","US01858173_01 US01858173_02",NA,"Sapindales","South America",NA,"49662","auto","Dicotyledonae",NA,NA,NA,"1",NA
"286","2020-09-12 05:00:02-03","US","US","3087807","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.",NA,NA,NA,NA,"P. Oliveira","1986","4","24","Brazil","Paraná","São José dos Pinhais","Areal","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"US01858164","991","US01858164_01 US01858164_02",NA,"Sapindales","South America",NA,"45291","auto","Dicotyledonae",NA,NA,NA,"1",NA
"287","2020-09-12 05:00:02-03","US","US","3670850","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"J. H. Nascimento, M. G. L. Wanderley & L. Noffs","1978","1","13","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 6 planta no 154 A","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01858183","7","US01858183_01 US01858183_02",NA,"Sapindales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,NA,NA,"1",NA
"288","2020-09-12 05:00:02-03","US","US","3670850","PreservedSpecimen","Plantae","Simaroubaceae","Picramnia","regnelli","Picramnia regnelli","Engl.",NA,NA,NA,NA,"J. H. Nascimento, M. G. L. Wanderley & L. Noffs","1978","1","13","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 6 planta no 154 A","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01858183","7","US01858183_01 US01858183_02",NA,"Sapindales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,NA,NA,"1",NA
"289","2020-09-02 16:35:43-03","Cenargen","CEN","82756","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","E. F. S. Rossetto","2012",NA,NA,"J. A. Ferreira","1998","11","25","Brasil","PR","ORTIGUEIRA","Fazenda Estância do Sul.","-50.9494018554688","-24.2082996368408",NA,NA,NA,NA,"Doação da Universidade Estadual de Londrina. Departamento de Biologia Animal e Vegetal. Herbário FUEL nº 30.708","CEN00082756",NA,"CEN00082756",NA,NA,NA,"Exsicatas","46016","auto",NA,NA,NA,NA,"1",NA
"290","2020-09-02 16:35:43-03","Cenargen","CEN","62339","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","J. R. Pirani","1989",NA,NA,"Wilson Hoehne","1966","11","01","Brasil","SP","SAO PAULO","Jardim Botânico; Capão de mata junto á casa do Bicalho.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Pequena árvore em capão de mata junto á casa do Bicalho, com cachos pendentes de flores minúsculas vermelhas. Doação do Herbário do Instituto de Botânica - São Paulo.","CEN00062339","6161","CEN00062339",NA,NA,NA,"Exsicatas","53584","auto",NA,NA,NA,NA,"1",NA
"291","2019-12-09 17:30:38-03","UFPR","EFC","12510","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Blum, C.T.","2014","01","01","Blum, C.T.","2014","01","01","Brasil","Paraná","Tijucas do Sul","Represa do Vossoroca","-49.0667","-25.8172","-49.0667","-25.8172",NA,NA,"Arvoreta com 3m, flores vermelhas, borda de estágio médio.","EFC012510","1371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-12-09 17:30:38-03","UFPR","EFC","2416","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.","1980","02","05","Roderjan, C.V.","1980","01","22","Brasil","Paraná","Irati","FLONA de Irati","-50.5825","-25.3862","-50.5825","-25.3862",NA,NA,"Árvore em floresta com araucária a 850m s.n.m. Frutos em formação. __COMMOM_NAME__: Cedrico","EFC002416","916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-12-09 17:30:38-03","UFPR","EFC","14797","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Blum, C.T.","2016","10","26","Sampaio, A.C.F.","2014","10","09","Brasil","Paraná","Cerro Azul","Pinheiro Sêco","-49.5281","-24.7087","-49.5281","-24.7087","780","780","Arvoreta com 1,5 m. Botões e flores vermelhas.","EFC014797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2019-12-09 17:30:38-03","UFPR","EFC","9614","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Borgo, M.","2002","01","22","Barddal, M.L.","2001","02","02","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889",NA,NA,"Árvore de 4,5 m em planície inundável, próximo ao arroio Saldanha","EFC009614","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-12-09 17:30:38-03","UFPR","EFC","11214","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Saueressig, D.","2011","12","02","Saueressig, D.; Henke, J.M.","2011","07","19","Brasil","Paraná","Irati","Vila Flor","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,"EFC011214","1327",NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"296","2019-12-09 17:30:38-03","UFPR","EFC","3158","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Hatschbach, G.","1993","03","10","Ziller, S.R.; Vicentini, A.","1993","01","06","Brasil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Arvoreta em floresta ciliar do rio Iraí a 900m s.n.m. Botões florais. Casca cinzenta com fissuras.","EFC003158","385",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"297","2019-12-09 17:30:38-03","UFPR","EFC","14206","PreservedSpecimen","Plantae","Picramniaceae","Picramnia","parvifolia","Picramnia parvifolia","Engl.","Völtz, R.R.","2015","05","16","Völtz, R.R.; Vieira, R.S.; Bizarro, O.M.R.","2015","05","16","Brasil","Paraná","São José dos Pinhais","Colônia Rio Grande","-49.2168","-25.5648","-49.2168","-25.5648","910","910","Árvore 6m alt.; frutos verdes; sub-bosque de floresta secundária em estágio médio. __COMMOM_NAME__: Cedrinho, cafezinho-do-mato","EFC014206","567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
