"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus","sex"
"209","2021-04-05 12:37:23-03","UNIVASF","HVASF","16592","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","2189","América do Sul","Brasil","Pernambuco","Cabrobó","Rio São Francisco, próximo a ponte que leva a Ilha de Assunção",NA,NA,"Macrófita aquática submersa fixa. Flores diminutas.","HVASF016592",NA,NA,NA,"L.","V.M. Cotarelli","2012","09","13","-39.310333","-8.5185",NA,"315","315",NA,NA,"2012","09","13","-39.310333","-8.518500",NA,NA,NA,NA,NA,"U"
"210","2021-04-05 12:37:23-03","UNIVASF","HVASF","16265","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","1949","América do Sul","Brasil","Pernambuco","Parnamirim","Povoado Jacaré, Açude Entre Montes, Margem do açude.",NA,NA,"Macrófita aquática submersa fixa. Frutos imaturos na superfície da lâmina de água.","HVASF016265",NA,NA,NA,"L.","V.M. Cotarelli","2012","07","17","-39.896416","-8.228305",NA,"386","386",NA,NA,"2012","07","17","-39.896416","-8.228305",NA,NA,NA,NA,NA,"U"
"211","2021-04-05 12:37:23-03","UNIVASF","HVASF","9926","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","A.P. Fontana","7229","América do Sul","Brasil","Pernambuco","Sertânia","Açude Poço da Cruz. Ilha do Muliguim, morada de Dona tranquilidade.",NA,NA,"Macrófita aquática submersa, fixa. Frutos verdes.","HVASF009926",NA,NA,NA,"L.","J.A. Siqueira Filho","2010","10","23","-37.616194","-8.393138",NA,"441","441",NA,NA,"2011","08","12","-37.616194","-8.393138",NA,NA,NA,NA,NA,"U"
"212","2021-04-05 12:37:23-03","UNIVASF","HVASF","13933","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","1283","América do Sul","Brasil","Pernambuco","Cabrobó","Lote 02. Reservatório Serra do Livramento, remanescente de água nas obras do canal da transposição",NA,NA,"Macrófita aquática submersa fixa. Inlforescências diminutas acima da lâmina d#?#água. Ocorrendo junto a agrupamentos de Hydrothrix gardneri, Chara sp. e Apalanthe granatensis","HVASF013933",NA,NA,NA,"L.","V.M. Cotarelli","2012","01","27","-39.316194","-8.216",NA,"396","396",NA,NA,"2012","05","28","-39.316194","-8.216000",NA,NA,NA,NA,NA,"U"
"213","2021-04-05 12:37:23-03","UNIVASF","HVASF","10514","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","W.A. Pimenta","24","América do Sul","Brasil","Pernambuco","Cabrobó","Lote 1, Açude Marí",NA,NA,"Erva aquática submersa livre, com inflorescência espiciforme com flores não vistosas.","HVASF010514",NA,NA,NA,"L.","J.A. Siqueira Filho","2010","09","25","-39.305444","-8.355444",NA,"344","344",NA,NA,"2011","08","25","-39.305444","-8.355444",NA,NA,NA,NA,NA,"U"
"214","2021-04-05 12:37:23-03","UNIVASF","HVASF","8921","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","A.P. Fontana","6911","América do Sul","Brasil","Pernambuco","Cabrobó","Barragem Marí, Lote 1",NA,NA,"Aquática flutuante fixa. Inflorescência verde. FOTO.","HVASF008921",NA,NA,NA,"L.","J.A. Siqueira Filho","2010","06","18","-39.330277","-8.307222","HVASF008921_v01 HVASF008921_v02 HVASF008921_v03","350","350",NA,NA,"2011","08","12","-39.330277","-8.307222",NA,NA,NA,NA,NA,"U"
"215","2021-04-05 12:37:23-03","UNIVASF","HVASF","16111","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","1894","América do Sul","Brasil","Pernambuco","Cabrobó","Ilha da Assunção, porção noroeste da Ilha, propriedade de Seu Francisco",NA,NA,"Macrófita aquática submersa fixa. Inflorescências terminais verdes diminutas.","HVASF016111",NA,NA,NA,"L.","V.M. Cotarelli","2012","07","04","-39.327055","-8.51875",NA,"322","322",NA,NA,"2012","10","03","-39.327055","-8.518750",NA,NA,NA,NA,NA,"U"
"216","2021-04-05 12:37:23-03","UNIVASF","HVASF","23308","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","J.A. Siqueira Filho","3890","América do Sul","Brasil","Bahia","Curaçá","Rio São Francisco, leito principal do rio",NA,NA,"macrófita aquática submersa fixa formando bancos enormes ao longo do rio. Inflorescência emergente, vede-amarelado","HVASF023308",NA,NA,NA,"L.","J.A. Siqueira Filho","2017","04","24","-39.906691","-8.99028","HVASF023308_v01","354","354",NA,NA,"2017","04","24","-39.906691","-8.990280",NA,NA,NA,NA,NA,"U"
"217","2021-04-05 12:37:23-03","UNIVASF","HVASF","18144","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","2327","América do Sul","Brasil","Pernambuco","Ibimirim","Riacho dentro de propriedades particulares cortando estrada vicinal, água do Açude Poço da Cruz",NA,NA,"Macrófita aquática submersa fixa.","HVASF018144",NA,NA,NA,"L.","V.M. Cotarelli","2012","12","05","-37.710583","-8.514361",NA,"410","410",NA,NA,"2012","12","05","-37.710583","-8.514361",NA,NA,NA,NA,NA,"U"
"218","2021-04-05 12:37:23-03","UNIVASF","HVASF","16403","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","2085","América do Sul","Brasil","Pernambuco","Ouricuri","Açude Tamboril, próximo a parede.",NA,NA,"Macrófita aquática submersa fixa. Inflorescências acima da lâmina de água.","HVASF016403",NA,NA,NA,"L.","V.M. Cotarelli","2012","07","25","-40.148194","-7.895944",NA,"455","455",NA,NA,"2012","07","25","-40.148194","-7.895944",NA,NA,NA,NA,NA,"U"
"219","2021-04-05 12:37:23-03","UNIVASF","HVASF","12742","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","J.V.A. Ferreira","118","América do Sul","Brasil","Ceará","Jati","Área de ampliação do Reservatório Engenheiro Ávidos",NA,NA,"Planta submersa aquática. Frutos imaturos marrom","HVASF012742",NA,NA,NA,"L.","M.J.A. Campelo","2011","08","17","-38.891888","-7.620888",NA,"406","406",NA,NA,"2011","08","23","-38.891888","-7.620888",NA,NA,NA,NA,NA,"U"
"220","2021-04-05 12:37:23-03","UNIVASF","HVASF","10162","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Marcondes Oliveira","5201","América do Sul","Brasil","Pernambuco","Parnamirim","Açúde Entre Montes (DNOCS). Caatinga arbustiva aberta. Borda do açude.",NA,NA,"Macrófita aquática. Caule esverdeado. Flores amareladas. Freqüente.","HVASF010162",NA,NA,NA,"L.","J.A. Siqueira Filho","2010","10","30","-39.939861","-8.149388",NA,"387","387",NA,NA,"2011","08","25","-39.939861","-8.149388",NA,NA,NA,NA,NA,"U"
"221","2021-04-05 12:37:23-03","UNIVASF","HVASF","17219","PreservedSpecimen","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","V.M. Cotarelli","2231","América do Sul","Brasil","Paraíba","Conceição","Sítio Barra da Cabaça, propriedade de seu Jara. Rio Grande (Piancó) com Rio Barra da Cabaça, nos fundos da propriedade",NA,NA,"Macrófita aquática submersa fixa.","HVASF017219",NA,NA,NA,"L.","V.M. Cotarelli","2012","10","10","-38.424222","-7.555305",NA,"342","342",NA,NA,"2012","10","10","-38.424222","-7.555305",NA,NA,NA,NA,NA,"U"
"222","2019-11-21 10:17:19-03","IBt","SP","19686","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Pickel, B","940",NA,"Brasil","Pernambuco",NA,"Escola",NA,NA,NA,"SP045024",NA,NA,NA,"L.","Haynes, RR","1925","05","22",NA,NA,"SP045024",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-21 10:17:19-03","IBt","SP","224109","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Ininteligível","s.n.",NA,"Rússia",NA,NA,NA,NA,NA,NA,"SP045021",NA,NA,NA,"L.",NA,"1945","07","07",NA,NA,"SP045021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 10:17:19-03","IBt","SP","31533","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Ihering, R","131",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"SP045022",NA,NA,NA,"L.","Haynes, RR",NA,NA,NA,NA,NA,"SP045022",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 10:17:19-03","IBt","SP","67461","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Ashlee, TR","s.n.",NA,"Canadá","British Columbia",NA,NA,NA,NA,NA,"SP045020",NA,NA,NA,"L.","Haynes, RR","1957","07","25",NA,NA,"SP045020",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 10:17:19-03","IBt","SP","25847","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Gross, R","s.n.",NA,"Alemanha","Westpreussen","Stargard",NA,NA,NA,NA,"SP045028",NA,NA,"pusillus","L.","Haynes, RR","1912","07","22",NA,NA,"SP045028",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 10:17:19-03","IBt","SP","67395","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Davidson, J; Bell, M","661",NA,"Canadá","British Columbia",NA,NA,NA,NA,NA,"SP045029",NA,NA,"pusillus","L.","Haynes, RR","1957","07","30",NA,NA,"SP045029","1463","1463",NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 10:17:19-03","IBt","SP","68146","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Laaksonen, E","s.n.",NA,"Finlândia","Kuusamo","Munakkaoja",NA,NA,NA,NA,"SP045027",NA,NA,"pusillus","L.","Haynes, RR","1949","07","19",NA,NA,"SP045027",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 10:17:19-03","IBt","SP","9560","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Puttemanns, A","CGG3031",NA,"Brasil","São Paulo",NA,"São João da Montanha. Estação Agrícola. Ribeirão Pricica-Mirim.",NA,NA,NA,"SP009379",NA,NA,"pusillus","L.","Haynes, RR","1894","10",NA,NA,NA,"SP009379",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-21 10:17:19-03","IBt","SP","130113","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus tenuissimus","Kause, I; Seikkula, E","s.n.",NA,"Finlândia","Satakunta","Rauma",NA,NA,NA,NA,"SP045018",NA,NA,"tenuissimus","Mert. & W.D.J.Koch","Haynes, RR","1973","08","10",NA,NA,"SP045018",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 10:17:19-03","IBt","SP","67373","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus tenuissimus","Davidson, J; Bell, M","319",NA,"Canadá","British Columbia",NA,NA,NA,NA,NA,"SP045019",NA,NA,"tenuissimus","Mert. & W.D.J.Koch","Haynes, RR","1957","07","20",NA,NA,"SP045019",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 10:17:19-03","IBt","SP","68093","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus tenuissimus","Auer, A","s.n.",NA,"Finlândia","Varsinais-Suomi","Turku",NA,NA,NA,NA,"SP045017",NA,NA,"tenuissimus","Mert. & W.D.J.Koch","Haynes, RR","1937","08","02",NA,NA,"SP045017",NA,NA,NA,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-21 10:17:19-03","IBt","SP","139346","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus pusillus","Eiten, G; et al.","5990",NA,"Brasil","São Paulo","Iepê","Fazenda C.A.P.I. 2 km due N of Rio Paranapanema & 7 km E of Porto Alvorada. Near Lagoa de Cima (also called Lagoa Seca)",NA,NA,NA,"SP045030",NA,NA,"pusillus","L.","Haynes, RR","1965","02","09","-54.116667","-22.733333","SP045030","300","300",NA,NA,NA,NA,NA,"-54.116667","-22.733333",NA,NA,NA,NA,NA,NA
"234","2019-11-21 10:17:19-03","IBt","SP","38344","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Drouet, F","2583",NA,"Brasil","Ceará","Maranguape",NA,NA,NA,NA,"SP045023",NA,NA,NA,"L.","Haynes, RR","1935","10","09","-38.6856002807617","-3.89083003997803","SP045023",NA,NA,NA,NA,"1989",NA,NA,NA,NA,"40608","auto",NA,NA,NA,NA
"235","2019-11-21 10:17:19-03","IBt","SP","192861","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Yano, O; Compagnoli, RC","s.n.",NA,"Brasil","Paraná","Joaquim Távora","Estrada J. Távora - Santo Antonio de Platina, Km 348",NA,NA,NA,"SP045025",NA,NA,NA,"L.","Haynes, RR","1983","08","22","-49.9047012329102","-23.4993991851807","SP045025",NA,NA,NA,NA,"1989",NA,NA,NA,NA,"21735","auto",NA,NA,NA,NA
"236","2019-11-21 10:17:19-03","IBt","SP","183367","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Pirani, JR; et al.","263",NA,"Brasil","Rio de Janeiro","Santo Antônio de Pádua","BR 393, estrada para Pirapetinga",NA,NA,NA,"SP045026",NA,NA,NA,"L.","Haynes, RR","1982","11","25","-42.1803016662598","-21.539400100708","SP045026",NA,NA,NA,NA,"1989",NA,NA,NA,NA,"21677","auto",NA,NA,NA,NA
"237","2014-12-22 11:31:34-02","UFRR","UFRR","3932","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Henry-Silva; G.G.","s.n.",NA,"Brasil","Rio Grande do Norte","Apodi","Reservatório de Santa Cruz",NA,NA,NA,NA,NA,NA,NA,"L.","R. Schütz Rodrigues","2013","11","25","-37.830156","-5.812108",NA,NA,NA,NA,NA,"2014","01","27","-37.830156","-5.812108",NA,NA,NA,NA,NA,NA
"238","2014-09-23 10:59:19-03","G","G","G00168724","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Gardner, G.","1442","AMERIQUE DU SUD","Brazil","Alagoas",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=138609&base=img&lang=en","G00168724",NA,NA,NA,"L.","?","1838",NA,"00","-36.69166667","-9.77361111","G00168724",NA,NA,NA,NA,NA,NA,NA,"-36.69166667","-9.77361111",NA,NA,NA,NA,"ISOTYPUS of Potamogeton aschersonii A. Benn.",NA
"239","2014-09-23 10:59:19-03","G","G","G00168725","S","Plantae","Potamogetonaceae","Potamogeton","pusillus","Potamogeton pusillus","Gardner, G.","1442","AMERIQUE DU SUD","Brazil","Alagoas",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=138610&base=img&lang=en","G00168725",NA,NA,NA,"L.","?","1838",NA,"00","-36.69166667","-9.77361111","G00168725",NA,NA,NA,NA,NA,NA,NA,"-36.69166667","-9.77361111",NA,NA,NA,NA,"ISOTYPUS of Potamogeton aschersonii A. Benn.",NA
