"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"666","2021-02-08 12:41:11-03","UFRGS","ICN","045936","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schinini, A; Cabral, E; Vanni, R","16856","1979","02","08","Argentina","Corrientes","San Martín","6km a sudoeste de La Cruz, sobre o Rio Uruguai",NA,NA,NA,"Doação CTES; Em selva de inundación",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2021-02-08 12:41:11-03","UFRGS","ICN","046110","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schinini, A; Cabral, E; Vanni, R","17468","1979","02","21","Argentina","Corrientes","Monte Caseros","Arroyo Curupí, Campo General Avalos, km 173",NA,NA,NA,"Doação CTES; Ramificado desde la base, 3m altura; Em selva marginal sobre el arroyo",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2021-02-08 12:41:11-03","UFRGS","ICN","050731","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schinini, A; Tressens, SG; Vanni, R","18389","1979","09","14","Argentina","Corrientes","San Martín","Yapeyú",NA,NA,NA,"Doação CTES; Arbusto, ramas laxas, frutos rojo-pardo; Costa del Rio Uruguay",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2021-02-08 12:41:11-03","UFRGS","ICN","050813a","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schinini, A; Tressens, SG; Vanni, R","18744","1979","09","11","Argentina","Corrientes","Monte Caseros","Campo Gral. Avalos, Paso de la Barca, sobre Río Miriñay",NA,NA,NA,"arbolito de 2 m de altura, frutos rojos",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2021-02-08 12:41:11-03","UFRGS","ICN","035101","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"De Camillis; et al.","s.n.","1977","09","24","Brasil","RS","Guaíba","Ilha das Figueiras","-51.3250007629395","-30.113899230957","28343",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2021-02-08 12:41:11-03","UFRGS","ICN","061758","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Sobral, M","3067","1984","10","05","Brasil","RS","Lavras do Sul","Mina Volta Grande","-53.8950004577637","-30.8131008148193","76406","arbusto 1 m altura, flores amarelo-claras; em beira de rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2021-02-08 12:41:11-03","UFRGS","ICN","041239","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Miotto, STS","509","1977","09","10","Brasil","RS","Porto Alegre","Assunção, beira do Guaíba","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2021-02-08 12:41:11-03","UFRGS","ICN","082998","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Longhi; et al.","s.n.","1977","04","29","Brasil","RS","Porto Alegre","Ilha do Paiva","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-02-08 12:41:11-03","UFRGS","ICN","034694","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Butignol; Longhi","s.n.","1977","07","26","Brasil","RS","Porto Alegre","Ilha Humaitá (Norte)","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2021-02-08 12:41:11-03","UFRGS","ICN","004385","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schultz, AR","4385","1967","08","28","Brasil","RS","Porto Alegre","Praia do Cego","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-02-08 12:41:11-03","UFRGS","ICN","195350","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","6487","1972","12","22","Brasil","RS","Santo Ângelo","Rio Piratini","-54.2630996704102","-28.2992000579834","25915","Doação Karner Hagelund 6487",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-02-08 12:41:11-03","UFRGS","ICN","195351","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","6193","1971","11","20","Brasil","RS","Santo Ângelo","Rio Piratini","-54.2630996704102","-28.2992000579834","25915","Doação Karner Hagelund 6193",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-02-08 12:41:11-03","UFRGS","ICN","003869","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Vianna, EC","s.n.","1964","11","04","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566","20837",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-02-08 12:41:11-03","UFRGS","ICN","032835","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Alvarez Filho, A","201","1976","11","12","Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459","14404","Arbusto 2,5m altura; Frequente, às margens pedregosas do Rio Uruguai",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-02-08 12:41:11-03","UFRGS","ICN","026289","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Lima, DA; Winkler, S; Irgang, BE","s.n.","1974","10","10","Brasil","RS","Tenente Portela","Parque Florestal do Turvo, salto do Yucumã","-53.75830078125","-27.3710994720459","14404","Arbusto",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-02-08 12:41:11-03","UFRGS","ICN","195354","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","11586","1977","10","06","Brasil","RS","Tenente Portela","Turvo","-53.75830078125","-27.3710994720459","14404","Doação Karner Hagelund 011586",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2021-02-08 12:41:11-03","UFRGS","ICN","024374","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Lindeman, JC; et al.","s.n.","1973","09","26","Brasil","RS","Viamão","Morro do Coco, a 25km ao sul de Porto Alegre","-51.0233001708984","-30.0811004638672","41667","Arbusto, flores amarelas; Em beira de rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2021-02-08 12:41:11-03","UFRGS","ICN","120634","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Witt, A","s.n.","2000","08","30","Brasil","RS","Machadinho","Linha Tigre","-51.6678009033203","-27.5669002532959","14933","arbusto",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2021-02-08 12:41:11-03","UFRGS","ICN","026896","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Baptista, LRM; et al.","s.n.","1974","12","08","Brasil","RS","Nonoai","Cascata do Rio Tigre","-52.7714004516602","-27.3617000579834","35080",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2021-02-08 12:41:11-03","UFRGS","ICN","029136","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Baptista, LRM","s.n.","1973","10","24","Brasil","RS","Porto Alegre","Lami","-51.2299995422363","-30.0331001281738","29946","Beira de rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-02-08 12:41:11-03","UFRGS","ICN","026103","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Porto, ML","s.n.","1974","09","28","Brasil","RS","Porto Alegre","Lami","-51.2299995422363","-30.0331001281738","29946","Em beira de rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2021-02-08 12:41:11-03","UFRGS","ICN","195352","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","5461","1967","10","01","Brasil","RS","Porto Mauá",NA,"-54.668098449707","-27.5753002166748","9855","Doação Karner Hagelund 5461; Beira de água.",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2021-02-08 12:41:11-03","UFRGS","ICN","001076","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schultz, AR","1076",NA,NA,NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2021-02-08 12:41:11-03","UFRGS","ICN","001075","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schultz, AR","1075",NA,NA,NA,"Brasil","RS","Santa Maria",NA,"-53.8069000244141","-29.6842002868652","37819",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2021-02-08 12:41:11-03","UFRGS","ICN","001042","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Schultz, AR","1042","1953","01","09","Brasil","RS","Santa Maria","Rio Vacacaí","-53.8069000244141","-29.6842002868652","37819","ilha arenosa",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2021-02-08 12:41:11-03","UFRGS","ICN","195349","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","8458","1974","12","01","Brasil","RS","Santo Ângelo","Rio Piratini","-54.2630996704102","-28.2992000579834","25915","Doação Karner Hagelund 008458",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","2021-02-08 12:41:11-03","UFRGS","ICN","195353","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","s.n.","1976","12","09","Brasil","RS","Santo Ângelo","Rio Piratini","-54.2630996704102","-28.2992000579834","25915","Doação Karner Hagelund 10580",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","2021-02-08 12:41:11-03","UFRGS","ICN","195348","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","6488","1972","12","22","Brasil","RS","Santo Ângelo","Rio Piratini","-54.2630996704102","-28.2992000579834","25915","Doação Karner Hagelund 6488",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2021-02-08 12:41:11-03","UFRGS","ICN","008907","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","31","Brasil","RS","Tenente Portela","Parque do Turvo, na beira alta do Rio Uruguai","-53.75830078125","-27.3710994720459","14404","arbustos de 2-3; mato, na beira alta do rio, marginando no rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2021-02-08 12:41:11-03","UFRGS","ICN","088896","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Brack, P; et al.","10",NA,NA,NA,"Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459","14404","arbusto; em área de pedra, local alagadiço no Salto",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2021-02-08 12:41:11-03","UFRGS","ICN","026956","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Allem, A; et al.","s.n.",NA,NA,NA,"Brasil","RS","Tenente Portela","Parque Florestal do Turvo","-53.75830078125","-27.3710994720459","14404",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2021-02-08 12:41:11-03","UFRGS","ICN","195347","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Hagelund, K","s.n.","1977","03","17","Brasil","RS","Tenente Portela","Parque Turvo.","-53.75830078125","-27.3710994720459","14404","Doação Karner Hagelund 011332",NA,"auto","11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2021-02-08 12:41:11-03","UFRGS","ICN","024326","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Allem, A","s.n.","1973","09","05","Brasil","RS","Viamão","Morro do Coco, a 25km ao sul de Porto Alegre","-51.0233001708984","-30.0811004638672","41667","Em beira de rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2021-02-08 12:41:11-03","UFRGS","ICN","024044","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Oliveira, LSD",NA,"Lindeman, JC; et al.","s.n.","1973","06","20","Brasil","RS","Viamão","Morro do Coco, a 25km ao sul de Porto Alegre","-51.0233001708984","-30.0811004638672","41667","Arbusto de 3m altura; Bosque na beira do Rio Guaíba",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2021-02-08 12:41:14-03","UFRGS","ICN","129623","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","De Marchi, TC",NA,"De Marchi; T.C.","194","2004","09","06","Brasil","RS","Cristal","Faz. Corticeiras","-52.0483016967773","-30.9997005462646","27346","Em mata ribeirinha.",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2021-02-08 12:41:14-03","UFRGS","ICN","169342","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Grings, M",NA,"Grings, M","1365","2007","11","15","Brasil","RS","Piratini","Projeto de Assentamento Passo da Cruz","-53.1041984558105","-31.4480991363525","62286","arvoreta frutificando; na beira do rio",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2021-02-08 12:41:14-03","UFRGS","ICN","035183","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Brack, P","1995","Longhi; et al.","s.n.","1977","08","02","Brasil","RS","Porto Alegre","Ilha do Oliveira (leste)","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto","02","06",NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2021-02-08 12:41:14-03","UFRGS","ICN","171275","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Baptista, MM",NA,"Baptista, MM","s.n.",NA,NA,NA,"Brasil","RS","Porto Alegre","Lami.","-51.2299995422363","-30.0331001281738","29946",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2021-02-08 12:41:14-03","UFRGS","ICN","132307","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Jarenkow, JA",NA,"Wiesbauer, MB","10","2003","10","27","Brasil","RS","Viamão","Parque Estadual de Itapuã Praia do Tigre","-51.0233001708984","-30.0811004638672","41667",NA,NA,"auto",NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2021-02-08 12:41:14-03","UFRGS","ICN","193971","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Köhler, M","2013","Köhler, M; Rabuske, CS; Brack, P","61","2013","11","02","Brasil","SC","São Joaquim","Rio Lava Tudo, cerca de 1 km da foz com Rio Pelotas","-50.415833","-28.423611",NA,"Arvoreta, cerca 2 m altura, ramos flexíveis. Com frutos.; Ambiente reofítico; em fendas de rochedo/lajedo extrusivo (basalto) exposto na beira do Rio Lava Tudo. Ambiente sujeito a inundações periódicas e forte fluxo d#?#água.",NA,NA,"11","02",NA,"744","744","Dicotyledon",NA,"América do Sul",NA,NA,"-50.415833","-28.423611",NA,NA,NA,NA,NA,NA
"706","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","42208","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","M. Neves","2004","Abruzzi, M.L.","4980","2003","12",NA,"Brasil","Rio Grande do Sul","Barra do Ribeiro","banhado arredores Lagoa das Capivaras","-51.3011016845703","-30.2910995483398","31686",NA,"HAS0042208","auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","41032","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","M. Neves","2004","Abruzzi, M.L.","4377","2003","01",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Ilha Grande","-50.5097007751465","-30.2577991485596","31350",NA,"HAS0041032","auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","1463","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Aguiar, L.",NA,"Rosa, Z.; Aguiar, L.","s.n.","1975","04",NA,"Brasil","Rio Grande do Sul","Ilha da Laje",NA,"-51.275054","-29.952195",NA,NA,"HAS0001463",NA,NA,NA,NA,"4","4","Magnoliophyta",NA,NA,NA,NA,"-51,275054","-29,952195",NA,NA,NA,NA,NA,NA
"709","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","3794","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Allem, A.",NA,"Waechter, J.L.","159","1975","09",NA,"Brasil","Rio Grande do Sul","Butiazal de Tapes",NA,NA,NA,NA,"arvoreta","HAS0003794",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","4442","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Dardano","1977","Ungaretti, I.","202","1977","04",NA,"Brasil","Rio Grande do Sul","Triunfo","Polo Petroquímico","-51.3856695","-29.885741",NA,"Arroio Bom jArdim; estação 1; amarilho-branco, branquilho","HAS0004442",NA,"04","20",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-51,3856695","-29,8857410",NA,NA,NA,NA,NA,NA
"711","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","5027","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Aguiar, L.","1978","Ungaretti, I.","539","1977","08",NA,"Brasil","Rio Grande do Sul","Triunfo","Bom Jardim, CMN 7","-51.7181015014648","-29.9433002471924","41194","Polo Petroquimico- Municipio de Triunfo","HAS0005027","auto","01",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","13646","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Bueno, O.","1981","Bueno, O.","3142","1981","10",NA,"Brasil","Rio Grande do Sul","Viamão","Ilha do Junco.","-51.0233001708984","-30.0811004638672","41667","Árvore muito ramificada com galhos pendentes, numerosa e agrupada em solo granítico. sarandi.","HAS0013646","auto","10","08",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","14901","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Soares, Z.F.",NA,"Backes, A.","s.n.","1976","04",NA,"Brasil","Rio Grande do Sul","Viamão","Morro do Coco.","-51.0233001708984","-30.0811004638672","41667","Arbusto esporádico com frutos..","HAS0014901","auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","2020-08-26 10:48:46-03","MCN-FZBRS","HAS","20577","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.",NA,NA,"Breuckman, H.","s.n.","1985","03",NA,"Brasil","Santa Catarina","Concórdia","Estreito do Rio Uruguai.","-52.0278015136719","-27.2341995239258","24608",NA,"HAS0020577","auto",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2014-09-23 11:01:38-03","G","G-DC","G00316040","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","CAT.HERB.PRODR.","2012","Lund, P. W.",NA,"1834",NA,"00","Brazil","Rio Grande do Sul",NA,NA,"-53.65388889","-29.71027778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00316040",NA,"01","01",NA,NA,NA,NA,NA,"AMERIQUE DU SUD",NA,NA,"-53.65388889","-29.71027778",NA,NA,NA,NA,"SYNTYPUS of Gymnanthes schottiana Müll. Arg.",NA
"716","2019-11-21 10:04:16-03","IBt","SP","406636","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Pscheidt, AC","2009","Nicolau, SA; Maçarico, DP; Puppo, R","3471",NA,NA,NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","Estrada Professor Jaime Nori, km 8","-47.4700012207031","-21.7099990844727","24893",NA,NA,"auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
