"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","monthIdentified","dayIdentified","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"616","2019-11-01 14:58:03-03","UnB","UB","177610","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","Müll.Arg.",NA,NA,"Souza, A","2192","1988","07","03","Brasil","Minas Gerais","Poços de Caldas","Parque das Águas","-46.5614013671875","-21.7877998352051","23696","número de catálogo 181975 Museu Nacional Rio de Janeiro",NA,"auto",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2019-11-01 14:58:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","Müll.Arg.","Cordeiro, I","1988","Irwin, HS; Soderstrom, TR","6161","1964","09","12","Brasil","Distrito Federal","Brasília","Ca. 15 Km S.W of Brasília","-47.9296989440918","-15.7797002792358","70570","Shrub to 1.25 m tall. Flowers white. Fruit green; Meadow, bordering gallery forest at Catetinho",NA,"auto","01",NA,NA,"700","1000","Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2019-11-01 14:58:03-03","UnB","UB","15387","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Philcox, D; Onishi, E","4953","1968","05","05","Brasil","Distrito Federal","Brasília","Side of Rio Paranoá. Among rocks in river","-47.9296989440918","-15.7797002792358","70570","Shrub 1,5m. Fruto young green.; .",NA,"auto",NA,NA,"mucronata",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2019-11-01 14:58:03-03","UnB","UB","15387","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Philcox, D; Onishi, E","4953","1968","05","05","Brasil","Distrito Federal","Brasília","Side of Rio Paranoá. Among rocks in river","-47.9296989440918","-15.7797002792358","70570","Shrub 1,5m. Fruto young green.; .",NA,"auto",NA,NA,"mucronata",NA,NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2019-05-06 11:55:44-03","UFU","HUFU","34806","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3523","2003","10","21","Brasil","Minas Gerais","Delfinópolis","Estrada para Gurita, Beiro do Rio Santo Antônio.","-46.8539009094238","-20.343900680542","41380","Arbusto, ca. 1,5 m. Cálice e estames creme.","HUFU00050207","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00050207",NA,NA,NA,NA,NA,NA,NA,NA
"621","2019-05-06 11:55:44-03","UFU","HUFU","57220","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","77298","2004","03","19","Brasil","Mato Grosso do Sul","Bonito","Taquaraçu, Rodovia Bonito - Anastácio.","-56.4818992614746","-21.1210994720459","71352","Flor lilás.; Floresta.","HUFU00006843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00006843",NA,NA,NA,NA,NA,NA,NA,NA
"622","2019-05-06 11:55:44-03","UFU","HUFU","43246","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.",NA,NA,"Siqueira, A.S.; et al.","s.n.","2005","03","07","Brasil","Minas Gerais","Uberlândia","Capim Branco I","-48.2771987915039","-18.9186000823975","58223","Arbusto, ca. 1,5 m. Fruto verde amarronzado.; Borda de mata ciliar.","HUFU00006856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00006856",NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-05-06 11:55:44-03","UFU","HUFU","48813","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll. Arg.) Müll. Arg.","Cordeiro, I.","2008","Rosa, P.O.; Gusson, A.E. & Araújo, G.M.","794","2007","08","24","Brasil","Minas Gerais","Uberlândia","Capim Branco I","-48.2771987915039","-18.9186000823975","58223","Arvoreta, ca. 2 m. Inflorescência creme.; Mata ciliar.","HUFU00006842","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,"HUFU00006842",NA,NA,NA,NA,NA,NA,NA,NA
"624","2020-08-20 14:57:18-03","UFSC","FLOR","36710","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D. de","2011","Pugues, S.; Silva Filho, F.A. da & Poli, C.","39","2001","10","04","Brasil","Santa Catarina","Ipuaçu","Reservatório do aproveitamento hidrelétrico Quebra Queixo, margem esquerda.","-52.4550018310547","-26.6313991546631","20981","arbustivo","FLOR0036710","auto","11",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,"FLOR0036710 FLOR0036710_1 FLOR0036710_e",NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-08-20 20:39:40-03","UFSC","FLOR","2968","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.","1964","Smith, L.B.; Klein, R.M.","13159","1964","11","11","Brasil","Santa Catarina","Itapiranga","Steep slope by Rio Uruguai, 3-4 km O de Itapiranga.","-53.733333","-27.166667",NA,NA,"FLOR0002968",NA,NA,NA,"angustifolia","200","200",NA,"Malpighiales",NA,NA,"FLOR0002968","53º44'W","27º10'S",NA,NA,NA,NA,NA,NA
"626","2020-08-20 20:39:40-03","UFSC","FLOR","552","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.","1963","Reitz, R.; Klein, R.M.","12130","1962","01","27","Brasil","Paraná","Guaíra","Sete Quedas.","-54.2557983398438","-24.0799999237061","33984","arbusto, flor branco-esverdeada, 1m altura","FLOR0000552","auto",NA,NA,"angustifolia","220","220",NA,"Malpighiales",NA,NA,"FLOR0000552",NA,NA,NA,NA,NA,NA,NA,NA
"627","2020-08-20 14:57:20-03","UFSC","FLOR","19186","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Mull. Arg,","Jarenkow, J.A.","1986","Jarenkow, J.A.","486","1986","10","22","Brasil","Rio Grande do Sul","Capão do Leão","Campus da UFPEL, orla do arroio Padre Doutor.","-52.4838981628418","-31.7632999420166","28605","arvoreta, 3,5m altura. Recebida de PEL 9301.","FLOR0019186","auto","10",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,"FLOR0019186",NA,NA,NA,NA,NA,NA,NA,NA
"628","2020-08-20 14:57:20-03","UFSC","FLOR","27333","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Mull. Arg,","Jarenkow, J.A.","1994","Jarenkow, J.A.","2402","1994","08","28","Brasil","Rio Grande do Sul","Marcelino Ramos","Beira do rio Uruguai.","-51.9063987731934","-27.4617004394531","18635","arvoreta, flor verde-amarelada, 2,5m altura. Recebida de PEL 14150.","FLOR0027333","auto","08",NA,NA,NA,NA,NA,"Malpighiales",NA,NA,"FLOR0027333",NA,NA,NA,NA,NA,NA,NA,NA
"629","2020-08-20 14:57:20-03","UFSC","FLOR","5397","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Mull. Arg,","Reis, A.","1984","Reis, A.; Leite, C.L.","s.n.","1984","10","22","Brasil","Santa Catarina","Apiúna","Corredeiras do Rio Itajaí-açu.","-49.3897018432617","-27.0356006622314","24893","arbustivo, flor esverdeada, 4m altura. Planta estudada pela equipe da UFSC como planta medicinal Projeto CEME. Usada como diurética","FLOR0005397","auto","11","08",NA,"400","400",NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-08-20 20:39:40-03","UFSC","FLOR","24750","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.; Downs, R.J.","1983","Klein, R.M.; Klein, M.M.","11081","1974","01","23","Brasil","Santa Catarina","Apiúna","Subida. Margem rochosa do rio Itajaí-açu.","-49.3897018432617","-27.0356006622314","24893","arbusto, flor esverdeada, 3m altura. Dominante. Recebida de HBR 48449.","FLOR0024750","auto",NA,NA,"angustifolia","100","100",NA,"Malpighiales",NA,NA,"FLOR0024750",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-08-20 14:57:20-03","UFSC","FLOR","41684","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.",NA,NA,"Arioli, T.","2","2004","05","18","Brasil","Santa Catarina","Itajaí","Rio Itajaí-Norte.","-48.6618995666504","-26.9078006744385","27253","arbusto, reófita, 2 a 3m altura","FLOR0041684","auto",NA,NA,"angustifolia",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2020-08-20 20:39:40-03","UFSC","FLOR","41685","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Reis, A.","2004","Arioli, T.","1","2004","05","18","Brasil","Santa Catarina","Itajaí","Rio Itajaí-Norte.","-48.6618995666504","-26.9078006744385","27253","arbusto, reófita, flor presente, 2 a 3,5m altura","FLOR0041685","auto",NA,NA,"angustifolia",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2020-08-20 20:39:40-03","UFSC","FLOR","2968","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.","1964","Smith, L.B.; Klein, R.M.","13159","1964","11","11","Brasil","Santa Catarina","Itapiranga","Steep slope by Rio Uruguai, 3-4 km O de Itapiranga.","-53.733333","-27.166667",NA,NA,"FLOR0002968",NA,NA,NA,"angustifolia","200","200",NA,"Malpighiales",NA,NA,"FLOR0002968","53º44'W","27º10'S",NA,NA,NA,NA,NA,NA
"634","2020-08-20 20:39:40-03","UFSC","FLOR","552","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.","1963","Reitz, R.; Klein, R.M.","12130","1962","01","27","Brasil","Paraná","Guaíra","Sete Quedas.","-54.2557983398438","-24.0799999237061","33984","arbusto, flor branco-esverdeada, 1m altura","FLOR0000552","auto",NA,NA,"angustifolia","220","220",NA,"Malpighiales",NA,NA,"FLOR0000552",NA,NA,NA,NA,NA,NA,NA,NA
"635","2020-08-20 20:39:40-03","UFSC","FLOR","24750","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Smith, L.B.; Downs, R.J.","1983","Klein, R.M.; Klein, M.M.","11081","1974","01","23","Brasil","Santa Catarina","Apiúna","Subida. Margem rochosa do rio Itajaí-açu.","-49.3897018432617","-27.0356006622314","24893","arbusto, flor esverdeada, 3m altura. Dominante. Recebida de HBR 48449.","FLOR0024750","auto",NA,NA,"angustifolia","100","100",NA,"Malpighiales",NA,NA,"FLOR0024750",NA,NA,NA,NA,NA,NA,NA,NA
"636","2020-08-20 14:57:20-03","UFSC","FLOR","41684","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.",NA,NA,"Arioli, T.","2","2004","05","18","Brasil","Santa Catarina","Itajaí","Rio Itajaí-Norte.","-48.6618995666504","-26.9078006744385","27253","arbusto, reófita, 2 a 3m altura","FLOR0041684","auto",NA,NA,"angustifolia",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2020-08-20 20:39:40-03","UFSC","FLOR","41685","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana angustifolia","(Müll. Arg.) Pax & K. Hoffm.","Reis, A.","2004","Arioli, T.","1","2004","05","18","Brasil","Santa Catarina","Itajaí","Rio Itajaí-Norte.","-48.6618995666504","-26.9078006744385","27253","arbusto, reófita, flor presente, 2 a 3,5m altura","FLOR0041685","auto",NA,NA,"angustifolia",NA,NA,NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","2018-09-18 22:12:21-03","UFMT","UFMT","3549","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll.Arg.","Oliveira, L.S.D.","2014","Cordeiro, I.; Catharino, E.L.M.; Ribeiro, W.; Simonetti, C.; Machado, C.","1184","1992","11","24","Brasil","Mato Grosso do Sul","Bataguaçu","Mata das margens do Rio Pardo.","-52.4221992492676","-21.7141990661621","65610","Arbusto, 3m de altura, inflorescências amareladas, frutos imaturos verdes. Muito frequente nas margens",NA,"auto","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2016-02-29 20:25:23-03","UFMT","UFMT","40648","S","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","(Müll.Arg.) Müll.Arg.","Bohrer, P.","2012","Caxambu, M.G.","3519","2011","10","13","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.809139","-25.550417",NA,"Arbusto heliófito ca. 2,5m ripário, frutos imaturos verdes; Floresta ombrófila Mista aluvial; relevo suave ondulado",NA,NA,NA,NA,NA,"834","834",NA,NA,NA,NA,NA,"-49.809139","-25.550417",NA,NA,NA,NA,NA,NA
"640","2021-03-04 15:44:38-03","IF","SPSF","37192","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","A.C.Pscheidt","2010","N. Guerin & N.M.Ivanauskas & G.A.D.C. Franco & G.Durigan & S.C.P.M.Souza & M.Salvan","60","2006","08","17","Brasil","SP","Pedregulho","P.E.F.B.J., Pedra Grande","-47.413333","-20.197222",NA,"COLETA: XLS: SPSFNovo;&nf;Ávore, 6,5m,com espinho, flores creme; GEOGRAFIA: Entroncamento do Córrego Bom Jesus e Pedregulho&nf;UTM: X=247815 Y=7764865 ZONA=23K;",NA,NA,"10","28",NA,"642","642","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"641","2021-03-04 15:44:38-03","IF","SPSF","42533","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","I.Cordeiro","2017","C.R.Lima & R.Cielo-Filho","265","2009","08","26","Brasil","SP","Itapeva","Estação Experimental","-49.067222","-24.052778",NA,"COLETA: Árvore 4m. Flor amarela.; GEOGRAFIA: Trilha do Poço da Peroba - Floresta, na margem do rio;",NA,NA,"02","28",NA,"700","700","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"642","2021-03-04 15:44:38-03","IF","SPSF","43469","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","I.Cordeiro","2017",NA,"1087","2010","02","25","Brasil","SP","Itapeva","Estação Experimental","-49.0525","-24.065833",NA,"COLETA: Arbusto 4m, flores amarelas.; GEOGRAFIA: Trilha da Barragem;",NA,NA,"02","28",NA,"700","700","Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"643","2021-03-04 15:44:38-03","IF","SPSF","01244","PreservedSpecimen","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","A.C.Pscheidt","2010","D.Bento Pickel",NA,"1944","11","18","Brasil","SP","São Paulo","Tremembé","-46.6300010681152","-23.5400009155273","53584","COLETA: XLS: SPSFAntigo;",NA,"auto","10","28",NA,NA,NA,"Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"644","2021-03-04 15:44:40-03","IF","SPSF","35596","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana",NA,NA,NA,"J.M.Silva & J.Cordeiro & C.B.Poliquesi","1817","1996","12","13","Brasil","PR","Tibagi","Cânion Guartelá","-50.4136009216309","-24.5093994140625","56988","COLETA: XLS: SPSFNovo; GEOGRAFIA: capão&nf;;",NA,"auto",NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"645","2021-03-04 15:44:40-03","IF","SPSF","37927","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana","M.Arg.","O.S.Ribas","2006","O.S.Ribas & J.M.Silva","7327","2006","04","30","Brasil","PR","Fênix","Parque Estadual Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398","16297","COLETA: Floresta estacional semidecídua.&nf;Arbusto 1,5m., flor creme esverdeada.; GEOGRAFIA: Margem de rio.;",NA,"auto","01","10",NA,NA,NA,"Magnoliophyta","Malpighiales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"646","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","angustifolia","Sebastiania angustifolia","Müll.Arg.",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"?",NA,NA,"in Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Martius, C","s.n.",NA,NA,NA,"?",NA,NA,"ad fluvium Turvo",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Schott, HW","1716",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus fluvii Parahyba prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Schott, HW","4201",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus fluvii Parahyba prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Regnell, AF","1058",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in prov. Minas Geraës ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Riedel, L","2417",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Claussen, P","s.n.",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Pohl, JBE","1697",NA,NA,NA,"?",NA,NA,"ad Fazenda do Pari",NA,NA,NA,NA,NA,NA,NA,NA,"mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, loco speciali ignoto",NA,NA,NA,NA,NA,NA,NA,NA,"mucronata",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Martius, C","s.n.",NA,NA,NA,"?",NA,NA,"ad fluvium Turvo",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Schott, HW","1716",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus fluvii Parahyba prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Schott, HW","4201",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus fluvii Parahyba prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Regnell, AF","1058",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in prov. Minas Geraës ad Caldas","-46.3861","-21.9236","25710",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Riedel, L","2417",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Claussen, P","s.n.",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2017-09-11 17:09:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana genuina","Müll.Arg.",NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Brazil","São Paulo","Rio Grande da Serra","in prov. S. Paulo, ad Rio Grande","-46.39","-23.74","7673",NA,NA,"auto",NA,NA,"genuina",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Pohl, JBE","1697",NA,NA,NA,"?",NA,NA,"ad Fazenda do Pari",NA,NA,NA,NA,NA,NA,NA,NA,"mucronata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2017-09-11 17:09:49-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Euphorbiaceae","Sebastiania","schottiana","Sebastiania schottiana mucronata","Müll.Arg.",NA,NA,"Sello, HL","s.n.",NA,NA,NA,"Brazil",NA,NA,"in Brasilia, loco speciali ignoto",NA,NA,NA,NA,NA,NA,NA,NA,"mucronata",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2021-02-08 12:41:11-03","UFRGS","ICN","028866","S","Plantae","Euphorbiaceae","Gymnanthes","schottiana","Gymnanthes schottiana","Müll. Arg.","Cordeiro, I","2017","Irgang, B; Valls, J; et alii","100","1973","11",NA,"Brasil","RS",NA,"Calha do Rio Santa Maria",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
