"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"152","2020-11-04 17:29:57-03","UEM","HUEM","2387","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","Ma.C. Souza","443",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Mata do Araldo.","-53.2668991088867","-22.7721996307373",NA,"Arvoreta.","HUEM000023685",NA,"1992","08","23",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"04",NA,NA
"153","2020-11-04 17:29:57-03","UEM","HUEM","3046","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","In Flora do Brasil","S.Rodrigues","21",NA,"Brasil","Paraná","Porto Rico","rio Paraná, Mata do Araldo. Solo seco.","-53.2668991088867","-22.7721996307373",NA,"Porte arbustivo. Fruto coloração verde. Rara.","HUEM000023682",NA,"1992","10","19",NA,NA,NA,NA,NA,"2019","11","18063","auto",NA,NA,"04",NA,NA
"154","2020-11-04 17:29:57-03","UEM","HUEM","7203","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","J.Y.Tamashiro; Gabrielli, AC; Santos, FAM; Rodrigues, RR","18815",NA,"Brasil","São Paulo","Teodoro Sampaio","Reserva Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Arvoreta de 6m; frutos maduros amarelos e imaturos verdes.","HUEM000008384","HUEM000008384","1986","12","02",NA,NA,NA,NA,NA,"2009","08","54606","auto",NA,NA,"01",NA,NA
"155","2019-11-01 15:05:38-03","UnB","UB","37076","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & Legrand","Faria, JEQ","Lima, IV","521","Southern America","Brasil","Goiás","Serranópolis","Fazenda Pedraria","-51.9622","-18.3061",NA,NA,NA,NA,"1994","12",NA,NA,NA,NA,"-51.9622","-18.3061","2009","02",NA,NA,NA,NA,"13",NA,NA
"156","2019-11-01 15:05:38-03","UnB","UB","117786","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & Legrand","Faria, JEQ","Nóbrega, MG","181","Southern America","Brasil","Goiás","Serranópolis","Fazenda Pedraria, acima do Rio Pedraria","-51.9622001647949","-18.3061008453369",NA,NA,NA,NA,"1994","12","17",NA,NA,NA,NA,NA,"2009","02","86936","auto",NA,NA,"13",NA,NA
"157","2019-11-01 15:05:38-03","UnB","UB","117663","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & Legrand","Faria, JEQ","Proença, CEB","920","Southern America","Brasil","Goiás","Mineiros","Parque Nacional das Emas","-52.75","-18.316667",NA,NA,NA,NA,"1993","09","24",NA,NA,NA,"-52.75","-18.316667","2009","02",NA,NA,NA,NA,"13",NA,NA
"158","2021-03-04 15:45:22-03","IF","SPSF","17863","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","O.T. Aguiar","J.B.Baitello","727","América do Sul","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta, 5 m, casca esfoliante, fruto laranja, comestível.&nf;Nome popular: azedinho; GEOGRAFIA: estrada do 7000, ao longo do caminho.;",NA,NA,"1994","12","07",NA,NA,NA,NA,NA,"2016","07","54606","auto","Magnoliopsida",NA,"27",NA,NA
"159","2021-03-04 15:45:22-03","IF","SPSF","12264","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","O.T. Aguiar","J.Y.Tamashiro & A.C.Gabrielli & F.A.M.Santos & R.R.Rodrigues","18815","América do Sul","Brasil","SP","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: Arvoreta 6m altura; frutos maduros amarelos e imaturos verdes.;",NA,NA,"1986","12","02",NA,NA,NA,NA,NA,"2014","09","54606","auto","Magnoliopsida",NA,"05",NA,NA
"160","2021-03-04 15:45:22-03","IF","SPSF","11293","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","O.T. Aguiar","O.T. Aguiar","201","América do Sul","Brasil","SP","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: Nome popiular: azedinha&nf;Arvoreta; frutos amarelos quando maduros.; GEOGRAFIA: Estrada do 7000;",NA,NA,"1986","12","04",NA,NA,NA,NA,NA,"2014","09","54606","auto","Magnoliopsida",NA,"05",NA,NA
"161","2021-03-04 15:45:22-03","IF","SPSF","17890","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","F.F.Mazine","G.A.D.C. Franco","1308","América do Sul","Brasil","SP","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: azedinha&nf;Arvoreta 3ma ltura; frutos imaturos verdes e maduros amarelados.; GEOGRAFIA: Estrada do 7000, margem do caminho.;",NA,NA,"1994","12","07",NA,NA,NA,NA,NA,"2011","04","54606","auto","Magnoliopsida",NA,"26",NA,NA
"162","2021-03-04 15:45:22-03","IF","SPSF","13514","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","O.T.Aguiar","E.C.Fonseca",NA,"América do Sul","Brasil","SP","Teodoro Sampaio","Parque Estadual do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: Nome popular: azedinha; GEOGRAFIA: Região do Angelim, na Mata.;",NA,NA,"1989","11","28",NA,NA,NA,NA,NA,"2014","09","54606","auto","Magnoliopsida",NA,"05",NA,NA
"163","2021-02-08 12:43:54-03","UFRGS","ICN","124092","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Ribeiro, CL","Dias, C","s.n.","América do Sul","Brasil","SP","Teodoro Sampaio","R.E. do Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"Árvore mais ou menos 5 m de altura; flores brancas. V. Sobral, Napaea 11: 36. 1995.",NA,NA,"1980","10","21",NA,NA,NA,NA,NA,"2019","05","54606","auto",NA,NA,"29",NA,NA
"164","2021-02-08 12:43:54-03","UFRGS","ICN","177680","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Molz, M","Molz, M","s.n.","América do Sul","Brasil","RS","Caraá","Camping João Fernandes","-50.424167","-29.764444",NA,"registro importante. Datum: WGS 84; arvoreta, com ca. 7 m alt., ritidoma laminado papiráceo, descamante, cor bege-alaranjada; em mata ciliar do rio dos Sinos",NA,NA,"2014","03","23","53","53",NA,"-50.424167","-29.764444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2021-02-08 12:43:54-03","UFRGS","ICN","178482","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Sobral, M","Grings, M","s.n.","América do Sul","Brasil","RS","São Francisco de Paula","Parque Municipal da Ronda","-50.560556","-29.446944",NA,"WGS-84; Arvoreta; Interior de floresta de encosta",NA,NA,"2012","09","30","770","770",NA,"-50.560556","-29.446944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-02-08 12:43:54-03","UFRGS","ICN","124499","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Ribeiro, CL","Jarenkow, JA","914","América do Sul","Brasil","RS","Marcelino Ramos",NA,"-51.9063987731934","-27.4617004394531",NA,"Arbusto ca. 1,5 m, em borda de mata pluvial; flores brancas. (Duplicata de PEL 10195)",NA,NA,"1988","10",NA,NA,NA,NA,NA,NA,"2019","05","18635","auto",NA,NA,"29",NA,NA
"167","2021-02-08 12:43:54-03","UFRGS","ICN","090893","S","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Ribeiro, CL","Jarenkow, JA","914","América do Sul","Brasil","RS","Marcelino Ramos","Mato Sétimo Céu","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","05","18635","auto",NA,NA,"29",NA,NA
"168","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","73836","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk",NA,"Mattos, J.","s.n.",NA,"Brasil","Minas Gerais","Entre Teófilo Otoni e Nanuque",NA,NA,NA,NA,"Numa capoeira, arbusto estéril","HAS0073836",NA,"1962","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","91595","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Molz, M.","Molz, M.","s.n.",NA,"Brasil","Rio Grande do Sul","Riozinho","Cascata do Chuvisqueiro","-50.430367","-29.582752",NA,"Arvoreta com 5 m de altura, estéril","HAS0091595",NA,"2015","04",NA,"135","135",NA,"-50.430367","-29.582752","2015","09",NA,NA,NA,NA,"21",NA,NA
"170","2020-08-26 10:49:56-03","MCN-FZBRS","HAS","49831","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk","Sobral, M.","Grings, M.","1746",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Parque Municipal da Ronda, vale do Rio Rolantinho da Areia","-50.5835990905762","-29.4480991363525",NA,"Em mata de encosta, arvoreta 6m de alt, tronco liso alaranjado, botões. Frutos verdes com gl visíveis","HAS0049831",NA,"2012","09",NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"171","2020-08-26 10:49:55-03","MCN-FZBRS","HAS","38179","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cf. neomultipunctata","Eugenia cf. neomultipunctata","Sobral",NA,"Neves, M.","1982",NA,"Brasil","Rio Grande do Sul","Canela","UHE Canastra","-50.815601348877","-29.3656005859375",NA,NA,"HAS0038179",NA,"1997","09",NA,NA,NA,NA,NA,NA,NA,NA,"16452","auto",NA,NA,NA,NA,NA
"172","2019-11-21 10:11:27-03","IBt","SP","332367","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Mazine, FF","Bicudo, LRH; et al.","73",NA,"Brasil","São Paulo","Castilho","Margem do Rio Paraná, mata secundária","-51.587722","-21.074861",NA,"2m alt., frutos verdes","SP057001","SP057001","1998","10","13",NA,NA,NA,"-51.587722","-21.074861","2017","07",NA,NA,NA,NA,"25",NA,NA
"173","2020-12-03 09:40:45-03","IBt","SP","321764","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.",NA,"Baitello, JB","727",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do 7000 ao longo do caminho","-52.1599998474121","-22.5300006866455",NA,"Arvoreta ca. 5m alt., casca clara, esfoliante, frutos de cor laranja, comestíveis","SP057000","SP057000","1994","12","07",NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA
"174","2020-12-03 09:40:45-03","IBt","SP","321793","S","Plantae",NA,NA,"Myrtaceae","Eugenia","gracillima","Eugenia gracillima","Kiaersk.","Mazine, FF","Franco, GADC","1308",NA,"Brasil","São Paulo","Teodoro Sampaio","Parque Estadual Morro do Diabo, Estrada do 7000, na margem do caminho","-52.1599998474121","-22.5300006866455",NA,"Aevoreta 3m alt., frutos imaturos verdes e maduros amarelados","SP056999","SP056999","1994","12","07",NA,NA,NA,NA,NA,"2011","04","54606","auto",NA,NA,NA,NA,NA
"175","2019-11-21 10:11:31-03","IBt","SP","271399","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand","Sobral, M","Carvalho, AM; Santos, TS; Amorim, AM; Sant'Ana, SC; Jardim, JG","4026",NA,"Brasil","Bahia","Barreiras","Estrada para o aeroporto de Barreiras. Coletas entre 5 a 15km a partir da sede do município. Cerrado.","-44.9900016784668","-12.1527996063232",NA,"Subaebusto ca. 1m alt., folhas concolores, flores com calice verde-pálido, corola e estames alvos.","SP028033","SP028033","1992","06","11",NA,NA,NA,NA,NA,"2004",NA,"152720","auto",NA,NA,NA,NA,NA
"176","2020-12-03 09:40:45-03","IBt","SP","296844","S","Plantae",NA,NA,"Myrtaceae","Eugenia","klappenbachiana","Eugenia klappenbachiana","Mattos & D.Legrand","Sobral, M; Mazine, FF","Tamashiro, JY; Gabrielli, AC; Santos, FAM; Rodrigues, RR","18815",NA,"Brasil","São Paulo","Teodoro Sampaio","Reserva Estadual Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,NA,"SP057017","SP057017","1986","12","02",NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA
"177","2019-11-21 10:11:36-03","IBt","SP","332617","S","Plantae",NA,NA,"Myrtaceae","Eugenia","neomultipunctata","Eugenia neomultipunctata","Sobral","Kawasaki, ML","Silva, JM; Santos, EP; Abe, LM","2484",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica de Caiuá.","-52.8596992492676","-22.656400680542",NA,"Árvore 5m alt., flor alva, floresta.","SP028183","SP028183","1998","09","05",NA,NA,NA,NA,NA,"1999",NA,"16110","auto",NA,NA,NA,NA,NA
