"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","identifiedBy","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"3707","2020-08-31 09:07:44-03","INPA","INPA","268831","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Householder, JE","1313","2011","10","15","Southern America","Brasil","Roraima",NA,NA,NA,"INPA0268831","Boa Vista, Along BR-174 50km north of Boa Vista.","-60.786723","3.135796","-60.786723","3.135796","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.",NA,"Boa Vista","Sobral, MEG; Souza, MAD de",NA,"85","85",NA,"2016","08",NA,NA,NA,NA,NA,NA
"3708","2020-08-31 09:07:44-03","INPA","INPA","271137","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Delfini, C","437","2012","05","13","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0271137","Rodovia Estadual, Trevo para Datas.","-43.6887","-18.41718","-43.6887","-18.41718","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.",NA,"Gouveia","Sobral, MEG; Souza, MAD de",NA,"1343","1343",NA,"2016","08",NA,NA,NA,NA,NA,NA
"3709","2020-08-31 09:07:44-03","INPA","INPA","271143","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Delfini, C","404","2012","05","12","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0271143","Estrada para Conselheiro Mata, a cerca de 2,5km da bifurcação a partir da estrada Curvelo - Diamantina.","-43.70587","-18.26591","-43.70587","-18.26591","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.",NA,"Diamantina","Sobral, MEG; Souza, MAD de",NA,"1390","1400",NA,"2016","08",NA,NA,NA,NA,NA,NA
"3710","2020-08-31 09:07:44-03","INPA","INPA","271144","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Delfini, C","418","2012","05","12","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0271144","Estrada para Conselheiro Mata, a cerca de 2,5km da bifurcação a partir da estrada Curvelo - Diamantina.","-43.70587","-18.26591","-43.70587","-18.26591","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.",NA,"Diamantina","Sobral, MEG; Souza, MAD de",NA,"1390","1400",NA,"2016","08",NA,NA,NA,NA,NA,NA
"3711","2021-01-10 20:47:02-03","INPA","INPA","28242","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Rodrigues, WA","8878","1970","05","26","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0028242","Reserva Florestal Adolfo Ducke, Estrada Manaus-Itacoatiara, Km 26, em frente a Reserva Ducke","-59.966667","-2.883333","-59.966667","-2.883333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0028242 INPA0028242_e","Manaus","Silva, MF da",NA,NA,NA,NA,"1970","05",NA,NA,NA,NA,NA,NA
"3712","2020-08-31 09:07:44-03","INPA","INPA","37378","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Monteiro, OP","72-314","1972","10","14","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0037378","Rio Cueiras, Margem esquerda do rio.","-60.508232","-2.830145","-60.508232","-2.830145","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0037378 INPA0037378_e INPA0037378_e1 INPA0037378_nd INPA0037378_num","Manaus","Souza, MC de",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"3713","2020-08-31 09:07:44-03","INPA","INPA","45965","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Campbell, DG","P22025","1974","04","20","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0045965","Maués, farm of Francisco Merher, Across river from, Across river from Maués, farm of Francisco Merheri.","-57.736254","-3.394712","-57.736254","-3.394712","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0045965 INPA0045965_e INPA0045965_ni",NA,"Sobral, MEG; Souza, MAD de",NA,NA,NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA
"3714","2020-08-31 09:07:44-03","INPA","INPA","49991","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Macêdo, M","49","1975","07","02","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0049991","Estrada Manaus-Manacapuru Km 2, Campina de Terra Preta de Cacau Pirera, Estrada Manaus-Mancapuru, Km 2.","-60.166667","-3.166667","-60.166667","-3.166667","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.",NA,"Iranduba","Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3715","2020-08-31 09:07:44-03","INPA","INPA","50450","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Assumpção, SP","68","1975","07","06","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0050450","Rio Nhamundá, Margem esquerda do rio Nhamundá",NA,NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0050450 INPA0050450_e INPA0050450_e1",NA,"Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3716","2020-08-31 09:07:44-03","INPA","INPA","57459","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Connant, DS","1065","1974","09","18","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0057459","Campus do INPA, (INPA)","-59.985833","-3.096111","-59.985833","-3.096111","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0057459 INPA0057459_e INPA0057459_e1","Manaus","Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3717","2020-08-31 09:07:44-03","INPA","INPA","57460","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Connant, DS","1066","1974","09","18","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0057460","Campus do INPA, (INPA)","-59.985833","-3.096111","-59.985833","-3.096111","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0057460 INPA0057460_e","Manaus","McVaugh, R; Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3718","2021-01-10 20:47:02-03","INPA","INPA","58414","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Maciel, AA","76-144","1976","07","21","Southern America","Brasil","Mato Grosso",NA,NA,NA,"INPA0058414","Rodovia Pocoré-Cuiabá",NA,NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0058414 INPA0058414_e",NA,"Sobral, MEG",NA,NA,NA,NA,"1985","01",NA,NA,NA,NA,NA,NA
"3719","2020-08-31 09:07:44-03","INPA","INPA","6358","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Almeida, JC de","INPA6358","1958","04","16","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0006358","Cachoeira Baixa do Tarumã, Cachoeira Baixa do Tarumã","-60.1","-2.88","-60.1","-2.88","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0006358 INPA0006358_e","Manaus","Rodrigues, WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3720","2020-08-31 09:07:44-03","INPA","INPA","43246","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Berg, CC","P19672","1973","08","26","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0043246","Paraná do Autaz-Mirim, Lago do Caioé, Paraná do Autaz-Mirim, lago de Caioe","-62.133611","-5.102222","-62.133611","-5.102222","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0043246 INPA0043246_e INPA0043246_e1 INPA0043246_nd INPA0043246_num","Autazes","Souza, MC de",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"3721","2020-08-31 09:07:44-03","INPA","INPA","3938","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Coêlho, DF","INPA3938","1956","06","25","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0003938","Flores, Flores","-60.033333","-3.416667","-60.033333","-3.416667","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0003938 INPA0003938_e INPA0003938_e1","Manaus","Rodrigues, WA",NA,NA,NA,NA,"1960","03",NA,NA,NA,NA,NA,NA
"3722","2020-08-31 09:07:44-03","INPA","INPA","71374","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Kirkbride Junior, JH","2950","1977","02","20","Southern America","Brasil","Pará",NA,NA,NA,"INPA0071374","Serra do Cachimbo, Cachoeira do Curuá, Along the edge of Cachoeira do Curuá, disturbed area","-54.5","-9","-54.5","-9","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0071374 INPA0071374_e INPA0071374_e1",NA,"Souza, MAD de",NA,"320","320",NA,"1997","01",NA,NA,NA,NA,NA,NA
"3723","2020-08-31 09:07:44-03","INPA","INPA","80771","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Mota, CDA da","3036","1978","12","08","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0080771","Rio Uaupés, Taracuá, Rio Negro, Tarauacá no rio Waupés","-67.08","-0.11","-67.08","-0.11","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0080771_e INPA0080771_e1","São Gabriel da Cachoeira","Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3724","2020-08-31 09:07:44-03","INPA","INPA","86558","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Maia, LA","328","1979","07","02","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0086558","Serra Jacamím, Rio Negro, Serra do Jacamim, abaixo do rio Cauburi","-65.883333","-0.7","-65.883333","-0.7","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0086558 INPA0086558_e","Santa Isabel do Rio Negro","Mazine, FF",NA,NA,NA,NA,"2003","07","22",NA,NA,NA,NA,NA
"3725","2020-08-31 09:07:44-03","INPA","INPA","92461","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Coêlho, DF","INPA92461","1979","12",NA,"Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0092461","BR 174, km 36, Estrada Manaus-Caracaraí, Km 36","-60.1","-2.6","-60.1","-2.6","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0092461 INPA0092461_e INPA0092461_e1","Manaus","Sobral, MEG",NA,NA,NA,NA,"1985","04",NA,NA,NA,NA,NA,NA
"3726","2021-01-10 20:47:02-03","INPA","INPA","93912","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Coêlho, DF","80-39","1980","08","08","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0093912","AM 010, km 198, Estrada Manaus-Itacoatiara km 198.","-58.837377","-3.02223","-58.837377","-3.02223","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0093912 INPA0093912_e INPA0093912_e1","Itacoatiara","Sobral, MEG",NA,NA,NA,NA,"1985","04",NA,NA,NA,NA,NA,NA
"3727","2020-08-31 09:07:44-03","INPA","INPA","95339","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Janssen, AS","121","1980","01","02","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0095339","Humaitá, Campo I, 500 m ao Norte da BR 230, km 2.","-63.166667","-7.516667","-63.166667","-7.516667","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0095339 INPA0095339_e","Humaitá","Coêlho, LF; Janssen, AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3728","2021-01-10 20:47:02-03","INPA","INPA","9666","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Rodrigues, WA","2318a","1961","08","14","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0009666","Ponta Negra, Igarapé do Buião","-60.1","-3.05","-60.1","-3.05","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0009666 INPA0009666_e","Manaus","Silva, MF da",NA,NA,NA,NA,"1961","08",NA,NA,NA,NA,NA,NA
"3729","2020-08-31 09:07:44-03","INPA","INPA","96911","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Ferreira, CAC","2484","1980","09","14","Southern America","Brasil","Pará",NA,NA,NA,"INPA0096911","Estrada Oriximiná-Óbidos, Estrada Oriximiná - Óbidos Km 12 margem esquerda.","-55.8661","-1.76556","-55.8661","-1.76556","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0096911 INPA0096911_e INPA0096911_e1 INPA0096911_nd","Oriximiná","Holst, BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3730","2020-08-31 09:07:44-03","INPA","INPA","97134","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Austin, DF","7222","1979","10","25","Southern America","Brasil","Amapá",NA,NA,NA,"INPA0097134","Sul da estrada da Zona Perimental, Campo Verde-S da estrada da Zona Perimetral","-52.181815","0.689815","-52.181815","0.689815","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0097134 INPA0097134_e INPA0097134_e1",NA,"Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3731","2020-08-31 09:07:44-03","INPA","INPA","97137","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Austin, DF","7287","1979","10","29","Southern America","Brasil","Amapá",NA,NA,NA,"INPA0097137","BR 156, Ca. 5 km E de Porto Grande, igarapé e arredores do Areal e Sop km 105.","-51.3644","0.7153","-51.3644","0.7153","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0097137 INPA0097137_e INPA0097137_nd",NA,"Holst, BK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3732","2020-08-31 09:07:44-03","INPA","INPA","98692","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Nelson, BW","1063","1981","03","25","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0098692","14 Km NW of Manaus, near Tarumã waterfall., 14 km NW of Manaus, near Tarumã waterfall","-60.096261","-2.874326","-60.096261","-2.874326","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0098692 INPA0098692_e INPA0098692_e1","Manaus","Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3733","2020-08-31 09:07:44-03","INPA","INPA","75010","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Macêdo, M","442","1976","09","07","Southern America","Brasil","Mato Grosso",NA,NA,NA,"INPA0075010","Rodovia Transpantaneira Km 8, Rodovia Transpantaneira, km 8.","-56","-15.6","-56","-15.6","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0075010 INPA0075010_e INPA0075010_e1","Poconé","Sobral, MEG; Souza, MAD de",NA,NA,NA,NA,"2016","08",NA,NA,NA,NA,NA,NA
"3734","2020-08-31 09:07:44-03","INPA","INPA","83871","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Santos, JUM dos","257","1978","03","25","Southern America","Brasil","Rondônia",NA,NA,NA,"INPA0083871","Rio dos Pacaás Novos., Rio Pacaás-Novos, entre a pedra da la cachoeira","-63.769326","-10.979438","-63.769326","-10.979438","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0083871 INPA0083871_e","Porto Velho","Bemerguy, I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3735","2020-08-31 09:07:44-03","INPA","INPA","79234","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Prance, GT","25102","1977","11","09","Southern America","Brasil","Pará",NA,NA,NA,"INPA0079234","Serra do Cachimbo, BR 163, km 809, Serra do Cachimbo, BR 163, Cuiabá-Santarém Higway, Km 809,","-54.840743","-9.327643","-54.840743","-9.327643","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0079234 INPA0079234_e INPA0079234_e1","Santarém","Souza, MAD de",NA,NA,NA,NA,"1997","01",NA,NA,NA,NA,NA,NA
"3736","2020-08-31 09:07:44-03","INPA","INPA","99188","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Irwin, HS","27495","1970","03","14","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0099188","Serra do Espinhaço, ca. 18 km E.of Diamatina",NA,NA,NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0099188 INPA0099188_e",NA,"Mazine, FF",NA,"1000","1000",NA,"2003","07","22",NA,NA,NA,NA,NA
"3737","2020-08-31 09:07:44-03","INPA","INPA","184867","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Proença, CEB","1004A","1993","11","12","Southern America","Brasil","Goiás",NA,NA,NA,"INPA0184867","Estrada para Doverlandia. Fazenda Maracaná do Sr. Marcos","-51.8102989196777","-16.9566993713379",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0184867 INPA0184867_e","Caiapônia","Proença, CEB","77016",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3738","2020-08-31 09:07:44-03","INPA","INPA","201010","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Hatschbach, GG","68191","1998","07","24","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0201010","Barão de Guaçui, arredores.","-43.7407989501953","-18.4543991088867",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0201010 INPA0201010_e","Gouveia","Hatschbach, GG","37970",NA,NA,"auto","1998",NA,NA,NA,NA,NA,NA,NA
"3739","2020-08-31 09:07:44-03","INPA","INPA","217132","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Hatschbach, GG","77624","2004","06","12","Southern America","Brasil","Minas Gerais",NA,NA,NA,"INPA0217132","Rodovia para Mocambinho. Campo cerrado.","-43.6744003295898","-15.3382997512817",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0217132 INPA0217132_e","Jaíba","Sobral, MEG","47016",NA,NA,"auto","2005",NA,NA,NA,NA,NA,NA,NA
"3740","2020-08-31 09:07:44-03","INPA","INPA","184858","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Proença, CEB","979","1993","10","17","Southern America","Brasil","Goiás",NA,NA,NA,"INPA0184858","Cerca de 50 Km de Jataí","-52.5511016845703","-17.5694007873535",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0184858 INPA0184858_e","Mineiros","Proença, CEB","100343",NA,NA,"auto","1993",NA,NA,NA,NA,NA,NA,NA
"3741","2020-08-31 09:07:44-03","INPA","INPA","134958","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, MG da","4132","1979","01","04","Southern America","Brasil","Rondônia",NA,NA,NA,"INPA0134958","Arredores do Aeroporto, Arredores do aeroporto","-60.1458015441895","-12.7405996322632",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0134958 INPA0134958_e INPA0134958_e1","Vilhena","Silva, MG da","196523",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"3742","2020-08-31 09:07:44-03","INPA","INPA","151204","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Thomas, WW","4686","1985","10","30","Southern America","Brasil","Mato Grosso",NA,NA,NA,"INPA0151204","38 km SE of Pontes e Lacerda to Caceres BR174., Jauro & Pontes e Lacerda: 38km SE of Pontes e Lacerda on BR 174 to Cáceres","-59.066667","-15.45","-59.066667","-15.45","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0151204 INPA0151204_e INPA0151204_e1","Jauru & Pontes e Lacerda","Mazine, FF",NA,NA,NA,NA,"2003","07","22",NA,NA,NA,NA,NA
"3743","2020-08-31 09:07:44-03","INPA","INPA","113277","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, MN da","156","1983","04","29","Southern America","Brasil","Pará",NA,NA,NA,"INPA0113277","Estrada Santarém-Cuiabá (BR 163) km-80 de Cuiabá","-54.9","-9.366667","-54.9","-9.366667","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0113277 INPA0113277_e INPA0113277_nd","Itaituba","Mazine, FF",NA,"430","430",NA,"2003","07","22",NA,NA,NA,NA,NA
"3744","2020-08-31 09:07:44-03","INPA","INPA","139241","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, ASL da","1765","1984","03","14","Southern America","Brasil","Pará",NA,NA,NA,"INPA0139241","Serra dos Carajás, Serra dos Carajás. N-4, mina pilôto para exploração de ferro","-50.173616","-6.055124","-50.173616","-6.055124","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0139241 INPA0139241_e","Marabá",NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3745","2020-08-31 09:07:44-03","INPA","INPA","134799","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Silva, MG da","3158","1977","05","27","Southern America","Brasil","Pará",NA,NA,NA,"INPA0134799","Itinga do Pará, Itinga do Pará","-47.538503","-4.436442","-47.538503","-4.436442","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0134799 INPA0134799_e","Paragominas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3746","2020-08-31 09:07:44-03","INPA","INPA","184144","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Cunha, NML da","414","1989","10","06","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0184144","Distrito Agropecuário, ZF3., Distrito Agropecuário, Reserva 1501 (Km41) da WWF/INPA. Projeto Dinâmica Biológica dos Fragmentos Florestais.","-59.716667","-2.4","-59.716667","-2.4","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0184144 INPA0184144_e INPA0184144_e1 INPA0184144_nd INPA0184144_num","Manaus","Souza, MC de",NA,"50","150",NA,"2012","04",NA,NA,NA,NA,NA,NA
"3747","2020-08-31 09:07:44-03","INPA","INPA","207990","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Ferreira, CAC","12079","2000","08","16","Southern America","Brasil","Pará",NA,NA,NA,"INPA0207990","Estrada Oeiras do Pará-Cametá, km 18, Estrada Oeiras do Pará-Cametá, km 18. Campinarana arbórea, podzol hidromórfico.","-50.416667","-2","-50.416667","-2","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0207990 INPA0207990_e INPA0207990_nd","Oeiras do Pará","Souza, MC de",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"3748","2020-08-31 09:07:44-03","INPA","INPA","137252","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Strudwick, JJ","3215","1981","07","10","Southern America","Brasil","Pará",NA,NA,NA,"INPA0137252","Lageira, airstrip on Rio Maicuru","-54.433333","-0.916667","-54.433333","-0.916667","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0137252 INPA0137252_e INPA0137252_e1 INPA0137252_nd INPA0137252_num",NA,"Souza, MC de",NA,"800","800",NA,"2012","04",NA,NA,NA,NA,NA,NA
"3749","2020-08-31 09:07:44-03","INPA","INPA","8824","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Egler, WA","1587","1961","03","30","Southern America","Brasil","Pará",NA,NA,NA,"INPA0008824","Campo de Caimbé, Campo do Caimbé","-48","-0.9","-48","-0.9","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0008824 INPA0008824_e","Vigía","Rodrigues, WA",NA,NA,NA,NA,"1961","03",NA,NA,NA,NA,NA,NA
"3750","2020-08-31 09:07:44-03","INPA","INPA","171144","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Farney, C de S.","2111","1987","12","05","Southern America","Brasil","Pará",NA,NA,NA,"INPA0171144","Campos de Ariramba, Campos do Ariramba, campina próxima ao Rio Jaramacarú.","-55.759129","1.164599","-55.759129","1.164599","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0171144 INPA0171144_e INPA0171144_e1 INPA0171144_nd INPA0171144_num","Óbidos","Souza, MC de",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"3751","2020-08-31 09:07:44-03","INPA","INPA","76170","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Coradin, L","744","1977","10","18","Southern America","Brasil","Roraima",NA,NA,NA,"INPA0076170","Cantá, Cantá region, 8 km. NSE of Boa Vista. Fazenda Novo Horizonte II.","-59.658767","1.234173","-59.658767","1.234173","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0076170 INPA0076170_e INPA0076170_nd INPA0076170_num","Boa Vista","Souza, MC de",NA,"90","90",NA,"2012","04",NA,NA,NA,NA,NA,NA
"3752","2020-08-31 09:07:44-03","INPA","INPA","133930","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6662","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0133930","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0133930 INPA0133930_e",NA,"Sobral, MEG",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"3753","2020-08-31 09:07:44-03","INPA","INPA","196271","S","Plantae","Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia",NA,"Pipoly III, JJ","6657","1984","02","05","Southern America","Brasil","Amazonas",NA,NA,NA,"INPA0196271","0-3 km N of km 211 of Perimetral N Hwy. Pico Rondon","-62.8","1.533333","-62.8","1.533333","Dicotyledon Com-Clade","Myrtales",NA,"(Kunth) DC.","INPA0196271 INPA0196271_e",NA,"Sobral, MEG; Souza, MAD de",NA,NA,NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA
