"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","previousCatalogNumber"
"102","2019-10-07 09:36:06-03","UEFS","HUEFS","27256","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Sellow, F.","346",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0027256",NA,NA,"Lectótipo",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:36:06-03","UEFS","HUEFS","19568","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","F.França","Hoehne, F.C.",NA,"1931","10","26",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"HUEFS0019568","HUEFS0019568",NA,NA,NA,NA,"Rosanae","1997","07",NA,"53584","auto",NA,NA,NA
"104","2019-10-07 09:36:06-03","UEFS","HUEFS","244281","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","T.Hoehne","Hoehne, T.","SPF13277","1946","11","30",NA,"Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,"HUEFS0244281","HUEFS0244281",NA,NA,NA,NA,"Rosanae",NA,NA,NA,"9448","auto",NA,NA,NA
"105","2019-09-04 18:28:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi",NA,NA,"F. Sellow","346",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"106","2018-05-14 17:12:06-03","F","FMNH-SEEDPLANTS","V0326324F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi",NA,"RRC ID Flag","N. D. da Cruz","6230",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,"V0326324F","V0326324F_01 V0326324F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"6230",NA,NA
"107","2018-05-14 17:44:53-03","F","FMNH-SEEDPLANTS","V0326325F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi",NA,"RRC ID Flag","F. C. Hoehne","28397",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,"V0326325F","V0326325F_01 V0326325F_02",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"28397",NA,NA
"108","2016-03-28 12:30:36-03","F","FMNH-SEEDPLANTS","V0326326F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0326326F","V0326326F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-01-23 11:09:47-02","F","FMNH-SEEDPLANTS","V0074826F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi pubescens","Stafleu",NA,"P. C. D. Clausen",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0074826F","V0074826F_01","pubescens","Isotype",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-04-29 16:30:27-03","UFVJM","HDJF","598","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Santos, RM","Oliveira, PA; Amaral, WG","s.n.","2010","05","27","Southern America","Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri (PEB), próximo à cascalheira e do campus JK e à MGT 367.","-43.5875","-18.198611",NA,NA,NA,NA,"HDJF000598","HDJF000598_01",NA,NA,"-43.5875","-18.198611",NA,"2011","09","29",NA,NA,NA,NA,NA
"111","2020-04-29 16:30:27-03","UFVJM","HDJF","6084","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Shimizu, GH","Soares, CCC; Barbalho, PPG;","105","2018","05","17","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","CAVA NE1","-43","-19","852","852",NA,NA,"HDJF006084","HDJF006084_01",NA,NA,"-43","-19",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"112","2020-04-29 16:30:27-03","UFVJM","HDJF","4643","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Faria, JEQ","Oliveira, JLA","s.n.","2017","01","16","Southern America","Brasil","Minas Gerais","Esmeraldas","Distrito de Caracóis","-44.254167","-19.796667","846","846",NA,NA,"HDJF004643","HDJF004643_01",NA,NA,"-44.254167","-19.796667",NA,"2017","01",NA,NA,NA,NA,NA,NA
"113","2019-01-25 15:37:32-02","IAC","IAC","43157","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","L.C. Bernacci et al.","L.C. Bernacci; G. Durigan; G.F. Árbocz & E. Furlan","3450","2001","01","09",NA,"Brasil","São Paulo","Ibiúna","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Reizinho, indivíduo R 12.1","-47.092403","-23.689749",NA,NA,NA,NA,NA,NA,NA,NA,"-47.092403","-23.689749",NA,"2001","01","09",NA,NA,NA,NA,NA
"114","2019-01-25 15:47:29-02","IAC","IAC","38554","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","K. Yamamoto","R.B. Torres; E.V. Franceschinelli; G.F. Árbocz & C.S. Figueiredo","790","1999","10","13",NA,"Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.1447","-22.7553",NA,NA,NA,"coordenadas do material: 22°44#?#S, 46°08#?#W, 1000 m.s.m.",NA,NA,NA,NA,"-46.1447","-22.7553",NA,"2002","11","13",NA,NA,NA,NA,NA
"115","2019-01-25 15:37:32-02","IAC","IAC","42456","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","F.C. Hoehne","F.C. Hoehne","s/nº","1931","10","26",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,"-46.6361","-23.5475",NA,"1931","10","26",NA,NA,NA,NA,NA
"116","2020-09-22 13:49:08-03","USP","SPFW","1979","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Sem coletor","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2016-08-23 11:00:32-03","NHMLondon","NHM-LONDON-BOT","BM000566676","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"F. Sellow","346",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/dc68a07a155a4cf990a873a8b3dc8a7dabed521c/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Isotype","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4979858"
"118","2020-11-12 17:02:16-03","UEL","FUEL","16216","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Yamamoto, K","Torres, RB; Franceschinelli, EV; et al.","790","1999","10","13",NA,"Brasil","Minas Gerais","Camanducaia","Mata dos Mota","-46.133333","-22.733333","1000","1000",NA,NA,"FUEL000163",NA,NA,NA,"-46.133333","-22.733333",NA,"2002","11",NA,NA,NA,NA,NA,NA
"119","2020-11-12 17:02:16-03","UEL","FUEL","14019","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi pubescens","Stafleu","Lisboa, M","Tamashiro, JY; et al.","1230","1981","10","14",NA,"Brasil","Minas Gerais","Poços de Caldas","Estrada da Mata da Colina","-46.564722","-21.838889",NA,NA,NA,NA,"FUEL000165",NA,"pubescens",NA,"-46.564722","-21.838889",NA,"1997","11","11",NA,NA,NA,NA,NA
"120","2019-11-01 15:11:53-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Faria, JEQ","Oliveira, JLA","s.n.","2017","01","16","Southern America","Brasil","Minas Gerais","Esmeraldas","Distrito de Caracóis","-44.254167","-19.796667","846","846",NA,"Árvore ca. 12 m, frutos quase maduros marrons",NA,NA,NA,NA,"-44.254167","-19.796667",NA,"2017","01",NA,NA,NA,NA,NA,NA
"121","2019-11-01 15:11:53-03","UnB","UB","163792","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Balslev, H","Irwin, HS; Harley, RM; Onishi, E","30427","1971","01","15","Southern America","Brasil","Minas Gerais","Belo Horizonte","Serra da Piedade. Ca. 35 km E. of Belo Horizonte, near BR-31.","-43.937801361084","-19.9207992553711","1850","1850",NA,"Rounded shrub to ca. 75 cm tall. Corolla cream.; Upper shrub-covered slopes of Serra da Piedade, with iron-rich rcks and gravel, the soil restricted to crevices and pockets.",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,"17082","auto",NA,NA,NA
"122","2019-05-06 12:02:56-03","UFU","HUFU","6011","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi pubescens","Stafleu","Lisboa, M.","Tamashiro, J.Y.; et al.","1230","1981","10","14",NA,"Brasil","Minas Gerais","Poços de Caldas","Estr. Mata da Colina","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Árvore, ca. 10 m. Cálice verde, pétalas róseo-lilás, com manchas vinosas.","HUFU00025442","HUFU00025442","pubescens",NA,NA,NA,NA,"1997","11","11","23696","auto",NA,NA,NA
"123","2021-03-04 15:45:42-03","IF","SPSF","53875","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","G.A.D.C.Franco","G. Durigan et al.","s/n","2000","10","17","América do Sul","Brasil","SP","São José dos Campos",NA,"-45.862778","-23.208333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","2001","07","31",NA,NA,NA,NA,NA
"124","2021-03-04 15:45:42-03","IF","SPSF","53873","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","G.A.D.C.Franco","G. Durigan et al.","s/n","2000","10","17","América do Sul","Brasil","SP","São José dos Campos",NA,"-45.862778","-23.208333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","2001","07","31",NA,NA,NA,NA,NA
"125","2017-09-11 17:14:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"In Brassilia a S. Paulo ad meridiem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-04-27 14:50:43-03","UFVJM","HDJFW","106","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Shimizu, GH","Soares, CCC; Barbalho, PPG;","105","2018","05","17",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","CAVA NE1","-43","-19","852","852",NA,"Casca com odor desagradável; Folhas pouco discolores; Fruto seco amarronzado; FLORESTA ESTACIONAL SEMIDECIDUAL","HDJFW000106",NA,NA,NA,"-43","-19",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"127","2020-06-04 11:03:57-03","IBt","SP","269328","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Harley, RM","26298","1988","11","26",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA
"128","2020-11-05 09:52:42-03","IBt","SP","354912","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Assis, LCS","116","2001","04","30",NA,"Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA
"129","2020-09-10 10:18:32-03","IBt","SP","312254","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Hoehne, W","s.n.","1946","11","30",NA,"Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9448","auto",NA,NA,NA
"130","2020-08-27 12:20:28-03","IBt","SP","304600","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.",NA,"Souza, VC","4741","1993","11","27",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"131","2014-09-23 10:59:54-03","G","G","G00342544","S","Plantae",NA,NA,"Vochysiaceae","Qualea","selloi","Qualea selloi","Warm.","Stafleu, F. A.","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=241022&base=img&lang=en","G00342544","G00342544",NA,"TYPUS of Qualea selloi Warm.","-53.08972222","-10.77305556",NA,"1950","01","01",NA,NA,NA,NA,NA
