"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"207","2019-11-21 10:14:49-03","IBt","SP","475624","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Viana, PL; et al.","3961","2008","03","12","Brasil","Rio de Janeiro","Teresópolis","Descida do Retiro dos Pedros, passando pela Macieira em direção ao Vale do Matutu.","-44.666667","-22.066667","-44.666667","-22.066667","1900","1900",NA,NA,"2008","03","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2019-11-21 10:14:49-03","IBt","SP","235562","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Irwin, HS; Soderstrom, TR","5962","1964","09","04","Brasil","Distrito Federal","Brasília","Ca 23 km SW of Brasília on road to Anápolis","-47.9296989440918","-15.7797002792358",NA,NA,"700","1000","SP041077","SP041077","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"209","2019-11-21 10:14:49-03","IBt","SP","129550","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Hatschbach, G","27145","1971","10","07","Brasil","Paraná","Sengés","Rio do Funil. Barrancos, margens do rio","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,"SP041076","SP041076","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"55682","auto",NA,NA,NA,NA
"210","2019-11-21 10:14:49-03","IBt","SP","367030","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Negrelle, R; et al.","A410","1992","10","10","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha (beira da trilha)","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,NA,NA,"2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA
"211","2019-11-21 10:14:49-03","IBt","SP","367021","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Negrelle, R; et al.","A307","1992","08","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha. Beira da trilha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"SP042186","SP042186","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA
"212","2019-11-21 10:14:49-03","IBt","SP","367023","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Negrelle, R; et al.","A465","1992","10","11","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha. Subbosque no meio da trilha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"SP042183","SP042183","2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA
"213","2019-11-21 10:14:49-03","IBt","SP","392206","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Santos, AL; Martins, SE; Silva, GO; Mamede, MCH","18","2006","06","22","Brasil","São Paulo","Cunha","Reserva, trilha do rio Pequeno","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"214","2019-11-21 10:14:49-03","IBt","SP","392205","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Santos, AL; Martins, SE; Silva, GO; Mamede, MCH","17","2006","06","22","Brasil","São Paulo","Cunha","Reserva, trilha do rio Pequeno","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"215","2019-11-21 10:14:49-03","IBt","SP","392210","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Santos, AL","22","2006","06","22","Brasil","São Paulo","Cunha","Reserva Trilha do Rio Pequeno","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"216","2019-11-21 10:14:49-03","IBt","SP","406081","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Shirasuna, RT","Shirasuna, RT","225","2007","08","28","Brasil","São Paulo","Embu","Embu, Rodoanel, trecho sul, lote 5.","-46.8499984741211","-23.6399993896484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6851","auto",NA,NA,NA,NA
"217","2019-11-21 10:14:49-03","IBt","SP","406331","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Filgueiras, TS","Shirasuna, RT; Kirizawa, M","1745","2008","09","23","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"218","2019-11-21 10:14:49-03","IBt","SP","128226","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Oliveira, RP","Skvortzov, B","281","1963","11","10","Brasil","São Paulo","Santo André","Santo André, near village of Paranapiacaba, mountain road in secondary forest,","-46.5299987792969","-23.6599998474121",NA,NA,"800","850",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"219","2019-11-21 10:14:49-03","IBt","SP","31114","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Brade, AC","6723","1913","10","26","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,"2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA
"220","2019-11-21 10:14:49-03","IBt","SP","409074","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Shirasuna, RT","Shirasuna, RT","1860","2008","11","11","Brasil","São Paulo","São Paulo","Capital, Parelheiros, Trilha dos Pássaros, Rodoanel, trecho sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"221","2019-11-21 10:14:49-03","IBt","SP","442551","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Shirasuna, RT","Shirasuna, RT","3012","2011","12","20","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Ibt.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"222","2019-11-21 10:14:49-03","IBt","SP","409029","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Shirasuna, RT","Shirasuna, RT; Costa, A","1807","2008","10","21","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP041078","SP041078","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"223","2019-11-21 10:14:49-03","IBt","SP","398161","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Vinha, D","s.n.","2007","10","05","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, IBt","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"224","2019-11-21 10:14:49-03","IBt","SP","174648","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark, LG","Sendulsky, T","1393","1974","04","13","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, trilha do Parque, IBt","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1992","02","28",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"225","2019-11-21 10:14:49-03","IBt","SP","107887","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark, LG","Sendulsky, T","1688","1976","10",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, trilha do Parque, IBt","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1992","02","28",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"226","2019-11-21 10:14:49-03","IBt","SP","358966","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Shirasuna, RT","Borba, JAF","s.n.","1959","12","17","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, trilha do Parque IBT","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2005","04",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"227","2019-11-21 10:14:49-03","IBt","SP","107885","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark, LG","Sendulsky, T","1428","1974","11","01","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Trilha do parque, IBt","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1992","02","28",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"228","2019-11-21 10:14:49-03","IBt","SP","170021","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Clark, LG","Sendulsky, T","1426","1974","10","10","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Trilha do parque, IBT","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"1992","02","28",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"229","2019-11-21 10:14:49-03","IBt","SP","49420","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","Viana, PL","Roth, L","806","1942","09","10","Brasil","São Paulo","São Paulo","Seminário do Espírito Santo, Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2010","04",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"230","2014-09-23 10:59:10-03","G","G","G00099287","S","Plantae","Poaceae","Aulonemia","aristulata","Aulonemia aristulata","(Döll) McClure","?","Weddell, H. A.","1723","1858",NA,"00","Brazil",NA,NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556",NA,NA,"G00099287","G00099287",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=123330&base=img&lang=en","AMERIQUE DU SUD",NA,NA,NA,NA,"ISOTYPUS of Arundinaria aristulata Döll",NA,NA,NA,NA,NA,NA
