"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"44","2021-03-15 16:37:00-03","NY","NYBG","1075679","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","O. Kosovsky",NA,NA,NA,"D. C. Daly","2003","05","14","Brazil","Acre","Cruzeiro do Sul","Basin of Rio Juruá, Rio Juruá-Mirim, between Extrema and Vista Alegre.","-72.88917","-8.16444",NA,NA,"NY01075679","NY01075679_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=180551' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","11829","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","2148695","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"E. P. Killip","1929","10","27","Brazil","Pará",NA,NA,NA,NA,NA,NA,"NY02148695","NY02148695_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","30290","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","484395","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","L. B. Smith",NA,NA,NA,"R. Reitz","1954","09","18","Brazil","Santa Catarina","Brusque","Limoeiro","-48.9172","-27.0983",NA,NA,"NY00484395","NY00484395_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339206' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","5862","South America","sheet","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","484400","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"C. E. O. Kuntze","1992","12","01","Brazil","Rio de Janeiro","Itatiaia","Itatiaya.","-44.581244","-22.382006",NA,NA,"NY00484400","NY00484400_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales",NA,"South America","sheet","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","2148711","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"B. A. Krukoff","1933","09","03","Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,"NY02148711","NY02148711_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298124' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","5775","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","484386","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. A. Kallunki",NA,NA,NA,"R. P. Belém","1965","08","12","Brazil","Espírito Santo","Linhares","Margem do Rio Doce","-40.0719","-19.3911",NA,NA,"NY00484386","NY00484386_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339199' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","1581","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","484384","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"R. P. Belém","1965","03","31","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau; CEPLAC, CEPEC","-39.2273659","-14.771874",NA,NA,"NY00484384","NY00484384_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","607","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","484373","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"R. P. Belém","1968","07","16","Brazil","Bahia","Mucuri","Vale do Rio Mucurí, ao lado da Rodovia BR 101","-39.8934603","-18.0984986",NA,NA,"NY00484373","NY00484373_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339188' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","3887","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","484380","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"L. Riedel","1833","08","01","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00484380","NY00484380_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339225' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","577","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","2148696","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"B. A. Krukoff","1936","09","11","Brazil","Amazonas","São Paulo de Olivença","Basin of Rio Solimoes, near Palmares.","-69.5048332","-4.696879",NA,NA,"NY02148696","NY02148696_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298107' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","8459","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","2148710","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"B. A. Krukoff","1934","09","14","Brazil","Amazonas","Humaitá","Basin of Rio Madeira; near Tres Casas.","-62.6839542","-6.9876421",NA,NA,"NY02148710","NY02148710_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298123' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","6072","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","484391","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","I. M. Johnston",NA,NA,NA,"G. Jönsson","1914","09","22","Brazil","Paraná","Morretes",NA,"-48.8342","-25.4769",NA,NA,"NY00484391","NY00484391_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","957a","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","484397","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1971","01","19","Brazil","Paraná","Morretes","Serra Marumbi, picada ao Olimpo","-48.8342","-25.4769",NA,NA,"NY00484397","NY00484397_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339211' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","26013","South America","sheet","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","484401","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"L. B. Smith","1929","04","12","Brazil","Rio de Janeiro",NA,"Vicinity of Monte Serrat, Mt. Itatiaya, Estaçao Biologica","-44.63","-22.47",NA,NA,"NY00484401","NY00484401_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339227' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","2308","South America","sheet","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","484390","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"R. P. Belém","1965","08","07","Brazil","Bahia","Mucuri","Fazenda Afonsópolis, margem do Rio Mucuri","-39.5506","-18.0867",NA,NA,"NY00484390","NY00484390_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339190' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","1439","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","02398738","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"R. Spruce","1851","05",NA,"Brazil",NA,NA,"Ad oram meridionalem Rio Negro, usque ad concursum flum. Solimoes","-59.9016237","-3.1715397",NA,NA,"NY02398738","NY02398738_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2608706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","1491","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1015014","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. S. Miller",NA,NA,NA,"A. M. V. de Carvalho","1991","09","11","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,"NY01015014","NY01015014_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","3589","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","484378","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. A. Kallunki",NA,NA,NA,"J. A. Kallunki","1993","02","01","Brazil","Bahia","Aurelino Leal","11.2 km from Aurelino Leal and BR-101 on road to Lage do Banco, to right on small cobbled roadway","-39.38","-14.33",NA,NA,"NY00484378","NY00484378_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","413","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","2148718","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"G. T. Prance","1965","10","10","Brazil","Pará",NA,"Rios Pacaja and Muirapiranga. 0-5 km south of Rio Muirapiranga.",NA,NA,NA,NA,"NY02148718","NY02148718_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298132' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","1591","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","484377","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"G. Eiten","1965","02","19","Brazil","São Paulo","Iguape","Northern outskirts of city of Iguape, 1/2 km NNW from its center","-47.57","-24.7",NA,NA,"NY00484377","NY00484377_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","6206","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","484402","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1969","04","10","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,"NY00484402","NY00484402_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339210' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","21316","South America","sheet","50","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","1352980","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"C. E. O. Kuntze","1874","04",NA,"Trinidad and Tobago",NA,NA,"Trinidad",NA,NA,NA,NA,"NY01352980","NY01352980_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1579358' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","827","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","2148701","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"S. Tsugaru","1987","08","13","Brazil","Amazonas",NA,"River side and small islets of Rio Negro within 100km upper-stream from Manaus. Collected by boat.",NA,NA,NA,NA,"NY02148701","NY02148701_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298114' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","B-995","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","2148708","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"R. S. Cowan","1954","11","01","Brazil","Amapá",NA,"Serra do Navio. Rio Amapari. Nortwest lower slopes of Chumbo Ore Body.",NA,NA,NA,NA,"NY02148708","NY02148708_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298121' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","38081","South America","sheet","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","484393","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. A. Kallunki",NA,NA,NA,"M. L. Alencar","1979","06","25","Brazil","Amazonas",NA,"Paraná Tauatú, ca. 100 km NW of Manaus","-61","-2.5",NA,NA,"NY00484393","NY00484393_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339202' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","10","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","1738284","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"E. M. Pessoa","2009","11","24","Brazil","Pernambuco","Igarassu","Usina São José. Fragmento Chave.","-34.9063987731934","-7.83416986465454",NA,NA,"NY01738284","NY01738284_01","24709","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980107' target='other'> <mi>dwc_moreinfo</mi></a>","auto","Magnoliophyta","Boraginales","132","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","02148700","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"P. Acevedo-Rodríguez","1996","08","10","Brazil","Amazonas",NA,"Along Dermini River (a tributary of Aracá River). Boat stationed [at coordinates]","-62","-0.083333",NA,NA,"NY02148700","NY02148700_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298112' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","8216","South America","sheet","100.00","100.00",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","2148698","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"I. L. do Amaral","1982","10","30","Brazil","Amazonas","Maraã","Rio Japurá, margem direita.","-66.8767405","-1.8362477",NA,NA,"NY02148698","NY02148698_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298109' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","238","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","2148699","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"S. A. Mori","1990","06","09","Brazil","Amazonas",NA,"Rio Negro, near Ponto de Pagodão in the Paraná de Anavilhanas. Inundated forest along river; plant was flooded with only the apices above the water.","-60.8158493","-2.6292723",NA,NA,"NY02148699","NY02148699_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298110' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","21243","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","2148715","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"W. A. Rodrigues","1961","06","02","Brazil","Amazonas",NA,"Lago do Janauarí, boca do rio Negro. Igapó.","-60.0507465","-3.2043218",NA,NA,"NY02148715","NY02148715_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298129' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","2717","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","00858294","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"H. S. Irwin","1966","06","27","Brazil","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.35",NA,NA,"NY00858294","NY00858294_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954438' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","17883","South America","sheet","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00858295","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","S. R. Hill",NA,NA,NA,"H. S. Irwin","1966","06","27","Brazil","Goiás","Caiapônia","Ca. 50 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.77","-17.35",NA,NA,"NY00858295","NY00858295_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954442' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","17954","South America","sheet","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","00858300","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. A. Kallunki",NA,NA,NA,"E. L. Taylor","1983","04","10","Brazil","Maranhão","Santa Luzia","(Km 100 on BR 222 also known as Bom Jesus; Fazenda Batuta, 2 km NE of city center. Forest remnant on N-S ridge .5 km E of main house.","-46.78","-4.48",NA,NA,"NY00858300","NY00858300_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954467' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","E1179","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","227683","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.","J. A. Kallunki",NA,NA,NA,"W. W. Thomas","1996","11","14","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Trail to peak of Monte Pascoal. At base of trail & on lower slopes.","-40.5747","-15.2647",NA,NA,"NY00227683","NY00227683_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339205' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","11245","South America","sheet","100","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2016-09-27 04:06:00-03","NY","NYBG","484495","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor",NA,NA,NA,NA,NA,"Illegible collector name",NA,NA,NA,"Paraguay",NA,NA,"Sierra de Maracayú",NA,NA,NA,NA,"NY00484495",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339216' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","5185","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","2148704","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"S. Tsugaru","1987","08","08","Brazil","Amazonas",NA,"river side and small islets of Rio Amazonas. From Manaus to 100km lower reaches",NA,NA,NA,NA,"NY02148704","NY02148704_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298117' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","B-772","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","02148692","PreservedSpecimen","Plantae","Boraginaceae","Tournefortia","bicolor","Tournefortia bicolor","Sw.",NA,NA,NA,NA,"A. S. L. da Silva","1977","10","16","Brazil","Pará","Marabá","Serra dos Carajás, 13 km. from mine headquarters","-49.1178","-5.3686",NA,NA,"NY02148692","NY02148692_01",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2298102' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Boraginales","20","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
